dates,satname,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0058,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0081,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0185,nzd0031-0186,nzd0031-0086,nzd0031-0087,nzd0031-0088
2000-08-03 22:08:44.137000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.95,328.35,318.97,311.77,171.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.91,419.03,415.97,393.10,,,,,,,519.47,516.20,,,,,,,,,,,,,327.66,305.23,322.33,389.87,346.75,351.57,401.74,,412.54,286.09,,,,,,,,,,,,401.15,364.67,,,
2000-10-22 22:07:50.487000,L7,,,,407.62,312.31,173.35,359.96,412.23,410.04,,,,,,,,,,,,,158.76,344.09,352.01,446.80,446.28,,258.29,403.49,509.59,500.63,496.50,464.63,,,,420.41,443.49,530.46,534.55,499.48,499.72,430.88,373.11,,281.21,266.95,364.53,360.84,459.47,430.67,411.54,270.87,219.33,507.21,,,,271.01,392.25,,,,,,,,,342.77,380.62,,,,349.29,376.75,273.58,243.31,,373.67,444.78,509.53,542.28,,311.47,325.06,310.26,300.95,189.65,,,,,453.55,501.84,448.59,470.01,,,,,,,,,,,,,,389.89,416.36,392.65,317.68,528.23,354.52,447.68,203.23,268.33,432.26,498.60,368.96,403.40,,,,,382.54,,,,,,,,,,,213.21,438.09,464.05,510.51,248.55,487.25,415.92,382.44,471.99,424.41,446.36,464.97,,,497.36,,,,398.63,391.78,,,,,,,182.10,230.95,477.41,462.34,287.09,463.15,553.79,385.05,423.62,412.06,,,,386.03,423.77,241.22,353.64,514.61,485.50,449.93,478.41,451.18,443.61,259.07
2000-11-07 22:07:53.532000,L7,,,,,,,,399.62,410.66,467.57,476.84,516.90,439.18,445.89,449.37,508.49,,552.80,502.53,506.86,515.06,536.88,514.69,,,,537.50,519.97,506.60,532.10,475.88,468.37,472.27,467.82,449.49,417.56,449.75,417.36,281.23,351.12,430.84,463.91,527.10,447.87,332.76,,,,,433.85,351.85,423.77,406.86,410.95,415.88,321.69,394.27,443.36,454.63,545.93,486.16,544.82,466.46,467.01,522.98,535.69,,,,499.67,421.33,453.79,453.25,471.14,433.43,,452.35,476.52,542.75,541.72,547.78,,,520.66,,507.66,422.41,330.92,338.36,442.36,553.72,404.55,382.26,,536.78,512.40,478.52,525.46,512.62,499.35,349.88,333.81,300.46,492.94,409.84,520.87,384.53,,455.85,333.06,482.81,324.84,311.86,437.07,,476.62,536.89,492.26,449.61,444.70,337.98,348.57,423.94,474.43,453.57,448.93,442.06,540.80,,,,,,,,,,512.96,,,342.38,,227.78,346.56,283.43,443.40,416.26,372.17,,449.18,461.10,,411.06,,,,,486.97,,,,444.74,501.99,495.33,503.46,325.73,301.84,328.39,,,,,,,,528.15,323.06,,,,,,363.30,317.06,521.45,537.95,278.12
2001-02-27 22:07:54.461000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.09,493.45,514.43,534.64,542.18,,,,,,432.57,505.14,405.09,509.55,548.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.40,323.73,328.31,548.20,,,379.46,421.51,420.57,450.30,,389.77,,,,,,518.76,337.07,339.63,300.25,427.24,434.98,384.17,347.59,260.86,456.03,396.99,480.28,501.25,382.88,354.14,233.17,,,,,,,,,,,,,,,,,,,,,,539.62,512.25,348.85,476.12,,510.45,,,,498.46,375.28,325.72,,,317.07,,,,,,,310.11,327.06,353.47,532.15,546.03,541.26,541.42,337.18,422.13,445.12,,,,,,,,,,,,,,,436.41,363.26,,,
2001-03-15 22:07:52.114000,L7,501.14,522.57,542.56,,,504.66,537.60,520.25,394.77,430.80,488.64,507.77,473.49,516.89,513.02,,,,,498.61,458.93,394.64,459.80,524.54,479.67,447.37,530.38,259.58,424.26,185.15,250.39,240.50,,336.47,399.41,,,426.13,436.53,358.04,493.08,502.87,298.19,,,,,,,,,467.94,490.48,499.52,502.12,337.22,451.44,445.20,454.56,,,,,,,,,,,,,,,,,,,,,,,,214.96,328.34,340.11,333.44,540.39,546.23,496.04,550.37,377.26,424.57,501.21,506.46,500.71,498.67,282.62,249.54,206.35,,,,,233.52,303.73,251.32,190.60,215.05,,,488.01,,425.11,446.36,400.41,381.93,335.60,205.44,546.95,521.46,511.59,536.97,315.28,346.75,263.93,491.82,436.57,499.20,313.63,310.89,376.54,416.95,453.19,402.43,341.01,257.79,508.04,341.60,350.46,336.32,337.30,524.56,216.47,274.23,275.47,392.47,391.31,390.33,316.51,544.94,462.58,510.26,397.72,544.35,545.94,,,547.81,510.00,507.43,515.40,365.18,350.67,508.48,307.00,321.49,301.40,314.36,,,,,,,,347.24,420.48,,,,,,288.48,312.32,475.59,397.34,397.96
2001-06-03 22:07:16.736000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.15,544.22,536.38,521.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.91,329.25,317.92,306.32,176.21,,,,,,413.66,416.63,440.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.27,542.77,543.37,543.83,534.80,534.59,529.31,533.31,526.80,539.86,530.95,521.29,492.12,,,,,,,522.94,353.61,,,418.70,,,,,,,550.41,526.08,527.42,334.00,313.96,547.48,546.03,458.46,,469.80,,,519.59,,,,,,,,,,,,468.10,439.16,,,
2001-06-12 22:01:01.040000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.23,414.53,403.58,404.02,296.32,,,,,,399.32,393.61,,,,,,,436.33,455.40,465.11,491.47,427.04,454.40,286.24,467.03,495.61,281.41,272.98,246.10,,,,,300.73,387.37,379.95,224.75,405.89,258.87,407.18,212.72,482.10,496.05,492.11,489.45,436.15,,,,,,,,194.27,,,,,,,,,,,,401.06,486.16,518.03,366.93,385.01,,,417.50,482.52,532.80,,,,247.84,276.75,305.17,,,,,,,,,,,,,,,311.57,,,,
2001-06-19 22:07:05.722000,L7,477.53,530.47,541.56,,,,,,,,,,,,,,,,,,,,,,,,,388.34,442.29,423.07,473.89,425.56,429.12,,,517.97,456.03,473.59,494.25,537.92,,,225.59,315.78,306.43,166.25,368.75,485.40,224.65,535.17,279.33,482.71,487.14,504.58,503.66,441.75,509.99,489.28,542.37,,,,,306.80,447.14,287.53,308.96,343.43,439.62,507.71,547.60,,,,,,,,,196.52,200.98,228.73,238.60,363.92,351.97,354.98,334.98,339.81,544.44,526.38,503.70,225.23,398.99,506.97,503.24,515.69,340.11,358.56,352.27,,347.74,334.86,334.05,348.70,334.29,322.32,337.03,368.58,349.75,358.64,362.62,358.64,395.91,387.46,370.92,375.56,393.87,345.11,399.24,334.95,382.77,389.72,439.05,426.32,416.82,400.00,410.21,394.39,432.23,378.01,381.23,375.59,305.10,517.16,521.31,521.78,522.32,342.83,340.71,334.19,334.99,,512.24,188.24,192.01,428.94,471.50,402.51,248.44,495.98,486.85,529.55,427.18,436.02,427.99,417.62,442.95,426.65,521.14,515.47,269.45,225.11,351.15,517.18,294.11,323.13,307.84,332.75,,,,,,,,546.61,490.25,428.56,415.67,424.02,349.28,,360.41,270.73,341.65,357.59,365.82
2001-09-07 22:06:11.116000,L7,,,,,,399.57,454.86,457.02,483.41,514.96,273.20,304.06,,,,,,,,,361.52,374.68,373.42,373.08,433.33,,,437.79,432.30,236.05,287.07,477.16,334.32,291.16,258.50,172.70,173.17,287.07,337.08,524.36,494.41,226.21,542.12,332.39,349.89,422.90,444.14,442.87,321.23,523.85,422.03,325.63,417.21,489.90,544.65,463.29,463.50,467.50,527.19,304.93,222.12,207.64,,,,,,,411.03,,,388.21,,,,,,,,,,,227.02,336.90,352.50,349.99,327.06,311.23,465.45,446.02,397.18,389.39,491.34,511.45,498.52,505.53,,,,,,,,,,288.91,205.48,305.65,,,,,,,,396.34,397.54,,,,,,,,,,,,,,,,,,,,,,374.53,358.56,343.78,475.65,401.53,529.70,397.13,541.56,479.71,402.97,289.06,,,512.42,,546.50,547.18,520.35,,,,,,,,,,337.86,343.44,378.18,,,,,,265.92,329.44,473.56,,,408.44,472.76,202.00,,373.97,370.79,,,
2001-09-23 22:06:03.238000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.66,485.03,510.51,530.63,540.49,502.70,532.41,,,,356.68,495.67,488.98,462.23,545.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.49,321.94,308.58,307.11,189.21,,,,,471.91,501.10,408.42,469.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.19,424.04,372.71,298.04,,,,,,326.32,,,,,,503.60,,,,499.70,408.43,303.17,,,493.95,,,,,,339.95,535.97,,,,,,,,,534.86,,,504.45,,,,,,,,,,,,407.45,264.64,,,
2001-10-02 21:59:40.713000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.46,412.07,400.71,391.00,382.47,306.11,376.22,365.29,290.08,345.57,394.35,405.67,384.33,318.34,314.25,230.48,,,,428.63,438.63,448.68,460.23,463.70,474.32,462.03,491.20,485.44,481.92,504.01,519.83,515.81,519.03,517.36,506.92,540.37,,,,,210.33,212.08,459.71,392.60,292.91,332.00,506.84,517.87,515.54,253.28,299.51,472.47,408.26,373.68,436.77,,,,,,,,,,,303.09,,249.62,184.11,234.07,213.15,200.42,311.11,441.66,491.64,536.52,488.73,,529.44,423.15,473.80,473.36,,,,,,,,,,,,,,,457.48,411.21,,,
2001-11-03 21:59:47.008000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.67,515.84,528.33,529.93,535.01,530.42,540.22,534.98,529.59,533.06,524.99,519.66,518.51,525.75,534.75,539.20,543.39,542.69,,428.86,380.17,420.58,421.15,450.92,,,479.54,457.19,429.87,488.61,413.12,309.45,,,,,235.46,302.42,536.58,,,,,,,,,,,,,,,,,,,,369.86,382.78,375.01,376.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.97,374.06,322.08,,,171.45,457.66,,534.23,,,,520.45,524.78,,,,,,,,,,,531.52,540.39,546.38,531.67,275.50,173.68,,342.95,547.63,346.52,504.74,532.02,546.11,,,,,,,,,,,,314.89,236.59,,,
2001-11-19 21:59:56.393000,L7,,,,506.04,491.99,492.62,519.87,491.30,220.20,252.22,468.92,478.42,466.47,415.51,400.72,486.11,474.87,488.64,436.35,464.31,485.62,474.62,468.27,505.65,489.75,401.50,442.83,446.61,456.02,438.97,484.76,442.10,319.29,308.42,350.20,305.77,424.20,461.43,305.16,260.70,258.19,337.67,393.89,365.11,514.90,,,,,,,,,450.00,419.53,323.08,378.54,348.73,378.00,449.24,397.83,457.95,519.84,,,358.85,468.42,217.78,534.12,,,,,,,,,,,,,,,,,,384.91,407.32,397.56,388.51,379.72,,373.90,,497.11,454.45,485.16,522.04,517.94,519.07,523.07,,,,326.16,397.01,406.60,,314.51,439.12,482.77,471.01,496.10,462.80,511.16,,507.05,479.78,500.32,511.01,502.11,,525.36,358.11,277.72,381.12,,,,316.54,322.63,440.33,488.31,424.96,,531.87,267.85,410.77,341.87,383.97,390.06,507.83,385.48,523.94,527.67,537.56,385.73,292.00,417.31,,,474.58,400.45,264.27,249.56,,,,313.09,394.17,539.77,247.79,,528.89,395.09,417.84,,,,,,455.65,451.99,335.58,487.32,507.78,456.65,531.10,,,,,,,,457.80,479.91
