dates,satname,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092
2000-11-09 21:56:45.337000,L7,430.22,395.91,416.76,385.31,394.06,414.44,431.73,298.29,293.75,283.97,293.30,301.94,324.66,286.59,366.85,289.43,442.75,275.96,469.29,424.87,431.55,384.80,459.85,407.37,460.53,421.67,371.67,364.86,357.13,538.48,425.93,434.95,524.45,556.23,409.22,379.02,316.64,303.20,419.31,430.29,435.33,376.18,402.09,167.42,248.54,333.54,325.73,315.57,316.99,376.48,402.10,406.04,408.95,415.81,418.61,411.35,396.50,452.52,429.81,450.74,420.25,407.06,411.57,447.85,473.71,486.26,504.50,445.42,374.12,397.69,419.29,435.69,355.06,480.00,473.42,445.77,483.72,484.56,500.61,366.24,311.49,508.90,499.73,318.70,322.94,329.64,326.49,324.81,306.09,290.90,302.89,311.52,318.38
2001-03-01 21:56:21.596000,L7,193.43,218.88,252.40,276.66,294.86,310.64,314.52,357.73,383.55,312.69,,,246.41,281.79,484.62,405.41,517.48,,,220.98,288.11,449.99,518.44,537.60,489.87,268.45,293.12,510.62,507.99,476.19,453.71,,,,529.52,530.31,526.14,516.26,520.69,512.66,509.40,521.10,523.08,492.34,494.94,472.55,464.72,328.94,472.80,473.06,356.76,466.47,398.78,468.15,529.47,512.31,491.53,462.35,497.55,320.05,320.53,322.25,328.87,362.40,336.98,260.82,277.96,295.05,317.13,328.42,472.23,473.18,453.24,459.40,442.23,504.70,479.47,418.59,428.27,436.50,440.98,428.23,328.11,422.33,425.51,432.44,440.13,425.46,440.37,457.67,450.11,445.77,477.01
2001-03-17 21:56:16.575000,L7,488.23,471.60,469.54,475.99,475.88,500.68,488.37,543.16,453.43,451.20,435.07,425.63,441.52,434.74,426.75,438.75,424.12,417.12,399.96,405.50,408.51,429.92,454.55,500.28,,,543.13,546.18,508.41,508.72,513.69,418.48,467.16,453.91,416.85,326.45,498.47,497.66,532.29,531.22,,,543.12,543.91,482.35,477.82,491.70,503.17,512.79,515.16,523.83,501.21,330.85,322.75,327.26,320.01,316.15,317.60,311.88,308.52,306.24,301.84,305.60,308.93,307.01,244.15,204.62,272.72,296.37,323.77,324.27,318.28,312.50,314.28,312.50,311.15,315.09,320.62,312.68,281.25,286.90,287.70,304.28,309.29,309.80,324.94,307.43,309.45,320.70,324.02,327.35,340.90,353.84
2001-03-17 21:56:40.512000,L7,485.75,469.15,466.32,254.11,250.62,249.28,287.52,298.14,258.79,290.99,259.22,276.80,296.80,293.67,282.91,291.38,284.40,278.08,274.68,290.30,310.66,313.06,316.20,315.59,331.40,284.96,301.24,322.87,329.49,319.22,285.55,316.04,296.46,288.79,295.29,304.74,279.75,256.58,,,,,534.56,540.46,549.03,551.52,,,,,,268.41,286.24,270.66,279.97,520.66,530.77,516.98,517.50,495.86,506.76,512.30,278.84,271.83,276.39,185.57,180.50,230.76,255.80,282.20,286.79,284.19,284.81,283.04,291.63,292.86,291.33,276.23,286.36,264.78,265.35,276.53,288.07,295.90,293.28,309.09,288.14,295.64,271.61,274.76,312.51,325.71,337.41
2001-09-09 21:54:36.880000,L7,465.32,435.65,427.61,468.64,481.10,472.85,464.43,460.91,407.26,409.82,413.54,438.32,449.72,207.49,215.67,199.92,200.34,193.77,188.74,514.85,522.02,534.65,547.97,494.90,475.40,497.45,497.81,501.03,460.84,455.18,506.28,504.62,503.38,490.97,484.29,482.55,445.20,458.40,450.52,489.38,487.28,486.68,488.90,494.21,485.38,497.84,491.14,520.42,246.02,250.59,249.22,239.71,526.73,502.49,424.93,503.30,481.64,508.22,493.76,511.05,516.18,478.26,442.74,443.08,406.68,510.82,528.73,537.24,528.10,520.70,522.03,498.20,330.55,334.35,492.40,525.24,520.78,322.92,532.03,508.89,472.17,470.02,504.14,498.19,490.19,486.97,480.16,482.63,483.82,344.02,364.44,527.14,532.65
2001-09-09 21:55:00.813000,L7,497.84,511.71,516.60,509.91,517.93,504.03,513.52,519.17,515.77,486.33,557.27,537.36,524.97,531.98,537.03,536.10,283.48,277.24,291.03,298.48,313.61,319.19,322.12,311.11,532.92,529.49,531.29,542.10,518.60,325.17,316.77,317.67,330.29,328.31,308.71,311.90,311.54,299.06,283.36,294.48,211.65,482.16,518.24,548.19,242.30,307.31,313.50,286.76,297.62,307.78,334.88,323.55,334.82,323.50,320.70,320.77,300.73,326.38,299.07,305.64,299.19,300.09,306.32,308.06,304.05,263.16,242.62,279.89,302.38,313.10,310.78,319.48,322.91,324.89,325.27,307.08,310.36,323.40,512.03,500.58,497.70,506.68,497.80,488.46,479.04,483.58,473.89,476.54,470.78,474.82,427.14,478.95,520.93
2001-09-25 21:54:28.694000,L7,524.05,533.60,529.16,256.18,285.54,276.50,284.57,299.67,292.56,275.00,294.01,299.16,290.80,269.04,533.83,538.40,462.73,469.53,486.71,498.24,500.43,506.98,497.93,503.42,454.46,466.50,476.75,489.13,490.84,490.75,473.94,326.25,341.29,329.00,331.11,319.64,311.58,318.38,280.51,249.60,458.78,489.73,533.61,526.19,484.72,486.27,480.24,239.71,247.87,201.45,241.41,433.81,449.28,443.22,533.51,479.02,523.41,468.59,481.78,490.03,472.63,503.98,514.56,493.66,497.25,498.51,512.48,533.82,535.54,528.69,541.55,542.10,550.18,552.26,493.01,492.62,493.75,544.63,466.22,509.81,503.78,509.14,510.74,468.87,503.56,511.97,505.78,491.55,487.22,495.93,463.04,494.35,465.27
2001-09-25 21:54:52.649000,L7,521.72,531.47,483.06,486.13,514.25,520.64,503.83,514.00,519.11,523.69,529.54,534.65,554.72,260.55,249.48,291.15,276.78,284.90,291.80,300.99,312.40,315.92,306.34,305.66,301.36,303.97,312.85,310.50,307.44,321.24,330.85,312.96,328.85,320.87,321.33,314.01,302.48,299.86,271.11,240.18,499.46,516.13,534.95,538.42,209.56,292.51,302.35,300.15,301.34,307.79,304.46,305.65,315.90,316.29,309.33,312.40,290.96,298.30,293.13,302.00,300.61,292.94,303.60,307.46,311.78,259.75,203.93,270.27,292.34,307.51,309.83,315.12,320.42,316.13,325.88,306.87,312.01,312.91,312.04,291.27,300.13,302.22,302.51,310.66,304.32,318.09,312.96,310.69,324.14,321.98,334.63,343.44,534.85
2002-02-16 21:54:54.191000,L7,326.27,343.57,192.55,262.54,310.89,307.83,311.64,412.14,437.57,393.36,441.85,319.68,320.84,312.97,298.02,307.44,307.44,296.21,405.30,479.23,455.27,469.84,460.33,402.94,421.84,420.26,342.08,355.08,353.29,384.95,353.36,365.57,374.61,383.70,350.34,339.34,328.28,471.00,511.02,483.59,467.98,175.10,200.07,202.01,314.51,325.69,344.11,340.18,337.10,347.77,344.66,341.49,342.84,349.94,343.66,336.70,338.44,333.05,335.84,337.29,326.38,329.62,371.90,369.48,343.78,245.43,489.97,493.47,406.46,478.81,452.37,469.91,453.09,339.01,385.52,451.87,477.17,482.95,488.31,468.05,459.15,469.57,468.19,451.96,446.13,391.97,471.16,357.36,388.95,493.24,486.20,456.49,438.51
2002-02-16 21:55:18.119000,L7,,,,258.88,294.27,288.73,292.26,301.13,311.56,311.89,300.45,308.04,301.63,299.43,284.71,296.70,286.44,282.22,419.69,436.66,448.44,448.72,413.44,444.02,409.14,323.55,330.62,330.81,335.78,355.14,337.05,343.24,359.11,378.58,330.22,323.67,315.11,443.20,457.88,446.59,503.67,483.04,188.57,174.72,273.01,433.45,452.39,319.72,324.55,330.45,329.35,327.48,326.75,333.00,334.46,319.76,320.77,321.38,323.27,315.57,313.84,314.49,420.99,370.61,331.26,254.40,245.04,286.94,313.63,391.63,385.68,427.53,440.31,392.43,375.18,455.12,463.85,481.68,432.32,482.02,498.08,514.15,445.48,435.01,430.31,428.44,465.84,449.90,434.61,433.01,435.27,435.14,421.84
2002-10-14 21:53:43.769000,L7,532.28,518.54,530.84,211.41,275.59,267.00,276.02,292.79,286.18,264.05,287.18,293.99,290.58,261.47,559.17,536.48,480.67,503.73,543.42,489.88,528.76,494.43,511.78,296.70,288.76,297.48,461.89,528.11,307.76,311.63,303.76,298.72,299.55,293.38,294.47,480.44,492.14,504.63,488.49,495.63,484.33,493.50,513.73,510.28,524.60,532.90,538.26,534.22,554.91,303.02,298.08,297.29,304.70,293.27,296.60,271.54,268.29,281.12,533.42,548.39,505.31,511.37,484.26,478.28,503.36,516.56,545.15,535.62,507.07,495.35,554.01,511.52,466.56,521.13,536.63,311.38,308.97,311.41,532.79,521.17,534.81,519.91,299.45,308.88,308.97,318.11,312.33,310.86,497.93,471.64,452.36,429.69,355.07
2002-10-14 21:54:07.948000,L7,529.12,517.58,530.47,529.25,536.41,392.12,389.60,513.42,482.24,263.12,287.63,293.88,289.51,436.19,557.28,517.46,480.23,500.47,541.20,487.92,477.58,451.70,503.70,295.91,539.83,546.59,430.17,526.96,308.35,311.81,303.70,298.43,297.53,294.75,296.06,322.69,327.90,271.27,236.80,205.24,486.91,490.79,510.16,508.99,193.29,293.02,310.14,309.27,296.39,307.19,299.27,299.32,306.28,294.66,297.04,269.65,267.77,280.34,266.83,268.27,259.90,251.99,291.55,295.68,285.87,243.26,180.04,257.40,286.01,303.48,303.74,304.61,311.79,313.46,310.48,320.61,309.13,313.25,313.22,285.67,296.44,297.87,299.55,310.75,310.44,317.85,310.64,310.13,312.58,321.73,324.29,340.99,356.73
2002-12-01 21:54:16.937000,L7,491.64,485.43,465.23,212.71,289.80,274.58,284.10,291.17,283.78,275.04,297.86,301.91,298.22,282.00,278.15,292.59,287.51,278.93,404.02,372.41,411.94,367.00,358.68,366.84,348.91,391.56,314.26,314.46,317.35,316.72,315.07,313.58,510.73,518.45,479.80,517.69,294.23,271.20,505.02,446.73,510.28,,,,457.65,474.19,469.69,495.06,404.79,531.11,476.50,549.27,402.03,347.54,304.97,291.32,282.97,524.95,483.84,552.09,516.68,459.42,441.83,409.50,419.47,475.04,427.47,409.75,401.79,308.62,469.18,373.08,496.94,429.58,464.18,453.44,445.01,392.87,497.88,357.05,427.80,416.34,373.85,358.15,434.08,445.85,471.36,489.87,479.87,459.49,371.81,370.91,493.01
2002-12-01 21:54:40.891000,L7,492.69,473.35,510.24,208.66,292.46,282.80,284.87,295.95,345.95,331.77,324.84,344.59,300.84,289.09,278.85,291.98,289.70,275.96,413.26,402.67,405.24,374.20,358.90,362.27,374.18,392.42,315.25,317.01,321.63,319.77,320.12,316.00,314.87,312.31,310.80,312.31,302.16,292.40,246.62,215.44,462.07,444.88,,462.14,454.45,441.40,469.82,371.21,377.87,339.14,550.80,546.60,535.85,349.10,456.87,512.15,292.42,515.92,458.28,363.33,363.80,346.84,309.75,486.52,299.73,268.76,190.33,261.00,294.90,310.54,313.24,311.77,317.00,317.88,491.20,494.64,505.81,434.40,494.81,499.05,351.32,408.93,369.87,352.03,437.13,442.25,358.95,378.27,378.74,353.85,446.27,441.65,487.49
2003-01-18 21:54:30.278000,L7,444.05,463.06,,206.61,259.35,264.25,282.53,266.98,257.87,266.85,282.37,275.04,270.47,257.29,277.76,293.25,288.36,336.20,340.59,333.46,342.53,300.12,315.77,312.34,306.20,343.45,353.19,352.40,345.78,359.25,365.11,360.54,337.56,361.00,308.51,306.85,296.41,,,455.69,392.79,412.89,407.07,397.37,199.15,291.29,311.80,281.36,298.50,302.97,363.87,352.00,342.48,365.43,303.02,286.28,286.66,298.98,290.28,290.95,291.76,219.80,332.80,338.56,330.42,198.25,183.11,258.72,287.30,303.04,304.38,305.63,308.95,313.14,328.04,312.10,313.40,355.74,389.46,333.12,338.81,348.80,366.69,375.32,347.81,339.05,331.15,352.17,371.52,379.02,367.55,363.51,365.88
2003-04-24 21:54:46.433000,L7,,,,,,192.26,238.98,253.03,244.14,218.66,,,,,214.08,262.94,243.12,257.97,253.25,260.08,272.71,273.09,266.96,270.53,257.08,263.97,277.24,267.50,274.62,274.28,272.73,274.01,276.53,271.32,270.70,269.83,,,,,,,,,,,,,,,,,277.81,255.97,249.12,240.63,243.28,259.82,206.91,263.14,264.04,201.79,,,,,,216.67,251.71,279.04,273.96,277.95,277.90,273.22,277.02,275.00,268.11,262.77,274.15,248.40,246.23,262.54,266.09,256.37,256.48,277.83,245.43,247.75,259.11,239.51,227.60,277.57,249.55
2003-04-24 21:55:10.390000,L7,,,,171.55,227.94,194.23,238.31,252.61,243.23,218.89,,,,,249.85,262.35,239.80,257.40,252.19,257.06,279.00,276.59,266.37,270.02,257.17,265.57,278.00,267.10,273.52,274.05,273.34,274.24,279.67,272.04,269.53,271.38,,,,,,,,,,,,,,,,,281.96,257.83,250.32,242.49,242.86,259.09,258.91,262.50,263.03,201.49,,,,,,219.06,252.96,277.17,273.86,276.41,277.97,275.05,278.20,274.12,266.94,264.76,271.91,247.31,244.53,258.41,265.72,255.39,255.73,277.86,245.34,245.78,257.91,237.97,227.00,272.16,250.79
2003-07-21 21:42:33.857000,L5,,,,,,200.64,256.38,285.65,281.07,268.78,291.17,290.26,291.64,270.03,276.76,281.05,277.23,270.44,285.13,284.22,292.20,297.57,298.47,298.57,298.69,304.15,299.99,296.85,300.29,307.13,300.04,310.39,311.69,297.90,301.85,304.88,294.81,262.71,259.93,218.80,,,,,195.64,283.53,308.37,302.58,292.88,304.04,305.05,304.20,305.30,301.51,309.89,293.00,274.27,283.38,284.14,285.61,280.78,288.59,296.03,299.30,291.00,252.28,168.66,257.22,289.40,299.03,301.44,306.01,310.81,308.61,302.63,297.86,294.11,298.88,316.97,266.14,256.39,262.71,279.13,266.73,263.75,312.66,296.50,300.09,250.20,246.96,242.55,302.40,280.73
2003-07-21 21:42:57.544000,L5,,,,,,203.99,257.82,287.48,279.02,279.71,289.89,291.69,289.77,273.62,276.75,284.65,282.14,271.25,290.53,284.48,301.04,301.71,300.92,300.38,296.97,306.45,300.97,299.10,303.53,314.89,306.38,314.75,315.85,299.57,312.60,303.60,299.02,259.73,,,,,,,204.14,286.04,310.34,304.89,295.18,308.90,309.42,309.46,314.22,305.72,312.52,289.86,277.51,286.99,286.74,288.55,288.34,288.90,299.03,302.08,292.45,255.55,169.93,258.47,292.10,303.99,296.17,300.06,307.97,310.09,305.86,302.37,297.29,302.47,319.98,273.66,253.41,262.97,282.73,260.75,268.65,315.65,299.41,305.82,253.90,248.27,242.95,293.32,272.83
