dates,satname,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086
2001-08-15 22:03:26.328000,L7,,363.06,267.07,308.93,288.62,331.05,323.31,311.77,302.62,299.34,313.96,316.55,350.85,345.18,332.97,342.86,308.66,325.53,326.28,319.40,321.13,323.17,329.65,322.01,327.39,326.71,303.36,312.34,300.43,310.10,333.90,309.02,287.55,298.47,326.79,302.23,312.93,298.78,295.81,289.31,307.88,300.74,336.12,349.85,291.24,299.30,490.47,483.00,505.18,491.98,506.64,504.99,512.86,484.08,470.67,500.46,511.45,471.41,491.14,491.51,321.52,327.24,329.92,326.20,329.64,321.00,343.80,331.32,329.71,327.21,333.17,327.84,328.84,333.36,318.93,323.36,368.74,365.19,368.12,369.70,331.64,325.47,373.61,365.26,347.52,372.99,353.57
2001-11-03 22:02:58.699000,L7,,,,,,,,,272.06,288.56,,,,,,,,,,,,,205.92,341.73,417.33,489.82,385.35,360.02,,,,498.38,145.71,226.55,221.64,204.77,222.77,222.61,253.66,257.11,262.94,269.44,273.40,487.53,,,,,,,,425.48,468.43,487.56,489.91,485.30,474.65,454.30,,,,,,,,,,,,,,,,,,489.02,425.57,415.74,409.31,409.98,421.88,426.11,413.85,417.11,424.07,430.81,409.08
2002-03-11 22:03:31.366000,L7,285.84,277.50,372.71,377.46,377.56,381.34,376.47,367.95,359.53,368.28,378.78,373.06,356.41,365.78,257.20,385.33,279.99,309.84,296.96,431.26,451.47,435.97,457.11,440.13,356.51,448.70,490.27,472.58,366.39,373.18,382.26,362.66,359.68,363.93,358.61,353.10,361.84,364.00,352.13,363.08,362.70,355.29,355.62,371.83,372.99,378.96,364.42,374.30,358.02,352.34,340.22,328.22,341.96,373.98,378.13,390.36,388.60,392.69,401.49,405.65,403.03,390.01,394.92,389.12,399.50,390.75,396.89,399.82,402.08,393.71,381.95,381.34,388.08,386.14,383.69,378.45,373.22,367.44,368.04,370.73,369.10,375.02,375.36,374.30,381.77,376.85,361.47
2002-04-12 22:03:25.302000,L7,161.19,257.51,365.54,380.90,371.38,379.75,369.37,364.69,368.32,499.51,505.07,462.00,500.97,499.31,267.88,220.94,166.02,461.67,380.46,365.97,366.92,374.86,464.91,402.10,405.72,437.35,466.79,448.06,451.67,488.26,522.58,497.87,501.51,504.22,364.64,356.76,360.99,364.59,355.52,365.50,362.47,356.31,354.81,395.49,396.10,399.75,359.57,384.81,365.42,363.57,361.37,349.43,363.11,379.44,373.33,394.03,386.35,402.84,401.08,412.20,404.58,409.53,403.66,399.14,403.12,405.04,406.80,397.20,393.97,391.07,391.32,394.29,396.37,399.18,383.15,383.49,374.19,370.41,373.26,376.13,373.22,390.34,390.45,385.53,377.85,378.35,365.63
2002-05-14 22:03:19.418000,L7,,314.47,372.00,370.38,368.12,377.33,391.05,381.02,379.48,395.98,392.27,403.39,369.32,332.45,323.52,173.20,372.38,425.76,478.30,456.97,450.42,455.35,406.03,369.43,376.23,387.34,417.07,411.24,399.08,386.40,383.05,396.04,502.13,520.74,511.23,498.38,382.54,317.29,316.85,318.92,325.64,352.44,354.90,366.87,376.77,377.74,362.83,373.80,373.71,359.79,367.66,350.93,371.12,400.74,382.38,406.21,389.63,399.36,398.42,413.84,412.87,409.90,403.56,413.59,400.36,403.22,411.65,405.89,389.20,387.38,383.46,380.40,386.68,388.14,386.88,380.53,376.24,371.99,370.26,377.58,377.87,380.95,385.20,376.67,371.76,374.08,355.22
2002-05-30 22:03:13.672000,L7,493.87,499.63,324.68,335.04,339.98,353.32,333.28,336.00,326.88,341.98,337.36,337.82,325.42,302.33,253.83,144.05,159.63,298.39,343.71,344.52,351.15,398.71,392.58,374.58,448.98,441.74,386.47,394.69,414.70,376.14,350.47,338.60,313.78,343.72,332.77,328.30,334.64,340.65,309.03,296.49,309.94,332.09,322.39,330.18,289.08,305.53,284.73,315.39,337.48,323.51,303.17,,350.09,364.63,412.89,389.98,343.07,352.17,374.23,378.30,369.03,399.82,395.64,378.49,360.65,358.03,478.86,501.22,495.66,481.01,462.54,347.01,353.30,364.86,361.89,359.81,353.51,370.88,361.50,362.51,354.51,346.94,353.28,348.38,349.20,352.99,341.69
2002-06-15 22:03:07.576000,L7,499.50,474.83,268.61,308.41,327.17,344.68,331.64,320.12,310.47,304.70,344.43,322.88,305.69,287.42,254.21,463.19,,213.05,289.84,496.85,460.90,466.76,478.96,486.01,484.97,491.02,298.27,302.18,337.83,309.02,330.60,308.85,286.76,336.34,329.16,322.95,324.07,294.23,296.09,284.43,297.15,308.37,296.70,316.76,277.80,284.28,293.99,309.52,317.91,309.14,484.62,480.81,460.06,348.54,362.74,336.32,331.97,351.63,329.07,328.71,337.44,338.91,341.68,345.85,339.07,333.62,336.61,336.56,335.90,329.39,452.03,448.00,427.00,345.80,334.76,335.08,337.61,368.31,324.08,333.31,328.24,336.13,352.04,351.46,355.21,354.57,352.65
2002-11-22 22:02:45.529000,L7,385.49,396.44,391.53,388.16,385.99,396.97,389.60,384.64,378.92,381.67,383.92,386.82,387.85,384.76,310.63,315.17,382.33,388.52,385.89,385.53,387.15,392.64,400.93,380.91,384.37,391.47,466.38,376.59,375.16,383.41,393.06,423.36,439.93,443.35,358.13,356.47,357.75,359.75,357.03,357.81,357.25,349.04,355.90,375.55,375.24,381.12,372.97,388.25,387.34,379.60,372.54,363.31,375.24,397.06,406.08,412.02,406.36,406.46,415.17,415.51,414.79,412.19,412.57,410.58,410.99,408.68,404.89,403.79,399.06,392.80,388.34,384.47,405.75,380.27,369.27,369.81,363.50,371.36,370.67,370.76,377.66,367.55,370.87,361.23,363.97,371.88,352.15
2002-12-08 22:02:51.522000,L7,305.58,275.52,253.27,193.87,161.12,270.00,297.46,310.01,301.36,308.02,308.22,298.50,301.26,281.79,266.49,262.12,290.81,288.41,301.39,325.02,329.74,329.69,327.66,339.16,328.42,341.53,370.03,282.86,298.74,502.21,469.31,494.86,432.15,339.43,247.75,251.15,270.48,277.02,270.28,287.42,290.62,300.55,293.86,279.68,266.30,287.81,287.87,302.44,294.86,289.68,183.55,212.53,279.31,332.10,316.35,326.83,324.96,323.98,326.81,327.60,322.65,324.36,325.68,324.76,321.37,325.41,322.18,327.59,325.88,319.96,167.03,173.88,175.26,163.06,190.27,322.03,323.90,334.40,312.34,325.30,366.47,363.58,356.52,333.68,353.12,343.45,314.12
2002-12-24 22:02:57.022000,L7,347.66,358.48,358.96,364.99,360.30,369.38,374.13,369.35,368.76,369.50,359.23,366.90,398.96,314.58,318.05,320.41,330.83,375.00,375.94,377.01,378.45,369.01,370.46,374.34,364.16,404.49,355.49,358.66,351.83,364.75,371.79,361.31,354.67,411.88,426.06,344.28,367.08,347.07,359.78,336.51,361.30,339.57,352.59,352.47,351.60,349.76,341.94,355.40,348.40,345.46,337.36,331.29,342.41,358.31,366.85,367.91,362.12,371.70,375.45,386.97,379.03,372.31,372.61,370.62,375.51,384.04,377.75,370.25,368.55,368.87,380.03,495.02,468.95,396.28,514.73,459.30,490.40,514.36,,,380.79,479.85,351.43,347.09,352.12,498.96,364.58
2003-08-13 21:51:08.818000,L5,256.78,270.49,308.28,344.36,348.61,364.45,351.24,342.56,336.90,342.75,353.03,335.94,324.17,306.66,281.07,318.81,332.39,351.09,356.88,352.59,349.30,343.68,347.55,343.00,354.50,350.18,348.10,334.06,345.10,347.21,351.21,330.20,332.83,334.53,343.84,335.65,340.28,334.16,330.10,312.40,325.44,324.56,400.23,432.48,444.27,414.92,334.06,341.69,338.95,334.81,316.98,289.66,305.87,359.74,355.90,366.58,366.18,367.69,356.12,361.81,358.86,349.23,363.83,368.32,359.80,372.40,369.98,366.52,351.15,364.64,347.38,365.62,353.85,367.87,359.89,360.65,361.41,374.53,382.92,363.88,428.65,488.76,437.17,442.33,481.27,463.86,451.19
2003-11-17 21:52:57.120000,L5,375.42,337.03,338.80,356.55,355.66,363.24,360.93,361.09,355.31,363.01,362.39,357.42,341.79,331.66,331.86,353.84,350.67,354.10,354.86,356.78,349.13,348.53,353.41,344.48,348.43,366.04,352.49,355.48,355.84,369.47,370.07,354.09,353.82,336.06,339.53,334.43,338.96,341.23,331.87,330.98,343.07,347.61,351.33,358.75,368.63,362.74,353.11,363.06,338.95,337.57,327.50,311.55,320.29,350.68,356.70,365.42,378.72,382.43,383.42,389.42,386.93,394.68,386.82,371.14,365.35,373.17,372.63,372.96,362.27,364.05,377.17,381.34,382.66,384.17,385.46,384.87,373.05,351.71,354.90,351.75,361.36,359.74,352.28,358.13,377.87,380.55,361.18
2004-01-20 21:53:24.777000,L5,,,,,,,,275.75,290.47,272.40,263.58,264.63,,,,,,,,,,,,,,,,,,,,,142.57,174.26,200.44,205.08,223.18,258.19,272.71,296.81,293.32,290.53,289.83,308.25,286.32,305.10,305.98,316.88,320.98,315.74,299.29,260.37,298.67,332.88,335.90,320.44,329.17,327.58,331.61,332.49,325.14,321.57,333.75,338.32,341.07,341.51,338.80,338.21,336.66,323.63,306.64,321.22,328.71,328.00,316.45,316.92,340.52,339.94,341.63,344.24,356.18,342.61,350.68,338.10,343.05,339.56,320.89
2004-06-12 21:55:59.429000,L5,,317.46,371.93,370.03,368.22,372.85,372.00,362.02,355.46,367.22,361.22,369.81,361.70,372.89,362.93,366.41,367.96,378.32,379.21,377.31,372.34,377.50,373.13,362.13,357.70,361.96,344.82,353.10,353.68,375.16,374.74,357.29,363.13,355.62,362.35,346.31,355.36,356.73,351.12,350.00,360.65,346.96,358.23,362.20,368.54,365.00,360.67,370.02,368.16,371.33,217.42,200.14,210.05,216.94,378.79,393.67,391.63,384.41,394.94,390.47,400.77,393.55,402.93,400.73,401.24,398.06,399.06,393.65,399.36,391.83,390.98,395.80,394.23,389.49,388.39,380.31,384.27,387.45,389.40,384.97,375.74,381.91,384.69,376.77,385.64,384.50,370.49
2004-07-30 21:57:15.668000,L5,220.28,373.82,378.34,371.26,381.20,431.93,385.92,379.42,384.22,372.73,390.82,384.86,368.26,379.08,388.53,388.04,388.86,388.72,381.72,375.51,375.97,375.98,378.82,365.58,378.48,378.21,379.85,373.85,374.55,380.78,387.34,377.79,372.28,361.21,364.46,359.13,362.58,361.89,356.21,366.83,362.12,366.56,368.97,407.61,403.61,386.26,381.37,387.57,376.83,376.99,379.08,370.61,361.00,404.16,418.18,416.64,398.44,418.98,432.65,405.31,412.66,395.71,427.52,430.67,411.69,409.11,403.44,421.89,395.27,404.95,421.61,399.66,401.94,432.49,397.13,416.80,406.74,405.02,407.54,396.28,430.78,452.74,430.80,416.23,437.16,429.51,404.82
2004-08-15 21:57:37.379000,L5,283.65,333.67,345.11,373.16,371.45,382.56,372.91,363.98,355.10,364.53,361.62,359.88,355.49,332.02,283.40,373.55,369.21,372.08,375.21,376.39,367.49,369.44,381.46,365.53,368.55,364.42,347.72,355.56,354.29,359.45,374.45,352.57,359.64,364.67,362.07,362.66,366.09,364.88,388.22,356.86,357.31,357.21,359.73,397.19,365.90,367.68,358.65,383.58,393.28,392.00,339.61,328.54,367.16,381.95,398.66,392.56,383.43,400.35,396.19,408.88,377.35,394.73,397.00,397.10,404.54,402.46,429.31,389.88,400.01,408.06,372.93,399.11,395.09,395.95,372.05,385.53,382.07,392.99,394.96,389.11,405.59,409.92,403.03,394.97,404.89,407.61,377.56
2004-10-18 21:59:11.702000,L5,385.10,385.77,395.43,397.40,390.88,401.77,396.87,379.53,376.03,378.81,373.22,376.60,371.34,377.70,372.37,373.70,373.39,394.73,397.94,391.75,390.59,395.39,391.64,385.60,380.68,371.60,364.18,375.29,370.87,378.62,383.00,365.86,361.95,368.42,380.87,376.72,368.95,367.98,362.69,370.05,369.89,360.64,355.89,372.38,403.08,505.95,361.29,379.96,383.38,391.75,382.21,377.20,375.83,389.81,387.65,401.05,392.22,391.10,395.94,407.35,406.14,409.20,404.45,413.19,413.03,406.22,407.57,411.69,395.65,407.10,404.65,402.26,405.98,404.21,409.36,397.81,392.44,394.05,394.90,396.02,404.54,415.04,411.79,410.36,397.45,400.65,372.86
2005-03-11 22:01:31.683000,L5,,,310.23,345.92,346.95,363.29,357.12,349.25,346.28,343.44,347.37,342.16,325.89,308.28,280.04,327.64,338.21,351.63,352.47,351.95,356.04,353.50,357.02,348.65,353.13,352.24,338.72,341.98,335.29,342.68,352.01,340.11,326.39,333.41,337.95,332.61,337.62,329.81,312.72,295.59,299.48,312.45,319.05,347.54,335.83,345.23,332.67,341.60,335.25,332.52,319.11,288.70,314.77,349.44,357.40,352.92,357.25,358.59,356.13,354.54,343.58,357.37,348.50,356.72,354.98,351.43,367.92,361.05,358.61,353.49,350.06,354.92,351.16,355.14,346.43,345.72,347.92,348.95,351.80,348.66,365.73,362.48,362.70,362.25,365.77,364.88,349.02
2005-04-12 22:01:42.862000,L5,363.75,343.81,365.00,373.04,385.14,386.16,389.29,379.40,375.91,378.50,382.21,379.66,368.59,344.26,334.04,352.96,358.05,366.44,371.57,368.09,366.26,366.67,372.26,361.83,359.19,364.48,356.79,364.51,359.31,367.06,366.18,354.27,355.09,354.84,351.83,348.49,352.75,350.47,348.88,345.07,346.27,343.52,353.39,361.26,364.32,364.68,355.96,369.96,370.45,378.91,360.96,363.98,362.12,387.82,384.36,394.72,386.31,381.21,384.39,396.96,387.85,390.09,386.45,401.06,405.71,395.12,386.64,390.71,397.26,385.27,390.08,379.19,383.48,390.26,387.95,379.75,374.71,375.70,373.88,379.47,386.29,395.72,401.83,379.21,393.97,392.63,376.39
2005-04-19 22:07:31.266000,L5,,,,,,,,,,,,,,,,358.53,359.95,366.00,365.79,370.13,361.38,361.57,304.27,,,,,,,,,,,,,,,,,,,,,,,,,361.84,363.19,353.14,345.47,322.78,343.67,365.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19 22:02:44.739000,L5,313.58,292.01,310.26,342.13,347.51,361.74,359.32,349.07,342.28,346.88,352.10,343.69,323.91,308.80,282.10,324.21,333.21,349.00,353.55,349.54,349.84,348.75,353.98,350.09,350.51,353.78,341.17,344.24,341.90,345.07,358.96,337.05,324.97,325.67,340.14,330.85,340.08,329.00,327.08,310.25,313.57,315.32,338.34,352.96,342.72,350.03,342.85,338.64,332.42,327.87,319.03,289.24,300.61,351.18,359.76,362.79,362.31,367.53,362.52,359.21,357.74,366.71,360.84,356.41,361.64,360.54,366.58,361.12,357.59,356.47,358.27,363.93,355.01,362.17,357.54,360.34,357.06,355.99,366.80,358.53,368.04,366.36,364.82,364.87,364.01,366.09,347.83
2005-10-05 22:02:41.026000,L5,395.60,397.52,389.57,394.45,381.41,391.04,386.03,377.52,375.69,382.62,377.13,366.70,365.94,370.08,365.80,369.13,372.01,381.05,375.49,369.30,361.53,361.59,365.10,357.95,357.77,362.11,356.93,366.04,361.36,370.56,379.86,358.82,361.81,362.63,355.52,342.98,350.05,346.37,335.71,332.39,340.29,350.02,366.88,386.62,387.99,393.69,367.62,379.62,381.48,385.84,365.92,362.55,360.28,385.71,383.54,392.91,387.46,395.19,392.98,400.39,409.35,408.28,395.54,394.16,396.55,411.66,412.83,414.03,396.08,394.60,380.38,394.93,400.53,398.54,404.08,408.97,412.87,411.56,394.95,387.05,386.72,404.04,389.29,389.37,402.15,393.72,385.89
