dates,satname,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0021,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045
2000-08-07 21:44:45.034000,L7,,329.75,342.76,337.84,340.88,351.51,339.72,368.48,363.58,368.47,365.53,357.70,360.14,357.72,343.64,260.50,336.17,352.90,347.93,384.69,371.99,355.24,355.03,348.93,337.38,348.14,337.29,345.74,350.53,354.07,342.92,358.50,346.60,347.38,352.09,344.84,319.65,323.65,323.89,333.48,344.39,355.02,247.50,316.59,340.38,185.47
2000-08-07 21:45:08.975000,L7,280.07,341.91,352.91,346.95,347.97,362.49,364.83,374.13,372.98,371.87,376.17,366.70,364.86,367.39,351.67,289.33,351.42,360.29,366.57,394.75,378.12,386.71,392.45,358.36,352.03,355.07,343.73,350.38,358.48,358.34,347.66,368.18,351.58,352.21,364.46,374.12,323.12,327.99,325.86,339.31,346.35,359.13,352.64,356.53,306.34,268.98
2000-10-26 21:44:22.850000,L7,,,,,,,,,,,,,,,355.29,321.61,239.83,314.90,334.73,215.84,,239.66,194.55,302.49,309.53,336.08,328.47,301.26,308.77,348.27,337.05,336.87,277.66,194.46,332.65,325.07,311.18,311.20,317.60,313.84,311.96,333.11,346.11,237.43,267.80,289.90
2000-11-27 21:44:26.720000,L7,,324.49,319.50,319.37,375.82,373.94,211.42,260.22,388.19,385.66,342.06,350.36,335.14,341.25,375.79,341.68,332.80,343.63,345.90,366.55,366.45,350.35,349.51,326.42,318.81,339.40,333.53,338.17,349.00,350.16,346.60,349.94,337.82,336.19,308.51,330.46,316.76,313.67,326.45,314.32,330.40,340.58,351.60,342.55,328.04,371.63
2001-01-14 21:44:09.210000,L7,357.96,317.22,312.24,251.65,309.23,,294.22,319.94,307.87,312.09,315.97,300.78,213.78,,,310.49,208.21,290.31,256.01,,,183.25,185.59,226.72,289.18,236.50,263.14,294.92,307.35,337.27,283.17,312.81,322.77,317.72,322.95,311.37,309.62,197.81,188.26,247.66,253.85,310.61,195.86,196.00,,193.20
2001-01-14 21:44:33.150000,L7,,,,,,,,,,,,,,321.45,191.21,318.19,242.62,301.73,296.87,296.61,224.56,228.25,204.75,304.36,302.70,243.33,328.44,345.53,310.05,349.79,339.35,328.34,325.96,333.51,330.86,326.17,315.29,306.22,311.20,246.72,263.74,314.95,195.44,305.39,265.04,197.97
2001-04-04 21:43:43.008000,L7,,313.81,328.69,311.90,322.81,322.51,322.77,337.37,324.83,335.36,341.33,340.82,315.04,218.32,,,186.22,334.24,297.97,232.39,265.74,256.86,334.01,323.52,304.76,289.09,324.21,329.14,314.48,328.07,311.14,321.14,330.45,326.92,330.94,324.98,315.55,310.28,315.24,191.37,326.24,340.32,344.36,188.75,333.12,
2001-04-04 21:44:06.948000,L7,,,321.78,206.64,221.41,267.66,314.76,314.27,313.15,302.61,312.87,308.55,226.89,,,,,,,,259.60,238.26,166.13,298.13,287.74,,,,,258.79,295.88,310.84,322.78,314.80,320.93,317.82,310.82,304.97,309.43,,,311.52,200.63,182.42,263.65,
2001-04-20 21:43:46.702000,L7,,314.43,321.13,309.92,314.77,327.77,318.27,317.69,324.85,329.67,341.45,348.28,338.35,217.53,,,327.12,344.88,281.24,362.77,343.84,337.34,339.11,327.86,314.53,336.79,331.46,332.10,318.52,336.25,308.90,324.25,335.85,334.96,338.28,330.26,315.02,319.95,319.98,190.55,229.95,241.90,196.61,185.72,338.91,
2001-04-20 21:44:10.657000,L7,,,,,,,,,327.40,337.28,341.74,349.19,342.74,317.27,,236.22,331.07,347.14,287.09,250.45,346.69,345.06,343.02,331.87,320.36,340.22,336.18,336.46,319.04,340.64,323.98,325.21,276.01,230.03,283.30,332.56,323.33,321.31,321.34,190.24,231.39,,,313.74,342.67,
2001-05-22 21:43:30.869000,L7,291.03,357.40,363.13,358.43,366.72,373.10,379.23,388.35,387.53,400.95,413.07,413.47,421.64,424.28,375.66,331.49,404.44,402.02,417.02,422.04,407.32,403.08,396.51,427.19,404.58,378.19,372.83,365.50,373.97,369.47,361.64,366.21,410.97,382.67,357.18,361.65,373.10,361.40,378.56,352.80,396.06,397.71,418.89,406.47,395.09,391.29
2001-05-22 21:43:54.652000,L7,,,,,327.23,353.51,335.90,323.00,341.34,351.45,354.08,350.84,322.01,339.72,353.66,,346.93,350.36,299.92,358.25,369.56,355.50,350.04,339.02,331.63,348.48,339.94,349.17,352.77,349.42,329.93,322.10,344.36,333.02,335.02,334.30,327.28,327.58,326.56,331.73,338.14,352.26,347.58,330.32,345.52,315.39
2001-07-25 21:42:54.824000,L7,,,,319.02,330.62,337.97,340.53,353.41,354.69,364.96,366.69,371.07,361.59,365.89,352.84,289.64,348.00,353.37,344.98,389.70,376.51,363.85,355.50,343.84,343.55,345.46,343.37,344.20,353.35,351.46,350.94,354.68,342.25,349.17,344.33,344.36,328.80,341.32,331.69,325.71,346.25,363.42,357.96,335.11,344.32,266.47
2001-07-25 21:43:18.753000,L7,,,,,,,337.46,352.69,354.11,365.11,363.48,361.52,359.18,364.92,348.57,279.14,344.72,351.23,298.41,386.74,371.52,353.81,352.61,336.95,341.45,343.21,340.09,341.23,349.45,347.70,344.79,350.48,338.48,346.29,340.46,340.65,325.99,339.81,330.12,325.79,342.79,360.25,355.68,237.03,340.41,184.74
2001-08-10 21:42:36.562000,L7,,344.43,350.04,344.42,347.52,350.67,353.84,364.87,372.95,379.49,378.84,375.74,364.33,373.96,362.70,325.68,351.28,363.26,378.99,392.87,387.27,385.84,377.17,364.57,362.10,356.24,348.08,353.06,360.57,361.66,360.31,357.87,354.72,359.63,358.21,340.66,330.59,332.61,333.31,325.52,342.40,349.57,354.18,252.33,341.32,
2001-08-10 21:43:00.495000,L7,,329.29,339.67,336.36,191.70,215.83,236.43,361.30,371.94,373.97,377.22,372.33,362.58,371.72,360.58,324.04,349.79,361.80,378.76,392.54,388.11,385.69,377.29,364.70,364.31,519.57,503.84,506.56,503.65,362.10,361.53,358.64,355.92,359.80,359.26,341.94,331.47,333.24,333.66,325.86,342.62,350.31,353.46,252.22,312.10,
2001-08-26 21:42:25.671000,L7,366.60,388.07,386.91,371.06,382.49,381.63,378.35,380.23,398.27,486.12,491.15,526.09,519.28,472.22,481.48,496.91,499.66,153.91,524.57,494.28,487.20,403.14,401.72,459.61,422.87,431.04,439.63,379.03,375.17,354.64,357.03,341.76,364.65,362.96,410.88,382.23,404.88,421.74,372.54,417.09,440.72,392.59,357.16,355.40,389.86,423.51
2001-09-11 21:42:14.303000,L7,,,,,,,,281.07,295.05,310.64,,,,,,,,,,,,,,,,,,,,,,,,317.33,314.26,312.85,203.65,,,,310.91,305.94,,,,
2001-09-11 21:42:38.257000,L7,,,,,,,,284.55,170.68,317.16,,,,,,,251.59,282.04,,,,,,,,,,,,,,,,276.85,316.94,296.74,312.24,279.67,233.15,190.08,325.95,308.97,182.04,,,
2001-09-27 21:42:05.338000,L7,399.87,377.80,376.74,370.84,375.98,380.80,386.55,399.78,399.19,409.44,414.44,415.99,428.28,426.38,418.10,417.60,418.30,419.32,353.12,371.57,372.60,353.63,353.54,338.18,324.99,348.28,424.03,425.28,415.19,408.53,346.21,343.75,337.42,337.88,338.63,331.69,323.73,314.97,322.87,315.63,332.02,340.47,419.33,412.37,404.12,397.65
2001-09-27 21:42:29.269000,L7,,,,,,,,,,,,,,,,356.03,339.50,344.15,351.82,367.93,370.87,352.00,351.96,337.73,322.44,347.36,329.90,336.32,365.70,348.77,344.94,341.58,335.16,421.24,414.22,407.99,322.41,313.80,321.68,269.79,330.38,339.21,350.67,335.75,333.85,282.38
2001-10-13 21:41:51.963000,L7,372.05,351.91,355.99,347.74,325.79,326.23,329.12,341.99,339.23,350.29,344.60,352.85,331.99,336.08,366.22,334.59,332.50,347.43,340.37,374.27,367.34,351.69,351.18,336.30,332.49,340.43,331.44,344.42,352.28,350.15,211.93,230.56,278.85,220.91,337.39,332.87,315.71,314.77,319.69,303.38,329.91,342.55,350.39,247.24,332.50,246.50
2001-10-13 21:42:15.922000,L7,,,,,,,,341.23,338.43,349.91,268.69,256.06,152.77,329.19,323.86,332.30,330.80,346.85,340.42,368.45,367.13,350.52,350.31,334.87,330.53,339.53,329.64,343.68,351.86,350.00,212.24,229.02,278.78,225.72,335.89,330.93,297.81,288.47,217.76,295.30,329.29,341.79,347.60,338.73,331.63,243.87
2001-10-29 21:41:57.341000,L7,367.57,323.04,316.76,318.90,319.97,320.53,205.54,235.02,335.67,352.42,270.21,266.57,318.26,337.00,375.35,341.16,331.08,253.28,335.73,366.24,365.11,350.60,349.05,329.23,324.24,336.24,330.84,343.73,351.23,351.78,354.43,341.09,282.25,252.62,339.15,331.43,313.13,311.54,318.32,275.12,328.46,339.84,347.31,321.98,327.78,291.63
2001-10-29 21:42:21.289000,L7,,,,,,,,,,,,,,,,,,349.29,352.09,376.65,369.99,359.47,358.20,340.58,419.68,343.28,340.28,348.24,359.26,358.53,358.08,347.36,340.78,347.14,347.78,339.43,320.42,318.19,323.55,315.00,342.04,345.24,351.74,355.73,334.27,378.81
2002-01-17 21:42:52.816000,L7,,,,,,,,,,,,,,317.57,368.71,312.54,236.07,331.91,332.99,346.54,294.60,283.85,297.92,321.65,309.94,316.39,259.41,318.59,302.65,332.91,313.77,325.37,323.63,325.19,322.20,317.96,309.24,305.87,313.58,212.33,280.98,294.33,196.58,207.36,310.33,285.21
2002-02-18 21:42:30.251000,L7,342.95,260.14,311.83,307.93,307.97,233.21,267.39,284.10,306.98,310.59,308.76,299.22,,,,,,173.19,280.53,268.12,245.50,232.70,190.15,285.81,303.13,,312.64,259.42,178.43,301.17,279.16,303.39,,321.72,318.01,314.61,308.19,,240.55,191.66,225.82,241.01,191.35,186.13,327.09,188.72
2002-02-18 21:42:54.191000,L7,,,,,,,,337.05,328.09,372.35,343.41,349.98,333.38,334.95,396.91,323.30,332.26,344.37,345.01,361.82,367.08,343.42,348.95,329.89,319.10,343.14,327.30,344.13,312.03,340.87,343.42,334.83,327.32,337.32,334.06,327.20,315.56,309.05,317.24,275.28,293.21,301.99,236.83,336.64,335.37,336.51
2002-04-07 21:42:28.931000,L7,357.31,373.82,374.11,369.37,365.02,370.91,313.30,325.37,317.51,336.97,331.54,347.46,336.29,335.14,350.21,326.50,279.77,349.96,351.45,359.23,369.71,353.58,351.01,334.43,328.64,332.96,328.29,341.50,317.15,336.75,321.11,330.22,325.66,337.56,334.42,323.51,318.50,312.83,322.56,332.85,333.62,338.19,354.32,322.63,338.26,331.19
2002-04-07 21:42:52.870000,L7,354.74,372.81,373.02,367.58,339.96,368.64,311.96,324.16,312.63,335.20,330.80,343.38,317.74,334.48,348.75,326.43,275.70,348.85,349.92,354.91,368.35,351.00,350.09,330.59,327.55,317.56,326.77,339.58,316.19,333.40,320.03,325.48,324.48,335.53,332.37,319.82,316.13,311.92,318.98,311.56,332.29,335.48,352.44,319.87,337.09,295.63
2002-08-29 21:41:39.340000,L7,,,,,,325.82,320.58,320.09,326.51,335.34,269.74,244.64,334.59,309.95,,,247.05,297.37,225.27,223.52,334.01,321.54,332.89,322.04,311.58,278.42,320.86,320.00,313.50,333.25,309.64,314.90,322.37,321.81,324.77,320.60,313.40,314.94,319.64,219.00,266.81,259.14,348.76,251.48,320.76,268.73
2002-09-14 21:41:31.043000,L7,,352.69,346.48,339.91,341.55,350.28,363.03,373.85,373.73,372.67,350.64,362.42,349.29,336.96,330.97,321.28,332.79,354.56,346.49,390.68,377.74,355.66,357.17,335.29,342.82,342.37,327.43,330.57,322.96,337.14,336.04,335.57,330.01,342.75,341.18,336.52,318.88,340.09,326.50,335.29,349.91,359.15,305.77,244.47,334.94,283.18
2002-09-14 21:41:55.072000,L7,,,,,,,,,437.11,432.65,389.11,395.61,346.66,410.58,397.30,312.95,333.76,350.91,394.84,390.67,385.00,350.39,353.83,327.16,339.45,343.43,383.47,374.86,377.01,378.52,375.20,378.83,371.56,343.31,394.09,340.25,374.46,378.26,373.27,376.75,388.95,358.49,342.05,335.56,329.30,284.82
2002-09-30 21:41:47.719000,L7,,,,,,,,,348.83,355.53,251.06,266.78,333.79,329.57,328.96,329.60,320.05,352.14,360.82,371.35,364.40,346.55,354.47,339.01,336.44,293.72,213.22,318.04,313.95,336.68,330.16,338.15,337.17,340.81,345.21,331.09,316.12,336.21,320.97,318.86,330.83,340.74,346.28,350.20,342.21,336.39
2002-11-01 21:41:30.201000,L7,375.91,359.01,358.46,356.68,345.82,355.55,360.40,366.90,361.75,372.72,358.44,371.65,334.68,331.75,342.90,332.09,335.80,351.71,354.57,366.76,367.64,348.39,354.31,335.99,330.39,283.69,312.04,334.21,311.50,336.00,329.59,340.05,331.63,337.81,346.27,348.42,347.70,345.32,325.22,334.29,340.90,339.38,351.42,344.05,328.46,309.64
2002-11-01 21:41:54.382000,L7,,,,,,,,,,,,,,,,,,352.45,354.06,365.13,366.71,347.02,355.36,335.12,328.10,335.10,310.72,332.95,311.05,335.03,328.50,339.01,328.93,337.06,345.06,348.33,346.76,344.39,324.59,336.26,338.98,337.82,350.50,341.07,328.61,308.87
2003-01-20 21:42:09.421000,L7,384.10,348.94,316.68,315.99,317.29,312.20,310.58,320.55,317.03,321.10,330.11,341.02,309.84,319.60,309.77,338.72,327.76,336.87,334.73,345.40,351.05,336.40,346.16,324.94,314.67,239.05,206.20,311.53,313.80,323.05,321.31,331.74,324.63,333.22,245.54,291.58,311.31,309.46,318.07,265.08,273.47,336.98,342.82,340.09,332.39,318.99
2003-01-20 21:42:33.373000,L7,,,,,314.94,311.97,311.91,321.22,314.63,327.08,330.18,340.65,315.36,319.45,314.25,351.70,326.76,335.03,337.01,348.25,353.51,336.87,344.76,324.61,313.57,237.97,205.20,309.57,311.32,322.88,316.29,329.47,324.63,331.76,331.01,317.42,310.91,308.53,315.96,270.59,274.97,335.13,341.30,339.17,332.64,357.87
2003-02-05 21:42:41.878000,L7,377.54,326.95,322.13,317.96,322.08,318.79,321.08,323.23,317.17,322.13,234.08,267.02,232.55,320.04,311.01,330.48,304.03,326.02,309.19,338.17,337.03,318.91,309.34,332.14,313.81,235.96,222.50,310.45,155.46,247.64,208.41,330.43,322.19,327.39,332.39,319.26,244.44,280.69,210.98,273.17,293.87,338.76,341.91,337.78,332.21,298.64
2003-02-21 21:42:20.469000,L7,396.15,357.76,360.63,356.68,333.89,365.06,307.03,310.82,307.08,319.14,316.02,339.32,305.78,324.35,348.58,323.52,326.62,333.19,339.17,333.97,387.49,343.29,347.56,428.98,375.50,327.88,264.16,317.35,311.37,323.83,317.83,330.35,326.01,334.77,334.67,317.32,312.55,309.43,319.86,286.23,329.08,328.98,345.33,329.20,278.62,215.61
2003-02-21 21:42:44.547000,L7,404.12,357.78,360.53,357.08,358.88,345.55,306.41,310.36,306.96,318.93,313.79,339.50,305.40,323.54,350.71,323.83,326.68,333.11,338.76,334.19,387.09,342.52,347.64,326.20,354.10,339.05,325.72,317.09,310.42,322.69,316.66,326.77,325.65,333.46,334.00,315.30,311.79,308.68,318.56,284.01,327.93,327.25,343.96,327.74,276.95,294.34
2003-04-26 21:42:25.606000,L7,,,,243.74,298.10,246.19,185.80,280.26,203.50,236.40,334.19,321.80,226.70,,,,,,,340.35,302.84,277.00,324.19,319.48,262.34,191.24,298.31,301.59,,307.93,266.26,291.94,276.87,279.61,326.43,312.99,310.18,312.59,302.00,308.33,324.46,328.06,336.71,296.19,312.59,311.68
2003-05-12 21:42:48.091000,L7,,,,,,,,,,311.54,300.51,296.60,,,,,,,,333.65,257.35,266.12,272.55,302.34,172.09,,,,,277.21,240.40,288.64,291.49,242.40,321.42,315.98,309.72,306.93,259.96,199.52,298.65,322.85,189.89,248.34,256.09,256.04
2003-05-28 21:42:22.600000,L7,,,,,,284.70,313.18,311.39,316.81,338.00,333.26,316.37,300.47,221.02,,,330.71,345.46,330.35,359.74,346.30,340.06,345.69,336.08,327.78,311.76,308.07,312.65,311.77,329.54,285.82,305.75,321.32,309.85,334.64,329.46,318.38,213.16,320.96,316.73,331.52,330.24,347.07,308.30,256.02,270.37
2003-05-28 21:42:46.560000,L7,,,,,,225.97,262.18,300.30,215.86,243.99,263.82,310.26,222.22,,,,320.82,342.26,,346.06,190.14,334.80,336.58,332.07,255.14,306.53,291.24,308.08,306.04,321.99,276.43,192.56,308.07,304.54,330.35,325.43,313.33,305.16,,,,,,,,255.88
2003-07-23 21:30:14.355000,L5,,,,,,,,,,,,,,,342.75,292.43,338.40,356.98,356.65,382.86,382.78,371.87,356.38,348.00,329.89,325.20,324.83,331.04,331.74,344.91,331.42,318.25,325.61,297.31,336.18,319.76,260.81,288.12,280.19,311.27,312.57,334.37,344.01,349.48,331.60,330.52
2003-07-23 21:30:38.185000,L5,,,,,,,,,,,,357.73,371.12,370.78,371.81,331.65,361.86,373.98,380.54,400.97,401.59,391.04,377.30,365.84,348.11,339.66,338.23,346.08,348.77,363.14,352.10,346.34,352.83,325.31,354.64,337.89,332.02,336.62,342.17,338.28,346.35,357.87,369.73,363.96,356.59,353.92
2003-09-25 21:31:19.142000,L5,407.25,389.53,381.75,382.84,379.90,380.11,390.78,405.54,396.02,412.25,403.40,409.55,414.92,403.05,394.33,367.22,393.85,400.79,401.87,414.42,418.74,403.40,412.83,394.36,382.63,382.63,355.41,373.70,402.73,400.07,375.81,388.47,395.82,404.78,406.87,402.56,398.28,387.97,370.55,373.24,377.16,387.14,388.84,385.39,380.15,377.45
2003-09-25 21:31:42.973000,L5,,,,,,,,,,,,,,,,,,,,,,402.77,412.42,393.41,382.14,381.59,355.00,373.33,404.86,399.55,375.10,388.45,394.30,403.50,405.11,400.97,398.75,387.72,370.02,370.61,380.17,388.01,388.52,384.52,379.40,377.12
2003-11-28 21:32:10.197000,L5,412.18,400.77,398.06,395.73,398.31,398.08,409.22,414.19,407.45,418.26,415.96,420.99,430.45,441.89,427.03,452.07,424.13,432.83,435.86,429.85,430.80,404.74,440.22,417.37,419.97,411.11,429.68,437.90,430.60,442.88,433.11,449.26,427.48,436.55,412.40,396.64,403.20,409.40,406.94,404.39,412.80,433.24,438.31,428.55,409.54,413.97
2003-11-28 21:32:34.027000,L5,,,,,,,,,,,,,,,,,424.97,433.87,438.97,431.28,433.02,405.97,439.74,419.71,421.16,413.90,429.03,442.27,431.95,445.46,435.15,454.46,429.19,438.44,415.59,397.73,401.94,412.92,410.03,406.09,412.96,436.67,442.17,432.16,408.88,414.45
2003-12-30 21:32:24.694000,L5,412.81,395.80,388.74,388.55,395.85,396.03,421.69,429.45,430.69,426.53,434.72,444.24,455.32,440.09,432.51,421.62,418.63,445.04,431.01,435.82,442.56,460.36,439.86,436.29,431.57,454.28,425.91,420.67,466.91,445.32,406.21,413.56,432.86,439.19,434.53,416.82,430.78,423.79,421.58,412.86,411.89,411.13,422.39,413.15,407.16,401.26
2003-12-30 21:32:48.382000,L5,,,,,,,,,361.64,384.36,382.30,382.38,376.75,356.09,355.54,326.43,343.25,354.85,354.39,380.34,387.93,378.08,376.81,364.15,350.14,340.19,329.66,337.66,342.91,350.26,341.60,342.14,362.54,349.37,363.95,346.82,346.14,345.93,338.80,342.12,346.25,354.05,362.01,362.23,355.88,357.29
2004-02-16 21:33:00.436000,L5,,,,,,,,,,,,,,,,,,,,,,,346.53,334.91,320.14,320.23,306.15,308.15,234.70,263.12,253.82,301.35,200.42,263.09,341.06,329.12,324.85,321.48,324.55,331.80,322.19,275.69,290.24,270.92,280.85,266.08
2004-04-04 21:33:01.582000,L5,,325.14,321.73,321.02,,214.85,178.62,308.01,282.70,287.16,287.83,302.33,,,,,217.29,228.52,239.49,271.56,232.74,189.18,177.75,307.32,305.76,308.94,301.20,309.87,318.93,322.31,311.16,312.53,327.81,305.40,317.38,299.86,300.21,301.76,305.62,314.85,306.64,330.62,340.35,331.20,324.81,305.87
2004-05-06 21:33:58.336000,L5,383.98,364.91,368.96,363.60,367.96,375.50,375.50,388.12,382.13,391.57,384.40,388.21,385.50,384.63,379.93,337.40,381.63,385.59,396.25,409.49,399.58,388.90,385.19,381.17,355.65,353.98,349.59,368.38,366.41,376.05,370.31,373.76,374.50,372.37,377.31,362.00,364.87,355.19,357.87,361.85,363.72,371.61,385.88,382.81,375.73,374.17
2004-05-06 21:34:22.023000,L5,,,,,,,,,,,,388.01,385.92,381.48,380.21,335.87,380.90,386.92,394.11,409.80,400.00,386.80,384.98,381.75,356.56,354.33,348.96,368.35,366.77,376.41,369.29,373.33,374.06,371.28,375.33,362.11,364.63,353.57,357.84,361.80,363.78,371.25,385.06,382.46,375.69,374.46
2004-06-07 21:34:54.755000,L5,206.68,,243.00,322.81,300.57,285.24,324.23,326.11,295.12,333.05,344.94,253.29,225.76,206.37,,,310.58,324.22,,344.52,297.50,258.59,325.88,321.39,297.15,319.21,312.32,313.44,319.76,323.03,296.23,305.98,327.64,313.14,328.56,316.56,317.24,309.67,319.58,320.52,322.34,336.70,348.19,339.92,341.29,339.83
2004-06-07 21:35:18.585000,L5,,,,,,,,,,386.03,389.23,387.57,382.69,387.23,376.54,339.43,376.27,384.93,389.62,400.86,401.01,396.56,384.32,376.53,359.16,360.86,359.21,356.99,368.88,372.65,365.03,372.13,380.13,373.80,381.91,361.93,361.70,357.95,360.55,362.73,371.04,374.94,393.58,391.32,381.07,377.91
2004-06-23 21:35:22.995000,L5,430.29,403.56,389.77,398.70,395.64,419.51,409.36,438.06,438.23,426.54,431.14,438.32,461.49,462.38,455.06,438.99,430.53,436.56,447.27,453.42,432.45,432.43,467.89,439.47,441.11,454.67,447.56,451.30,480.33,447.14,439.39,423.99,425.18,429.88,459.85,437.65,467.06,429.30,425.17,416.01,419.10,432.44,444.33,448.41,417.12,399.91
2004-06-23 21:35:46.683000,L5,,,,,395.98,418.18,407.68,438.04,435.65,428.34,432.40,437.48,461.49,462.38,452.44,442.57,431.27,436.56,444.80,452.63,432.45,429.92,470.82,439.22,439.10,454.35,445.68,448.83,468.42,444.59,437.23,425.62,427.21,429.23,458.35,437.42,466.47,429.93,424.95,416.34,419.06,432.00,445.28,435.62,418.27,400.54
