dates,satname,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159
2000-05-31 22:09:54.735000,L7,,,,,,,,,,,,,,,,,,,,426.26,432.78,436.69,428.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.23,406.32,398.81,419.75,475.17,,341.22,387.16,394.27,,,,,,,,,,,,,,,334.24,325.99,329.79,,,510.17,531.14,,,,,,,,,,,,,,,,,,,,,,,264.47,276.74,271.34,285.47,,,,,,,,,,,,405.34,475.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-11 22:03:17.779000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.10,209.16,194.63,213.23,224.97,,,,,,,,,,,,,,,,,,282.91,286.63,240.04,301.60,299.91,297.74,,,,,,,,,,241.42,335.36,287.39,236.59,,,,,,,,,,,290.87,260.12,305.67,213.00,380.65,369.99,303.29,186.05,197.59,201.51,209.55,213.56,213.68,213.89,226.09,215.42,386.52,377.59,424.24,420.59,413.76,,,303.58,340.07,347.30,377.48,401.70,293.76,257.75,363.72,215.99,216.53,215.85,354.71,348.47,342.95,326.84,306.12,377.33,375.87,380.32,392.39,415.62,454.52,530.39,538.68,,,
2000-10-15 22:01:56.204000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.00,336.39,,,,,,,,,,,,,,,,,,,,,,,174.71,204.87,185.97,212.62,211.36,210.42,197.86,,,,394.54,419.94,237.29,263.84,267.00,254.55,245.20,261.19,295.26,295.31,309.10,308.02,308.80,298.23,307.73,328.83,330.82,372.96,384.52,391.56,424.38,377.86,368.67,434.09,499.65,543.21
2000-11-23 22:08:18.410000,L7,351.88,339.45,431.22,453.32,328.93,431.72,398.93,496.12,462.71,270.84,333.36,272.08,297.25,474.37,503.78,435.31,440.57,386.91,415.36,416.55,446.63,332.55,313.81,421.04,390.71,405.32,385.71,392.68,440.74,488.90,450.86,482.76,401.58,424.61,434.47,320.07,320.14,323.09,329.21,351.11,360.26,461.14,461.02,477.54,296.18,435.75,459.98,502.73,500.77,494.08,481.28,468.28,341.93,468.42,424.93,330.01,379.39,386.90,357.61,354.90,358.80,407.42,384.57,382.49,382.59,397.97,396.78,347.67,367.47,377.99,420.48,417.45,407.08,442.63,447.70,505.23,530.14,298.84,191.17,448.98,404.81,407.24,419.31,527.36,533.75,539.76,548.59,390.62,308.87,474.04,370.05,382.28,386.04,462.19,405.89,391.32,404.21,379.53,401.52,442.30,426.25,506.11,471.11,354.51,347.23,341.99,391.80,381.50,470.37,502.58,209.00,254.34,257.43,206.94,513.86,489.86,528.14,236.58,283.70,263.88,268.51,278.71,240.90,274.86,261.96,240.50,217.60,252.74,550.54,514.33,485.20,488.09,420.12,414.68,426.89,399.17,342.37,439.75,433.01,427.86,477.78,436.13,302.36,358.33,480.34,516.95,363.00,314.99,318.94,344.38,385.44,348.23,461.91,532.66,318.13,503.22,528.24,551.48,459.77,354.77
2001-03-24 22:01:59.719000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.68,359.40,,,,,,,,,,,,,,,,,456.56,527.54,340.95,,,,,,,,,,,177.17,232.12,227.89,209.84,354.80,498.86,546.75,391.57,,,216.86,216.59,480.25,509.80,384.06,340.60,,,,,529.14,357.52,343.09,332.74,381.63,483.54,467.58,525.06,363.12,353.06,379.92,309.60,323.96,429.67,456.17,504.60,224.26,311.58,303.88,310.84,,,222.06,201.57,304.84,269.46,179.59,342.54,217.51,359.64,357.85,344.07,358.98,367.65,326.31,254.30,312.29,323.49,304.48,314.70,388.70,447.85,469.13,482.44,504.39,520.06,508.37,476.46,538.89,,493.40,458.94,502.76,482.52,415.25,434.95,417.05,418.74,418.87,328.51,351.22,348.29,353.16,491.30,509.49,528.07,493.63,445.73,426.34,489.68,447.20,528.23,,468.14,310.19,372.84,510.89,526.49,530.86,538.76
2001-06-03 22:07:40.672000,L7,346.42,339.60,492.12,436.95,462.16,424.61,444.80,264.73,238.09,387.60,372.14,376.60,369.63,358.89,376.29,415.02,377.83,355.86,341.58,382.33,357.17,373.12,351.86,314.09,343.19,335.32,363.47,383.22,391.89,389.77,223.72,219.55,213.09,239.23,411.70,412.94,461.44,411.65,252.66,197.30,242.33,235.61,257.18,431.44,409.47,402.26,395.32,361.97,379.72,392.43,371.49,362.20,370.55,361.67,380.13,226.03,220.63,225.07,231.89,358.14,,,,349.99,350.36,347.98,182.83,199.36,195.20,212.07,206.74,216.29,373.87,297.77,278.86,293.17,322.38,308.74,316.66,321.28,319.24,310.89,309.52,302.01,304.32,310.81,284.63,267.49,281.65,288.83,293.80,504.18,285.08,302.88,485.39,508.36,499.27,455.42,418.87,304.33,515.49,525.86,521.43,,,,,,,,,,,,211.75,241.23,259.96,265.91,223.10,231.97,235.52,230.63,466.43,,,224.92,263.93,273.91,283.90,,424.13,468.56,,,,213.64,229.69,232.56,286.21,277.78,,,,,,,,,,,,199.91,204.85,219.09,272.61,287.88,274.69,,298.63,488.86
2001-08-15 22:00:38.680000,L7,211.27,189.62,380.19,252.03,,,,327.54,,,363.64,392.56,,278.12,311.26,267.92,199.46,211.28,452.70,443.21,404.37,425.04,440.75,397.86,406.78,370.95,335.25,337.55,406.85,246.84,256.44,291.13,515.53,467.31,184.58,192.33,190.65,243.88,208.74,290.63,264.79,259.10,236.76,239.51,249.68,258.33,281.08,280.23,281.78,283.31,288.94,291.67,288.26,309.87,420.68,382.48,310.15,319.27,292.74,376.72,360.03,381.40,380.52,407.56,355.22,314.28,340.59,327.74,341.55,319.98,343.41,346.88,337.98,318.26,363.70,373.57,372.67,372.61,385.42,345.51,393.90,367.55,340.53,357.65,406.31,237.41,240.60,252.68,269.70,285.36,274.03,277.31,232.67,270.72,248.77,262.72,211.31,329.59,298.39,314.63,413.71,396.33,387.98,401.04,397.22,371.52,309.01,304.18,268.27,482.41,445.26,458.93,461.62,475.67,,308.50,331.35,495.26,440.07,486.29,500.68,,,,310.08,322.51,354.67,355.24,359.25,523.17,509.18,538.65,512.50,352.63,359.25,382.01,395.60,531.89,539.23,416.29,432.41,427.91,498.95,468.29,472.29,504.69,507.46,343.98,328.17,378.00,360.84,409.45,386.01,387.14,444.89,496.32,,,,
2001-09-23 22:06:27.174000,L7,456.00,479.97,,,,,436.64,421.13,397.86,416.07,439.54,463.38,452.79,458.53,,418.76,419.35,,397.72,401.14,398.36,,,,,,,,,418.70,413.64,429.03,439.03,433.30,,,,,468.64,450.04,489.42,,,,,,,,,,,,425.10,,,,,,,,,,326.26,341.23,212.01,,,,,,,,,,,,,,,,,,,364.88,377.01,,,,316.91,341.87,,,,,,,,,,,,,,,,,,421.20,411.23,,,,,,398.65,487.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.23,419.68,,,,
2001-10-02 22:00:04.650000,L7,,,,281.56,436.19,430.57,508.65,497.00,,,,,466.88,552.01,180.90,170.29,,,,,,,,,316.26,346.94,355.88,381.16,406.32,485.99,479.30,,,485.16,221.28,,,,,,,,,,,,,,,,,,,,,,,,,461.06,530.98,402.98,,,,,,,,,,,,,184.27,186.23,198.50,197.48,244.71,257.15,262.56,247.56,258.40,270.24,277.77,254.71,298.91,330.22,302.49,317.17,245.53,244.85,296.66,258.40,256.52,280.39,269.71,320.63,255.30,253.11,319.90,209.78,230.11,265.84,296.22,301.98,355.71,366.11,363.98,189.00,304.24,308.05,323.53,220.20,229.48,250.08,281.95,355.82,360.78,377.68,353.55,343.00,349.11,364.28,189.97,206.79,211.50,222.18,234.23,336.42,353.14,304.61,339.33,372.43,382.95,251.88,283.92,328.01,395.04,291.30,463.41,376.75,,413.07,,,244.19,330.32,369.79,,258.57,260.00,340.48,412.42,405.48,384.58,382.75,418.19,460.51,
2001-11-03 22:00:10.954000,L7,,531.20,528.38,449.97,517.54,388.27,403.73,411.76,386.91,388.98,312.48,284.90,318.85,338.64,396.83,340.24,377.11,421.89,316.67,336.72,354.61,393.35,353.72,,246.67,550.33,471.66,451.93,541.58,453.58,372.52,301.74,286.50,455.91,468.13,482.67,453.47,437.22,523.25,236.32,226.44,342.36,455.93,503.07,505.91,531.85,410.88,520.96,,489.87,318.92,280.05,220.71,,,,,428.86,481.09,484.67,510.82,340.81,272.47,490.09,,,,,,,,,,,,544.41,314.56,322.55,349.58,391.53,336.03,350.50,319.70,465.45,440.33,471.89,466.92,509.30,343.39,308.52,402.03,381.66,399.20,400.81,395.89,377.53,381.35,386.11,394.99,388.46,394.00,406.74,379.19,394.74,396.61,429.95,210.25,202.01,245.17,209.49,222.43,195.38,463.69,,477.45,469.31,456.51,432.99,464.80,465.93,465.66,181.17,200.22,193.94,191.84,212.76,214.90,223.58,239.63,300.18,306.57,301.14,301.49,283.98,369.54,335.98,357.74,324.85,363.64,328.92,378.84,362.44,343.06,313.97,323.83,328.90,324.68,316.99,458.29,459.48,468.11,387.80,390.85,408.94,464.82,485.31,518.66,527.67,513.39,
2001-12-12 22:06:38.912000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.46,425.15
2001-12-21 22:00:29.925000,L7,388.21,370.19,257.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.36,348.19,453.91,478.12,473.01,519.35,297.78,498.20,293.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.71,401.97,393.34,,182.66,181.21,178.47,197.34,202.12,217.52,227.62,511.12,473.37,235.67,238.12,242.00,231.19,,234.49,265.90,261.90,336.07,222.93,254.24,297.18,304.40,317.15,321.75,314.12,301.06,329.24,353.28,342.62,382.59,381.48,402.49,434.12,454.55,507.81,,,
2002-01-06 22:00:31.992000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.46,200.83,212.11,178.96,197.03,,,,,,,,,,,222.96,250.12,238.78,256.98,212.62,239.63,234.54,244.76,,,,279.28,260.88,267.30,266.38,293.37,290.22,286.53,287.10,275.21,277.97,282.01,284.57,263.35,,310.25,291.73,293.04,291.61,288.04,275.47,,,307.29,322.76,304.16,,328.00,333.12,308.62,352.99,343.50,341.98,313.57,348.67,358.80,534.19,412.58,425.88,455.94,478.74,481.81,425.15,435.27,448.27,435.78,464.83,411.47,421.06,424.38,398.96,406.64,420.76,358.68,196.78,192.00,211.50,219.30,231.82,243.71,241.81,249.80,252.84,246.56,247.16,240.10,200.18,252.34,279.14,274.15,365.93,243.39,299.59,310.31,309.48,322.26,319.44,317.62,306.39,333.87,350.15,360.92,385.35,389.48,409.68,437.25,452.46,557.28,,,
2002-01-22 22:00:40.906000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.51,195.00,207.88,218.02,223.69,212.26,218.46,239.62,294.82,286.34,276.87,287.66,234.04,284.44,261.94,259.05,280.82,290.73,308.28,313.72,191.45,199.19,222.77,212.75,276.10,227.67,205.44,207.80,229.02,300.43,339.87,312.05,310.79,314.75,328.69,306.59,297.94,312.89,323.59,352.48,314.32,327.60,278.25,272.27,279.59,288.92,318.96,286.45,375.84,398.95,393.06,365.99,346.73,383.45,360.33,341.77,381.73,352.25,366.20,369.21,417.05,386.30,410.97,430.96,285.36,260.75,292.26,323.68,344.73,364.46,388.75,427.61,408.81,350.11,355.51,376.61,373.94,383.01,421.57,364.85,370.24,375.47,385.79,394.06,377.44,400.94,380.74,394.14,389.87,456.25,416.41,438.76,433.82,442.24,456.73,510.77,526.21,472.55,472.94,523.60,329.86,345.19,353.67,355.18,371.43,369.53,382.07,315.51,419.02,472.10,323.71,454.35,463.46,472.75,459.63,454.28,463.46,472.50,480.36,495.08,,,,
