dates,satname,nzd0551-0000,nzd0551-0001,nzd0551-0002,nzd0551-0003,nzd0551-0004,nzd0551-0005,nzd0551-0006,nzd0551-0007,nzd0551-0008,nzd0551-0009,nzd0551-0010,nzd0551-0011,nzd0551-0012,nzd0551-0013,nzd0551-0014,nzd0551-0015,nzd0551-0021,nzd0551-0022,nzd0551-0023,nzd0551-0024,nzd0551-0025,nzd0551-0026,nzd0551-0027,nzd0551-0028,nzd0551-0029,nzd0551-0030,nzd0551-0031,nzd0551-0032,nzd0551-0033,nzd0551-0034,nzd0551-0035,nzd0551-0036,nzd0551-0037,nzd0551-0038,nzd0551-0039,nzd0551-0040,nzd0551-0041,nzd0551-0042,nzd0551-0043,nzd0551-0046,nzd0551-0047,nzd0551-0048,nzd0551-0049,nzd0551-0050,nzd0551-0051,nzd0551-0052,nzd0551-0053,nzd0551-0054,nzd0551-0055,nzd0551-0056,nzd0551-0057,nzd0551-0058,nzd0551-0059,nzd0551-0060,nzd0551-0061,nzd0551-0062,nzd0551-0063,nzd0551-0064,nzd0551-0065,nzd0551-0066,nzd0551-0067,nzd0551-0068,nzd0551-0069,nzd0551-0070,nzd0551-0071,nzd0551-0072,nzd0551-0073,nzd0551-0074,nzd0551-0075,nzd0551-0076,nzd0551-0077,nzd0551-0078,nzd0551-0079,nzd0551-0096,nzd0551-0097,nzd0551-0016,nzd0551-0017,nzd0551-0018,nzd0551-0019,nzd0551-0020,nzd0551-0044,nzd0551-0045,nzd0551-0085,nzd0551-0086,nzd0551-0087,nzd0551-0088,nzd0551-0091,nzd0551-0092,nzd0551-0093,nzd0551-0094,nzd0551-0095,nzd0551-0098,nzd0551-0099,nzd0551-0100,nzd0551-0103,nzd0551-0104,nzd0551-0080,nzd0551-0081,nzd0551-0082,nzd0551-0083,nzd0551-0089,nzd0551-0090,nzd0551-0101,nzd0551-0102,nzd0551-0084
2000-05-31 22:12:42.435000,L7,358.88,426.25,310.11,278.35,316.45,274.76,444.65,437.61,435.40,409.01,408.06,445.71,413.41,398.93,389.64,398.04,318.35,270.46,298.32,299.15,278.41,246.80,229.95,,,,158.35,163.73,241.92,210.35,280.91,222.44,222.03,196.24,,,,,164.39,247.69,205.17,257.47,317.39,303.12,292.49,408.08,393.37,339.29,409.19,438.38,362.90,208.04,184.27,170.77,194.56,461.72,474.40,482.67,488.78,463.24,475.62,503.76,470.78,467.24,502.59,473.15,509.38,442.85,432.29,304.62,319.11,340.90,350.29,367.56,269.55,369.10,376.47,343.74,324.38,322.79,254.91,255.15,,324.17,384.98,406.78,247.85,235.96,282.58,447.05,223.32,243.11,277.45,312.34,401.68,182.72,363.29,375.38,393.59,378.98,453.59,366.96,304.51,443.55,
2000-06-07 22:18:48.627000,L7,308.39,320.44,302.02,334.22,355.34,270.04,332.34,,,,,,,,,,,,,,,160.02,197.81,212.14,,,,,,,,161.49,503.97,434.46,323.29,286.21,315.09,298.59,,,,,,,,,,,,514.70,510.80,504.95,394.55,350.92,357.70,488.51,494.89,486.39,509.46,494.32,499.26,492.33,489.74,487.83,482.12,493.50,488.30,,325.98,437.81,393.63,162.01,,461.57,469.98,,,,,,,,,,,,,268.92,379.52,452.55,451.74,384.40,334.66,468.72,458.84,505.90,,,,,,,464.23,469.72,
2000-09-04 22:11:34.434000,L7,499.09,505.65,504.99,512.23,506.95,508.45,510.38,,,,,,,,,,,,,,,,506.00,514.43,510.17,516.19,509.83,511.67,497.10,497.92,499.18,492.63,499.71,492.08,499.95,492.72,471.90,470.47,469.74,498.75,526.84,,,,,,,,,,,,329.98,392.50,401.37,430.25,,,,,,,,,,,,,,,,,,,,,,,,,471.21,493.39,,,,,226.17,206.40,182.61,,,,,,,,,,,,,245.58,,,
2000-09-20 22:11:14.930000,L7,509.24,506.86,509.51,515.69,515.52,518.16,516.59,,,,,,,,,,,,,,,,,,,,515.60,509.29,504.92,505.09,505.60,495.18,501.14,494.32,504.38,486.21,471.98,474.81,470.53,491.54,503.08,506.58,517.51,521.80,,,,,,,,,346.10,407.88,420.61,432.07,,,,,,,,,,,,,,,,,,,,,,,,,470.42,496.00,,,,,224.09,205.06,181.28,,,,506.11,501.89,476.31,456.39,,,,,,242.41,498.45,485.48,
2000-09-20 22:11:38.892000,L7,510.76,509.26,510.58,515.61,515.66,518.97,519.96,,,,,,,,,,,,,,,,,,,,516.42,510.41,504.50,505.21,506.87,495.54,501.55,496.01,504.46,485.51,472.23,476.54,473.55,493.21,,,,,,,,,,,,,360.08,407.16,422.67,434.26,,,,,,,,,,,,,,,,,,,,,,,,,471.27,497.24,,,,,224.42,205.66,181.66,,,,507.90,502.75,477.87,456.70,,,,,,243.36,499.79,487.91,
2000-09-27 22:17:24.534000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.21,503.45,505.19,497.03,370.94,356.28,380.22,325.88,487.83,486.12,491.75,488.97,484.33,487.86,484.65,485.91,484.30,484.87,485.83,481.88,471.29,449.08,504.42,508.99,500.01,476.27,485.74,,,,,,,,499.12,490.21,477.17,517.91,505.67,497.11,494.26,478.33,472.64,476.01,468.21,469.20,464.45,451.62,506.57,506.50,512.63,502.13,511.85,509.33,472.09,462.03,485.45
2000-10-06 22:11:35.303000,L7,,,,,,,,,,,,,,,,,,,,,,,512.87,513.47,515.11,516.95,513.84,502.64,502.47,501.58,499.58,496.71,498.48,494.75,494.80,482.10,469.20,472.88,466.72,491.72,491.04,504.62,515.45,511.52,511.95,510.30,518.40,516.57,519.74,511.84,519.05,517.25,518.08,424.04,435.67,428.00,,335.96,323.76,291.30,200.60,342.47,363.48,516.89,453.01,413.82,513.54,479.01,446.14,483.17,496.40,365.77,499.59,379.33,323.28,,,,,,470.46,482.20,435.93,373.08,357.69,336.94,,,,260.82,409.80,,,,237.83,,326.93,,,,277.41,204.82,329.58,301.94,461.87
2000-10-29 22:17:19.582000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.66,517.88,514.31,522.21,526.16,524.31,522.16,513.10,518.46,510.45,506.92,498.77,498.69,495.16,385.60,394.23,394.09,326.06,481.01,481.31,480.90,477.48,474.06,472.68,473.79,471.86,465.49,470.16,470.56,515.32,501.23,487.28,498.71,480.25,484.13,483.67,485.16,,,,,,512.44,518.73,467.16,461.07,449.31,521.40,491.82,487.90,483.14,482.05,482.16,474.66,469.66,469.61,463.54,455.24,477.44,485.25,482.70,468.50,510.82,503.03,482.30,472.35,464.21
2001-02-11 22:11:12.788000,L7,510.02,508.97,509.30,512.23,511.76,518.25,520.82,,,,,,,,,,,,,,,,,,,,511.43,501.36,495.44,498.44,496.45,493.11,494.10,491.15,493.29,480.84,474.45,470.11,469.63,489.31,488.00,495.66,506.38,506.30,519.57,521.99,522.35,522.31,523.07,512.66,519.49,519.98,376.18,425.27,427.10,421.58,,,,,,,,,,,,,,,,,,,,,,,,,474.17,482.44,,,,312.14,189.73,206.13,184.41,,,,504.42,499.77,480.24,457.88,,,,,301.93,243.14,499.77,480.16,
2001-02-11 22:11:36.766000,L7,510.13,510.96,509.23,511.89,512.09,518.66,519.14,,,,,,,,,,,,,,521.36,506.84,512.45,515.01,514.85,516.88,512.37,499.76,493.76,497.18,496.23,492.09,492.62,490.55,491.50,477.24,471.49,467.35,468.06,483.22,487.08,510.84,,504.52,519.15,518.64,521.10,522.81,521.69,510.81,519.79,519.09,515.04,520.07,520.27,522.96,,,,,,,,,,,,,,,,,,,,,,,,,470.91,479.86,,,,316.75,225.37,208.09,155.43,,,,,,,,,328.95,315.80,350.09,303.44,300.18,,,
2001-03-06 22:17:18.578000,L7,,,,,,,,,,,,,,,,,513.05,462.74,440.26,436.21,422.55,357.94,379.39,350.27,280.09,318.62,355.30,379.29,354.45,419.94,394.27,438.24,468.74,382.32,337.89,332.64,337.24,389.24,352.09,423.15,335.50,354.87,511.75,516.14,510.63,507.08,512.57,495.44,483.20,446.24,415.52,426.56,,149.02,169.81,286.80,290.25,308.48,298.07,292.62,298.19,300.99,302.38,288.91,295.86,294.81,228.51,209.07,284.12,334.54,246.95,272.12,263.61,363.64,364.06,,,,,,337.37,372.00,193.29,234.44,246.96,292.70,338.49,370.70,364.44,363.48,360.86,352.00,285.68,220.56,393.88,384.68,208.16,198.08,231.86,211.07,346.49,348.36,215.07,395.47,198.76
2001-03-22 22:17:09.568000,L7,,,,,,,,,,,,,,356.33,326.34,368.73,516.30,458.70,471.50,445.20,429.99,383.10,171.44,162.39,249.28,320.03,353.30,286.61,227.06,199.48,244.41,321.32,372.27,354.03,347.89,372.48,332.83,335.41,,324.94,329.86,353.35,365.14,387.44,409.45,402.76,405.12,513.21,477.76,441.36,416.67,389.41,,147.37,203.34,292.50,297.68,309.25,308.72,308.06,300.56,300.36,297.71,291.14,304.90,299.06,299.99,297.15,228.97,230.07,242.84,237.10,246.28,445.29,410.23,312.31,,,,,273.71,317.88,190.20,198.20,236.97,175.08,432.57,454.96,451.74,441.77,437.31,439.83,430.79,443.74,442.27,429.36,253.65,249.00,507.23,480.04,160.35,477.39,445.16,394.33,151.81
2001-04-16 22:10:54.636000,L7,459.21,450.21,450.79,427.99,451.47,454.35,446.94,429.07,443.37,431.67,453.05,469.22,426.79,406.68,409.23,410.75,325.67,321.13,303.15,291.50,276.04,249.44,242.13,145.54,151.89,198.46,272.27,264.67,257.66,218.64,290.44,219.12,308.58,272.76,269.12,296.43,314.41,292.39,258.46,400.04,388.26,479.34,507.47,451.46,458.17,467.73,474.17,,513.15,479.14,281.44,467.83,445.58,172.02,450.46,448.85,394.06,394.39,392.89,411.48,193.15,220.10,403.05,392.99,405.47,389.66,423.57,425.31,431.44,365.02,398.71,,,,,355.85,384.64,451.36,442.66,353.44,321.85,326.68,368.64,363.83,408.39,505.46,307.17,217.26,256.58,231.80,,,497.65,483.59,293.93,450.45,486.91,341.29,146.00,392.40,377.05,310.17,488.68,407.83,
2001-07-05 22:10:09.496000,L7,400.56,297.08,349.63,180.43,449.47,494.50,455.95,437.83,462.18,353.36,240.24,153.09,419.09,412.91,414.14,380.36,170.20,272.01,281.66,262.50,271.44,246.30,275.57,236.87,,189.16,228.75,241.01,245.44,213.75,254.44,,197.17,206.94,188.45,194.24,,,,438.33,372.56,263.60,305.39,249.80,265.51,281.75,348.11,323.03,356.34,412.43,370.14,,,,,322.52,342.39,262.81,476.69,404.05,436.13,442.45,342.88,356.52,466.25,424.81,484.25,488.47,503.76,485.38,314.77,,342.25,376.21,298.59,395.98,343.79,188.33,258.90,153.10,249.52,192.75,,,,,252.11,235.46,467.23,447.89,445.60,,494.24,458.09,,,350.72,372.01,390.72,380.20,,275.56,275.50,253.59,
2001-07-05 22:10:33.463000,L7,439.97,433.67,450.03,424.54,454.28,497.65,469.99,482.91,463.43,418.18,402.45,402.91,431.05,410.52,415.80,402.09,327.33,317.91,295.63,361.16,273.85,251.29,278.20,245.32,164.74,192.44,274.07,268.37,252.15,223.50,294.49,271.40,319.36,305.24,254.99,300.93,286.76,260.45,246.92,439.81,372.89,391.58,313.44,354.17,281.88,431.18,430.44,378.62,486.12,413.43,375.45,277.50,174.04,514.85,507.21,292.43,487.11,504.11,503.84,500.35,462.42,512.36,441.95,508.77,510.53,505.45,499.09,457.93,437.88,443.30,392.71,506.54,466.93,124.76,423.49,399.86,367.92,451.09,442.27,341.06,354.17,463.46,,,,364.73,414.20,483.56,219.99,471.27,484.16,406.22,400.65,432.26,231.68,211.99,487.70,386.18,397.87,396.87,479.44,394.17,460.46,428.07,371.81
2001-11-01 22:15:17.839000,L7,437.27,242.74,376.14,490.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.75,519.00,518.55,504.96,502.49,497.22,301.57,394.32,391.18,486.85,490.40,487.85,489.27,484.73,476.81,477.43,474.85,475.68,481.82,488.74,483.37,505.90,510.63,490.38,488.91,491.36,482.93,468.37,466.26,,,,,,,,526.48,516.44,501.22,508.01,482.87,475.90,468.94,465.70,463.19,461.23,457.49,468.96,456.45,451.05,474.86,443.86,479.21,486.15,488.77,488.84,465.41,462.36,479.31
2001-11-26 22:09:21.320000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,523.22,517.75,513.35,513.16,503.66,500.09,501.49,495.70,493.56,491.44,480.35,478.01,476.15,485.24,486.31,494.54,502.67,502.79,505.60,508.40,512.48,517.09,523.15,524.19,,,,380.20,397.38,,,,,,,,,,,,,,,,,,,,,,,,,,482.57,485.65,,,,,,,,,,,505.91,502.06,472.28,453.89,,,,,,,501.59,483.20,
2001-11-26 22:09:45.291000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,521.74,516.57,511.82,510.94,502.46,498.83,499.42,494.05,491.93,523.05,518.82,516.26,506.54,500.17,504.14,509.96,520.87,523.63,503.27,506.95,512.47,515.15,518.47,522.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.90,504.21,,,,,,,,,,,,,,,,,,,,,,,
2001-12-12 22:09:26.650000,L7,,,,,,494.90,500.43,407.71,,,,,,,,,413.82,456.15,485.25,409.81,,,,,,,520.56,518.01,486.64,487.58,492.93,487.29,488.54,486.86,479.96,473.21,464.29,461.55,460.76,468.78,466.78,476.02,483.64,489.78,495.31,497.21,504.64,497.93,504.60,500.45,506.41,510.58,502.72,511.35,508.64,513.33,518.51,526.74,,,,,,,,,,,,,,,521.53,,,,,,144.10,218.83,465.95,474.52,453.34,475.68,277.41,307.88,276.82,223.00,194.34,,,,501.55,499.69,469.09,456.24,178.72,,,,303.09,296.18,496.83,479.04,398.07
2001-12-19 22:15:37.819000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.89,520.02,514.70,512.35,504.41,504.35,499.23,385.26,382.69,388.43,486.78,483.18,487.86,485.84,483.89,477.10,479.51,476.71,472.24,469.15,472.90,472.68,514.68,505.75,498.96,499.64,490.92,487.97,492.85,494.69,,,,,,,,484.50,478.54,462.96,453.21,509.29,504.93,499.05,493.44,492.85,490.68,487.40,489.47,417.08,404.73,489.84,487.79,487.35,485.82,452.58,524.57,496.80,510.39,474.58
2002-02-14 22:09:41.178000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,521.21,514.09,505.71,509.09,504.48,501.64,504.63,500.00,491.60,494.87,480.27,477.24,473.68,505.70,,517.85,503.29,504.20,509.02,512.23,516.02,518.77,523.28,,,,344.46,420.36,419.23,392.03,,,,,,,,,,,,,,349.74,378.69,409.94,401.44,,,,,,,,476.96,486.93,281.83,,,323.11,393.84,277.66,321.13,,,,225.36,304.78,462.09,435.46,417.73,477.90,457.85,301.10,337.12,244.92,345.56,449.38,270.56
2002-03-18 22:09:57.913000,L7,506.75,507.83,508.93,510.33,512.85,512.15,516.09,,,,,,,,,,,,,,513.96,498.31,506.14,511.31,510.95,513.93,513.91,503.95,499.62,500.24,498.93,496.14,498.67,500.07,514.21,492.21,476.64,471.01,501.11,489.95,492.86,495.86,507.40,516.45,521.46,522.27,,,,,,,384.82,403.74,412.77,349.44,,,,,,,,,,,,,,,,,,,,,,,,,503.83,507.89,,,,,,,,,,,,,,,,,,,,,,,
2002-03-25 22:15:47.156000,L7,,,,,,,,,,,,,,391.61,360.34,,176.62,203.36,187.11,419.48,422.94,344.77,375.19,356.39,274.65,305.00,157.17,233.60,364.23,296.39,267.07,309.26,290.69,278.82,331.04,328.02,297.78,310.26,305.06,332.54,337.27,354.79,367.08,389.97,397.65,403.80,415.75,203.93,199.04,201.30,,,,,216.62,277.97,239.67,260.15,,,,,,,,,,,215.93,213.16,242.09,232.99,230.77,286.33,304.23,,225.55,242.31,307.49,325.37,313.54,331.11,,306.40,361.04,236.09,371.49,369.25,257.49,354.62,350.39,331.89,336.92,313.30,315.01,294.00,212.95,,,,330.45,373.94,429.98,432.90,
2002-05-21 22:09:53.053000,L7,204.51,312.96,194.42,186.28,343.71,264.90,350.27,254.38,,275.15,188.82,420.36,156.80,192.47,224.57,248.78,242.12,248.23,225.84,197.52,273.60,,,,,146.75,250.68,267.64,239.12,,,,,,,,,,,,,,,276.35,372.36,312.32,303.85,368.49,354.60,306.96,360.44,355.12,,,,275.49,321.47,254.50,185.71,,294.06,361.49,259.01,294.18,419.04,417.06,442.41,,,,444.16,449.86,454.98,248.10,,318.71,181.21,293.20,180.63,207.33,,,,,,,257.45,229.12,210.53,347.00,372.26,,,,,,,,,,,275.56,209.38,223.53,
2002-07-31 22:15:11.713000,L7,,,,,,,,,,,,,,,,,510.00,442.24,454.79,409.42,426.75,400.84,389.73,375.94,273.26,303.07,372.49,378.36,361.52,305.27,315.22,315.61,298.49,306.84,277.15,293.39,333.08,196.29,297.23,361.60,340.02,308.25,352.59,361.98,385.65,393.09,394.08,453.44,436.89,433.35,404.65,423.02,,164.07,262.47,283.90,328.58,282.93,309.54,286.97,301.66,445.88,428.26,293.76,302.16,192.92,245.35,380.90,338.19,423.79,442.01,420.73,181.70,306.40,294.71,,,,,,308.24,347.36,189.56,205.30,222.42,223.99,210.39,154.45,302.08,360.49,246.15,297.44,291.85,234.69,450.26,442.82,208.74,217.46,217.57,209.69,229.20,283.38,179.16,451.49,199.71
2002-10-03 22:14:41.164000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.68,520.69,519.10,517.79,511.55,504.41,504.62,499.82,364.62,307.64,369.87,487.91,489.08,488.07,492.25,483.74,476.76,482.18,478.83,473.93,476.15,477.69,519.11,508.48,495.53,472.77,467.79,486.09,474.03,474.06,469.90,,,,,,,,469.98,423.37,431.31,515.75,480.55,472.83,468.51,472.57,471.58,462.81,468.48,463.05,463.81,445.75,473.91,470.46,467.11,433.95,502.50,493.89,473.58,470.54,463.38
2002-11-13 22:09:06.084000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,519.33,514.22,507.84,518.02,500.24,499.95,505.45,499.51,496.66,486.38,472.23,472.45,470.17,484.41,488.42,497.04,503.45,500.92,514.53,521.48,521.44,526.83,,,,,383.96,402.11,413.91,392.16,,,,,,,,,,,,,,,,,,,,,,,,,474.32,485.26,,,,,,,,,,,,,,,,,,,,,,,
2002-12-06 22:15:13.685000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.84,517.24,516.06,520.46,518.55,518.33,515.35,513.55,514.44,507.97,502.86,502.97,501.23,495.44,491.93,487.05,488.77,486.05,487.88,490.28,483.03,477.08,481.53,478.08,472.00,468.33,471.65,511.92,515.24,511.91,488.04,,468.52,478.49,409.71,418.36,,,,,,517.08,518.66,459.87,465.23,,425.25,421.82,408.08,410.47,406.62,402.92,398.90,391.09,398.61,394.76,385.92,465.57,485.33,487.47,473.44,451.50,456.49,401.71,396.18,464.91
2002-12-31 22:09:08.026000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.48,522.11,509.25,506.27,504.70,511.53,502.47,496.79,484.32,480.44,481.97,491.92,495.09,500.40,508.06,512.16,513.22,513.70,522.05,527.70,,,,,,406.29,419.92,411.96,,,,,,,,,,,,,,,,,,,,,,,,,482.47,497.99,,,,318.38,,,,,,,504.37,499.84,476.98,455.52,,,,,302.24,303.75,501.59,485.55,
2003-02-01 22:09:45.732000,L7,500.27,499.34,498.60,500.01,503.12,521.20,513.83,507.64,,,,,,,,,508.70,249.72,235.41,164.36,,,,498.83,361.53,499.45,500.31,481.58,440.59,349.45,287.56,,,308.80,397.14,434.29,466.38,465.67,462.61,,,,,440.19,422.99,437.76,498.00,510.96,,,143.29,199.59,203.95,190.03,193.62,241.33,200.13,204.34,,,,,,244.59,425.12,463.15,511.33,512.63,490.88,,434.12,409.16,369.26,263.57,243.32,,516.73,509.05,422.92,502.00,,,,430.57,346.43,185.18,311.19,290.11,351.02,,388.71,225.13,470.16,399.45,402.38,409.88,346.37,239.37,145.76,,425.54,273.38,450.23,377.82,
