dates,satname,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070
2001-08-15 22:02:38.465000,L7,,,,,,,187.80,188.23,282.68,277.71,277.59,246.50,254.01,254.93,264.00,164.73,,,256.75,276.20,268.10,296.81,333.70,317.39,344.62,341.26,283.57,293.30,298.37,306.63,216.64,231.59,299.68,318.45,323.23,241.50,255.33,250.17,314.01,313.64,201.04,237.04,240.64,232.71,283.59,269.71,297.38,218.65,252.16,227.14,231.05,232.98,283.87,235.90,221.24,234.70,236.72,229.03,240.94,248.77,,316.81,321.60,324.89,325.71,235.48,,,,,,,,,304.97,311.44
2002-02-14 22:08:29.220000,L7,,285.06,282.45,299.21,293.73,263.01,210.87,246.71,300.86,297.80,306.17,314.62,313.72,310.57,306.41,297.39,298.83,229.65,288.76,281.73,287.52,295.03,293.54,297.21,306.36,294.03,304.76,308.62,316.32,323.12,330.09,328.96,322.11,335.31,355.42,323.12,321.37,316.44,318.36,349.50,,,,,,,186.03,218.96,311.88,319.57,330.52,305.34,353.61,312.47,296.82,295.04,293.90,289.51,291.84,290.64,279.59,339.41,324.82,325.53,326.06,335.16,285.88,277.80,299.45,263.57,288.36,257.66,259.50,269.78,275.05,288.21
2002-03-11 22:02:43.421000,L7,285.80,284.77,280.38,303.37,297.25,273.29,308.81,228.41,295.58,289.47,294.72,300.00,298.62,306.57,279.97,297.99,256.38,234.86,263.12,276.33,279.17,284.51,293.28,290.99,302.26,339.50,331.55,336.15,301.28,314.59,314.61,315.03,323.18,354.76,354.44,349.46,327.90,343.76,348.56,344.93,348.19,349.37,349.76,339.14,350.46,355.27,269.06,273.07,296.01,295.92,282.58,344.68,349.38,334.71,278.57,265.53,275.54,272.49,275.97,285.76,235.89,210.78,229.27,260.37,267.84,265.41,188.95,202.92,252.92,236.10,265.00,250.10,252.02,252.42,277.32,276.24
2002-11-29 22:07:49.615000,L7,,213.57,202.11,239.11,,,,,248.36,284.00,290.73,291.94,202.49,262.13,262.58,274.38,254.52,228.64,224.47,245.27,262.37,258.65,263.82,263.21,272.29,227.26,242.12,276.02,296.71,311.58,233.82,234.03,237.16,235.66,225.17,268.93,296.81,302.72,302.50,311.99,,243.98,190.82,224.83,,235.71,213.98,211.80,246.97,219.56,213.50,228.51,221.91,225.85,223.06,222.53,235.17,255.61,253.43,216.72,235.06,274.04,261.05,281.24,285.42,346.99,197.73,205.81,240.50,232.40,251.78,252.73,255.05,261.29,277.47,279.25
2002-12-31 22:07:56.130000,L7,,,,,,,,,,,,,,,,,,,183.36,204.93,230.30,227.13,218.76,261.47,160.54,229.28,207.43,270.13,209.80,193.67,201.62,198.97,232.11,220.27,,,,,,,,,,,,,,,,,,,204.13,193.15,213.99,214.77,221.26,209.80,247.84,201.69,223.46,208.07,226.61,240.22,253.01,271.55,,,,,233.26,241.68,241.01,246.87,196.01,174.59
2003-02-01 22:08:09.844000,L7,,,,,,,,179.64,280.60,277.94,287.45,286.90,192.11,215.02,257.83,332.29,,,221.92,262.67,264.16,255.78,245.29,275.21,276.64,270.36,272.60,282.95,288.27,309.36,214.47,228.23,320.95,337.76,314.34,243.68,183.19,307.30,303.90,229.92,,306.65,,,,,,,,178.24,204.58,216.50,206.21,216.82,218.57,222.76,240.27,226.92,259.64,210.13,236.07,207.70,226.98,256.69,258.49,264.48,,,,210.01,242.86,250.18,245.67,258.75,260.29,277.58
2003-02-26 22:02:28.436000,L7,,,,,,,,,,250.90,285.47,297.96,,,,,,,223.59,264.90,263.55,265.54,279.46,275.10,284.03,274.61,251.30,281.56,282.66,303.17,158.27,220.12,231.71,236.79,223.94,228.14,298.79,299.56,302.73,281.89,197.28,,,,,,,,237.00,189.01,189.86,211.08,200.43,211.09,215.98,219.16,227.33,216.73,250.74,224.23,225.89,325.68,319.19,268.36,264.28,281.63,,,,208.95,240.81,312.42,300.33,304.04,274.41,310.69
2003-05-24 22:08:16.964000,L7,,,,,,,,159.33,261.99,225.78,285.85,293.39,268.24,,,,,,222.77,257.89,254.10,257.06,263.16,268.44,261.86,274.73,282.03,274.71,281.74,215.12,207.23,228.56,241.22,241.97,217.44,235.16,288.36,,200.46,294.51,,,,,214.99,269.32,199.74,218.10,242.93,228.82,230.25,231.63,188.11,206.13,221.80,223.15,229.99,235.27,245.94,247.09,230.95,177.12,194.06,201.42,249.57,228.51,,,227.41,219.63,239.92,240.35,,,,
2003-07-28 21:50:28.540000,L5,,471.19,407.21,409.22,414.71,393.16,396.85,401.91,428.11,442.84,435.09,497.65,545.63,540.44,519.89,385.11,390.30,396.69,333.63,335.99,431.85,441.73,342.78,340.59,349.60,355.79,348.48,358.68,359.89,372.59,373.79,383.60,375.08,379.24,368.15,362.36,359.83,357.98,362.81,370.42,360.28,370.17,380.49,374.41,376.07,360.92,380.10,374.05,392.76,435.44,517.15,487.09,383.68,371.13,368.40,373.19,368.73,348.07,359.15,354.89,354.26,353.71,345.04,356.35,345.23,291.34,396.55,402.81,354.83,349.63,348.01,351.57,354.48,350.59,354.82,345.10
2003-08-13 21:50:20.872000,L5,,219.41,239.14,249.44,260.23,240.83,259.36,250.38,247.30,248.68,266.07,260.18,254.25,,,,,204.49,239.87,245.65,245.59,252.54,251.73,248.83,253.36,235.22,265.18,256.06,269.11,247.01,280.84,236.08,250.81,263.15,280.02,266.26,,,,255.88,252.79,265.22,283.90,270.94,254.57,250.80,225.30,251.49,230.43,232.13,229.61,240.22,245.05,224.51,221.18,213.90,,,,,,186.11,178.61,226.58,231.37,235.87,244.97,247.66,247.16,230.12,,,,,,
2003-08-20 21:56:39.173000,L5,,224.58,234.41,236.45,250.85,229.09,242.79,240.09,239.38,235.38,255.46,259.64,,,,,,193.01,234.31,238.65,244.67,252.16,249.12,249.66,251.89,248.67,258.34,248.83,257.72,242.35,280.15,251.24,267.86,289.20,286.99,282.26,168.98,,217.50,274.99,279.72,283.92,284.72,271.45,260.73,254.63,255.58,252.35,234.64,235.37,238.54,249.22,247.01,232.06,218.52,221.44,213.77,229.08,224.76,,,181.77,188.21,238.32,250.11,238.16,241.59,242.68,248.35,217.24,,,,,,
2003-09-14 21:51:18.345000,L5,294.08,280.99,281.75,282.19,294.24,300.08,317.81,310.16,311.02,311.13,315.48,328.55,323.76,320.67,310.54,304.65,297.01,292.47,289.91,290.94,296.61,291.51,297.56,296.18,305.21,299.33,308.09,314.40,327.02,323.44,329.89,333.28,336.31,346.16,333.03,346.16,329.88,320.88,328.58,324.45,329.66,324.69,334.32,322.42,324.85,326.16,320.34,327.80,315.71,327.03,315.49,304.71,303.62,296.23,289.67,287.25,286.92,291.52,302.17,280.06,266.13,298.55,278.41,280.35,305.61,328.29,283.70,297.13,283.30,287.10,274.51,276.94,268.98,274.28,290.11,290.63
2003-10-16 21:51:43.799000,L5,310.15,308.95,317.04,306.62,318.75,344.50,336.52,355.15,343.92,339.48,356.64,364.17,362.33,367.47,356.36,351.63,338.68,343.48,323.03,315.28,312.15,312.94,306.62,303.70,317.23,328.17,321.57,326.35,336.33,346.57,347.28,349.24,350.56,348.18,343.46,338.54,335.19,335.49,338.34,339.16,337.42,341.03,338.86,340.95,336.60,340.34,337.26,321.30,316.92,323.44,323.24,314.42,318.25,316.01,307.14,301.98,299.97,304.74,301.24,297.92,278.62,306.08,303.60,317.73,315.97,336.47,330.62,331.13,325.72,333.49,289.85,286.09,281.73,283.11,285.78,296.57
2003-10-23 21:57:36.620000,L5,,209.91,215.92,219.79,227.82,235.22,253.05,230.66,243.68,,,,,,,,,,180.20,,,,236.93,237.31,241.62,235.18,254.60,252.10,266.35,222.85,280.34,231.08,226.29,250.98,269.86,169.74,,,271.51,271.56,274.09,293.94,283.98,290.89,274.70,284.31,261.00,252.95,237.04,239.53,240.97,240.84,246.02,231.90,232.27,228.71,225.58,241.84,235.14,,,174.60,224.74,259.00,254.79,252.60,235.62,244.21,250.90,225.89,,,,,,
2003-11-17 21:52:09.031000,L5,300.33,282.14,287.24,290.34,301.77,316.44,324.44,332.19,318.06,329.42,322.70,326.15,323.62,314.28,309.93,295.88,294.14,282.49,301.81,304.16,299.86,293.79,296.39,293.74,305.38,302.95,310.63,319.29,333.12,339.14,342.50,346.84,350.13,347.93,332.61,330.99,328.87,330.06,328.54,333.24,335.13,343.81,341.17,336.31,338.54,335.59,332.47,311.93,308.91,310.71,303.54,298.54,305.14,298.54,304.03,292.92,295.32,295.27,300.57,291.67,270.41,306.74,313.84,316.36,321.94,334.27,293.35,297.97,302.50,294.16,272.41,272.54,265.45,274.31,280.86,289.76
2003-12-03 21:52:19.254000,L5,317.17,307.70,314.30,318.13,322.01,336.68,351.80,339.38,325.39,354.33,340.81,384.49,359.84,340.03,350.43,338.64,352.51,354.65,336.27,328.61,343.55,310.80,331.08,333.45,341.84,339.11,345.93,355.53,357.84,368.94,350.83,342.01,344.39,348.85,348.79,343.57,346.01,346.54,351.78,355.28,354.59,347.85,354.59,347.35,342.07,345.34,340.09,336.42,326.54,327.77,333.62,333.11,347.14,330.56,347.53,325.82,331.55,298.85,308.19,299.78,303.49,329.48,317.40,317.57,316.45,320.16,331.60,352.99,323.49,317.19,295.86,295.47,288.00,294.09,307.70,355.91
2003-12-10 21:58:05.829000,L5,339.17,325.29,339.13,340.83,344.70,368.01,360.15,351.09,382.48,370.27,374.72,385.34,395.21,418.98,409.22,412.04,390.35,406.48,325.89,357.94,354.91,353.58,344.49,360.60,352.19,372.83,357.47,372.40,367.67,373.45,386.59,351.77,353.68,359.38,371.71,378.71,382.17,372.00,384.76,359.87,365.72,365.82,367.71,361.00,346.08,358.08,351.40,356.88,362.41,348.76,359.98,384.49,382.88,365.96,385.85,366.84,352.15,344.19,343.19,334.51,336.59,343.55,328.80,345.75,338.87,366.52,372.56,358.65,337.82,345.81,339.90,356.76,324.99,322.93,319.14,332.96
2004-04-25 21:53:47.171000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,247.76,244.53,257.03,226.44,271.92,272.88,261.16,244.44,280.83,275.91,280.46,,270.55,277.20,280.81,282.88,275.84,263.83,269.92,255.00,236.69,249.64,240.08,241.51,235.92,239.91,249.58,230.51,220.87,223.86,223.21,226.35,223.37,,,172.32,180.20,233.56,233.37,223.60,,,,,,,,,,
2004-05-18 22:00:14.650000,L5,333.57,362.46,363.20,353.79,370.14,393.31,383.33,361.46,368.49,357.10,350.85,377.64,365.70,368.68,355.50,365.23,366.87,345.13,345.35,352.38,344.87,329.00,334.75,329.29,333.83,327.95,325.67,336.45,335.72,344.01,351.29,350.77,353.95,345.88,347.67,344.88,343.95,344.42,346.36,338.38,340.32,342.27,350.85,339.93,344.41,349.62,346.19,337.19,339.17,338.07,347.67,343.67,340.26,342.19,342.89,340.11,348.68,335.06,333.40,327.71,325.75,293.75,302.60,330.23,315.97,310.35,345.18,343.25,349.14,342.57,321.35,325.29,322.91,315.93,311.02,317.56
2004-07-05 22:01:39.415000,L5,,,231.22,238.85,243.94,234.53,241.90,240.69,237.02,231.08,241.78,,,,,,,,241.30,233.26,233.89,248.37,244.44,238.95,236.88,216.94,250.53,242.47,262.04,251.60,281.59,285.80,276.01,280.26,282.22,262.91,165.72,,207.50,263.07,278.42,276.42,279.79,271.10,246.03,240.07,241.59,228.29,213.41,213.09,230.56,237.60,247.41,229.63,220.32,215.98,,,,,,,,,,,,,,,,,,,,
2004-07-30 21:56:27.722000,L5,,,,,,,,,,,,,,,,,,,241.40,233.98,233.83,246.69,245.10,242.84,249.92,221.44,254.62,242.61,271.23,243.29,280.25,287.69,270.96,280.50,281.07,268.44,168.13,,,267.71,277.79,275.96,281.55,263.26,248.68,258.99,238.71,222.61,219.99,213.28,237.94,246.32,250.43,,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:56:49.433000,L5,,214.97,236.10,246.12,249.73,238.76,246.19,249.50,243.65,250.15,259.45,261.21,,,,,,,,,,,,,,,239.13,228.66,250.03,230.00,270.63,276.36,269.03,272.73,280.25,268.70,,,193.03,263.15,270.33,264.77,278.33,271.91,245.19,253.57,242.72,238.64,189.69,224.78,238.57,248.19,255.46,229.65,222.85,220.53,211.48,233.14,230.27,,,167.11,180.78,225.48,254.73,237.66,,,,,,,,,,
2004-08-22 22:02:48.429000,L5,,,,,249.30,238.78,243.89,245.85,244.38,238.40,257.64,253.42,,,,,,,243.14,234.76,238.24,250.70,,,,,260.24,251.22,260.71,247.06,275.53,279.69,273.87,274.71,279.84,270.95,266.14,,204.17,276.04,277.75,279.54,288.79,274.15,257.93,263.89,259.43,234.29,223.47,216.95,240.21,250.47,250.83,227.19,227.70,220.53,211.83,232.49,227.21,,,174.04,189.43,228.58,230.48,227.03,,,,,,,,,,
2004-10-02 21:58:02.684000,L5,267.12,264.57,269.92,274.21,279.12,275.08,291.44,284.52,283.43,286.68,291.22,294.14,300.75,299.80,288.75,281.97,272.62,264.76,275.32,270.92,276.02,283.90,284.03,283.66,288.12,288.45,295.06,297.70,300.87,310.64,316.47,320.65,317.34,321.72,320.74,322.31,319.23,316.17,317.82,320.41,315.40,310.07,314.34,312.91,310.13,311.93,310.30,298.71,295.13,292.17,287.29,293.48,294.87,278.09,258.99,262.06,262.99,267.88,267.93,269.05,255.82,,,,,,263.71,266.30,264.13,262.55,263.68,247.00,229.93,,,
2004-10-18 21:58:23.614000,L5,,226.59,228.52,240.59,246.86,235.93,244.21,236.68,248.53,245.55,260.63,260.86,,,,,,,,244.55,223.42,249.31,245.16,251.04,255.30,236.89,262.15,263.58,266.77,259.58,287.01,289.61,290.62,294.55,294.45,294.01,289.03,283.20,286.16,287.43,287.82,287.83,287.19,276.51,279.09,271.87,256.67,243.54,176.39,219.97,245.47,255.81,251.82,224.01,227.83,227.32,224.91,240.86,239.82,,,,,,,,,,,,,,,,,
2004-11-10 22:04:35.857000,L5,347.41,324.45,317.45,331.47,320.91,356.04,376.42,329.97,320.91,326.24,346.59,342.17,356.21,341.22,336.40,325.56,318.58,303.95,316.15,318.77,320.98,319.45,319.65,316.76,325.91,343.47,312.06,320.67,324.65,337.50,341.03,347.05,354.01,352.06,353.48,350.50,352.16,345.81,356.30,333.96,329.54,334.16,335.05,337.53,353.71,345.78,352.28,338.52,349.45,338.85,344.45,345.83,327.11,317.12,325.71,318.93,313.00,314.61,312.50,330.09,320.31,297.02,306.04,326.34,322.67,333.97,308.87,314.68,336.16,317.10,322.76,310.78,321.24,327.35,337.91,297.80
2005-01-29 22:05:53.825000,L5,280.51,275.11,274.87,288.74,286.71,299.92,303.70,301.75,308.00,309.21,315.77,321.35,324.72,303.99,287.49,286.94,272.14,280.24,297.93,299.02,297.79,301.88,289.22,289.24,297.50,301.29,307.58,312.72,332.31,336.37,348.00,350.41,350.21,348.68,347.34,322.20,323.93,324.29,326.81,324.51,324.78,337.48,345.46,345.44,337.71,339.08,335.50,322.77,312.28,304.79,303.38,301.54,300.56,290.87,281.14,286.23,291.07,289.13,292.83,290.42,279.04,282.06,299.95,307.50,309.36,321.23,281.26,291.68,290.84,289.69,273.43,261.82,252.01,267.52,276.20,282.18
2005-02-23 22:00:31.200000,L5,286.30,287.46,284.57,286.63,294.50,297.67,295.11,291.88,303.38,304.46,322.10,315.98,321.19,312.09,307.99,304.91,284.51,278.98,290.54,289.14,292.85,291.51,293.41,290.93,295.59,293.01,306.78,305.26,316.33,324.72,328.66,334.12,333.52,334.17,335.58,334.31,332.61,333.11,326.76,326.88,324.67,323.33,326.69,324.67,325.62,322.98,324.73,307.26,308.10,310.93,304.90,307.31,305.27,290.31,270.16,253.11,269.52,262.81,275.48,283.81,274.89,282.80,282.45,287.63,295.64,301.99,288.90,283.78,288.06,292.71,279.02,281.48,266.78,276.66,280.70,286.08
2005-03-02 22:06:24.060000,L5,277.90,269.45,268.36,281.85,289.83,295.40,282.67,284.34,285.09,301.11,292.96,297.24,228.84,200.92,269.76,279.49,270.79,278.31,284.25,277.84,274.68,271.51,276.66,269.75,275.28,270.11,293.81,306.43,307.21,312.59,322.51,330.89,328.21,321.53,317.66,313.80,317.00,314.48,316.73,327.99,329.83,334.18,330.23,324.14,324.58,322.75,308.02,292.22,299.90,291.91,283.60,285.09,295.82,283.60,270.37,268.84,279.66,268.59,274.25,261.87,243.26,190.11,,,,,276.15,290.52,279.94,277.29,251.28,254.70,242.61,252.64,267.45,227.88
2005-03-18 22:06:34.540000,L5,322.20,327.34,337.95,320.75,326.60,330.17,340.16,333.67,344.90,349.49,374.72,371.51,381.09,378.25,363.34,357.22,361.83,365.06,373.49,388.05,399.25,342.79,335.96,344.08,341.81,336.13,332.96,339.44,342.78,340.36,344.44,352.20,357.19,367.55,367.19,367.82,375.23,366.31,375.10,379.35,357.89,348.29,345.56,343.55,344.91,353.37,385.16,378.51,383.94,361.02,346.91,364.29,356.45,348.71,333.97,328.10,328.04,337.76,335.39,369.42,381.28,378.97,373.34,388.57,344.00,401.42,386.74,387.93,383.86,391.77,369.64,379.73,352.37,379.21,385.95,362.54
2005-06-15 22:01:22.260000,L5,,,220.57,234.86,245.59,227.81,222.83,220.88,,,,,,,,,,169.70,229.69,230.42,239.24,248.31,236.86,249.76,236.51,232.05,257.29,241.24,253.85,240.01,273.21,285.11,269.60,267.63,285.95,280.08,277.04,,,274.48,278.38,276.22,278.92,260.83,247.89,253.44,254.45,232.19,226.67,226.02,231.01,236.43,246.86,231.55,204.06,215.90,193.57,,,,,,,,,,229.50,232.73,236.74,234.30,,,,,,
2005-07-01 22:01:02.156000,L5,242.84,252.61,256.16,263.73,270.45,259.89,223.55,227.78,,,,,,,,,,157.29,252.08,254.61,257.76,261.40,264.64,263.50,263.87,257.42,275.91,269.75,284.15,294.39,298.32,303.60,296.23,301.86,303.00,299.64,298.66,300.74,303.81,300.65,297.76,298.41,298.08,292.54,294.34,288.68,294.26,264.34,270.64,236.21,239.93,246.25,263.51,253.09,239.61,236.48,235.97,237.99,247.92,249.42,233.86,194.89,194.58,245.93,261.10,247.88,221.59,232.64,244.80,249.32,197.39,,,,,164.56
2005-07-01 22:01:25.987000,L5,,,,,,,,,,,,,,,,,,,,,,,,233.37,190.03,212.28,250.82,239.95,250.58,243.78,277.80,277.76,263.25,262.13,276.13,272.63,,,,263.26,277.82,273.00,283.67,258.66,245.22,251.38,252.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:07:43.789000,L5,282.17,280.31,275.54,285.54,291.38,308.87,301.46,304.61,295.45,304.90,312.90,319.39,327.91,319.70,316.69,303.01,297.31,291.15,297.20,296.42,300.01,291.11,294.83,290.16,299.16,299.20,308.30,308.45,326.22,333.55,335.07,343.01,344.70,342.73,337.31,333.97,324.93,326.45,325.99,330.34,331.50,329.00,333.67,331.46,331.55,330.74,332.19,312.53,312.22,308.65,302.58,302.75,304.32,295.16,289.29,292.39,296.72,292.31,293.31,297.75,274.05,287.67,284.05,300.22,306.88,316.75,288.86,313.02,306.05,304.74,278.48,274.75,263.38,273.91,281.94,287.85
2005-09-19 22:01:56.650000,L5,276.66,265.06,271.24,278.17,289.65,296.60,285.92,290.25,281.61,285.25,299.61,300.22,317.29,307.55,306.47,302.57,294.61,285.39,293.03,279.08,287.18,292.21,294.67,289.35,294.51,303.25,307.80,313.48,312.87,324.94,321.88,330.78,329.38,334.75,327.11,329.51,326.44,324.08,325.74,324.34,327.82,316.05,324.79,319.96,315.78,320.71,320.02,303.40,311.40,290.57,296.64,295.89,301.52,290.57,280.06,279.84,283.81,280.98,282.89,284.77,267.84,280.41,276.10,284.71,302.30,300.05,286.84,286.89,293.08,285.12,282.49,266.13,260.09,265.74,276.09,277.04
