dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2000-07-20 21:56:59.837000,L7,274.39,378.97,403.22,439.81,,,465.44,469.63,439.40,418.33,443.06,426.26,448.07,455.83,479.53,470.45,456.70,490.34,473.47,402.93,462.62,477.60,451.98,419.28,393.31,442.42,408.31,446.28,424.90,423.09,396.24,363.15,435.20,427.31,378.97,414.91,429.11,399.61,413.92,414.86,390.36,388.25,418.69,400.87,364.85,380.03,383.08,379.86,369.94,393.40,414.36,436.16,452.18,448.53,445.19,436.15,437.82,477.90,504.37,497.62,442.43,433.33,436.91,420.06,424.93,434.75,375.32,392.39,462.60,413.97,431.46,429.99,471.60,463.42,422.19,405.80,423.39,413.89,397.52,387.69,421.49,404.30,416.33,430.95,430.28,410.94,391.50,413.64,440.71,412.55,389.39,386.81,394.47,386.97,389.83,413.55,427.79,430.73,415.63,439.63,422.48,417.93,432.43,421.40,411.58,427.01,425.67,449.48,391.62,407.69,381.66,373.67,374.86,388.72,390.30,427.37,267.01,308.10,322.94
2000-08-12 22:02:54.094000,L7,475.92,375.62,,305.86,284.90,,,,,,,,,,,,,,,,,398.33,442.19,439.65,453.94,442.73,442.47,470.76,198.84,238.28,225.55,324.09,348.08,374.15,540.63,401.06,,,,,,,,,,,226.63,345.23,414.70,370.37,275.77,178.54,432.28,380.79,366.73,310.90,309.70,320.27,294.30,295.38,331.58,288.32,295.54,291.51,288.85,379.54,443.40,298.40,306.47,209.75,234.83,232.32,226.32,226.98,225.80,208.70,215.25,237.27,225.04,220.00,236.63,207.98,202.39,218.31,199.55,176.10,190.03,207.14,200.57,209.95,181.90,212.94,213.71,231.38,226.70,203.70,,,,,,,,,,,,,,,183.22,211.77,204.95,213.46,199.41,207.11,197.24,198.93,
2000-09-13 22:02:26.190000,L7,,384.46,368.45,377.55,220.23,216.33,217.38,194.45,178.11,377.01,367.08,222.86,238.27,261.59,264.01,298.31,313.31,349.33,327.86,334.34,323.15,334.08,303.67,321.37,303.08,289.15,295.45,253.84,287.28,324.89,331.82,418.11,465.58,520.98,502.02,455.97,425.80,315.74,227.84,363.20,431.98,454.62,461.52,552.39,280.08,523.46,468.59,325.04,362.28,391.25,387.39,379.40,347.57,338.02,348.09,339.47,348.74,349.88,351.08,346.00,337.70,392.92,359.00,335.82,335.03,347.27,331.04,346.93,306.31,319.44,325.61,319.55,304.66,294.86,286.20,247.32,,270.69,288.24,324.02,297.27,289.23,303.15,326.54,338.48,347.02,285.98,296.54,301.95,379.76,296.00,327.81,310.36,313.95,318.74,358.19,308.74,303.43,311.35,285.57,383.16,385.86,370.83,328.64,332.41,326.85,328.70,349.49,331.36,323.42,254.94,259.01,266.03,260.13,239.44,244.39,241.61,283.31,308.83
2000-10-15 22:01:56.204000,L7,220.95,282.44,374.72,481.13,489.67,434.56,272.60,488.57,191.63,,202.44,237.69,237.77,265.98,267.06,292.43,321.01,347.92,347.34,334.78,336.06,326.91,322.12,325.05,311.79,323.61,317.60,292.30,316.63,374.11,309.92,307.45,302.88,483.40,378.85,447.16,406.07,392.95,424.78,283.33,,,,535.26,475.71,419.40,341.92,238.58,210.92,224.64,282.85,306.25,305.67,307.27,316.98,328.92,319.39,312.24,330.48,320.96,332.26,328.73,314.96,323.75,329.47,324.80,329.02,323.85,311.91,328.09,301.36,305.33,309.65,313.31,288.36,313.17,362.75,486.86,484.95,508.15,224.90,172.80,444.52,454.75,376.11,364.17,314.00,319.91,297.25,320.20,284.68,222.87,224.88,232.76,240.87,216.58,181.51,314.07,527.05,190.87,490.40,228.80,538.42,330.74,250.70,264.61,273.52,266.31,241.71,225.14,194.41,269.02,255.42,266.48,267.19,260.42,256.71,246.39,251.30
2000-12-11 21:56:00.959000,L7,226.44,221.74,211.64,208.06,223.87,228.93,220.93,216.58,175.50,173.94,211.06,327.84,338.77,329.35,292.72,247.24,232.19,254.27,269.26,277.78,284.47,273.25,269.55,285.58,301.23,264.96,268.75,270.16,265.97,254.57,251.14,235.64,256.73,245.03,241.47,234.84,235.01,181.57,,168.69,526.87,214.06,343.34,322.25,247.10,321.88,,292.26,299.05,369.49,294.03,300.05,347.15,322.50,359.51,336.89,336.82,354.23,337.94,349.18,343.28,343.65,335.34,338.11,350.90,338.99,345.44,336.09,340.29,340.67,350.56,372.21,310.56,332.69,321.21,329.34,335.25,321.72,327.01,323.41,347.15,322.07,347.08,329.28,340.56,351.16,336.60,297.29,348.52,341.32,346.14,331.53,397.85,442.06,489.31,454.86,512.85,,,499.28,508.40,,,,,485.31,399.29,386.98,536.84,,,,489.60,358.69,315.55,342.37,307.57,301.55,331.02
2000-12-27 21:56:05.061000,L7,,,189.69,178.22,186.61,209.58,189.08,176.21,,,,221.62,230.04,255.03,252.37,270.37,284.08,348.01,214.76,497.70,525.06,,,448.99,388.76,486.44,483.34,542.99,253.22,270.81,283.38,254.07,288.87,270.00,304.82,304.13,289.91,279.52,276.13,255.16,295.50,290.17,290.92,501.58,295.16,246.93,207.90,237.64,231.45,243.08,311.18,327.58,412.53,483.09,473.59,291.82,321.26,293.85,320.54,459.83,459.70,454.24,528.93,507.36,466.53,244.32,329.34,309.45,275.56,350.39,349.63,492.30,,,,,268.52,265.12,269.97,277.66,274.92,243.07,296.41,463.42,544.83,305.18,,,,,473.01,537.18,,,,527.29,309.24,268.39,264.49,,,,,,,,,,,,180.00,213.15,211.18,210.99,204.73,211.10,205.18,202.41,185.97
2001-01-03 22:02:12.432000,L7,526.14,414.89,497.45,372.06,235.51,212.78,229.53,288.60,269.69,282.87,216.83,,,,,,,,,,,,,,,,,,,,,,,368.90,411.30,397.83,394.02,360.89,,,,,359.02,370.68,335.11,,,,,,,,199.71,214.93,226.75,224.19,219.70,229.16,237.14,229.06,231.13,228.42,226.48,234.52,226.72,238.88,231.07,261.54,238.32,198.80,221.03,223.74,214.85,219.91,223.67,206.24,207.61,234.22,207.86,214.00,234.91,207.84,210.74,210.92,202.68,167.50,168.36,392.97,195.69,198.31,194.54,209.17,206.83,211.18,221.58,196.04,,,,,,,,,,,,,,352.18,304.56,339.84,194.12,198.62,192.41,195.91,189.80,184.47,
2001-03-01 21:55:57.624000,L7,,,,,,,,,,337.88,298.71,383.15,377.06,333.26,344.75,332.17,337.65,314.49,351.11,321.07,371.99,312.65,419.70,378.80,362.38,387.88,284.09,334.08,372.94,269.98,344.67,298.46,350.78,279.64,327.88,310.38,352.26,381.05,325.12,337.09,257.38,338.99,337.18,363.07,322.70,323.53,388.34,304.68,278.27,395.94,361.47,350.72,202.14,222.17,234.20,227.96,225.92,240.02,238.52,236.99,238.39,236.12,236.01,237.60,232.88,240.89,234.13,238.54,228.28,203.79,226.12,228.37,217.72,223.99,225.70,209.70,212.82,234.83,220.90,221.42,237.78,210.81,204.71,218.28,204.17,174.53,360.06,330.07,358.06,343.25,382.87,375.48,345.37,341.27,375.68,375.22,336.13,363.17,322.08,333.32,356.96,328.28,328.28,384.78,404.51,363.85,334.95,310.61,377.44,310.07,310.42,342.98,334.78,287.48,330.52,315.37,195.15,170.93,298.43
2001-08-15 22:00:38.680000,L7,224.93,233.01,245.81,245.25,247.51,244.83,228.23,267.95,238.07,180.06,228.42,322.11,325.02,331.59,330.81,248.42,304.57,276.21,388.54,352.38,295.30,327.71,282.55,283.44,335.21,278.96,288.73,335.59,301.74,269.29,268.36,251.70,288.18,315.56,289.56,480.61,514.18,381.32,339.38,286.28,282.12,267.34,259.30,,,,,,,,,376.98,202.94,218.40,229.98,224.77,225.13,232.13,237.79,226.74,231.56,233.03,228.37,232.80,226.83,234.52,225.26,235.67,221.02,199.74,220.44,221.06,215.36,217.28,223.83,298.24,241.07,233.38,219.45,213.45,229.82,200.57,193.54,205.79,191.27,253.43,,,,,245.52,200.04,198.14,200.49,214.56,196.68,,,,318.78,338.53,317.84,336.98,,,,,,327.71,329.32,341.20,201.95,196.36,197.48,194.06,197.95,185.02,,
2001-08-24 21:54:24.664000,L7,,,,,,237.94,221.62,187.45,,,,,,,,,260.26,260.85,270.51,265.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.33,227.35,234.46,249.57,242.93,237.90,246.31,256.14,244.18,246.02,244.85,241.62,241.33,239.17,242.41,304.90,282.04,368.43,370.09,234.25,338.95,531.16,359.21,316.92,493.55,409.63,391.17,297.41,320.32,315.49,436.54,501.57,518.32,496.21,434.34,373.31,376.28,357.10,290.05,235.00,236.03,219.87,225.59,235.50,213.09,187.78,,,,,217.35,230.14,192.62,207.31,218.52,205.41,224.11,222.01,,230.26,240.21,216.00,226.49,212.56,208.93,203.87,215.37,210.80
2001-09-09 21:54:12.928000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.65,284.49,280.74,,,,,,,351.46,350.31,,,,,,,,196.09,206.75,311.40,372.64,213.21,203.58,234.85,227.40,230.04,227.58,222.58,231.08,224.26,235.80,223.01,235.21,218.13,196.27,218.33,219.51,212.01,214.28,214.16,197.96,200.76,233.30,208.51,210.34,231.18,201.66,198.24,208.28,191.85,161.78,,200.38,188.45,188.54,178.81,202.60,199.96,201.72,210.82,193.70,350.73,346.66,349.69,349.76,,,,,,,,,,,,272.48,355.17,294.07,192.59,194.42,187.16,,
2001-09-25 21:54:04.740000,L7,,,,,,239.87,248.16,301.38,267.73,221.60,240.18,253.14,245.05,236.54,280.62,275.04,288.60,296.87,316.05,309.56,311.66,289.83,280.00,284.09,361.17,325.43,362.28,337.72,293.42,292.46,289.28,304.35,293.25,,,,317.51,308.12,294.50,296.31,276.41,242.79,233.58,261.11,254.36,248.49,268.26,,271.38,282.31,295.76,305.28,298.92,311.44,324.68,325.89,307.48,313.88,325.53,320.61,310.92,315.71,313.21,307.99,311.44,306.10,227.24,240.71,230.00,203.03,225.23,227.39,218.09,220.91,224.86,205.46,208.29,236.39,216.78,218.62,239.09,205.10,200.46,210.33,198.96,169.79,,209.41,474.98,390.49,453.15,209.01,204.26,203.87,214.44,197.10,,,326.01,352.88,433.66,277.51,292.27,288.88,492.82,531.58,543.94,340.70,352.99,355.12,310.38,350.49,200.72,202.92,197.17,207.41,211.19,262.88,254.74
2001-10-02 22:00:04.650000,L7,,,250.47,240.17,337.28,230.03,,,,,453.74,378.63,287.90,275.52,266.60,253.54,265.99,264.29,276.64,299.32,435.89,428.31,506.88,395.16,531.65,533.88,,430.91,323.42,551.81,358.71,263.93,261.35,192.95,192.65,,,,,,,,,,361.53,250.33,405.09,488.51,231.14,236.59,418.66,292.84,204.57,232.94,262.60,233.40,236.46,415.62,443.41,415.09,409.72,235.97,236.23,239.75,235.22,242.61,232.65,239.26,231.16,208.86,229.30,227.67,224.34,223.30,226.46,209.14,215.18,242.80,219.06,218.09,239.95,213.07,207.88,216.60,208.92,208.89,308.95,477.84,481.33,530.22,432.94,441.40,440.10,345.38,354.57,,,,548.02,468.33,412.98,397.22,486.70,430.66,404.16,337.94,372.00,330.51,240.85,542.79,249.15,,,,467.96,457.47,352.57,359.61,324.10
2001-10-11 21:53:46.024000,L7,539.32,479.37,432.95,381.85,406.98,266.09,182.73,198.72,188.45,180.95,190.42,207.35,215.24,227.21,239.39,248.22,252.79,332.58,353.57,375.40,467.50,415.30,406.97,214.15,359.60,,,,537.58,449.72,238.51,245.14,321.65,203.40,229.53,283.54,301.21,279.44,,,223.96,305.28,184.64,195.83,254.81,305.43,312.97,296.01,329.17,,,,,,,,,514.71,522.04,213.99,545.79,429.64,272.22,273.13,310.32,392.81,277.75,301.48,276.57,276.46,285.04,273.75,275.33,272.91,258.89,273.20,267.97,373.10,443.91,494.79,499.08,,,,236.34,248.89,255.61,344.56,267.31,368.11,327.72,346.02,351.97,373.22,340.63,332.91,345.36,365.25,353.07,378.44,337.14,271.04,299.61,,,,,,,,180.36,212.90,212.37,210.23,204.12,207.06,280.24,286.48,279.01
2001-11-03 22:00:10.954000,L7,219.94,252.24,253.47,270.48,295.81,276.51,297.18,277.16,373.97,307.86,219.80,231.79,241.69,250.64,263.32,237.25,225.02,224.04,245.67,280.88,259.13,267.00,273.73,266.74,268.05,292.71,301.26,282.12,284.44,268.55,270.04,276.63,295.52,334.72,347.23,309.00,378.75,333.44,287.00,276.36,362.28,431.28,359.18,379.60,255.92,249.28,249.11,268.13,342.98,408.94,376.80,321.94,282.66,307.33,426.30,414.78,394.27,279.29,261.94,260.14,497.62,440.59,488.44,460.17,418.44,476.63,522.32,531.00,525.96,,,,240.59,242.69,254.52,252.76,251.70,256.26,273.84,289.06,289.67,283.29,283.01,282.49,288.20,275.96,268.54,265.75,274.05,278.88,288.34,260.91,299.69,229.88,236.18,204.20,308.71,298.94,284.61,331.69,305.10,292.95,284.65,493.55,252.89,279.81,,,,,,225.22,335.45,398.50,343.39,284.42,299.61,542.11,342.57
2001-12-05 22:00:18.987000,L7,,,,392.92,416.20,,347.02,314.36,326.25,340.32,384.98,362.24,,,351.72,351.41,350.67,334.83,279.37,278.11,465.87,422.85,326.92,293.29,299.84,,292.03,289.73,343.75,341.99,373.11,282.94,291.79,282.55,362.19,363.13,324.76,280.15,327.23,321.05,279.77,285.51,339.56,367.61,294.51,,235.98,289.88,300.63,361.74,324.18,285.54,414.70,370.55,358.24,405.28,217.17,227.30,232.33,222.91,402.88,374.00,224.81,233.70,217.74,232.44,225.80,235.85,397.44,296.71,298.19,221.70,212.73,214.04,219.42,198.62,202.85,232.71,209.65,211.14,228.66,200.09,196.96,207.38,200.35,161.94,,206.54,196.09,187.63,181.09,198.66,201.34,199.52,209.58,190.86,289.52,347.33,297.52,302.60,292.16,306.24,309.04,310.13,276.92,306.01,319.18,,,,,195.95,194.48,190.79,189.11,189.79,185.01,178.72,
