dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086
2001-09-09 21:54:36.880000,L7,226.54,255.66,265.69,271.60,285.39,287.39,290.34,310.52,316.15,327.84,309.72,326.44,325.55,316.04,411.08,421.98,479.42,460.05,416.01,398.73,381.76,415.24,298.50,376.63,373.35,361.67,363.23,355.68,378.22,385.04,379.88,376.78,360.08,341.94,340.69,519.06,519.93,535.75,516.32,534.37,502.66,500.89,505.29,477.15,484.53,524.39,321.84,330.61,344.80,327.34,334.81,321.73,342.88,354.89,395.51,396.46,394.72,407.54,402.86,355.94,533.84,540.68,525.37,534.15,536.97,385.39,384.24,530.02,515.92,303.34,296.63,273.37,269.12,249.46,300.04,507.14,496.33,505.43,249.64,212.37,224.40,235.14,249.33,228.86,234.31,234.81,311.95,243.86,247.17,237.31,248.21,
2001-09-25 21:54:28.694000,L7,200.06,226.67,239.59,245.21,257.13,259.51,267.62,255.07,255.65,231.90,221.64,238.17,238.19,228.10,222.01,233.83,258.47,249.02,254.08,238.46,219.14,250.44,249.85,264.25,265.89,278.55,280.45,284.45,285.63,284.59,280.97,282.92,281.63,282.15,283.27,280.57,283.67,282.98,278.73,284.63,294.39,288.64,292.35,295.43,308.05,309.46,314.94,317.51,325.42,320.48,325.78,314.78,318.07,318.79,326.97,324.12,317.97,307.24,314.90,309.25,307.79,310.19,314.77,314.51,310.85,281.48,264.50,181.61,,,,,,,,,499.29,491.48,470.51,394.49,,,,,197.49,229.59,266.52,,,,,
2001-10-11 21:54:09.862000,L7,194.11,227.09,240.15,243.11,262.97,270.15,275.33,263.66,266.01,250.94,246.27,248.35,248.15,260.97,225.67,244.85,258.87,246.42,264.64,261.09,266.60,269.63,273.55,260.92,288.23,274.38,297.58,310.13,289.53,293.37,290.36,289.75,285.62,291.52,286.47,287.60,284.40,520.53,510.74,512.62,521.01,513.40,543.53,550.76,295.82,306.42,310.30,317.58,311.84,319.51,321.17,318.70,316.41,321.18,316.20,326.34,331.29,318.97,312.62,304.39,309.93,306.51,318.41,305.28,307.44,277.83,257.78,187.54,506.83,,,,,,,,,470.50,457.15,407.56,403.22,,394.12,,,,,,,563.56,532.49,372.50
2002-01-31 21:54:50.570000,L7,183.11,210.53,227.24,233.40,242.94,253.49,254.37,254.34,248.31,223.14,219.42,210.12,226.64,220.39,218.79,223.43,250.48,228.46,208.25,207.28,217.53,232.49,234.72,241.61,252.09,253.49,,,,,,,,,,,,183.01,265.39,251.15,326.56,296.56,301.11,287.80,292.19,304.53,301.53,303.28,312.65,320.60,325.45,298.12,307.51,270.10,271.45,280.40,276.02,253.71,236.23,241.35,281.42,271.02,282.80,266.58,231.75,237.10,192.59,,,,,,,,,,,,,,,,,176.16,192.75,223.59,267.47,,,,,
2002-02-16 21:54:54.191000,L7,246.74,251.48,272.58,285.92,300.40,311.49,315.80,330.69,344.67,485.54,498.37,459.43,533.75,493.76,545.47,456.63,475.53,474.81,477.92,479.82,480.71,481.82,481.82,472.93,463.48,417.12,416.50,429.60,413.65,396.58,382.12,363.07,365.83,361.27,350.60,358.46,349.54,353.28,350.75,362.24,362.92,358.84,362.10,373.01,379.12,392.48,403.57,407.60,424.20,406.29,403.70,409.05,418.65,411.23,420.64,417.10,416.38,474.29,459.75,456.53,409.92,402.47,397.01,404.60,392.70,392.20,413.80,388.43,391.48,362.76,347.21,358.06,309.78,329.16,317.97,317.80,314.07,300.97,284.99,261.51,289.05,289.74,194.27,197.21,228.66,270.22,311.61,272.79,273.28,,314.65,321.45
2002-08-27 21:54:00.253000,L7,228.41,197.00,219.76,232.47,271.96,276.24,274.67,257.70,246.56,229.55,219.29,233.41,231.35,224.45,225.91,231.84,239.44,250.16,252.60,258.89,256.09,242.65,280.27,286.47,251.36,270.12,255.82,263.81,264.62,262.91,267.97,293.13,275.79,285.46,280.55,278.49,290.11,275.95,270.73,275.49,281.34,275.78,280.93,284.71,293.36,298.02,304.61,306.35,309.28,314.70,307.45,304.30,309.61,295.72,299.61,301.70,305.56,516.16,531.67,522.41,440.74,467.04,462.70,402.46,535.68,466.62,473.79,501.47,461.97,456.04,464.89,,,,,374.81,401.58,427.68,,,,271.60,300.04,306.94,191.79,264.02,307.19,297.73,337.53,335.70,340.02,312.83
2002-10-14 21:53:43.769000,L7,176.71,218.18,255.92,266.27,259.88,272.74,279.98,268.79,284.05,261.87,242.88,250.00,247.78,252.41,234.78,248.60,270.66,264.04,268.59,292.97,286.56,286.96,283.27,284.18,280.40,288.98,273.38,280.81,288.31,290.76,296.95,298.11,304.62,310.46,300.11,296.84,292.83,299.42,495.04,507.98,484.47,510.62,295.21,305.56,312.02,311.12,318.99,326.07,328.82,327.23,331.32,329.01,335.64,322.96,325.35,326.17,315.15,319.74,321.76,325.16,327.64,321.31,321.89,320.69,313.43,296.51,269.10,210.77,,,,,,,,,,,,,,,176.32,207.43,239.43,258.70,289.55,,,,,
2002-12-01 21:54:16.937000,L7,177.25,210.94,243.56,241.44,234.86,262.94,257.99,264.25,275.28,252.60,233.57,243.87,255.63,250.17,261.31,273.16,268.05,262.33,281.77,276.04,286.63,265.10,271.60,268.02,276.62,275.72,272.81,283.61,286.74,295.37,294.82,332.58,308.17,302.33,294.28,288.87,283.87,286.99,282.86,291.26,294.00,287.78,295.54,314.14,322.19,325.71,320.83,320.69,333.79,328.00,324.82,327.33,335.12,334.31,335.97,343.87,348.00,348.05,455.59,419.14,412.50,430.29,482.26,432.69,451.16,467.95,291.35,209.63,174.89,,,,,,,,,,,,,,179.98,258.57,276.35,306.78,341.62,,,,,
2003-01-18 21:54:30.278000,L7,179.92,230.21,249.60,264.47,418.85,434.63,444.36,280.64,286.66,529.88,544.49,489.87,465.24,508.87,505.17,524.18,523.37,481.74,503.15,506.61,503.58,550.30,303.95,324.13,315.35,331.39,433.36,420.69,466.20,331.70,384.68,485.46,403.01,410.62,396.05,369.01,339.80,337.39,337.82,337.45,312.03,307.56,335.03,329.76,332.53,377.58,361.54,372.23,389.13,406.92,416.45,426.39,426.42,406.27,393.94,544.04,420.45,430.92,420.67,402.59,412.38,400.02,421.10,433.38,413.74,403.42,372.84,437.92,452.18,446.90,383.60,451.92,407.30,468.69,455.28,452.54,274.61,269.37,240.28,,,,200.72,324.64,378.22,397.54,436.85,,,,,
2003-04-08 21:54:47.577000,L7,,205.22,232.96,265.18,277.68,277.94,294.41,317.76,267.08,261.20,237.52,238.76,233.25,253.68,236.68,235.64,274.01,236.89,248.96,251.03,275.78,416.39,408.23,395.29,386.41,341.91,349.81,355.38,340.35,326.37,318.06,322.36,331.02,323.99,317.94,320.76,313.98,304.41,308.74,314.11,291.44,282.75,322.98,345.89,335.53,347.17,345.48,351.61,346.05,363.75,368.30,376.51,346.76,335.14,363.90,355.23,354.19,358.99,336.16,341.37,361.36,357.54,354.87,344.52,348.31,285.49,251.48,212.08,293.49,273.93,304.14,297.54,223.15,269.60,263.62,258.76,227.25,,,,388.81,520.35,,186.78,218.45,261.97,252.89,,,,,
2003-04-08 21:55:11.531000,L7,,209.28,234.78,268.85,283.91,282.73,303.15,327.59,338.35,350.20,237.46,244.39,241.08,263.94,241.32,242.47,277.53,244.75,267.14,253.71,278.03,256.99,418.17,403.90,399.52,378.00,354.48,360.05,345.01,333.80,324.11,327.90,337.06,337.78,322.69,323.93,316.93,315.66,310.66,314.81,295.99,286.99,326.28,347.56,336.14,349.57,348.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:54:46.433000,L7,205.05,266.92,300.45,259.07,262.74,270.78,280.27,256.18,256.50,243.75,236.43,214.38,234.47,232.61,232.45,240.74,259.06,264.51,272.62,253.31,238.95,271.51,276.06,320.03,314.31,306.78,292.73,302.28,305.73,307.30,308.44,299.90,305.95,302.24,306.33,332.61,328.33,316.37,317.44,319.37,318.05,321.88,350.05,313.08,324.60,331.55,357.29,355.85,358.58,346.58,333.19,331.81,337.16,341.54,391.11,396.30,345.65,339.20,338.45,345.25,390.10,384.58,342.65,358.33,386.55,302.53,276.81,215.20,,,,,,,,,,,504.11,408.46,436.47,491.62,,187.67,248.91,358.37,327.98,,,,,
2003-05-26 21:54:43.917000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.52,220.94,240.42,197.40,206.37,249.94,206.60,218.16,,,,,,,195.49,215.40,236.02,191.87,185.13,195.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,174.37,203.17,231.07,238.82,242.41,258.44,259.03,242.51,242.16,233.48,216.09,211.67,215.74,223.99,224.40,227.69,246.39,255.36,250.46,236.85,221.28,238.66,243.62,261.35,273.40,277.22,279.45,281.71,284.61,297.36,297.55,298.77,293.12,300.56,299.75,295.91,289.56,296.84,286.84,289.24,287.63,285.71,287.65,309.50,314.67,310.99,311.00,329.19,323.28,329.68,318.98,319.31,315.83,323.99,325.18,324.27,321.06,312.39,305.10,312.89,329.62,325.27,325.36,319.37,318.69,280.30,256.76,185.96,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:57.544000,L5,,198.65,224.79,237.99,237.06,250.73,251.70,239.50,240.12,232.12,211.30,209.51,212.15,221.49,218.73,222.74,248.69,260.88,249.41,236.66,221.82,238.25,242.12,256.44,271.67,276.84,278.65,287.34,283.42,291.55,298.82,297.94,283.32,299.29,298.29,292.74,288.04,295.15,285.56,292.63,287.70,288.84,289.37,302.90,302.40,304.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,,200.81,243.20,261.40,258.17,271.78,271.77,256.61,252.06,229.23,214.10,211.07,217.04,224.19,224.56,237.72,260.40,258.96,262.53,251.69,250.31,246.66,248.40,264.59,273.30,273.45,274.56,283.82,294.59,305.93,310.16,304.36,304.13,317.47,292.75,284.48,275.06,274.80,271.07,276.23,288.67,285.91,292.50,311.10,312.07,314.05,304.13,307.63,314.73,323.97,313.94,316.75,324.58,327.80,325.85,329.06,331.33,322.11,327.51,308.80,311.68,309.77,312.80,304.88,300.72,295.88,271.23,202.05,,,,,,,,,,,,,,,,,187.75,225.59,245.19,,,,,
2004-02-14 21:44:57.678000,L5,,196.07,225.92,237.41,241.25,251.56,259.44,253.55,254.05,248.51,227.89,224.76,239.58,221.29,220.61,225.07,252.51,248.43,258.06,246.00,243.39,255.55,266.05,292.16,296.15,297.10,285.71,287.48,297.68,294.56,292.73,295.78,305.04,307.79,297.54,297.96,300.97,297.41,282.68,289.09,289.61,292.54,292.04,299.59,312.55,325.11,328.75,332.88,346.48,345.16,334.74,321.67,323.68,334.84,337.61,329.07,338.46,343.30,337.85,339.80,341.77,342.81,340.07,327.80,310.46,281.17,266.18,188.48,,,,,,,,,,,,,,,,,211.87,239.81,253.84,,,,,
2004-03-01 21:45:02.553000,L5,,200.39,226.93,249.30,253.31,266.37,266.86,252.53,253.17,241.80,213.67,207.95,214.20,225.09,220.23,224.61,260.26,258.06,268.22,251.50,244.70,255.21,265.74,266.52,272.59,278.73,276.13,283.64,295.22,304.81,304.70,313.29,309.71,311.96,309.69,294.64,286.79,288.60,286.31,298.19,302.18,304.17,309.70,322.22,322.20,315.63,322.42,332.43,334.10,332.29,322.04,320.53,319.93,328.39,340.98,338.43,341.94,377.92,425.16,423.41,392.64,363.70,305.42,304.41,300.80,276.84,266.49,205.78,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:45:26.384000,L5,,,,205.33,217.36,236.04,234.08,214.20,210.13,174.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-17 21:45:08.368000,L5,182.87,221.30,238.24,273.73,300.78,269.07,251.62,245.66,241.83,234.25,219.25,219.02,226.55,230.24,229.03,234.14,252.63,250.20,254.71,229.38,230.55,247.86,250.34,269.82,290.24,291.92,285.26,296.29,300.36,306.18,297.77,294.46,295.90,301.23,297.97,291.98,292.68,291.24,291.61,296.38,296.94,298.92,297.77,305.98,306.17,306.32,312.32,319.00,331.62,332.49,327.97,324.55,327.68,329.64,340.42,330.89,334.61,321.24,322.86,323.24,328.84,334.60,326.81,326.72,316.20,288.60,267.69,186.31,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-17 21:45:32.199000,L5,183.95,227.47,239.53,297.04,304.11,274.16,252.75,247.30,242.78,238.44,220.30,223.35,230.88,231.44,233.07,235.28,255.36,251.86,256.15,231.98,232.36,249.66,251.19,271.47,290.38,295.98,287.75,299.32,300.58,307.50,300.32,297.03,302.85,304.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-18 21:45:49.558000,L5,,191.74,224.05,239.80,243.55,259.21,254.42,244.45,244.37,237.23,216.51,217.21,233.62,218.71,224.08,222.02,243.22,247.82,257.10,232.30,229.73,247.26,251.28,264.99,283.50,285.69,278.60,285.01,294.35,296.99,293.13,289.39,307.13,306.55,292.89,292.41,292.46,283.22,282.11,290.41,292.51,287.95,296.79,294.65,304.58,307.71,318.36,319.98,325.47,334.56,332.47,325.23,326.36,338.25,340.22,334.12,332.93,340.82,334.10,334.73,336.75,346.64,328.92,321.34,316.72,283.51,259.91,192.05,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-18 21:46:13.246000,L5,,191.98,223.92,238.61,244.77,258.48,254.79,245.62,245.45,240.53,217.99,216.52,237.01,219.97,221.98,223.96,246.44,249.35,258.92,233.39,232.52,248.44,252.72,268.28,285.64,287.16,280.18,286.61,295.64,299.65,294.59,291.00,309.52,307.13,294.56,293.01,293.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:47:12.889000,L5,,,,,,,,,,,,,,,,182.74,198.23,184.26,191.47,204.27,184.09,200.87,214.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:48:09.180000,L5,177.25,198.84,215.44,249.44,245.20,260.18,254.24,241.35,244.45,368.37,392.40,212.38,211.88,213.09,212.83,222.66,244.35,256.82,248.42,463.39,247.43,255.09,252.02,267.88,264.88,281.22,265.98,276.51,282.29,287.06,290.20,293.57,282.60,287.14,287.03,298.49,295.34,284.36,288.00,285.46,287.11,284.99,284.43,299.77,311.76,306.72,320.27,322.40,331.39,323.61,316.71,327.85,313.60,318.84,315.20,307.85,312.14,317.51,320.64,316.48,324.16,316.42,318.19,311.38,312.27,287.14,258.44,190.87,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:48:33.010000,L5,,,183.20,200.72,206.56,229.19,234.67,219.58,206.70,177.55,183.30,181.56,172.49,181.71,,,,,,,,,,,,222.47,222.59,234.40,241.34,242.90,232.90,200.13,224.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,,200.18,219.88,249.43,236.43,249.68,257.31,241.48,230.61,216.78,216.37,211.30,205.89,214.16,214.42,221.87,229.73,231.15,240.64,230.06,221.88,238.50,250.89,256.21,266.14,271.80,271.66,277.82,284.97,286.31,291.75,289.46,283.17,286.69,289.20,295.27,293.86,286.92,287.20,295.12,286.67,291.30,296.66,299.68,299.58,303.16,307.51,321.06,318.27,330.48,318.62,320.48,324.75,329.68,322.35,321.28,312.69,319.35,322.38,309.15,318.49,310.41,312.97,317.11,310.27,288.93,259.93,184.64,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:56.995000,L5,,200.14,219.88,249.43,236.43,249.13,255.00,241.48,230.49,216.51,216.37,210.83,205.84,214.16,214.42,221.87,229.41,235.06,240.64,230.06,221.88,239.73,250.94,256.21,265.70,271.80,270.48,276.84,284.97,286.31,286.57,289.46,283.17,286.69,289.20,295.27,290.72,286.92,286.39,289.93,286.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-24 21:49:18.016000,L5,,199.04,225.23,242.32,252.06,256.25,256.18,244.84,237.85,214.76,209.86,208.51,209.50,213.60,212.44,219.23,233.84,234.69,242.55,229.27,227.13,247.58,249.73,257.49,262.77,273.36,263.31,272.44,275.94,276.08,275.76,281.48,294.09,293.93,289.15,296.21,296.74,282.95,281.50,279.36,283.76,274.85,284.74,297.56,308.07,308.78,313.36,315.78,329.58,320.56,316.31,315.39,315.35,316.39,316.35,310.63,311.72,317.47,306.41,319.06,320.57,312.82,309.54,315.71,305.31,279.25,247.74,187.82,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,174.80,200.95,227.88,250.73,253.18,267.41,263.21,248.80,246.12,228.92,214.28,215.63,210.90,221.82,219.60,224.12,244.01,246.07,252.58,238.40,239.47,251.13,257.15,264.31,270.18,271.76,273.80,274.44,283.48,289.64,302.64,291.59,288.15,301.46,294.95,290.94,296.33,287.59,285.00,287.08,289.43,291.00,293.24,302.64,307.23,307.57,316.41,323.09,320.42,324.69,318.31,327.50,319.69,321.29,325.04,327.39,318.62,314.65,319.58,322.59,316.01,312.98,306.29,317.47,310.39,283.46,259.60,199.88,,,,,,,,,,,,,,,,,188.65,222.96,249.51,,,,,
2004-09-25 21:50:31.000000,L5,174.66,201.88,227.93,251.60,254.16,269.21,264.02,251.88,246.58,230.04,215.65,215.86,212.49,225.46,224.13,225.12,245.08,248.22,253.87,240.13,241.50,254.60,261.96,265.66,272.65,274.82,275.10,278.40,285.16,290.32,303.20,292.88,290.43,303.24,296.48,289.02,297.72,288.82,286.59,288.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
