dates,satname,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114
2000-02-20 21:52:53.613000,L7,317.79,326.77,317.34,479.84,450.55,478.65,260.17,257.38,268.94,217.04,214.42,487.49,500.55,500.23,504.47,496.71,452.82,295.13,289.98,476.46,438.16,382.01,388.98,389.98,285.59,268.67,201.42,180.62,470.42,458.58,457.71,450.20,457.32,461.49,473.42,477.86,496.25,490.86,494.49,426.91,433.20,453.76,480.49,468.68,477.43,482.73,421.24,448.38,482.45,503.56,356.52,351.57,340.77,345.90,328.11,355.10,355.96,356.18,352.39,344.53,335.46,333.68,326.84,315.27,321.02,313.69,318.77,314.29,311.13,323.56,335.22,330.52,330.05,319.91,312.19,308.60,315.39,315.38,312.74,302.16,312.78,309.39,304.61,303.41,289.56,299.95,293.33,302.24,305.13,306.61,306.53,320.62,304.20,308.50,278.55,504.81,497.25,508.64,517.77,512.59,493.80,476.43,505.67,486.14,415.59,436.87,429.32,396.41,409.72,386.41,397.70,472.82,462.47,457.57,371.53
2000-04-01 21:46:58.583000,L7,507.16,517.38,511.72,499.83,484.25,490.20,500.84,478.36,492.18,502.65,503.35,518.14,508.34,482.47,490.57,379.39,481.41,485.83,480.45,475.80,486.02,490.26,502.03,489.78,467.27,479.72,493.85,490.77,484.54,478.42,231.59,268.74,179.88,208.05,265.47,241.15,295.48,295.84,230.03,284.39,163.01,365.34,357.18,220.02,368.97,375.01,379.29,383.36,330.95,367.48,367.89,370.41,356.64,364.79,332.49,363.72,361.85,363.25,342.75,479.03,468.19,461.99,,,476.07,447.81,451.70,462.11,473.48,517.64,507.22,516.13,507.25,497.65,509.98,505.71,436.22,486.87,460.45,496.83,490.54,444.55,365.70,370.82,378.15,382.95,371.78,370.60,369.49,367.67,369.67,371.83,381.12,391.56,458.14,443.52,447.11,471.01,473.92,497.48,465.15,498.05,481.83,492.09,513.36,521.97,407.55,443.55,429.39,367.25,449.95,490.94,507.84,494.12,496.60
2000-04-17 21:46:44.595000,L7,324.41,329.53,318.40,312.60,336.53,334.83,334.58,324.96,330.44,327.63,333.16,342.31,354.15,358.25,360.68,365.45,354.81,352.34,350.76,367.58,357.82,355.54,307.28,306.25,282.11,274.16,195.09,186.46,161.18,273.37,349.45,345.50,342.78,347.08,352.22,492.02,516.24,511.71,525.19,281.30,356.45,355.49,360.30,313.01,361.84,370.64,375.17,365.83,442.05,416.70,403.14,409.67,421.44,405.66,408.15,399.59,402.02,527.35,491.21,512.85,508.43,489.99,480.21,481.85,481.29,487.70,484.13,499.10,484.77,489.22,376.20,383.49,369.85,372.81,369.47,355.01,350.72,345.47,353.18,360.34,351.37,356.09,384.47,371.44,375.50,365.58,367.29,374.82,373.12,376.58,369.70,375.89,365.92,367.58,353.84,373.31,397.66,407.08,414.92,425.43,408.10,417.63,422.56,397.18,372.08,354.83,348.91,337.60,340.25,355.12,338.59,458.87,497.04,341.14,348.58
2000-05-03 21:46:43.127000,L7,,,518.84,478.06,474.08,476.68,484.74,475.01,468.66,470.20,480.15,489.92,466.89,456.30,505.98,511.45,505.69,519.89,511.09,493.12,515.78,497.63,497.07,457.23,425.73,422.17,438.93,437.66,523.23,514.22,446.23,438.96,410.06,508.83,519.20,452.10,516.07,502.38,512.06,521.47,522.26,507.79,497.46,503.36,488.37,462.89,464.83,471.96,526.92,294.74,306.38,299.97,427.98,421.90,494.47,499.93,505.23,513.64,521.87,510.53,497.96,437.45,429.08,495.27,489.18,489.06,470.77,498.41,484.33,492.87,278.62,316.60,316.63,289.13,297.96,298.06,294.20,291.87,264.34,300.87,519.77,531.79,298.71,293.26,300.61,296.82,415.24,410.10,495.52,403.11,439.54,438.68,441.25,429.97,422.02,425.56,420.49,422.94,436.54,455.61,466.51,469.11,454.27,527.41,503.40,464.03,468.06,456.97,466.34,480.41,441.11,483.00,467.92,374.49,359.21
2000-05-19 21:46:31.829000,L7,494.90,484.08,482.87,465.69,468.41,461.00,438.60,424.70,269.58,325.29,329.88,339.95,340.26,359.92,468.94,483.58,443.24,451.99,461.41,478.23,460.65,447.51,496.27,422.97,417.81,490.51,484.00,448.78,424.48,464.96,459.42,445.40,470.80,464.03,458.25,501.24,473.03,457.47,464.49,484.05,472.75,438.22,433.46,443.11,475.15,472.07,489.43,466.03,,509.48,505.22,442.39,420.69,458.34,482.66,467.12,469.22,454.54,472.85,487.62,491.39,449.11,388.68,381.79,383.54,448.73,453.65,450.86,452.65,394.98,437.72,415.53,452.74,453.70,424.01,380.52,417.53,427.97,446.02,387.38,397.81,405.68,303.63,294.93,309.63,315.64,307.52,304.82,430.01,390.78,394.69,392.04,406.18,415.78,401.88,398.98,409.00,403.94,413.73,414.77,419.72,505.55,488.70,499.01,382.76,374.93,434.24,413.04,392.43,339.52,340.76,348.40,342.45,342.29,356.16
2000-07-13 21:51:43.794000,L7,379.09,383.69,383.69,372.36,370.44,462.70,457.63,476.65,308.17,313.73,312.15,177.48,304.24,345.45,345.69,339.87,346.79,334.34,441.63,273.49,259.87,182.08,341.82,451.39,418.92,443.97,348.60,190.31,361.78,350.17,353.80,347.36,505.47,339.79,346.56,318.45,350.04,348.67,342.44,362.67,355.54,351.65,349.59,361.02,367.44,371.95,471.74,510.29,442.05,487.23,503.90,484.75,481.37,497.82,507.05,498.84,493.82,499.52,496.71,501.68,512.27,512.70,514.34,499.35,507.18,497.00,422.14,522.43,521.64,516.74,525.48,324.93,319.09,317.73,508.43,495.89,483.34,491.67,494.70,499.93,506.96,517.89,530.89,526.11,505.07,488.75,511.53,522.28,525.77,465.01,408.76,452.69,459.45,482.29,494.67,471.95,439.67,370.68,438.23,485.33,462.90,502.13,502.59,379.17,366.43,344.86,518.75,508.14,513.51,511.36,500.14,417.83,420.68,387.57,427.12
2000-07-13 21:52:07.753000,L7,379.55,386.94,385.88,371.95,411.19,462.07,457.45,475.72,472.75,486.43,497.25,504.85,493.91,496.06,502.72,507.99,514.61,522.67,506.61,512.74,508.08,510.13,516.54,518.36,531.54,442.27,515.86,523.20,519.43,510.30,494.76,509.34,503.10,503.01,491.67,493.56,497.31,502.36,508.41,526.11,398.64,396.26,392.56,412.84,417.03,419.72,441.79,509.13,436.05,301.21,309.86,483.55,479.97,495.86,505.27,496.67,491.61,497.58,494.30,401.35,390.72,436.53,512.16,497.62,504.35,353.18,447.06,449.31,450.40,516.30,523.17,516.03,515.75,500.47,377.85,386.22,385.51,371.73,494.23,499.68,506.14,517.77,529.82,525.26,364.27,487.16,510.59,519.58,525.38,480.33,454.54,453.03,457.12,531.29,532.76,523.95,525.63,515.39,521.18,533.86,539.99,499.00,502.10,486.16,525.01,541.62,517.59,507.95,513.32,511.50,499.75,444.03,535.78,323.26,483.29
2000-07-29 21:51:26.388000,L7,490.30,497.67,391.66,470.51,486.51,209.02,297.60,287.47,305.76,306.98,246.85,318.07,324.17,322.06,331.80,331.07,334.52,328.37,335.08,269.23,241.60,182.26,497.44,446.69,500.09,319.09,351.65,362.52,343.51,354.07,314.05,344.48,339.53,518.54,518.03,521.91,352.28,352.42,353.46,351.12,347.83,345.96,356.09,361.10,358.64,364.27,369.77,428.05,439.14,305.72,306.10,286.14,482.16,486.03,351.59,339.05,345.10,395.36,492.16,338.62,334.52,322.24,323.84,413.88,316.80,311.37,295.53,318.46,305.01,303.16,502.08,507.42,500.94,479.99,471.27,487.31,484.82,473.98,489.16,481.91,382.74,382.69,373.77,383.38,403.09,496.19,505.01,491.23,388.01,415.82,411.52,419.75,407.26,402.79,406.27,398.43,430.35,427.09,422.46,435.28,448.50,474.18,483.66,453.05,415.43,396.27,389.51,372.89,388.08,393.83,448.70,498.77,487.56,455.60,483.23
2000-07-29 21:51:50.349000,L7,495.22,507.37,518.16,487.81,495.27,474.62,453.10,416.03,403.43,431.61,447.70,468.85,488.17,473.66,482.40,480.71,480.93,502.53,487.10,485.24,472.63,499.96,501.49,492.63,506.56,527.64,345.68,356.14,475.51,493.28,520.90,429.53,409.20,334.51,345.43,310.16,346.45,349.54,346.34,343.25,476.04,535.69,528.58,421.76,425.46,427.34,468.13,460.61,459.93,496.47,477.52,459.58,448.89,454.34,448.99,491.76,446.21,454.25,452.13,447.71,453.97,495.20,510.43,493.94,414.06,405.68,402.44,405.08,404.26,499.85,505.97,511.04,505.70,484.42,477.35,299.10,288.42,273.58,287.94,487.98,475.73,288.37,515.35,503.90,488.03,501.81,272.62,303.27,292.18,424.86,423.12,429.23,425.22,430.06,429.55,427.42,439.93,442.90,444.62,447.83,475.87,486.10,489.85,470.99,472.40,433.35,405.83,436.84,410.32,412.00,457.78,506.21,492.10,461.05,488.28
2000-08-07 21:45:32.940000,L7,435.63,524.42,481.34,484.34,474.72,469.54,469.63,480.02,464.85,471.31,469.23,483.41,482.85,480.67,495.75,487.81,467.10,474.21,417.10,416.40,408.53,238.77,314.06,308.24,286.53,300.04,201.13,185.41,175.26,491.38,404.51,450.43,445.61,435.07,456.44,493.59,467.02,451.74,396.27,509.10,499.45,480.58,487.67,479.59,462.18,366.91,503.87,481.07,471.54,347.15,364.49,332.07,482.57,470.42,475.64,458.12,471.34,384.05,495.57,480.84,476.60,433.41,477.44,490.66,472.14,375.42,372.65,453.78,453.41,316.70,334.91,444.24,457.58,272.35,272.98,425.44,338.29,370.09,253.82,278.80,340.42,279.52,473.48,478.87,369.63,352.35,473.99,477.88,512.18,498.02,491.37,408.46,532.99,519.94,313.19,348.06,520.00,533.09,476.45,520.15,488.51,471.70,457.24,417.51,466.31,463.58,458.20,451.42,527.93,477.63,329.96,343.41,334.35,439.82,427.61
2000-08-14 21:51:20.176000,L7,403.97,409.89,397.75,340.46,441.72,452.27,447.13,467.04,441.95,435.33,437.64,445.16,453.09,450.78,450.76,449.22,454.85,445.88,463.70,463.31,466.33,464.38,459.96,482.98,491.38,437.42,385.43,376.72,342.28,225.85,505.50,500.98,514.31,289.24,297.50,374.11,321.34,504.69,372.66,374.28,370.36,322.81,304.53,259.07,246.47,215.93,253.06,321.35,322.91,343.62,264.19,352.78,275.78,489.58,487.06,500.90,497.73,443.49,490.62,516.31,492.75,488.43,472.62,481.87,462.27,464.89,454.65,454.12,452.66,450.76,443.53,433.58,434.64,429.76,438.07,436.03,449.01,450.43,467.81,461.07,456.70,464.80,471.43,474.83,503.08,473.58,498.88,490.08,495.79,505.78,523.22,524.38,504.57,510.48,506.95,501.46,493.85,509.05,515.98,533.52,501.61,496.81,467.48,445.73,363.06,353.42,347.63,334.12,331.81,331.27,336.90,354.23,346.77,411.80,409.81
2000-08-14 21:51:44.223000,L7,406.33,411.15,240.18,330.13,331.90,450.85,446.83,466.03,441.18,434.54,436.30,444.19,451.58,450.40,450.19,449.07,453.42,445.29,462.15,462.90,466.01,463.77,458.22,482.87,490.95,485.68,479.79,494.12,487.47,478.48,474.87,474.95,481.24,478.20,486.57,489.60,490.97,503.91,505.82,500.69,489.68,446.78,491.74,479.78,506.54,504.24,485.74,491.14,487.34,517.99,503.70,501.76,484.39,491.15,490.06,502.36,500.62,496.32,490.01,481.60,492.51,488.08,471.79,412.51,408.84,410.03,454.09,453.57,452.48,450.12,443.02,432.84,435.38,429.65,385.46,435.46,448.91,449.87,467.44,460.66,455.99,464.84,373.75,475.21,502.56,472.67,498.18,489.23,316.17,321.42,325.68,321.63,275.98,266.77,380.89,330.61,320.21,306.36,514.75,478.36,540.20,496.81,468.58,486.12,459.28,519.79,522.09,505.97,460.02,435.55,436.79,451.71,482.23,474.69,492.10
2000-09-15 21:50:49.667000,L7,506.93,512.69,432.83,526.93,497.74,484.60,436.93,257.28,266.22,206.16,,472.77,460.24,456.30,461.95,449.33,,,474.50,500.56,493.77,504.07,506.67,290.64,275.25,171.33,179.03,492.36,525.18,220.80,296.63,304.43,231.85,198.80,246.84,237.63,281.28,304.35,301.12,273.34,539.88,469.54,452.83,449.95,445.77,446.49,460.42,472.60,340.27,339.45,334.35,538.39,514.46,489.00,492.98,500.36,519.26,514.23,506.27,515.46,475.35,491.21,486.70,355.85,369.46,368.39,454.69,458.52,508.26,476.89,472.85,465.65,459.74,476.32,332.83,328.11,480.36,469.83,462.91,472.46,494.15,497.55,499.84,533.35,488.20,486.07,484.03,507.84,330.66,340.65,349.50,525.41,266.59,328.53,299.24,265.91,347.08,351.87,354.15,361.79,373.40,377.05,376.95,345.09,335.26,316.47,312.33,310.60,307.48,326.94,316.99,330.68,324.52,319.73,347.31
2000-09-15 21:51:13.624000,L7,255.85,324.10,313.90,,499.51,485.28,466.23,258.38,269.10,207.55,,478.70,461.76,460.29,467.91,453.83,,,475.44,501.15,464.67,507.44,508.49,289.36,194.92,266.92,175.24,495.23,532.98,265.93,297.56,306.18,233.01,201.62,253.55,237.75,279.84,306.95,298.54,276.98,317.07,315.03,314.10,313.95,329.86,333.05,337.97,328.17,346.08,341.29,335.87,222.99,466.47,468.76,471.58,460.59,488.66,487.66,479.84,492.04,453.53,469.04,460.50,460.38,520.33,490.58,458.11,460.79,464.88,477.59,477.28,466.41,463.27,479.34,444.79,385.24,484.39,471.58,465.64,475.07,495.54,503.14,500.84,509.86,490.48,490.02,485.93,509.26,520.37,520.90,494.49,526.60,481.19,508.70,501.44,482.02,347.95,511.28,511.05,488.46,500.40,499.34,492.40,480.43,501.68,316.70,492.84,474.14,446.87,459.85,443.36,472.14,479.16,497.25,514.66
