dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0048,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2000-07-04 21:57:38.483000,L7,231.17,320.23,304.98,249.63,260.37,314.85,338.80,347.06,358.22,352.66,372.22,377.56,370.82,370.60,369.61,363.76,361.32,361.49,349.00,353.66,359.59,329.79,352.57,348.75,349.33,351.82,344.40,339.05,316.46,,206.04,253.06,230.16,260.34,273.44,296.69,309.29,306.68,313.83,288.24,267.71,,250.24,289.12,293.99,294.82,247.86,317.63,,193.18,263.82,281.12,306.29,317.48,335.39,328.46,338.67,348.50,341.29,187.94,226.41,238.41,341.20,,,296.79,223.46,,,,,,,,358.89,,,,,,,,,,,,287.81,330.29,343.57,213.74,,,189.32,311.27,303.57,270.19,347.96,315.82,330.48,315.96,,250.34,311.16,338.28,308.64,293.18,283.06,259.53,245.05,264.12,279.86,,,
2000-07-11 22:03:41.691000,L7,,,,,,,,,,,,,,,,,,540.68,542.85,540.72,509.37,509.81,503.21,490.03,483.94,474.29,468.09,456.28,427.04,438.53,436.85,356.01,341.55,345.01,423.86,442.04,384.75,372.17,372.55,347.65,336.10,307.70,334.56,325.02,372.54,288.05,324.39,382.38,333.66,292.00,291.64,345.33,347.37,249.97,274.16,249.75,263.14,342.44,324.18,302.18,369.27,358.88,345.10,,,,,224.05,222.00,264.59,248.88,266.53,192.50,253.64,274.19,525.17,507.72,530.55,,,537.84,527.09,406.53,373.71,495.89,554.85,442.02,427.96,427.88,540.12,440.27,475.85,496.10,519.27,455.99,448.75,465.37,487.61,480.02,,,,,319.64,388.94,407.05,418.00,401.41,389.50,370.81,370.08,,,
2000-08-05 21:57:08.715000,L7,441.99,413.28,380.04,472.52,358.39,371.84,382.63,385.59,402.13,398.20,408.11,410.92,406.26,401.27,404.11,398.51,397.61,400.27,389.44,399.03,393.71,377.94,393.15,398.95,501.71,532.03,516.06,524.68,515.44,518.56,534.10,538.93,352.79,533.29,550.02,401.42,400.66,359.78,366.79,375.72,363.71,335.24,306.00,339.98,383.42,398.79,330.98,397.79,352.53,423.03,362.06,344.34,384.17,449.51,374.06,384.88,377.28,391.68,420.86,382.87,413.83,416.23,411.55,409.49,357.84,407.94,389.81,336.99,367.62,397.18,402.99,377.63,414.19,391.41,419.55,441.47,336.09,398.52,366.83,356.56,359.02,387.57,368.98,389.61,379.25,347.83,381.61,404.55,389.43,399.93,394.24,297.77,281.51,402.93,394.75,403.25,422.94,432.33,393.28,397.26,340.41,283.60,350.98,410.71,375.73,342.04,308.62,328.74,316.11,336.11,319.09,311.90,357.36,357.73
2000-09-13 22:02:50.153000,L7,226.30,264.87,292.50,214.56,220.10,199.53,193.81,515.55,526.76,535.39,532.44,534.22,525.25,521.04,512.99,504.62,492.31,490.20,472.62,484.04,446.96,467.14,472.14,459.40,454.20,444.05,436.91,341.35,238.96,399.91,397.81,326.79,326.27,337.66,363.46,395.15,368.44,365.68,356.44,336.47,318.52,298.23,316.35,306.35,356.54,271.31,306.11,353.68,256.38,273.57,263.39,292.77,329.97,224.53,224.82,218.27,533.12,328.34,259.25,193.37,212.70,245.98,308.76,,,,,,,,,,,,479.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-22 21:56:29.431000,L7,442.52,409.71,391.87,384.30,352.86,370.01,382.29,389.19,398.76,396.78,406.60,410.50,409.89,404.61,406.66,406.71,404.96,405.54,396.36,403.37,520.33,516.86,517.18,518.83,542.93,516.99,512.14,515.00,534.62,524.86,508.64,520.41,550.29,377.02,372.67,404.45,398.69,350.94,379.99,392.25,377.87,371.08,371.32,373.02,408.75,423.07,428.17,407.31,397.99,435.12,418.50,404.15,419.70,391.99,399.08,398.17,405.15,399.20,409.65,421.65,429.27,433.78,416.50,408.44,406.44,403.89,413.98,392.34,398.30,396.17,402.29,398.22,405.15,422.44,416.45,420.94,379.49,369.73,398.16,361.46,386.82,385.23,403.18,400.42,413.84,443.76,398.99,435.07,397.53,441.42,426.64,436.83,413.76,426.50,422.16,509.34,428.89,436.45,415.10,411.84,381.28,420.45,425.06,413.29,408.70,411.93,415.37,397.41,387.05,414.61,402.52,408.06,407.34,408.47
2000-10-15 22:02:20.178000,L7,,,,,,,,502.36,520.87,523.44,529.23,533.99,522.55,519.53,510.32,505.96,493.34,479.95,450.01,475.87,450.40,462.46,464.69,446.94,446.90,439.59,431.55,420.00,302.77,396.36,385.28,348.71,340.09,350.34,379.98,395.63,377.02,373.10,374.67,347.73,330.96,346.69,326.21,319.32,370.01,382.00,324.02,355.93,282.83,296.64,266.12,331.31,336.98,228.15,230.89,222.82,228.25,338.02,331.62,252.99,342.34,322.86,318.02,,,,,,,,,,,220.97,221.76,188.20,198.49,198.76,192.86,161.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-09 21:56:21.390000,L7,,,,469.79,340.84,359.77,371.80,377.88,387.07,382.30,390.79,397.46,394.38,393.37,393.09,393.63,389.97,385.94,366.13,373.56,372.82,367.41,380.19,377.66,377.02,370.77,348.53,293.13,,200.18,358.20,355.29,292.86,291.90,352.29,339.11,363.60,394.98,244.71,308.49,392.22,446.56,412.73,391.62,397.06,406.06,407.95,394.31,310.94,291.22,223.13,198.80,341.55,409.05,403.76,403.67,411.27,548.60,412.30,,375.98,409.25,367.47,514.15,534.12,551.81,546.56,496.32,538.39,398.31,395.49,402.15,404.64,408.96,415.28,398.02,389.60,399.57,405.77,371.10,387.07,402.80,388.42,376.66,407.45,416.41,352.36,199.47,523.89,487.85,445.84,,245.84,257.23,245.62,265.05,350.14,400.61,498.20,518.40,432.16,451.19,539.34,541.14,417.11,413.68,414.77,400.19,397.81,413.96,403.32,413.42,413.32,413.78
2001-01-03 22:02:36.401000,L7,,,,,,,,,400.92,510.63,527.70,523.01,335.25,386.74,375.27,417.09,420.80,412.01,419.80,459.24,449.76,437.17,429.03,411.48,406.16,407.79,412.17,351.26,309.20,318.08,380.22,361.84,335.99,353.47,375.09,373.36,372.71,378.86,380.61,365.84,327.27,353.71,338.79,321.28,378.29,387.33,319.61,343.62,296.23,360.27,280.76,349.02,334.34,222.94,211.94,215.78,215.96,345.65,341.65,216.54,347.14,332.21,322.64,297.18,,,,,,,,,,227.82,219.96,184.43,196.58,189.29,196.73,170.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-12 21:56:30.696000,L7,422.40,380.16,358.11,342.14,325.60,345.16,361.72,364.58,368.76,370.96,381.72,387.67,383.78,377.39,377.50,377.26,373.09,370.04,351.97,370.65,361.51,356.40,369.50,383.20,362.59,360.64,354.30,349.74,321.42,312.31,337.65,347.72,327.04,335.87,341.92,362.84,375.63,356.09,380.40,364.85,363.32,349.77,357.16,360.34,387.28,402.65,404.77,393.57,378.91,419.55,404.62,398.17,412.15,391.32,386.84,390.24,390.90,377.55,403.36,412.22,414.41,416.33,411.17,400.30,391.79,391.35,393.18,377.89,380.12,383.82,368.78,386.64,386.69,401.77,396.86,392.11,360.97,378.62,390.50,360.24,379.70,388.53,373.75,361.39,389.21,409.02,397.98,419.83,380.92,414.78,401.37,405.29,400.36,392.44,389.24,401.84,397.24,406.73,387.95,379.82,364.16,405.69,408.49,397.38,392.25,400.89,397.21,386.97,388.94,399.61,395.38,403.24,417.47,491.74
2001-02-04 22:02:38.355000,L7,424.45,193.44,198.12,177.36,,,,,397.09,492.69,519.92,516.03,500.10,499.17,488.20,312.54,345.49,369.86,406.90,367.03,255.63,428.05,430.55,414.18,414.52,395.98,375.40,324.40,286.37,295.10,305.22,319.83,218.47,303.08,336.24,324.34,341.19,353.53,354.01,335.13,277.67,268.96,304.10,296.17,291.77,264.78,294.28,331.05,272.48,278.37,266.61,285.07,322.53,205.49,181.81,183.31,209.38,332.34,308.77,192.11,199.07,233.95,267.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-20 22:02:36.849000,L7,248.00,260.62,286.01,213.00,252.17,186.72,204.54,299.51,402.80,506.45,522.19,514.71,335.51,362.59,361.50,387.24,404.55,272.30,255.56,269.18,263.66,441.70,396.28,293.21,329.46,396.92,395.67,233.22,212.71,296.08,295.21,317.18,269.79,327.50,354.66,369.72,362.81,366.74,355.53,341.30,302.68,275.66,312.80,292.68,291.21,269.95,294.77,338.04,268.16,281.79,260.35,301.79,312.95,209.64,179.09,194.97,201.63,335.40,236.34,,,,,,,,,,,,,,,209.21,174.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01 21:56:21.596000,L7,445.81,413.56,390.32,377.09,373.71,385.80,388.77,399.22,401.50,392.53,403.51,409.94,406.74,402.54,405.13,399.82,400.21,397.51,389.55,328.45,362.30,380.75,395.34,393.83,388.94,389.00,378.57,375.93,407.42,346.34,365.46,454.60,442.25,424.56,368.56,396.65,404.22,377.54,396.16,390.01,375.58,369.14,372.03,374.71,404.55,424.61,426.81,410.05,398.77,434.65,415.75,403.71,414.60,397.54,419.59,410.26,405.55,398.35,420.35,426.47,427.88,425.53,421.30,410.00,405.08,402.72,410.90,400.44,402.82,398.69,396.74,394.65,415.93,429.34,417.54,418.79,394.96,398.08,426.04,386.81,386.69,419.36,387.97,380.14,404.88,435.28,388.64,421.21,402.13,436.47,415.53,429.08,413.87,413.72,413.69,423.32,422.18,434.88,419.44,422.11,389.78,427.50,426.49,422.05,405.47,419.56,412.05,403.54,392.89,413.88,403.59,417.12,399.44,418.52
2001-03-24 22:02:23.691000,L7,,,,537.68,510.49,533.36,539.24,541.08,544.18,549.26,553.63,548.08,539.23,533.81,524.51,523.17,509.28,496.07,469.46,486.91,470.11,475.19,476.72,467.91,459.61,449.36,441.94,437.12,300.58,414.72,412.36,550.59,535.67,538.51,559.21,417.80,388.55,394.94,392.61,540.67,515.08,525.33,503.90,335.21,390.79,390.69,359.82,366.70,306.13,369.80,284.73,352.46,345.45,241.14,248.17,235.82,249.74,355.77,349.23,297.47,355.39,519.70,505.71,499.95,497.51,475.18,,212.20,234.34,254.56,248.18,256.64,204.72,255.30,252.98,191.66,214.22,216.40,204.58,175.04,391.91,415.44,379.69,330.97,379.05,390.72,382.71,396.41,359.09,,,,324.99,332.10,343.57,,,295.41,340.03,302.11,358.94,,,,,,297.18,287.42,226.80,231.03,,,,
2001-05-20 21:55:53.025000,L7,368.13,330.66,300.79,238.33,226.25,238.10,174.96,,,308.78,352.69,357.09,353.94,349.64,356.41,358.03,353.23,350.18,329.49,347.57,347.31,327.93,341.47,347.78,345.00,348.33,176.63,339.37,317.17,171.66,223.17,262.30,250.91,266.74,285.20,303.43,353.98,326.02,333.51,303.34,306.55,269.13,274.98,308.44,321.77,380.12,295.26,337.15,319.80,375.59,290.55,304.78,349.81,472.12,463.23,400.85,456.49,356.87,360.56,309.84,363.88,396.72,382.48,386.96,183.94,335.76,489.30,238.15,306.71,348.20,374.23,355.64,500.25,455.00,406.23,492.19,480.55,490.63,389.42,471.75,491.38,483.23,485.81,433.82,439.78,410.38,500.96,464.02,434.45,479.54,453.33,463.95,439.28,437.53,516.08,515.74,454.98,500.79,422.46,406.81,499.91,429.99,392.44,517.88,221.77,248.22,413.70,377.19,480.22,394.90,234.08,243.34,196.96,399.61
2001-06-12 22:01:48.945000,L7,208.81,192.88,207.83,193.31,189.36,177.12,194.96,292.68,512.90,520.67,525.05,519.54,519.37,512.82,500.81,496.38,488.68,481.67,447.66,466.44,442.36,451.03,453.25,441.06,439.57,427.43,423.76,412.78,,286.79,301.88,306.20,314.65,321.56,338.11,344.28,345.04,343.71,341.74,303.49,286.29,,201.70,278.35,293.29,184.43,295.34,342.80,239.93,243.18,254.62,272.24,318.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-21 21:55:29.297000,L7,348.65,323.09,308.73,285.40,,,,329.70,313.80,332.09,357.63,361.42,362.57,359.21,358.76,356.41,350.34,343.89,323.75,338.99,344.53,324.02,338.97,334.55,333.01,336.32,327.02,322.81,,,,,,252.51,272.60,290.20,293.27,303.41,311.56,288.34,,,,,,,236.74,313.32,,305.76,258.39,281.86,311.24,,330.99,315.54,332.80,342.47,232.75,183.44,237.39,243.29,310.04,,,,,,,,,,,,287.09,,,,,,,,,,,,245.05,326.55,337.49,,,,,,,,337.57,310.47,320.97,306.29,,244.94,302.20,284.74,288.34,,,,,,,,,
2001-08-08 21:55:01.113000,L7,364.72,338.63,320.95,280.55,,305.12,319.68,333.25,331.42,342.37,357.12,364.97,359.58,361.09,358.99,356.32,354.00,348.31,332.96,350.82,316.92,259.18,330.06,351.10,346.24,349.71,341.51,335.11,263.85,,209.37,245.10,233.60,257.06,273.70,298.73,332.42,311.38,316.02,288.13,285.25,253.28,246.23,289.48,296.95,348.82,257.19,319.13,,206.54,269.51,284.45,314.91,,335.00,342.13,347.74,348.98,338.23,186.28,224.66,238.30,306.94,355.11,,,,,262.74,296.71,309.60,,,,364.22,,295.71,340.54,,,,256.05,293.99,325.99,316.69,,258.04,332.97,352.43,301.76,,,,,,,176.39,317.12,332.69,311.97,204.00,246.37,306.28,293.41,245.72,,,,,265.96,274.71,251.78,306.70,
2001-08-15 22:01:02.634000,L7,246.57,542.16,420.72,407.60,239.88,195.38,201.61,289.08,424.09,494.30,507.18,516.72,501.87,502.75,491.94,485.07,477.52,251.80,268.86,283.94,240.13,448.51,450.00,435.20,431.35,426.05,419.85,410.41,224.19,290.33,297.57,314.86,310.69,324.23,343.10,358.80,357.40,345.67,340.11,318.67,294.77,263.02,298.34,292.01,309.06,242.72,299.89,341.38,253.65,259.20,257.74,274.02,313.54,220.63,206.08,209.55,225.63,,,210.08,200.87,231.81,297.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 21:54:48.593000,L7,351.54,329.41,304.07,288.09,230.49,,,,324.21,341.00,354.20,361.12,355.34,356.83,356.31,350.28,351.28,370.59,460.01,416.48,262.96,255.68,273.55,355.34,349.56,348.92,335.22,327.05,313.37,,221.75,249.93,253.65,266.24,277.37,302.16,327.22,309.80,317.24,292.81,291.02,257.27,240.61,266.47,295.26,276.68,229.96,303.41,,327.06,280.06,288.38,322.24,228.33,332.63,336.86,354.58,345.14,348.44,274.02,319.70,244.15,308.23,359.46,,,,182.00,264.53,199.44,320.56,331.57,342.29,272.50,358.20,285.80,301.66,225.04,,,233.88,262.35,320.88,321.70,336.41,265.77,293.29,336.42,354.36,327.68,246.69,239.70,260.01,315.06,359.27,390.40,388.05,364.35,349.17,332.77,356.71,361.57,335.28,357.92,355.28,334.75,307.00,322.38,320.80,324.10,342.42,172.34,237.87,331.06
2001-09-09 21:54:36.880000,L7,409.02,393.96,387.49,374.15,363.86,391.98,392.73,399.78,398.24,400.67,410.36,411.96,408.03,401.97,402.55,400.15,399.57,396.51,389.31,399.47,396.45,379.77,391.74,393.48,390.63,389.71,379.48,379.31,360.29,354.37,366.38,381.16,356.95,369.59,366.95,397.15,404.90,372.95,400.27,389.15,370.12,367.37,366.46,352.55,392.90,412.09,410.76,393.85,387.94,427.22,412.12,384.68,415.72,387.69,377.88,398.96,400.86,398.10,408.07,418.49,429.01,429.65,417.71,414.87,358.12,388.41,414.03,371.89,395.59,385.82,399.81,371.89,394.94,414.69,418.58,420.59,378.86,379.80,417.55,376.29,384.32,417.48,381.44,374.60,386.53,446.91,375.73,415.43,399.62,455.80,424.04,438.85,384.59,411.88,416.37,433.34,426.06,438.69,417.60,401.23,380.38,419.00,420.53,403.79,395.25,356.38,349.09,329.36,325.64,322.34,360.71,383.57,366.58,411.14
