dates,satname,nzd0292-0000,nzd0292-0001,nzd0292-0002,nzd0292-0003,nzd0292-0004,nzd0292-0005,nzd0292-0015,nzd0292-0016,nzd0292-0017,nzd0292-0033,nzd0292-0034,nzd0292-0035,nzd0292-0044,nzd0292-0045,nzd0292-0046,nzd0292-0047,nzd0292-0048,nzd0292-0006,nzd0292-0007,nzd0292-0008,nzd0292-0009,nzd0292-0010,nzd0292-0011,nzd0292-0012,nzd0292-0013,nzd0292-0018,nzd0292-0019,nzd0292-0020,nzd0292-0021,nzd0292-0022,nzd0292-0023,nzd0292-0024,nzd0292-0014,nzd0292-0025,nzd0292-0026,nzd0292-0027,nzd0292-0028,nzd0292-0032,nzd0292-0037,nzd0292-0038,nzd0292-0039,nzd0292-0040,nzd0292-0041,nzd0292-0042,nzd0292-0043,nzd0292-0036,nzd0292-0029,nzd0292-0030,nzd0292-0031
2000-11-25 21:56:47.006000,L7,,,,,,,,,,281.26,,,235.52,258.45,277.14,290.45,290.02,,,,,,,248.39,,209.54,273.91,255.59,370.04,259.04,,,,,,,,277.38,,203.99,224.94,219.41,225.13,216.61,257.35,,291.93,282.85,288.74
2001-01-03 22:03:00.348000,L7,211.87,222.06,201.83,209.77,190.56,165.34,,,457.93,,316.70,373.92,365.34,430.27,499.84,247.85,228.75,301.04,,345.91,334.32,,,446.53,291.98,346.02,365.58,459.57,406.49,402.65,494.23,527.69,305.03,427.28,373.36,383.45,,,412.39,428.52,423.18,539.23,454.02,512.86,188.36,386.78,,,
2001-02-13 21:56:51.690000,L7,290.49,377.21,374.38,352.94,391.41,349.34,460.37,490.32,447.67,442.20,402.91,538.36,283.66,290.55,338.55,391.91,386.82,334.90,265.46,288.29,305.78,305.51,312.58,408.71,412.52,446.56,531.22,480.45,376.54,479.71,424.83,435.74,397.44,522.72,458.16,455.10,,442.18,427.54,262.73,289.14,290.27,284.66,274.50,273.36,425.67,285.53,253.22,536.37
2001-02-20 22:03:00.708000,L7,,,,,,,297.00,,,,,,,,,,,,,,,,,,,212.27,236.92,231.62,255.80,,,,253.07,232.24,251.46,236.96,,,168.35,266.28,275.37,222.16,219.84,,,,,,
2001-04-09 22:02:42.229000,L7,259.15,247.34,263.23,239.70,275.03,255.93,278.71,217.41,203.88,240.73,262.53,250.83,225.62,264.06,299.67,349.55,275.71,284.67,300.23,241.75,196.27,192.22,217.82,219.81,205.13,248.77,248.50,249.92,291.72,265.36,207.44,,249.90,,,,,251.82,251.86,269.11,276.25,270.13,260.94,246.09,246.81,240.70,,,
2001-05-11 22:02:33.375000,L7,177.98,220.19,221.85,219.16,228.59,241.69,,240.03,283.35,265.85,300.61,276.91,180.93,192.67,214.83,229.43,240.77,207.25,272.45,204.52,248.76,251.96,209.50,315.71,334.09,238.32,309.45,321.82,322.73,237.22,390.89,269.76,208.80,354.22,371.62,374.98,265.08,259.09,336.74,216.76,417.27,377.00,287.06,424.72,311.81,400.88,265.67,285.13,304.47
2001-05-27 22:02:24.414000,L7,,,,,,,,,,295.78,267.46,263.31,,,,,,,,,,,,,,,307.62,309.20,328.08,301.38,317.70,,,,,,,291.07,,,,,,,,,,,
2001-06-12 22:02:12.884000,L7,,,,,,,463.43,486.88,348.00,298.81,282.61,270.60,,499.45,543.00,414.16,,,392.93,400.09,400.03,392.27,348.60,409.93,417.91,502.72,382.71,187.69,510.65,281.73,549.05,384.87,458.06,362.34,382.93,486.97,455.87,326.31,469.93,491.93,486.73,475.15,437.45,549.22,,376.02,463.77,357.70,339.83
2001-07-07 21:55:48.139000,L7,,,,,,,269.89,,174.66,257.77,266.24,277.97,297.89,343.64,404.52,403.19,409.61,,,,266.33,275.01,296.57,394.43,244.10,183.35,204.13,226.19,242.84,392.03,280.66,243.53,293.70,227.76,298.72,343.21,384.45,360.39,313.15,450.91,375.73,323.09,390.72,479.45,304.45,287.13,288.29,317.69,321.94
2001-08-15 22:01:26.590000,L7,313.73,276.72,267.47,239.43,317.27,309.39,386.87,392.03,300.31,301.48,292.46,270.86,369.74,500.80,538.28,413.32,484.68,225.68,,261.29,262.51,331.62,314.81,284.71,277.15,293.28,305.87,347.67,343.62,262.76,425.88,363.40,290.19,540.63,527.88,323.97,413.39,451.84,,,,,433.71,,232.92,,309.99,301.27,288.11
2001-09-09 21:55:00.813000,L7,,,,251.11,281.97,252.03,,,,,,,239.92,264.56,285.20,295.80,300.13,186.39,,,,,,,,,,,,,,,,,,,,,,211.71,228.39,225.68,234.92,225.41,230.09,,,,
2001-09-25 21:54:52.649000,L7,,,,,,,,,,373.77,358.40,,267.50,289.58,307.93,319.64,322.54,,,,,255.57,274.36,,,,,,,,,358.37,,359.83,422.51,415.96,,419.71,232.63,259.24,274.43,280.48,272.32,253.79,258.72,,,,
2001-10-11 21:54:33.822000,L7,,,,266.06,350.64,297.99,404.87,434.12,402.16,380.40,354.42,355.42,264.81,285.66,306.11,313.57,317.42,291.33,301.41,325.08,282.78,280.44,312.19,243.12,314.37,400.29,383.93,358.40,383.42,388.43,402.05,473.21,367.09,488.10,,,,400.54,396.05,411.92,451.01,470.80,526.85,547.94,253.82,461.62,,457.84,454.76
2001-11-03 22:00:58.872000,L7,,,,291.01,,,,,,,,,413.30,388.85,193.45,193.88,180.06,,,,,,,,,,,,,,,,,,,,,,,,,,365.28,457.26,,,,,478.99
2002-02-07 22:01:30.075000,L7,234.87,236.22,204.29,209.03,209.52,176.80,352.60,364.80,352.23,311.83,,,202.13,220.35,229.46,234.09,215.27,,,,225.53,259.58,288.11,317.12,341.34,307.11,360.42,,260.52,377.35,,,328.22,,,,,329.50,210.57,216.06,219.23,220.57,216.59,202.21,203.15,177.79,,,302.16
2002-02-16 21:55:18.119000,L7,,,,,,,181.61,178.92,176.48,,,,273.53,295.54,315.77,322.39,321.34,,,,,,,195.19,227.61,,,,,298.70,279.63,385.88,240.18,388.35,,,382.28,,234.56,262.98,278.56,277.40,280.86,267.02,267.25,175.75,409.70,400.93,
2002-02-23 22:01:31.535000,L7,354.32,388.01,366.49,239.71,275.08,201.69,241.80,218.63,214.75,511.24,294.49,370.87,192.89,202.32,215.29,221.37,210.93,171.01,213.81,276.78,,,174.37,187.47,196.01,215.57,231.61,383.30,462.44,404.54,,333.72,239.30,462.05,481.79,318.06,395.26,492.98,177.82,204.94,199.16,199.99,255.82,225.21,213.85,454.76,393.36,313.94,544.54
2002-03-11 22:01:31.708000,L7,,,,,,229.11,298.00,,,,,,165.86,179.72,264.02,250.59,191.30,245.90,180.32,,,,,,,,,217.09,193.45,,,,,,299.28,322.13,295.49,228.77,,,,,,,,,325.76,286.08,235.94
2002-03-27 22:01:25.490000,L7,228.71,222.31,222.71,237.39,223.79,190.89,240.34,248.63,223.31,225.73,215.52,216.33,248.87,256.07,300.66,230.31,224.06,213.89,,,,,,,222.01,194.03,192.35,269.27,241.84,272.81,209.14,198.25,241.32,217.05,263.31,295.08,301.09,246.58,227.21,257.37,254.42,256.33,232.28,237.26,245.43,227.76,299.09,263.63,247.40
2002-04-12 22:01:25.491000,L7,,,,,,,,,,,,,,,,,,,,,,,,323.78,277.46,,,,,,,,313.22,,,,,,,,,,,,,,,,
2002-05-07 21:55:15.811000,L7,,,326.02,,312.04,373.78,255.97,299.00,210.47,,,,533.64,478.36,524.34,495.92,502.20,190.67,185.20,183.42,,,271.36,237.96,219.09,262.30,,,,,,,251.13,,,,,,,,,,189.53,498.42,458.45,,,,
2002-08-27 21:54:24.198000,L7,,,,,,,,,333.43,,,,228.92,261.75,274.17,286.94,277.39,,,,185.61,192.82,211.94,208.71,170.61,341.57,319.13,,,,,,,,,,,,,183.51,209.33,204.95,217.75,211.91,222.17,,,,
2002-10-14 21:54:07.948000,L7,,,459.63,453.90,,,455.59,395.35,,404.65,420.49,403.18,287.79,301.72,332.61,411.73,412.58,238.88,329.67,273.73,254.70,229.83,375.28,362.25,287.15,323.26,339.67,374.17,234.89,387.88,401.00,,388.07,401.04,335.48,410.41,373.60,382.45,510.83,514.39,278.46,282.33,279.12,264.20,274.14,408.22,394.90,417.72,394.78
2002-10-21 22:00:24.356000,L7,242.41,244.94,219.31,206.21,,,,,,528.69,,181.03,,307.52,430.84,,453.72,,,,,,,,,,,,,,497.23,537.99,,422.05,209.01,254.86,248.67,544.44,526.92,532.22,345.39,330.78,360.15,209.13,,536.75,202.61,195.20,171.97
2002-11-06 22:00:29.568000,L7,323.05,451.48,333.02,545.39,530.81,,322.49,283.05,,466.40,,,378.45,397.72,,,,,,,,,,,340.43,,,,,,,529.56,293.06,,,,,507.09,,267.71,,,,,357.18,,,,553.95
2002-11-22 22:00:45.709000,L7,263.39,238.33,229.52,239.86,247.15,229.30,296.25,302.06,270.36,288.83,284.17,226.09,241.00,308.52,339.57,333.95,262.52,211.61,267.47,225.02,222.37,328.46,411.66,457.94,396.58,239.78,222.65,235.56,236.42,230.22,249.08,293.19,245.32,247.77,303.93,300.26,288.01,267.15,272.99,285.42,308.08,252.05,228.58,243.13,245.78,229.26,295.96,268.06,280.52
2002-12-01 21:54:40.891000,L7,,,,,,,179.85,344.21,326.58,305.12,309.34,312.06,384.55,403.36,451.99,476.95,472.24,,,,,,,242.01,302.63,278.62,211.11,222.17,240.76,222.03,,,324.83,,286.35,254.69,235.74,274.43,240.47,254.80,265.83,264.29,365.31,294.30,285.34,185.19,295.20,,
2003-01-02 21:54:46.171000,L7,,,,,,,,,,,,,268.91,287.54,309.05,316.88,311.77,,,,,,,,,,,,,,,,,,,,,,232.22,260.29,272.24,282.44,281.89,270.21,265.04,,,,
2003-02-03 21:55:01.991000,L7,,,283.24,189.40,,,283.99,284.21,,466.55,439.07,397.99,427.25,293.01,297.35,303.77,283.73,,,,,357.45,287.15,,,,,327.97,297.44,,448.24,481.96,361.97,524.89,547.00,483.12,415.97,533.63,485.28,427.29,478.78,472.63,353.64,466.83,274.12,444.71,,,
2003-03-07 21:55:10.647000,L7,,,,,,,,,,297.48,269.09,,239.95,257.72,278.30,292.59,240.65,,,,,,,,,,,,,,,,,,,,,331.17,,231.09,239.28,243.62,241.69,232.53,232.83,,,,335.14
2003-04-15 22:01:22.014000,L7,186.63,202.49,189.58,203.53,197.19,,,,,246.55,240.50,231.94,,,,,,,,,,,,,,,,,,,,,,,,,,,196.61,203.44,201.10,194.74,195.32,175.08,,189.92,,,
2003-04-24 21:55:10.390000,L7,,252.47,242.07,,214.25,198.02,,,,,,,224.55,259.70,275.37,287.75,257.46,185.99,,,,,,,,,,,,,,425.79,,416.29,417.20,413.25,409.63,,,214.60,500.67,475.57,493.99,222.72,229.51,,361.55,,
2003-07-21 21:42:57.544000,L5,,,,,,,,,,,,,276.45,279.05,370.97,441.52,451.81,,,,,,,,,,,,,,,,,,,,,,220.07,267.17,356.60,353.08,301.39,258.40,271.40,,,,
2003-08-13 21:49:32.784000,L5,,,,,,,,,,,,,181.63,195.89,208.34,216.11,209.93,,,,,,,,,,,,,,,,,,,,,,196.13,211.16,211.32,202.12,197.67,186.26,178.07,,,,
2003-08-29 21:49:50.063000,L5,,,,,,,,,,,,,188.44,201.74,210.36,216.65,198.00,,,,,,,,,,,,,,,,,,,,,,195.30,204.76,207.68,208.59,200.14,192.97,177.73,164.80,,,
2003-09-14 21:50:06.426000,L5,201.87,203.31,188.25,196.23,178.78,,,,,,,,205.93,209.61,232.01,230.71,206.11,,,,,,,,,,,,,,,,,,,,,,,210.89,192.56,201.11,199.88,188.90,184.53,,,,
2004-03-17 21:45:32.199000,L5,,,,,,,,,,,,,268.58,288.37,309.16,316.59,320.92,,,,,,,,,,,,,,,,,,,,,,240.20,268.83,269.09,277.51,272.07,261.11,270.49,208.94,,,
2004-04-18 21:46:13.246000,L5,,,,,,,,,,,,,268.02,283.00,307.41,316.06,315.84,,,,,,,,,,,,,,,,,,,,,,242.51,261.30,267.63,271.60,275.45,261.50,267.29,,,,
2004-05-20 21:47:08.268000,L5,,,,,,,,,,,,,271.95,283.17,305.29,314.23,309.40,,,,,,,,,,,,,,,,,,,,,,232.61,264.94,269.74,276.34,278.52,268.29,265.81,,,,
2004-09-25 21:50:31.000000,L5,,,,,,,,,,,,,261.18,283.41,299.37,309.62,299.44,,,,,,,,,,,,,,,,,,,,,,254.38,262.66,249.70,291.48,308.31,254.80,254.62,219.12,,,
2004-10-02 21:56:50.765000,L5,,,,,,,,,,,,,195.95,207.81,217.56,225.62,,,,,,,,,,,,,,,,,,,,,,,175.52,196.70,190.06,192.24,179.57,177.59,175.14,,,,
2004-11-03 21:57:30.637000,L5,211.61,218.49,193.82,194.65,,,,,,,,,192.74,204.44,293.78,315.43,317.16,,,,,,,,,,,,,,,,,,,,,,209.42,228.73,218.72,224.00,208.90,193.85,173.57,,,,
2005-01-22 21:58:50.284000,L5,201.18,230.03,215.35,190.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.35,220.70,214.51,199.96,175.31,173.82,171.81,,,,
2005-01-31 21:52:45.327000,L5,,,,,,,,,,,,251.12,298.37,316.07,359.27,406.80,404.13,,,,,,,,,,,,,,,,,,,,,,257.61,289.19,305.19,313.69,306.05,294.86,295.37,247.13,,,
2005-03-11 21:59:31.818000,L5,,,,,,,,,,,,,192.57,201.65,216.38,223.97,186.76,,,,,,,,,,,,,,,,,,,,,,199.82,217.53,221.28,211.92,207.65,182.53,189.84,179.38,,,
2005-07-01 22:00:14.067000,L5,197.29,203.77,191.58,196.29,176.01,,,,,,,,181.42,200.52,212.37,268.31,269.40,,,,,,,,,,,,,,,,,,,,,,182.41,225.19,206.64,204.85,191.33,183.01,176.49,,,,
2005-08-27 21:54:31.776000,L5,,,,,,,,,,,,,276.33,292.79,330.09,329.15,398.16,,,,,,,,,,,,,,,,,,,,,,232.23,273.39,276.57,282.08,278.29,259.60,264.71,193.30,,,
2005-09-03 22:00:44.089000,L5,249.79,235.17,230.76,215.23,179.50,186.31,,,,192.44,199.11,194.59,209.74,218.20,227.54,238.23,229.87,,,,,,,,,,,,,,,,,,,192.89,196.92,225.41,231.64,243.81,236.23,236.18,222.95,211.34,205.31,212.76,212.54,222.28,208.37
2005-09-19 22:00:44.731000,L5,,,,,,,,,,,,,178.92,191.39,215.37,220.47,181.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:54:32.218000,L5,,,,,,,,,,,,,270.40,286.94,304.31,315.09,316.56,,,,,,,,,,,,,,,,,,,,,,235.18,268.24,268.81,267.74,269.98,261.02,264.01,,,,
2005-10-30 21:54:27.218000,L5,,,,,,,,,,,,,254.98,275.09,289.45,301.53,297.48,,,,,,,,,,,,,,,,,,,,,,,254.86,259.74,257.21,264.42,253.59,241.10,,,,
2006-06-02 22:05:00.218000,L5,191.98,203.30,183.28,188.63,179.96,,,,,,,,179.62,194.66,216.07,244.09,244.31,,,,,,,,,,,,,,,,,,,,,,,199.05,201.94,207.12,193.66,179.83,173.09,,,,
2006-06-27 21:59:12.342000,L5,,,,,,,,,,,,,257.74,272.89,293.36,300.10,298.46,,,,,,,,,,,,,,,,,,,,,,,246.97,257.35,257.25,263.95,246.38,252.02,,,,
2006-11-02 22:00:44.654000,L5,,,,,,,,,,,,,260.37,283.27,298.33,309.01,298.76,,,,,,,,,,,,,,,,,,,,,,,251.53,257.15,263.64,263.96,246.69,252.61,,,,
2008-10-29 21:56:12.254000,L5,,,,,,,,,,,,,185.08,192.10,208.19,212.49,,,,,,,,,,,,,,,,,,,,,,,,217.23,211.49,208.54,188.61,181.99,171.70,,,,
2009-01-17 21:57:44.534000,L5,217.64,215.50,205.50,222.55,178.88,,,,,,,,214.29,214.78,232.38,303.43,305.65,,,,,,,,,,,,,,,,,,,,,,202.58,231.99,233.70,227.67,211.95,204.62,203.81,,,,
2009-12-12 21:57:01.642000,L5,,,,,,,,,,,,,,235.58,247.42,249.64,212.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13 21:57:13.219000,L5,,,,,,,,,413.77,,,215.92,282.72,295.68,313.77,320.88,315.40,,,,,,,516.58,,,,,,,,,,,,212.19,229.00,224.68,241.15,276.31,278.04,284.58,285.99,275.36,267.81,216.69,245.67,244.19,208.01
2010-01-29 21:57:17.114000,L5,,,,,,,,,,,,,275.80,293.04,310.96,321.10,326.65,,,,,,,,,,,,,,,,,,,,,,257.26,274.16,276.34,278.21,281.02,276.52,263.68,,,,
2010-02-05 22:03:29.711000,L5,213.47,201.21,190.15,207.39,179.83,,,,,,,,200.17,210.83,320.83,326.54,331.13,,,,,,,,,,,,,,,,,,,,,,,220.69,216.47,221.83,195.93,191.02,186.17,,,,
2010-12-31 21:56:20.363000,L5,,,,,,,,,,,,,271.83,332.99,345.39,315.28,317.27,,,,,,,,,,,,,,,,,,,,,,,238.96,259.17,261.45,265.33,255.82,263.66,,,,
2011-01-07 22:02:32.066000,L5,233.12,215.54,194.12,200.89,189.92,174.77,,,,,184.79,189.73,207.58,215.22,239.13,237.97,214.72,,,,,,,,,,,,,,,,,,,,,,230.06,234.64,240.81,234.92,222.37,199.63,196.61,204.33,,,
2011-01-16 21:56:21.862000,L5,,,,,,,,,,,,,255.40,268.49,288.72,304.55,302.26,,,,,,,,,,,,,,,,,,,,,,,,259.33,256.39,256.12,242.78,248.77,,,,
2013-04-27 22:08:11.520000,L8,,,,,,,,,,237.78,192.17,,268.15,282.84,292.34,301.93,306.52,,,,,,,,,,,,,,,,,,210.24,220.92,225.96,236.61,243.09,284.52,264.83,272.55,306.87,262.42,266.18,,234.22,374.64,359.71
2013-05-13 22:08:23.242000,L8,,,,,,,,,,258.75,264.54,235.58,318.27,338.88,314.32,335.26,344.79,,,,,,,,,,,,,,,,,,,218.51,248.93,277.47,246.07,277.29,284.01,292.06,295.97,292.67,276.37,234.79,247.00,256.73,295.55
2013-06-05 22:14:39.165000,L8,249.77,237.34,225.11,206.45,200.58,179.51,,,,,193.53,189.94,192.34,207.74,215.62,213.67,197.65,177.38,,,,,,,,,,,,,,192.09,,197.48,220.68,217.21,208.90,,199.03,188.07,215.24,220.45,211.25,203.67,184.29,176.99,,,
2013-08-08 22:14:37.622000,L8,221.58,203.73,189.59,188.84,177.49,166.00,,,,,,,177.87,188.41,198.49,202.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.49,176.75,,,,
2013-08-17 22:08:27.088000,L8,,,,,,,,,,,,,278.09,286.94,297.84,307.95,306.89,,,,,,,,,,,,,,,,,,,,,,,,235.89,256.94,282.42,271.27,264.50,,,,
2013-08-17 22:08:51.042000,L8,,,,,,,,,,,,,279.92,286.95,298.80,308.96,307.29,,,,,,,,,,,,,,,,,,,,,,,,236.88,257.04,282.51,271.48,264.71,,,,
2013-09-02 22:08:28.553000,L8,,,,,,,,,,,,,267.60,284.27,297.43,309.06,307.40,,,,,,,,,,,,,,,,,,,,,,,,276.29,255.74,284.96,262.85,258.55,,,,
2013-09-02 22:08:52.512000,L8,,,,,,,,,,,,,267.34,284.28,297.35,308.71,306.80,,,,,,,,,,,,,,,,,,,,,,,,275.93,288.25,284.80,259.70,258.03,,,,
2013-11-21 22:08:01.711000,L8,,,,370.32,337.03,191.14,174.76,377.26,327.96,225.85,222.96,299.33,463.79,375.36,321.42,337.82,343.03,,,,,281.61,204.29,265.84,,258.48,237.16,240.93,282.79,258.43,264.17,278.95,312.75,194.23,224.91,213.55,259.72,232.56,429.59,314.77,514.62,440.80,470.18,396.86,448.82,265.80,262.67,284.33,300.75
2013-11-21 22:08:25.669000,L8,,,,,,,,,,,,,267.08,280.29,298.22,302.34,302.78,,,,,,,,,,,,,,,,,,,,,,,,260.76,272.29,271.45,265.88,260.39,,,,
2013-12-14 22:14:09.504000,L8,278.12,218.65,217.73,210.26,195.02,533.23,175.64,214.74,226.91,205.85,196.69,190.23,189.01,201.34,211.38,225.65,207.00,406.40,230.06,541.98,386.18,398.28,289.66,,,218.07,191.86,176.78,,,,,,,,,,216.61,207.56,220.17,221.08,213.58,210.47,193.78,192.26,191.73,,,
2013-12-30 22:14:01.261000,L8,219.28,210.49,200.49,197.59,180.60,173.55,,,,191.46,179.66,185.50,188.28,197.02,204.32,211.12,,,,,,,,,,,,,,,,,,,,,,,,166.11,215.27,209.74,199.02,191.13,181.91,186.56,,,
2014-01-24 22:07:33.459000,L8,,,,,,,,,,,,,268.30,284.56,301.13,423.39,422.74,,,,,,,,,,,,,,,,,,,,,,,,267.57,266.71,270.89,253.17,261.25,,,,
2014-01-24 22:07:57.409000,L8,,,,,,,,,,,,,266.35,282.93,298.10,346.46,414.83,,,,,,,,,,,,,,,,,,,,,,,,264.72,262.42,268.88,251.02,259.16,,,,
2014-02-16 22:13:26.728000,L8,218.07,300.43,288.18,292.68,186.05,293.49,177.06,206.20,175.23,324.02,328.70,233.39,195.20,219.40,208.68,216.18,204.91,388.83,387.25,,,,328.87,244.03,,187.19,187.05,195.71,186.83,179.04,344.56,187.75,,198.13,209.98,210.56,209.46,264.50,190.10,207.08,211.00,201.14,198.35,189.19,246.50,232.40,212.33,257.74,265.90
2014-02-25 22:07:08.406000,L8,,,,,,,,,,,,,269.62,282.60,296.60,306.56,307.82,,,,,,,,,,,,,,,,,,,,,,,,249.13,260.63,269.11,246.07,255.10,,,,
2014-02-25 22:07:32.361000,L8,,,,,,,,,,,,,272.33,284.10,298.12,308.29,309.59,,,,,,,,,,,,,,,,,,,,,,,,254.14,264.59,272.55,247.81,257.15,,,,
2014-03-04 22:13:10.937000,L8,254.71,246.78,221.63,226.09,184.54,171.56,,,,,,,206.08,208.33,206.79,217.42,195.96,,,,,,,,,198.92,176.66,177.94,210.45,222.35,224.00,,,,209.81,229.23,234.25,,,216.12,214.63,207.42,199.03,212.73,199.88,,211.69,217.46,
2014-03-20 22:13:01.698000,L8,231.49,232.45,216.76,204.97,211.81,,,,,,,,181.78,192.95,206.09,209.32,,,,,,,,,,,,,,,,,,,,,,,,,215.53,218.85,187.18,178.73,173.37,,,,
2014-04-05 22:12:46.606000,L8,192.92,237.80,211.88,220.49,181.87,,,,,,,,184.86,193.63,214.80,214.16,192.77,,,,,,,,,,,347.77,331.18,357.93,337.98,353.37,,,,,,,,181.45,206.98,203.48,191.13,182.55,176.67,,,,
2014-04-21 22:12:30.084000,L8,,,,,,,,,,,,,,180.26,252.40,285.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:10.487000,L8,355.46,213.54,202.71,246.36,,,,,,,,,265.36,284.75,285.38,301.48,302.28,,,,,,,,,,,,,,,,,,,,,,,,269.94,266.49,233.45,258.80,258.82,,,,
2014-04-30 22:06:34.437000,L8,,,,,,,,,,,,,258.30,277.71,250.26,249.94,215.94,,,,,,,,,,,,,,,,,,,,,,,,,,214.61,215.78,217.00,,,,
2014-06-01 22:06:02.776000,L8,,,,,,,,,,,,,286.76,311.06,322.44,308.62,311.16,,,,,,,,,,,,,,,,,,,,,,,266.44,278.45,273.29,275.03,274.81,275.43,,,,
2014-06-01 22:06:26.739000,L8,,,,,,,,,,,,,287.62,312.12,323.67,309.79,312.15,,,,,,,,,,,,,,,,,,,,,,,266.74,279.00,275.06,275.64,275.94,275.92,,,,
2014-06-17 22:06:32.826000,L8,,,,,,,,,,,,,265.72,283.05,295.76,303.20,297.06,,,,,,,,,,,,,,,,,,,,,,,,228.29,236.58,231.10,236.21,249.73,,,,
