dates,satname,nzd0062-0000,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071,nzd0062-0051,nzd0062-0026,nzd0062-0027,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0055,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0028,nzd0062-0029
2024-04-23 22:17:03.194000,L8,229.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26 22:16:52.651000,L8,,,,,,,,,,,,,,,,,,,,,,,,210.47,267.74,,,,,,,,,,,,,,,,,339.14,464.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12 22:17:00.992000,L8,232.08,,194.69,188.84,205.10,203.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01 22:17:31.195000,L8,,,,,,,,,,,183.48,213.93,215.03,206.38,191.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 22:17:51.900000,L9,,172.84,207.97,219.50,240.41,195.93,,,,,192.90,212.99,217.57,219.07,199.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 22:17:45.212000,L8,,,,,,,,,,,196.99,216.01,226.39,224.64,203.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 22:17:45.559000,L9,,,,,,,,,,,191.74,212.93,216.57,217.50,197.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28 22:17:42.532000,L9,,,,,,,,,,,194.87,215.86,216.88,219.75,198.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21 22:17:31.397000,L8,,195.63,234.60,235.56,245.75,241.14,,,,,195.72,214.00,223.02,194.14,198.33,,234.66,256.84,204.27,,,,,212.72,259.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 22:17:26.663000,L8,,205.42,234.08,235.50,247.03,250.16,,,,,186.81,254.61,250.32,229.80,198.48,,,,,221.54,182.40,219.84,264.70,213.34,263.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:17:16.100000,L8,243.24,199.23,235.51,213.03,238.58,250.22,,,,,,,,,,,,,,,219.02,217.02,265.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04 22:17:17.676000,L9,,,193.96,220.10,237.43,205.96,,,,,,215.59,220.76,217.31,235.89,,,,,,215.78,211.25,261.10,,,232.31,,,,,,,,,,319.87,344.98,292.98,297.65,,,,,,,,,,,,,,,416.79,330.03,,,,,,,,,,,,,,,,,
