dates,satname,nzd0313-0000,nzd0313-0001,nzd0313-0002,nzd0313-0003,nzd0313-0004,nzd0313-0005,nzd0313-0006,nzd0313-0007,nzd0313-0008,nzd0313-0009,nzd0313-0010,nzd0313-0011,nzd0313-0012,nzd0313-0013,nzd0313-0014,nzd0313-0015,nzd0313-0016,nzd0313-0017,nzd0313-0018,nzd0313-0019,nzd0313-0020,nzd0313-0021,nzd0313-0022,nzd0313-0023,nzd0313-0024,nzd0313-0025,nzd0313-0026,nzd0313-0027,nzd0313-0028,nzd0313-0029,nzd0313-0030,nzd0313-0031,nzd0313-0032,nzd0313-0033,nzd0313-0034,nzd0313-0035,nzd0313-0036,nzd0313-0037,nzd0313-0038,nzd0313-0039,nzd0313-0040,nzd0313-0041,nzd0313-0042,nzd0313-0043,nzd0313-0044,nzd0313-0045,nzd0313-0046,nzd0313-0047,nzd0313-0048,nzd0313-0049,nzd0313-0050,nzd0313-0053,nzd0313-0054,nzd0313-0055,nzd0313-0056,nzd0313-0057,nzd0313-0058,nzd0313-0059,nzd0313-0060,nzd0313-0061,nzd0313-0062,nzd0313-0063,nzd0313-0064,nzd0313-0065,nzd0313-0066,nzd0313-0067,nzd0313-0068,nzd0313-0069,nzd0313-0070,nzd0313-0071,nzd0313-0072,nzd0313-0075,nzd0313-0076,nzd0313-0077,nzd0313-0078,nzd0313-0079,nzd0313-0080,nzd0313-0081,nzd0313-0082,nzd0313-0083,nzd0313-0084,nzd0313-0085,nzd0313-0086,nzd0313-0087,nzd0313-0088,nzd0313-0089,nzd0313-0090,nzd0313-0091,nzd0313-0092,nzd0313-0093,nzd0313-0095,nzd0313-0096,nzd0313-0097,nzd0313-0098,nzd0313-0099,nzd0313-0100,nzd0313-0101,nzd0313-0102,nzd0313-0103,nzd0313-0104,nzd0313-0105,nzd0313-0106,nzd0313-0107,nzd0313-0108,nzd0313-0109,nzd0313-0110,nzd0313-0111,nzd0313-0112,nzd0313-0113,nzd0313-0114,nzd0313-0115,nzd0313-0116,nzd0313-0117,nzd0313-0118,nzd0313-0119,nzd0313-0120,nzd0313-0121,nzd0313-0122,nzd0313-0123,nzd0313-0124,nzd0313-0125,nzd0313-0126,nzd0313-0127,nzd0313-0128,nzd0313-0129,nzd0313-0130,nzd0313-0131,nzd0313-0132,nzd0313-0133,nzd0313-0134,nzd0313-0135,nzd0313-0136,nzd0313-0137,nzd0313-0138,nzd0313-0139,nzd0313-0140,nzd0313-0141,nzd0313-0142,nzd0313-0143,nzd0313-0144,nzd0313-0145,nzd0313-0146,nzd0313-0147,nzd0313-0148,nzd0313-0149,nzd0313-0150,nzd0313-0151,nzd0313-0152,nzd0313-0153,nzd0313-0154,nzd0313-0155,nzd0313-0156,nzd0313-0157,nzd0313-0158,nzd0313-0159,nzd0313-0160,nzd0313-0161,nzd0313-0162,nzd0313-0163,nzd0313-0164,nzd0313-0165,nzd0313-0166,nzd0313-0167,nzd0313-0168,nzd0313-0169,nzd0313-0170,nzd0313-0171,nzd0313-0172,nzd0313-0173,nzd0313-0051,nzd0313-0052,nzd0313-0073,nzd0313-0074,nzd0313-0094
2003-04-15 22:01:45.971000,L7,274.48,206.61,197.07,188.85,180.75,178.59,175.99,242.93,234.02,221.85,215.61,207.63,,236.44,233.01,235.40,232.64,226.39,240.11,236.96,,,,,,,,,,,,,,,347.55,357.96,366.26,380.61,,,,,,,,,,,,,,481.32,481.96,488.94,479.55,,,,,,,442.71,430.17,428.05,,,,,,,329.52,332.28,382.49,303.68,282.93,317.11,399.45,399.12,399.18,400.32,400.66,408.01,392.09,548.99,533.24,541.65,533.31,539.03,320.59,,,,543.11,526.50,519.27,509.98,498.60,484.97,485.06,470.33,458.73,452.38,440.11,438.63,412.42,404.31,399.93,389.78,376.93,366.26,357.75,348.30,350.03,339.47,339.56,344.72,335.13,324.76,320.28,317.62,305.99,307.92,301.96,300.95,303.60,301.44,300.42,304.43,302.73,305.75,310.41,292.60,306.13,304.59,308.85,303.89,320.00,324.33,332.43,341.69,335.71,333.04,345.69,351.84,362.66,,,365.20,384.80,378.14,384.94,393.07,,,,419.01,422.16,421.14,398.33,424.02,426.74,426.70,,416.61,415.16,411.32,404.57,395.20,403.28,482.17,482.54,332.52,328.17,
2003-08-29 21:50:14.179000,L5,225.28,224.79,212.64,207.34,201.67,201.40,191.91,184.11,177.06,172.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.33,384.72,383.45,389.91,385.53,396.71,393.82,391.53,398.32,388.35,402.77,392.10,379.26,379.83,379.75,164.58,347.52,322.52,,,,,,,267.57,276.80,275.30,271.75,262.36,251.15,228.14,222.34,205.86,189.47,172.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:50:30.542000,L5,225.22,234.66,215.95,207.63,195.61,198.04,187.34,186.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.06,375.62,285.83,381.33,391.88,381.02,389.88,393.52,381.96,389.13,382.76,373.71,373.60,367.84,333.51,333.09,307.01,,,,,,,263.32,273.10,276.84,260.29,257.08,239.41,226.74,217.64,200.87,188.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30 21:50:42.209000,L5,237.54,221.30,221.25,212.13,204.70,205.34,197.19,195.18,191.18,174.82,175.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.46,368.35,377.34,391.54,391.33,401.43,388.73,398.03,406.87,404.00,407.81,402.45,387.21,384.96,389.02,335.50,330.72,304.35,,,,,,,266.75,281.84,282.31,269.06,252.94,243.42,228.12,215.25,203.50,191.83,167.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-16 21:50:55.996000,L5,220.54,217.36,211.83,202.34,194.96,197.14,187.08,184.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.70,376.14,381.31,380.38,392.44,379.98,386.68,389.19,385.60,385.70,378.93,367.47,371.30,362.02,336.40,327.42,305.67,,,,,,,247.93,269.21,270.58,256.88,255.61,237.31,222.57,213.21,195.80,180.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-04 21:51:46.048000,L5,221.08,216.27,208.84,199.97,190.74,194.13,186.34,182.97,174.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.85,369.59,378.55,381.22,382.74,390.99,386.00,383.39,391.96,385.54,396.06,387.26,374.14,371.12,370.79,336.05,333.56,312.83,,,,,,,,270.62,270.49,261.72,252.51,242.22,221.28,211.03,201.93,186.38,174.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-09 21:52:31.725000,L5,228.37,225.01,213.03,208.08,199.28,197.18,192.77,185.82,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.97,383.21,386.34,385.22,388.52,275.94,389.20,398.90,401.78,395.73,406.78,401.22,388.96,378.97,373.03,339.64,347.36,308.13,,,,,,,270.50,283.32,281.86,275.00,261.04,249.33,231.74,219.94,206.37,196.77,175.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-14 21:55:18.989000,L5,230.46,220.59,212.58,208.26,196.39,194.35,185.49,186.86,178.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.48,292.70,380.97,372.61,393.16,382.49,375.72,389.83,374.49,383.53,389.26,368.79,377.47,359.76,333.94,339.37,306.06,,,,,,,262.17,278.58,271.50,256.19,256.54,244.61,230.82,215.13,207.45,188.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-30 21:55:39.919000,L5,229.27,226.87,215.21,210.33,199.53,194.09,189.58,182.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.64,283.27,283.21,385.38,385.50,397.32,264.45,396.86,405.25,401.64,411.79,399.39,383.75,393.24,393.52,345.58,331.80,312.75,,,,,,,280.48,288.59,283.03,270.32,263.94,251.89,239.29,223.39,213.00,197.54,182.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:56:01.630000,L5,221.05,216.57,208.82,198.06,188.13,188.12,178.22,178.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.59,369.23,368.17,363.69,372.58,356.30,357.13,370.47,356.50,285.01,352.51,264.43,286.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16 21:56:53.497000,L5,238.35,281.79,268.22,271.71,313.06,337.99,300.64,245.61,207.19,197.56,194.35,181.05,182.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.06,381.21,390.26,390.14,392.82,403.35,395.88,391.58,405.96,394.76,400.24,391.79,388.40,379.49,376.13,343.74,355.02,318.28,,,,,,,235.43,281.83,284.17,270.28,270.53,253.04,237.42,229.71,214.92,194.06,178.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:57:35.668000,L5,221.92,213.72,209.20,200.88,192.05,194.20,182.68,181.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.07,377.36,380.76,381.57,385.71,381.44,378.21,391.85,383.48,385.67,376.85,372.97,367.86,356.28,331.23,321.48,308.56,,,,,,,,263.39,266.83,250.02,245.72,236.71,222.81,212.16,193.81,181.96,169.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-21 21:58:48.236000,L5,221.32,214.57,210.56,200.39,192.44,191.49,185.40,178.57,174.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.32,379.75,385.28,384.66,396.70,383.21,386.16,394.25,388.82,393.22,382.83,374.29,371.89,355.80,333.59,319.63,305.65,,,,,,,,271.70,272.54,257.91,251.76,236.63,224.06,213.05,197.38,183.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-06 21:59:00.856000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.84,376.09,382.41,386.37,390.25,395.37,395.50,387.61,399.81,397.25,398.15,386.69,378.05,376.96,372.87,341.89,348.16,315.71,,,,,,,,275.02,281.69,271.49,258.02,247.76,231.41,220.92,203.94,187.97,174.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 21:59:43.397000,L5,224.64,216.59,214.04,203.48,197.42,195.59,187.46,185.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.44,378.67,289.21,387.74,388.43,395.10,390.05,389.21,397.67,395.11,396.14,387.64,379.01,375.55,376.42,345.11,336.22,315.14,,,,,,,,273.70,276.73,263.55,255.45,245.17,230.29,216.83,200.86,189.73,170.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-11 21:59:55.791000,L5,231.04,218.85,215.14,205.85,198.13,196.85,189.77,186.26,179.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.00,381.98,383.53,390.42,295.92,288.87,390.26,396.14,401.63,394.84,399.68,391.11,385.80,377.86,375.40,345.54,350.06,324.44,,,,,,,,279.22,280.94,269.59,260.01,246.37,235.34,217.41,208.42,190.24,172.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
