dates,satname,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0014,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0018,nzd0181-0019,nzd0181-0020,nzd0181-0021,nzd0181-0022,nzd0181-0023
2001-01-12 21:56:30.696000,L7,204.20,306.29,318.63,302.04,303.15,291.16,299.33,291.32,310.73,302.65,322.58,316.04,323.83,319.91,292.60,302.58,280.48,319.99,351.19,338.58,340.87,286.13,243.25,302.45
2001-05-20 21:55:29.073000,L7,,311.30,315.62,305.67,289.11,291.04,295.00,285.19,307.31,304.26,315.23,312.24,322.51,318.72,275.68,303.17,281.77,317.49,331.13,330.08,340.55,296.99,231.53,282.99
2001-05-20 21:55:53.025000,L7,227.18,388.32,390.35,373.24,316.46,310.40,306.26,304.29,317.85,321.86,327.08,327.85,329.26,329.25,350.62,313.72,289.84,327.63,343.39,347.48,370.22,313.65,324.86,348.25
2001-06-05 21:55:16.607000,L7,,304.00,299.15,,281.11,263.84,272.29,272.51,296.76,248.33,308.02,306.38,318.55,304.54,,,273.86,305.44,324.81,322.01,328.34,,224.42,283.46
2001-06-05 21:55:40.577000,L7,,,,,,,,,208.66,175.09,203.30,156.25,,,,,241.57,301.46,303.33,309.43,322.52,,217.86,253.84
2001-06-21 21:55:05.323000,L7,,,,241.13,229.09,,169.73,255.24,229.13,194.83,225.57,226.60,321.69,298.10,,,246.45,302.40,323.68,320.38,325.04,,225.20,268.17
2001-06-21 21:55:29.297000,L7,,312.01,319.29,267.95,293.85,275.89,298.60,279.56,306.20,264.07,316.38,314.77,323.70,321.26,282.96,300.09,282.41,308.91,329.02,325.41,332.16,289.32,243.99,277.04
2001-09-09 21:54:12.928000,L7,,301.14,299.15,278.43,255.58,262.07,283.89,270.98,296.23,255.65,307.42,304.09,227.23,271.51,203.87,291.47,261.83,303.37,326.51,320.38,335.21,249.75,227.41,275.27
2001-09-09 21:54:36.880000,L7,354.61,387.18,375.75,388.65,372.24,365.36,416.82,377.97,302.33,299.64,458.87,495.34,391.76,311.04,285.70,301.06,278.78,363.34,347.38,356.52,348.01,292.63,295.50,332.03
2001-09-25 21:54:04.740000,L7,297.73,394.42,394.54,399.88,396.35,387.93,365.28,374.03,393.25,397.70,412.58,403.61,375.22,323.89,320.88,311.00,293.07,323.66,340.70,357.20,373.48,304.82,305.56,369.73
2001-09-25 21:54:28.694000,L7,383.17,316.65,322.75,306.24,300.85,301.33,301.61,294.35,308.04,310.44,323.32,319.19,323.94,319.78,315.99,304.34,284.33,316.27,334.99,340.66,361.35,297.99,294.30,303.59
2001-10-11 21:53:46.024000,L7,398.88,309.36,311.86,302.31,290.54,292.89,297.09,290.51,306.12,305.04,314.51,313.11,319.65,316.06,317.07,298.78,277.85,309.75,327.95,334.56,336.90,291.89,286.06,288.67
2001-10-11 21:54:09.862000,L7,394.80,308.50,311.36,300.49,292.00,292.31,297.07,289.55,306.23,303.63,315.06,313.33,320.24,316.10,315.72,300.58,277.91,311.62,328.90,336.75,337.60,291.14,290.24,292.32
2002-01-15 21:54:23.534000,L7,424.29,391.10,401.65,344.33,348.74,345.72,394.44,416.56,410.57,346.21,356.29,368.93,407.12,399.15,409.81,404.67,390.89,405.15,399.28,390.67,386.63,387.19,396.18,386.04
2002-02-16 21:54:54.191000,L7,353.97,269.84,284.57,251.69,261.52,248.34,264.05,258.72,276.03,258.96,286.68,287.74,290.54,290.64,251.73,272.78,258.51,295.41,307.81,316.83,306.50,246.12,195.66,276.63
2002-03-20 21:54:24.081000,L7,484.85,441.89,184.50,297.14,430.74,398.31,399.54,429.30,458.81,471.55,464.22,359.86,328.31,394.35,410.59,431.76,387.47,391.10,463.33,,547.77,467.57,292.79,335.23
2002-03-20 21:54:48.224000,L7,479.95,429.62,225.77,283.57,424.51,394.34,394.74,422.33,454.93,464.87,459.18,404.21,323.74,387.99,388.28,428.69,382.83,383.57,470.30,480.70,532.11,424.61,292.64,332.08
2002-04-05 21:54:25.270000,L7,,295.46,296.32,232.48,273.00,270.23,276.97,272.76,294.12,257.83,304.86,294.28,281.84,,,288.66,272.68,303.82,326.12,323.57,325.29,271.10,221.56,272.71
2002-05-23 21:54:18.991000,L7,376.64,310.49,314.67,497.13,478.81,284.03,289.45,277.62,300.24,299.73,311.00,303.75,321.19,321.61,,294.88,285.95,308.67,330.13,321.68,335.97,286.91,239.04,288.43
2002-08-27 21:53:36.267000,L7,185.39,303.14,305.45,276.34,292.53,278.57,293.95,281.71,302.65,301.92,315.60,311.60,319.40,314.52,277.90,298.77,273.35,311.41,328.22,327.18,334.55,281.17,245.28,292.10
2002-08-27 21:54:00.253000,L7,417.69,431.84,420.01,410.53,450.72,427.42,415.43,408.28,462.80,409.18,411.18,411.50,406.54,444.70,430.41,449.96,411.52,428.35,407.79,399.57,404.33,409.47,412.20,407.52
2002-10-14 21:53:19.813000,L7,462.85,423.29,425.58,422.56,421.12,415.61,412.52,412.03,415.06,410.56,452.80,414.57,416.08,430.80,414.22,403.97,401.30,394.91,402.21,400.62,404.12,404.85,404.55,418.12
2002-10-14 21:53:43.769000,L7,339.71,384.99,378.44,300.67,299.00,289.08,295.65,291.05,303.57,307.10,316.12,312.97,321.36,314.97,289.04,300.55,279.68,311.15,330.35,330.70,337.31,292.35,290.35,329.05
2003-01-18 21:54:30.278000,L7,438.52,409.04,406.95,415.63,421.25,427.72,421.25,416.87,425.90,422.27,427.28,438.66,438.56,426.97,428.36,402.58,408.14,405.91,405.66,395.36,397.36,395.73,407.50,449.51
2003-03-23 21:54:40.711000,L7,183.62,310.76,322.60,299.64,442.59,445.31,381.53,277.01,298.43,278.43,307.71,304.88,312.44,319.35,298.71,297.00,287.57,320.07,331.21,334.84,346.07,301.34,253.88,288.68
2003-05-10 21:54:46.466000,L7,394.95,425.55,429.81,431.03,420.04,422.60,443.15,408.85,410.83,417.37,426.76,450.56,416.51,405.02,421.32,404.97,415.74,412.05,407.44,406.87,391.68,393.98,402.22,413.41
2003-07-21 21:42:09.884000,L5,166.69,297.77,311.56,279.43,245.38,204.54,263.63,235.13,261.60,252.23,291.05,290.59,304.25,305.71,258.89,,272.25,288.03,316.60,309.39,330.68,273.71,193.90,206.33
2003-08-06 21:42:27.230000,L5,158.82,296.65,314.61,286.89,256.52,211.56,261.04,255.61,256.08,244.81,295.86,247.57,291.37,306.61,293.39,,271.04,287.01,325.11,320.60,331.73,162.86,204.02,215.82
2003-08-15 21:36:48.503000,L5,,,,,,,,,,,,,,,,,,,,,,,207.56,207.85
2003-10-18 21:37:48.406000,L5,,,,,,318.23,317.33,323.20,326.36,336.24,338.31,,,,,,,,,337.28,351.26,325.41,256.43,283.71
2003-10-25 21:43:40.253000,L5,410.79,380.25,381.51,382.18,377.58,361.24,338.50,345.75,350.87,357.34,353.83,353.85,353.01,361.54,366.19,347.47,348.77,348.54,359.64,351.99,366.09,332.41,325.97,333.94
2003-11-19 21:38:14.402000,L5,392.15,340.94,352.77,,,310.98,311.33,315.20,322.77,338.44,343.51,346.21,347.40,342.51,326.43,314.87,306.66,319.35,340.69,336.73,350.91,320.28,252.68,289.95
2004-02-14 21:44:57.678000,L5,382.05,331.21,332.17,313.76,306.92,305.09,299.42,302.78,324.39,334.25,338.63,343.43,348.53,337.62,325.97,295.87,291.16,311.62,335.40,332.78,344.06,305.68,257.60,280.95
2004-03-01 21:44:38.581000,L5,354.49,297.59,322.48,294.63,264.96,266.65,269.31,271.00,279.21,281.25,292.88,308.73,302.70,,,274.34,278.98,288.40,311.64,311.10,324.63,276.74,205.24,
2004-03-17 21:45:08.368000,L5,375.93,325.16,342.33,333.60,320.98,317.28,312.80,317.35,321.25,322.60,324.32,328.81,335.33,325.84,312.18,294.58,304.86,315.90,339.77,337.14,350.84,324.30,250.65,272.75
2004-04-18 21:45:49.558000,L5,376.41,368.85,365.07,368.47,361.80,357.54,346.20,351.16,359.13,369.45,362.16,359.26,360.84,354.35,350.90,332.98,331.44,340.18,355.12,347.43,356.49,344.65,339.85,337.93
2004-05-20 21:46:44.438000,L5,,275.41,297.99,256.30,224.63,175.42,250.31,203.31,244.05,204.09,266.47,288.30,289.98,298.14,,,258.30,283.37,308.47,310.26,319.60,257.72,,
2004-06-05 21:47:12.889000,L5,460.69,356.44,413.78,328.91,322.44,336.54,311.13,303.04,320.93,327.59,330.84,341.44,345.15,330.96,320.56,297.39,216.49,320.02,359.42,344.36,355.52,318.04,252.76,269.21
2004-06-21 21:47:16.748000,L5,314.25,345.63,239.62,296.56,313.84,299.91,244.76,176.99,228.17,311.85,334.97,338.87,341.61,332.30,322.96,299.78,298.66,309.68,293.41,289.32,288.25,281.33,269.59,313.62
2004-06-30 21:41:46.478000,L5,231.46,335.36,343.46,332.04,315.96,312.90,311.35,319.76,322.12,330.39,340.40,342.53,344.34,335.60,331.59,302.71,308.93,324.27,350.31,344.69,355.20,323.04,260.48,285.71
2004-07-07 21:47:45.207000,L5,,,,,,,,,230.67,186.67,289.05,300.69,303.56,305.24,256.26,264.25,269.63,266.92,288.83,303.31,325.09,268.86,,
2004-07-07 21:48:09.180000,L5,274.97,322.56,,,,296.93,298.92,307.11,313.82,315.09,324.09,334.06,334.02,327.94,323.94,291.09,297.53,296.28,329.10,331.33,345.80,311.18,251.78,273.79
2004-07-23 21:48:33.165000,L5,393.79,395.04,397.90,397.58,416.98,413.60,389.85,382.29,378.84,378.73,378.64,405.74,393.04,374.76,377.49,375.75,372.82,366.41,373.62,372.44,374.37,368.10,357.50,352.22
2004-09-18 21:43:46.845000,L5,,,,,,,,,,,,,,,,,,301.37,329.05,325.13,339.85,301.70,246.42,260.22
2004-09-25 21:50:07.312000,L5,394.75,332.36,342.03,334.53,314.34,313.14,301.42,308.79,309.59,322.79,327.20,330.46,333.95,331.08,323.94,299.90,302.95,310.52,340.87,335.31,345.34,311.06,246.07,277.21
2004-10-20 21:44:28.706000,L5,,,,,,,,,,,,,,,,,,,345.33,337.57,351.47,326.87,262.06,280.99
2004-10-27 21:50:47.740000,L5,397.47,340.25,356.37,337.95,325.14,316.31,308.12,308.68,312.09,314.10,322.44,314.10,328.02,335.46,313.54,296.01,297.99,305.33,328.68,321.28,332.44,297.98,245.37,263.09
2004-12-07 21:45:24.093000,L5,,,,,,,,,,,,,,307.32,275.53,278.66,276.21,290.65,313.99,310.51,,,,
2004-12-23 21:45:40.703000,L5,180.11,286.65,311.17,282.21,254.75,,,,,,,,305.34,301.29,282.03,268.81,271.90,287.01,310.87,,,,,
2005-01-15 21:51:45.464000,L5,383.53,321.88,330.64,319.35,326.75,326.80,318.37,327.20,329.67,340.23,335.88,325.39,328.18,322.57,308.83,292.91,291.49,310.48,345.79,340.21,347.46,327.49,259.30,281.55
2005-01-15 21:52:09.437000,L5,404.81,362.51,359.21,353.03,375.42,367.61,364.51,370.49,374.99,371.09,368.81,358.60,353.29,355.03,349.63,345.24,340.58,343.82,367.25,358.06,359.94,348.58,346.33,339.33
2005-01-24 21:46:06.161000,L5,,,,,,,,,,,,,,,,,306.79,321.92,345.60,341.62,350.90,321.71,257.26,
2005-02-16 21:52:13.954000,L5,408.48,395.51,347.17,316.35,,,,,,,,,,,,,,,,257.91,333.55,359.02,357.84,418.23
2005-02-25 21:46:35.721000,L5,,,,,,,,,,212.02,261.32,286.99,290.27,293.87,,,,,,,,,,
2005-03-04 21:52:28.245000,L5,444.00,442.03,399.58,319.91,303.83,300.55,298.85,304.87,310.22,321.09,324.02,327.80,276.30,173.51,,,,,,,,,,
2005-03-13 21:46:47.612000,L5,,,,,,,,367.78,366.06,385.42,377.86,378.26,375.59,,,,,,,,,,,
2005-04-21 21:52:46.920000,L5,265.42,332.35,337.54,327.86,314.50,316.23,312.12,316.60,323.73,335.93,339.51,343.82,347.79,337.30,330.79,297.47,301.85,317.55,338.95,336.66,346.06,316.41,255.82,281.13
2005-04-21 21:53:10.893000,L5,166.63,283.99,303.47,276.92,252.49,265.96,268.40,268.73,273.58,279.41,296.99,303.58,303.77,306.23,262.63,264.32,263.88,278.58,311.67,307.97,319.16,271.64,228.99,
2005-05-07 21:52:53.005000,L5,212.50,301.43,323.59,298.77,190.32,,,,,,,,,,,,262.73,297.57,325.58,325.80,228.25,272.50,,
2005-05-23 21:53:00.685000,L5,154.29,275.66,299.75,266.37,216.08,254.59,257.24,255.29,261.81,204.24,284.28,291.40,285.16,300.07,,261.70,262.00,278.80,316.30,310.71,321.28,268.61,,
2005-06-08 21:53:09.034000,L5,155.63,282.23,314.35,283.73,255.82,260.14,273.92,275.63,269.91,257.54,289.45,299.31,302.09,301.83,164.89,263.59,273.05,289.83,325.03,315.10,333.49,280.69,222.45,192.00
2005-06-08 21:53:33.007000,L5,158.97,285.63,315.98,286.99,261.39,267.12,276.89,278.59,277.33,260.35,291.44,301.86,305.21,304.77,170.71,266.74,275.40,290.91,326.29,317.66,335.82,283.61,227.87,196.35
2005-07-26 21:53:30.504000,L5,,260.32,300.18,203.48,,,,183.77,168.65,180.76,240.20,291.00,291.05,298.26,,257.60,267.37,286.99,319.46,315.18,339.07,260.48,,
2005-09-21 21:47:59.005000,L5,,,,,,221.92,303.17,320.35,345.64,267.01,217.73,180.35,200.45,201.47,267.80,303.01,291.46,307.42,337.55,334.62,342.15,304.90,239.46,262.02
2005-10-30 21:53:39.558000,L5,436.97,386.22,381.53,376.15,349.09,346.63,352.13,356.83,349.29,360.52,370.93,379.40,377.76,374.61,372.18,364.96,369.13,358.86,350.91,342.80,349.78,354.52,353.39,350.77
2005-10-30 21:54:03.531000,L5,435.73,386.82,381.63,376.93,349.94,348.21,352.92,358.81,351.85,361.82,372.42,379.28,379.59,375.49,372.83,367.90,369.86,360.90,351.71,344.63,350.97,356.72,350.43,351.94
2005-11-15 21:54:02.336000,L5,165.84,298.47,319.66,295.78,286.75,289.06,288.89,289.92,292.99,323.94,318.05,280.00,,294.30,310.55,293.61,262.00,,305.82,313.00,326.75,274.65,,
2006-02-19 21:56:15.936000,L5,403.35,371.42,368.69,388.63,360.14,357.93,358.61,355.51,381.78,381.99,384.00,507.60,460.26,376.89,374.18,360.56,357.26,356.92,360.85,351.84,360.19,352.28,355.12,346.65
2006-02-19 21:56:39.909000,L5,384.34,349.59,353.90,340.43,340.24,338.08,337.94,338.22,346.24,357.52,361.45,358.43,361.83,357.35,346.28,335.09,339.19,337.21,346.39,339.31,348.64,335.13,327.66,324.35
2006-04-08 21:57:12.628000,L5,406.62,376.71,371.04,380.27,376.48,367.11,370.69,373.39,375.31,377.61,388.12,380.30,379.63,367.29,372.31,364.70,350.85,355.65,360.57,353.90,359.30,352.63,355.42,357.03
2006-04-08 21:57:36.601000,L5,258.21,328.68,340.12,328.02,310.31,309.95,314.69,319.95,321.54,331.48,335.92,339.72,340.11,326.65,315.53,296.51,300.97,312.98,338.03,333.45,346.08,319.99,258.80,279.43
2006-06-27 21:58:24.681000,L5,153.78,288.86,310.88,275.07,254.91,267.35,262.74,266.65,263.95,228.64,286.81,296.25,302.01,302.76,,203.09,264.18,285.31,314.61,313.13,321.90,267.42,,
2006-06-27 21:58:48.654000,L5,178.41,298.44,317.97,284.52,272.44,275.97,272.45,279.59,278.86,285.03,299.68,305.22,308.42,307.38,168.18,267.42,271.90,290.52,319.57,317.32,325.94,285.75,233.94,198.44
2006-07-13 21:58:38.362000,L5,,289.48,303.24,267.39,237.68,219.91,244.43,254.96,232.99,228.14,255.79,297.53,297.76,188.09,,197.25,266.75,289.38,316.55,312.30,329.17,263.51,,
2006-07-13 21:59:02.335000,L5,,289.23,302.95,270.07,234.72,219.04,244.43,255.98,236.39,226.57,286.99,296.21,300.99,304.83,,197.05,266.64,288.34,313.98,310.40,329.41,269.52,,
2006-11-27 21:54:23.315000,L5,,,,,220.16,236.52,240.47,209.51,194.82,230.80,262.02,265.01,,,,,,166.09,274.48,274.41,,,,
2006-12-13 21:54:31.554000,L5,357.33,297.86,322.30,300.88,281.77,291.96,299.18,297.30,301.72,309.68,312.51,320.30,325.28,315.65,300.21,280.29,282.60,294.05,320.81,317.91,330.26,297.50,249.88,229.71
2007-01-05 22:00:28.480000,L5,439.30,361.06,360.85,356.85,359.55,349.83,348.26,362.30,372.45,371.62,380.73,370.33,371.70,377.22,384.75,352.93,341.60,340.12,353.70,349.64,357.16,348.42,350.84,348.53
2007-01-30 21:54:48.635000,L5,385.69,317.31,336.55,328.58,317.75,315.32,311.36,315.62,318.67,324.19,327.19,332.67,334.66,326.65,314.35,298.04,305.79,316.63,346.72,342.58,354.53,322.53,261.07,277.37
2008-12-25 21:50:34.359000,L5,422.25,380.25,371.51,366.14,356.11,356.69,350.87,353.85,354.89,357.06,358.52,368.49,368.23,363.27,366.59,357.63,346.94,360.18,365.05,349.48,357.47,340.58,338.41,337.23
2009-11-26 21:56:28.873000,L5,387.40,327.61,346.35,337.33,323.32,324.63,316.85,323.47,322.42,325.65,333.22,339.67,337.55,329.59,312.97,299.40,305.07,315.23,338.56,334.54,346.76,319.09,260.55,273.42
2009-12-12 21:56:37.955000,L5,395.97,329.03,349.97,336.58,321.21,321.42,315.36,329.35,238.37,286.93,305.31,,,,,291.63,300.07,315.24,340.62,336.66,352.23,320.51,255.09,273.29
2010-01-13 21:56:49.389000,L5,381.57,320.17,341.68,326.81,312.41,315.34,311.03,316.35,315.88,329.20,334.48,337.06,337.26,326.69,319.66,300.46,301.79,314.57,343.51,339.99,351.34,320.23,257.85,268.78
2010-10-28 21:55:51.312000,L5,407.70,366.47,377.12,374.42,366.87,365.21,361.73,364.76,362.07,356.12,358.29,357.88,359.47,354.60,348.33,339.55,338.13,343.46,355.17,351.59,359.75,349.26,329.96,315.56
2010-12-31 21:55:56.533000,L5,395.99,327.66,342.80,336.62,322.92,322.39,314.26,317.53,325.87,331.59,332.98,338.35,338.57,331.80,318.77,301.32,303.97,320.10,344.12,339.95,353.43,326.07,263.32,275.03
2011-01-16 21:55:58.174000,L5,389.10,322.76,341.98,328.12,309.68,311.53,315.84,322.00,322.41,335.39,337.55,344.32,345.28,327.56,314.52,300.63,299.52,311.96,338.56,334.86,350.26,326.95,262.86,275.52
2011-02-01 21:55:35.620000,L5,392.24,329.58,346.28,329.78,311.23,309.63,304.44,307.84,318.41,326.85,334.12,341.30,343.95,337.90,326.35,301.88,309.50,317.08,335.42,334.95,344.63,316.12,255.16,267.85
2011-02-17 21:55:37.006000,L5,387.94,330.66,350.33,338.45,316.28,316.75,316.71,315.66,318.09,325.42,332.12,338.18,340.08,331.89,322.93,303.53,308.99,320.37,345.14,341.44,352.35,325.34,254.76,272.45
2013-04-11 22:07:51.092000,L8,374.92,327.82,333.14,318.41,316.13,312.93,313.36,307.49,322.93,322.20,332.65,338.35,339.14,332.03,294.29,314.14,294.08,324.10,340.49,338.80,345.96,308.09,287.64,327.68
2013-04-11 22:08:15.067000,L8,377.00,329.04,333.26,320.23,316.34,313.63,315.02,308.52,323.17,322.57,333.04,337.59,338.96,331.82,295.23,313.78,294.86,323.81,340.14,338.13,345.67,309.33,287.72,327.23
2013-05-13 22:07:59.284000,L8,,,,,261.63,267.58,271.30,244.35,288.83,259.75,309.39,320.02,322.35,317.40,179.54,294.79,277.95,306.61,321.35,315.03,,,,
2013-05-29 22:07:41.466000,L8,,298.05,314.13,269.99,282.95,274.50,283.40,261.25,297.75,263.35,307.67,316.74,319.56,314.95,170.90,294.62,277.35,308.97,328.66,328.34,330.98,259.74,,210.44
2013-05-29 22:08:05.425000,L8,,298.56,314.67,271.03,284.11,275.38,284.15,262.72,298.59,264.73,308.42,317.51,320.03,183.54,172.16,295.04,277.79,309.37,329.09,328.78,331.64,261.31,,211.84
2013-06-30 22:07:36.163000,L8,,297.50,296.57,264.10,282.40,271.94,282.60,257.70,295.29,256.08,307.13,314.09,316.75,311.74,,294.53,276.23,307.02,326.82,327.57,330.25,256.89,,
2013-06-30 22:08:00.117000,L8,,297.34,296.81,264.68,282.57,271.94,282.60,257.76,295.42,256.78,307.16,314.24,316.99,311.89,,294.62,276.37,307.40,327.04,328.00,330.30,256.61,,
2013-07-16 22:07:36.609000,L8,,300.63,304.36,268.56,286.17,275.68,284.70,264.81,297.75,264.73,310.71,316.35,320.23,316.12,168.18,294.30,277.76,309.18,330.15,330.74,337.53,248.69,242.64,216.97
2013-08-17 22:08:03.120000,L8,,294.52,297.74,264.81,278.49,270.18,279.33,264.94,293.29,261.99,306.27,311.08,313.72,307.77,257.70,287.49,273.68,306.42,323.82,325.20,329.10,263.81,236.69,216.04
2013-09-02 22:07:40.639000,L8,369.22,323.67,334.01,317.63,313.30,309.68,312.04,303.90,320.13,319.20,331.09,333.39,334.46,329.03,295.78,312.37,295.10,321.71,338.30,345.50,356.55,309.33,276.53,299.50
2013-09-02 22:08:04.598000,L8,,288.68,291.56,261.00,278.83,268.61,277.11,266.29,286.84,254.39,303.90,307.88,310.74,305.25,,284.84,272.55,301.56,320.27,322.90,327.81,259.57,234.02,210.45
2013-10-20 22:07:26.886000,L8,392.39,321.49,330.40,316.63,311.29,304.46,310.72,306.96,321.21,317.16,329.53,333.36,334.13,327.04,291.94,311.00,293.76,317.41,338.03,335.26,343.23,304.30,269.73,298.82
2013-11-05 22:07:22.900000,L8,328.24,314.57,335.42,311.72,306.56,307.17,312.43,303.20,319.03,313.40,326.68,331.12,334.00,326.26,296.40,308.47,291.88,316.57,344.46,347.15,345.99,167.17,,
2013-11-05 22:07:46.855000,L8,331.42,314.61,335.00,311.54,305.71,306.91,311.96,302.94,318.79,313.28,326.30,330.77,334.02,325.83,296.59,307.63,291.52,315.92,343.51,346.60,345.75,167.12,,
2013-11-21 22:07:13.797000,L8,,291.26,309.09,272.16,281.03,273.88,222.07,272.25,297.25,272.61,306.67,314.24,316.14,305.76,182.58,288.77,274.92,304.32,324.73,325.52,323.62,274.91,,
2013-11-21 22:07:37.752000,L8,426.98,375.13,353.13,352.65,362.67,367.30,354.74,370.06,363.03,365.44,359.75,362.05,354.39,356.01,340.68,325.55,338.08,348.90,352.08,348.62,360.37,357.99,361.27,360.33
2013-12-07 22:07:14.870000,L8,,291.09,316.84,280.19,246.34,212.25,190.25,182.31,,223.84,303.98,316.47,319.14,311.81,185.46,290.69,273.56,305.92,325.46,328.96,338.84,277.47,,
2014-01-24 22:06:45.554000,L8,354.45,315.31,327.75,309.88,307.81,299.10,304.51,302.27,319.34,314.31,325.19,332.90,337.31,325.85,294.88,310.07,289.68,320.87,341.21,339.55,345.95,301.30,277.80,298.88
2014-01-24 22:07:09.509000,L8,305.98,318.47,330.14,312.81,309.41,301.22,306.36,303.43,320.36,316.17,326.17,334.35,342.55,326.88,296.99,310.81,290.88,321.20,342.00,339.37,346.63,302.70,277.98,300.19
2014-02-09 22:06:33.299000,L8,376.11,314.14,327.80,308.81,307.30,300.36,305.32,300.92,318.64,313.86,327.25,331.29,332.96,326.50,298.74,310.66,288.74,320.46,340.09,338.94,347.06,301.76,279.02,293.45
2014-02-09 22:06:57.254000,L8,377.35,315.75,328.39,312.36,307.07,302.01,305.98,301.89,318.88,314.82,327.65,331.57,333.11,326.74,302.01,310.09,289.15,319.50,339.90,338.68,347.17,302.26,278.10,293.62
2014-02-25 22:06:20.497000,L8,377.02,328.39,341.88,321.03,315.29,309.39,317.56,310.38,323.27,319.99,329.03,333.84,334.82,327.95,295.86,310.69,291.86,322.63,339.99,336.87,348.17,304.27,280.86,302.07
2014-02-25 22:06:44.447000,L8,377.75,326.14,339.30,320.22,313.42,308.35,314.61,308.85,322.30,319.95,328.50,333.41,334.75,327.09,296.51,309.60,291.22,321.37,339.61,336.44,348.05,303.92,280.38,299.85
2014-03-29 22:05:52.007000,L8,395.51,381.31,341.80,324.04,338.36,321.72,321.32,313.65,326.81,327.94,343.14,345.62,347.18,343.11,353.93,318.35,311.61,337.44,340.38,340.19,349.17,310.41,280.63,313.06
2014-03-29 22:06:15.961000,L8,396.10,381.33,341.64,324.41,338.13,321.64,321.28,313.59,326.67,328.38,342.73,345.34,346.85,342.84,353.72,318.08,315.43,337.10,339.60,339.97,349.20,310.31,280.06,312.15
2014-04-30 22:05:22.578000,L8,189.51,319.04,331.78,312.01,305.10,304.13,307.53,302.98,321.10,316.99,332.94,335.04,336.37,329.74,292.12,310.74,289.99,325.85,343.33,342.08,349.57,301.86,277.38,293.87
2014-04-30 22:05:46.536000,L8,222.87,323.54,334.66,316.99,309.16,308.61,314.28,306.73,323.39,320.22,335.22,337.53,338.71,331.98,294.31,313.34,292.00,328.92,344.97,344.26,350.94,303.56,278.84,295.36
2014-05-16 22:05:09.831000,L8,,299.18,313.63,272.89,288.27,279.17,286.99,273.56,300.42,270.72,312.80,320.78,322.18,316.97,242.72,295.58,278.11,312.43,331.96,331.58,337.90,286.00,236.82,216.10
