dates,satname,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0063,nzd0239-0064,nzd0239-0072,nzd0239-0076,nzd0239-0077,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0116,nzd0239-0122,nzd0239-0123,nzd0239-0138,nzd0239-0139,nzd0239-0140
2000-12-04 21:50:10.162000,L7,394.90,402.57,382.80,435.51,444.52,473.36,469.81,461.18,479.40,477.57,485.14,471.72,437.13,434.59,495.95,485.74,462.79,432.39,428.69,432.85,425.60,464.51,404.08,422.78,460.71,404.67,439.99,468.11,469.82,469.85,448.18,446.59,442.86,437.58,433.75,446.69,462.88,463.43,456.88,429.07,463.53,463.98,467.52,471.23,448.69,467.69,412.06,424.20,425.31,455.11,487.67,480.30,409.23,452.32,445.72,454.27,487.26,471.65,478.82,491.43,435.29,452.34,480.94,473.11,450.33,451.99,419.74,439.12,448.64,441.95,441.26,456.09,465.16,460.27,470.05,472.39,479.63,485.51,476.84,463.14,461.09,443.50,458.66,465.36,439.47,459.10,496.18,477.96,461.11,451.94,470.83,440.73,491.15,428.38,520.67,533.12,503.98,441.14,446.45,440.46,453.53,459.15,446.57,458.30,501.29,464.11,423.45,441.88,464.35,463.62,435.68,466.01,422.75,432.85,420.03,449.18,405.02,456.30,394.75,456.22,470.63,477.16,482.24,435.76,427.76,413.35,408.66,454.96,440.30,446.17,457.42,466.50,465.64,488.77,488.21,508.90,440.02,450.84,362.16,368.99,373.33
2000-12-20 21:50:16.996000,L7,290.13,285.43,277.01,287.93,307.71,322.23,331.96,328.49,332.88,328.59,333.86,336.60,362.28,341.95,342.09,307.50,326.13,335.08,296.95,174.98,296.59,292.14,307.58,312.39,321.90,309.71,293.09,258.66,294.92,310.67,314.40,300.82,324.57,337.27,305.19,263.73,317.87,321.33,324.15,322.77,324.27,327.24,328.15,341.26,342.90,336.73,337.34,344.13,351.62,342.18,356.69,356.14,344.68,342.62,350.06,345.82,341.21,342.40,340.04,341.17,345.10,338.28,531.13,531.14,532.33,533.27,520.52,544.50,549.99,358.25,355.12,354.16,353.19,360.92,354.38,363.91,356.77,360.53,361.36,367.14,366.25,365.80,354.60,381.03,387.18,399.22,408.63,398.92,391.68,384.60,385.70,390.48,382.64,375.04,373.99,368.07,368.99,372.86,364.46,366.40,368.48,365.82,359.56,352.34,340.55,327.80,466.13,317.80,299.09,294.22,317.42,320.64,320.70,326.75,334.91,278.67,300.82,312.23,308.51,355.82,355.65,355.86,346.40,347.17,532.47,349.53,357.00,352.88,355.16,369.08,370.84,371.50,375.49,381.47,386.44,405.80,388.23,384.04,313.22,303.42,284.27
2001-01-05 21:50:16.585000,L7,376.31,359.08,363.94,367.86,378.12,420.04,422.89,424.65,412.10,415.61,404.19,426.91,415.90,413.20,421.51,418.10,408.29,401.55,393.24,391.83,386.65,394.75,391.09,398.64,403.62,399.67,404.89,392.24,407.72,400.36,395.34,405.85,406.63,404.10,393.84,357.42,394.39,375.99,385.12,395.58,384.16,390.90,385.10,389.90,392.80,397.11,377.41,389.16,404.02,404.21,421.00,407.39,410.35,403.10,400.43,395.07,442.37,440.41,404.89,419.57,392.99,392.35,395.98,397.43,406.32,398.20,426.27,401.58,393.88,411.94,407.22,433.48,398.55,406.64,398.28,405.31,416.38,411.87,401.62,412.84,445.76,405.13,456.50,479.01,453.42,490.12,491.77,431.30,457.52,425.11,422.65,410.96,407.21,409.53,423.21,450.82,401.47,400.17,403.79,421.01,432.94,415.19,402.08,399.20,388.32,372.52,466.39,485.34,488.83,398.95,399.87,389.62,386.97,391.79,411.52,389.05,378.61,373.68,381.62,410.66,413.76,401.05,407.17,389.81,403.11,401.33,399.78,433.68,411.55,538.18,417.83,460.07,425.86,423.98,424.67,470.64,404.68,404.99,349.39,346.53,298.85
2001-03-10 21:50:10.732000,L7,298.84,306.49,333.22,313.16,357.43,337.63,343.74,344.96,340.14,335.40,336.51,342.37,352.07,340.63,345.90,310.29,321.47,321.49,347.17,372.86,328.37,399.24,382.36,439.36,391.83,340.53,304.89,271.55,306.13,315.70,319.88,347.80,530.64,499.92,300.62,281.76,306.90,304.69,310.80,309.29,314.73,323.50,329.92,333.49,338.57,333.83,347.82,350.25,360.75,349.76,425.40,450.00,509.60,446.26,240.14,213.20,234.07,240.11,336.98,345.55,353.45,345.07,364.12,381.43,398.74,375.01,346.59,349.64,345.64,341.05,352.73,349.99,343.18,343.85,355.35,358.81,369.87,361.74,350.95,353.64,360.18,373.89,371.26,354.33,372.69,376.32,381.47,378.30,381.52,388.64,391.40,384.60,383.88,353.67,352.29,356.22,363.10,379.63,380.00,365.29,365.96,348.18,348.85,330.63,326.27,316.23,324.99,324.10,315.58,334.19,377.49,375.87,495.48,534.14,519.35,310.83,325.99,308.27,310.04,352.67,364.00,215.50,350.27,359.71,353.08,354.89,358.27,357.66,354.36,350.00,372.89,360.12,368.99,365.91,372.25,373.70,397.98,392.35,305.73,279.32,262.74
2001-03-26 21:50:01.268000,L7,381.53,360.54,367.52,382.08,408.46,449.49,455.80,442.23,421.96,420.05,410.62,417.48,418.93,440.76,465.33,436.68,417.47,432.05,400.96,377.73,401.15,406.97,516.47,533.66,534.58,400.38,440.77,421.52,419.27,421.91,400.99,394.42,444.92,,,,394.90,383.66,399.09,399.40,403.57,424.53,466.18,487.03,462.51,440.70,471.20,443.47,414.47,401.88,410.44,434.86,481.08,,,,,403.43,423.67,420.75,454.57,408.28,394.41,389.10,393.33,392.91,392.46,391.53,395.29,417.28,415.20,407.88,412.95,404.78,427.43,403.76,456.36,461.39,423.69,408.02,429.62,442.28,436.98,439.67,441.54,444.50,438.20,439.81,433.41,459.50,443.89,439.53,440.93,460.77,436.10,485.60,486.22,442.98,425.53,412.23,405.70,417.70,409.78,398.24,373.88,355.54,406.83,429.44,439.79,399.12,411.62,410.06,415.66,414.69,402.93,,545.78,510.63,438.07,432.30,428.65,406.24,393.01,410.97,407.54,395.68,401.19,406.16,415.14,452.51,441.17,444.72,443.20,442.36,438.17,439.39,454.04,450.21,348.05,340.28,329.90
2001-06-30 21:49:12.248000,L7,346.32,390.32,371.62,441.31,444.96,455.13,458.85,461.31,427.86,418.40,444.16,424.59,412.30,419.50,430.78,414.05,402.63,419.79,376.04,374.38,392.15,391.50,385.90,405.87,366.91,381.37,380.84,295.25,326.69,382.26,383.20,375.65,384.36,400.40,360.17,304.33,376.99,379.41,376.17,375.18,358.66,378.82,374.83,389.98,398.94,395.48,379.88,396.79,378.09,386.64,409.84,374.24,405.64,377.41,408.10,355.39,408.28,363.38,376.24,387.04,386.45,382.54,380.93,375.11,375.10,375.48,385.01,365.20,376.79,414.10,363.61,374.50,376.99,374.49,410.33,419.88,396.28,382.46,372.66,383.73,389.15,372.86,393.13,392.50,405.99,423.08,408.32,397.61,412.87,393.82,418.79,398.14,423.44,387.34,381.13,382.92,378.33,382.14,393.88,363.35,354.75,358.44,338.29,340.24,341.73,326.55,406.33,404.21,389.18,407.79,341.41,334.81,372.59,382.88,393.59,315.95,367.05,377.71,377.73,362.50,413.97,391.30,370.02,352.61,367.11,375.45,377.86,364.15,381.34,405.66,397.81,389.19,412.59,413.98,378.64,411.21,431.58,398.66,326.59,286.43,302.43
2001-07-25 21:42:54.824000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.86,294.14,301.44,296.83,303.52,301.17,305.02,312.03,313.77,314.87,318.41,324.29,327.90,332.95,335.72,335.49,330.53,330.08,326.53,328.96,326.24,324.77,327.21,325.67,323.19,329.40,322.28,325.85,325.17,324.74,329.67,332.90,326.43,330.92,329.18,333.28,326.64,328.03,322.40,333.18,326.02,336.69,334.12,336.06,336.84,343.54,342.43,306.25,353.23,358.25,359.64,358.19,365.16,366.98,362.92,361.61,358.66,354.97,345.56,338.99,343.95,335.83,327.87,326.19,321.28,312.19,304.76,280.68,267.07,252.34,,,,,,,,,,,,,,328.70,337.85,330.41,322.71,324.70,323.87,328.26,324.84,337.11,326.66,338.76,345.43,346.28,348.34,354.13,353.10,350.74,360.28,360.69,248.07,247.98,244.33
2001-07-25 21:43:18.753000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.53,379.46,375.52,380.27,387.14,391.01,376.15,385.87,434.11,423.36,389.19,377.82,384.32,395.78,410.80,409.32,391.68,402.86,395.88,400.50,404.84,389.72,389.09,381.42,381.90,388.05,388.43,384.01,381.95,381.57,389.52,390.31,391.81,404.95,420.51,393.45,382.74,385.37,407.64,392.72,421.20,392.33,390.13,392.09,418.77,401.63,405.18,402.64,417.17,415.94,423.29,428.79,425.71,428.87,429.20,438.49,413.09,412.36,397.24,400.24,403.34,402.51,388.02,385.41,376.41,363.77,356.55,344.88,324.33,310.96,,,,,,,,,,,,,,397.83,420.92,394.11,400.45,384.44,389.52,399.34,400.63,393.28,390.37,404.61,404.42,416.98,411.57,411.78,416.79,419.50,426.69,415.94,300.84,314.32,295.19
2001-09-02 21:48:29.341000,L7,457.24,411.15,378.67,455.71,512.60,545.29,541.42,527.48,512.55,541.51,537.09,378.39,376.47,371.07,376.00,361.76,381.22,386.48,350.09,346.79,361.37,348.50,338.31,343.49,333.32,342.48,330.77,317.61,331.51,332.28,334.78,334.52,346.90,336.00,313.79,326.32,329.16,341.66,340.90,346.21,346.63,337.68,343.22,344.80,380.50,345.17,344.91,349.89,346.20,355.24,363.62,357.08,361.92,363.42,368.74,359.67,356.77,348.02,353.00,356.67,351.58,350.94,345.10,352.20,353.92,350.57,348.86,347.24,351.60,347.68,349.97,342.51,343.03,343.48,341.50,341.73,340.23,337.29,340.11,348.42,343.13,350.56,354.21,358.34,371.64,371.88,372.55,377.43,377.59,372.33,373.32,368.84,360.72,359.35,351.80,350.08,357.55,357.00,351.53,342.46,331.66,325.54,322.22,306.97,294.31,275.11,379.62,368.47,360.21,350.94,357.00,331.71,342.52,340.15,351.38,329.86,325.08,327.40,335.40,364.23,366.21,357.98,352.96,359.91,347.04,352.26,357.60,353.68,353.69,353.35,361.52,360.24,366.73,358.44,366.21,375.06,365.52,365.54,268.82,261.89,244.13
2001-09-27 21:42:05.338000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.08,457.58,476.10,507.13,486.80,473.15,490.68,477.93,483.85,482.59,458.09,457.61,441.30,452.29,447.01,469.59,502.58,441.82,459.34,455.53,453.04,477.01,480.32,468.63,456.11,476.86,469.07,475.78,467.23,455.56,467.28,455.56,453.26,451.46,435.90,451.18,451.62,468.58,485.13,470.38,468.03,472.92,497.77,495.60,529.36,513.77,501.97,477.83,479.03,495.86,496.51,477.80,490.92,465.34,448.23,470.92,484.17,462.08,425.33,417.64,419.17,406.95,408.35,,,,,,,,,,,,,,484.01,481.36,460.77,493.86,454.50,526.53,488.11,480.98,493.42,492.58,465.62,491.30,511.96,470.70,494.81,474.14,515.03,493.67,484.95,392.83,374.28,343.29
2001-09-27 21:42:29.269000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.50,459.92,476.07,508.68,486.21,475.41,488.77,499.64,485.08,480.99,460.96,459.13,444.06,458.34,451.03,473.54,517.23,446.25,465.86,460.13,454.21,474.53,478.97,468.83,459.02,477.15,473.09,473.50,469.98,454.26,467.92,460.59,455.94,452.90,435.76,452.33,457.21,477.66,476.20,471.78,475.35,476.52,504.64,497.37,530.79,518.55,504.85,481.86,489.83,498.84,498.43,492.78,493.30,501.81,450.48,472.41,485.87,460.15,428.79,421.61,420.41,409.07,410.24,,,,,,,,,,,,,,484.70,487.93,467.27,496.76,453.55,458.28,487.54,499.79,494.34,492.90,466.16,492.17,466.36,470.90,496.27,512.17,522.25,500.50,484.67,394.27,396.57,346.78
