dates,satname,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122
2005-09-10 22:08:07.620000,L5,,,,,,,,,,,,,,,,,,,187.71,189.76,183.59,177.22,175.26,188.95,186.91,193.59,195.69,197.43,196.63,202.48,202.76,210.47,205.67,207.70,211.11,214.64,217.06,217.38,214.01,213.60,208.76,218.06,222.33,228.01,229.90,223.44,226.81,231.65,230.70,232.86,232.05,224.29,226.35,165.81,,,,,,,,,,,,246.21,239.48,193.64,228.00,232.47,222.94,197.28,224.94,218.73,219.39,236.85,237.24,226.33,229.64,237.20,257.56,235.64,236.09,239.47,250.66,238.99,244.47,244.90,250.25,254.31,251.44,255.93,255.69,254.33,254.14,241.74,243.08,242.92,240.71,234.45,239.34,229.84,228.35,235.10,245.49,247.99,255.43,257.69,244.42,269.95,203.42,168.22,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,242.41,247.33,247.50,243.05,234.65,236.78,230.85,236.87,235.57,238.81,244.48,253.16,248.33,247.97,247.89,248.69,243.91,240.46,225.08,226.92,222.34,223.87,220.59,224.00,228.07,230.32,240.61,241.07,247.22,249.11,251.28,256.25,253.28,246.97,248.60,247.62,255.78,253.31,257.25,260.12,268.07,274.91,274.35,280.95,282.17,292.30,287.31,279.53,272.97,270.99,271.00,269.60,269.28,271.99,270.22,278.74,277.55,284.46,281.61,280.42,282.33,283.55,274.91,273.88,278.42,285.48,280.98,281.03,281.22,297.49,294.60,291.04,296.46,292.34,293.22,299.14,284.70,289.09,282.20,286.59,294.60,285.12,286.84,298.58,298.71,285.98,298.53,289.68,295.48,294.17,288.04,291.44,294.99,291.71,291.61,292.25,301.33,297.43,306.83,294.68,306.46,296.06,301.08,289.99,285.27,289.91,291.13,290.99,290.66,297.91,283.32,277.96,271.99,263.94,263.17,258.03,263.02,266.68,268.65,270.34,276.11,279.04,298.24
2006-10-31 22:14:17.081000,L5,230.88,229.22,233.43,242.89,241.92,234.21,234.72,239.85,239.81,244.96,239.59,236.09,237.57,229.80,235.07,236.26,230.16,231.94,236.02,236.00,232.90,233.70,231.82,233.74,236.08,230.66,227.91,234.13,235.27,238.98,242.20,242.44,248.51,254.29,257.84,258.45,260.72,262.67,264.83,272.93,257.95,260.39,268.32,268.92,270.12,271.04,270.37,278.93,279.20,280.02,283.38,280.01,284.36,283.93,271.19,268.10,273.55,275.99,272.77,275.43,271.74,274.96,286.52,279.51,283.98,294.11,294.57,288.58,277.85,280.47,281.40,275.04,282.40,278.26,274.98,289.66,291.31,296.13,296.48,300.32,308.16,302.06,289.60,291.54,291.54,283.00,286.16,285.92,281.27,297.81,299.35,303.01,303.19,304.51,305.00,304.66,294.52,295.31,292.32,292.91,291.49,292.74,292.07,295.78,301.40,301.37,304.92,301.30,309.31,318.69,272.37,266.71,260.64,249.65,254.33,246.03,254.17,271.16,274.03,277.23,274.48,294.62,311.42
2007-02-04 22:14:57.320000,L5,227.29,229.46,225.41,228.14,228.79,226.07,236.52,237.72,239.96,243.10,244.02,248.09,244.48,235.90,228.05,230.96,230.46,223.67,224.56,221.78,223.46,231.89,230.59,232.48,236.22,237.65,243.75,244.15,238.29,237.58,239.88,243.21,240.22,245.02,244.22,248.63,259.98,261.36,262.35,267.74,269.13,271.99,276.17,264.55,270.33,271.53,270.79,268.74,273.07,270.33,282.07,282.26,281.37,283.03,277.58,279.30,281.51,275.07,271.51,269.90,266.97,268.47,273.83,269.17,275.73,286.74,285.41,285.74,282.68,286.21,288.29,281.56,279.33,276.55,271.08,282.66,281.42,287.97,287.03,296.10,305.12,300.89,297.91,299.56,297.74,288.57,280.44,282.01,275.66,282.79,286.96,287.74,301.59,304.99,302.45,303.57,305.91,305.78,304.37,289.48,288.94,289.01,283.52,283.21,287.01,285.08,303.41,298.86,306.59,310.07,279.63,272.74,271.99,244.42,250.27,242.13,247.55,260.41,263.15,266.52,276.26,292.52,312.33
2007-10-02 22:12:54.699000,L5,247.08,241.78,245.88,242.94,245.08,238.37,241.73,230.97,236.19,236.33,240.46,241.03,239.52,235.42,243.65,249.49,239.01,245.64,237.37,243.37,240.96,232.95,224.56,225.30,228.20,231.55,233.31,235.57,240.94,254.56,258.59,258.09,259.28,260.46,263.24,261.99,260.14,253.52,257.94,259.05,260.65,267.60,267.88,274.72,289.34,287.85,285.03,283.32,286.87,284.88,285.01,272.45,271.63,275.85,271.99,271.41,271.41,278.32,284.14,290.51,281.99,286.82,282.65,287.68,284.02,288.27,283.76,284.50,277.27,284.18,286.22,277.99,289.68,288.83,285.20,294.54,294.36,299.10,299.90,288.67,295.85,292.38,289.62,289.38,290.42,287.80,298.02,298.76,293.89,295.13,304.93,302.21,301.99,298.08,292.99,294.98,294.74,294.98,294.14,298.51,304.27,301.93,299.64,297.51,300.59,303.67,302.27,291.29,294.63,306.63,275.82,270.61,262.34,253.97,268.40,257.45,255.63,274.49,279.70,284.02,271.95,282.61,296.89
2008-12-23 22:04:28.225000,L5,,,,,,,,,,,,,,,,,,,,,,,,178.85,187.05,192.39,199.09,202.99,196.22,203.34,200.87,202.29,199.48,203.70,202.96,209.71,215.38,214.20,215.75,215.44,212.28,217.63,214.69,,,198.12,203.19,206.48,211.03,218.46,223.75,230.17,226.63,211.00,,,,,,,,,,,,170.27,235.50,237.73,230.44,231.91,234.89,226.10,234.88,227.05,228.45,232.99,233.89,241.04,240.75,248.32,257.29,253.18,246.47,249.25,235.84,220.53,230.96,228.42,193.91,226.51,230.03,237.22,251.76,245.14,249.22,250.35,243.21,254.73,250.48,249.68,246.38,243.71,239.16,243.52,238.99,248.26,248.80,246.31,244.38,227.52,216.05,188.89,174.45,172.90,183.60,180.90,,,,,,,
2010-01-27 22:10:50.221000,L5,237.18,232.58,228.70,235.33,230.00,227.10,226.65,228.76,231.92,238.56,237.53,242.65,238.15,235.25,236.79,238.72,230.04,229.46,226.25,225.61,223.97,221.63,222.87,224.83,228.77,230.08,233.32,234.30,238.40,238.58,241.91,238.72,242.45,241.26,245.14,245.40,248.33,251.97,258.24,258.23,263.04,264.62,269.10,270.44,273.25,267.15,268.38,268.06,269.74,267.51,270.73,272.00,273.98,276.71,271.34,273.68,275.80,279.03,277.87,274.27,266.35,270.16,271.70,273.12,272.29,281.68,282.58,283.34,279.94,285.61,284.66,282.70,287.58,279.35,276.28,284.13,285.44,288.72,286.02,286.34,299.19,294.69,291.19,293.64,294.09,289.52,289.43,283.98,269.99,284.19,287.92,289.73,291.09,290.12,296.27,294.82,294.36,294.33,296.49,296.26,298.57,288.55,288.43,287.16,289.05,290.63,289.32,289.44,295.44,299.75,273.34,272.91,265.93,257.25,257.14,249.56,251.41,266.03,260.87,269.62,266.95,290.89,307.82
2011-02-15 22:09:58.365000,L5,230.55,229.68,229.69,227.15,226.56,225.52,237.98,237.06,238.04,239.83,245.24,244.31,243.70,231.91,229.43,231.28,226.75,224.87,221.88,223.67,223.20,229.22,230.23,228.97,233.60,234.77,237.57,242.18,235.45,233.81,235.91,237.89,239.34,240.98,242.84,248.51,255.61,259.41,258.91,265.93,264.65,268.94,272.04,259.37,264.94,266.16,265.78,262.82,264.30,264.39,274.38,277.22,277.04,281.91,275.10,277.70,278.74,270.98,267.90,264.92,264.74,266.52,268.27,265.20,273.46,285.19,285.00,284.72,280.25,287.03,285.00,272.87,274.09,268.35,267.21,276.08,275.45,279.62,285.42,292.87,297.60,295.87,291.90,295.99,293.45,276.96,278.61,278.27,267.55,279.14,281.26,285.47,299.58,296.91,296.80,299.04,298.23,302.34,302.35,283.69,287.10,282.19,283.77,279.78,282.65,284.34,297.22,298.39,300.64,310.63,281.63,277.54,269.40,243.68,250.65,242.06,246.40,260.09,255.47,268.89,274.77,294.23,306.53
2013-05-11 22:21:55.010000,L8,,,,,,211.41,215.42,216.12,216.43,,,,,,,,,,,209.07,210.80,214.31,202.34,209.51,210.37,217.74,216.16,223.40,219.47,222.28,222.16,226.01,225.98,225.91,230.31,232.32,238.98,242.42,239.43,245.82,246.90,249.09,249.48,173.02,201.25,197.54,200.27,200.58,200.01,171.65,254.52,248.31,257.44,248.33,242.50,246.02,244.38,239.00,245.80,248.11,245.80,237.10,197.29,201.19,206.50,201.26,208.58,204.09,196.04,170.28,253.12,243.59,251.27,250.66,234.57,238.77,236.55,252.93,244.39,240.73,254.25,258.17,245.25,249.91,247.67,252.31,218.31,248.53,244.37,239.92,258.29,258.53,261.02,260.89,260.54,258.11,248.50,250.88,260.80,252.40,250.21,261.45,245.56,256.82,255.31,258.04,259.27,260.84,197.57,283.26,233.61,220.18,222.20,198.56,215.85,208.63,206.11,221.96,222.51,234.20,229.44,,
2013-09-16 22:21:57.385000,L8,253.10,253.10,249.16,250.08,248.89,244.90,244.01,250.28,247.71,250.59,250.99,255.77,249.45,247.04,245.87,250.90,245.14,243.81,239.44,240.07,239.26,236.96,236.93,237.12,239.90,242.05,245.86,246.11,248.32,248.98,252.06,253.12,254.13,255.39,259.61,260.03,266.94,265.62,269.60,271.41,274.49,275.34,279.44,282.21,288.29,286.64,288.35,284.59,285.90,285.49,285.51,284.84,285.47,286.34,284.18,290.40,289.38,287.24,287.41,286.75,286.32,286.34,287.23,287.50,285.60,291.78,290.15,289.76,288.20,289.73,291.24,288.40,291.37,289.42,289.80,292.49,317.08,310.47,289.86,295.05,298.96,296.70,294.51,296.45,295.98,292.73,294.90,290.85,285.78,293.51,295.89,298.17,297.71,296.36,297.50,297.68,294.81,296.29,296.95,299.60,296.27,298.89,291.86,292.12,294.64,292.13,294.23,294.56,312.30,319.20,288.66,273.81,263.55,259.27,264.56,260.98,261.94,269.12,267.21,323.23,296.83,317.54,321.45
2013-10-18 22:21:49.490000,L8,254.48,253.44,252.96,249.97,251.68,247.93,280.62,276.82,282.70,313.54,303.60,288.99,312.63,284.30,248.05,251.38,246.91,247.36,241.76,245.18,241.90,242.33,238.32,244.46,243.16,247.36,249.01,250.45,254.35,254.46,258.87,260.90,260.34,261.82,263.70,263.17,267.37,265.79,268.15,269.69,306.57,308.75,307.76,318.03,323.90,320.21,319.84,302.23,310.83,315.97,308.25,305.99,317.04,318.85,318.92,320.38,326.71,297.97,325.36,321.77,322.06,319.05,324.44,319.87,322.70,314.20,316.32,307.42,300.49,313.14,319.76,303.77,316.94,304.69,304.65,301.56,325.61,315.10,317.97,322.23,310.82,317.61,317.52,324.71,306.96,317.62,307.96,329.31,319.26,332.60,332.42,323.67,321.44,323.30,334.05,322.57,322.60,316.36,319.70,323.25,307.02,327.16,314.09,324.92,323.10,323.33,328.20,321.71,292.25,328.51,327.11,333.23,328.91,311.97,274.77,302.57,293.69,287.36,294.09,291.74,305.87,308.34,324.78
2013-12-21 22:21:27.090000,L8,257.70,256.43,253.29,253.43,254.29,248.76,249.52,252.24,250.85,254.07,252.99,257.16,252.05,253.65,249.27,254.90,247.29,246.96,242.21,245.73,242.30,241.00,238.60,240.67,241.22,244.35,246.49,247.92,251.64,252.66,255.53,259.62,260.89,261.58,263.28,264.42,267.98,267.08,271.81,272.62,275.65,276.98,280.74,282.88,286.63,287.74,287.95,285.32,288.38,286.44,285.96,284.73,287.31,286.62,287.11,285.77,286.13,286.96,288.80,287.67,289.19,285.64,290.44,287.67,288.72,289.84,291.26,288.35,289.87,290.31,290.91,287.14,291.25,288.85,288.78,296.44,294.59,299.93,295.20,292.76,297.38,297.98,295.83,306.67,293.97,294.59,293.73,292.65,288.69,293.37,297.42,298.18,300.40,297.87,297.96,301.37,295.85,301.89,301.49,303.26,307.37,343.69,350.58,312.93,343.40,330.79,338.34,347.11,333.03,341.82,294.99,281.22,272.99,278.30,269.96,267.51,266.87,273.07,277.36,281.91,280.44,286.58,345.40
2014-07-17 22:19:52.017000,L8,,,,,,213.75,215.46,220.32,219.60,214.33,227.24,226.37,192.44,,,,,,210.76,208.55,212.94,211.25,206.84,211.70,211.76,219.84,219.34,225.83,222.30,222.05,224.74,230.98,230.17,232.75,232.57,238.19,242.01,246.25,238.94,246.51,247.63,251.14,249.16,255.41,198.66,206.10,205.52,210.71,204.55,208.96,214.62,202.54,257.85,246.34,249.79,243.04,190.07,240.59,244.72,247.75,253.84,237.21,243.88,192.64,200.71,202.14,205.52,190.92,189.54,167.83,255.17,247.09,255.20,249.70,205.31,204.17,238.32,252.93,238.27,233.80,254.80,260.82,244.95,209.22,261.75,252.03,189.00,250.51,250.03,245.99,260.06,256.37,259.29,259.17,262.77,256.51,256.42,254.95,207.25,245.48,251.28,263.63,246.26,254.81,254.34,262.79,261.58,162.72,177.25,291.71,236.28,232.02,226.45,208.29,220.96,205.00,199.08,207.97,215.13,237.15,,,
2014-09-03 22:20:06.649000,L8,255.23,255.15,252.54,250.09,250.63,245.50,245.45,247.21,246.63,247.06,250.04,251.26,249.72,247.24,246.58,248.66,247.34,244.50,242.12,243.44,241.20,238.12,236.07,237.46,237.81,241.86,243.30,246.53,248.14,251.44,253.85,259.37,259.62,262.67,262.44,264.96,268.42,270.10,270.24,273.16,275.58,276.56,280.69,282.29,285.72,287.34,287.67,284.25,287.16,287.74,289.49,285.44,287.90,287.34,288.76,287.31,286.84,287.27,288.76,288.71,289.82,287.91,292.12,288.68,290.92,294.41,294.10,291.79,290.55,292.59,293.16,287.51,292.57,287.71,283.78,293.55,291.79,295.50,296.26,296.11,299.95,298.26,299.03,298.73,296.38,298.59,296.08,298.37,290.25,296.91,300.33,300.70,300.09,299.26,298.82,301.32,296.50,301.84,303.35,300.43,300.97,297.54,290.21,293.05,294.30,295.94,294.45,301.11,293.32,319.09,299.88,281.14,278.41,281.13,270.62,269.85,278.92,279.89,277.59,288.53,271.36,275.95,322.81
