dates,satname,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057
2002-05-30 22:02:01.786000,L7,,,314.86,226.32,291.47,343.65,365.42,364.94,384.10,402.81,406.99,402.24,399.09,380.29,384.71,376.47,373.13,366.60,365.40,329.18,351.68,362.28,361.39,353.65,372.04,357.16,355.85,352.17,362.69,349.79,356.88,359.44,358.14,336.11,325.84,347.57,330.52,333.46,452.97,472.37,464.61,474.14,467.01,335.12,337.11,505.13,505.77,500.85,507.74,505.23,521.05,517.59,515.36,520.14,526.08,543.19,506.05,534.49
2002-07-17 22:01:44.458000,L7,194.39,218.38,208.88,168.94,266.40,338.69,331.91,360.06,367.89,376.73,349.21,378.41,388.41,386.33,381.71,373.14,362.56,357.05,354.46,347.15,346.35,343.65,341.09,343.42,343.10,395.98,443.93,413.95,467.02,410.05,445.13,459.36,338.53,326.89,324.30,311.54,308.46,310.15,312.47,321.48,321.95,326.52,325.97,334.69,321.59,342.82,336.48,305.32,288.88,311.18,326.98,332.66,334.06,327.40,329.50,326.23,286.29,237.26
2002-07-24 22:07:50.432000,L7,,,,,,269.75,322.45,350.81,338.67,338.85,325.61,320.71,311.69,304.11,306.77,303.87,543.48,543.24,525.09,539.83,532.25,529.94,529.65,542.54,300.62,297.56,297.05,283.55,292.59,285.35,287.88,288.13,284.21,278.70,241.19,251.38,290.92,286.88,285.33,287.40,290.16,289.24,301.31,287.54,289.85,302.10,239.28,239.79,255.43,229.84,268.67,306.46,282.60,243.34,,426.77,431.27,435.56
2002-08-18 22:01:33.502000,L7,449.54,416.00,463.79,411.83,288.37,352.71,367.03,363.43,381.89,458.53,462.77,497.62,519.86,520.99,548.77,466.66,512.41,430.82,419.80,406.76,383.03,443.49,520.55,505.66,469.38,467.03,476.33,476.37,479.82,496.63,509.78,513.02,529.46,503.88,515.96,508.59,525.10,502.05,375.13,382.70,361.34,445.08,531.03,413.77,428.12,440.10,434.63,464.00,419.58,428.94,452.23,472.73,474.92,485.70,497.51,503.39,516.08,473.83
2002-08-25 22:07:36.489000,L7,,,,,,295.42,276.99,285.11,237.63,286.64,317.24,305.40,302.08,299.46,291.94,294.10,296.81,295.26,287.60,289.11,286.16,293.32,287.54,288.70,285.07,276.29,280.67,276.25,282.91,279.18,284.69,278.91,274.61,262.39,,253.72,271.50,282.28,267.65,283.61,275.56,274.47,280.75,235.59,277.12,281.88,260.72,257.84,254.79,258.81,279.45,276.07,254.16,235.67,,,,
2002-10-05 22:01:07.311000,L7,,,,,,300.28,335.86,329.96,340.80,337.61,330.60,320.86,317.48,319.50,311.71,375.70,358.37,377.27,386.71,361.67,330.57,332.37,340.81,299.29,299.41,301.06,301.62,290.72,295.33,293.32,293.73,384.51,391.98,408.21,418.00,392.06,391.78,285.50,286.20,356.08,376.58,393.96,410.26,407.21,416.46,413.50,253.33,243.33,242.86,246.35,250.83,292.08,264.83,235.85,278.07,,,
2002-12-31 22:07:56.130000,L7,255.77,247.36,218.24,260.14,353.03,366.00,382.33,397.74,407.67,425.39,482.25,508.25,495.01,437.66,434.28,410.58,406.45,433.71,427.78,415.00,415.09,409.17,413.62,419.72,407.59,404.23,402.15,395.41,398.45,414.23,406.00,422.98,419.22,421.03,417.68,428.65,435.61,438.81,429.06,431.36,434.73,439.10,418.14,431.75,432.71,425.58,442.95,442.01,429.57,430.47,398.89,443.02,395.43,412.74,402.53,421.79,424.76,413.51
2003-02-01 22:08:09.844000,L7,365.75,,,,,,365.22,356.12,370.70,387.08,399.49,377.29,384.27,391.71,392.27,377.81,391.98,368.70,362.72,352.42,353.80,354.73,351.19,377.03,372.12,375.55,374.17,375.16,380.08,390.05,383.66,388.04,383.36,382.53,396.24,393.72,396.43,402.11,394.49,402.67,412.25,353.92,381.68,386.02,391.16,364.66,409.55,421.24,414.65,380.74,369.58,354.31,331.55,328.02,315.66,302.74,285.74,261.96
2003-02-26 22:02:04.470000,L7,,487.36,520.86,510.11,464.90,376.24,379.09,389.14,439.04,482.02,500.80,488.97,425.80,438.65,438.29,448.32,467.27,467.73,440.38,420.76,434.28,420.73,459.24,491.53,421.41,435.88,482.55,444.67,522.85,533.30,,,,,410.90,428.72,427.10,,,,,522.61,460.28,484.07,508.76,456.95,488.15,479.31,489.57,490.50,504.89,499.16,465.50,495.00,499.55,513.57,465.96,505.05
2003-03-05 22:08:19.474000,L7,364.87,346.37,384.61,201.31,298.53,338.80,341.98,354.05,364.88,379.78,398.66,402.99,392.44,375.44,373.77,371.65,369.58,364.45,406.29,381.96,390.95,389.93,406.17,388.33,388.36,390.15,399.86,398.13,400.43,400.14,399.96,391.11,398.50,384.72,405.83,406.87,404.38,408.31,414.91,430.07,426.79,429.91,445.90,438.95,462.14,456.89,407.98,453.10,457.74,357.40,358.54,359.87,354.58,351.51,341.98,338.37,332.37,343.21
2003-03-21 22:08:15.672000,L7,219.92,210.18,184.66,213.80,288.52,344.85,347.08,354.68,366.32,355.57,391.53,401.23,377.34,364.20,351.11,368.89,371.16,368.00,360.56,343.08,395.79,318.88,379.49,355.82,315.29,356.31,330.18,385.61,362.81,337.73,352.09,323.40,318.98,313.83,313.52,307.05,308.51,304.54,313.74,306.06,432.74,449.74,403.12,471.57,479.67,478.52,437.63,469.07,462.53,469.72,469.42,357.46,356.82,353.07,346.22,332.43,326.03,342.95
2003-05-24 22:08:16.964000,L7,436.89,291.72,505.76,521.54,292.68,339.37,351.43,354.97,366.27,385.91,366.40,400.04,381.00,395.89,389.99,348.92,354.53,357.44,358.00,437.95,434.24,393.93,417.15,405.28,346.82,394.70,382.75,360.63,402.42,417.29,420.07,409.16,354.35,348.61,345.47,307.70,298.97,303.68,439.11,448.11,450.53,449.49,452.55,307.64,256.42,273.19,447.51,453.21,452.94,459.67,374.99,378.58,368.31,377.45,362.72,379.90,381.32,420.42
2003-07-28 21:50:04.710000,L5,,,,,201.47,300.89,318.43,334.44,342.00,354.23,356.46,350.92,349.27,342.82,340.80,335.07,326.11,321.14,319.56,309.57,303.48,303.93,305.26,310.32,314.00,308.16,306.28,311.98,310.33,305.28,311.17,308.73,310.81,307.10,310.46,305.47,301.55,303.96,307.37,320.33,311.53,310.65,315.13,318.87,328.00,327.04,320.95,326.44,326.09,326.65,326.40,321.70,320.39,318.81,311.49,287.96,250.20,262.50
2003-08-29 21:50:38.152000,L5,,,,,,288.08,306.57,317.79,327.15,333.05,319.85,312.18,309.09,308.72,300.82,299.12,298.04,301.46,298.28,295.49,293.18,295.12,297.93,295.38,295.67,295.84,293.07,296.37,297.37,293.43,293.04,295.12,291.51,287.38,284.47,285.46,283.63,288.93,287.10,283.15,284.33,284.18,289.42,294.07,300.11,305.15,309.29,310.74,307.99,309.06,310.16,308.95,307.83,299.85,285.26,,,
2003-09-14 21:50:54.515000,L5,,,,,,289.03,313.26,317.44,333.05,330.08,322.38,315.43,310.39,309.75,307.78,302.39,300.51,297.95,304.66,294.06,297.64,298.10,297.41,297.39,294.49,295.47,294.99,295.95,296.52,291.06,291.85,291.92,287.00,284.80,283.14,281.31,284.39,284.13,288.48,285.05,287.74,290.31,291.38,296.76,300.05,308.57,313.48,314.30,310.22,312.35,310.70,310.52,310.23,297.17,289.28,,,
2003-10-23 21:57:36.620000,L5,,,,,267.12,303.67,326.61,333.08,341.94,348.83,352.38,364.98,364.35,368.93,344.98,345.64,340.17,334.68,325.93,318.46,313.90,312.43,311.03,313.77,310.54,305.34,298.66,307.43,305.42,294.95,299.65,296.24,298.98,291.95,291.86,294.58,297.56,302.17,304.49,307.98,308.71,313.93,319.28,318.52,326.38,332.14,331.51,328.81,316.55,319.62,322.27,322.47,325.71,316.81,312.13,289.51,267.58,250.99
2003-11-17 21:51:45.201000,L5,,,,,,284.46,305.40,312.27,324.96,322.94,315.76,307.47,307.92,308.85,306.72,306.68,305.16,305.50,301.38,301.80,304.55,303.06,303.47,289.39,288.54,289.73,285.49,292.26,289.30,294.64,292.51,295.11,295.46,285.01,289.88,291.07,285.67,285.67,288.51,287.14,289.63,290.97,285.06,285.27,287.63,292.42,298.76,299.07,302.52,303.35,308.61,309.94,308.16,303.35,284.89,216.37,,
2003-12-03 21:51:55.424000,L5,,,,,,287.13,305.13,312.93,331.40,331.61,322.46,315.37,310.56,308.54,305.29,303.63,304.40,302.22,294.88,292.16,293.34,294.67,293.46,292.98,292.48,292.86,287.19,291.83,297.18,298.00,298.21,297.22,293.06,285.74,289.91,288.66,286.34,284.61,277.91,276.69,279.10,281.45,286.57,285.92,285.95,291.67,298.66,307.58,308.40,310.26,307.09,311.18,306.70,303.67,283.33,219.73,,
2003-12-10 21:58:05.829000,L5,,,,,,287.17,307.63,312.36,324.82,326.37,317.51,307.46,302.08,310.46,306.68,305.81,307.82,305.34,300.50,304.17,301.96,302.29,305.08,288.67,288.58,289.68,287.47,289.27,285.40,291.49,290.57,289.20,285.87,286.32,294.12,292.73,292.47,289.65,287.86,289.08,293.87,292.55,290.70,283.17,287.17,292.16,300.02,305.00,299.92,304.00,298.86,302.25,308.47,305.19,284.41,,,
2004-01-04 21:52:10.021000,L5,,,,,280.44,323.45,339.73,342.42,359.22,373.39,373.60,370.67,375.55,366.56,366.31,363.12,365.96,344.62,333.29,332.13,331.09,327.58,325.60,318.24,318.05,313.89,305.51,299.68,292.74,290.72,291.91,292.77,293.83,288.97,295.41,297.32,300.10,307.53,311.81,309.29,313.88,310.25,318.18,314.14,314.60,322.57,320.03,313.09,322.45,314.29,318.45,321.53,316.15,320.17,301.18,279.05,245.96,223.33
2004-02-05 21:52:16.959000,L5,,,,,,,207.52,245.16,330.74,330.44,328.32,306.29,281.47,290.95,298.46,294.78,293.97,291.47,290.28,290.37,292.30,290.58,296.22,294.21,297.12,294.17,292.57,292.48,287.88,289.17,286.75,286.27,285.88,277.37,281.92,283.46,277.79,278.56,277.63,276.45,278.62,278.96,285.30,292.56,293.27,300.22,305.92,307.57,308.31,309.73,305.79,309.72,298.73,295.47,280.10,,,
