dates,satname,nzd0546-0000,nzd0546-0020,nzd0546-0021,nzd0546-0022,nzd0546-0023,nzd0546-0024,nzd0546-0025,nzd0546-0026,nzd0546-0027,nzd0546-0028,nzd0546-0029,nzd0546-0030,nzd0546-0031,nzd0546-0032,nzd0546-0033,nzd0546-0034,nzd0546-0035,nzd0546-0036,nzd0546-0037,nzd0546-0038,nzd0546-0039,nzd0546-0040,nzd0546-0057,nzd0546-0058,nzd0546-0059,nzd0546-0060,nzd0546-0061,nzd0546-0062,nzd0546-0063,nzd0546-0064,nzd0546-0065,nzd0546-0066,nzd0546-0067,nzd0546-0068,nzd0546-0069,nzd0546-0070,nzd0546-0071,nzd0546-0072,nzd0546-0073,nzd0546-0074,nzd0546-0075,nzd0546-0076,nzd0546-0077,nzd0546-0078,nzd0546-0079,nzd0546-0080,nzd0546-0081,nzd0546-0082,nzd0546-0083,nzd0546-0084,nzd0546-0085,nzd0546-0086,nzd0546-0087,nzd0546-0088,nzd0546-0090,nzd0546-0091,nzd0546-0098,nzd0546-0099,nzd0546-0100,nzd0546-0101,nzd0546-0102,nzd0546-0107,nzd0546-0108,nzd0546-0109,nzd0546-0110,nzd0546-0111,nzd0546-0112,nzd0546-0116,nzd0546-0117,nzd0546-0118,nzd0546-0119,nzd0546-0120,nzd0546-0121,nzd0546-0123,nzd0546-0124,nzd0546-0125,nzd0546-0126,nzd0546-0138,nzd0546-0139,nzd0546-0140,nzd0546-0141,nzd0546-0142,nzd0546-0143,nzd0546-0144,nzd0546-0145,nzd0546-0146,nzd0546-0147,nzd0546-0148,nzd0546-0149,nzd0546-0150,nzd0546-0163,nzd0546-0164,nzd0546-0165,nzd0546-0166,nzd0546-0167,nzd0546-0168,nzd0546-0169,nzd0546-0170,nzd0546-0171,nzd0546-0172,nzd0546-0173,nzd0546-0174,nzd0546-0175,nzd0546-0176,nzd0546-0177,nzd0546-0178,nzd0546-0179,nzd0546-0180,nzd0546-0181,nzd0546-0182,nzd0546-0183,nzd0546-0184,nzd0546-0185,nzd0546-0188,nzd0546-0189,nzd0546-0190,nzd0546-0191,nzd0546-0192,nzd0546-0193,nzd0546-0194,nzd0546-0195,nzd0546-0001,nzd0546-0002,nzd0546-0003,nzd0546-0004,nzd0546-0005,nzd0546-0006,nzd0546-0007,nzd0546-0008,nzd0546-0009,nzd0546-0010,nzd0546-0011,nzd0546-0012,nzd0546-0013,nzd0546-0014,nzd0546-0015,nzd0546-0016,nzd0546-0017,nzd0546-0018,nzd0546-0019,nzd0546-0044,nzd0546-0045,nzd0546-0046,nzd0546-0047,nzd0546-0048,nzd0546-0049,nzd0546-0050,nzd0546-0051,nzd0546-0052,nzd0546-0053,nzd0546-0054,nzd0546-0055,nzd0546-0056,nzd0546-0089,nzd0546-0092,nzd0546-0093,nzd0546-0094,nzd0546-0095,nzd0546-0096,nzd0546-0097,nzd0546-0106,nzd0546-0127,nzd0546-0128,nzd0546-0130,nzd0546-0131,nzd0546-0132,nzd0546-0136,nzd0546-0137,nzd0546-0151,nzd0546-0152,nzd0546-0153,nzd0546-0154,nzd0546-0155,nzd0546-0156,nzd0546-0157,nzd0546-0158,nzd0546-0159,nzd0546-0041,nzd0546-0042,nzd0546-0043,nzd0546-0103,nzd0546-0104,nzd0546-0105,nzd0546-0122,nzd0546-0129,nzd0546-0133,nzd0546-0134,nzd0546-0135,nzd0546-0162,nzd0546-0186,nzd0546-0187,nzd0546-0160,nzd0546-0161,nzd0546-0114,nzd0546-0115,nzd0546-0113
2006-03-12 22:18:01.902000,L5,318.53,177.47,206.86,216.45,221.28,225.14,230.18,245.75,248.94,253.50,268.76,265.15,294.89,305.61,315.00,324.08,362.51,400.33,449.73,476.55,501.19,,,512.80,497.47,497.97,503.08,506.82,503.95,492.12,464.07,442.86,436.16,426.68,429.61,432.89,447.69,465.69,483.10,499.30,191.72,287.51,340.68,389.37,432.85,480.82,504.81,500.99,449.07,384.88,317.90,257.32,242.71,251.46,,,,,,,,,,,,,,,,,,,,,,,,464.11,435.74,408.12,408.31,397.78,384.63,391.96,382.21,366.73,344.62,339.34,329.07,325.09,472.16,465.69,465.99,462.31,458.00,456.33,452.53,451.62,444.82,441.20,433.78,428.13,420.29,418.80,403.80,404.68,400.86,377.79,374.71,374.27,371.48,364.08,336.38,348.72,342.84,337.26,333.61,333.17,328.45,322.94,318.73,,,,,,,,,,,,,,,,,,,135.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.22,258.86,254.36,217.99,191.71,175.55,,,470.23,,,,,,,,,,,,475.72,315.06,348.66,465.47,465.82,,,
2006-04-13 22:18:38.042000,L5,322.62,182.99,212.44,221.62,221.80,229.42,236.82,251.82,262.77,263.71,278.85,277.26,301.67,310.81,314.69,321.81,363.39,404.96,465.80,486.06,503.38,,,512.70,504.65,502.58,508.08,512.43,508.96,499.65,472.86,452.52,440.09,439.60,430.77,448.04,457.33,477.47,491.13,508.76,268.47,355.83,406.97,462.59,502.91,476.41,502.79,498.41,496.17,451.80,387.20,266.44,,281.83,,,,,,,,,,,,,,,,,,,,,,,,519.14,421.14,404.86,393.10,382.01,387.83,387.00,524.01,502.91,495.41,487.01,458.06,440.96,481.16,477.24,477.35,475.60,470.38,466.97,462.09,462.10,455.44,449.38,439.12,433.16,428.01,424.60,414.99,410.00,402.01,384.53,380.78,379.31,377.61,369.01,351.67,350.73,347.91,343.25,340.15,335.57,333.95,325.93,324.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.42,445.31,474.59,211.98,189.46,170.47,,,493.90,,,,,,,,,,,,481.69,323.39,354.91,436.67,475.28,,,
2006-04-29 22:18:53.476000,L5,,,183.26,184.28,195.90,187.02,185.49,211.45,225.09,221.88,249.40,237.15,267.25,276.52,289.96,298.62,327.67,373.15,424.29,459.13,466.48,492.57,497.36,486.53,474.07,475.81,479.40,486.15,483.12,469.78,445.00,423.58,409.67,405.50,406.35,418.06,427.03,451.71,470.21,485.70,329.46,241.15,305.46,361.61,415.45,458.18,480.03,470.23,346.94,333.71,275.12,222.21,214.32,224.40,,,347.62,348.28,244.80,,,,,,,,,252.03,306.40,363.99,290.15,190.89,,469.25,456.00,280.04,217.19,284.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.25,410.14,,,,,,,,,,,,,393.13,356.71,,,,,,,,,,,,,,,,,,,308.65,414.84,,,,,,468.44,368.44,513.47
2006-05-31 22:19:19.777000,L5,277.54,,,,,,,,,,,,,,,,,,,,,,,,,,,335.32,475.49,438.64,424.98,381.71,330.91,249.23,249.68,273.75,400.79,435.22,464.57,194.13,333.21,210.31,308.61,353.89,409.32,445.93,476.06,467.88,371.19,276.02,234.75,207.56,195.41,193.05,275.40,378.89,344.42,370.85,370.69,315.91,278.13,477.19,463.69,457.13,500.25,,,,,,,,,,,,,385.85,357.37,334.66,330.98,331.31,325.63,333.29,326.47,322.49,309.18,296.06,273.37,,,442.12,454.38,450.96,447.14,440.90,437.86,434.15,431.17,415.71,383.45,380.18,397.96,390.17,385.64,382.26,373.25,339.53,341.06,339.41,,,,233.07,301.34,286.69,244.34,278.13,249.39,294.49,275.34,,,,,,,,,,,,,,,,,,,,350.32,334.30,330.20,360.57,426.92,413.27,418.57,418.32,312.26,347.15,425.17,,,437.60,,456.64,444.10,440.17,476.53,408.49,479.35,,,,,419.23,422.67,403.34,,,,,,,,,,,,389.01,353.67,303.59,487.43,,,449.34,405.34,450.14,,,,,,,,
2006-07-27 22:13:58.731000,L5,331.65,440.98,485.80,465.04,464.69,471.77,448.26,438.52,443.89,426.19,443.95,407.90,406.73,404.53,394.88,409.27,418.24,499.71,,,,,508.46,485.60,464.26,415.73,400.37,395.09,384.73,370.70,361.56,348.00,336.89,321.22,312.61,308.56,307.37,316.23,322.46,352.41,389.41,436.91,468.07,492.49,361.82,389.64,419.65,450.15,470.60,474.57,475.24,469.83,450.29,420.68,,,,,,,,,,,,,,,,,,,,,,,,,521.76,487.59,467.01,455.51,454.81,454.86,461.87,464.44,457.56,455.31,438.55,426.96,,,,500.72,459.45,409.05,375.76,362.25,366.50,359.50,342.81,322.61,312.96,324.18,345.39,349.88,267.61,211.38,181.47,168.20,141.83,204.46,269.40,,,,,,289.20,324.44,328.59,405.57,267.93,292.17,299.36,309.27,199.03,156.18,192.52,215.46,249.00,243.06,252.06,269.59,293.62,319.79,376.16,400.40,402.77,404.77,180.05,204.05,216.51,224.43,240.57,255.96,252.67,243.99,258.13,278.70,297.49,304.08,289.30,326.20,,,,,,,,,,,,,,,401.19,397.40,362.78,357.90,342.85,331.19,312.07,296.46,231.51,,,,,,,,,,,,208.95,516.02,,200.10,202.07,,,
2006-08-03 22:20:15.113000,L5,372.63,220.01,215.91,222.53,227.11,249.07,258.59,244.40,257.28,271.23,277.59,274.59,302.93,310.93,308.48,322.37,365.86,416.51,468.87,485.56,499.21,,,521.62,510.42,508.93,518.55,513.77,517.01,515.94,502.82,453.85,444.58,434.40,454.80,445.41,469.15,482.40,500.03,,,348.78,385.11,440.77,484.04,509.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.82,493.73,472.68,474.16,493.07,,,368.53,338.67,277.78,,,,,,518.04,508.36,505.69,494.39,487.18,486.24,486.08,478.54,460.14,457.42,451.25,442.24,448.33,446.24,437.54,433.94,408.52,403.99,403.58,395.69,394.75,386.03,381.66,370.64,,,,,,,,,,,,,,,,,,192.87,216.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.12,406.31,423.19,423.05,458.78,229.17,429.83,427.03,432.18,,,,,,,,,,,,386.55,434.18,424.75,411.68,401.88,,,
2006-08-28 22:14:23.601000,L5,341.03,425.49,458.62,443.91,459.91,461.73,432.31,427.20,417.42,417.08,412.06,401.65,389.71,393.06,387.52,402.45,407.85,430.65,462.70,468.17,484.84,491.66,261.47,235.13,209.56,191.01,188.34,193.96,199.67,212.97,215.18,206.98,175.34,163.03,158.93,154.35,166.26,181.02,201.82,229.88,251.83,274.01,307.04,334.83,370.69,396.50,427.93,453.48,474.88,481.94,482.39,477.87,459.30,432.10,,,,,,,,,,,,,,,,,,,,,,,,,,503.30,487.87,464.10,467.64,465.58,472.16,479.83,468.51,458.08,454.47,441.65,212.35,216.42,187.57,496.78,462.29,416.47,372.99,363.60,366.75,358.34,347.56,324.11,317.68,325.06,342.16,355.13,266.90,215.67,176.33,165.40,137.80,,,504.90,454.90,388.74,,,271.90,325.26,340.68,315.37,262.34,273.13,283.77,272.01,176.40,153.52,179.83,198.60,233.23,239.75,256.25,268.66,288.36,322.76,352.13,389.19,394.28,389.81,183.79,207.77,215.20,230.85,241.83,249.74,253.20,248.26,264.47,287.90,304.18,311.91,295.41,344.48,,,,,,,,,,,,,,,414.99,414.92,394.73,366.18,356.15,340.23,318.28,313.37,248.85,512.34,523.66,143.89,,,,,,,,,214.32,,,214.88,213.22,,,
2006-09-20 22:20:51.034000,L5,342.80,212.95,223.67,230.39,232.86,237.50,246.85,253.14,262.36,270.57,282.07,284.05,299.93,311.22,329.97,357.20,390.39,422.89,462.40,486.20,509.77,,,,,,,,512.94,499.73,472.24,449.22,439.14,432.89,438.31,444.33,460.34,479.81,498.47,513.03,275.76,361.35,415.52,461.49,506.27,496.14,514.41,506.79,492.22,440.81,374.58,259.07,263.65,,,,,,,,,,,,,,,,,,,,,,,,,,439.50,418.40,518.17,505.15,506.80,504.96,512.29,508.94,498.00,492.48,479.10,459.75,506.37,500.12,498.08,492.58,487.89,481.81,481.83,476.96,472.71,463.87,459.24,452.29,450.31,441.36,434.31,427.74,422.23,412.00,406.05,399.98,394.70,386.14,376.08,371.73,370.26,362.60,364.11,357.67,354.48,347.30,344.40,,,,,,,,,,,,,,,,,152.11,185.36,194.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.50,433.92,451.55,488.74,505.31,474.33,473.58,470.27,458.68,,,,,,,,,,,,508.01,364.16,378.25,511.22,512.01,,,
2007-01-26 22:21:54.849000,L5,344.99,195.56,219.65,229.72,231.34,241.32,247.32,254.58,263.37,263.31,279.35,269.71,301.63,307.80,312.52,319.91,357.74,403.48,461.30,483.81,497.58,,,,,,,,517.82,514.60,474.35,464.02,450.05,443.56,449.29,456.46,471.38,487.92,511.62,,,351.39,409.84,412.53,502.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.74,426.74,406.21,403.39,399.27,401.70,396.18,402.77,372.77,341.09,326.90,312.41,505.26,499.24,501.98,493.51,490.62,485.90,486.66,479.90,475.76,469.57,465.82,459.48,445.53,440.50,432.96,424.18,421.42,415.04,406.51,406.14,399.05,393.31,378.69,370.85,370.11,368.11,364.53,362.60,357.90,355.41,347.70,,,,,,,,389.84,400.96,396.20,426.88,430.63,446.07,461.42,489.58,505.70,523.19,,148.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.89,262.47,258.76,218.09,193.59,168.79,449.66,443.26,438.63,,,,,,,,,,,,507.61,369.96,375.36,518.35,512.08,,,
2007-02-04 22:15:45.266000,L5,318.47,424.18,471.84,453.78,454.88,444.95,434.28,425.68,434.08,434.61,427.99,409.91,399.96,396.95,390.49,397.83,407.72,424.22,462.07,464.62,492.27,488.75,289.20,486.25,456.37,405.72,397.89,394.44,377.18,367.92,353.74,342.17,327.65,310.16,302.92,296.01,298.41,302.96,312.99,332.14,367.09,420.32,452.16,487.82,517.11,184.85,240.77,290.72,305.01,297.04,251.84,191.34,191.56,447.24,246.55,,,,,,,,,,,,,,,,,,,,,,,,,510.14,491.82,471.09,477.13,483.24,494.45,491.30,490.01,471.64,461.82,443.81,237.72,234.01,194.92,491.39,452.15,412.18,364.91,360.29,364.97,346.12,338.10,324.43,311.08,318.18,332.34,353.39,262.84,212.19,178.23,160.67,,,,,,,,,283.04,316.56,315.45,280.24,250.25,262.15,274.81,279.17,178.38,144.99,173.26,192.27,224.64,232.02,246.08,261.86,280.77,312.05,348.94,387.13,398.75,401.60,196.70,221.24,239.07,245.11,263.56,270.39,268.77,267.09,272.80,295.05,316.16,320.67,313.88,393.11,,,,,,,,,,,,,,,444.83,431.44,387.10,397.31,378.15,353.05,331.64,312.54,260.00,496.68,517.44,168.11,,,,,,,,,243.33,,,231.44,233.50,,,
2007-02-27 22:21:56.031000,L5,290.17,,,,,,,,,,,,,,,,,,,,,,472.31,315.43,,209.49,460.00,498.34,492.02,480.84,464.71,452.04,447.48,457.49,460.72,466.74,466.68,485.26,519.62,,,,,438.62,483.15,477.76,502.14,498.67,493.84,458.58,404.56,319.79,260.88,477.53,,,,,,,,,,,,,,,,,,,,,,,,512.69,421.26,393.23,372.25,367.50,370.32,373.59,367.37,355.20,336.95,320.06,313.82,299.80,,,,254.37,291.72,397.98,155.62,403.60,426.26,270.05,237.16,269.98,272.77,,,,,,,,,,,330.49,321.57,319.27,304.93,304.39,294.48,293.76,288.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.48,459.86,507.23,,,,,,,,,,,,269.60,242.47,228.89,200.89,163.98,139.87,,,,,,,,,,,,,,,,,333.74,,,,,
2008-10-27 22:10:37.958000,L5,313.26,177.73,202.82,213.50,213.45,218.53,215.00,238.02,239.96,250.13,268.26,266.81,293.70,302.25,308.68,319.48,364.98,410.43,459.16,483.78,498.91,522.40,519.88,499.82,493.79,494.07,500.70,502.30,504.33,488.71,466.41,441.38,431.19,424.47,429.47,432.57,446.40,467.38,482.39,499.48,519.82,286.04,343.32,391.27,440.17,479.22,502.76,493.29,447.45,369.72,307.55,246.92,233.42,251.86,,,,,,,,,,,,,,,,,,,,,,,,463.99,418.27,401.72,379.10,377.26,376.74,380.24,366.91,355.96,342.56,327.56,312.73,305.62,474.78,472.93,471.45,469.71,463.06,460.38,454.86,454.08,447.04,443.76,436.39,430.19,421.78,417.60,408.14,405.44,397.27,381.34,372.68,372.98,363.29,362.57,333.37,347.55,341.06,335.40,329.64,328.49,325.21,316.79,311.13,,,,,,,,,,,,,,,,,,,135.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.92,238.62,233.97,203.33,173.42,153.16,,,,,,,,,,,,,,,477.03,322.13,346.09,,445.92,,,
2009-01-31 22:12:28.607000,L5,310.97,181.34,201.51,212.37,216.25,222.09,222.70,243.73,246.17,253.33,269.01,264.48,285.68,294.28,312.82,341.33,365.00,402.01,446.51,476.32,491.50,,,506.61,501.21,501.24,507.89,506.99,511.57,499.96,473.40,450.07,441.52,442.48,434.10,446.50,457.45,475.18,490.11,503.57,,350.42,394.73,449.21,486.01,484.28,506.42,501.75,477.99,436.99,317.79,296.31,,482.87,,,,,,,,,,,,,,,,,,,,,,,,,,,215.64,369.37,425.94,508.38,454.13,352.18,334.27,329.06,300.59,278.75,407.78,308.55,257.87,471.74,464.75,462.49,462.00,461.19,449.29,443.75,442.68,441.77,434.04,434.33,341.69,,399.27,388.13,384.46,381.95,377.84,372.65,349.01,355.85,343.88,334.33,330.75,328.05,316.49,315.60,309.59,,,,,,,,,,,,,,,,,,,146.94,,,158.28,364.51,359.11,354.01,423.88,490.71,,,,,,,,,,,,,,,,501.41,470.07,357.57,,,254.80,225.12,229.00,185.03,164.20,137.36,,,,,,,,,,,,,,,468.26,344.23,355.49,,,,,
2010-11-02 22:16:48.420000,L5,351.66,206.22,219.03,224.20,225.39,234.29,237.18,255.59,259.71,265.02,278.80,272.27,296.06,300.61,312.85,322.61,362.90,419.49,466.54,484.66,499.39,,519.26,500.59,498.06,500.25,508.88,507.24,516.16,496.77,475.76,447.83,443.44,442.18,436.13,453.70,463.41,485.91,500.78,,277.67,317.96,406.60,453.54,486.42,516.99,,,468.69,416.85,357.82,284.92,,,,,,,,,,,,,,,,,,,,,,,,,,,512.15,497.58,483.44,485.31,484.37,485.89,491.90,484.37,473.71,477.17,375.83,368.66,317.94,283.92,232.20,179.40,488.62,487.56,480.28,475.02,476.35,472.36,463.78,460.51,457.34,447.42,437.78,435.12,423.94,422.27,419.02,415.85,415.96,409.18,399.70,388.25,384.09,376.36,371.36,367.12,362.42,356.52,353.22,,,,,,,,,,,,,,,,,,,180.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.16,457.58,459.64,444.87,428.57,420.13,420.09,,,,,,,,,,,,288.74,397.71,393.89,377.76,316.21,,,
2010-11-27 22:10:35.713000,L5,308.79,,,,,,,,,,,,,,,,,,,,,,170.88,505.04,482.23,457.72,393.27,395.61,397.76,381.84,380.18,464.85,236.36,442.58,409.77,301.83,287.12,307.96,310.34,322.26,359.97,404.78,494.04,338.49,257.15,300.55,404.41,453.43,427.30,477.06,256.55,,,,,,,,,,,454.63,332.43,,,,,,,,,,,,,,,,,504.44,485.21,462.14,467.39,463.40,476.58,477.30,474.31,463.93,459.82,443.02,235.04,209.37,528.76,486.98,446.78,413.83,363.33,348.62,341.76,328.05,318.97,321.54,316.98,329.94,346.49,339.47,261.86,216.79,173.33,160.35,,,,493.46,356.40,192.51,,,275.24,312.69,305.16,,,,,,,,,,,,,,,,,,,,181.18,206.59,223.84,233.08,246.77,252.53,252.10,243.88,,,,228.60,134.34,,,,,,,,289.48,,,,,,,,441.43,430.79,382.62,388.14,369.01,344.97,327.97,316.42,247.19,,,143.92,,,155.79,,,,,,241.86,,,227.88,237.54,,,
2010-12-20 22:16:50.270000,L5,347.05,390.74,405.47,437.70,466.91,486.77,506.77,523.23,262.90,275.35,285.33,292.95,339.18,398.22,436.08,452.81,448.75,463.90,495.43,517.01,,,,,,,,,520.93,500.58,488.50,449.77,452.89,447.99,445.79,458.86,473.11,486.36,514.52,,,346.42,403.95,449.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.68,515.77,504.16,493.40,494.76,497.37,498.37,493.43,484.90,487.32,423.80,385.96,348.96,302.78,244.66,201.10,138.26,491.09,484.06,482.13,480.13,477.13,471.40,463.85,458.52,450.07,442.55,440.24,439.20,431.94,425.82,420.87,415.18,410.03,403.76,391.39,385.12,376.16,371.49,369.10,365.88,354.94,350.08,322.42,325.08,356.96,508.93,310.47,255.99,197.95,510.77,438.27,374.56,288.84,221.68,171.97,,,,461.74,440.11,407.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.91,421.54,444.50,476.18,469.99,450.83,441.93,433.25,431.31,,,,,,,,,,,,395.97,398.01,398.01,420.50,411.76,,,
2011-01-21 22:16:54.354000,L5,323.51,171.44,199.07,208.36,213.03,217.35,214.94,242.73,249.15,250.27,269.35,268.26,296.68,298.68,310.76,318.77,350.65,396.46,450.46,479.56,490.20,523.16,514.11,506.12,495.69,503.31,503.35,509.99,507.16,495.57,464.39,445.41,435.84,428.58,432.74,439.63,456.10,475.62,493.14,505.99,288.17,369.29,419.77,469.58,510.14,487.91,508.12,502.94,487.09,436.75,375.36,304.33,266.78,410.84,,,,,,,,,,,,,,,,,,,,,,,,458.49,415.34,393.95,377.88,367.34,370.68,359.31,356.81,520.27,507.41,509.93,471.74,441.97,474.62,471.74,476.46,471.26,468.92,464.51,462.58,460.06,456.09,440.78,432.81,425.67,412.51,396.92,405.68,398.91,356.35,230.89,249.87,373.98,370.79,358.81,340.05,348.01,344.75,343.41,339.52,338.12,335.49,327.44,324.73,,,409.15,442.62,402.89,313.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.26,444.26,468.24,201.38,175.60,154.89,,,,,,,,,,,,,,,479.45,329.38,351.95,,475.41,,,
2011-02-06 22:16:56.485000,L5,319.42,177.56,201.22,210.09,216.78,216.13,223.44,239.22,239.82,249.50,260.77,258.35,286.30,293.10,298.93,310.11,351.93,396.76,446.23,468.82,485.15,512.09,514.60,495.70,492.18,489.87,497.76,499.20,503.12,490.45,466.53,440.65,431.37,423.55,428.42,432.31,443.44,468.43,487.15,506.60,184.46,283.80,335.78,385.07,442.31,488.11,504.91,494.69,447.59,373.29,316.23,249.26,230.47,244.27,,,,,,,,,,,,,,,,,,,,,,,,463.03,426.42,400.28,388.17,378.36,384.77,386.37,378.87,366.46,350.81,331.52,323.86,316.59,471.74,466.92,459.65,459.23,454.73,461.20,462.43,460.48,455.20,445.57,437.13,440.09,429.80,423.77,414.74,407.31,366.94,370.48,132.09,168.79,148.03,,,,,,,232.68,299.56,313.11,321.78,,,,,,,,,,,,,,,,,,,142.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.38,254.69,237.93,210.35,174.97,144.25,,,,,,,,,,,,,,,465.02,,,,458.61,,,
2013-06-03 22:29:01.054000,L8,305.13,,,,,,,,,,,,206.87,312.89,,,,,,344.83,362.17,333.47,506.63,483.67,478.75,472.82,478.65,483.51,486.56,477.40,451.92,427.89,411.73,405.78,405.75,413.84,427.77,445.43,463.27,480.40,298.01,225.44,283.26,340.38,399.85,445.15,473.34,472.09,345.43,309.14,281.64,237.31,221.67,225.78,,,,,,,,,,,,,,,,,,,,,,,,516.53,406.94,407.69,367.05,366.42,371.35,390.69,349.46,343.75,517.57,512.64,401.60,428.98,472.91,468.03,466.10,461.50,460.24,456.13,453.90,449.47,445.89,437.96,427.55,414.63,413.39,398.51,397.62,402.38,397.28,378.97,368.22,369.33,367.32,358.28,265.39,337.15,335.83,332.53,323.29,319.98,315.93,312.84,301.12,,,,,,,,,,,,,,,,,,,,,,227.64,290.28,269.46,,150.53,334.19,230.68,518.55,,,,444.34,,,,,,,,,,,,,,,452.85,440.85,475.23,506.66,163.41,519.50,511.19,503.48,498.25,313.35,166.27,196.53,,,,,,,,,482.03,267.74,340.78,486.10,487.16,,,
2013-08-22 22:29:00.806000,L8,299.44,173.29,192.98,203.27,210.59,222.52,212.00,240.07,249.19,255.08,277.23,288.54,294.57,301.30,312.35,321.67,364.89,412.35,459.03,487.30,506.77,526.18,518.17,496.57,496.43,499.37,506.12,507.49,507.73,492.37,469.04,446.27,433.86,428.57,428.92,437.30,453.22,468.70,483.79,502.85,519.80,283.87,338.72,384.11,430.58,477.11,503.23,499.26,450.89,381.94,314.85,258.00,242.78,251.14,,,,,,,,,,,,,,,,,,,,,,,,516.09,412.98,413.23,372.11,370.51,379.50,395.45,385.77,346.04,334.54,319.86,337.97,326.14,470.96,465.55,259.47,458.28,454.59,452.78,449.84,445.96,443.77,432.60,420.12,411.55,406.04,399.47,398.99,400.66,393.28,377.45,363.42,366.51,360.49,176.54,353.15,333.27,330.70,326.89,316.27,316.44,312.69,306.91,297.85,,,,,,,,,,,,,,,,,,,159.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.66,252.37,255.31,191.69,173.69,155.34,,,,,,,,,,,,,,,473.77,263.71,336.92,,483.06,,,
2013-09-23 22:28:51.997000,L8,297.09,174.02,187.75,201.27,198.31,222.19,206.03,237.20,242.02,244.02,270.85,258.41,287.99,306.84,316.37,324.04,363.93,397.97,451.86,477.75,497.66,523.87,519.03,496.42,493.60,498.58,502.17,503.80,506.77,494.68,471.81,444.01,432.30,428.91,428.46,436.47,453.41,470.33,483.54,502.34,285.67,369.75,416.51,466.61,509.05,474.88,500.60,497.13,504.07,458.90,402.27,324.41,269.79,464.37,,,,,,,,,,,,,,,,,,,,,,,,509.89,434.73,422.82,395.65,381.79,387.33,404.23,397.91,389.85,369.72,488.75,364.32,431.20,470.13,463.44,462.52,457.22,453.79,449.58,448.53,445.33,442.35,432.85,419.98,410.66,406.29,399.01,396.52,395.73,391.79,376.75,361.53,366.05,359.41,352.72,352.09,333.79,328.95,325.95,314.99,314.46,312.39,305.90,297.53,,,,,,,,,,,,,,,,,,,162.45,,,,,,,,,,,,,,373.01,,,,,,,,,,,,,,,453.91,440.38,470.99,506.12,207.98,184.49,,,,,,,,,,,,,,,471.35,261.97,335.25,,475.60,,,
2013-10-02 22:22:40.460000,L8,,407.96,468.32,464.75,461.65,454.44,439.69,425.42,436.82,428.48,414.69,406.26,397.90,373.66,380.95,399.51,408.90,433.73,459.69,469.23,486.70,493.85,285.72,494.11,485.31,408.77,393.51,401.16,382.57,372.17,358.09,353.76,345.59,328.36,316.16,307.26,301.52,308.14,316.56,331.19,365.41,417.99,450.80,484.85,516.86,391.99,422.53,454.02,481.28,495.74,496.45,490.41,479.77,454.38,277.49,,,,,,,,,,,,,,,,,,,,,,,,,,508.18,497.68,483.96,481.25,503.64,506.37,505.50,491.66,484.68,476.64,244.50,236.53,198.06,463.43,436.51,385.81,334.82,335.47,322.52,317.62,311.64,305.75,304.96,305.04,320.44,306.55,241.14,201.11,165.80,148.11,,,,474.81,255.90,146.34,,,,,,399.20,264.67,271.58,285.50,295.43,241.11,165.74,193.09,206.72,233.59,246.47,254.26,270.05,286.69,320.07,354.90,390.10,401.84,388.43,177.34,199.20,226.01,222.91,244.12,251.32,257.59,243.32,260.10,269.99,300.84,316.00,317.71,400.19,,,,,,,,,,,,,,,479.69,473.78,473.89,435.58,405.76,389.46,356.80,345.35,266.07,504.96,523.07,,,,,,,,,,245.89,,,242.83,254.77,,,
