dates,satname,nzd0546-0000,nzd0546-0020,nzd0546-0021,nzd0546-0022,nzd0546-0023,nzd0546-0024,nzd0546-0025,nzd0546-0026,nzd0546-0027,nzd0546-0028,nzd0546-0029,nzd0546-0030,nzd0546-0031,nzd0546-0032,nzd0546-0033,nzd0546-0034,nzd0546-0035,nzd0546-0036,nzd0546-0037,nzd0546-0038,nzd0546-0039,nzd0546-0040,nzd0546-0057,nzd0546-0058,nzd0546-0059,nzd0546-0060,nzd0546-0061,nzd0546-0062,nzd0546-0063,nzd0546-0064,nzd0546-0065,nzd0546-0066,nzd0546-0067,nzd0546-0068,nzd0546-0069,nzd0546-0070,nzd0546-0071,nzd0546-0072,nzd0546-0073,nzd0546-0074,nzd0546-0075,nzd0546-0076,nzd0546-0077,nzd0546-0078,nzd0546-0079,nzd0546-0080,nzd0546-0081,nzd0546-0082,nzd0546-0083,nzd0546-0084,nzd0546-0085,nzd0546-0086,nzd0546-0087,nzd0546-0088,nzd0546-0090,nzd0546-0091,nzd0546-0098,nzd0546-0099,nzd0546-0100,nzd0546-0101,nzd0546-0102,nzd0546-0107,nzd0546-0108,nzd0546-0109,nzd0546-0110,nzd0546-0111,nzd0546-0112,nzd0546-0116,nzd0546-0117,nzd0546-0118,nzd0546-0119,nzd0546-0120,nzd0546-0121,nzd0546-0123,nzd0546-0124,nzd0546-0125,nzd0546-0126,nzd0546-0138,nzd0546-0139,nzd0546-0140,nzd0546-0141,nzd0546-0142,nzd0546-0143,nzd0546-0144,nzd0546-0145,nzd0546-0146,nzd0546-0147,nzd0546-0148,nzd0546-0149,nzd0546-0150,nzd0546-0163,nzd0546-0164,nzd0546-0165,nzd0546-0166,nzd0546-0167,nzd0546-0168,nzd0546-0169,nzd0546-0170,nzd0546-0171,nzd0546-0172,nzd0546-0173,nzd0546-0174,nzd0546-0175,nzd0546-0176,nzd0546-0177,nzd0546-0178,nzd0546-0179,nzd0546-0180,nzd0546-0181,nzd0546-0182,nzd0546-0183,nzd0546-0184,nzd0546-0185,nzd0546-0188,nzd0546-0189,nzd0546-0190,nzd0546-0191,nzd0546-0192,nzd0546-0193,nzd0546-0194,nzd0546-0195,nzd0546-0001,nzd0546-0002,nzd0546-0003,nzd0546-0004,nzd0546-0005,nzd0546-0006,nzd0546-0007,nzd0546-0008,nzd0546-0009,nzd0546-0010,nzd0546-0011,nzd0546-0012,nzd0546-0013,nzd0546-0014,nzd0546-0015,nzd0546-0016,nzd0546-0017,nzd0546-0018,nzd0546-0019,nzd0546-0044,nzd0546-0045,nzd0546-0046,nzd0546-0047,nzd0546-0048,nzd0546-0049,nzd0546-0050,nzd0546-0051,nzd0546-0052,nzd0546-0053,nzd0546-0054,nzd0546-0055,nzd0546-0056,nzd0546-0089,nzd0546-0092,nzd0546-0093,nzd0546-0094,nzd0546-0095,nzd0546-0096,nzd0546-0097,nzd0546-0106,nzd0546-0127,nzd0546-0128,nzd0546-0130,nzd0546-0131,nzd0546-0132,nzd0546-0136,nzd0546-0137,nzd0546-0151,nzd0546-0152,nzd0546-0153,nzd0546-0154,nzd0546-0155,nzd0546-0156,nzd0546-0157,nzd0546-0158,nzd0546-0159,nzd0546-0041,nzd0546-0042,nzd0546-0043,nzd0546-0103,nzd0546-0104,nzd0546-0105,nzd0546-0122,nzd0546-0129,nzd0546-0133,nzd0546-0134,nzd0546-0135,nzd0546-0162,nzd0546-0186,nzd0546-0187,nzd0546-0160,nzd0546-0161,nzd0546-0114,nzd0546-0115,nzd0546-0113
2023-04-13 22:20:38.700000,L9,288.87,372.06,368.85,364.40,362.32,368.56,367.15,360.72,349.23,321.37,315.31,312.16,321.90,338.30,355.81,380.49,397.27,425.12,443.99,451.89,460.79,472.80,273.07,250.54,220.70,200.17,188.71,195.36,206.07,215.30,222.87,217.90,194.92,173.42,163.35,167.30,169.46,182.83,200.99,223.87,250.87,270.52,294.95,327.78,362.51,391.03,421.71,454.44,479.88,495.12,494.25,488.92,478.56,450.67,263.18,,,,,,,,,,,,,,,,,,,,,,,,,,509.36,499.20,480.70,487.16,507.89,510.90,505.78,485.99,480.81,513.08,240.45,239.15,510.10,479.02,434.83,383.72,338.85,337.00,335.93,317.88,318.50,298.88,281.07,292.57,317.24,315.63,227.11,180.15,151.26,133.49,,,,431.37,413.97,328.83,,,,291.87,283.90,327.02,258.53,248.84,254.67,254.04,203.16,173.76,191.10,186.66,203.48,222.88,235.37,245.32,269.69,292.56,325.55,352.74,373.28,375.01,497.71,465.33,473.12,484.11,502.55,510.58,522.45,248.74,269.58,280.06,311.31,320.35,314.58,398.08,,,,,,,,,,,,,,,506.02,456.90,421.19,423.21,403.25,359.06,337.73,321.36,279.21,490.85,505.49,507.65,,,,,,,,,244.04,,470.70,233.33,238.39,,,
2023-04-28 22:26:27.911000,L8,301.68,159.07,167.76,188.82,195.45,210.99,184.35,232.97,238.13,243.64,260.03,242.27,280.61,287.71,300.62,307.75,339.86,379.78,441.57,469.83,483.63,512.86,508.13,496.82,487.49,487.71,496.85,499.26,503.94,491.07,464.64,437.44,430.07,422.37,423.64,431.23,442.14,465.07,483.44,500.80,168.00,279.49,338.35,380.72,434.20,472.83,503.97,499.95,460.80,383.95,312.35,245.86,225.42,237.42,,,,,,,,,,,,,,,,,,,,,,,,446.82,410.14,403.00,371.31,368.38,371.70,389.18,361.53,355.50,340.78,326.83,318.29,295.22,472.18,466.42,465.83,461.45,457.84,457.08,452.72,451.72,444.80,437.15,432.04,426.97,423.29,416.06,410.65,404.08,399.46,380.89,371.58,372.75,370.92,180.49,269.47,339.52,334.12,331.85,321.42,318.97,314.40,311.41,300.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.28,248.69,249.01,197.15,168.27,149.69,511.44,502.09,496.49,,,,,,,,,,,,478.21,278.16,343.44,489.47,483.91,,,
2023-04-29 22:20:31.914000,L9,326.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.47,424.26,385.40,377.24,389.43,379.13,165.45,200.06,231.20,252.12,275.17,306.09,339.73,372.33,403.08,435.52,456.79,471.17,470.66,467.98,450.04,416.29,158.70,,,,,,,444.61,443.83,445.32,433.24,522.76,352.05,345.83,,,,,,,,,,,504.72,474.33,454.62,434.63,445.15,445.55,447.49,455.69,455.97,448.66,421.53,421.38,,,,498.25,462.01,429.63,383.08,370.01,378.26,358.65,358.16,341.17,322.83,331.69,357.86,359.84,279.30,230.54,192.77,170.64,146.44,269.95,466.31,,462.02,405.80,346.62,,295.19,321.44,323.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.81,,,,,,,,,,,,,,,409.82,397.70,285.30,361.30,335.91,301.58,286.84,273.73,220.51,,,,,,,,,,,,205.13,,,179.91,195.00,359.93,355.28,319.90
2023-05-06 22:26:37.327000,L9,281.15,,,,,,,,,,,,206.11,263.25,277.13,280.26,299.30,325.23,410.85,443.73,461.91,481.36,480.31,468.92,450.90,460.54,451.65,466.63,462.25,458.32,434.38,409.88,395.27,370.49,257.57,372.33,414.38,435.82,463.70,478.57,315.69,260.28,311.30,360.81,412.23,457.11,485.05,463.78,422.85,341.50,248.41,217.55,205.08,210.05,,,,,,,,480.73,472.58,471.50,463.48,268.05,242.69,,,,,,,,,,,391.16,363.76,361.77,338.66,350.66,345.12,347.89,338.83,339.07,326.71,284.22,284.03,220.93,,442.91,295.08,446.49,443.31,442.44,172.64,433.77,430.90,419.61,415.24,410.23,409.28,398.71,395.19,387.67,382.59,362.76,351.69,358.21,,,,225.06,300.93,308.15,172.78,202.50,262.01,294.25,286.76,,,,,,,,,,,,,,,,,,,,,484.51,316.41,372.71,459.19,343.68,475.35,369.15,414.82,437.30,442.41,464.84,505.56,454.31,,,,,,,496.30,,,,,482.87,,421.30,,,,,,,,,,506.96,246.43,,,500.72,490.31,,,491.16,480.74,,,,297.59,,,206.77,338.34,211.24
2023-05-15 22:20:23.769000,L9,332.01,508.61,,,,,,,,,,,473.59,494.25,453.32,506.56,505.79,,,,,,216.92,194.08,166.58,159.06,148.25,155.37,506.42,477.80,504.35,513.92,382.23,369.86,349.55,348.34,350.23,384.36,361.61,386.00,413.40,491.02,496.25,181.56,238.04,293.97,194.88,243.25,277.37,273.89,228.91,150.91,256.71,185.63,,,,,,,,491.26,464.94,458.04,409.57,506.28,388.31,363.75,,,,,,,,,,,499.04,469.47,444.78,436.62,441.99,441.68,446.36,455.46,452.05,450.37,424.60,406.84,,,,500.06,473.29,441.17,389.58,376.84,384.20,363.83,371.69,351.65,328.85,339.84,371.64,363.14,289.56,247.18,200.34,178.26,184.23,450.12,361.92,,470.49,426.84,374.99,,138.33,331.21,328.94,438.86,311.10,400.46,472.40,497.60,499.65,490.00,492.74,513.97,514.42,481.88,475.26,390.17,420.72,431.31,509.97,427.68,425.84,513.55,,156.80,188.25,190.69,198.46,188.85,188.20,192.72,199.34,208.43,240.55,242.36,234.11,344.36,,,,,,,510.12,,,,,,,,385.20,329.83,278.14,367.09,327.82,,,,,,,,,,,,,,,,,,,,,245.66,203.44,262.63
2023-05-15 22:20:47.732000,L9,334.62,512.52,,,,,,,,,,,,,,,,,,,,,207.48,186.34,168.09,161.13,148.62,156.51,458.31,476.60,507.39,516.34,384.32,376.06,354.23,352.73,355.46,390.42,162.38,187.13,213.47,241.00,251.93,288.40,319.79,347.06,375.85,410.87,440.50,458.06,453.08,456.81,436.80,404.94,,,,,,,,419.63,418.35,421.02,409.54,445.23,453.04,363.86,,,,,,,,,,,500.94,467.69,453.93,442.03,443.76,442.40,446.51,456.90,454.01,453.33,426.22,409.38,,,,505.78,475.12,446.38,391.16,383.07,387.21,370.20,373.51,370.80,330.42,342.77,372.86,372.65,297.61,251.64,202.84,180.57,156.70,456.20,361.28,,481.91,430.09,383.88,,307.94,334.05,330.88,507.04,326.37,401.53,473.64,521.92,504.01,508.09,494.42,513.02,503.74,484.95,515.78,,,,514.55,432.72,427.66,480.70,,157.99,183.74,192.71,200.09,189.56,189.56,193.60,199.87,206.93,239.73,233.83,229.40,349.90,,,,,,,422.50,,,,,,,,386.88,332.06,277.04,370.93,329.35,,,,,,,,,,,,,,,,,,,,,425.03,182.97,243.52
2023-05-31 22:20:15.755000,L9,325.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.38,202.89,231.40,246.36,177.28,229.46,290.44,336.23,376.64,385.28,378.18,344.76,301.52,250.47,183.18,,247.59,,,,,,222.09,212.95,202.07,196.58,188.28,474.34,159.29,490.91,,,,,,,,,497.29,475.07,444.34,433.38,423.81,432.52,423.36,441.94,446.69,445.34,440.55,422.08,407.78,,,,499.24,469.52,432.56,383.92,369.54,379.10,360.89,359.43,340.76,324.75,334.58,351.34,364.40,276.05,236.07,195.30,174.48,148.50,391.73,484.25,521.22,463.78,420.85,366.39,130.45,301.92,325.65,323.87,467.26,313.83,331.93,363.18,421.04,436.14,475.62,485.44,463.73,459.27,473.14,468.72,466.65,445.38,434.48,512.85,431.29,425.19,449.70,,,,,,,,,,,,,,293.01,460.59,470.01,481.72,488.85,,,241.05,,,,,,,525.20,382.54,317.26,,,,,,,,,,,,,447.19,,,,,,,,,,,519.36,158.96,501.99
2023-06-16 22:20:06.681000,L9,436.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.53,504.52,514.48,434.71,424.05,501.15,478.93,,155.38,185.24,213.03,241.15,259.78,294.48,326.51,356.20,384.48,418.22,438.99,452.95,448.97,448.19,413.57,382.45,,447.15,152.25,328.62,223.92,201.92,204.93,405.23,400.50,395.37,389.08,396.46,177.85,347.85,,,,,,414.28,274.87,,,504.62,461.43,439.46,423.03,420.71,430.68,406.14,441.49,445.02,446.14,441.13,417.29,173.73,,,,494.27,481.59,441.48,404.22,425.66,393.75,410.34,389.77,390.47,373.47,387.70,407.39,383.87,287.65,354.13,394.53,410.48,391.87,500.56,,,,467.10,386.24,479.60,350.36,520.59,437.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.82,408.77,314.30,489.22,392.44,192.49,217.98,409.87,,,421.72,425.94,409.74,520.87,508.88,376.97,319.35,,,,,,,,,,,198.90,,489.61,417.61,,,,,,,,,,365.10,353.40,280.04
2023-06-16 22:20:30.657000,L9,431.10,,,,,,,,,,,,,,,,,,,,,,,,500.92,495.02,489.32,495.54,509.82,,501.54,509.41,445.45,438.64,422.56,352.56,388.52,477.80,159.62,190.52,219.02,243.94,263.26,298.69,330.46,360.62,198.47,248.69,280.44,277.17,221.17,454.37,425.71,395.85,,455.08,150.59,146.67,141.74,200.27,204.80,412.39,408.10,401.46,398.40,399.24,511.62,358.04,,,,,,412.80,279.00,,,499.31,472.64,443.06,431.68,423.69,432.12,412.66,443.55,449.75,448.32,444.55,422.84,406.79,,,,494.56,475.99,440.46,401.18,388.58,392.32,395.95,387.25,385.83,367.22,384.57,400.96,382.54,289.77,387.04,212.56,234.12,198.76,365.95,,,496.53,433.53,387.07,507.77,469.87,452.12,433.13,,,,,,,,,,,,,,,,,518.42,498.64,,,,162.41,192.24,198.10,186.68,180.50,191.24,189.56,163.26,188.90,183.85,201.65,328.58,451.25,148.83,355.66,385.15,364.08,303.71,417.19,,,,,,498.32,496.86,383.40,324.59,,,,,,,,,,,196.88,,,417.25,,508.06,414.12,464.29,,,,,,411.72,502.32,421.62
2023-06-23 22:26:17.575000,L9,282.64,,,,,,,,,,,,,244.46,270.13,275.99,289.15,,408.54,443.52,461.17,479.37,474.97,322.23,307.76,333.78,168.02,457.22,455.55,449.43,435.92,406.95,390.84,375.25,328.89,381.68,405.37,434.85,461.25,476.28,326.27,247.18,295.82,350.00,405.24,452.83,480.43,467.02,411.88,327.80,237.84,205.92,194.94,205.83,425.82,412.18,195.88,149.23,317.14,301.24,283.11,475.22,271.19,,245.00,249.35,236.73,,,,,387.98,276.73,408.49,,,,383.11,363.50,347.71,349.13,345.37,342.45,348.24,342.87,338.83,331.63,286.84,287.99,216.89,,442.59,453.55,447.60,443.93,444.41,441.70,437.83,180.30,422.15,417.41,411.79,411.11,398.71,393.95,384.40,375.87,362.52,352.94,360.85,315.77,,,212.67,298.28,287.03,145.00,193.26,251.11,294.62,284.36,,,,,,,,,,,,,,,,,,,,,449.62,473.32,498.47,517.04,511.88,345.29,364.32,499.09,261.30,415.20,438.11,489.56,225.07,148.89,148.37,150.03,200.33,235.27,210.12,486.39,,359.64,520.46,364.30,412.87,464.71,425.35,,,,,,,,,,494.18,526.25,515.75,339.97,501.48,477.79,276.42,457.21,408.55,434.10,465.46,,,298.17,,,188.18,,209.92
2023-07-10 22:20:29.201000,L8,,,,,,,,,,,,,,,,499.37,496.64,,,,,,,,,,,,,473.70,502.84,514.88,381.95,423.29,344.48,340.11,341.25,366.14,352.83,377.56,403.56,458.13,483.89,153.80,209.79,265.25,313.85,352.98,363.35,352.48,316.35,276.97,228.82,156.54,,495.84,,,,,,,,,,,,,,,,,522.49,408.78,397.76,437.16,511.71,,498.87,477.83,462.46,448.69,452.60,451.73,466.27,460.88,453.66,432.22,397.47,394.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.31,422.70,430.81,491.18,,,,,458.06,332.25,,,,,,361.43,,,,,,,,,,,,,,,443.75,,,,,,,,,,,,
2023-07-10 22:20:53.164000,L8,,,,,,,,,,,,,,,478.90,501.62,494.93,469.52,,,,,,,,,,143.25,151.10,476.93,505.44,518.06,382.91,393.83,347.47,343.07,345.11,371.61,166.90,202.01,229.79,252.76,277.03,310.10,342.52,372.24,403.03,431.84,454.16,468.43,470.92,461.43,430.89,400.26,,496.17,,,,,,,,,,,,,,,,,446.59,411.34,400.32,439.62,514.34,,502.02,481.55,465.52,451.34,456.65,454.77,469.27,464.25,456.64,435.14,401.57,397.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.56,425.39,434.69,460.07,,,,,462.43,333.90,,,,,,365.80,,,,,,,,,,,,,,,447.55,,,,,,,,,,,,
2023-07-25 22:26:33.997000,L9,282.74,,,,,,,173.78,153.60,203.35,229.37,212.48,,257.93,271.10,276.51,292.68,313.43,351.03,443.78,462.17,483.14,479.20,456.69,439.50,455.68,428.21,453.91,458.56,455.23,440.64,411.66,399.16,382.45,370.79,394.58,412.09,446.12,467.39,482.89,322.94,250.01,304.84,353.70,413.14,456.69,485.55,471.11,414.90,286.24,249.94,218.14,206.84,214.39,,,,,,,,336.18,422.28,424.99,430.36,432.66,323.92,,,,,382.90,255.69,277.49,273.34,292.20,399.78,402.93,367.15,361.14,354.26,351.94,348.04,353.42,350.13,342.98,331.93,291.24,299.48,225.94,,382.89,453.88,449.04,445.82,443.34,441.77,435.93,185.56,422.06,418.84,412.43,409.61,398.25,391.64,387.26,379.96,367.34,354.79,359.03,290.13,,,312.42,305.96,304.49,240.00,210.81,277.64,296.22,285.87,,,,,,,,,,,,,,,,,,,,,,,,203.70,275.47,173.78,353.54,375.38,457.69,476.90,493.57,496.52,471.64,,,,,,,359.26,509.05,,,,460.94,472.38,437.88,,,,,,,,,,507.55,436.93,,,,,177.82,,468.77,478.77,476.19,,,307.17,,,371.84,313.94,294.09
2023-09-03 22:26:57.067000,L8,299.78,159.48,168.27,192.20,197.62,214.71,186.32,232.74,238.64,250.83,271.87,251.32,296.02,304.31,312.38,321.39,362.87,402.75,450.53,480.13,498.20,,507.94,490.60,487.04,494.76,507.62,502.55,507.54,487.92,465.03,440.22,432.31,424.51,426.23,437.12,448.27,470.11,487.27,502.95,182.77,286.89,340.53,385.20,435.83,478.72,506.72,502.03,460.17,383.92,315.96,250.07,237.61,245.58,,,,,,,,,,,,,,,,,,,,,,,,436.20,423.11,400.89,378.72,375.40,378.76,382.48,371.56,360.64,347.34,331.91,313.89,293.47,471.72,466.25,464.86,459.61,456.31,452.74,450.23,446.42,442.95,432.67,429.06,423.94,420.69,412.71,401.88,400.95,393.65,380.20,368.88,370.03,363.94,357.74,352.48,337.23,330.79,328.66,317.44,317.99,312.48,308.15,298.28,,,,,,,,,,,,,,,,,,,150.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.18,452.27,489.03,,,,,,,,,,,,,,,,,,474.95,289.73,341.25,,464.73,,,
2023-09-04 22:20:46.451000,L9,,399.56,467.90,467.00,463.77,446.69,435.93,416.69,364.07,420.62,223.78,245.49,283.69,385.18,387.96,403.27,422.65,442.00,466.76,475.47,493.81,492.31,276.07,487.45,481.79,412.00,400.82,401.21,383.85,376.41,360.59,348.13,346.19,333.48,318.41,311.17,306.59,311.79,322.20,331.32,372.51,428.15,451.76,481.34,360.51,391.36,419.71,494.58,486.95,495.23,492.81,487.73,477.84,451.20,251.77,,,,,,,,,,,,,,,,,,,,,,,,,524.99,487.60,470.70,465.33,461.23,476.63,485.87,485.23,471.47,463.01,450.64,,,,,,,,468.39,413.38,513.95,455.99,382.63,407.75,514.99,,,,,,,,,,,,,,,,,,381.28,282.92,281.78,292.09,295.87,233.80,201.54,216.60,223.09,246.59,250.53,255.90,275.63,295.67,320.06,355.39,388.56,375.61,379.92,175.73,192.45,217.16,217.03,237.54,244.66,251.65,242.70,263.80,273.49,301.01,316.70,307.19,402.62,,,,,,,,,,,,,,,471.76,418.40,350.49,370.26,354.51,351.67,331.30,322.39,231.93,513.80,521.78,,,,,,,,,,,,,189.77,,,,
2023-09-19 22:27:02.596000,L8,296.55,157.91,165.63,187.63,191.16,211.33,180.65,226.36,228.52,237.48,259.55,242.89,273.30,288.02,305.18,312.87,347.88,384.87,442.97,472.16,488.15,517.20,501.61,483.23,478.17,482.85,487.09,490.73,496.95,478.67,454.43,430.54,420.53,414.38,416.50,422.32,432.40,457.50,472.47,490.70,510.15,266.08,325.05,369.72,422.78,464.43,494.51,491.98,451.18,374.26,302.59,237.64,217.54,229.78,,,,,,,,,,,,,,,,,,,,,,,,436.24,420.77,403.88,385.78,378.08,368.44,382.76,378.35,375.85,350.20,331.05,319.15,294.44,469.70,464.41,464.10,458.75,454.71,451.71,449.21,444.76,442.53,430.99,426.08,422.62,418.88,410.65,399.63,399.51,390.53,378.67,366.05,369.83,362.23,356.43,349.90,334.97,327.95,324.86,315.03,315.39,312.14,305.39,296.35,,,,,,,,,,,,,,,,,,,147.60,,,,,,,,,,,,,,430.88,,,,,,,,,,,,,,,275.65,451.71,495.79,,,,,,,,,,,,,,,,,,472.69,,338.30,,,,,
2023-10-05 22:27:04.875000,L8,296.22,153.85,157.47,185.06,187.38,208.95,179.76,225.11,225.30,235.77,250.72,236.70,272.72,280.78,293.43,295.97,330.39,375.09,433.93,461.22,474.65,502.15,495.18,484.93,478.95,481.94,490.81,490.70,498.88,478.79,454.51,430.53,419.87,416.20,416.61,423.14,433.06,458.94,475.12,494.49,512.36,275.92,331.86,375.19,429.02,470.83,497.96,496.35,448.60,372.29,301.93,241.08,225.08,240.10,,,,,,,,,,,,,,,,,,,,,,,,440.08,432.31,400.58,385.04,375.81,384.17,386.91,382.31,377.52,349.12,341.43,314.24,295.19,469.88,463.67,463.84,458.34,454.82,450.87,449.39,445.79,442.36,432.62,428.09,423.34,419.70,411.44,402.59,400.74,393.82,379.03,366.80,369.87,363.41,356.92,346.21,336.00,328.69,326.31,315.08,316.30,312.23,306.67,296.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.63,,,,,,,,,,,,,,,276.39,452.35,488.98,,,,,,,,,,,,,,,,,,471.48,287.91,339.65,,,,,
2023-10-06 22:21:18.866000,L9,506.39,444.65,470.12,472.26,482.24,455.24,444.24,444.71,452.05,453.89,442.10,409.47,392.16,400.09,397.88,407.39,428.48,447.10,472.42,480.46,507.96,501.39,262.86,497.36,489.08,485.32,398.99,402.80,383.15,375.09,363.00,354.39,349.33,337.36,318.15,314.85,304.14,313.14,319.41,343.00,380.24,436.60,462.15,147.72,201.70,259.62,306.86,346.45,356.59,342.00,309.72,265.25,215.22,148.30,218.23,,,,,,,,,,,,,,,,,,,,,,,,,504.58,487.44,470.33,470.06,468.08,477.42,485.96,481.30,469.70,463.04,445.29,,,,492.53,461.81,400.34,370.54,356.32,363.40,364.76,345.42,322.46,309.58,501.01,516.14,383.11,310.15,217.68,254.00,405.07,415.00,387.17,407.40,502.06,444.70,381.24,322.85,193.96,254.19,316.51,305.14,397.20,286.95,281.91,296.83,300.74,247.88,206.59,218.39,226.88,247.08,254.58,257.99,282.47,299.83,325.52,357.93,395.57,413.89,421.87,161.50,187.45,217.27,214.49,235.38,246.79,248.14,234.34,253.14,265.27,300.47,308.62,297.46,382.56,,,,,,,,,,,,,,,434.54,417.82,194.22,343.98,332.12,306.20,308.57,279.59,230.73,517.13,,,,,,,,,,,,,,187.51,136.48,,,
2023-10-21 22:27:08.014000,L8,,154.71,157.58,185.96,189.05,208.32,171.16,224.88,227.57,235.19,256.47,236.32,278.05,281.98,295.69,298.47,335.46,376.34,438.19,465.50,480.30,509.08,494.33,484.25,482.88,484.39,496.42,495.27,503.18,486.25,462.25,437.50,425.78,423.79,424.85,432.13,441.63,466.89,482.71,501.85,176.39,288.10,340.22,385.42,435.54,477.85,504.81,502.23,458.24,385.54,313.00,256.68,238.56,248.81,,,,,,,,,,,,,,,,,,,,,,,,438.73,427.61,404.60,382.92,375.95,378.90,384.13,375.34,367.93,349.85,335.21,315.89,296.97,213.97,402.13,463.23,378.25,,,,,,,,,,,,,,,,,,,,,,,,218.11,252.48,295.57,,,,,,,,,,,,,,,,,,,,147.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.84,452.70,502.25,,,,,,,,,,,,,,,,,,470.56,,,363.46,446.09,,,
2023-10-22 22:21:02.157000,L9,301.92,403.04,408.12,411.60,416.88,431.32,406.53,408.93,404.66,391.27,361.71,356.65,362.11,373.00,371.14,391.72,393.89,425.00,453.26,466.69,456.84,488.77,284.19,261.11,236.88,200.07,197.39,202.58,215.98,219.58,239.51,231.27,210.24,186.48,181.94,178.56,188.88,198.08,215.48,241.77,263.05,286.92,311.99,343.46,174.99,235.56,248.91,324.91,333.98,508.28,505.13,503.03,488.55,471.40,,,,,,,,,,,,,,,,,,,,,,,,,,524.88,511.04,488.09,488.77,488.93,501.06,499.88,499.51,484.34,483.55,459.04,228.96,236.06,202.63,480.05,433.72,387.36,345.84,343.45,339.21,326.42,319.02,300.53,283.22,294.17,312.16,333.46,229.98,197.95,152.63,133.81,,,,,,,,,260.94,296.18,301.07,343.93,249.32,248.97,281.23,280.47,228.45,169.76,193.30,182.64,202.01,220.12,246.77,263.08,276.64,292.48,340.32,355.72,396.28,396.44,183.04,200.99,239.27,234.52,256.22,264.83,263.69,254.17,267.95,277.79,314.67,333.56,322.82,,,,,,,,,,,,,,,,459.72,438.17,413.90,406.12,405.14,371.12,337.87,318.54,278.98,491.38,514.08,142.24,,,,,,,,,240.83,,,229.60,230.37,,,
2023-10-22 22:21:26.129000,L9,301.60,401.85,407.32,410.88,416.02,430.82,405.27,407.89,403.48,390.32,360.92,355.93,361.13,372.72,381.41,390.79,394.02,424.90,453.70,465.27,456.96,487.26,282.97,485.94,480.55,392.85,381.49,383.01,368.08,352.59,350.54,335.52,335.97,317.73,307.77,294.65,292.31,294.13,304.17,311.89,348.75,400.28,438.98,478.37,174.82,236.30,277.92,325.95,333.87,507.71,504.40,502.35,519.74,,,,,,,,,,,,,,,,,,,,,,,,,,,524.16,510.51,488.07,488.34,488.38,500.74,499.63,499.11,483.87,481.37,458.76,228.72,235.82,201.71,479.67,433.13,387.14,345.30,343.30,337.31,326.13,318.93,300.18,282.84,294.04,312.50,332.87,229.35,197.41,152.50,133.40,,,,,,,,,261.00,296.19,300.69,342.07,248.16,248.77,280.69,277.88,227.14,169.34,193.37,182.17,201.80,219.77,246.35,261.69,276.76,290.76,339.06,353.76,396.68,396.30,182.61,200.75,238.97,233.64,255.03,264.16,262.47,253.14,267.17,277.92,314.33,332.60,321.65,,,,,,,,,,,,,,,,459.18,437.69,412.55,405.29,408.89,372.32,337.20,318.15,278.51,491.26,513.85,527.76,,,,,,,,,240.21,,,228.31,230.16,,,
2023-10-29 22:27:09.154000,L9,294.81,152.26,160.55,187.94,192.37,210.39,170.87,228.19,230.88,243.35,274.95,244.30,286.54,293.41,307.16,312.28,350.66,385.25,449.95,478.28,496.12,520.49,501.48,486.13,483.56,490.47,493.70,498.23,500.16,483.51,457.72,435.67,425.94,421.12,421.58,428.43,440.29,463.36,477.54,492.94,515.98,279.48,334.59,377.45,430.34,470.64,499.34,495.82,454.33,380.31,305.35,250.81,230.43,241.60,,,,,,,,,,,,,,,,,,,,,,,,433.58,425.79,406.11,382.48,377.11,379.01,385.35,372.44,371.46,351.54,333.59,316.52,299.30,469.83,464.70,463.84,458.88,454.73,452.06,449.80,446.44,443.73,433.46,427.87,424.99,421.74,413.80,404.85,402.80,396.21,378.67,366.08,369.52,362.46,356.79,348.86,335.79,329.16,325.23,314.72,313.64,311.59,305.71,296.45,,,,,,,,,,,,,,,,,,,150.69,,,,,,,,,,,,,,363.94,,,,,,,,,,,,,,,292.49,450.81,498.50,,,,,,,,,,,,,,,,,,472.40,290.58,337.89,,437.06,,,
