dates,satname,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041
2002-07-31 22:15:11.713000,L7,271.15,273.84,244.57,236.89,226.06,209.58,204.98,211.92,201.26,192.27,195.11,172.46,181.08,173.33,168.75,164.46,169.44,170.36,172.60,187.36,190.33,192.69,195.50,191.14,206.26,211.44,209.24,213.36,229.71,232.70,259.54,239.89,243.13,339.39,359.32,262.19,380.62,360.89,374.99,380.29,381.32,366.72,347.45,312.40,312.60,364.67,338.67,366.84,347.11,329.61,355.53,383.46,379.07,367.58,366.70,243.54,270.44,255.00,268.65,239.26,188.23,215.75,246.94,282.24
2002-12-06 22:15:13.685000,L7,259.17,252.32,231.93,221.88,215.71,202.84,195.22,201.39,190.08,180.54,179.47,172.86,167.13,169.57,162.65,141.34,167.56,160.29,170.23,171.29,191.97,198.16,200.70,198.51,201.23,205.81,204.61,212.48,218.68,230.30,235.75,232.98,237.77,288.75,251.51,152.91,345.75,345.28,331.60,368.25,358.98,347.18,307.19,278.02,246.41,275.19,241.04,336.44,325.99,321.04,245.57,259.81,260.95,358.97,352.07,240.23,248.37,253.60,251.03,171.84,203.31,213.43,245.39,263.42
2003-04-13 22:15:43.669000,L7,278.91,268.28,265.15,229.67,231.00,217.99,213.62,220.96,205.42,196.36,192.94,185.80,185.09,178.61,179.20,163.11,177.16,176.06,177.88,198.11,213.11,197.88,204.30,215.89,216.47,219.35,217.37,229.24,431.42,456.59,460.40,455.92,255.00,329.37,356.90,370.71,379.46,367.06,376.21,384.18,376.44,370.05,331.46,296.33,327.60,338.61,338.89,346.72,338.96,329.96,349.83,365.36,370.12,362.15,354.99,262.53,267.81,272.18,276.85,248.82,224.35,260.70,264.47,289.20
2003-05-15 22:15:40.676000,L7,270.36,246.35,235.18,227.79,219.10,201.02,206.47,202.80,194.99,193.90,191.36,180.31,177.87,173.85,166.98,158.41,170.71,165.32,171.25,183.37,196.82,364.83,463.96,465.21,492.82,191.35,195.75,226.99,228.41,238.27,247.97,231.86,227.01,445.94,507.38,501.32,467.05,483.77,369.03,373.96,372.60,376.39,327.60,294.34,314.81,332.16,324.37,338.52,329.62,321.70,352.15,369.56,372.40,361.63,357.02,238.63,226.02,245.69,275.40,223.36,468.36,494.22,475.13,492.03
2003-08-11 22:03:51.447000,L5,275.08,271.40,253.82,256.49,247.47,227.26,248.53,248.08,221.90,207.70,206.53,217.82,219.35,199.48,230.05,196.57,199.28,189.70,252.64,250.76,258.25,273.63,247.34,260.71,262.48,273.46,288.18,286.94,295.45,294.36,300.70,298.27,302.10,369.38,389.52,384.45,391.44,392.21,392.91,403.57,398.59,396.19,368.47,328.27,344.42,364.27,357.52,376.66,370.16,355.18,379.92,396.28,395.46,390.69,387.08,314.37,325.37,319.50,317.60,301.66,291.58,324.12,342.86,356.23
2003-10-07 21:58:35.519000,L5,,,,,,,,,,,,,,,155.85,154.36,162.46,171.35,183.68,193.15,207.13,222.14,221.71,222.89,230.46,233.31,241.70,255.95,263.92,274.57,282.07,280.63,290.80,389.68,405.74,423.08,427.47,,,,,,,,,,,,,,,,,,,304.20,316.67,328.44,314.35,310.06,277.49,311.32,328.15,356.71
2003-10-14 22:04:51.425000,L5,269.01,256.42,240.10,242.07,227.01,215.79,214.59,205.49,200.47,193.28,202.83,186.10,191.87,191.18,194.88,188.50,194.13,200.50,202.89,217.48,225.55,237.74,230.17,234.59,238.87,233.42,247.91,254.97,258.42,261.65,265.48,263.42,269.61,344.41,358.26,367.64,377.74,375.37,373.15,382.18,379.11,378.25,349.40,309.62,327.91,348.07,347.98,358.68,360.86,354.29,379.02,395.36,398.74,392.04,387.50,271.82,276.78,281.33,275.03,223.09,262.68,272.87,292.88,318.98
2003-12-01 22:05:28.760000,L5,268.82,264.46,242.58,238.75,229.21,218.96,223.60,210.73,201.00,193.15,194.70,183.34,190.52,189.38,193.07,188.92,195.94,174.11,174.72,,,,,232.24,236.83,233.77,240.35,239.35,248.15,262.42,261.71,264.06,270.50,385.29,472.73,406.90,401.16,394.02,387.04,393.20,383.60,380.31,349.93,303.65,325.33,335.43,347.64,357.39,354.70,357.01,387.58,399.41,395.16,392.59,387.85,279.97,286.19,295.23,290.40,254.80,264.23,272.61,298.75,340.26
2004-03-31 21:59:59.745000,L5,,,,,,,,,,,,,,,,,,,,,,,147.78,145.35,158.74,170.76,167.96,178.22,189.41,200.30,211.58,224.17,234.30,,,,,,,,,,,,,,,,,,,,,,,239.32,251.74,264.09,254.68,269.87,,,,
2004-04-23 22:06:53.682000,L5,283.65,272.38,252.25,249.09,239.01,225.89,231.78,222.43,214.95,203.85,203.96,192.60,195.45,194.17,202.05,195.77,199.30,198.19,208.36,225.63,242.65,230.78,232.34,250.29,255.13,247.68,256.73,269.56,280.03,286.76,286.72,287.10,293.65,363.10,382.05,390.46,397.58,392.53,385.92,397.11,396.29,391.12,363.14,306.63,335.51,353.41,357.10,365.38,357.10,359.32,376.07,397.79,399.69,394.30,392.93,303.33,320.16,311.97,310.67,275.92,292.84,290.70,311.91,343.62
2004-05-02 22:00:57.398000,L5,,,,,,,,,,,,,,,,,,,,,,,,,155.46,161.43,154.54,172.53,174.49,196.29,206.78,214.49,226.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-09 22:07:21.512000,L5,277.95,263.86,247.29,247.02,234.03,225.88,237.12,217.53,215.48,203.75,204.30,188.31,199.92,192.08,197.27,191.08,187.29,181.29,205.40,208.23,238.67,230.77,234.40,240.92,265.21,262.08,263.30,272.35,283.75,293.53,292.56,283.32,293.86,359.23,375.07,384.43,390.32,385.50,386.03,396.44,389.12,392.16,353.85,314.67,344.60,354.65,358.24,364.57,366.44,353.55,377.44,390.49,390.63,387.18,385.46,300.00,318.68,319.16,308.73,272.17,290.23,286.16,315.26,347.76
2004-05-18 22:01:26.569000,L5,,,,,,,,,,,,,,,,,,,,,161.11,157.44,170.34,172.89,196.10,200.11,215.79,232.69,240.21,266.92,274.21,277.03,277.97,,,,,,,,,,439.42,413.79,373.63,416.86,432.18,437.48,427.17,424.49,414.76,,,,,289.86,,,,,,,,
2004-06-10 22:08:17.839000,L5,233.63,210.85,193.25,179.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.12,323.61,333.74,348.69,344.33,336.23,357.04,340.53,218.80,256.14,258.70,299.94,315.08,317.27,329.72,319.80,308.83,314.94,364.74,369.04,355.80,340.81,,,,,155.34,199.10,223.71,238.03,262.15
2004-07-12 22:09:13.408000,L5,224.82,210.50,198.98,183.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.13,306.53,142.89,329.19,292.09,337.33,348.54,200.54,314.59,291.44,213.68,291.96,258.29,312.57,323.58,310.42,302.37,316.29,357.91,362.25,352.38,342.90,,,,,143.13,196.14,217.04,249.23,276.85
2004-08-29 22:10:22.051000,L5,282.62,272.21,254.65,255.83,241.95,239.08,258.86,269.42,247.27,239.35,252.83,218.46,248.74,263.40,242.65,240.82,237.42,252.99,255.63,257.99,265.72,281.73,265.62,271.26,274.75,272.01,281.72,287.23,299.60,298.46,312.69,307.35,300.75,375.64,391.92,400.61,407.77,398.69,409.47,414.33,406.00,401.98,395.52,381.08,346.26,373.53,369.42,379.28,380.52,356.21,381.90,399.66,398.46,398.89,394.41,317.54,330.20,326.41,316.95,302.59,303.73,326.22,352.03,375.54
2004-11-01 22:11:49.961000,L5,278.84,270.30,249.40,247.20,235.64,224.05,235.54,226.84,217.68,209.81,208.03,204.46,202.32,202.48,201.63,196.94,205.41,208.75,215.72,225.32,235.88,245.34,236.27,240.24,244.47,244.67,250.84,251.85,257.82,268.48,273.50,273.03,279.61,349.20,365.80,379.94,385.36,384.60,383.33,397.10,388.68,385.83,353.86,309.79,340.81,358.44,361.98,369.14,360.80,339.21,374.55,390.46,382.92,376.52,372.45,289.73,294.15,301.86,299.45,274.50,275.42,278.70,295.77,315.28
2005-05-12 22:14:14.883000,L5,258.12,258.67,238.31,239.96,232.67,220.71,232.97,211.08,209.93,189.11,187.82,164.68,176.22,169.62,166.10,162.97,169.83,172.84,177.75,197.29,214.10,209.35,213.12,238.77,258.47,283.12,277.40,295.19,292.75,300.15,300.59,293.44,304.70,377.39,391.05,396.39,402.00,413.87,408.83,412.84,396.85,402.34,363.67,330.36,352.71,359.82,364.12,371.22,377.43,367.53,403.88,398.65,404.99,393.08,397.45,315.64,322.17,321.68,322.97,290.04,312.17,329.45,341.71,369.12
2005-06-13 22:14:31.246000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.68,170.36,310.28,150.68,144.58,192.07,203.74,192.28,279.68,337.31,353.03,308.76,261.15,298.34,320.01,322.45,331.61,326.45,290.64,333.38,353.28,364.80,352.38,344.41,228.27,232.23,199.93,234.12,139.98,201.84,224.65,259.89,275.64
2005-07-15 22:14:43.392000,L5,277.00,265.35,253.27,253.41,244.18,236.92,256.29,244.97,212.34,209.58,198.40,192.19,208.28,191.49,176.73,181.72,188.34,177.15,189.26,216.17,213.17,227.70,221.71,219.87,241.19,282.80,289.24,289.79,303.48,294.01,298.96,291.90,310.71,375.06,385.30,392.19,391.02,395.54,398.68,403.23,395.49,395.85,370.36,333.00,341.07,367.08,371.51,373.02,364.19,357.89,382.42,398.19,400.06,397.13,397.83,321.90,323.50,327.48,317.33,272.05,311.54,307.54,333.71,370.49
2005-08-09 22:08:46.932000,L5,,,,,,,,,187.53,251.95,201.18,185.62,178.99,197.72,188.36,190.18,204.19,193.60,221.28,,,,,,,,,,,,,,,434.16,448.78,467.99,474.85,468.01,,,,,,,,,,,,,,,,,,,,,,,,375.77,394.10,400.98
2005-08-16 22:15:00.645000,L5,,,,,,,,,,,,,,,,,,,,184.71,203.67,217.45,211.44,219.08,219.73,225.39,227.40,234.12,248.90,250.52,261.43,258.56,260.81,340.34,358.17,365.63,368.97,367.43,373.72,382.13,375.25,370.72,335.23,301.53,324.02,340.65,340.69,348.80,343.64,335.08,360.67,379.49,379.65,377.11,375.11,260.46,277.73,284.11,287.32,235.65,262.81,257.71,284.59,307.73
2005-09-10 22:08:55.708000,L5,,,,,,,,,,,,,,,,,,149.58,160.31,175.23,184.37,198.99,198.97,200.02,205.80,215.16,221.70,233.58,243.62,246.12,263.38,264.02,271.37,,,,,,,,457.83,448.53,442.88,415.00,379.94,407.98,429.81,437.10,430.39,430.93,,,,,,283.27,299.32,314.44,,,,,,
2006-01-23 22:16:59.639000,L5,273.01,273.86,251.79,250.95,236.19,221.69,231.07,223.67,214.61,207.62,206.45,200.51,205.51,205.63,209.89,208.22,217.35,219.99,226.61,232.04,245.72,251.27,242.93,245.55,251.41,251.38,257.73,258.67,267.55,274.86,278.14,280.52,288.44,356.54,372.00,385.33,388.53,384.80,396.29,395.68,386.43,389.20,356.62,306.21,329.03,344.69,351.02,359.07,355.20,355.30,377.51,393.43,397.14,392.15,388.50,296.29,308.07,308.64,302.83,274.69,276.81,282.16,303.97,329.04
2006-02-08 22:17:21.928000,L5,279.87,281.91,263.79,261.90,282.89,325.58,332.25,285.06,285.01,290.89,279.61,261.86,262.32,252.87,266.20,250.38,264.19,264.97,263.83,272.52,281.11,286.73,269.71,283.97,285.35,289.42,291.42,300.29,309.55,311.74,309.11,309.11,313.71,378.20,390.59,397.66,405.61,406.93,413.92,416.66,412.05,410.14,387.28,363.58,367.23,373.22,374.36,382.23,371.64,365.86,378.34,395.85,394.40,392.40,391.41,324.04,335.29,337.00,330.59,312.93,314.58,331.81,353.42,374.13
2006-03-12 22:18:01.902000,L5,287.25,292.30,271.86,280.72,271.27,271.43,275.59,292.16,294.72,283.46,277.08,279.03,280.55,279.66,275.45,274.71,270.84,276.14,282.03,294.01,296.71,295.48,298.40,292.11,290.53,295.30,300.56,305.09,315.71,318.72,322.83,319.83,329.36,387.76,401.50,422.19,417.55,413.19,412.52,418.23,414.36,418.46,395.76,373.47,383.46,380.17,382.23,384.83,382.09,378.95,396.83,406.16,411.06,409.87,408.32,340.22,351.30,356.77,359.02,343.69,327.51,358.18,371.90,386.23
2006-05-31 22:19:19.777000,L5,237.69,221.09,205.75,194.11,188.43,174.83,180.67,170.27,158.33,155.28,,,,,,,,,,,,,,,,,,,,,,223.63,222.88,301.45,269.31,289.82,349.10,337.19,353.80,363.29,349.34,349.44,308.43,263.71,306.08,326.99,324.61,331.94,327.97,315.69,342.61,358.42,364.92,358.33,356.60,229.07,236.05,202.59,251.33,216.79,174.83,221.02,252.65,274.20
2006-06-16 22:19:34.068000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,190.76,191.61,198.17,210.30,225.83,225.91,229.90,313.97,320.94,340.16,349.49,346.46,352.69,374.12,364.33,360.28,315.31,262.97,298.80,321.04,321.98,341.17,336.09,314.77,346.00,361.87,368.01,361.03,359.42,229.33,241.37,252.00,261.27,226.28,200.07,230.94,258.37,285.30
2006-08-03 22:20:15.113000,L5,274.64,272.70,274.17,257.42,253.45,268.94,254.49,212.26,232.09,186.37,191.29,187.05,176.48,175.61,174.24,176.52,167.38,161.46,167.86,166.48,200.29,222.92,188.77,183.29,208.77,230.11,220.23,201.02,226.18,250.25,240.08,263.81,254.27,346.48,345.15,383.94,353.12,346.78,368.01,393.78,382.92,363.82,360.51,282.26,357.07,348.56,357.07,350.42,352.76,344.09,370.23,397.50,397.22,388.06,392.92,271.18,279.72,281.78,287.82,233.18,254.96,269.41,302.83,321.41
2006-08-19 22:20:27.469000,L5,231.10,214.95,201.61,197.53,170.08,154.23,,,,,,,,,,,,,,,,,,,,,160.59,147.44,151.61,198.76,211.38,221.37,215.09,237.86,,,177.93,311.36,340.78,355.82,331.30,335.12,305.05,262.81,291.18,313.82,305.25,319.86,317.96,301.50,330.59,350.26,365.40,367.65,369.82,223.11,234.82,243.12,239.49,,,,246.93,276.39
2006-09-20 22:20:51.034000,L5,276.22,274.27,265.28,263.37,256.39,266.25,266.90,254.95,247.79,243.92,238.56,243.60,237.48,238.82,240.31,243.43,249.75,253.61,262.26,271.60,272.27,277.97,279.47,279.11,276.56,277.75,284.68,295.35,302.80,308.02,305.50,308.74,309.81,366.92,381.80,397.56,394.16,397.31,404.91,403.99,401.51,400.03,369.65,355.20,359.46,372.76,372.58,380.36,369.87,371.32,384.97,401.08,399.03,385.45,385.31,319.06,333.06,334.46,334.07,308.08,312.87,333.96,351.27,359.57
2006-12-09 22:21:36.590000,L5,274.02,258.26,239.05,237.82,225.22,215.01,227.20,218.53,216.89,208.84,210.09,204.38,203.87,203.03,207.54,206.97,210.68,218.25,222.36,227.76,238.54,253.44,242.08,242.99,249.20,249.73,249.67,253.93,261.30,269.27,274.06,272.27,277.55,345.00,362.92,378.93,391.67,385.05,396.91,403.26,395.04,392.72,353.98,321.66,343.60,359.54,364.92,367.01,350.27,341.15,366.25,380.76,384.18,378.99,376.35,289.27,298.94,303.05,296.68,279.97,267.16,276.51,293.71,316.44
2007-01-26 22:21:54.849000,L5,274.68,274.39,252.45,249.80,238.45,227.89,234.43,224.07,213.23,205.19,205.52,198.97,200.87,201.72,207.80,207.74,212.65,218.96,224.33,229.74,242.90,247.29,240.77,242.32,248.39,250.37,254.36,258.64,267.25,275.96,277.81,280.20,287.41,358.43,372.92,385.53,389.13,386.48,385.88,393.62,387.60,387.28,359.88,305.70,329.39,344.91,351.69,358.50,359.16,358.17,380.80,397.38,396.51,392.57,390.18,294.32,309.39,304.58,298.20,266.98,284.89,286.88,308.52,339.81
2007-02-04 22:15:45.266000,L5,,,,,,,,,,,,,,,,,,151.17,161.62,174.27,187.13,198.12,201.24,200.71,207.71,221.10,227.19,237.08,240.99,251.41,261.68,273.56,285.45,377.23,402.36,421.14,426.15,431.54,436.17,440.10,452.56,441.11,440.36,414.82,370.28,395.74,420.22,428.07,421.04,420.14,424.92,452.16,461.73,460.59,462.25,294.64,306.56,318.60,304.51,305.33,274.99,305.99,311.76,345.14
2007-02-11 22:21:56.518000,L5,266.24,263.08,249.66,249.55,234.24,223.56,237.48,229.96,217.93,211.48,211.39,201.13,204.27,204.08,207.49,206.53,212.95,217.59,222.57,228.18,244.88,250.07,241.21,241.74,249.42,252.11,253.25,257.95,264.41,272.81,278.00,279.96,289.71,354.36,370.86,381.11,386.34,383.17,386.41,397.26,388.52,390.36,358.82,311.61,334.99,356.69,360.57,370.95,363.75,358.99,380.85,401.34,402.28,386.52,381.13,295.18,306.49,308.79,300.55,278.23,286.86,286.27,308.74,331.05
2008-10-27 22:10:37.958000,L5,285.73,295.06,273.66,279.56,276.81,281.68,281.37,271.88,261.64,270.13,269.51,268.51,266.50,264.71,269.91,277.32,280.92,281.83,286.59,292.41,293.74,301.06,293.66,292.06,294.77,304.00,305.77,311.42,313.53,316.58,309.46,311.81,318.94,386.31,398.54,406.37,409.73,411.01,405.31,419.36,405.27,407.36,394.98,369.91,341.73,364.16,364.73,370.67,373.48,370.63,386.60,402.69,400.55,402.58,400.50,327.70,334.99,339.05,329.31,324.15,319.00,352.16,358.49,374.27
2009-01-31 22:12:28.607000,L5,252.84,243.94,228.36,228.11,211.04,197.81,200.13,191.31,186.74,176.12,171.35,157.05,,,,,,,,,153.67,185.72,179.31,194.78,210.04,200.08,212.61,217.59,233.14,246.74,249.26,253.04,255.61,324.89,353.77,369.10,369.09,366.04,371.88,382.06,370.16,375.30,334.23,294.35,315.17,339.88,342.14,350.98,340.44,330.17,152.60,161.20,277.74,260.68,302.73,262.41,271.63,279.83,281.85,259.70,,,,
2010-11-02 22:16:48.420000,L5,279.46,282.83,279.07,276.73,261.46,255.94,266.65,266.47,252.76,254.40,258.91,264.67,265.26,259.48,260.83,258.99,264.08,264.45,268.90,276.92,283.08,293.32,281.87,276.30,281.12,287.49,297.66,299.34,308.14,309.05,309.30,309.73,312.96,376.68,391.68,396.32,399.97,401.33,400.10,409.06,408.41,410.05,386.34,353.10,349.04,359.28,365.01,368.51,365.80,361.92,375.94,385.92,388.09,384.83,384.57,316.40,326.87,331.37,322.79,314.56,308.89,310.74,340.00,363.70
2010-12-20 22:16:50.270000,L5,277.52,279.73,253.89,269.52,256.18,241.60,255.41,255.57,250.96,237.99,258.45,222.88,226.34,236.90,254.19,248.19,247.16,256.54,264.21,274.55,279.11,294.07,278.04,274.20,278.13,283.22,292.66,294.98,301.18,302.87,300.95,303.61,309.24,367.78,381.51,389.99,393.73,397.86,408.01,411.43,406.39,405.76,385.70,354.31,353.56,366.01,368.05,376.50,364.18,354.24,370.31,385.32,384.47,380.82,380.45,312.68,320.47,331.14,319.80,309.53,298.54,308.02,329.10,349.41
2011-01-21 22:16:54.354000,L5,271.06,273.94,252.05,251.28,238.17,228.63,238.44,235.77,225.51,211.60,213.72,204.93,208.13,210.84,210.41,212.51,218.69,227.91,236.04,244.55,248.60,256.52,241.78,244.92,250.12,251.81,255.78,260.36,270.94,276.94,281.67,280.64,288.63,352.16,366.65,380.06,383.67,382.85,384.76,394.35,385.47,390.21,360.58,308.79,341.31,361.97,361.43,369.70,361.99,357.93,378.24,392.87,389.40,379.54,372.53,291.61,307.07,309.72,307.24,279.58,288.35,280.89,307.75,339.14
2013-05-02 22:28:46.370000,L8,,,,,202.41,195.88,194.21,192.02,184.25,169.38,,,,,,,,,,,,,,,,,,,,210.37,221.45,217.30,219.03,272.63,272.98,,285.68,324.36,223.58,250.89,301.95,332.19,303.98,238.21,263.30,288.34,292.49,307.95,297.16,288.95,312.75,339.72,331.10,330.91,331.68,218.36,222.34,199.64,223.03,210.09,179.00,202.52,201.35,229.43
2013-08-22 22:29:00.806000,L8,282.23,263.50,243.06,237.83,229.62,221.53,220.60,233.70,213.33,200.12,199.76,195.50,189.38,189.99,193.72,187.59,198.97,197.47,205.07,235.81,243.48,251.45,227.08,227.23,226.08,230.29,219.25,234.13,237.84,248.91,249.81,249.61,302.36,349.30,370.29,379.38,381.54,388.66,389.92,398.03,394.99,386.54,367.98,280.92,314.18,330.53,341.46,345.21,337.42,328.79,352.94,344.67,371.35,361.57,352.98,310.89,313.20,312.80,312.85,252.31,260.09,271.79,277.17,326.29
