dates,satname,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125
2001-08-15 22:00:38.680000,L7,,498.44,202.44,447.40,465.92,450.80,226.26,274.28,282.13,229.08,271.94,282.52,251.32,303.77,301.06,301.30,302.90,307.03,305.76,303.08,302.35,297.88,296.62,304.25,302.06,301.60,297.51,303.77,513.86,478.32,482.14,486.33,307.64,307.66,304.42,302.83,303.90,301.05,306.00,301.99,307.08,300.40,304.42,297.79,303.01,301.28,304.33,289.38,296.58,307.65,297.26,302.68,296.43,298.64,300.96,291.24,293.33,297.99,292.41,294.79,294.43,292.52,287.21,289.84,291.47,296.94,300.33,304.62,300.87,296.50,294.57,299.90,292.89,294.12,291.06,276.10,292.64,288.00,286.99,276.67,286.45,283.96,283.61,286.69,289.66,287.60,291.25,290.39,289.66,284.81,279.49,241.00,234.53,287.83,289.18,295.85,282.28,287.61,269.84,270.01,272.49,279.12,279.39,280.96,284.87,279.56,284.13,286.43,265.04,286.80,285.33,275.25,282.90,290.39,293.10,291.04,240.83,242.34,290.09,289.34,288.28,286.22,281.81,286.46,293.74,284.27
2001-10-02 22:00:04.650000,L7,,308.87,286.65,267.39,430.90,419.28,419.51,434.32,406.19,416.22,422.70,412.34,425.55,438.20,421.79,410.74,416.62,442.09,449.12,428.97,438.29,402.59,405.05,413.46,401.35,400.06,413.32,426.57,420.94,433.50,452.52,439.94,445.65,439.94,430.51,444.52,441.62,437.85,435.42,440.54,428.23,441.40,531.42,530.12,526.85,519.78,439.49,456.94,450.56,428.05,460.89,446.10,436.88,394.57,434.73,455.87,442.68,485.24,472.38,426.27,424.55,421.20,426.17,431.79,436.77,441.39,431.51,418.51,433.07,429.77,462.14,446.35,454.66,436.06,445.20,436.42,425.29,447.68,438.33,424.28,417.63,431.28,426.66,442.36,434.98,390.19,431.03,459.51,432.16,437.98,445.10,480.82,438.34,463.19,432.05,440.22,452.77,463.26,,,,,,,,,,,,,,,,,467.30,459.86,460.97,439.03,419.47,388.96,391.94,414.29,394.75,496.98,453.25,531.91
2001-11-03 22:00:10.954000,L7,,,336.94,412.65,340.82,328.82,382.16,318.60,322.23,373.82,373.77,374.19,374.90,378.03,376.22,376.87,378.02,378.94,377.23,379.98,377.59,372.15,370.03,370.94,372.78,377.40,370.44,376.63,372.76,381.62,384.74,385.63,381.74,381.17,373.41,387.52,393.40,462.53,,,,,,,,,,,463.47,381.80,385.12,391.01,383.58,369.13,364.88,368.08,373.08,367.36,356.20,365.74,360.55,361.17,362.81,358.25,366.79,363.91,368.09,371.29,377.19,366.62,372.14,377.48,363.36,367.09,371.77,373.72,504.07,,,314.58,311.59,312.43,317.82,313.69,305.31,353.66,362.35,513.66,536.86,,,,,538.13,545.49,,516.00,519.38,524.76,498.50,464.19,470.45,,527.21,533.38,493.12,521.14,397.45,330.91,,,,,,,,,,,,548.10,494.83,,312.13,536.62,380.97
2001-12-05 22:00:18.987000,L7,,,,401.17,384.61,378.49,372.12,395.24,391.97,397.53,422.23,414.54,261.10,301.38,355.16,302.73,441.77,306.70,307.60,351.00,369.93,352.22,331.04,283.46,295.37,302.31,301.42,303.49,307.90,307.35,307.83,301.33,384.17,360.07,364.39,361.13,355.06,300.42,305.41,301.61,307.02,302.23,451.22,465.38,467.75,302.23,305.81,288.12,293.84,309.36,306.41,304.07,303.29,299.43,298.91,296.01,296.02,301.55,300.90,298.07,292.19,,,,,,219.02,315.54,299.95,294.05,299.01,300.20,293.96,298.09,292.21,280.23,296.18,292.96,285.94,273.87,277.38,283.49,282.90,285.40,287.79,292.80,296.52,290.83,292.38,285.98,278.82,261.72,243.89,289.13,289.23,294.69,246.26,287.72,266.77,269.72,269.53,279.33,284.45,286.22,284.81,280.99,287.72,291.23,267.43,290.48,285.84,281.72,283.94,294.39,293.44,267.66,244.75,245.36,290.34,289.96,289.91,290.47,286.10,293.93,293.56,285.31
2002-01-06 22:00:31.992000,L7,381.29,404.77,455.54,,,,,,,,,,,,,,,535.33,494.09,349.66,184.59,214.59,543.98,453.65,341.19,344.48,345.68,349.76,348.98,355.97,354.52,357.76,358.41,357.08,351.41,347.67,346.77,350.35,343.21,350.90,349.45,349.16,344.50,348.48,349.65,354.79,347.35,348.66,340.37,339.01,318.66,369.92,363.52,346.52,367.17,434.54,366.97,331.83,330.50,307.70,,,,512.03,457.29,412.99,430.12,511.34,536.81,,,,,,551.16,,325.59,270.18,225.97,206.68,366.37,393.11,450.59,552.13,218.10,187.79,510.63,433.93,455.91,494.16,373.88,378.85,375.67,352.12,361.41,311.24,,,299.70,286.24,283.69,283.17,285.48,287.63,286.67,283.78,289.66,291.28,273.60,291.16,288.24,284.17,287.85,294.58,297.72,295.01,293.59,291.36,291.67,291.91,292.87,291.30,287.20,291.29,294.09,287.00
2002-01-22 22:00:40.906000,L7,289.29,388.00,317.41,293.20,501.10,494.75,483.79,471.83,461.00,454.05,443.20,437.20,440.48,440.64,449.09,446.90,454.28,470.33,450.28,446.27,442.53,437.11,431.07,431.35,447.21,434.06,452.03,449.52,465.14,472.27,468.69,451.54,460.72,337.11,335.28,329.78,453.09,466.15,460.64,451.73,453.78,444.17,471.06,481.13,497.44,455.70,481.23,492.09,477.71,490.80,461.67,439.72,447.20,445.07,443.50,452.46,447.34,459.20,459.97,448.75,447.19,442.66,450.77,441.90,433.22,429.38,437.65,461.30,440.37,429.31,438.58,438.86,444.43,447.33,439.60,428.59,437.41,438.76,446.14,436.63,430.13,432.44,423.53,425.69,435.62,422.51,429.73,426.79,439.48,448.86,456.58,457.88,443.00,443.03,432.10,429.49,441.34,431.61,464.48,441.79,421.49,420.03,412.80,420.57,396.30,432.94,419.22,409.07,430.10,445.14,434.16,444.64,413.56,435.15,427.43,427.44,441.35,424.12,416.10,394.47,392.32,363.81,396.71,443.73,477.66,477.23
2002-02-23 22:00:43.620000,L7,,,,,425.43,432.87,418.80,376.16,365.94,398.07,388.77,339.95,438.94,439.38,440.72,440.07,439.19,438.06,441.26,443.57,441.88,436.68,434.97,436.99,431.40,465.81,340.19,341.92,342.95,342.57,345.22,349.49,348.56,350.10,349.22,352.02,350.71,347.32,345.26,308.20,311.95,341.98,342.47,342.43,346.71,346.61,346.47,341.51,306.66,343.72,311.09,342.76,341.01,339.58,338.56,339.08,335.05,335.30,331.70,336.41,336.35,336.03,335.22,325.56,336.13,340.32,461.72,,,292.22,427.50,407.51,400.50,,,,,490.21,443.42,473.90,521.91,508.28,499.75,521.86,541.23,229.65,398.72,448.40,554.41,332.98,474.12,529.09,338.76,420.05,422.37,430.90,473.39,464.10,407.01,382.18,390.92,405.02,405.16,404.88,395.68,408.53,417.47,422.76,410.39,392.19,373.02,401.19,377.27,350.63,362.44,368.70,390.74,385.66,368.06,356.67,359.47,383.35,361.91,329.92,361.35,290.63
2002-03-27 22:00:37.575000,L7,433.33,472.35,506.11,529.13,520.59,492.78,490.81,469.90,450.65,505.71,517.14,500.08,496.16,498.75,496.91,499.92,504.15,515.24,517.15,535.69,516.02,525.00,480.88,448.29,460.59,437.86,440.88,452.09,490.36,465.84,462.26,469.37,444.42,468.94,481.99,442.26,501.33,477.58,468.40,480.70,477.39,478.89,492.18,486.49,,,,,,,476.22,472.02,440.29,471.88,480.37,449.89,400.82,464.96,484.97,493.80,513.94,491.01,493.58,505.28,,,469.45,453.48,436.39,413.87,406.47,473.22,538.77,543.80,519.17,523.83,516.03,529.10,552.93,452.52,452.38,477.62,459.48,449.06,,,454.16,453.57,448.15,464.87,,507.22,500.36,491.76,520.19,541.72,539.55,502.43,489.44,473.99,443.02,457.10,456.06,414.05,457.78,476.39,518.84,536.69,508.46,501.41,525.15,508.71,509.94,508.56,504.22,518.82,539.42,455.67,454.85,494.29,530.68,521.32,490.74,475.77,517.89,521.44
2002-04-28 22:00:38.357000,L7,,,393.50,421.10,391.05,406.49,409.78,409.12,401.21,368.72,371.63,381.83,393.84,435.95,346.84,338.38,385.86,404.37,389.20,395.94,401.78,391.95,381.86,378.76,397.62,381.70,388.48,387.77,385.79,401.22,403.61,419.80,436.17,449.00,455.81,456.65,336.12,456.62,405.71,389.91,393.77,394.89,394.59,395.49,461.56,432.20,417.15,402.33,388.53,401.08,410.16,412.71,403.91,415.85,381.28,346.14,405.32,425.20,423.03,383.82,380.39,368.21,366.52,375.10,379.79,393.29,424.87,385.34,400.57,410.40,430.85,396.72,394.49,429.41,391.88,394.63,428.33,432.58,425.99,319.40,426.36,443.73,530.96,452.82,484.76,482.17,459.60,477.27,,,,,,,,,,494.61,500.83,452.28,448.09,444.49,430.41,403.94,427.81,368.15,396.08,400.72,425.53,414.02,395.06,257.91,,,,,,,342.49,350.41,349.30,403.97,387.03,451.14,449.05,291.95
2002-06-15 22:00:19.658000,L7,,,,,,,,,,,,,,,360.61,363.31,351.38,288.03,,,,,306.19,305.52,305.58,309.60,320.26,348.26,354.79,308.44,308.18,364.88,378.73,400.35,388.73,393.05,382.53,379.09,372.36,376.90,375.19,372.83,373.16,377.78,377.11,368.52,371.29,354.48,363.51,364.40,370.29,371.04,378.29,365.58,373.84,368.50,370.11,364.53,365.89,363.24,373.71,499.13,540.21,,495.18,427.10,386.24,367.29,366.10,364.68,362.43,368.08,227.77,521.42,495.60,499.14,371.38,350.89,297.43,288.73,294.28,218.29,190.69,,,,,,300.34,300.06,298.77,294.92,281.66,301.83,304.36,301.69,299.36,299.10,292.09,292.87,295.22,293.93,296.59,296.56,296.20,295.87,295.60,295.25,289.68,296.12,297.82,294.59,296.89,305.04,307.73,308.12,305.42,305.65,304.63,300.08,298.40,299.27,297.55,298.29,300.13,293.74
2002-07-01 22:00:15.186000,L7,258.22,238.15,425.96,446.73,409.78,409.96,278.90,279.76,284.14,283.67,294.11,294.08,291.68,300.57,298.42,301.15,305.55,308.69,308.77,307.41,305.95,308.10,308.72,306.10,304.16,305.76,302.93,304.31,309.10,304.50,310.36,308.83,312.69,311.28,307.80,311.33,306.78,304.26,306.11,302.56,306.36,303.62,307.60,219.31,312.99,300.82,303.24,300.84,297.07,367.82,369.79,370.66,357.04,362.72,360.31,352.43,298.30,300.75,303.98,305.91,293.80,296.63,295.37,295.62,301.11,300.83,305.35,311.82,308.50,302.53,302.59,301.52,300.25,302.35,299.76,296.77,300.05,300.82,293.22,285.32,290.45,295.71,292.15,289.64,294.19,297.04,303.20,306.11,297.10,297.82,294.60,288.17,287.71,297.08,303.16,298.95,296.60,299.22,288.24,285.90,291.27,286.29,292.48,293.39,290.51,290.40,291.39,292.28,278.92,291.24,292.04,277.96,213.98,394.10,311.21,311.57,287.62,294.84,296.27,284.86,292.96,290.25,289.78,289.39,295.10,291.73
2002-07-17 22:00:08.747000,L7,262.16,238.66,,444.58,449.91,431.24,250.56,274.68,288.90,265.83,282.57,292.25,281.73,301.31,300.49,301.03,304.68,307.15,306.35,304.04,303.34,301.88,300.34,302.63,304.14,304.76,302.14,309.76,305.76,302.34,307.08,307.14,306.99,309.21,304.11,311.59,306.87,303.86,308.14,304.52,309.07,484.93,485.59,490.45,495.09,494.50,499.27,490.88,303.11,306.28,305.97,303.71,304.60,303.23,301.56,292.56,295.35,297.73,236.30,250.49,250.84,230.41,296.50,291.43,294.86,298.94,302.58,306.89,302.94,298.13,302.96,300.33,295.62,299.04,294.96,285.81,294.74,297.98,287.17,280.03,284.86,292.75,286.92,288.99,291.57,294.83,300.16,295.65,296.28,293.36,288.46,283.19,270.09,291.90,297.02,297.65,287.36,288.62,386.34,380.53,385.75,384.23,378.18,371.82,384.56,379.81,288.31,287.07,269.39,290.01,282.59,279.32,289.46,293.72,299.37,296.89,290.23,290.66,293.30,290.63,292.23,290.01,286.21,287.40,295.82,285.10
2002-08-18 21:59:57.690000,L7,395.24,307.09,289.07,283.83,269.78,,549.55,333.80,326.78,317.55,461.89,327.26,323.70,335.17,331.10,471.66,439.80,454.27,471.80,451.44,469.45,466.30,483.15,465.25,460.86,460.92,461.14,480.47,465.28,473.41,477.79,474.40,488.94,485.58,476.51,475.60,519.21,494.30,494.67,490.20,485.06,483.19,473.48,486.53,493.31,485.91,487.41,499.55,489.52,495.37,496.25,484.69,475.68,477.61,474.42,478.69,467.54,459.61,472.14,474.89,481.05,478.44,451.50,478.01,487.65,486.32,450.47,488.21,471.90,452.43,469.56,479.45,485.55,490.22,494.21,440.31,457.72,471.03,463.93,432.95,435.98,440.39,418.34,408.43,426.33,460.53,439.75,438.69,451.79,459.84,443.57,422.74,442.76,425.24,427.55,402.07,406.53,391.43,444.13,414.49,412.60,420.03,433.75,437.97,443.98,438.45,443.94,446.05,431.75,441.30,442.41,465.03,447.26,445.96,457.09,453.67,434.56,427.59,443.60,509.52,429.22,416.13,392.28,397.91,466.12,443.52
