dates,satname,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0056,nzd0418-0057,nzd0418-0058,nzd0418-0059,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0079,nzd0418-0080,nzd0418-0081,nzd0418-0082
2004-11-26 22:05:17.306000,L5,344.98,337.82,338.17,1661.35,1662.77,1666.02,1666.71,329.71,333.24,327.68,329.65,322.48,317.41,298.70,296.48,295.62,293.53,292.01,293.52,291.37,301.76,304.21,302.75,295.99,289.21,287.46,278.44,270.71,253.60,247.41,250.51,244.76,232.40,239.10,242.75,251.75,256.21,254.71,265.51,272.54,280.06,277.62,268.54,261.46,256.73,253.04,256.78,250.49,,,,,,,,,,,,,221.94,225.26,241.09,260.01,263.04,264.95,264.04,264.78,266.49,198.79,280.55,,,,,,,,,,,,
2005-02-14 22:06:33.160000,L5,353.49,347.89,345.10,1662.21,1663.39,1663.08,1662.39,303.47,304.50,305.44,294.78,299.65,294.58,295.75,296.67,298.76,288.50,295.79,290.60,289.39,289.74,268.01,,,,,,,,,,,,,,,,,,,226.36,250.47,249.49,267.16,266.85,261.65,265.32,262.15,,,,,,,,,,,,,,,,,235.35,244.89,269.99,274.65,275.37,290.31,196.70,,,,,,,,,,,,
2005-03-02 22:06:47.890000,L5,,,,1656.73,1658.34,1659.06,1660.00,287.07,285.87,284.82,280.35,271.39,270.31,264.49,264.33,261.79,259.24,257.50,254.77,262.64,259.83,261.09,256.11,,,,,,,,,,,,,,,,,,234.53,229.87,191.83,225.78,215.02,,,,,,,,,,,,,,,,,,,212.59,214.19,222.04,186.99,223.15,,,,,,,,,,,,,,,
2005-08-25 22:08:04.916000,L5,,,,,,,,,,,276.30,280.21,282.43,276.76,277.40,272.63,268.90,269.92,265.01,262.17,256.74,255.61,247.32,,,,,,,,,,,,,,,,,204.65,222.99,232.79,231.89,176.12,223.90,,,,,,,,,,,,,,,,,,,203.91,215.84,226.00,235.28,231.72,,,,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,,,302.13,1656.32,1657.44,1658.53,1658.12,286.02,285.64,287.87,283.72,284.12,284.00,276.97,272.42,268.96,264.36,264.17,259.92,258.09,255.10,250.41,251.09,,,,,,,,,,,,,,,,,,226.08,232.44,229.73,230.96,207.02,,,,,,,,,,,,,,,,,,,205.78,216.65,222.90,233.99,217.27,,,,,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,358.02,365.41,354.44,1664.00,1665.07,1666.70,1666.52,331.66,332.15,318.69,319.15,314.25,313.26,306.27,306.99,304.68,308.28,313.58,312.71,309.04,306.98,304.62,306.80,302.99,284.05,282.35,274.07,269.39,267.25,268.64,264.99,264.14,256.59,272.77,268.93,273.68,271.67,268.63,279.01,269.59,270.97,278.88,281.44,279.41,279.10,273.42,279.73,275.87,,,,,,,,,,,,,236.80,238.64,240.32,251.54,263.67,276.19,282.29,287.08,287.08,194.80,305.41,,,,,,,,,,,,
2006-02-17 22:10:34.688000,L5,354.13,347.39,339.83,1661.90,1662.78,1663.74,1664.20,314.92,315.32,316.01,314.20,308.13,305.64,300.43,299.56,300.16,295.96,295.11,293.21,293.69,288.68,290.02,288.95,283.24,278.92,273.97,263.20,258.64,259.88,256.48,259.43,248.79,236.79,249.23,251.82,252.41,252.56,245.34,257.75,264.37,271.28,265.64,268.64,267.86,264.35,261.34,260.76,255.49,,,,,,,,,,,,,214.39,217.41,233.06,251.22,250.19,262.91,270.74,272.31,275.48,285.52,284.96,,,,,,,,,,,,
2006-09-13 22:13:47.312000,L5,,,,,1656.51,1658.19,1658.36,279.12,274.62,280.23,273.82,282.94,282.64,279.08,277.59,273.53,272.39,268.42,269.83,253.31,251.06,247.60,249.96,235.44,,,,,,,,,,,,,,,,,214.98,223.38,196.17,232.84,224.44,,,,,,,,,,,,,,,,,,,194.19,206.55,220.39,235.85,178.40,,,,,,,,,,,,,,,
2006-10-31 22:14:17.081000,L5,354.63,347.44,343.50,1662.52,1662.93,1664.42,1664.81,320.41,325.33,326.43,323.04,319.94,319.55,310.98,312.61,309.97,299.50,296.98,296.28,296.09,292.27,294.33,290.68,292.07,290.90,282.56,276.74,273.94,271.99,270.25,269.04,252.68,241.52,253.74,256.48,255.68,255.65,250.36,269.30,274.27,275.81,281.49,278.19,282.37,275.60,266.16,262.94,173.89,,,,,,,,,,,,,217.49,229.09,243.17,256.11,266.81,272.16,285.45,283.46,280.91,200.26,286.30,,,,,,,,,,,,
2007-02-04 22:14:57.320000,L5,324.44,319.09,314.62,1658.01,1657.44,1658.52,1658.70,281.98,278.67,278.38,275.24,271.35,277.17,274.46,275.30,271.84,270.99,268.97,264.33,266.38,252.65,252.98,253.09,238.19,232.60,,,,,,,,,,,,,,,,226.15,228.25,241.21,188.51,226.87,,,,,,,,,,,,,,,,,,,205.94,213.35,234.15,244.72,235.54,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,,,,,,1660.72,1661.40,294.05,295.75,296.12,295.16,294.09,288.17,277.15,272.64,270.18,266.68,247.92,239.22,239.66,247.91,261.27,259.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:04:28.225000,L5,352.01,348.44,338.98,1660.87,1661.08,1662.76,1663.33,310.49,310.23,311.09,308.82,309.86,305.72,302.75,301.96,297.42,300.14,300.02,290.40,284.30,287.27,285.99,284.12,277.58,270.13,268.00,268.87,268.37,266.52,268.49,261.38,263.37,253.99,253.18,255.77,258.66,258.64,246.12,255.57,262.14,264.27,273.70,272.98,274.31,269.75,267.63,266.60,177.88,,,,,,,,,,,,,210.88,215.30,229.62,243.35,259.03,267.66,277.35,277.80,281.50,291.85,286.98,,,,,,,,,,,,
2010-01-27 22:10:50.221000,L5,351.96,351.01,341.29,1662.69,1662.93,1664.46,1664.23,316.06,313.10,316.03,310.01,311.19,306.15,305.52,307.16,301.66,304.89,300.02,299.75,297.02,296.50,288.37,289.39,283.50,277.76,272.41,268.72,265.32,267.74,267.67,266.32,265.05,258.31,266.84,266.25,267.74,265.87,252.47,265.22,268.80,267.88,272.52,270.84,276.18,269.33,268.32,268.93,265.64,,,,,,,,,,,,,215.19,224.95,236.43,248.02,258.02,265.14,279.18,277.25,282.17,294.00,295.26,,,,,,,,,,,,
2011-02-15 22:09:58.365000,L5,347.15,346.23,344.53,1661.34,1660.60,1662.18,1663.23,309.44,307.09,309.92,303.59,312.63,313.64,313.21,311.94,308.91,307.55,307.25,303.84,290.15,287.03,288.62,285.03,279.82,272.74,271.78,268.89,276.12,271.79,272.32,271.73,269.88,260.22,266.94,255.54,255.31,261.30,252.07,255.75,259.99,262.06,277.88,277.10,278.13,272.42,270.42,271.08,265.69,,,,,,,,,,,,,212.76,215.44,229.00,242.80,262.57,271.45,281.16,280.31,284.28,296.26,295.20,,,,,,,,,,,,
2013-05-11 22:21:55.010000,L8,,,,,,,,,,,,,256.30,245.18,250.28,242.96,245.07,246.29,240.63,248.92,260.18,273.62,281.89,279.19,275.11,271.64,266.28,263.98,262.89,260.78,262.58,259.51,249.23,256.29,253.16,253.94,262.32,,261.74,263.10,263.45,268.34,269.85,270.45,266.87,261.53,,,,,,,,,,,,,,,,221.44,231.35,242.67,253.75,262.91,273.31,274.76,276.09,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,265.32,257.65,260.79,257.80,259.69,256.94,248.15,,,,,,,255.14,259.65,265.94,265.12,267.42,257.58,,,,,,,,,,,,,,,,,,,239.86,206.21,256.95,269.82,265.63,,,,,,,,,,,,,,,
2013-06-12 22:21:59.086000,L8,,,,1656.76,1656.99,1658.44,1659.48,291.60,291.33,282.01,277.22,285.60,277.30,250.06,277.72,255.65,255.50,,,,,,,,,,,,,,,,,,,,,,,,,,268.29,271.90,268.23,260.87,258.81,261.82,,,,,,,,,,,,,,,,,,260.59,274.81,275.98,275.45,284.50,291.89,,,,,,,,,,,,
2013-06-28 22:21:56.988000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.50,256.57,252.62,253.62,249.01,,,,,,,,250.17,251.16,257.97,257.46,264.53,248.77,,,,,,,,,,,,,,,,,,215.29,233.40,242.73,251.30,266.81,256.71,,,,,,,,,,,,,,,
2013-07-14 22:21:58.456000,L8,320.66,320.23,312.67,1658.36,1659.38,1661.21,1662.95,312.39,311.25,313.40,317.92,324.11,315.77,319.20,319.91,311.68,317.28,312.59,309.54,308.22,317.90,325.11,314.31,308.01,304.84,300.88,293.55,292.28,288.81,292.41,287.87,289.99,283.24,291.52,284.58,285.10,285.86,288.81,285.05,286.98,284.40,294.70,323.74,304.32,317.95,292.50,288.07,286.62,,,,,,,,,,,,,251.06,244.78,257.56,264.45,279.70,317.80,307.27,175.21,191.34,313.34,316.47,,,,,,,,,,,,
2013-07-30 22:21:59.508000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,264.86,218.04,258.94,258.28,256.84,251.95,244.52,,,,,,259.57,261.55,258.28,264.84,266.61,266.99,262.23,258.52,,,,,,,,,,,,,,,,219.28,228.39,238.26,249.90,260.01,269.89,269.99,272.97,,,,,,,,,,,,,,
2013-09-16 22:21:57.385000,L8,,332.59,315.09,1659.61,1661.57,1660.95,1663.13,310.92,308.92,318.13,325.74,322.60,314.53,326.61,313.96,310.26,314.40,315.49,320.02,329.11,307.90,302.58,301.98,298.81,298.84,297.70,294.81,312.34,288.03,316.42,284.02,289.35,277.64,287.92,282.66,283.88,280.45,276.99,284.29,286.82,285.81,291.32,287.87,288.53,284.07,283.80,283.79,283.30,,,,,,,,,,,,,240.64,244.14,257.18,266.19,276.29,282.84,291.59,291.96,297.95,309.00,313.14,,,,,,,,,,,,
2013-10-18 22:21:49.490000,L8,,,,,,,1660.65,298.15,277.16,283.59,291.00,293.54,296.23,298.34,266.84,259.44,284.59,266.56,252.57,243.31,247.90,257.71,,,,,,254.54,253.80,250.73,252.12,245.77,,,,,,,221.84,258.07,217.08,248.13,,,,,,,,,,,,,,,,,,,,205.72,224.23,235.85,230.40,,,,,,,,,,,,,,,,,,
2013-12-21 22:21:27.090000,L8,316.80,320.40,328.13,1661.36,1661.99,1664.02,1665.16,337.72,344.15,347.31,340.96,347.76,349.12,350.74,325.97,324.79,334.53,352.50,321.92,342.35,350.51,366.80,347.25,337.25,340.41,337.14,339.98,337.18,301.53,302.17,302.01,301.50,300.00,293.97,321.06,330.52,337.26,295.71,295.13,297.88,294.97,302.85,300.56,302.68,298.82,317.61,303.21,311.71,,,,,,,,,,,,,259.06,255.16,268.12,275.74,288.21,295.02,305.73,306.58,331.51,329.52,341.29,,,,,,,,,,,,
2014-05-30 22:19:34.937000,L8,,,,,,,,,,,273.01,284.12,289.28,292.37,287.09,279.78,254.66,227.51,274.82,288.35,279.46,280.13,284.04,250.05,,,,,254.96,242.27,244.02,239.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01 22:19:46.174000,L8,,,,,,,1657.19,276.92,283.87,286.20,288.92,286.36,291.79,286.80,290.03,283.07,283.74,284.91,280.99,283.94,282.21,278.35,284.17,,,,264.02,260.62,256.25,255.73,254.58,250.75,,,,,,,,,,252.61,257.53,265.56,254.02,,,,,,,,,,,,,,,,,,,,233.83,252.25,267.69,261.68,,,,,,,,,,,,,,,
2014-07-17 22:19:52.017000,L8,,,,,,1658.22,1660.54,301.55,307.25,329.01,316.17,334.09,335.20,331.37,326.11,321.88,326.83,318.94,305.91,314.52,346.45,317.18,312.05,307.85,305.89,301.34,298.92,295.58,292.58,291.98,291.57,291.45,287.82,289.33,301.53,286.84,289.03,288.41,291.38,294.42,291.45,294.73,300.61,294.04,294.03,290.68,289.37,286.43,,,,,,,,,,,,,252.43,251.57,264.42,271.99,279.84,295.65,297.11,301.88,190.02,225.40,220.54,,,,,,,,,,,,
2014-09-03 22:20:06.649000,L8,,,,,,1657.55,1660.06,298.46,299.77,294.49,289.79,288.08,287.46,289.65,291.20,297.08,288.78,304.11,296.27,301.72,303.40,304.55,304.95,302.24,298.72,295.60,297.02,292.15,287.66,285.24,283.71,278.13,276.60,278.80,279.32,281.39,295.63,280.56,289.02,287.10,287.43,289.38,290.72,292.48,292.37,289.50,293.18,284.13,,,,,,,,,,,,,245.48,248.95,258.13,267.57,274.73,285.18,295.51,300.28,303.48,318.66,314.09,,,,,,,,,,,,
2014-10-21 22:20:13.482000,L8,,,,,,1659.03,1660.74,297.35,298.28,308.25,310.11,310.01,307.65,301.22,301.85,301.50,295.55,309.99,310.87,304.30,312.11,328.11,325.58,317.58,321.21,326.76,325.90,340.25,291.95,306.18,301.15,301.68,296.34,292.81,295.38,298.61,299.37,303.03,305.31,301.72,302.04,299.10,306.26,310.83,318.22,305.04,307.81,300.98,291.49,,,,,,,,,,,,269.35,264.86,270.02,282.50,284.32,300.77,313.98,325.30,319.41,332.79,331.34,318.62,,,,,,,,,,,
2014-11-06 22:20:13.200000,L8,,,,,,1658.25,1660.56,294.87,296.47,297.56,287.54,287.58,287.39,285.96,293.81,281.94,285.81,290.01,292.97,296.51,297.90,306.27,310.77,312.02,307.06,310.93,302.03,291.18,292.15,288.28,288.22,282.14,284.46,284.21,288.21,288.32,288.64,292.05,292.25,295.27,291.77,290.18,290.07,292.42,294.95,294.05,292.02,285.84,,,,,,,,,,,,,256.75,252.21,265.13,272.33,275.69,284.46,295.47,302.71,308.31,317.16,315.75,,,,,,,,,,,,
2014-12-24 22:20:05.791000,L8,,,,,,1657.94,1660.12,308.66,304.43,290.90,284.56,289.83,284.62,280.10,284.61,283.86,287.71,301.81,290.84,295.70,296.31,308.93,306.75,309.72,302.17,306.02,309.35,311.78,292.16,296.16,290.87,289.72,284.46,284.69,283.01,286.31,289.21,289.39,302.14,301.62,299.03,296.05,293.78,294.13,293.80,287.76,286.92,281.60,,,,,,,,,,,,,252.75,262.02,269.58,280.58,281.30,288.48,297.19,301.62,301.74,312.20,311.78,,,,,,,,,,,,
2015-01-25 22:19:56.553000,L8,,,,,,,1658.59,297.52,295.49,293.92,282.38,286.33,285.64,280.37,283.76,276.37,282.65,280.32,292.31,292.02,304.89,308.92,310.97,302.97,297.65,293.15,293.48,295.54,295.45,295.45,295.24,286.63,283.65,288.64,288.85,290.94,287.99,287.15,290.79,294.44,288.75,296.25,295.58,293.62,288.77,287.53,283.73,279.45,,,,,,,,,,,,,250.14,251.09,264.48,268.62,281.53,289.84,296.66,296.61,301.69,309.08,309.74,,,,,,,,,,,,
2015-02-10 22:19:50.748000,L8,,,,,,1657.71,1659.24,303.19,292.85,294.17,285.41,288.78,286.74,284.71,287.25,282.20,286.17,279.55,288.08,294.77,303.51,305.41,307.06,308.05,305.44,300.43,303.13,303.58,308.25,297.87,321.24,292.35,289.54,287.89,293.23,290.71,293.22,288.53,292.37,296.00,292.51,297.28,296.70,295.33,290.99,289.90,285.06,281.33,,,,,,,,,,,,,251.93,252.67,265.85,273.08,282.58,291.26,298.40,298.95,304.20,310.28,310.17,,,,,,,,,,,,
2015-02-26 22:19:46.745000,L8,,,,,,1657.93,1659.53,297.13,305.31,293.16,282.94,287.58,283.36,282.34,285.45,278.60,277.77,275.40,285.47,287.54,298.54,303.47,310.89,308.60,306.20,297.55,299.31,293.77,295.60,291.66,292.07,288.44,287.28,285.22,290.42,286.40,288.88,284.88,291.61,291.66,296.56,296.03,293.69,290.11,288.89,285.98,286.68,286.74,,,,,,,,,,,,,249.21,251.98,261.90,277.14,281.51,288.30,293.15,296.75,300.12,311.88,316.41,,,,,,,,,,,,
2015-03-14 22:19:35.284000,L8,,,,,,1657.96,1659.72,295.61,299.67,308.81,287.20,288.49,288.06,285.14,313.08,304.62,281.98,279.22,287.04,290.54,297.80,302.77,300.95,306.17,298.52,295.74,296.66,298.63,296.98,303.20,294.67,290.51,314.19,291.21,293.72,290.86,293.38,287.59,292.10,293.75,308.97,294.24,298.07,293.71,296.15,287.23,285.99,278.72,,,,,,,,,,,,,250.81,251.98,264.43,289.57,279.58,292.61,296.72,303.52,301.41,311.28,308.78,,,,,,,,,,,,
2015-04-15 22:19:22.587000,L8,,,,,,,,,,,,265.22,263.20,254.17,256.14,249.84,257.52,241.41,261.43,260.04,273.35,271.19,278.57,,,217.65,267.25,258.08,262.96,260.06,261.81,256.25,247.70,,254.17,253.41,255.52,,262.05,263.88,265.17,269.13,269.33,267.71,262.34,,,,,,,,,,,,,,,,,221.75,231.78,197.86,254.67,263.05,270.89,270.11,,,,,,,,,,,,,,,
2015-08-05 22:19:36.851000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.28,228.38,257.56,261.07,265.39,265.80,263.78,,,,,,,,,,,,,,,,,218.00,218.07,237.71,206.59,259.32,268.80,271.66,260.40,,,,,,,,,,,,,,
2015-09-06 22:19:50.737000,L8,,,,,,,,,,,,255.50,255.65,244.12,246.69,247.17,246.39,235.18,248.21,249.40,264.32,261.69,262.68,259.55,,,,257.74,257.96,255.14,254.64,251.30,246.55,248.82,250.57,249.35,246.14,,261.32,257.09,257.02,264.92,265.03,267.25,261.72,,,,,,,,,,,,,,,,210.15,221.03,225.60,237.14,249.32,259.42,269.97,269.53,259.34,,,,,,,,,,,,,,
2015-12-27 22:20:07.153000,L8,,,,,,,,279.35,275.97,272.50,268.17,275.71,274.48,266.93,265.94,269.72,264.99,266.34,270.28,273.87,286.49,280.55,288.98,288.14,294.90,297.56,298.20,281.00,286.90,289.31,282.31,284.53,277.53,281.57,281.71,279.96,304.95,274.38,285.10,290.78,298.18,297.16,299.57,291.50,290.07,278.49,275.49,264.87,,,,,,,,,,,,,241.41,244.72,260.71,278.39,281.98,294.02,294.49,297.98,293.08,300.90,215.69,,,,,,,,,,,,
2016-02-13 22:19:56.477000,L8,,,,,,,,,,,,,247.50,240.87,241.37,243.22,238.32,232.42,245.66,241.74,252.86,250.45,,,,,,252.77,257.13,255.15,255.72,251.14,244.48,247.88,246.99,247.41,,,251.77,258.31,262.07,267.25,268.68,267.17,261.04,,,,,,,,,,,,,,,,,211.42,193.66,241.13,252.76,262.30,270.23,269.01,,,,,,,,,,,,,,,
2016-02-29 22:19:53.146000,L8,,,,,,,,,,,,,247.23,237.95,238.70,240.27,237.38,229.63,240.15,239.12,246.76,227.79,,,,,,240.90,249.34,250.72,249.75,247.14,,,,,,,,252.31,257.37,264.12,265.10,263.57,198.77,,,,,,,,,,,,,,,,,,219.54,237.19,249.86,259.34,266.46,261.70,,,,,,,,,,,,,,,
2016-03-16 22:19:48.512000,L8,,,,,,,,272.14,275.34,272.56,273.08,278.35,272.39,271.48,269.38,269.92,268.54,270.42,291.94,276.59,295.88,287.61,301.96,282.77,284.41,280.36,297.75,283.18,295.63,291.02,297.11,289.47,303.09,280.88,282.39,281.64,312.97,274.93,290.15,311.52,308.60,298.27,307.40,297.09,293.22,279.52,275.57,264.30,,,,,,,,,,,,,249.11,250.75,282.81,289.19,283.17,301.97,300.26,301.07,293.74,301.01,294.10,,,,,,,,,,,,
2016-04-17 22:19:33.425000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.78,252.87,251.54,252.37,,,,,,,,249.45,256.61,268.36,264.15,263.69,249.61,,,,,,,,,,,,,,,,,,,237.23,254.04,258.57,266.38,257.72,,,,,,,,,,,,,,,
2016-07-06 22:19:53.295000,L8,,,,,,,,,,,,,245.55,236.59,243.14,238.99,245.64,233.53,236.44,237.35,238.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08 22:20:12.615000,L8,,,,,,,,269.29,268.06,265.41,262.36,323.26,323.44,341.91,347.73,349.52,262.54,255.28,257.86,256.36,256.12,,,,,,,245.65,255.02,242.15,249.90,251.57,255.32,249.64,259.35,292.62,281.77,284.60,298.94,311.82,292.42,285.55,284.40,289.36,286.88,280.91,277.88,273.52,,,,,,,,,,,,,246.95,258.47,282.53,270.01,270.63,278.63,292.47,294.75,295.29,303.09,302.87,,,,,,,,,,,,
