dates,satname,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054
2024-01-26 22:20:14.221000,L9,,,,,,,,214.67,210.27,203.41,191.89,199.69,202.96,208.21,,,,,,,,200.73,200.12,203.22,207.22,214.51,228.78,240.63,216.08,223.87,221.28,212.43,233.30,229.81,239.75,247.44,251.81,261.41,266.62,274.64,273.65,272.58,268.76,265.69,257.65,259.27,242.07,244.25,241.50,237.79,231.61,174.54,,,
2024-02-19 22:20:03.384000,L8,235.35,284.56,229.21,220.87,245.19,239.46,258.49,265.41,265.68,251.54,255.11,249.56,256.63,260.07,264.64,263.89,267.63,252.03,244.31,264.35,294.44,258.22,250.26,250.66,265.22,260.20,268.30,262.79,255.54,260.64,269.99,275.01,283.05,295.39,305.04,302.66,299.41,303.07,315.14,332.40,338.17,331.03,341.28,343.06,315.70,323.07,340.39,334.12,329.04,328.02,334.10,341.92,333.67,338.93,364.98
2024-02-27 22:20:07.716000,L9,,,,,,,200.01,215.82,213.11,206.83,198.92,199.71,208.63,210.31,218.52,208.84,199.16,194.08,195.28,198.62,202.67,198.50,201.96,200.78,205.35,214.71,231.20,234.42,227.06,234.56,228.45,225.43,236.62,235.11,241.18,245.08,252.79,259.91,276.20,274.74,275.33,273.82,269.24,262.49,263.32,261.28,245.44,245.49,244.17,248.33,241.59,240.36,250.25,246.58,276.42
2024-04-07 22:19:35.570000,L8,,,,,,,191.25,214.28,217.77,210.55,199.76,197.66,205.25,209.80,217.04,208.52,200.23,188.23,192.07,195.75,201.12,199.05,195.02,197.36,205.44,215.41,227.34,,,,,,,,,243.09,246.82,265.23,255.85,179.14,226.02,237.49,262.15,211.84,,,,,,,,,,,
2024-06-10 22:19:04.394000,L8,210.55,195.68,195.92,187.03,188.20,168.18,199.14,228.55,232.60,220.41,220.03,222.39,227.40,235.58,235.12,214.56,205.56,201.38,205.99,212.49,209.33,210.77,207.24,214.97,220.03,228.95,245.75,245.59,241.99,251.16,239.90,246.84,250.29,252.54,255.23,261.36,266.70,267.65,280.24,281.13,282.83,279.52,274.97,274.42,267.57,273.61,261.41,261.50,255.30,256.59,,,,,
2024-07-12 22:19:24.745000,L8,,,,,,,193.54,226.40,219.08,214.55,205.16,212.87,216.83,214.86,228.54,213.66,198.85,195.20,199.74,206.28,206.15,201.71,203.28,211.78,208.96,227.08,234.99,241.97,,243.99,237.49,237.57,246.73,,246.49,250.72,255.76,189.26,,,,,,,,,,,,,,,,,
2024-07-20 22:19:26.642000,L9,,,,,,,193.75,225.25,221.10,215.71,211.13,211.42,216.56,217.36,229.08,211.60,201.39,197.22,200.86,206.21,203.38,204.41,209.31,208.64,211.38,227.05,236.53,244.74,236.21,244.46,238.56,241.86,249.91,240.15,249.02,257.25,267.25,264.16,233.99,274.46,273.21,244.31,271.35,,,263.51,247.02,253.32,244.46,,,,,,
2024-08-05 22:19:30.401000,L9,,,,,,,195.23,222.84,221.48,215.05,215.84,210.97,218.19,220.25,228.99,208.43,200.93,195.08,197.66,187.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.40,240.85,249.69,,,,,
2024-08-13 22:19:38.484000,L8,,,,,,,198.86,219.60,219.54,212.96,203.74,206.53,213.74,214.02,220.75,209.16,198.29,194.86,194.82,200.15,203.12,198.82,199.42,201.66,208.52,221.20,232.68,240.21,,,,230.13,236.30,236.31,242.09,246.58,253.23,259.33,274.62,272.14,182.21,210.24,236.09,232.64,234.10,221.34,230.32,223.84,242.07,238.25,,,,,
2025-01-04 22:20:02.767000,L8,,,328.22,469.58,533.48,447.35,449.27,351.61,394.15,429.73,432.99,380.17,386.59,384.16,365.29,362.27,353.72,362.98,343.31,353.27,470.13,456.15,405.62,476.49,473.93,524.23,523.29,526.00,490.95,512.67,337.13,359.07,362.62,495.79,487.38,497.40,498.65,493.37,535.49,542.01,390.93,382.75,419.22,428.58,373.11,353.96,368.58,345.10,349.77,357.45,381.87,374.52,371.76,400.34,396.74
2025-01-12 22:20:09.312000,L9,206.77,209.42,213.63,195.66,200.42,186.99,220.80,247.55,247.85,243.06,240.02,227.93,243.88,233.72,248.31,234.63,226.21,240.03,200.46,205.87,206.95,209.15,207.01,217.42,231.05,240.40,253.60,275.25,229.14,270.05,247.62,190.20,301.93,284.42,260.84,265.55,272.08,286.04,294.26,291.85,298.40,300.30,283.97,277.93,281.59,280.64,267.72,267.38,264.65,266.91,266.56,269.66,279.23,282.26,297.07
2025-01-20 22:20:01.302000,L8,,,,,,,191.83,213.14,210.25,201.70,194.27,197.13,201.84,206.61,214.38,200.09,189.51,185.78,187.66,194.22,196.11,196.52,192.89,197.04,202.41,212.80,227.40,229.50,,,,,,,233.95,243.25,249.57,258.59,263.90,261.69,269.89,266.47,261.38,251.11,252.19,254.41,235.66,240.26,238.86,211.34,,,,,
2025-02-13 22:20:10.653000,L9,,,,,,,189.45,211.96,207.51,199.84,191.70,196.21,201.76,199.85,214.70,195.89,187.06,181.75,185.37,192.39,192.99,193.36,190.07,194.96,202.17,211.96,221.85,223.12,,,,,,,,235.08,245.12,261.26,258.95,233.09,258.28,264.15,255.34,241.08,234.42,238.18,204.81,,,,,,,,
2025-02-21 22:19:55.138000,L8,,,,,,,199.25,219.76,217.95,209.08,201.35,206.25,210.03,212.68,216.82,,,,,,,,200.18,203.50,209.03,218.11,233.63,239.83,226.19,234.73,236.69,230.32,239.30,233.78,241.48,247.08,253.62,262.30,273.73,276.89,275.31,270.88,257.01,260.05,,253.31,246.77,249.19,244.77,247.21,245.05,250.98,255.77,259.57,280.14
2025-03-09 22:19:50.412000,L8,,,,,,,195.12,217.53,218.82,212.27,201.79,198.61,201.55,190.93,,,,,,,,,,,,,,,,,,,,,,,,,,,262.96,260.12,255.75,237.55,242.72,245.84,236.10,244.02,241.29,240.12,240.66,221.59,250.00,,
2025-03-25 22:19:39.831000,L8,,,,,,,187.78,214.23,212.16,210.39,202.05,198.70,204.64,207.40,214.76,199.91,188.92,182.50,,,,,,180.15,204.92,215.29,230.14,233.29,,,,,,,,237.67,246.03,247.86,252.16,,,,,,,,,,,,,,,,
2025-04-10 22:19:34.602000,L8,200.40,191.52,185.67,180.86,184.25,172.40,212.25,232.20,227.54,220.17,215.38,219.53,225.20,227.64,236.94,223.97,209.75,205.45,207.44,211.56,211.81,211.54,209.69,216.08,221.64,233.80,242.89,251.40,239.77,246.98,239.86,238.08,247.24,240.98,252.66,261.00,264.97,278.26,291.92,289.14,286.75,284.12,282.69,276.73,266.99,265.42,252.34,257.94,253.18,251.78,253.41,,,,
