dates,satname,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,nzd0224-0046,nzd0224-0053,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0047
2001-04-20 21:43:46.702000,L7,458.15,439.22,433.28,415.94,399.63,389.36,392.85,380.08,389.05,378.91,376.48,372.70,382.22,374.18,381.93,378.34,379.80,360.70,355.88,401.32,423.23,422.71,423.71,421.45,424.40,422.89,500.42,531.65,536.50,426.45,426.89,425.57,432.17,434.87,444.91,453.56,460.40,454.70,445.17,422.96,399.75,379.76,346.97,321.38,274.44,190.56,,343.89,358.15,357.56,363.56,354.27,414.09,406.55,387.60,368.60,366.97,393.36,373.67,363.19,364.29,360.84,363.38,363.43,373.47,396.04,387.69,396.64,404.38,405.82,405.69,398.94,396.00,387.91,389.01,530.18,514.92,513.01,518.44,522.03,517.64,406.99,421.20,430.68,431.69,430.66,442.52,442.01,432.94,436.42,436.96,436.35,433.20,431.49,436.33,420.57,417.10,417.25,418.93,411.74,416.81,407.45,408.65,395.69,399.90,390.20,339.23,368.76,383.42,386.86,395.43,391.91,376.54,371.87,368.24,368.51,372.53,367.94,377.51,365.73,337.72,352.31,371.47,366.47,404.66,,,,,,,,
2001-05-22 21:43:30.869000,L7,301.22,260.17,185.12,210.58,234.94,213.94,307.15,297.05,287.99,244.98,289.81,303.00,301.39,287.59,309.87,350.14,274.90,268.86,320.83,318.17,399.62,403.05,393.81,394.99,397.33,389.41,393.71,392.86,393.63,396.13,398.14,391.15,395.29,341.00,408.37,399.88,412.66,258.16,343.92,380.31,383.49,367.18,323.73,304.27,243.67,,,227.06,298.51,313.39,313.11,316.33,318.91,321.52,315.56,186.17,161.16,239.74,239.52,255.75,268.78,233.92,304.98,308.83,317.28,301.67,316.06,312.27,320.36,346.50,348.54,317.44,354.14,343.45,314.32,296.39,287.39,295.89,293.31,296.15,297.63,301.97,307.72,323.82,254.40,337.72,344.10,296.62,285.04,384.99,,361.96,363.30,363.99,361.37,,214.59,283.24,338.36,339.53,334.94,324.36,,336.01,328.37,331.57,,,,334.26,350.33,339.42,337.60,323.74,327.02,318.77,324.24,283.34,323.19,319.85,,271.12,323.49,,,,,,,,,,
2001-07-25 21:42:54.824000,L7,235.40,280.55,196.90,198.47,241.73,218.36,257.58,243.33,213.63,178.59,348.70,312.31,300.19,309.45,324.70,277.83,270.38,268.39,307.17,304.68,296.64,258.23,229.48,205.76,176.92,221.65,393.93,392.67,395.42,359.29,239.94,183.74,288.34,360.07,309.20,290.72,270.52,387.53,360.68,396.12,296.40,262.16,295.38,297.07,232.66,,,,299.22,326.43,311.51,324.87,323.53,328.00,316.28,299.88,296.73,311.44,326.38,246.01,285.36,330.06,319.47,318.93,334.51,338.70,325.94,331.01,262.17,202.89,227.21,350.83,375.15,332.72,334.64,357.59,362.50,352.58,297.85,292.68,361.33,373.76,349.46,333.99,350.76,349.12,355.59,224.12,201.37,293.67,,,,292.32,348.32,311.88,206.32,283.50,324.65,352.76,332.98,332.59,180.69,323.20,334.29,338.38,,301.43,322.53,345.19,357.65,339.37,171.39,189.31,236.73,277.84,238.28,310.49,325.65,307.33,178.87,278.49,281.96,,,,,,,,,,
2001-08-26 21:42:25.671000,L7,461.07,446.20,447.80,440.32,400.02,393.09,518.60,499.66,527.60,520.66,511.52,505.20,520.28,529.29,519.25,501.48,503.02,511.69,504.47,494.09,496.75,493.58,487.70,498.30,501.90,494.44,492.66,488.30,495.14,507.69,425.30,433.48,442.31,441.40,453.89,457.48,476.43,465.54,464.68,428.78,400.22,378.57,346.98,319.49,275.23,184.53,,372.02,358.70,374.61,357.79,357.35,490.75,507.84,507.03,408.54,516.98,499.76,501.37,488.68,497.54,498.59,504.85,509.65,496.69,509.36,508.47,499.90,519.56,526.95,533.09,510.70,515.23,519.39,523.15,396.74,392.99,394.15,386.82,385.28,398.40,403.16,414.53,423.58,447.99,430.51,442.43,440.29,431.84,447.70,427.42,447.20,437.13,441.07,440.84,440.05,433.80,438.92,424.90,421.21,419.20,409.32,405.70,405.23,394.34,389.35,342.18,354.77,380.22,384.20,403.17,390.60,369.01,373.22,367.92,369.42,356.02,362.54,367.92,349.71,336.35,343.09,348.34,361.90,397.12,,,,,,,,
2001-09-27 21:42:05.338000,L7,360.24,345.08,348.76,483.83,470.57,465.56,306.07,297.36,461.42,460.36,458.38,458.66,505.06,534.02,506.86,505.26,532.09,521.17,474.93,403.23,498.25,479.67,476.99,475.07,470.61,476.51,471.40,477.62,473.96,476.56,484.30,480.38,507.18,498.43,491.70,505.58,514.55,512.04,514.97,515.93,510.89,468.41,356.86,335.95,276.00,194.04,477.13,471.98,476.13,475.54,471.48,449.43,442.19,504.59,497.84,490.70,499.51,494.21,502.70,496.93,500.60,444.93,397.27,400.02,446.98,410.21,406.47,405.11,416.99,413.88,421.78,417.16,410.68,409.66,417.76,415.90,409.18,409.64,415.28,412.70,418.33,420.72,435.32,454.19,461.05,455.50,460.12,457.53,465.73,472.22,467.31,462.50,448.55,451.98,454.92,451.21,449.97,454.08,446.76,445.35,438.55,440.25,432.19,423.78,429.46,424.17,422.00,416.53,417.57,421.72,427.80,424.33,413.16,404.40,398.27,395.81,391.36,402.27,402.26,390.88,368.73,361.65,389.99,400.33,421.43,,472.89,528.59,532.63,530.77,468.44,462.03,
2001-10-13 21:41:51.963000,L7,493.48,493.78,483.38,485.40,474.38,457.71,516.67,511.72,503.33,503.03,505.38,506.28,510.67,508.61,514.25,502.73,516.45,516.04,527.49,525.87,525.86,519.72,509.67,506.87,529.92,531.53,520.47,518.44,476.27,468.26,473.30,481.06,487.28,494.68,503.42,508.96,509.33,519.48,528.95,495.13,411.94,386.29,356.36,337.84,304.36,215.44,484.70,478.14,471.72,466.49,458.18,443.77,435.72,430.71,428.75,523.06,500.17,493.48,473.00,521.40,465.44,462.67,474.44,483.98,490.98,492.18,505.13,531.66,527.22,535.62,415.08,415.73,413.22,412.85,416.62,417.93,420.81,417.20,417.43,415.54,421.74,483.15,498.98,509.47,513.33,468.25,461.29,455.74,459.64,467.02,467.42,459.74,450.55,445.63,450.91,450.80,450.59,448.15,436.67,430.90,427.22,422.17,419.74,414.16,415.49,412.87,406.27,409.42,410.39,418.69,418.78,413.82,406.70,397.79,387.30,385.38,383.02,390.39,396.89,379.68,361.47,370.62,378.95,396.25,412.42,,442.01,,,474.19,469.01,470.23,
2001-10-29 21:41:57.341000,L7,508.08,506.14,492.62,529.67,517.65,507.43,496.26,492.57,492.38,491.69,492.79,485.47,495.64,499.23,505.11,513.16,523.05,523.91,528.95,496.00,480.01,491.41,479.14,477.48,471.96,465.94,463.93,540.27,510.99,506.80,490.35,508.92,502.75,490.34,504.74,508.78,520.22,516.67,528.67,,,495.65,373.82,364.88,354.75,345.80,162.32,486.59,484.31,475.18,449.34,468.62,471.33,471.25,471.71,433.54,477.11,475.95,473.69,414.63,488.77,487.09,520.27,526.01,518.74,450.81,465.68,461.08,454.82,459.52,503.75,454.56,451.15,467.95,463.51,463.66,478.11,486.91,457.09,461.22,447.12,449.64,444.82,474.55,468.56,473.08,529.89,,531.38,480.76,482.47,470.86,466.05,462.54,469.60,466.16,468.29,458.02,451.99,447.60,446.36,448.08,443.39,437.68,443.16,434.91,431.00,428.74,426.89,430.58,439.63,439.60,430.15,419.59,414.58,411.46,406.16,414.11,412.23,411.58,388.64,390.29,399.68,408.72,437.65,309.38,292.52,258.84,208.59,163.63,407.50,396.70,284.44
2002-02-02 21:42:30.783000,L7,,,,,,204.92,243.13,224.67,278.21,,,318.22,345.01,343.67,330.19,279.12,262.08,227.07,297.80,283.49,334.78,262.65,234.54,260.35,228.28,,,,,,,,,,,,,,229.83,212.14,286.50,250.47,226.91,,,,,,,,,,,,,164.73,228.09,265.71,267.82,235.16,169.75,227.75,248.59,244.73,273.77,261.58,265.26,273.59,266.06,260.77,259.33,270.04,199.56,197.70,189.08,217.92,205.21,209.00,192.99,,228.42,279.79,,,,,,184.37,258.91,288.90,,,,,214.04,289.05,259.14,286.43,293.08,320.67,274.88,,,324.95,202.09,,,,,,327.19,320.95,314.37,309.07,301.36,303.26,309.70,303.45,309.36,298.78,,,,,,,,,,,,,
2002-02-18 21:42:30.251000,L7,288.17,257.84,245.59,205.01,365.65,352.58,344.55,347.27,283.55,165.08,335.48,342.83,344.83,344.10,342.69,334.59,269.73,267.60,300.12,316.08,304.14,266.41,235.73,215.28,194.08,164.26,179.59,351.39,369.26,370.48,270.66,290.09,307.96,369.51,223.45,298.43,340.47,259.88,252.42,245.08,303.52,277.07,238.89,299.08,241.22,,,184.47,170.41,176.98,174.04,214.12,203.08,200.72,213.13,210.61,225.39,299.15,291.29,255.08,239.94,290.63,298.11,254.03,304.43,300.99,312.29,287.00,297.32,319.38,326.44,297.23,328.56,315.44,302.05,289.38,283.03,292.14,293.91,284.51,301.76,303.93,282.20,318.40,364.05,355.62,365.56,373.74,314.34,218.45,369.66,366.92,359.61,,348.36,350.80,356.76,336.75,333.74,344.98,344.79,333.26,321.45,337.55,334.49,338.13,,288.13,330.08,328.00,353.68,348.91,334.95,327.81,325.82,319.14,325.10,323.65,322.20,313.47,240.27,264.05,284.94,298.16,279.76,,,,,,,,
2002-08-29 21:41:39.340000,L7,447.71,431.97,426.85,409.80,394.33,382.45,381.30,369.06,369.59,363.60,358.31,364.35,370.55,367.10,374.55,378.49,358.72,344.75,334.73,382.57,419.47,532.96,531.39,534.39,524.20,409.81,411.55,418.27,424.86,422.39,429.25,421.67,429.22,432.70,441.26,453.60,449.72,437.76,438.59,410.28,396.55,240.54,189.55,284.73,203.74,,478.41,244.95,338.72,342.88,338.16,439.72,448.28,458.54,467.37,460.52,466.54,468.49,470.63,463.55,455.85,366.63,350.38,375.46,374.69,386.28,383.76,384.61,382.75,382.89,388.32,385.92,382.56,379.99,373.79,367.98,370.64,370.62,373.59,358.58,366.13,378.59,401.40,403.25,402.83,397.63,408.51,389.95,393.50,415.98,423.03,413.56,402.44,410.59,418.78,400.68,438.22,425.60,423.01,424.57,419.31,418.90,408.03,401.52,398.20,385.62,301.21,350.42,374.85,378.39,388.13,376.25,355.63,360.35,380.53,368.59,347.01,337.86,360.98,347.42,308.59,331.25,339.26,350.52,369.83,,489.24,,,,,502.42,
2002-09-14 21:41:31.043000,L7,431.76,413.41,398.57,392.42,378.17,302.02,306.04,294.10,360.61,357.30,357.82,358.36,363.57,356.12,364.16,354.25,278.63,274.59,330.95,321.63,344.54,394.00,389.83,396.72,395.18,386.94,390.13,397.47,391.42,396.53,395.09,398.70,406.27,401.02,398.63,421.26,419.31,378.94,390.17,393.39,167.91,,,,,,,,323.87,324.86,326.03,324.98,331.34,325.43,320.59,314.00,322.38,325.96,328.40,321.20,323.25,307.34,322.13,315.07,330.38,332.10,341.31,347.14,340.51,352.70,348.67,500.92,473.69,462.88,473.51,466.47,354.32,314.38,363.70,371.51,349.92,371.53,368.20,388.03,382.83,385.18,384.67,196.97,313.40,289.73,327.71,363.32,373.63,370.00,388.10,386.14,376.09,365.22,352.41,358.23,365.92,338.69,312.59,327.44,334.39,270.97,257.80,300.29,341.47,344.85,352.17,340.92,166.70,183.52,218.27,281.34,276.75,282.77,313.82,319.47,243.32,280.47,288.93,203.91,,,,,,,,,
2002-11-01 21:41:30.201000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.67,410.32,422.14,400.90,521.10,485.15,443.62,452.85,415.16,435.42,445.46,441.02,460.83,485.76,486.82,501.81,477.30,496.51,504.58,481.40,488.34,465.05,486.03,473.99,492.80,488.84,490.29,466.37,483.31,459.26,454.66,470.16,445.96,458.56,465.88,453.14,431.55,447.96,499.87,513.71,532.01,472.10,481.89,481.38,479.63,505.88,525.08,517.07,502.33,501.88,482.81,474.69,483.81,475.05,468.39,465.41,473.53,466.36,455.72,532.42,527.71,487.41,479.38,493.33,530.52,433.61,419.97,420.74,428.22,436.73,414.01,407.19,409.12,407.66,403.86,411.78,417.57,408.25,397.75,402.63,410.29,421.60,445.09,512.32,355.90,460.44,432.82,408.43,401.86,383.30,503.65
