dates,satname,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0067,nzd0367-0068,nzd0367-0072,nzd0367-0073,nzd0367-0066,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058
2001-02-20 22:03:48.640000,L7,418.19,438.12,448.79,448.66,455.33,452.98,474.17,396.68,377.78,364.32,341.70,333.22,333.21,347.17,313.09,339.14,325.47,347.70,364.03,361.26,354.15,342.41,362.10,326.62,326.90,344.98,342.35,337.11,300.43,322.79,292.60,305.31,296.36,276.10,270.05,226.50,187.90,,305.70,313.48,329.88,361.71,387.06,416.81,458.67,491.95,238.87,258.86,271.20,206.40,224.92,294.52,295.78,193.33,169.91,171.78,178.50,181.71,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-08 22:03:44.911000,L7,,,,241.21,248.50,259.83,212.03,266.14,274.45,248.49,259.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31 22:09:43.621000,L7,,,326.90,348.81,337.29,308.38,304.14,283.49,265.66,253.96,250.33,225.26,221.11,214.88,189.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-15 22:02:14.505000,L7,,,329.79,343.59,253.46,268.56,296.07,267.28,259.63,258.92,,,184.86,173.92,199.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-31 22:02:05.221000,L7,510.58,375.33,365.89,397.30,399.05,398.92,382.07,357.54,339.74,315.03,301.25,283.44,256.15,255.85,240.98,227.61,217.46,484.37,525.18,231.57,206.60,224.87,233.98,281.60,309.81,290.94,286.99,292.59,283.99,262.03,311.04,250.07,265.72,261.91,265.30,266.67,236.57,,,,,,190.63,227.09,264.59,286.04,209.52,221.00,239.58,,,257.33,,,231.00,,,,204.40,221.42,231.40,,,,,,,,,,,,,,,,,,,,,
2001-10-02 22:01:40.483000,L7,386.70,395.72,414.08,433.06,441.42,448.83,443.18,423.11,400.58,469.62,387.72,327.31,310.75,308.79,292.15,279.79,283.51,274.15,249.61,262.39,269.10,255.55,247.22,290.28,309.54,268.62,311.53,350.17,310.16,344.96,,528.94,513.57,375.41,377.83,290.43,334.39,252.31,229.67,242.39,306.18,323.03,187.52,228.11,261.83,286.07,217.74,238.52,262.74,,191.84,192.62,218.73,,,,,,,,,470.05,345.50,352.03,482.05,496.70,491.27,473.82,470.03,347.07,313.40,227.44,519.25,,,,,,,,,
2001-11-03 22:01:46.660000,L7,383.87,389.56,406.29,411.23,415.35,423.27,422.49,404.15,379.78,357.73,341.63,313.07,327.10,341.91,347.80,175.40,272.54,249.56,184.25,185.63,194.79,199.42,199.28,205.56,214.83,208.75,213.79,217.18,215.06,213.37,210.90,203.33,182.57,220.96,190.12,,,,272.00,294.89,321.55,,334.56,421.44,407.36,279.46,199.84,199.23,203.66,,163.71,211.88,208.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-21 22:02:05.831000,L7,,193.28,357.01,367.32,367.21,340.13,319.34,297.57,415.84,445.61,426.21,389.89,380.31,329.64,309.36,327.27,261.42,347.64,178.00,180.68,181.80,192.94,192.46,192.68,197.92,200.96,203.42,313.93,322.03,339.99,359.71,366.67,360.84,319.25,256.06,,,,,,,,,,,,267.37,270.92,,,211.13,,,179.80,,185.59,197.86,220.70,,,,,,,,,,,,,,,,,,,,,,178.86,224.43,221.04
2002-02-14 22:08:29.220000,L7,407.28,489.66,486.96,520.63,502.27,503.09,501.24,509.89,532.45,537.50,461.82,476.15,483.48,475.86,487.26,310.15,317.63,348.61,318.13,338.51,353.56,321.55,402.24,377.41,414.62,307.89,303.09,309.98,314.80,342.75,336.43,334.25,334.02,340.34,302.20,219.41,193.09,,298.37,298.22,334.90,363.19,400.10,414.86,413.52,490.37,286.66,246.28,244.60,239.41,264.32,236.10,288.26,215.62,,,183.82,196.54,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-02 22:08:32.970000,L7,,,,,,258.08,279.51,275.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-05 22:01:07.311000,L7,402.70,427.37,396.14,402.60,404.80,409.78,393.86,375.95,361.57,339.61,312.99,282.27,268.43,256.32,312.56,314.72,336.03,363.97,269.57,266.51,285.53,301.15,262.47,281.92,219.05,247.20,248.40,221.99,241.84,276.23,282.03,284.21,312.81,333.57,235.33,216.95,212.27,222.72,,,,293.66,187.57,228.26,268.89,294.89,219.70,228.86,222.76,178.01,203.72,196.73,,,,,,,,,,257.26,254.43,280.47,,,,,,,,,,,,,,,,,,
2003-02-01 22:08:09.844000,L7,338.25,329.89,363.63,393.33,401.95,411.32,393.67,381.87,369.85,339.99,275.74,289.33,293.12,257.84,250.03,253.53,235.00,,208.77,218.31,217.63,226.44,227.29,221.14,223.66,223.65,217.30,216.34,217.18,218.89,225.91,212.45,213.97,198.05,176.44,,,,,437.50,545.91,457.47,454.18,484.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-26 22:02:04.470000,L7,,206.29,367.95,365.73,368.01,340.23,319.14,301.61,293.00,433.29,415.07,404.25,377.81,359.28,343.08,333.36,320.87,,185.29,215.08,219.16,222.36,227.49,203.88,228.29,228.13,223.26,219.56,225.10,222.15,237.07,246.82,190.67,,,,,,,,,,181.83,221.55,269.72,302.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-05 22:08:19.474000,L7,,327.52,360.11,358.88,489.38,498.17,488.38,442.74,450.35,429.39,254.65,237.71,225.94,227.00,205.64,190.42,339.97,323.18,314.48,299.16,196.47,213.61,215.42,209.18,221.12,224.51,223.66,221.31,225.82,223.33,211.05,204.55,179.94,,,,,,,,,,174.78,219.47,264.30,298.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-21 22:08:15.672000,L7,,214.14,358.25,359.61,356.78,343.14,318.35,303.97,293.05,271.88,256.73,244.58,230.76,229.82,206.64,200.94,176.41,393.66,175.68,186.42,204.36,206.89,216.61,214.60,221.11,220.16,217.04,219.59,218.10,220.14,206.24,198.41,181.38,,,,,,,,,,180.68,221.32,268.50,298.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-28 21:50:04.710000,L5,387.59,363.16,383.09,387.99,395.77,381.62,354.27,346.84,330.79,311.70,288.14,277.98,256.00,257.62,243.91,226.44,213.05,191.65,203.10,215.80,225.47,233.71,241.95,232.22,241.02,249.42,253.43,246.73,245.57,240.98,236.53,228.70,215.78,172.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-29 21:50:38.152000,L5,374.81,360.44,376.51,381.85,388.88,375.37,351.89,323.66,316.00,293.88,286.74,275.85,248.20,246.30,229.00,214.57,200.18,172.02,194.98,201.69,209.34,226.96,231.73,224.29,238.34,243.15,240.42,239.03,236.62,236.97,228.90,218.60,208.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:50:54.515000,L5,378.83,360.93,381.09,388.64,389.19,377.67,351.85,328.85,318.15,299.38,285.20,266.77,252.49,245.02,234.76,212.96,204.57,179.70,200.28,204.72,213.74,225.53,231.37,227.20,232.74,242.71,244.41,235.64,238.27,236.20,229.42,217.85,205.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-16 21:51:19.969000,L5,369.56,345.67,361.67,373.46,372.62,361.47,344.54,316.64,301.71,284.97,269.65,256.06,242.17,231.04,217.02,203.01,188.63,163.43,187.18,189.89,199.60,214.09,222.02,214.65,223.63,236.06,233.24,229.69,229.67,220.05,202.04,205.86,189.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-23 21:57:36.620000,L5,381.45,351.29,373.57,380.06,383.78,369.94,346.81,324.66,309.09,291.22,275.21,262.46,246.35,242.52,222.64,211.02,198.98,166.14,190.77,199.42,204.86,220.32,222.85,221.01,221.40,229.74,229.60,226.05,224.00,222.06,222.85,215.83,206.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-17 21:51:45.201000,L5,233.40,347.58,369.87,386.52,383.57,361.46,339.93,314.74,304.69,285.30,271.52,256.17,243.69,231.60,220.09,203.04,191.17,164.08,184.76,192.36,199.44,213.89,216.32,214.22,219.73,230.23,228.89,225.49,224.41,222.71,219.30,211.43,193.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-03 21:51:55.424000,L5,354.32,344.98,360.17,371.65,370.68,358.70,331.39,311.60,298.22,280.47,266.72,252.12,241.85,231.21,213.84,212.35,195.76,167.18,189.87,203.20,207.44,223.17,217.75,216.17,221.59,226.28,228.71,226.26,223.00,221.52,219.48,210.49,204.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10 21:58:05.829000,L5,350.13,340.93,367.32,374.82,371.94,354.60,332.50,319.54,301.54,286.40,271.18,258.61,243.52,238.07,219.45,207.46,190.62,165.02,187.63,198.68,200.70,216.09,216.52,214.95,219.55,232.03,234.34,228.29,225.59,225.07,221.56,211.35,202.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-05 21:52:16.959000,L5,,,,,,334.40,324.42,313.93,305.54,298.57,283.72,258.16,243.07,232.53,231.38,210.67,200.19,178.46,203.74,205.74,200.78,214.98,216.84,214.69,218.85,255.65,247.57,241.13,231.28,230.70,221.98,216.83,194.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-25 21:53:23.341000,L5,389.64,361.08,383.35,397.12,397.58,387.64,361.44,337.77,324.00,308.67,292.43,275.71,259.86,251.56,242.77,226.04,214.37,189.93,202.74,216.68,224.53,232.31,239.30,236.63,242.86,252.59,248.70,246.16,244.51,244.20,240.28,232.46,218.80,177.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-18 22:00:14.650000,L5,380.50,361.20,380.24,392.49,393.92,379.00,357.87,332.92,317.58,300.29,291.23,267.96,258.40,249.20,238.58,221.92,212.28,183.66,206.50,210.77,223.04,235.18,236.90,236.07,241.16,249.63,245.81,246.90,235.66,243.51,233.17,230.76,215.60,177.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-12 21:54:47.510000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,208.43,189.69,194.86,188.28,199.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-02 21:57:38.853000,L5,381.89,365.27,375.92,382.38,386.55,370.79,347.35,321.69,313.50,289.81,279.34,264.60,254.84,240.32,225.35,207.01,200.63,171.63,197.45,206.86,210.98,225.59,232.36,228.25,234.17,242.85,242.28,241.57,236.40,240.29,229.56,227.16,206.05,166.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-10 22:04:35.857000,L5,361.35,357.28,368.43,377.74,379.14,366.82,344.50,318.78,309.33,287.86,274.80,258.25,245.48,236.97,221.79,207.58,197.92,164.39,195.75,200.03,209.17,229.20,228.64,227.27,230.86,242.39,238.69,237.96,234.11,235.90,225.64,221.04,197.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 22:00:07.370000,L5,362.72,346.97,368.50,385.21,386.93,376.72,352.14,327.76,308.27,292.69,274.52,260.78,244.39,242.34,224.60,209.11,199.80,165.75,195.43,202.77,210.81,226.72,231.06,227.42,234.47,239.27,236.31,230.78,230.63,226.80,222.40,212.06,200.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-02 22:06:24.060000,L5,371.56,351.74,371.89,391.72,389.80,381.29,364.55,332.38,313.88,296.86,283.22,265.11,254.10,246.02,234.47,213.01,203.85,179.86,199.97,208.63,216.47,226.33,235.72,231.04,236.27,239.83,239.31,235.49,235.01,231.37,227.17,218.68,207.93,168.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-11 22:00:19.764000,L5,369.25,356.80,374.03,381.71,392.36,378.33,356.54,323.23,312.95,292.47,280.21,260.30,246.29,240.93,230.15,208.28,201.25,171.33,194.52,206.54,212.02,223.93,228.97,227.22,233.79,243.86,237.91,234.66,231.92,232.93,224.84,217.56,197.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-18 22:06:34.540000,L5,364.86,357.74,374.64,383.71,393.20,375.49,355.99,323.77,313.82,295.57,275.87,261.58,248.24,242.65,226.36,211.80,200.69,175.25,197.11,205.88,211.51,231.25,230.29,228.68,237.35,245.63,238.21,236.67,233.74,234.82,224.43,215.66,198.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-27 22:00:27.368000,L5,364.93,351.54,375.44,389.11,388.61,378.97,356.77,328.40,309.69,296.37,276.47,262.60,245.11,240.80,228.37,212.63,201.55,176.38,195.53,204.57,211.59,225.65,231.15,223.59,227.75,237.74,236.73,230.43,229.76,226.23,215.92,210.60,198.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-12 22:00:30.943000,L5,374.70,359.48,378.49,395.71,392.13,384.50,359.44,336.16,314.00,303.00,282.06,270.43,251.29,251.37,231.99,219.61,213.75,186.95,211.93,218.00,226.11,235.59,237.39,236.31,238.63,242.45,237.57,232.44,231.87,231.71,223.99,216.45,210.73,180.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-05 22:06:49.678000,L5,,300.71,288.09,338.78,354.39,341.73,263.41,213.94,265.21,264.08,244.44,229.22,213.14,204.46,191.99,183.16,168.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-15 22:00:58.430000,L5,,326.85,324.20,356.36,270.35,208.94,327.28,303.08,257.69,249.44,253.52,216.53,227.01,214.06,195.34,179.09,172.72,,,180.07,189.20,195.68,200.01,202.14,194.99,210.31,197.48,194.91,206.35,191.60,179.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:07:43.789000,L5,372.91,358.36,374.63,387.71,384.67,381.12,362.76,337.22,315.75,297.11,280.79,263.27,245.30,237.67,226.21,206.92,198.87,175.81,190.82,204.45,212.36,222.86,234.44,230.96,235.71,241.47,237.61,233.84,234.81,232.18,226.47,218.18,203.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19 22:01:32.820000,L5,375.45,367.16,380.96,383.67,389.61,376.10,361.17,334.55,328.59,311.97,289.96,269.80,264.46,253.10,231.69,213.97,205.16,180.45,200.43,209.99,214.81,233.93,240.16,234.44,241.08,251.95,248.33,244.69,240.50,241.59,232.42,230.89,209.74,174.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-05 22:01:29.249000,L5,362.99,355.51,370.86,377.07,381.62,369.68,353.16,326.86,321.36,299.58,279.87,260.15,249.78,234.84,222.37,201.81,187.66,,,173.47,188.59,211.59,226.50,227.08,232.86,242.73,235.84,222.30,212.39,228.21,199.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-25 22:03:29.142000,L5,369.44,355.19,373.76,381.74,388.61,377.62,358.78,328.35,322.77,295.84,282.32,259.52,247.05,242.64,226.56,210.56,199.77,173.39,194.84,204.92,211.42,228.42,233.17,228.42,236.40,246.18,240.56,239.21,233.90,236.25,228.07,221.89,202.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-17 22:10:10.858000,L5,239.46,354.84,375.89,384.64,388.67,376.64,359.46,329.39,320.07,304.53,280.59,266.33,246.95,246.59,228.98,215.36,201.92,178.74,191.69,206.00,209.45,229.63,236.17,230.19,234.55,247.82,240.73,240.24,234.11,235.80,229.40,220.11,203.24,169.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-25 22:12:20.185000,L5,,321.71,319.68,349.96,357.07,314.36,316.35,,273.92,257.85,183.44,,,,,,,,,,,196.98,210.62,204.15,205.15,214.49,211.78,211.02,211.65,208.54,201.74,186.88,164.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-21 22:06:55.521000,L5,386.85,366.19,383.89,396.35,399.50,403.29,387.48,356.71,339.71,329.97,318.56,295.44,292.72,265.78,244.78,229.24,220.10,189.79,214.37,222.70,236.69,251.06,259.92,254.20,256.41,269.17,257.16,273.64,285.90,260.87,242.72,248.38,221.80,186.68,163.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-28 22:13:11.682000,L5,353.26,346.12,353.45,367.22,366.31,360.46,355.95,333.98,324.00,309.19,301.52,282.35,276.19,278.77,246.43,217.32,209.25,194.43,199.07,210.52,293.92,248.36,306.49,238.82,242.54,253.47,247.45,252.31,269.09,244.84,236.44,231.47,206.96,175.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-13 22:13:23.482000,L5,361.32,337.20,350.90,359.85,369.09,365.47,350.29,326.33,315.79,295.27,280.19,254.15,249.51,236.10,215.31,197.66,186.18,,182.91,189.08,199.61,216.61,222.62,222.66,224.38,241.83,225.31,232.65,251.72,223.43,214.00,212.37,189.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-22 22:07:18.800000,L5,377.82,365.71,379.63,385.56,396.72,392.23,377.24,353.74,335.03,318.39,305.58,282.63,278.15,264.01,241.11,217.96,212.86,189.30,203.77,210.41,224.74,246.90,253.13,240.27,248.59,257.03,251.55,255.70,270.17,248.69,241.52,239.90,214.28,183.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-08 22:07:29.137000,L5,368.36,358.90,376.40,382.38,386.00,384.17,366.47,344.33,326.74,311.80,297.07,279.51,264.67,261.08,229.02,224.91,210.12,186.32,203.90,219.57,228.51,250.09,249.46,249.61,251.63,273.63,253.00,252.24,244.87,244.72,236.33,229.00,215.53,180.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-24 22:07:38.411000,L5,368.23,355.93,368.68,380.61,383.14,380.17,362.95,339.82,318.87,303.35,288.60,269.46,255.57,250.47,227.76,213.68,199.29,174.05,197.52,204.85,212.10,234.09,238.79,237.54,239.52,250.71,244.03,243.96,238.84,235.64,229.25,222.39,208.35,170.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-31 22:13:53.251000,L5,372.12,350.07,363.10,376.72,382.87,376.68,358.81,336.94,320.50,301.70,288.11,267.11,250.37,242.45,229.72,209.68,198.62,180.68,189.24,198.22,206.02,228.41,236.89,234.07,235.26,247.67,245.17,241.01,244.12,239.69,230.69,225.35,203.75,173.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-04 22:14:33.490000,L5,357.24,353.49,364.89,375.88,378.90,372.00,353.44,328.15,316.19,300.32,286.08,264.49,249.00,240.90,233.14,208.06,201.17,174.17,189.80,199.62,209.72,233.74,237.29,238.93,237.57,244.48,241.77,241.47,236.88,236.66,227.13,220.57,200.83,169.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
