dates,satname,nzd0427-0000,nzd0427-0001,nzd0427-0002,nzd0427-0003,nzd0427-0004,nzd0427-0005,nzd0427-0006,nzd0427-0007,nzd0427-0008,nzd0427-0009,nzd0427-0010,nzd0427-0011,nzd0427-0012,nzd0427-0013,nzd0427-0014,nzd0427-0015,nzd0427-0016,nzd0427-0017,nzd0427-0018,nzd0427-0019,nzd0427-0020,nzd0427-0021,nzd0427-0022,nzd0427-0023,nzd0427-0024,nzd0427-0025,nzd0427-0026,nzd0427-0027,nzd0427-0028,nzd0427-0029,nzd0427-0030,nzd0427-0031,nzd0427-0032,nzd0427-0033,nzd0427-0034,nzd0427-0035,nzd0427-0036,nzd0427-0037,nzd0427-0038,nzd0427-0039,nzd0427-0040,nzd0427-0041,nzd0427-0042,nzd0427-0043,nzd0427-0044,nzd0427-0045,nzd0427-0046,nzd0427-0047,nzd0427-0048,nzd0427-0049,nzd0427-0050,nzd0427-0051,nzd0427-0052,nzd0427-0053,nzd0427-0054,nzd0427-0055,nzd0427-0056,nzd0427-0057,nzd0427-0058,nzd0427-0059,nzd0427-0060
2005-11-13 22:08:20.468000,L5,303.62,277.21,243.89,213.97,187.89,175.95,169.10,,,164.96,172.39,181.95,214.26,241.25,243.00,247.07,244.04,249.59,256.98,263.93,270.47,265.97,265.38,264.45,269.28,264.58,261.62,261.85,265.99,269.92,275.59,285.10,289.21,288.41,281.17,273.49,273.11,272.71,274.26,265.24,267.75,271.56,272.26,277.06,278.04,279.74,280.71,284.73,284.34,283.23,288.46,285.44,293.13,289.61,290.16,278.11,279.43,274.02,271.73,268.41,266.86
2006-10-31 22:14:17.081000,L5,311.70,276.45,243.73,207.16,182.26,176.00,170.22,,,167.20,174.58,189.14,221.03,243.74,233.65,238.93,237.03,242.37,249.63,255.36,260.20,255.71,266.31,271.35,275.73,271.85,268.43,266.33,272.27,276.17,281.80,275.48,278.68,276.94,270.07,262.37,259.54,259.55,260.11,270.62,270.08,273.06,273.04,281.07,281.23,284.15,282.19,272.85,274.08,275.80,279.40,275.09,280.42,278.16,286.80,285.45,281.52,280.01,274.11,279.07,271.24
2007-02-04 22:14:57.320000,L5,304.61,273.50,238.01,204.45,179.08,164.39,,,,163.29,170.48,183.36,219.05,239.61,239.75,243.92,242.08,238.87,244.22,254.95,256.43,254.33,257.47,264.56,270.05,272.92,269.52,268.65,271.11,276.87,279.57,284.31,285.74,285.12,266.46,259.83,259.44,257.25,260.62,259.39,263.44,266.58,278.19,281.03,280.27,284.73,282.58,287.53,283.00,283.43,273.49,273.08,277.61,276.63,279.22,276.91,272.83,276.90,273.81,274.00,269.94
2007-10-02 22:12:54.699000,L5,,,,,,,,,,,,,181.43,202.67,204.24,204.50,207.38,213.61,231.57,235.70,234.30,233.45,236.38,237.37,248.68,244.79,237.35,231.82,239.12,242.35,248.11,247.96,250.63,240.76,232.00,230.04,234.34,227.87,226.36,230.20,237.60,239.12,236.54,227.77,223.56,239.14,230.94,230.92,228.73,236.29,242.00,241.56,252.13,248.76,243.75,242.48,246.10,241.12,235.08,235.92,237.70
2008-12-23 22:04:28.225000,L5,295.95,267.24,234.66,202.27,175.65,163.15,,,,,169.73,184.72,218.18,243.54,239.80,240.27,243.04,244.05,248.60,259.70,258.05,255.65,260.69,271.35,273.57,279.62,275.90,274.21,280.28,283.55,283.27,292.20,289.42,289.07,270.04,265.00,262.99,263.03,264.46,269.70,266.21,270.47,278.72,281.48,281.62,282.67,282.18,280.53,281.44,281.40,272.44,273.17,277.42,274.38,280.08,273.07,269.91,272.08,270.87,273.14,265.01
2010-01-27 22:10:50.221000,L5,302.00,273.96,234.66,203.35,174.95,172.83,158.36,,,,169.58,183.93,216.15,241.56,238.22,240.43,246.77,253.27,257.54,265.84,264.88,260.71,268.01,279.85,280.86,282.26,279.60,278.73,282.70,288.95,285.87,293.40,294.03,292.12,283.21,275.99,272.39,263.63,266.48,274.91,268.61,273.09,275.00,275.71,278.18,282.77,281.96,281.45,281.30,283.68,284.33,279.53,280.64,277.10,283.60,276.27,274.36,271.82,267.35,270.33,267.95
2011-02-15 22:09:58.365000,L5,307.55,275.60,245.19,210.47,182.94,165.88,,,,164.56,175.04,190.26,221.26,246.63,242.32,244.62,251.47,251.90,249.31,258.52,259.94,259.97,263.03,270.92,275.97,275.90,282.53,282.01,283.65,287.79,290.72,295.90,294.94,296.81,276.95,270.13,263.25,262.25,265.72,267.70,265.93,266.39,275.34,285.04,280.77,283.23,281.35,284.06,283.10,284.00,273.38,266.75,271.43,272.92,278.06,274.80,269.72,268.91,273.15,275.45,269.84
2013-05-11 22:21:55.010000,L8,,,,,,,,,,,,,189.87,212.79,217.36,213.53,220.81,230.32,235.96,234.61,233.89,235.57,244.72,237.71,242.42,248.38,249.12,249.32,256.12,258.96,263.70,272.92,269.42,266.91,257.31,242.28,233.11,244.11,239.23,239.77,232.65,239.70,240.16,249.21,246.20,251.80,242.91,232.25,242.03,249.73,245.70,210.19,246.21,253.05,245.75,260.50,256.58,241.78,243.84,248.37,247.41
2013-05-27 22:22:02.838000,L8,349.74,350.15,352.19,242.07,203.83,186.09,182.48,188.90,174.16,176.50,186.64,204.06,235.12,255.51,257.42,256.66,262.66,268.29,271.38,282.22,294.34,289.01,294.08,338.03,337.96,344.90,334.97,334.76,347.04,344.74,300.44,333.47,330.67,336.06,327.32,321.03,324.10,321.50,324.64,308.42,313.48,323.21,309.67,295.10,288.37,294.28,286.45,289.20,294.14,291.24,293.18,289.87,292.43,294.14,302.34,295.15,292.42,289.17,302.56,301.53,301.45
2013-06-28 22:21:56.988000,L8,299.89,269.20,226.99,194.59,166.06,,,,,,,166.52,193.82,217.67,221.07,218.31,223.61,231.98,238.31,236.65,235.35,242.36,248.76,245.87,249.70,252.67,250.69,251.06,260.60,268.40,268.04,274.18,270.62,269.13,259.91,237.56,,,,,,,,,,,,,,,,,,,,258.26,254.83,217.59,245.41,252.57,250.41
2013-07-14 22:21:58.456000,L8,345.09,328.13,318.80,329.14,199.51,336.75,330.18,310.51,279.53,295.64,334.40,317.16,377.85,386.96,372.63,367.07,367.49,383.40,374.99,369.11,368.04,293.49,296.86,298.61,301.32,300.69,297.26,296.54,297.56,299.49,300.54,303.27,303.81,303.26,295.18,291.81,285.66,282.92,285.47,284.60,283.99,286.73,287.15,289.28,287.77,290.70,283.33,287.06,287.57,284.72,293.14,284.55,287.29,293.58,295.21,292.47,286.66,282.66,278.99,277.75,277.51
2013-09-16 22:21:57.385000,L8,,,,,,,,,,,,167.96,197.52,218.80,222.91,227.25,227.37,235.31,241.73,247.01,248.53,248.64,252.76,251.19,255.75,257.03,254.20,254.78,259.93,268.17,269.10,274.74,272.45,271.60,264.07,254.26,247.63,243.60,245.25,245.95,243.90,253.14,245.56,242.91,242.12,248.13,245.85,225.95,242.30,255.52,255.36,235.75,254.93,253.93,253.98,255.35,260.24,257.71,254.88,256.33,251.69
2013-10-18 22:21:49.490000,L8,317.97,283.35,258.24,241.81,229.14,230.75,234.44,246.90,262.75,264.93,284.52,305.90,314.59,327.45,340.91,340.37,336.05,301.20,358.55,358.93,359.28,348.54,337.13,353.70,341.55,355.23,343.46,352.83,352.88,370.25,366.09,347.79,308.29,342.56,329.59,312.23,293.39,299.05,304.83,303.05,300.80,297.95,306.83,307.97,305.80,301.96,315.23,306.82,325.22,326.90,321.68,318.26,303.14,302.27,314.81,309.64,302.21,302.31,306.97,299.70,296.29
2013-12-21 22:21:27.090000,L8,302.92,271.28,231.98,201.71,178.79,171.13,164.89,,,165.02,176.62,196.92,228.26,253.44,246.21,254.84,258.17,261.46,270.47,278.13,278.48,285.07,287.94,291.55,294.46,293.76,291.35,291.17,294.12,297.50,297.01,300.47,377.56,376.88,375.63,286.79,286.00,280.88,284.94,285.13,281.82,285.49,286.06,288.89,286.98,289.30,288.35,286.36,291.10,288.26,290.82,288.35,291.91,299.45,297.29,295.77,286.64,284.75,281.53,283.17,274.22
2014-05-30 22:19:34.937000,L8,,,,,,,,,,,,,182.87,210.17,217.05,212.06,220.81,228.07,232.43,234.35,240.42,243.93,249.77,243.51,243.15,246.26,247.64,249.03,254.73,259.97,266.14,270.52,270.86,266.83,258.15,246.61,,,,,,,,,,,,,,,,,,,,,,,244.09,251.20,252.84
2014-07-01 22:19:46.174000,L8,303.78,273.18,241.43,202.20,178.25,,,,,,163.76,175.05,202.34,227.14,230.09,228.12,233.86,241.12,246.98,249.96,258.50,256.00,262.90,261.72,266.64,267.66,262.71,263.85,268.80,274.56,277.43,281.82,279.82,279.89,272.23,267.04,262.20,252.29,252.28,251.76,247.30,254.77,248.62,250.31,238.74,249.53,225.76,190.56,228.48,260.68,253.52,187.18,239.52,255.53,248.93,244.68,261.60,197.47,254.81,260.47,260.24
2014-07-17 22:19:52.017000,L8,300.06,269.45,232.48,197.03,169.08,,,,,,,172.02,198.43,221.34,227.13,228.74,229.75,237.32,244.08,248.61,256.16,254.45,260.19,262.32,268.57,267.66,264.58,261.49,270.72,273.26,276.59,280.11,278.00,278.67,269.74,264.80,258.28,251.03,253.67,256.07,245.47,250.09,212.91,234.88,225.40,243.82,174.82,,,,,,,,,,258.10,254.68,252.66,257.25,255.71
2014-09-03 22:20:06.649000,L8,315.65,282.07,248.03,206.13,182.50,177.03,166.08,,,165.34,176.40,194.93,226.32,249.67,246.29,249.73,254.91,259.29,261.85,271.08,276.88,280.87,284.09,288.37,289.20,291.13,286.83,287.11,289.50,293.73,292.00,295.15,294.34,293.38,286.68,283.43,280.33,274.64,279.86,279.70,274.57,280.63,278.35,282.74,277.50,282.55,275.26,278.56,280.06,277.60,284.72,275.51,281.90,285.07,286.56,283.23,279.77,281.90,273.86,277.62,271.49
2014-10-21 22:20:13.482000,L8,311.58,274.96,235.78,201.44,173.17,,,,,,173.89,189.93,226.93,248.57,244.45,251.17,254.08,260.58,264.66,272.42,276.61,281.63,286.35,290.44,291.42,291.13,288.97,289.36,289.46,294.19,294.30,297.13,294.22,293.93,286.97,283.72,281.58,275.85,283.53,283.11,280.04,283.77,287.59,286.93,288.68,287.96,283.78,283.11,287.07,284.17,286.17,286.93,288.08,290.23,291.09,290.59,284.89,280.57,275.96,275.87,271.61
2014-11-06 22:20:13.200000,L8,302.70,275.72,237.84,200.68,173.14,167.45,,,,,172.21,189.21,225.34,248.41,245.30,252.75,254.94,261.32,267.72,273.47,276.58,279.20,282.67,289.27,289.77,289.33,287.67,288.09,290.00,294.52,291.49,296.73,294.25,294.99,286.37,285.55,283.43,278.15,284.14,282.94,280.21,283.07,284.47,286.85,285.58,285.02,283.89,283.74,286.94,285.31,288.18,287.92,287.68,290.92,292.15,292.94,284.21,283.72,275.47,280.68,272.97
2014-12-24 22:20:05.791000,L8,309.85,282.81,232.74,198.23,172.32,,,,,,173.10,191.89,227.77,251.23,245.80,252.51,257.16,262.88,268.59,275.51,278.87,280.79,283.51,290.30,293.54,293.77,288.94,291.32,291.75,297.72,295.87,296.98,297.35,295.94,289.64,287.01,284.53,281.00,286.71,285.18,284.33,284.06,287.60,291.37,289.34,291.91,285.20,291.02,287.86,288.61,289.79,290.82,292.26,295.61,294.84,293.96,289.76,284.31,279.13,279.29,272.43
2015-01-25 22:19:56.553000,L8,305.55,283.88,237.62,200.82,174.21,166.57,,,,,175.32,194.56,225.84,250.09,247.06,254.46,256.76,262.15,267.01,275.42,278.77,280.68,283.49,290.24,289.83,291.71,290.08,289.86,294.42,297.06,295.30,299.07,298.27,295.62,291.49,285.77,284.59,281.88,286.44,284.23,281.97,283.84,284.97,287.66,286.16,285.96,285.69,286.22,289.54,287.71,289.03,286.28,289.37,293.88,292.86,294.23,286.49,283.70,275.76,279.35,270.97
2015-02-10 22:19:50.748000,L8,310.56,280.22,234.77,202.52,175.25,167.62,,,,,172.58,189.45,223.33,247.85,244.84,251.11,254.36,261.14,266.00,272.19,277.87,278.21,283.49,289.94,289.94,292.16,288.65,289.52,290.84,294.13,294.02,297.31,295.38,294.38,288.86,285.11,283.76,280.03,284.19,282.96,281.65,283.30,284.38,288.01,283.83,288.42,283.98,286.66,287.35,286.48,290.44,282.72,289.51,289.57,294.39,288.92,287.22,280.56,277.52,279.77,273.61
2015-02-26 22:19:46.745000,L8,316.60,300.43,238.98,203.43,177.80,169.64,160.18,,,163.43,174.56,192.27,224.99,249.57,245.96,250.95,255.22,261.41,268.24,272.86,277.79,278.58,284.36,289.62,290.56,291.76,288.58,289.52,291.21,295.02,294.20,297.81,295.38,294.55,288.34,284.84,284.18,280.29,284.63,282.94,282.19,283.92,284.64,287.77,284.40,289.17,283.64,286.86,287.74,285.54,290.20,282.55,287.72,290.64,294.96,288.83,286.45,279.08,275.65,276.51,270.92
2015-03-14 22:19:35.284000,L8,319.60,294.24,280.79,208.93,180.15,174.75,166.23,,,166.77,177.55,194.90,229.23,248.84,243.70,248.51,254.28,261.80,267.13,277.13,281.37,282.95,285.87,289.94,290.17,285.15,283.88,285.65,297.03,298.98,299.59,302.41,300.96,300.89,293.97,289.82,286.23,282.79,287.29,284.34,284.92,285.66,291.96,290.89,285.80,285.04,285.89,290.16,288.65,296.01,292.83,294.55,297.96,296.57,299.13,295.90,288.59,283.16,285.84,284.55,282.03
2015-04-15 22:19:22.587000,L8,315.31,285.70,250.86,217.32,185.38,177.94,168.71,170.83,,170.80,181.99,201.16,229.77,253.08,251.00,253.81,259.14,264.88,271.53,275.95,283.47,284.20,287.96,291.85,295.38,295.61,292.34,292.76,296.24,298.33,298.94,301.16,300.69,298.69,292.89,289.31,285.22,283.71,289.13,285.64,284.92,286.89,286.05,290.17,287.25,290.76,284.61,286.94,287.05,286.34,289.67,284.54,288.17,291.67,293.86,290.83,287.44,281.98,280.44,279.15,279.22
2015-05-01 22:19:12.426000,L8,318.50,289.22,256.22,242.16,199.14,181.42,171.41,175.07,171.13,173.66,183.70,204.19,233.01,253.82,251.15,253.17,261.24,267.06,272.08,277.91,286.10,287.93,292.47,293.37,299.18,297.83,294.57,294.20,298.87,300.31,300.61,303.66,302.41,300.74,295.16,292.22,286.54,285.23,289.50,286.85,286.98,287.27,287.40,290.58,290.54,291.51,285.16,288.66,288.17,291.44,290.96,287.86,289.19,295.78,300.02,294.29,290.07,285.20,282.90,279.59,280.03
2015-08-05 22:19:36.851000,L8,301.08,269.80,226.12,193.78,165.16,,,,,,,170.86,196.07,219.99,227.19,227.32,230.54,238.89,240.22,245.24,253.72,256.01,259.86,258.67,259.13,262.06,264.99,261.79,270.45,276.16,277.04,280.57,278.51,278.50,269.71,265.98,259.32,256.18,250.51,245.70,240.92,252.92,222.94,236.08,232.41,239.06,187.93,184.92,174.77,,,,,,,252.80,259.87,256.52,254.69,258.13,260.13
2015-09-06 22:19:50.737000,L8,341.50,313.28,313.50,260.19,275.23,186.87,179.16,174.45,174.77,183.39,202.02,212.91,239.02,263.18,262.80,265.57,274.86,275.87,282.87,285.96,293.32,297.39,302.78,303.09,303.44,305.73,305.08,307.18,308.80,311.54,325.28,312.22,321.07,305.74,318.59,316.32,295.59,293.39,297.16,365.49,353.55,352.06,351.97,296.40,295.17,295.65,291.23,296.78,296.61,301.57,297.50,303.12,366.74,380.45,340.94,360.13,362.69,346.38,340.70,342.92,351.34
2015-10-08 22:20:00.596000,L8,357.39,276.73,279.48,261.67,244.80,236.30,228.63,239.25,233.32,,188.43,200.35,208.70,244.76,240.55,244.27,253.95,258.65,264.66,319.75,326.50,323.90,342.45,332.07,258.24,285.17,266.01,232.20,280.00,,255.94,314.54,295.42,296.08,287.68,279.25,283.78,281.46,283.34,280.94,281.86,282.75,312.92,288.68,285.70,286.36,277.47,280.80,283.15,282.83,284.02,276.90,284.02,287.97,287.94,282.99,279.53,277.76,273.17,274.90,271.52
2015-12-27 22:20:07.153000,L8,,,,,,,,,,,,,168.24,201.79,210.44,211.06,222.41,228.27,234.11,241.44,242.95,245.67,251.87,241.70,242.25,256.57,257.71,261.31,262.01,267.94,268.79,272.66,269.77,268.22,260.76,258.87,255.88,252.74,258.69,258.07,251.92,260.12,262.06,263.00,259.79,262.31,257.53,262.66,259.81,259.87,260.67,248.18,258.33,261.49,264.35,262.79,257.75,252.86,250.01,250.36,245.69
2016-02-13 22:19:56.477000,L8,308.74,277.03,242.80,204.26,175.92,166.46,,,,163.73,176.87,197.12,227.17,250.95,248.46,252.29,259.74,261.36,268.07,274.61,280.00,285.43,289.35,292.49,295.52,295.42,293.32,293.00,297.37,302.48,297.54,299.46,299.06,297.06,293.84,287.75,288.04,283.90,289.43,290.44,287.33,290.63,289.36,293.29,294.66,290.70,289.53,288.06,293.21,289.31,292.00,287.42,290.42,297.32,296.52,299.79,289.89,289.16,281.75,285.24,274.23
2016-02-29 22:19:53.146000,L8,305.60,288.36,241.20,205.69,177.78,172.06,164.03,,,167.28,180.75,200.30,230.99,252.03,248.61,252.08,260.95,262.99,271.86,278.35,282.81,286.31,292.73,294.48,297.48,296.95,293.20,294.95,299.20,300.15,301.17,301.23,301.42,299.79,292.24,290.36,286.82,284.54,292.83,287.14,289.61,291.59,289.59,293.13,289.57,290.51,285.46,288.93,290.41,346.30,343.74,348.76,340.30,294.19,295.97,293.79,291.80,283.26,280.18,279.21,278.64
2016-03-16 22:19:48.512000,L8,346.78,295.25,243.18,207.31,179.50,175.68,168.63,,,168.57,183.26,204.49,232.59,252.96,249.94,251.58,261.58,266.72,271.54,279.84,286.25,288.59,296.85,295.67,298.66,297.35,295.63,296.42,298.05,301.59,301.23,301.85,301.52,299.53,295.06,289.94,287.73,284.65,290.61,291.21,291.77,288.31,290.45,293.19,290.61,290.20,286.76,289.89,289.47,288.73,290.04,287.56,289.27,295.69,296.58,295.36,291.05,284.32,282.42,281.62,279.82
2016-04-17 22:19:33.425000,L8,317.01,286.17,252.96,216.92,189.71,178.76,179.16,169.09,166.19,172.06,183.09,201.39,229.24,251.04,250.65,249.03,260.40,262.52,269.08,277.21,282.67,286.84,291.24,293.05,296.91,295.58,293.58,294.33,296.36,300.71,300.61,301.95,300.56,298.48,294.36,291.72,287.15,285.19,287.88,286.30,286.53,286.82,287.76,290.19,289.17,291.92,288.84,288.98,288.39,287.69,291.30,292.41,289.23,296.91,295.50,317.50,287.20,284.74,280.18,279.93,278.71
2016-07-06 22:19:53.295000,L8,,,,,,,,,,,,,183.87,203.63,211.47,193.88,210.10,217.07,224.35,222.34,227.58,227.05,239.35,225.92,226.33,230.09,233.19,226.91,242.23,244.66,256.29,261.59,266.68,261.10,245.97,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08 22:20:12.615000,L8,312.26,286.46,243.33,204.25,176.95,176.89,167.71,,,168.74,179.48,198.93,229.82,250.71,246.77,252.29,256.21,260.85,266.74,272.92,277.89,284.59,285.23,290.85,294.92,292.88,290.49,291.41,294.58,295.75,298.30,300.01,303.45,298.37,291.91,288.35,286.44,284.14,288.77,284.32,284.19,285.11,284.34,285.78,282.16,284.19,276.98,281.69,281.65,281.88,286.63,283.00,284.35,291.66,287.60,286.24,278.32,280.97,273.12,276.75,271.04
2017-01-14 22:20:09.164000,L8,323.06,281.33,249.60,241.68,268.14,181.48,229.13,177.29,218.26,230.17,233.08,261.68,258.75,261.97,261.65,300.35,296.14,299.23,307.07,313.13,303.35,321.93,325.78,325.46,334.56,340.77,346.93,301.87,304.43,305.91,306.70,307.41,309.82,307.76,302.28,304.35,298.06,297.24,296.70,296.57,297.85,294.81,294.43,295.80,294.39,298.69,290.94,295.04,297.38,295.30,295.37,294.41,297.93,302.70,304.47,303.00,295.11,291.05,289.24,290.38,283.90
2017-02-15 22:19:55.596000,L8,311.52,280.70,238.38,202.43,173.99,,,,,162.66,174.83,194.54,227.30,248.50,244.06,246.95,252.74,259.32,263.21,271.52,277.00,279.55,285.92,287.87,292.02,290.06,289.76,289.74,291.62,294.75,295.72,296.90,299.17,296.40,289.78,286.36,284.62,282.15,285.96,284.65,285.86,284.19,284.24,285.84,285.95,293.70,285.49,293.29,287.41,284.87,288.07,285.28,286.48,291.83,290.03,290.07,280.57,278.12,275.08,278.11,269.75
2017-04-20 22:19:23.200000,L8,321.13,296.59,251.05,211.92,189.28,179.39,176.65,169.56,,172.29,184.20,202.91,230.69,251.76,250.03,251.21,259.03,263.00,267.93,275.45,280.87,288.02,287.25,290.72,293.35,294.80,293.11,292.64,297.31,298.61,299.27,300.87,303.14,300.04,294.61,291.21,286.97,284.96,288.97,287.17,287.36,287.13,287.61,292.54,291.86,290.11,287.84,287.79,290.89,289.12,290.74,286.56,289.93,295.87,294.60,292.35,285.86,282.75,277.03,278.67,272.80
2017-06-07 22:19:38.989000,L8,305.87,275.08,229.93,195.33,167.14,,,,,,,171.99,198.99,220.72,225.21,220.02,230.06,234.91,241.00,240.87,253.43,251.10,253.87,245.82,245.64,251.19,250.59,254.56,260.83,266.55,274.02,276.95,278.49,278.56,268.67,265.08,261.66,259.22,251.02,248.33,248.51,252.71,247.17,254.38,249.74,253.76,242.92,,246.14,256.87,257.00,248.23,211.32,254.30,215.32,,259.42,253.80,252.54,256.91,255.35
2017-11-30 22:20:08.264000,L8,302.11,273.71,237.30,202.69,176.27,167.37,,,,164.07,175.80,198.03,226.71,251.93,249.57,253.06,259.92,261.88,268.09,276.90,278.56,285.14,286.73,290.38,294.93,296.49,295.45,297.41,299.84,301.90,303.07,303.00,304.93,301.89,296.84,294.69,292.66,287.97,293.84,292.39,291.32,289.47,294.90,295.98,294.84,294.25,290.11,291.40,292.99,293.50,293.20,294.02,294.07,299.97,300.17,299.33,290.06,288.15,281.82,287.45,277.58
2017-12-16 22:20:10.471000,L8,,,,,,,,,,,,,,,,,,,239.26,270.25,271.08,281.71,279.94,283.25,289.22,287.55,281.72,286.32,290.26,295.54,290.95,285.89,279.62,295.27,290.23,286.87,285.78,281.27,285.40,284.54,284.01,285.30,285.03,288.83,286.93,284.84,276.03,285.01,285.40,283.11,284.17,286.75,281.99,288.12,284.44,283.93,278.25,,,,
2018-02-02 22:19:51.630000,L8,,,,,,,,,,,200.49,226.50,256.45,293.63,291.82,246.65,252.77,252.21,259.45,268.89,266.20,271.92,275.67,278.79,279.36,283.31,278.85,280.60,286.77,287.41,291.74,293.47,293.55,293.84,286.59,284.78,283.69,279.71,285.28,281.98,283.36,282.80,282.84,285.51,280.76,281.72,276.79,281.06,278.86,279.01,282.60,279.83,286.64,287.84,285.94,281.65,282.50,278.57,272.53,273.28,263.97
