dates,satname,nzd0191-0000,nzd0191-0001,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,nzd0191-0051,nzd0191-0052,nzd0191-0053,nzd0191-0054,nzd0191-0055,nzd0191-0056,nzd0191-0057,nzd0191-0058,nzd0191-0059,nzd0191-0060,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0061
2002-10-14 21:53:43.769000,L7,,,,,,,,,,,,,,,,,,209.43,203.57,200.16,204.97,184.95,,,,,220.59,232.23,231.03,225.81,233.13,191.80,206.24,163.20,181.97,169.86,214.49,181.18,213.82,212.93,194.15,188.45,198.59,204.61,191.33,192.86,,,,,,,,,,,,,,,,
2002-10-23 21:47:39.211000,L7,,,,,,,,,,,,,,,,,,212.66,204.17,199.22,208.03,203.77,206.14,176.12,321.08,322.69,324.07,328.73,241.16,227.63,230.28,203.19,188.55,176.91,175.16,179.27,207.85,199.80,192.70,212.37,191.89,182.35,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:54:30.278000,L7,,,,,,,,,,280.65,268.15,286.22,,,,,,,,199.99,203.01,191.25,314.91,315.83,321.22,323.12,231.27,231.38,241.19,225.31,227.98,330.93,329.98,340.44,333.82,331.87,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,,,,,,,,,,,,,210.57,220.03,216.69,230.99,232.74,210.27,233.43,236.17,230.88,236.39,243.25,244.37,249.53,245.78,247.82,254.34,241.95,253.11,244.39,254.78,251.86,244.44,247.25,242.33,254.02,226.07,174.10,246.31,263.07,,204.79,216.02,253.94,224.15,,,,,,,,,,,,,,,,
2003-08-06 21:42:51.203000,L5,,,,,,,,,,,,,211.40,220.07,214.66,225.36,,,,,,,,,242.34,244.19,251.73,257.96,244.34,247.85,249.68,258.57,255.21,238.34,243.78,241.12,244.06,219.85,205.07,245.88,255.53,233.94,213.77,214.71,252.95,232.20,,,,,,,,,,,,,,,,
2003-08-15 21:36:48.503000,L5,,,,,,,,,,,,,204.09,211.72,183.25,226.09,223.58,213.82,228.74,217.13,227.10,235.61,241.27,216.75,226.30,210.38,248.40,253.68,221.19,243.71,189.74,245.79,249.82,247.32,243.35,239.30,244.00,219.85,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-18 21:37:48.406000,L5,346.79,299.08,244.77,264.35,260.45,270.50,265.25,263.71,256.47,257.46,260.93,266.07,266.51,277.65,273.57,275.51,272.00,273.87,272.12,275.97,270.70,280.49,290.49,295.97,295.34,305.02,301.58,306.72,288.34,286.87,285.84,282.21,287.60,285.76,295.75,293.71,298.95,295.02,302.78,315.89,308.23,312.05,313.67,307.87,307.97,291.85,296.62,297.79,265.59,,276.53,250.53,229.89,208.80,184.51,178.66,199.98,265.58,254.66,254.40,262.40,
2003-10-25 21:44:04.226000,L5,335.47,294.23,233.69,258.17,258.14,260.93,262.33,273.54,273.34,259.98,258.81,258.46,259.85,267.90,269.89,279.99,281.30,280.23,281.95,285.65,287.32,281.50,284.29,287.02,287.56,293.27,292.77,304.98,303.59,305.07,300.47,297.94,303.47,299.27,289.93,289.77,293.86,286.50,297.43,306.28,317.31,320.12,324.78,316.29,312.96,313.01,296.03,293.38,248.12,,291.83,264.45,243.82,223.21,198.24,194.04,193.86,277.46,271.68,269.79,281.85,
2003-11-19 21:38:14.402000,L5,336.61,301.86,235.09,251.99,251.27,261.01,265.41,266.98,259.41,253.64,257.38,259.84,257.98,266.73,272.91,279.46,278.95,276.41,280.94,281.60,280.49,272.66,286.10,288.54,291.94,293.71,297.27,304.57,301.14,294.63,304.73,284.86,299.77,282.24,291.69,289.28,289.58,283.26,298.99,315.12,320.70,320.66,323.61,321.03,308.44,308.15,285.45,270.38,,,282.74,258.11,238.42,216.12,198.93,183.70,188.69,265.52,266.07,255.88,273.94,
2004-01-22 21:38:40.402000,L5,338.19,292.70,232.78,254.06,245.06,241.03,245.00,,,,,,,,,,,,,,,,,,,,,,,288.00,293.19,287.47,292.66,285.10,287.09,291.95,298.14,280.88,288.96,255.63,183.03,287.85,308.72,307.30,306.35,294.31,291.18,285.96,,,272.98,250.81,232.11,214.18,201.77,180.16,204.00,189.39,,,,
2004-02-14 21:44:57.678000,L5,299.01,264.39,,,,,,,,,,,,,,,,,,,,,,,,,,,245.69,214.04,228.84,188.80,230.05,223.87,229.88,234.96,241.80,177.74,163.40,,,,,,,,,,,,242.81,217.33,193.81,174.76,,,,,,,,
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,236.17,250.95,244.59,255.70,245.91,244.38,247.48,249.27,253.76,257.26,260.96,272.43,274.48,263.52,266.49,262.79,258.95,247.93,249.84,249.95,250.43,256.58,237.77,266.08,278.92,274.67,279.34,275.97,274.17,259.31,244.95,215.38,,,,,,,,,,,,,,,
2004-03-17 21:45:08.368000,L5,269.05,223.01,,,,,,,,,,,202.46,209.44,195.36,219.14,215.23,208.33,231.88,193.93,201.19,235.80,238.07,242.63,216.50,222.43,180.16,218.91,216.76,201.30,235.01,231.33,217.35,231.08,239.61,239.08,234.27,209.51,198.87,,,,,,,,,,,,173.95,,,,,,,,,,,
2004-04-02 21:45:18.969000,L5,343.13,300.61,215.05,251.40,252.49,261.97,267.25,254.59,253.05,246.86,249.73,254.30,257.25,278.36,280.41,287.03,277.53,280.37,285.57,267.65,270.17,278.50,282.91,289.15,291.89,299.81,306.96,312.87,301.17,296.80,302.60,284.29,290.83,285.30,296.25,292.31,296.01,280.72,306.83,317.59,314.70,324.82,321.56,307.30,290.39,291.24,277.90,277.67,,,283.46,258.87,238.45,219.17,195.32,200.29,191.29,261.77,261.27,251.93,264.48,
2004-04-18 21:45:49.558000,L5,383.29,357.33,324.97,328.65,326.57,328.66,329.16,309.10,300.36,303.85,304.30,313.61,311.13,313.74,318.91,318.99,304.76,311.76,302.59,308.84,313.34,310.34,326.42,330.99,343.47,341.79,346.93,338.14,329.32,329.26,339.43,334.35,334.34,330.87,327.53,331.50,343.84,362.81,355.29,366.32,367.40,357.58,348.78,356.68,372.56,358.20,352.13,344.59,360.33,373.64,342.34,328.41,326.51,332.60,326.96,379.04,316.53,331.62,312.36,307.78,306.32,365.66
2004-05-20 21:46:44.438000,L5,,213.58,,,,,,,,,,168.18,221.84,223.49,230.80,237.15,231.92,228.87,234.18,230.51,232.88,235.70,245.04,232.64,245.11,245.34,255.96,259.43,242.44,242.90,244.94,247.76,252.45,250.31,248.63,249.72,250.77,232.20,239.76,252.92,250.71,257.99,209.03,232.02,256.81,241.59,,,,,219.40,200.13,178.53,162.64,,,,,,,,
2004-06-30 21:41:46.478000,L5,,,,,,,,,,,151.28,173.38,224.99,238.28,231.44,239.64,235.84,231.41,237.55,237.04,,,,,,245.10,257.30,268.20,233.34,251.24,234.28,242.03,254.20,252.89,263.14,253.75,254.98,,,271.78,265.35,267.74,238.29,231.07,261.81,243.89,,,,,,,,,,,,,,,,
2004-07-07 21:48:09.180000,L5,,,,,,,,,,,,160.87,218.68,234.36,222.93,233.34,228.65,223.46,237.50,235.91,236.07,241.36,250.35,246.42,249.66,247.05,251.64,265.15,224.30,245.65,241.92,235.35,252.62,250.33,251.55,252.82,255.27,240.31,250.04,248.82,268.82,258.11,210.18,194.40,257.79,237.76,,,,,,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,,,,,,,,,,,165.49,165.74,204.47,223.85,212.01,229.37,230.97,217.84,231.24,233.56,233.92,240.83,243.91,244.67,248.72,248.44,257.49,255.81,243.38,242.71,241.52,240.70,254.35,249.57,253.97,251.04,245.88,230.85,207.20,254.53,257.88,240.82,243.18,219.99,251.72,243.65,,,,,,,,,,,,,,,,
2004-08-08 21:48:50.888000,L5,,234.18,,,,,,,,,,,,,,230.48,232.57,227.39,237.45,236.20,233.28,,,,,243.30,249.53,259.05,245.02,252.33,249.36,247.43,256.46,253.67,255.11,252.10,260.34,238.36,221.40,270.81,265.30,263.33,246.61,245.40,262.31,248.34,,,,,220.87,207.78,176.92,163.24,,,,,,,,
2004-09-25 21:50:07.312000,L5,340.21,294.47,219.92,257.92,255.50,260.73,261.07,266.47,261.36,252.46,251.05,263.54,259.13,266.76,273.70,282.32,279.06,280.28,283.90,282.04,283.26,278.79,283.44,288.35,289.59,293.04,299.18,306.22,297.44,292.89,301.01,288.24,300.35,292.04,290.37,289.52,292.10,281.22,296.97,305.67,315.65,320.68,316.33,315.44,311.52,297.69,289.98,294.21,,,280.92,256.42,232.99,216.06,199.60,195.34,192.94,267.64,264.42,255.56,268.80,
2004-10-20 21:44:28.706000,L5,343.30,296.86,235.33,260.18,257.05,264.88,260.62,260.59,256.64,256.92,256.79,260.10,271.75,266.44,276.86,271.51,266.44,272.84,273.93,272.66,271.59,278.46,285.00,288.67,294.98,294.77,300.05,300.51,285.01,284.97,286.33,279.22,286.94,287.42,295.77,291.62,298.24,285.14,303.54,308.59,305.46,308.08,311.59,301.29,301.06,290.57,285.34,292.15,,,270.76,247.73,229.78,208.20,185.76,184.84,196.24,259.88,251.32,252.22,257.42,
2004-10-27 21:50:47.740000,L5,332.74,303.88,224.58,254.06,256.18,257.49,273.15,269.57,250.34,248.24,242.53,259.12,257.03,262.77,277.80,283.02,278.43,282.12,283.19,282.84,269.21,275.12,278.16,282.60,290.21,291.39,300.54,310.60,304.85,294.61,305.52,288.57,303.77,276.38,287.05,286.39,286.51,279.58,294.73,318.97,320.32,327.75,322.52,318.61,316.54,293.15,284.81,288.71,,,280.94,258.41,240.72,220.37,196.41,181.92,194.73,270.18,267.11,261.65,270.89,
2004-12-07 21:45:24.093000,L5,333.39,280.37,230.22,245.37,239.31,244.87,242.73,,,,,,,,,,,,,,,,,,,,281.15,283.26,262.99,278.12,283.08,278.69,289.75,283.13,291.20,286.30,285.37,275.19,288.50,297.00,298.65,300.74,306.18,306.04,304.32,295.00,283.96,289.74,,,265.83,240.71,232.18,206.15,189.64,197.34,212.93,239.77,239.85,225.82,,
2004-12-23 21:45:40.703000,L5,342.02,291.20,223.82,250.10,247.20,258.97,254.78,269.15,265.61,261.29,261.32,258.93,259.75,264.72,270.26,269.72,270.48,278.70,281.61,279.84,282.71,280.10,280.06,255.45,259.54,262.94,290.05,299.55,284.87,293.40,294.29,284.77,298.82,291.24,298.01,289.96,290.31,289.98,309.31,299.14,296.46,309.85,313.69,304.19,300.93,301.08,297.86,292.32,,,266.10,248.67,234.75,216.47,199.45,194.34,197.11,254.41,251.48,251.90,267.41,
2005-01-15 21:52:09.437000,L5,331.11,283.68,231.11,264.39,267.84,255.35,250.19,272.97,274.13,271.56,265.95,276.30,279.51,275.19,267.43,262.85,263.30,267.98,265.48,280.34,287.21,290.37,298.49,297.77,304.93,302.46,287.73,292.84,281.10,272.15,279.13,272.34,302.42,299.10,299.23,303.18,303.54,300.37,292.08,299.25,294.69,303.99,300.26,297.24,308.13,307.26,295.90,297.23,,,256.28,243.51,219.32,198.13,207.40,205.22,206.07,242.31,242.89,237.68,250.06,
2005-01-24 21:46:06.161000,L5,,,,,,,,,,,,,,,,,,,,,,,225.88,229.00,242.56,247.01,198.66,246.92,227.33,230.20,228.43,225.17,230.50,231.05,231.49,224.10,238.83,224.38,233.93,241.82,246.92,229.44,226.97,204.72,222.54,232.77,,,,,,,,,,,,,,,,
2005-02-09 21:46:19.482000,L5,343.30,305.78,303.40,305.59,291.11,299.47,297.14,302.43,295.77,298.89,299.01,307.28,285.68,283.17,291.37,291.10,288.44,292.95,308.58,310.93,311.13,311.63,313.45,320.67,306.95,312.65,313.41,319.92,305.83,307.05,317.63,322.82,328.59,329.22,328.48,339.91,333.62,324.42,329.14,341.20,331.35,337.21,340.61,356.83,347.44,347.95,349.23,348.85,349.39,357.65,287.27,283.08,294.89,311.70,314.41,375.61,297.78,302.00,293.90,296.34,305.69,347.32
2005-02-25 21:46:35.721000,L5,355.66,308.73,290.41,305.82,302.77,305.78,301.75,289.28,293.85,284.78,289.83,283.65,292.97,293.52,294.89,291.28,300.46,295.12,302.07,295.89,306.62,303.59,314.13,309.31,318.47,316.52,327.99,325.01,324.47,308.57,320.91,310.41,318.11,315.67,326.88,329.47,331.63,329.77,337.78,337.07,340.53,342.72,350.87,347.79,342.85,344.67,337.03,345.55,341.00,361.01,300.05,289.25,298.38,290.22,288.79,372.35,284.33,297.68,301.68,299.80,297.19,360.07
2005-03-04 21:52:52.217000,L5,348.04,298.28,233.97,259.94,260.11,265.24,265.65,255.84,257.18,255.78,257.50,269.22,274.90,273.48,283.90,275.20,273.86,273.97,277.67,276.29,278.11,283.69,292.47,295.06,299.14,304.82,303.91,308.00,290.43,288.68,292.78,282.91,292.03,285.69,295.69,299.81,300.72,292.60,306.45,314.53,310.29,314.83,308.23,307.83,304.81,294.03,285.85,290.94,,,267.02,250.50,228.24,207.44,199.40,181.33,199.59,257.19,249.04,247.11,260.49,
2005-03-13 21:46:47.612000,L5,340.45,292.55,250.64,276.21,281.59,273.98,265.10,264.93,265.71,258.39,257.33,263.70,266.65,277.40,273.38,276.14,280.16,276.34,276.18,273.72,281.12,283.46,288.74,292.57,293.32,297.96,301.49,305.61,295.29,288.78,290.18,288.84,292.48,291.32,294.44,292.84,301.44,292.09,308.33,313.38,317.56,321.02,317.09,311.52,310.27,296.25,297.33,292.46,,,271.44,260.41,242.27,217.58,223.98,227.40,207.46,269.01,259.78,264.31,269.30,
2005-04-21 21:53:10.893000,L5,344.49,292.98,226.78,255.32,259.93,260.52,261.85,261.05,254.70,254.52,248.19,260.91,272.07,275.16,274.87,277.36,276.98,273.29,276.41,276.27,277.21,278.22,287.92,291.40,300.65,300.54,305.30,308.05,296.32,291.52,289.52,283.12,290.85,290.47,294.23,292.53,300.44,290.28,303.96,318.63,316.26,318.03,310.40,304.67,305.00,293.31,286.40,283.98,,,271.03,250.49,229.42,205.87,191.49,194.41,191.71,257.73,256.81,244.92,259.82,
2005-04-30 21:47:03.060000,L5,,,,,,,,,,,,,,,,,,,,,,232.58,244.78,240.13,242.99,242.22,254.71,252.41,228.90,239.30,236.63,238.84,250.02,247.85,246.27,246.43,252.24,217.48,158.74,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:47:18.718000,L5,,,,,,,,,,,,,,,,228.96,230.84,227.38,227.42,229.74,210.48,235.14,241.29,239.60,252.66,248.17,253.97,260.17,223.00,245.84,241.85,238.24,247.55,246.17,247.53,245.16,246.32,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:53:33.007000,L5,,,,,,,,,,,,160.35,216.44,228.17,220.64,233.54,230.12,227.43,236.04,238.76,246.63,245.69,256.79,242.53,252.76,253.95,261.93,265.73,246.65,244.88,253.87,247.67,256.99,256.97,259.59,249.38,246.88,227.87,201.30,259.76,260.27,257.03,231.72,233.12,251.06,247.22,,,,,,,,,,,,,,,,
2005-07-19 21:47:39.248000,L5,,,,,,,,,,,,,206.54,222.00,217.63,219.62,231.36,228.06,228.48,231.07,238.39,237.40,245.35,225.79,249.96,248.00,254.65,261.41,227.84,244.21,240.39,243.69,253.03,249.06,250.65,237.53,246.33,226.88,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,342.08,304.94,217.93,247.04,247.38,261.93,273.88,270.18,250.01,246.60,242.59,258.66,256.01,262.38,277.45,283.80,281.10,281.69,286.09,282.50,268.47,263.56,281.22,277.38,285.43,285.91,307.52,313.78,302.01,296.76,302.71,291.42,283.94,274.29,285.58,282.05,283.84,278.63,301.69,314.42,320.46,324.49,325.26,315.40,313.08,289.19,280.43,281.42,,,284.04,255.75,240.49,222.21,192.19,171.73,179.53,271.32,270.53,263.45,270.85,
2006-02-19 21:56:39.909000,L5,311.72,266.35,,,,,,196.26,218.38,220.01,208.93,229.61,238.60,238.38,248.35,246.59,246.11,236.57,245.60,243.21,245.48,246.63,258.10,259.97,263.32,272.71,267.63,276.66,260.02,236.78,235.12,242.88,257.65,244.50,,,,,,,,270.31,236.63,245.86,,,,,,,242.22,217.57,192.06,177.21,159.79,,,,,,190.61,
2006-02-28 21:50:40.410000,L5,286.85,233.13,,,,,,,,,,,198.40,213.58,220.29,220.05,220.78,210.69,207.82,230.35,215.50,234.43,232.58,239.52,235.42,243.91,,203.86,211.64,236.59,233.53,226.52,223.16,228.11,239.14,234.32,237.06,214.39,176.76,,,,,,,,,,,,185.23,,,,,,,,,,,
2006-04-08 21:57:36.601000,L5,,,238.49,258.65,259.27,267.14,263.87,255.14,255.58,254.43,250.50,268.10,267.23,272.21,279.23,273.62,272.86,272.24,279.12,277.20,278.02,282.14,289.73,292.57,297.80,302.66,303.62,307.72,287.16,287.38,291.29,282.50,294.70,287.21,294.98,293.96,298.76,294.13,302.81,313.52,311.36,311.30,307.81,307.23,302.44,292.01,282.11,290.94,,,,238.72,225.16,207.22,199.12,181.36,193.31,259.51,247.70,246.13,261.96,
2006-06-27 21:58:48.654000,L5,317.74,290.45,236.84,264.80,264.33,264.18,265.72,266.73,264.65,255.54,255.21,263.97,266.25,271.90,276.58,278.85,276.44,275.64,279.67,278.49,284.09,285.71,290.11,294.01,294.44,296.88,299.87,304.11,295.81,291.30,297.21,295.06,293.04,290.57,299.72,298.79,301.73,287.22,300.37,308.62,311.35,308.75,309.22,303.48,302.42,299.09,293.49,183.60,,,270.11,247.56,226.81,211.20,198.76,189.82,193.37,266.11,258.02,255.77,265.71,
2006-07-06 21:52:45.642000,L5,,,,,,,,,,,,159.69,217.45,230.45,227.76,237.04,231.60,220.77,,,183.79,247.77,255.23,246.79,255.01,259.44,258.11,266.38,237.93,250.48,253.90,243.77,254.97,249.34,255.89,252.82,254.24,231.84,248.84,262.58,265.30,258.54,256.73,247.23,245.99,242.31,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,,,,,,,,,,,,,213.85,224.53,222.27,234.38,235.68,230.66,232.90,231.24,234.88,235.34,246.80,240.30,253.23,254.37,256.89,264.01,230.04,251.25,236.46,238.42,240.17,245.37,254.40,249.09,247.60,235.45,241.59,249.52,265.52,182.77,,,,,,,,,,,,,,,,,,,,
2006-08-07 21:53:11.255000,L5,327.08,291.69,223.71,258.47,280.32,273.77,,254.72,260.60,234.30,238.82,215.24,240.53,,,,,,278.20,272.03,272.09,279.23,291.29,293.01,298.73,296.91,300.80,307.19,292.98,288.93,289.75,275.19,274.04,262.72,276.34,276.09,273.73,260.24,277.66,302.34,307.91,306.29,300.65,299.18,292.09,280.33,277.58,277.41,,,257.94,251.85,238.87,231.75,213.42,175.78,189.45,,,,,
2006-08-23 21:53:23.469000,L5,340.30,289.25,228.14,256.40,254.33,263.57,259.51,259.78,257.56,255.97,251.30,267.69,266.49,273.11,271.23,270.54,272.51,269.36,274.57,267.54,279.92,280.70,289.81,295.44,296.50,297.81,298.07,299.82,290.53,288.45,287.90,280.26,286.99,290.84,296.27,293.73,295.51,291.13,297.85,301.58,303.92,303.72,301.49,300.95,292.14,295.83,287.32,295.70,,,265.98,239.77,220.41,202.58,195.68,178.46,184.27,253.50,255.72,246.72,260.74,
2006-10-10 21:53:56.892000,L5,338.35,296.98,233.38,255.00,253.05,264.70,270.60,253.09,254.05,248.72,231.08,235.10,212.82,253.20,273.46,262.94,271.92,265.35,271.88,268.65,275.55,279.53,287.15,289.38,290.11,291.43,285.86,302.80,292.08,292.24,287.41,284.32,284.42,287.64,291.77,291.40,290.22,277.12,294.27,298.92,303.30,302.04,314.52,297.09,298.05,294.66,274.31,255.98,,,274.14,247.91,229.97,213.15,195.01,178.66,192.78,260.08,247.14,236.75,250.58,
2006-12-13 21:54:31.554000,L5,353.28,307.37,240.84,260.49,263.97,270.92,269.27,255.93,258.50,255.91,256.48,263.13,262.90,279.27,279.15,284.25,278.65,281.76,281.89,282.16,283.19,278.60,288.60,293.11,296.47,298.70,302.37,311.59,298.43,296.39,296.63,287.60,297.04,288.58,297.21,291.94,293.36,287.64,299.20,301.90,313.50,311.08,316.98,309.79,313.40,298.91,294.05,285.97,,,277.55,255.20,230.93,212.39,198.64,176.74,192.44,268.94,261.25,261.96,264.07,
2007-01-30 21:54:48.635000,L5,348.01,292.16,247.17,256.21,269.72,262.30,252.55,250.86,258.53,259.11,255.87,267.88,267.83,271.78,272.89,269.03,267.90,270.50,271.46,257.23,277.69,280.07,291.00,291.29,293.96,298.68,295.48,289.84,268.96,272.33,281.55,272.04,279.46,286.78,292.26,292.37,296.49,289.00,300.63,295.32,302.83,295.58,304.99,290.09,295.10,289.33,278.59,283.01,,,263.45,245.36,227.33,213.67,196.52,180.65,203.07,246.69,241.49,240.55,253.60,
2009-11-26 21:56:28.873000,L5,335.00,294.19,269.23,253.72,254.58,259.67,257.97,269.08,263.63,260.28,262.35,259.32,261.79,264.74,269.89,270.95,268.98,274.89,277.53,279.39,282.16,281.86,291.21,290.34,288.40,289.46,289.39,297.38,283.79,287.38,289.11,288.46,287.48,286.00,292.98,293.63,289.53,276.84,295.54,297.31,299.65,292.45,306.23,304.84,301.67,293.28,286.23,291.69,,,269.15,247.66,239.14,215.46,190.61,190.76,199.37,256.40,251.18,253.97,265.55,
2010-01-13 21:56:49.389000,L5,340.11,294.55,259.73,256.02,256.34,257.75,259.05,266.04,268.35,264.92,260.97,269.61,275.59,270.72,277.78,277.08,274.33,276.29,278.43,278.93,283.24,284.34,292.04,292.20,296.51,301.27,299.01,301.38,293.14,289.53,289.80,284.61,286.54,287.23,295.44,295.94,299.03,289.60,296.24,299.02,300.16,297.19,299.85,298.37,301.89,290.32,286.27,286.31,,,265.21,250.05,231.11,208.34,187.40,181.78,190.80,253.14,252.36,247.84,260.97,
2010-10-28 21:55:51.312000,L5,331.34,298.06,269.82,269.23,265.58,267.65,265.37,270.86,268.15,265.00,264.72,270.18,267.93,267.08,271.14,274.23,272.60,271.34,278.89,281.59,284.64,284.16,291.94,297.27,295.88,294.37,294.30,300.36,288.86,288.38,291.47,291.07,292.58,290.79,297.48,298.07,302.21,281.27,297.41,301.89,307.10,299.51,304.76,306.44,307.70,304.89,296.71,300.06,,,276.17,249.81,233.73,217.29,194.15,189.89,204.84,263.61,258.82,255.34,270.57,
2010-12-31 21:55:56.533000,L5,341.79,295.19,274.78,262.04,255.28,261.19,257.68,269.83,272.20,267.46,266.59,270.99,261.96,272.65,272.63,273.82,274.72,273.80,278.85,283.63,285.12,287.25,292.69,295.25,298.54,295.70,295.81,299.89,289.46,287.56,289.38,289.93,291.87,286.50,296.14,295.55,300.70,282.91,297.24,297.38,302.93,295.82,298.34,302.11,301.69,295.64,283.43,291.97,,,273.46,248.56,229.39,217.42,195.03,184.21,199.54,259.02,253.17,249.20,270.75,
