dates,satname,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0110,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
2000-08-19 22:09:02.201000,L7,,,318.82,394.51,,467.17,449.58,410.19,513.98,537.51,511.38,514.75,,323.97,227.00,546.81,549.36,504.95,410.26,448.49,410.59,310.87,350.78,366.13,235.24,,545.03,412.74,280.85,306.00,394.36,290.25,,,,,357.59,301.79,298.89,244.19,302.96,,,,223.22,245.81,352.04,547.25,536.12,541.47,553.08,245.21,,213.93,416.81,418.04,445.99,426.05,360.62,400.02,279.05,294.55,279.16,275.87,283.85,,258.64,297.67,453.44,405.81,234.01,252.35,323.69,349.60,376.35,424.24,410.66,427.88,,,334.76,224.00,354.63,334.93,203.76,296.07,222.48,481.85,498.62,519.53,493.73,470.70,459.76,545.55,528.78,470.37,231.83,554.94,453.64,490.69,469.93,465.87,274.97,255.51,462.14,440.45,,,,,259.53,324.11,327.99,336.66,304.93,,,,,553.26,354.28,,,,442.77,503.37,545.65,,,515.25,491.12,486.86,506.79,,,,,,,,459.40,432.53
2000-10-15 22:01:56.204000,L7,,,,,,,,,,,,222.04,284.60,330.10,317.68,311.92,343.05,338.33,322.96,,,,301.03,384.75,180.84,178.55,253.05,301.55,323.29,280.56,199.09,252.24,327.64,298.45,319.90,301.74,287.43,244.59,229.45,275.08,274.18,294.59,267.31,267.74,279.12,296.31,302.27,317.45,292.81,336.91,360.17,335.34,369.33,422.14,443.94,398.81,424.97,461.50,369.74,378.10,375.95,380.27,198.79,211.73,220.47,199.34,200.56,439.61,425.48,419.57,302.62,390.58,531.73,530.70,302.82,279.29,548.95,458.34,455.91,478.83,474.17,505.34,554.79,,,,,499.92,500.20,527.09,482.69,478.48,490.74,314.14,321.24,481.54,308.76,499.78,489.95,,447.17,426.58,514.55,530.75,384.81,387.29,514.85,552.74,393.50,407.82,459.97,504.85,521.61,531.54,522.91,,,,422.33,513.76,536.36,486.93,431.96,467.25,447.40,463.27,478.17,,,,,,,,,,,,,,,
2000-11-23 22:08:18.410000,L7,498.39,485.32,505.90,498.21,523.92,526.86,,381.48,359.60,375.02,379.87,410.44,474.70,465.31,477.07,230.81,276.87,311.27,317.71,294.62,332.08,354.64,369.81,256.36,256.48,239.92,229.98,242.55,245.67,241.06,232.58,212.22,427.76,399.68,482.91,533.87,511.49,522.61,548.08,548.39,524.35,504.85,388.70,422.81,174.44,311.68,288.52,371.96,407.60,412.04,445.45,433.91,270.04,255.74,454.77,531.81,529.97,539.54,552.11,490.85,334.63,381.68,219.89,480.38,252.63,225.98,306.28,194.01,339.89,351.40,351.76,177.37,212.00,319.24,417.98,346.94,353.17,421.77,361.24,418.01,,,425.46,431.38,425.97,423.77,424.23,438.23,437.46,480.76,475.01,489.24,195.91,320.64,335.89,488.94,501.41,541.28,538.94,492.08,495.88,341.30,374.35,342.51,453.52,347.43,337.67,368.00,396.91,531.75,340.81,356.55,240.53,337.80,342.33,530.36,540.32,476.24,499.44,272.44,324.96,334.10,455.67,452.04,436.31,381.01,473.24,338.62,317.82,458.52,518.82,525.84,531.41,422.11,435.25,426.13,428.97,430.28,211.50,240.20,221.78,393.09
2001-03-24 22:01:59.719000,L7,,,,,,,,,,,,,,,,,,,,,,,,194.89,252.10,221.42,235.45,259.14,192.87,298.83,283.97,237.63,276.72,327.17,263.40,316.83,285.80,241.49,297.77,283.18,245.22,268.97,294.54,292.24,230.76,178.59,243.51,282.30,432.86,434.09,318.98,298.34,312.51,243.93,291.48,301.83,293.61,301.20,321.16,365.59,386.33,389.99,312.65,332.50,280.37,275.87,349.28,328.71,421.17,489.91,456.46,353.84,366.83,414.08,404.30,417.24,419.34,467.93,496.60,467.23,453.52,432.21,451.30,493.74,518.18,542.95,562.25,,,,,,537.49,509.30,506.65,491.02,515.00,415.16,405.49,385.07,450.43,489.21,506.28,532.44,520.33,529.49,,493.37,502.10,514.28,553.78,497.60,456.78,461.80,,,,,525.00,,,,,,,,,,,,,,,,,,,,,,,
2001-05-18 22:07:50.829000,L7,513.38,327.68,360.42,427.58,402.31,508.88,397.57,504.67,357.65,552.60,531.89,412.81,,479.40,310.31,370.18,,,,515.05,511.69,376.40,382.11,520.30,545.03,430.94,437.46,491.43,339.26,339.50,463.08,448.76,529.62,482.81,,414.29,394.31,528.55,445.42,,,,456.53,520.92,421.47,437.34,399.78,443.69,261.24,429.72,455.30,476.87,456.03,477.33,484.26,492.18,359.07,,,,,,,503.43,525.26,416.31,377.06,,301.65,249.38,195.92,206.79,403.45,508.13,468.82,475.85,414.02,399.71,419.83,429.11,419.27,419.59,431.42,430.78,430.80,430.82,407.86,398.08,205.12,254.27,233.94,249.94,284.74,217.56,235.00,213.61,194.46,230.72,236.55,236.29,216.84,309.50,353.84,238.12,247.28,,348.74,359.87,357.27,378.10,404.98,380.37,,359.77,339.28,448.19,490.75,480.47,,431.86,401.18,427.31,439.74,462.40,454.04,470.78,463.63,474.80,463.77,506.99,511.89,515.96,525.74,503.25,506.10,526.56,441.80,404.24,449.40,459.73,407.46,419.79
2001-06-03 22:07:40.672000,L7,,,,,,,338.91,532.41,264.60,303.04,294.20,281.97,505.10,443.75,274.10,,,490.42,544.39,263.59,476.05,389.63,,333.59,543.41,457.49,505.22,478.32,433.70,456.10,468.74,453.14,453.45,488.25,398.71,370.56,408.91,296.89,483.32,433.46,434.18,366.92,474.46,492.67,390.68,441.54,474.80,438.12,305.32,339.56,309.00,300.42,317.43,299.01,229.34,248.71,276.66,288.07,298.73,,,,,,508.94,471.29,488.52,,471.76,477.95,468.26,447.91,494.75,518.52,454.77,409.74,312.87,319.53,470.89,283.00,352.12,284.15,427.71,431.80,438.99,437.70,448.32,445.88,454.17,429.90,443.52,462.42,471.04,242.69,194.27,264.32,210.84,204.85,222.37,,289.04,440.40,512.13,,477.48,347.91,329.63,321.59,505.10,,205.39,245.77,269.40,266.61,482.36,307.37,280.68,258.64,,485.46,422.34,520.63,518.55,508.76,483.45,486.39,473.35,492.27,476.52,499.88,510.28,549.97,235.24,188.02,499.16,454.70,411.64,324.09,469.71,218.09,212.16,
2001-06-12 22:01:24.980000,L7,,,,,,,,,,,,245.71,210.22,244.84,,,,275.78,297.95,297.63,306.38,322.28,365.19,315.25,292.77,,,,,414.56,337.08,338.26,268.96,399.47,235.80,288.60,180.31,,,,,294.44,248.48,283.09,478.88,,,314.01,343.00,359.31,359.59,374.33,,,,,,305.60,347.60,357.32,315.15,458.34,490.42,509.83,354.02,333.83,,,346.40,361.36,360.93,429.21,,,215.78,240.49,387.74,486.35,482.06,343.17,298.27,264.40,244.71,282.84,280.87,,,,,,191.01,199.69,213.02,230.81,226.26,511.35,504.66,512.90,,324.58,373.66,314.71,362.05,,,,,183.88,194.79,279.57,378.84,402.35,416.74,417.71,421.46,464.26,,,293.51,399.80,291.25,439.94,531.60,,418.53,427.41,529.42,542.36,380.96,323.06,362.15,228.65,350.99,412.70,473.40,504.34,442.93,438.72,343.83,400.42,414.34,443.70
2001-10-02 22:00:04.650000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.80,427.13,514.86,509.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.56,304.49,345.21,,,,,,,,184.02,206.88,222.40,218.81,229.30,225.43,241.82,235.31,253.48,246.22,248.28,256.68,,,,263.09,255.47,197.96,267.18,295.53,294.51,298.57,306.05,295.86,468.79,519.42,537.04,290.48,283.31,223.76,,,327.78,341.52,328.73,347.09,344.79,,,,247.74,331.64,416.34,465.19,436.73,448.65,428.91,478.81,476.49,425.52,399.64
2001-11-03 22:00:10.954000,L7,235.15,263.99,253.83,247.32,224.46,227.93,220.88,,,,,,301.70,319.24,344.56,,,,,,,394.74,410.90,421.39,382.99,377.31,419.38,443.09,322.65,241.97,310.77,299.55,320.04,,,,,,,,,,,311.58,366.22,331.40,383.97,442.22,407.24,436.25,476.77,451.38,503.06,520.23,357.16,316.85,,,,,,,377.10,371.08,262.80,240.89,307.51,,,,298.29,233.12,268.22,467.61,450.55,377.45,374.70,509.86,486.16,,516.69,407.09,248.03,227.45,410.94,,,413.36,438.15,469.57,372.73,423.04,223.85,415.77,524.47,434.59,536.00,524.62,259.93,270.95,290.61,363.74,364.88,399.78,333.09,337.55,335.28,349.72,347.42,356.23,372.27,369.89,368.88,412.53,338.93,527.68,427.77,532.26,354.20,309.43,301.86,380.01,397.06,402.89,431.67,393.51,477.61,433.80,417.06,461.02,517.38,508.88,426.63,,,515.06,469.39,501.21,531.24,549.84,449.49,433.23
2001-12-05 22:00:18.987000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.92,343.75,352.72,202.04,226.49,220.16,,368.97,346.10,399.22,408.86,477.56,446.37,313.70,371.35,515.22,374.88,430.70,292.99,407.46,386.52,406.18,414.38,431.02,425.04,377.80,206.78,236.56,257.83,281.06,463.85,444.85,529.01,265.24,283.55,187.81,193.76,216.37,228.22,230.88,239.58,239.71,529.97,496.63,541.52,482.00,518.44,257.66,534.35,433.70,335.79,351.42,352.50,354.34,359.38,301.90,304.27,309.39,395.81,402.54,,,,298.05,383.15,400.53,411.92,389.18,337.41,342.27,336.82,399.99,411.88,421.56,388.52,379.49,444.53,497.54,528.54,,,,,501.11,512.87,527.77,513.41
2001-12-12 22:06:38.912000,L7,201.42,256.89,268.45,279.79,409.58,462.28,466.43,519.76,490.26,384.21,439.60,436.42,419.62,351.86,343.55,331.69,298.50,277.61,303.56,229.92,253.12,223.90,226.29,232.07,245.92,276.15,262.87,256.32,317.78,351.28,324.12,311.68,311.31,320.34,301.07,297.66,317.79,294.98,275.55,290.19,261.58,344.33,289.68,213.29,265.56,284.73,291.18,312.23,278.51,288.98,286.06,274.52,271.19,265.57,258.83,283.50,293.09,300.99,289.39,264.83,499.44,533.09,354.37,378.23,374.22,322.47,320.69,292.77,269.17,271.24,278.27,284.05,265.99,238.45,280.81,273.50,277.35,295.56,311.35,307.36,290.30,276.57,271.73,272.65,367.76,381.48,363.84,302.15,268.19,275.57,265.08,390.53,377.35,372.47,394.06,380.02,297.36,366.14,358.03,268.12,279.27,364.52,257.22,257.31,201.58,208.80,219.04,224.50,308.82,358.77,326.43,325.37,313.56,272.77,247.34,492.82,367.81,369.06,362.63,230.84,407.31,276.03,307.15,271.69,334.65,360.03,318.64,301.34,274.56,475.81,500.76,494.03,272.08,298.47,298.19,387.35,270.46,235.62,509.76,509.66,523.25,519.32
2001-12-21 22:00:29.925000,L7,,,,,,,,350.09,402.57,,,,,,,,,,,,,235.42,214.29,221.39,222.99,528.56,495.58,,532.52,441.97,506.87,519.98,408.23,505.18,369.65,308.74,,546.84,266.54,225.52,205.16,256.65,,,,,,558.25,374.55,327.41,296.35,306.42,553.16,,,,,,530.50,313.45,,,236.76,237.38,286.49,357.38,415.74,498.61,,414.81,509.40,,,,,,,,,,,,,,,,311.90,316.48,302.92,311.29,190.07,195.67,219.64,227.66,231.49,239.84,243.13,248.34,246.59,259.34,253.32,362.00,360.44,381.38,407.62,377.29,472.85,505.15,524.39,263.03,268.07,309.61,303.20,309.93,294.49,505.64,496.40,510.76,305.83,300.83,352.62,,193.05,333.96,335.25,332.56,348.13,360.77,246.49,212.99,226.97,544.58,338.22,482.70,525.84,507.49,,478.60,509.22,527.79,491.56,494.77
