dates,satname,nzd0209-0000,nzd0209-0001,nzd0209-0002,nzd0209-0003,nzd0209-0004,nzd0209-0006,nzd0209-0007,nzd0209-0008,nzd0209-0009,nzd0209-0010,nzd0209-0011,nzd0209-0012,nzd0209-0013,nzd0209-0014,nzd0209-0015,nzd0209-0016,nzd0209-0017,nzd0209-0018,nzd0209-0019,nzd0209-0020,nzd0209-0021,nzd0209-0022,nzd0209-0023,nzd0209-0024,nzd0209-0025,nzd0209-0026,nzd0209-0027,nzd0209-0028,nzd0209-0029,nzd0209-0005
2005-11-17 21:42:07.585000,L5,320.17,249.65,228.61,257.96,246.12,,278.24,288.00,312.79,328.47,265.41,298.78,321.26,243.64,215.47,203.57,218.01,234.91,213.99,204.16,222.37,191.52,204.17,175.33,175.71,187.53,172.63,,,
2006-01-20 21:43:37.291000,L5,351.62,283.94,275.36,284.39,265.36,,298.22,306.90,323.15,330.38,308.27,327.44,333.65,298.80,262.89,230.01,274.47,268.44,274.28,247.85,249.43,218.09,236.70,224.69,211.04,219.12,195.87,188.76,,
2006-04-10 21:45:17.175000,L5,322.15,258.52,262.50,316.93,312.86,439.30,499.03,464.33,474.18,330.22,304.79,320.16,337.29,296.49,259.99,233.13,271.04,266.39,260.44,223.81,243.57,214.70,230.92,225.22,199.38,225.05,162.38,,,377.07
2006-06-13 21:46:13.914000,L5,352.85,302.01,271.12,270.06,265.92,,303.81,313.73,327.33,337.21,319.78,334.34,341.83,301.17,281.50,241.99,293.22,282.57,292.01,268.05,275.77,218.33,246.03,234.47,216.74,236.00,215.65,200.58,176.82,
2006-09-01 21:47:19.401000,L5,368.04,301.11,255.29,256.76,270.33,,301.04,308.15,323.72,327.52,310.03,330.06,350.00,318.73,298.06,246.43,296.83,289.13,289.17,262.56,277.67,213.94,234.88,223.33,208.87,227.30,208.04,196.96,,
2006-09-17 21:47:31.164000,L5,363.13,307.40,253.49,265.88,269.57,,297.27,303.89,318.65,322.98,300.44,331.92,349.35,315.16,285.75,238.70,290.97,283.58,289.54,263.95,269.86,204.54,231.70,216.19,205.96,219.39,203.81,194.17,,
2006-10-03 21:47:41.787000,L5,362.09,308.06,276.96,383.97,325.88,351.61,359.18,363.31,356.12,349.10,334.01,337.57,356.20,332.13,296.99,242.23,302.09,302.94,304.89,288.93,288.07,216.50,246.68,224.10,215.11,222.27,205.39,191.86,,369.67
2011-03-07 21:43:36.874000,L5,275.29,259.76,261.12,254.67,250.45,,241.16,294.10,305.12,317.33,304.74,321.31,332.52,310.69,292.34,241.49,299.51,302.81,299.04,288.98,282.02,240.29,260.37,241.40,231.51,235.58,215.51,200.16,176.61,
2013-05-31 21:55:43.729000,L8,174.37,252.67,261.78,273.96,250.57,,235.12,282.99,300.76,319.32,309.66,315.48,333.10,319.86,305.98,263.70,307.86,306.22,304.29,289.50,283.21,260.36,269.12,234.85,238.64,233.97,230.57,210.13,204.30,
2013-08-19 21:55:42.209000,L8,253.21,252.94,269.84,269.65,263.36,,225.68,293.41,296.94,316.06,322.78,324.42,351.36,320.21,305.92,276.53,312.79,313.12,305.37,300.08,287.84,269.96,274.00,247.56,247.15,234.70,229.59,208.26,,
2013-09-04 21:55:42.619000,L8,257.38,263.46,264.05,268.63,256.46,,263.70,285.86,291.92,316.59,319.61,319.61,349.26,316.18,304.10,266.54,307.70,306.85,305.08,292.79,285.32,273.79,297.78,282.18,253.79,232.01,228.21,208.88,,
2013-10-06 21:55:33.702000,L8,267.26,263.00,266.73,271.27,254.78,,228.78,294.50,292.49,325.74,325.72,333.64,343.05,318.60,305.28,268.86,310.34,307.98,306.31,294.56,284.59,264.74,270.73,241.03,237.64,231.07,228.29,209.03,,
2013-12-09 21:55:16.438000,L8,277.41,265.83,270.44,271.90,256.68,,226.50,274.22,288.16,312.84,303.66,312.85,330.22,313.37,302.65,253.64,300.87,300.07,296.83,274.92,275.47,249.88,251.98,232.40,223.45,225.05,218.97,199.72,,
2014-01-10 21:54:55.235000,L8,264.35,270.06,263.62,270.13,256.22,,210.26,273.98,287.63,310.34,302.68,311.55,326.24,312.81,300.48,254.88,301.74,301.18,296.64,275.50,276.02,250.34,257.38,234.25,225.62,226.76,220.76,205.23,,
2014-02-11 21:54:32.873000,L8,271.10,252.50,258.24,269.11,262.01,,206.10,279.54,292.24,314.76,307.48,314.80,331.95,314.18,301.29,264.12,304.77,303.14,300.25,284.94,278.11,252.65,262.40,241.02,232.37,232.16,222.72,208.50,,
2014-03-31 21:53:53.631000,L8,374.64,237.28,260.97,267.62,246.13,,189.26,262.12,262.49,222.21,,,205.51,313.01,301.48,253.15,302.29,301.03,296.41,275.62,276.39,249.14,258.70,233.30,225.50,230.21,222.53,209.58,,
2014-05-18 21:53:11.680000,L8,244.42,268.38,263.92,264.14,244.13,,217.04,287.55,299.95,316.30,309.10,314.46,326.55,318.43,303.98,262.13,306.36,304.22,300.51,282.07,281.43,258.06,266.01,241.69,235.64,235.62,230.51,215.54,189.25,
2014-06-19 21:53:23.387000,L8,242.19,243.28,259.60,266.25,240.87,,210.37,288.37,298.05,320.79,311.29,313.79,329.02,316.24,303.63,267.98,308.18,305.41,304.07,286.46,282.59,261.09,268.81,250.18,238.10,236.76,228.86,212.43,,
2014-07-05 21:53:29.728000,L8,241.26,251.47,259.44,264.36,238.88,,211.75,283.85,309.82,317.16,318.31,313.04,331.32,299.11,306.03,267.44,301.59,300.08,298.07,292.04,282.44,269.25,275.68,260.12,244.91,242.50,238.12,215.95,207.50,
2014-07-21 21:53:33.067000,L8,254.17,261.21,262.76,268.00,255.78,,219.30,298.66,305.14,327.31,324.32,328.08,337.11,323.35,312.52,282.03,312.07,310.57,308.32,300.13,289.76,276.45,282.40,261.22,249.72,243.77,237.12,214.48,195.49,
2014-08-06 21:53:41.801000,L8,255.51,264.40,266.22,265.32,267.05,,207.34,298.40,304.11,326.65,323.06,325.41,339.04,321.14,310.92,280.01,311.11,308.96,310.04,304.78,288.09,273.52,285.26,263.16,249.80,242.13,237.39,216.34,197.93,
2014-09-07 21:53:48.789000,L8,259.72,256.63,262.27,262.25,263.50,,205.67,287.13,298.64,320.11,317.63,320.11,337.52,321.53,310.92,270.63,309.11,306.45,307.04,295.52,289.72,268.99,273.82,260.96,241.90,236.36,232.14,210.33,,
2014-09-23 21:53:45.463000,L8,258.84,257.67,262.34,255.05,257.56,,200.08,283.13,291.78,315.37,319.39,320.21,330.30,317.03,305.73,265.00,305.71,304.03,303.25,293.02,283.60,261.34,268.60,250.71,236.60,232.02,228.34,208.29,,
2014-10-25 21:53:52.818000,L8,230.76,226.89,260.39,252.75,256.43,,218.76,286.77,296.47,323.96,321.22,331.14,342.28,319.78,309.53,258.00,308.15,305.77,306.65,294.40,289.28,260.28,272.97,253.08,227.93,231.60,229.52,206.55,,
2015-01-29 21:53:37.750000,L8,254.58,248.77,259.42,259.96,265.77,,199.13,275.55,289.32,322.19,312.68,316.55,344.45,319.82,308.69,263.50,303.96,301.92,298.13,279.34,281.46,252.87,262.92,254.55,235.66,234.25,226.40,212.15,,
2015-02-14 21:53:28.679000,L8,249.93,251.45,266.00,266.27,266.59,,197.55,272.22,287.41,308.00,307.66,311.87,326.19,319.06,303.80,253.33,301.33,300.86,297.53,276.53,279.02,252.39,259.18,253.28,224.48,229.27,217.83,208.10,,
2015-04-03 21:53:02.921000,L8,270.11,246.70,259.01,255.39,249.85,,199.66,276.60,289.33,306.61,304.19,246.64,316.00,316.32,306.10,249.99,302.66,299.32,299.00,278.66,282.30,251.78,260.62,251.14,229.72,228.99,222.06,213.38,,
2015-04-19 21:53:02.761000,L8,248.14,236.65,257.37,263.26,239.85,,200.96,286.78,297.78,321.08,314.94,315.30,334.31,320.96,305.18,261.79,306.01,302.57,301.71,284.23,281.54,256.86,271.37,253.34,237.09,283.91,273.31,249.23,240.73,
2015-05-21 21:52:43.676000,L8,465.23,446.50,303.10,295.78,397.16,307.19,372.26,289.03,296.61,320.39,319.85,317.89,341.34,319.36,307.34,258.40,302.13,304.94,302.45,278.74,272.08,252.33,269.71,241.20,231.05,233.74,229.71,210.47,191.10,337.72
2015-06-06 21:52:52.670000,L8,,,,,,,168.57,256.63,272.14,267.97,,,240.93,216.25,217.47,161.92,259.42,276.47,,,,,,,,,,,,
2015-08-25 21:53:27.637000,L8,,,,,,,,262.12,276.60,289.49,287.68,290.84,304.12,218.81,223.55,162.37,281.91,286.38,255.80,,,,,,,,,,,
2015-11-13 21:53:46.761000,L8,264.57,247.22,265.84,263.40,257.55,,489.49,375.52,324.30,328.45,335.85,339.97,349.37,352.09,318.17,271.22,311.08,312.48,312.32,300.01,298.07,270.39,283.55,266.31,250.68,246.97,239.75,215.95,,212.13
2016-01-16 21:53:45.577000,L8,249.72,252.29,259.34,258.04,257.88,,199.81,272.87,286.09,306.76,308.93,314.68,326.32,321.45,306.93,260.44,305.55,302.67,300.90,281.71,283.10,259.76,267.84,261.67,232.20,232.69,226.65,210.19,,185.96
2016-02-01 21:53:43.370000,L8,253.12,256.88,257.75,257.01,259.39,,208.27,272.29,286.52,308.69,312.38,315.70,327.35,320.79,307.91,256.10,305.73,303.72,300.84,282.21,284.45,259.16,264.89,260.72,229.34,232.25,228.10,212.95,,
2016-03-04 21:53:33.647000,L8,275.58,237.31,254.16,256.04,,213.92,212.40,213.33,241.35,226.88,228.28,205.14,388.97,244.93,247.05,252.51,285.73,289.81,193.58,,,215.28,249.85,260.44,224.50,231.11,228.33,235.65,,
2016-04-05 21:53:18.618000,L8,230.95,235.62,249.23,250.72,240.86,,199.26,269.19,287.53,310.91,310.41,314.85,328.84,322.78,310.15,259.01,305.79,305.33,301.95,283.40,284.96,260.55,271.47,261.14,235.51,238.82,229.47,213.17,189.39,
2016-04-21 21:53:12.322000,L8,240.01,246.25,262.37,262.31,256.36,,208.08,273.27,289.13,313.65,312.56,315.99,328.01,323.31,311.07,263.62,308.75,306.58,302.86,287.25,287.44,263.69,273.17,260.47,241.75,240.98,232.77,214.43,194.35,
2016-07-26 21:53:40.722000,L8,248.94,252.99,268.37,277.17,261.18,,203.94,277.93,305.55,333.86,332.06,333.86,346.46,335.91,325.68,288.30,331.57,321.05,316.60,306.67,302.30,286.71,295.40,280.49,263.25,251.34,250.44,240.25,207.62,
2016-08-27 21:53:50.127000,L8,244.29,236.60,255.34,247.28,254.16,,209.68,288.20,295.31,325.58,328.46,329.72,337.83,331.21,313.14,279.34,314.05,310.25,315.42,304.08,298.35,278.49,281.55,266.17,257.26,250.75,241.62,220.60,197.88,
2016-09-12 21:53:54.163000,L8,244.42,251.73,263.51,251.87,257.79,,200.79,280.51,291.27,321.77,325.45,326.70,338.88,330.27,315.30,274.38,312.70,309.73,328.02,300.71,294.71,273.59,283.79,263.03,251.14,244.63,237.09,215.09,,
2017-02-03 21:53:41.480000,L8,264.02,262.24,263.29,267.66,261.73,,190.54,265.70,284.68,312.05,313.28,319.97,332.33,328.49,311.15,271.50,309.88,306.60,303.70,287.47,288.03,268.41,274.87,264.71,245.58,245.23,233.96,219.22,,253.82
2017-04-24 21:53:01.304000,L8,215.66,179.91,209.28,193.75,196.07,,171.20,231.10,254.70,269.12,177.71,172.89,249.88,253.07,273.06,202.23,278.99,283.15,244.72,170.07,254.87,232.21,220.51,213.88,209.63,222.31,217.01,202.24,,
2017-06-11 21:53:21.571000,L8,237.28,247.91,261.41,265.61,252.52,,204.37,269.49,301.04,306.99,324.76,322.79,337.21,331.35,312.16,279.93,313.94,310.47,308.75,288.33,295.04,271.72,280.46,263.16,248.93,249.10,247.02,237.53,195.68,218.71
2017-07-29 21:53:37.367000,L8,241.08,242.50,259.85,257.98,264.96,,202.76,266.06,273.85,316.12,333.42,330.24,350.02,335.45,318.27,285.44,314.82,313.47,311.52,302.30,298.06,280.70,289.50,267.10,256.69,257.93,251.36,236.53,196.69,229.47
2017-08-14 21:53:43.292000,L8,253.83,257.13,267.69,262.80,270.30,,205.60,267.51,279.95,322.42,334.80,334.41,344.69,350.57,321.09,292.69,334.21,318.89,316.69,307.95,300.13,293.85,294.42,273.86,277.84,272.33,253.64,230.25,195.99,232.50
2017-10-01 21:53:54.824000,L8,272.39,254.71,269.91,275.35,269.45,,193.95,255.92,277.22,316.54,330.77,343.29,347.85,349.64,328.36,296.35,327.49,324.52,323.20,314.15,305.22,290.95,295.91,275.86,270.07,265.02,257.03,236.89,189.63,232.20
2017-12-04 21:53:49.317000,L8,259.73,247.47,256.51,259.34,256.26,,191.13,250.63,279.97,325.18,332.12,323.77,346.06,332.93,314.49,286.65,311.04,308.78,308.46,296.84,295.56,274.27,281.34,267.80,260.28,251.31,242.27,220.05,,217.46
2018-04-11 21:53:01.396000,L8,283.90,262.38,275.22,280.53,278.64,,193.77,256.00,282.77,323.42,334.03,330.76,341.67,344.77,326.85,299.35,325.69,324.96,321.50,307.36,302.60,291.01,296.21,281.73,276.79,270.28,258.79,242.29,193.72,240.02
2018-05-29 21:52:29.440000,L8,256.39,290.86,283.43,287.55,327.96,,202.76,255.40,291.06,331.29,337.95,357.64,361.09,371.74,350.09,327.28,344.69,374.96,367.59,372.93,323.23,310.14,311.92,299.08,310.22,293.02,278.11,275.13,202.97,250.65
2018-07-16 21:52:51.323000,L8,,,,,,,,211.35,244.39,270.31,289.87,,248.56,249.89,248.40,191.82,182.06,,,,,,210.40,208.08,216.65,225.75,219.07,189.18,,
2018-08-17 21:53:07.726000,L8,249.54,248.22,264.16,260.44,264.84,,197.91,242.88,276.27,312.14,328.68,327.36,344.76,342.46,324.59,305.10,321.58,319.15,315.71,304.30,299.47,293.47,294.36,272.74,281.97,274.18,255.23,237.44,208.01,230.66
2018-10-04 21:53:26.589000,L8,263.68,254.80,263.33,264.77,264.34,,190.68,238.72,278.31,300.68,331.91,331.16,344.17,351.28,323.04,305.66,319.72,318.67,317.05,303.98,301.63,291.92,290.84,277.40,280.40,269.75,253.75,238.38,192.55,236.09
2018-10-20 21:53:32.714000,L8,277.60,257.49,261.74,262.42,260.56,,190.24,236.71,270.68,299.19,328.72,331.18,341.54,346.42,322.88,304.32,316.28,316.05,314.43,302.68,300.90,287.66,288.01,279.50,277.32,264.78,249.35,233.01,199.08,231.24
2018-11-05 21:53:36.088000,L8,265.90,252.96,265.78,265.05,268.29,,185.33,241.02,268.22,299.55,323.53,329.06,338.17,341.11,323.36,303.95,315.31,316.45,314.98,301.76,300.19,285.51,287.12,279.77,274.99,265.99,250.27,227.53,196.88,237.00
2018-12-07 21:53:34.018000,L8,262.71,248.17,261.35,264.45,261.93,,189.18,233.16,265.03,293.03,320.96,328.35,341.81,335.62,317.56,295.61,313.62,313.88,311.21,298.55,297.14,278.93,284.04,276.51,265.42,252.07,245.31,229.61,,232.86
2019-01-24 21:53:28.041000,L8,249.18,243.11,253.06,256.18,250.56,,181.29,218.66,247.97,284.81,310.90,319.77,331.54,326.88,308.59,276.14,306.99,305.25,304.10,283.00,283.38,264.69,273.67,264.71,238.53,220.35,237.97,196.95,203.62,210.71
2019-02-25 21:53:22.406000,L8,252.85,243.35,248.73,246.86,263.24,,181.71,224.38,257.49,290.21,335.44,333.30,344.29,332.51,311.92,279.17,310.37,307.45,307.26,287.04,288.60,265.57,275.89,265.18,237.88,241.03,241.05,228.87,,236.21
2019-04-14 21:53:08.330000,L8,262.30,267.73,265.52,271.44,274.80,,194.86,239.90,278.38,292.75,325.86,328.97,341.37,335.74,318.32,300.48,321.10,317.06,314.59,303.06,297.78,287.24,290.21,280.09,269.68,255.62,253.11,245.01,189.43,246.85
2019-06-01 21:53:24.564000,L8,257.89,270.84,281.47,284.49,302.76,,200.92,251.35,290.77,319.08,342.23,351.32,363.05,363.22,346.66,332.07,348.38,345.14,346.58,342.15,329.92,316.53,327.39,325.72,319.84,322.96,362.30,354.33,370.61,249.66
