dates,satname,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
2003-03-21 22:08:15.672000,L7,,211.42,281.21,315.89,309.69,301.24,305.90,312.35,305.16,295.48,293.54,290.89,294.06,294.72,273.60,274.17,266.11,241.55,225.56,183.72,180.83,245.12,233.39,245.75,,,,,,,,,,,,,,,,
2003-05-24 22:08:16.964000,L7,,341.57,342.75,334.21,,,,323.77,325.57,188.74,313.93,312.24,298.20,308.03,315.33,273.19,315.17,300.48,303.51,310.80,305.92,305.13,303.17,311.81,313.18,241.84,305.32,309.36,318.89,269.04,210.48,314.28,322.92,307.07,284.79,172.35,,,,
2003-07-28 21:50:04.710000,L5,,,,,,,,,,,,,,,250.32,256.80,255.92,254.44,256.96,255.46,250.36,250.07,252.27,254.04,254.43,247.05,243.14,242.89,251.31,252.12,249.18,250.38,243.71,248.65,247.25,219.25,176.57,,,
2003-08-29 21:50:38.152000,L5,319.06,333.87,332.91,326.40,319.83,309.54,316.38,313.71,312.68,310.76,309.99,303.22,301.60,299.72,303.10,301.84,297.35,296.43,297.14,294.97,299.21,297.77,290.99,292.96,291.75,291.59,289.93,289.03,295.01,297.69,298.64,300.17,300.38,295.11,299.93,280.93,258.70,249.54,257.61,248.63
2003-09-14 21:50:54.515000,L5,356.70,352.60,345.52,329.69,327.33,320.88,323.63,323.65,329.05,313.23,317.71,313.90,319.92,305.60,310.06,308.21,312.72,309.82,303.49,302.38,298.00,298.75,297.28,300.22,299.78,295.69,295.38,297.34,302.35,313.07,308.96,331.95,316.73,334.49,309.82,293.19,304.06,229.55,302.15,312.17
2003-10-16 21:51:19.969000,L5,299.17,298.87,295.09,277.12,,181.55,295.60,297.83,296.96,293.05,293.63,286.54,283.48,274.01,285.38,290.82,283.75,284.79,294.84,303.94,312.16,323.31,324.15,327.92,290.09,286.26,284.99,287.50,282.96,272.48,406.51,403.81,377.85,333.68,322.24,269.74,192.17,,,
2003-10-23 21:57:36.620000,L5,337.21,335.22,333.29,314.11,303.85,296.34,300.29,304.23,299.53,297.56,298.48,305.69,310.01,305.36,306.10,304.01,300.52,300.99,302.90,295.43,289.10,287.46,283.93,285.14,288.05,291.08,287.36,299.30,303.19,303.62,304.83,305.40,306.51,302.56,298.56,276.30,273.49,283.66,274.60,263.03
2003-11-17 21:51:45.201000,L5,299.12,308.79,304.86,305.91,294.94,291.30,302.85,305.61,299.71,299.67,294.64,293.86,294.55,290.53,279.33,275.36,274.20,272.12,277.52,278.24,274.79,281.49,285.71,289.37,287.56,290.82,289.28,293.86,292.68,292.62,279.88,281.56,283.50,280.80,269.72,236.32,193.83,,,
2003-12-03 21:51:55.424000,L5,303.71,310.91,314.88,314.05,304.10,301.64,303.45,305.03,300.18,299.57,292.31,281.06,283.62,279.81,285.52,280.52,280.83,279.90,289.95,290.47,289.16,290.76,287.23,290.42,287.26,288.05,280.57,278.01,279.23,279.72,280.23,280.18,278.85,279.72,273.11,241.21,196.38,176.40,174.73,177.33
2003-12-10 21:58:05.829000,L5,299.53,312.60,306.03,306.73,292.29,289.51,292.23,303.34,301.88,299.97,297.50,294.25,294.71,294.02,301.67,284.64,280.96,280.79,277.18,275.02,274.07,273.23,275.16,292.13,284.17,288.06,290.04,291.56,289.89,288.96,291.92,281.12,281.13,277.70,269.49,240.29,194.29,,,
2004-01-04 21:52:10.021000,L5,335.81,336.15,319.42,318.33,317.74,308.03,310.20,305.48,301.49,303.81,313.72,318.39,318.56,333.13,313.05,327.09,313.40,309.76,298.43,299.85,293.48,291.86,290.61,292.28,292.20,292.74,295.66,298.82,302.08,299.98,300.09,301.86,306.92,298.58,289.73,270.46,298.44,297.29,308.91,291.59
2004-02-05 21:52:16.959000,L5,326.09,331.52,326.54,327.88,326.39,318.28,312.83,309.11,386.46,529.29,,,483.10,365.94,319.97,318.22,315.85,314.63,319.13,309.09,304.08,302.85,298.38,290.08,309.89,315.39,297.88,295.20,295.91,294.95,302.92,299.42,298.46,296.08,294.41,280.07,296.89,307.35,316.24,529.09
2004-04-25 21:53:23.341000,L5,,,263.28,265.95,264.98,262.13,251.01,,258.33,252.48,224.29,,,240.09,249.94,255.74,254.77,254.54,253.94,253.26,251.19,249.20,252.41,248.09,242.47,237.38,229.79,230.69,256.41,249.45,249.35,249.42,249.17,244.77,240.83,210.47,167.43,,,
2004-05-18 22:00:14.650000,L5,,,270.70,275.29,277.89,274.63,256.25,,,,,,250.06,246.73,254.23,256.43,256.01,256.69,255.29,254.62,251.00,252.62,255.70,257.48,254.18,242.51,236.51,244.81,255.71,241.45,252.84,252.97,255.87,249.22,233.11,194.41,,,,
2004-06-12 21:54:47.510000,L5,,,,273.84,269.40,270.22,258.69,,,,,,,255.91,261.61,264.06,267.13,260.99,242.10,243.74,236.05,244.21,248.82,253.53,255.36,255.76,259.03,260.28,263.60,262.92,253.20,256.75,263.68,261.98,256.04,226.45,192.27,,,
2004-07-14 21:55:43.104000,L5,,,,,,,,,,,,,,,,,,222.96,249.83,246.81,237.84,245.05,246.35,251.41,234.55,227.97,224.63,238.41,245.88,240.13,,,,,,,,,,
2004-08-22 22:02:48.429000,L5,,,,212.02,266.59,264.81,249.40,,,,,,,,250.59,254.46,255.19,256.89,261.68,260.52,249.16,250.71,247.26,243.79,244.88,245.30,,219.66,257.37,258.89,244.49,249.16,259.86,254.49,250.52,222.94,178.78,,,
2004-10-02 21:57:38.853000,L5,311.81,322.58,320.72,314.26,310.69,296.17,295.10,297.26,296.14,290.81,291.45,290.04,291.94,288.71,292.73,290.82,288.78,288.40,288.86,282.45,279.98,275.03,275.50,280.27,280.95,278.93,279.27,281.96,291.83,292.07,294.07,291.60,291.35,288.58,280.55,261.29,216.53,191.51,182.23,183.53
2004-11-10 22:04:35.857000,L5,357.10,351.51,339.91,341.68,330.45,328.88,331.91,334.54,340.83,337.54,331.62,316.73,316.59,316.15,315.62,311.16,304.97,308.31,304.78,312.85,310.22,311.53,312.84,322.70,320.60,319.98,312.32,300.39,305.59,307.57,300.62,302.50,301.19,303.03,309.26,322.36,331.67,340.34,364.08,323.40
2005-02-23 22:00:07.370000,L5,307.12,317.28,314.36,314.34,302.90,299.68,293.55,296.59,289.45,290.30,285.47,289.56,292.80,290.75,296.31,290.58,289.72,286.81,288.77,288.23,278.48,278.06,276.73,281.20,277.01,280.86,279.37,283.08,285.74,284.54,285.96,288.18,287.49,288.40,276.17,252.82,208.86,183.31,180.80,182.61
2005-03-02 22:06:24.060000,L5,304.89,320.36,310.79,303.99,300.38,295.80,287.74,291.11,283.84,286.37,282.98,288.11,290.06,288.41,290.39,287.46,287.04,281.79,285.87,273.66,271.23,271.28,273.29,274.58,271.47,272.27,274.80,277.82,287.22,285.84,289.77,289.09,287.04,288.09,279.65,257.78,209.59,184.64,180.22,178.79
2005-03-11 22:00:19.764000,L5,352.39,350.60,346.17,339.95,333.67,340.76,343.42,350.92,355.02,355.21,367.55,339.74,357.71,348.03,362.82,371.24,331.74,318.42,320.62,311.33,323.72,325.38,322.01,313.91,312.24,320.01,314.81,309.59,306.03,301.73,302.86,308.03,308.65,316.25,308.20,321.17,299.15,307.47,327.25,331.58
2005-03-18 22:06:34.540000,L5,,,232.48,256.41,263.17,269.37,261.07,,,,,,,,239.90,241.32,242.37,239.29,242.51,239.17,241.23,249.57,239.75,,,,,203.75,234.39,241.38,242.15,240.37,236.87,236.97,214.15,189.19,,,,
2005-03-27 22:00:27.368000,L5,251.31,266.09,263.74,285.67,277.95,271.35,261.06,257.74,260.37,252.70,235.19,231.71,245.15,,242.41,241.46,241.44,241.13,243.93,249.83,250.14,251.82,250.68,255.11,252.63,249.04,237.32,,,,,,,,,,,,,
2005-04-12 22:00:30.943000,L5,307.37,318.64,314.07,315.51,309.15,302.77,295.70,299.90,298.10,294.67,290.81,292.21,293.48,287.85,293.63,288.77,291.61,286.15,285.37,285.48,284.18,285.78,282.49,287.50,281.04,279.55,278.32,279.37,284.57,285.09,287.73,286.90,284.33,287.45,280.97,261.38,221.80,193.73,193.42,191.70
2005-05-05 22:06:49.678000,L5,,,,,,,,,,,,,257.87,255.40,269.91,268.71,270.60,269.09,272.82,279.16,278.45,276.02,277.44,275.80,277.69,274.68,275.40,275.46,276.02,273.56,272.41,272.00,271.13,277.62,277.77,255.68,222.35,192.14,180.68,183.73
2005-06-15 22:00:58.430000,L5,,,277.95,277.10,269.18,269.29,253.81,,252.57,254.21,243.23,248.73,251.53,235.13,253.38,253.49,253.93,247.16,247.79,251.02,247.74,250.68,248.86,245.72,245.93,243.95,240.78,218.74,250.95,257.57,251.43,251.58,228.97,236.30,249.45,222.57,,,,
2005-06-22 22:07:11.090000,L5,,,,,,,,,,,,,,,246.09,250.07,248.79,248.84,254.49,254.15,253.16,260.69,262.55,265.04,264.16,260.89,263.42,261.40,269.91,272.15,262.82,260.89,256.04,258.67,260.83,242.25,198.97,174.40,,
2005-09-10 22:07:43.789000,L5,308.14,318.60,316.69,310.77,300.32,291.43,288.02,291.34,286.51,286.16,283.01,283.14,283.72,282.76,290.66,287.76,284.17,283.58,283.20,285.51,276.70,278.63,274.93,278.04,275.81,278.01,276.66,279.10,287.92,284.29,288.14,285.51,287.50,284.35,278.16,256.22,219.58,182.10,178.99,179.90
2005-09-19 22:01:32.820000,L5,315.83,325.96,326.06,323.94,319.06,308.77,310.72,312.42,304.82,303.39,300.30,303.25,295.53,293.85,294.38,289.60,294.05,289.63,292.03,288.90,290.43,293.75,294.02,295.38,285.10,285.55,285.94,284.52,288.65,286.79,293.27,292.12,297.57,292.07,290.05,272.17,256.41,248.26,217.51,222.42
2005-10-05 22:01:29.249000,L5,,,,,,,,,268.60,270.62,259.59,241.31,,,266.39,272.93,267.16,261.62,273.98,270.11,271.80,273.38,265.74,263.51,,,,,,,,272.08,272.97,272.55,263.88,225.60,,,,
2005-11-13 22:07:56.638000,L5,,,,,,,,,,,,,,,273.77,276.63,278.72,276.27,269.52,265.83,264.40,264.17,264.15,264.72,261.35,264.85,273.12,274.99,275.10,276.49,276.65,276.46,281.23,284.07,254.78,233.78,185.69,,,
2006-01-25 22:03:29.142000,L5,305.81,318.79,319.83,316.48,309.94,304.03,299.75,301.44,296.71,288.15,285.67,286.31,286.39,281.89,285.95,280.20,282.42,285.43,286.02,285.71,284.65,287.26,286.04,286.78,284.08,278.90,279.30,281.82,286.69,282.73,284.99,285.01,286.78,288.99,282.61,257.62,216.35,196.51,188.74,188.51
2006-02-17 22:10:10.858000,L5,305.18,313.52,311.24,305.65,300.92,296.63,290.21,294.89,289.10,289.27,288.29,287.51,287.58,285.95,289.78,283.52,284.79,279.42,280.96,277.12,278.53,279.35,279.04,277.26,275.51,275.09,281.25,280.11,286.28,283.48,284.52,286.23,285.18,284.53,278.84,249.02,216.31,194.10,185.23,182.12
2006-06-25 22:12:20.185000,L5,,,,,,,,,,,,,,,266.30,266.88,265.86,257.73,259.08,255.78,255.57,247.93,251.16,250.82,251.59,246.64,250.88,248.50,252.38,261.61,262.21,265.03,255.54,256.27,251.72,230.16,197.29,,,
2006-08-21 22:06:55.521000,L5,,,,273.32,278.56,264.33,180.91,,243.43,243.69,213.44,,,,254.94,260.79,260.84,257.60,257.18,255.11,253.67,249.37,245.97,248.64,247.97,248.83,248.72,244.97,253.38,256.64,261.49,261.07,259.58,253.42,241.16,229.82,191.82,,,
2006-08-28 22:13:11.682000,L5,,,,,,,,,,,,,,,241.61,242.27,246.44,244.25,244.33,242.39,241.98,245.92,248.36,258.29,254.93,257.85,257.54,254.59,259.83,257.66,247.56,246.48,246.79,242.03,232.15,214.98,180.22,,,
2006-09-13 22:13:23.482000,L5,273.38,289.76,290.22,286.41,287.14,283.65,260.81,259.46,249.66,,,,,,,240.28,245.34,248.88,252.03,246.29,243.81,255.03,247.44,254.20,254.81,254.98,256.99,259.26,262.62,254.62,264.53,253.68,,,,,,,,
2006-09-22 22:07:18.800000,L5,,,,,,,,,,,,,,,251.35,258.13,254.50,253.30,255.47,252.72,250.37,251.80,249.16,244.16,243.38,248.98,244.37,244.99,252.30,254.55,248.21,250.09,257.49,253.85,250.99,220.73,183.67,,,
2006-10-08 22:07:29.137000,L5,307.79,322.04,330.20,328.95,324.82,320.45,321.31,318.29,300.63,300.44,298.53,300.50,301.68,297.81,300.36,297.50,303.94,300.90,301.16,300.54,295.76,300.51,296.62,293.85,287.37,288.21,287.75,290.85,296.11,296.70,301.41,301.96,302.44,302.13,303.42,286.55,283.06,279.91,285.63,274.79
