dates,satname,nzd0371-0000,nzd0371-0001,nzd0371-0002,nzd0371-0003,nzd0371-0004,nzd0371-0005,nzd0371-0006,nzd0371-0007,nzd0371-0008,nzd0371-0009,nzd0371-0010,nzd0371-0011,nzd0371-0012,nzd0371-0013,nzd0371-0014,nzd0371-0015,nzd0371-0016,nzd0371-0017,nzd0371-0018,nzd0371-0019,nzd0371-0020,nzd0371-0021,nzd0371-0022,nzd0371-0023,nzd0371-0024,nzd0371-0025,nzd0371-0026,nzd0371-0027,nzd0371-0028,nzd0371-0029,nzd0371-0030,nzd0371-0031,nzd0371-0032,nzd0371-0033,nzd0371-0034,nzd0371-0035,nzd0371-0036,nzd0371-0037,nzd0371-0038,nzd0371-0039,nzd0371-0040,nzd0371-0041,nzd0371-0042,nzd0371-0043,nzd0371-0044,nzd0371-0045,nzd0371-0046,nzd0371-0047,nzd0371-0048,nzd0371-0049,nzd0371-0050,nzd0371-0051
2000-11-07 22:09:53.335000,L7,298.50,308.90,315.55,305.79,309.31,251.78,267.63,248.18,201.61,239.63,241.70,274.94,260.05,256.00,277.38,281.89,279.56,286.67,295.54,294.08,295.58,293.96,292.21,296.60,294.73,299.90,280.24,292.72,291.82,295.77,294.94,290.41,292.68,288.42,286.90,281.89,287.09,257.06,256.49,261.55,227.64,209.71,254.62,243.72,239.84,224.30,243.78,233.60,215.18,304.27,318.52,463.18
2000-12-18 22:03:49.828000,L7,376.67,395.67,386.55,377.55,375.40,387.94,390.58,371.69,357.88,349.20,347.55,358.57,355.92,346.54,349.42,347.25,347.68,361.86,363.09,367.69,374.03,375.02,373.79,378.89,380.31,372.97,374.39,378.15,377.79,378.07,384.32,374.52,376.64,326.83,325.03,316.08,328.31,322.45,404.93,382.17,368.42,374.19,376.46,379.67,363.16,367.33,361.24,360.08,375.62,356.63,371.53,495.97
2001-01-03 22:03:48.276000,L7,327.37,333.86,339.60,333.15,334.75,314.23,314.81,307.20,292.31,287.53,286.03,299.21,339.94,337.18,337.51,337.90,335.73,313.34,315.45,311.49,310.50,319.16,318.40,317.26,315.22,316.15,367.03,370.57,374.63,381.81,359.20,313.94,303.30,285.70,283.33,280.38,280.23,286.28,290.21,285.45,292.49,418.91,469.50,543.64,,,,408.03,482.96,483.19,,
2001-01-10 22:10:03.706000,L7,,,,,,,,,,,184.45,230.81,243.34,239.25,253.57,245.51,258.17,210.39,265.03,259.61,263.08,220.44,191.42,206.84,207.56,181.36,201.01,193.20,193.65,195.33,200.80,258.07,255.11,244.66,268.21,259.57,237.79,270.53,276.68,273.32,225.74,255.28,265.86,259.65,257.28,259.03,263.32,253.03,261.24,286.70,302.22,441.30
2001-02-20 22:03:48.640000,L7,,257.65,277.37,241.74,199.62,,,,,220.44,211.63,216.41,236.53,243.58,255.53,268.78,262.34,258.55,267.69,260.13,268.72,270.88,258.57,266.23,264.90,212.48,197.33,190.98,194.58,196.06,268.76,199.86,267.03,266.69,264.94,258.24,235.44,264.39,260.17,257.42,248.83,255.07,260.05,237.46,250.10,246.25,252.60,247.63,273.67,269.47,280.86,433.67
2001-03-08 22:03:44.911000,L7,309.06,320.54,330.78,322.98,323.37,330.09,309.54,297.93,287.14,283.33,258.82,286.78,278.98,264.60,283.72,287.19,279.21,287.81,294.70,291.68,296.44,291.66,299.09,300.44,299.25,299.17,295.45,309.79,309.01,303.16,303.72,506.02,499.82,302.16,309.83,303.86,483.76,535.01,320.28,316.97,322.10,311.11,313.23,317.99,304.77,309.92,306.53,313.67,319.12,309.12,317.34,494.12
2001-07-05 22:08:57.615000,L7,287.38,301.11,311.25,301.33,309.93,293.00,272.28,254.60,171.19,212.14,243.78,240.15,279.18,260.42,282.01,298.43,278.28,280.00,293.24,292.38,287.79,287.41,285.29,285.45,281.92,285.58,285.07,291.36,285.77,285.73,290.66,281.74,289.90,287.76,290.49,287.62,280.99,282.81,311.86,292.58,289.23,285.40,289.05,281.10,279.64,276.80,276.55,284.79,288.54,290.54,287.69,437.88
2001-08-15 22:02:14.505000,L7,298.71,303.16,309.25,300.24,321.02,290.87,295.25,285.47,281.50,280.49,242.40,283.28,272.37,279.85,289.63,289.35,286.04,328.30,313.12,328.63,318.30,330.97,303.44,305.43,301.12,299.75,302.16,304.89,293.78,296.74,297.42,296.66,310.31,296.03,529.99,503.09,511.91,292.48,295.05,354.68,351.13,287.70,289.34,291.25,284.51,284.42,274.49,286.76,290.40,284.01,297.01,476.12
2001-08-31 22:02:05.221000,L7,303.36,303.43,312.07,306.64,317.35,304.50,297.93,290.19,281.48,289.76,266.34,284.67,294.14,279.69,290.13,292.65,288.87,295.27,298.19,297.70,298.29,296.45,307.19,310.64,308.84,307.92,305.03,310.34,305.70,310.85,306.53,302.63,299.66,303.62,327.05,312.14,310.14,317.67,301.28,299.92,311.28,303.91,440.72,478.42,301.66,419.47,372.56,389.37,306.85,299.88,316.07,469.59
2001-09-23 22:08:02.998000,L7,405.42,385.66,372.17,353.44,368.04,358.74,354.64,306.16,318.69,341.55,339.14,333.62,495.36,490.60,498.25,467.43,443.24,448.25,324.28,334.41,344.73,346.01,346.53,322.03,530.26,509.49,539.48,552.57,538.11,419.61,426.83,433.37,445.26,412.32,537.21,487.76,495.53,522.94,531.81,434.08,442.68,469.40,486.78,505.71,469.83,324.15,329.67,534.32,520.82,478.19,472.48,483.37
2001-10-02 22:01:40.483000,L7,263.48,245.28,264.29,224.18,223.53,248.26,198.63,195.63,190.05,222.59,168.44,225.36,258.72,251.61,270.77,277.45,273.33,275.23,283.29,280.40,190.22,286.34,281.84,280.09,275.02,271.49,199.82,286.87,283.71,286.13,273.60,276.06,284.83,281.25,277.04,271.33,271.53,274.38,281.79,281.02,280.64,278.66,271.34,249.14,261.18,222.60,268.09,269.00,287.95,279.42,288.05,440.28
2001-11-03 22:01:46.660000,L7,335.32,339.45,341.87,328.03,341.80,336.98,337.31,310.44,307.35,297.15,343.65,349.24,311.99,303.42,318.38,318.51,529.23,512.90,417.33,452.55,460.72,495.51,466.66,325.37,329.19,340.61,342.29,340.20,344.71,342.19,326.33,324.05,320.76,321.68,314.11,314.72,329.76,321.61,456.13,441.56,437.85,433.72,443.30,440.68,355.12,332.39,324.51,325.87,328.66,324.55,334.83,458.58
2001-12-21 22:02:05.831000,L7,308.88,307.05,316.68,306.36,312.69,260.36,284.34,280.52,245.03,249.71,203.57,284.43,262.09,251.55,282.96,282.69,276.66,291.15,295.47,291.44,297.21,269.45,234.45,236.23,296.01,299.18,293.70,294.91,290.67,294.39,287.19,290.68,291.93,289.37,285.84,282.65,290.54,288.34,292.79,286.46,286.27,287.08,286.14,282.80,273.76,273.25,283.54,287.49,303.46,295.82,306.58,455.23
2002-02-07 22:02:17.936000,L7,383.27,389.21,379.98,334.32,359.31,381.53,384.25,410.52,385.41,366.40,341.47,357.59,357.73,353.23,344.39,333.64,352.54,330.91,464.94,494.05,497.94,517.11,515.65,524.50,312.32,308.57,312.85,322.59,479.30,501.19,,,,,,,503.37,420.99,467.40,504.43,466.69,345.00,489.33,419.55,322.23,304.74,295.90,304.16,445.56,414.17,446.73,519.79
2002-02-14 22:08:29.220000,L7,381.78,385.67,380.90,363.95,373.94,369.98,361.88,352.47,355.81,342.84,348.93,351.65,354.64,346.35,342.55,344.31,352.94,353.73,356.67,359.05,366.56,368.38,372.64,366.85,369.10,370.20,372.88,381.13,369.95,368.82,362.50,355.25,347.59,343.94,346.83,350.98,359.74,354.13,351.52,355.08,527.78,460.26,374.30,361.98,452.42,426.62,488.36,547.91,493.77,357.03,372.87,485.20
2002-03-02 22:08:32.970000,L7,406.91,391.55,517.36,532.06,321.54,392.44,416.97,435.68,387.61,363.98,358.80,358.10,367.76,339.42,358.77,339.72,351.31,359.58,315.82,323.64,362.82,324.71,371.10,368.90,366.68,374.48,369.42,378.81,365.26,357.03,327.83,349.13,338.97,322.09,320.39,317.32,365.85,344.61,358.45,377.33,317.65,391.17,375.78,392.42,465.67,293.91,332.08,308.35,336.14,332.52,401.34,494.84
2002-03-11 22:02:19.622000,L7,307.99,310.62,312.11,252.36,310.51,267.27,297.68,292.07,198.38,225.22,217.86,226.14,249.79,278.92,286.31,290.77,294.92,294.33,305.25,301.13,302.77,310.91,300.41,306.36,307.61,301.17,296.88,305.03,300.05,306.83,306.61,297.41,295.66,293.57,295.80,293.58,288.44,295.97,295.99,297.86,297.01,308.43,294.57,297.83,296.08,294.33,325.03,297.20,310.90,306.03,315.81,457.48
2002-08-25 22:07:36.489000,L7,315.62,325.60,318.59,323.28,318.80,291.84,269.41,293.41,258.60,261.01,243.32,289.40,289.77,266.24,285.75,290.77,283.13,295.66,299.33,303.77,301.65,308.70,309.88,310.60,308.36,310.12,300.08,306.10,290.52,298.85,287.88,236.46,245.33,249.02,195.35,236.75,246.07,241.33,218.23,301.11,289.78,308.46,279.23,287.68,279.71,278.92,275.18,291.80,302.99,302.92,315.91,454.65
2002-10-05 22:01:07.311000,L7,284.04,284.93,309.45,242.50,249.71,190.79,303.98,293.62,291.30,294.36,250.56,296.01,295.78,222.81,230.95,246.07,270.89,268.54,297.54,211.40,241.23,236.01,301.88,306.71,315.58,308.21,335.98,305.31,233.17,210.43,239.95,237.37,241.44,293.81,311.56,307.08,330.08,338.32,334.73,247.60,251.12,246.69,240.41,241.50,230.14,215.65,230.64,313.39,319.01,306.08,312.03,467.91
2002-11-29 22:07:49.615000,L7,369.47,395.02,400.41,380.99,376.96,363.00,377.21,354.81,347.34,348.85,339.10,335.45,351.65,345.22,351.11,353.86,349.58,351.03,354.96,353.15,337.05,342.53,341.26,335.05,360.42,466.17,475.53,371.00,477.02,456.12,458.35,361.14,336.83,346.75,539.08,529.29,464.31,467.89,525.49,390.40,365.82,353.09,361.73,369.18,360.31,366.74,363.56,355.58,366.72,358.31,364.58,508.18
2002-12-31 22:07:56.130000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.12,206.09,206.17,195.77,,,,,211.15,224.93,202.56,191.70,,,,,,,,,343.79
2003-02-01 22:08:09.844000,L7,317.24,320.22,321.75,316.77,318.75,303.61,308.57,298.37,303.21,287.17,282.33,302.29,289.96,281.37,293.94,295.69,289.31,296.77,300.56,299.00,302.04,303.19,307.03,308.35,309.16,309.60,306.72,311.69,305.34,305.02,306.39,300.88,299.75,299.68,297.63,304.12,309.26,304.85,488.60,499.39,322.30,312.32,303.30,301.18,301.46,303.31,307.25,311.23,328.56,327.07,339.11,482.57
2003-02-26 22:02:04.470000,L7,326.05,327.45,338.25,349.44,358.56,340.00,319.77,313.89,310.63,310.12,307.23,314.78,308.79,298.27,315.90,313.23,309.18,528.65,524.49,521.06,325.69,322.14,320.90,527.21,531.82,528.79,519.50,530.18,535.32,502.37,499.26,316.93,322.56,325.23,321.87,315.07,316.86,318.46,330.78,328.87,323.97,402.90,404.28,466.59,473.05,378.15,461.21,464.81,474.40,340.80,358.47,487.14
2003-03-05 22:08:19.474000,L7,342.02,351.98,349.30,338.87,338.95,334.94,328.07,348.00,329.54,327.27,318.47,321.65,318.68,319.70,337.12,332.04,326.13,347.57,331.54,323.36,313.38,329.90,326.46,360.34,333.74,330.49,346.17,330.37,333.76,317.72,314.77,310.85,310.78,311.77,336.06,317.19,319.80,320.93,316.70,321.04,319.97,310.10,299.21,297.93,292.19,295.63,334.62,344.13,361.98,338.71,363.68,485.27
2003-03-21 22:08:15.672000,L7,336.32,345.07,347.97,330.53,343.64,336.20,329.07,322.77,315.91,320.38,304.34,320.10,305.52,301.17,300.07,275.89,236.20,182.07,211.50,291.16,297.07,318.29,318.92,319.86,328.78,311.85,258.58,246.87,259.78,348.99,351.10,347.28,335.15,315.71,337.70,317.58,337.68,315.92,312.66,311.64,313.82,312.55,302.59,184.49,,,240.22,303.17,303.28,276.80,,463.55
2003-05-24 22:08:16.964000,L7,307.97,321.05,324.23,305.97,325.74,318.67,294.36,300.72,290.79,290.86,251.45,291.42,300.13,265.93,312.60,305.28,308.52,307.49,307.10,304.01,297.09,329.69,311.85,310.56,303.58,307.48,299.84,298.29,321.50,319.60,302.67,297.39,312.34,306.28,300.41,309.23,316.95,287.16,294.38,332.61,318.82,334.35,310.75,310.19,293.48,297.27,294.44,294.59,312.49,313.76,345.96,445.31
2003-07-28 21:50:04.710000,L5,312.99,311.24,313.56,307.44,307.33,284.70,283.82,272.54,273.74,277.57,263.74,278.82,268.15,262.14,282.38,281.53,276.83,284.41,297.45,288.63,290.49,294.58,283.82,293.02,290.76,298.37,287.29,296.31,295.64,294.30,297.20,289.89,290.04,294.78,307.52,298.17,312.42,301.49,292.00,292.88,280.48,287.43,281.29,283.20,275.01,275.86,271.51,283.66,289.04,297.16,303.14,468.69
2003-08-29 21:50:38.152000,L5,317.46,324.49,322.87,314.21,313.67,287.90,304.82,280.37,281.98,285.33,262.38,289.77,274.63,272.36,294.50,292.73,284.31,297.27,300.10,300.07,301.11,300.27,297.99,305.24,300.32,302.22,300.24,304.52,302.02,301.97,302.22,295.46,300.50,293.05,289.59,293.17,291.16,287.93,293.95,287.27,288.55,289.85,284.49,282.33,281.45,277.84,282.14,290.89,302.50,302.73,316.14,473.70
2003-09-14 21:50:54.515000,L5,316.44,318.40,320.89,309.82,308.58,277.21,295.08,278.71,278.73,271.66,258.47,288.70,265.85,265.84,287.57,288.36,282.26,292.76,295.74,298.53,294.81,294.92,298.49,301.64,299.99,300.77,299.34,297.55,296.50,299.64,293.72,298.89,289.42,290.28,289.04,285.65,288.54,286.47,291.92,287.92,285.48,285.63,278.62,275.45,276.98,271.24,273.41,284.32,297.17,299.76,315.93,480.34
2003-10-16 21:51:19.969000,L5,318.05,324.76,327.81,319.93,315.67,273.74,302.69,284.36,283.60,266.55,255.54,290.76,266.91,269.93,289.05,287.94,287.59,299.91,301.80,303.78,300.43,303.72,304.68,304.64,300.90,303.57,296.26,302.41,295.76,300.81,300.92,301.52,302.55,295.45,294.88,291.92,291.08,288.42,292.27,291.11,290.33,287.05,287.82,287.47,288.82,285.72,292.16,303.55,314.16,313.29,322.04,488.82
2003-11-17 21:51:45.201000,L5,321.64,323.58,335.08,323.86,322.71,282.27,310.83,295.02,294.01,285.43,274.64,291.53,260.33,267.80,284.72,284.48,286.44,302.40,303.28,305.46,306.87,307.58,309.79,306.11,296.68,299.57,291.64,298.33,297.90,297.89,300.30,303.78,305.32,302.77,301.72,301.27,297.04,291.68,291.70,290.09,288.23,287.47,282.94,281.99,290.11,288.86,291.56,300.95,316.80,314.13,328.72,485.88
2003-12-03 21:51:55.424000,L5,349.61,346.42,353.30,338.83,340.58,320.87,320.97,296.52,297.58,287.83,298.96,304.15,298.23,301.61,316.23,318.26,312.49,321.69,329.58,322.52,323.14,311.70,318.08,318.37,317.39,321.63,325.66,328.83,326.34,338.10,332.89,330.18,327.51,326.53,314.34,314.83,307.60,317.30,321.10,325.46,330.53,354.69,338.67,337.87,339.86,329.74,348.01,360.25,378.65,373.66,480.75,507.04
2003-12-10 21:58:05.829000,L5,376.59,398.65,403.55,360.50,353.90,344.49,317.55,304.25,303.24,306.12,304.99,311.76,323.04,328.77,346.45,357.52,346.09,340.19,342.28,348.87,325.12,316.08,313.60,316.92,318.65,328.04,330.60,332.52,342.53,346.80,336.00,340.66,327.79,317.09,319.93,315.00,334.10,338.33,318.16,320.62,327.22,332.12,337.84,327.13,326.63,328.84,318.71,321.73,334.80,327.37,345.82,497.24
2004-01-04 21:52:10.021000,L5,296.74,299.29,305.05,292.23,285.02,210.54,285.88,263.00,269.80,259.43,248.83,276.85,233.97,239.05,249.77,251.94,240.51,253.02,247.30,254.98,272.13,269.44,276.41,273.42,275.68,281.28,248.13,267.66,268.78,267.59,267.10,268.61,265.54,267.09,265.78,261.22,253.76,252.75,255.79,214.70,,,,,,,,,,,,
2004-04-25 21:53:23.341000,L5,303.86,305.29,312.04,302.07,303.35,274.91,290.16,276.28,278.04,276.06,269.41,279.22,265.71,263.44,276.92,281.61,270.59,281.20,287.39,288.89,284.43,288.70,282.67,289.96,292.04,288.22,286.73,284.76,290.84,287.75,286.53,285.75,289.60,283.24,285.99,286.26,289.75,280.61,283.59,284.18,283.60,284.84,276.07,271.55,271.35,271.78,274.21,283.47,294.85,292.42,302.91,468.33
2004-05-18 22:00:14.650000,L5,313.07,322.37,321.97,310.06,312.41,301.22,293.84,286.17,283.27,283.78,274.15,292.90,279.57,265.45,285.60,288.83,287.32,299.82,295.31,296.33,298.00,295.13,292.29,300.21,303.25,299.54,297.10,296.01,299.54,305.70,301.79,304.87,295.47,295.89,296.85,296.66,298.82,297.43,295.48,298.62,295.06,302.25,295.61,287.24,289.49,289.38,288.55,290.24,304.13,304.44,311.24,468.54
2004-06-12 21:54:47.510000,L5,,,,,,,,,,,,,202.16,213.22,199.73,226.10,230.38,236.65,237.99,244.92,240.47,238.22,236.37,246.49,254.74,249.36,243.57,245.30,250.58,244.98,236.60,225.92,237.82,235.18,240.47,235.22,233.39,242.58,,,,,,,,,,,,,226.18,415.41
2004-07-14 21:55:43.104000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.56,230.58,227.63,231.65,241.72,199.09,,,,,,,,,,,,,,,,,,356.05
2004-09-23 22:03:38.248000,L5,314.84,317.00,324.35,309.61,302.83,264.68,290.63,269.11,277.89,264.80,241.16,280.01,262.79,262.56,281.87,288.79,281.33,291.68,296.66,295.25,298.49,296.07,296.37,295.82,298.30,295.92,219.00,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-02 21:57:38.853000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.11,232.24,231.89,228.77,231.12,237.10,,,268.07
2004-11-10 22:04:35.857000,L5,352.30,359.81,359.84,331.58,324.97,314.60,314.50,298.98,292.60,296.73,314.21,318.10,311.16,310.51,313.75,318.52,313.44,302.57,309.24,304.61,311.97,317.13,315.34,324.63,338.90,330.94,329.47,324.55,324.45,333.83,312.73,310.02,308.06,314.82,307.93,311.22,308.38,319.00,313.32,322.91,312.05,316.79,319.52,311.85,298.65,298.71,301.39,312.58,321.43,324.42,344.92,493.59
2005-01-29 22:05:53.825000,L5,284.61,288.61,294.85,288.67,288.62,220.56,274.93,262.44,264.61,252.74,229.01,256.23,224.16,232.43,245.23,247.56,240.39,258.35,267.98,267.54,277.39,276.15,279.19,279.52,273.63,267.01,250.87,269.25,260.90,257.27,256.94,271.58,277.81,277.33,277.32,277.39,274.54,281.15,267.03,258.20,251.65,215.07,244.87,228.87,222.57,208.27,173.13,177.68,,,,281.77
2005-02-23 22:00:07.370000,L5,349.15,340.26,346.34,336.61,331.11,320.65,314.68,311.55,311.56,298.99,304.68,310.29,291.90,302.95,307.82,298.04,302.23,306.43,309.25,307.38,310.23,312.75,316.33,324.94,332.27,319.85,320.44,323.96,318.11,317.83,318.56,314.67,309.73,311.11,313.02,311.20,313.07,314.16,314.53,318.27,309.61,310.67,303.50,298.28,297.28,303.29,300.96,313.96,327.81,326.03,339.12,500.00
2005-03-02 22:06:24.060000,L5,319.86,322.48,329.49,321.74,321.96,302.01,308.10,294.33,295.18,282.00,280.07,288.90,268.34,272.05,283.60,285.13,286.17,297.96,303.58,302.95,305.76,309.15,308.68,300.57,297.47,300.24,296.85,299.04,299.19,300.29,305.05,305.06,304.81,304.19,304.89,306.28,302.08,292.17,297.19,292.24,291.16,289.14,286.71,288.82,295.25,293.51,296.49,305.73,319.08,316.67,331.14,484.28
2005-03-11 22:00:19.764000,L5,372.10,385.90,383.35,364.76,356.03,341.30,332.26,323.55,309.17,281.87,306.93,317.55,338.30,329.11,340.89,329.99,328.71,326.87,321.89,341.60,326.75,323.79,312.35,325.41,330.25,337.63,332.90,328.16,320.09,330.63,339.71,344.50,358.06,355.95,358.34,355.22,335.08,332.28,338.97,341.28,331.20,320.77,333.67,314.11,304.21,295.23,300.19,309.97,313.26,315.47,334.91,478.18
2005-03-18 22:06:34.540000,L5,325.00,329.85,335.47,343.59,308.60,288.98,293.57,276.85,277.96,270.53,283.41,303.40,283.19,285.37,296.87,296.41,291.47,288.77,285.69,288.34,292.40,292.72,291.91,294.27,309.33,314.14,312.87,314.27,309.72,311.18,309.34,288.84,287.73,284.17,285.90,289.14,288.87,293.96,304.28,303.18,300.71,301.66,300.77,292.14,277.46,271.02,279.95,286.32,297.84,293.58,318.99,479.60
2005-03-27 22:00:27.368000,L5,367.97,353.53,347.56,333.98,331.83,338.20,325.07,319.39,310.46,324.89,330.03,329.78,310.12,311.71,314.31,308.37,302.52,306.17,306.37,318.22,317.13,317.98,315.36,316.18,326.29,323.68,320.99,312.21,314.66,307.53,313.08,317.42,322.08,325.14,311.09,311.48,311.92,306.55,307.12,297.02,303.06,300.29,293.77,292.98,287.17,288.22,294.37,296.68,309.24,305.81,323.50,474.02
2005-04-12 22:00:30.943000,L5,320.56,313.45,315.62,307.23,316.09,301.98,381.42,396.64,367.12,358.61,316.02,332.79,288.75,314.69,351.86,362.32,300.68,296.43,304.44,300.21,302.01,301.38,307.14,311.57,303.47,295.02,311.38,330.28,368.51,459.19,450.53,387.09,313.22,422.06,344.38,367.84,364.06,388.50,443.32,420.79,363.68,328.01,347.99,319.30,277.90,280.04,285.77,289.49,304.75,309.50,325.75,470.98
2005-05-05 22:06:49.678000,L5,368.49,361.57,367.91,360.42,341.88,330.44,321.22,323.14,294.54,315.19,315.50,327.90,315.29,316.43,328.86,359.17,320.95,320.29,325.39,327.20,319.60,325.05,326.46,312.68,331.20,318.14,309.32,309.65,326.11,323.91,315.64,318.42,313.33,321.03,344.91,326.07,342.38,320.88,312.53,349.15,295.98,301.10,324.39,321.39,325.79,322.92,314.00,305.98,319.35,312.99,330.62,454.87
