dates,satname,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077
2000-07-04 21:58:26.393000,L7,453.21,495.10,498.53,371.23,531.09,526.44,351.51,346.91,349.07,279.40,280.34,261.99,288.31,282.63,326.97,332.98,340.24,334.95,331.59,335.74,319.91,335.94,336.48,328.14,341.66,338.98,345.17,345.40,356.87,351.57,340.62,250.41,232.57,262.61,323.88,271.99,280.06,260.13,263.44,261.81,247.00,266.76,236.38,206.06,263.10,271.75,269.54,266.62,259.84,268.12,269.27,263.51,254.32,267.58,256.87,252.37,240.69,239.35,239.05,234.90,232.00,225.74,241.62,250.23,260.34,282.42,279.16,264.38,282.93,279.31,253.94,283.43,290.01,298.66,304.65,319.64,309.56,314.60
2000-07-13 21:52:07.753000,L7,454.27,443.40,459.78,458.62,443.15,429.07,449.70,439.57,447.46,441.10,435.71,411.79,421.60,480.27,435.03,451.92,440.63,421.61,418.05,426.95,438.97,431.57,426.30,415.08,423.82,464.04,451.75,456.15,448.15,465.31,468.90,458.52,452.92,448.47,450.38,451.44,451.81,447.55,461.31,439.92,442.15,450.45,434.98,453.00,466.62,447.75,452.68,317.95,328.33,318.76,438.94,350.67,341.38,342.20,343.52,341.55,320.04,362.79,295.10,322.35,275.32,359.78,366.87,376.33,394.61,369.09,357.76,331.02,406.07,457.86,483.41,484.43,486.97,483.55,472.58,358.87,340.97,346.85
2000-07-29 21:51:50.349000,L7,495.99,466.69,354.05,358.05,351.86,325.79,334.85,328.21,234.24,429.36,417.46,435.78,439.46,428.63,440.34,434.93,425.66,411.23,440.29,447.10,458.80,423.27,422.05,434.30,431.89,426.98,430.72,446.56,419.94,329.23,,189.74,198.36,213.28,252.15,261.99,257.33,240.24,250.77,215.10,213.09,248.00,197.09,178.14,246.37,264.24,266.13,263.45,265.66,290.35,316.03,425.91,435.16,441.95,444.25,256.48,246.19,405.67,260.47,489.78,503.60,444.17,469.04,539.42,473.75,464.21,467.05,515.75,,,,,,,,,,
2000-08-05 21:57:56.710000,L7,461.04,396.35,425.10,522.71,461.35,468.07,490.92,483.81,469.43,444.99,474.19,485.25,295.34,300.01,348.34,474.57,472.82,460.78,487.40,494.95,537.88,512.24,524.91,344.03,353.23,469.67,455.62,457.68,500.97,503.97,500.33,499.40,458.02,450.20,440.05,449.00,486.85,465.61,457.02,465.07,466.98,492.05,499.70,508.35,530.36,276.95,279.51,270.01,271.67,281.17,279.42,272.01,265.09,273.95,269.12,514.66,508.55,508.43,513.32,513.12,505.96,507.77,518.04,533.31,520.95,521.64,527.57,519.96,512.77,505.66,519.26,498.24,511.83,308.81,308.31,329.47,486.34,490.13
2000-08-14 21:51:44.223000,L7,342.64,359.61,359.30,363.90,351.57,339.20,338.86,337.80,326.23,263.64,277.64,245.63,273.63,273.10,311.57,325.82,354.04,330.98,324.95,331.65,311.47,333.27,333.84,324.97,340.61,335.58,339.30,341.30,345.14,347.31,335.01,305.40,328.13,324.42,322.41,317.54,321.04,274.76,263.74,269.79,254.17,269.32,259.08,240.02,263.92,265.44,269.64,261.71,260.50,273.94,519.29,466.08,520.64,510.06,520.47,443.20,509.45,522.97,460.09,236.37,243.14,233.68,242.01,258.53,275.32,273.96,278.35,271.36,273.84,289.99,253.72,283.18,298.83,296.88,298.98,309.95,310.10,324.88
2000-09-15 21:51:13.624000,L7,341.90,354.84,361.00,363.41,356.88,342.55,343.67,340.55,324.69,273.43,284.73,253.72,287.01,288.21,311.87,326.52,347.68,336.62,343.91,337.91,314.21,342.42,333.67,323.42,342.26,337.20,339.87,343.99,345.92,357.18,330.97,314.57,338.15,487.68,499.52,492.76,521.71,518.25,517.36,509.46,343.35,348.11,344.00,299.34,306.72,304.11,342.51,340.22,315.50,290.03,289.01,281.71,277.90,280.90,281.92,276.84,275.11,264.69,264.82,264.62,255.80,337.54,352.77,363.49,374.97,304.86,381.14,390.04,388.20,535.80,500.73,402.66,398.78,401.98,407.30,,,
2000-09-22 21:57:17.413000,L7,529.39,507.50,540.88,537.44,515.92,527.72,515.10,516.95,509.95,486.11,479.93,491.86,473.89,497.54,494.99,489.59,470.02,508.44,537.57,497.22,484.29,476.98,494.29,491.86,494.82,500.02,503.15,447.70,513.82,518.17,520.40,513.50,510.72,498.47,492.59,493.56,497.03,485.04,478.58,516.15,521.03,524.81,373.38,380.08,377.90,362.88,361.57,362.65,357.06,356.10,349.22,236.87,517.16,524.20,510.68,498.37,502.63,544.47,,,,,,,,,,,,,262.74,282.76,401.60,416.27,418.26,420.38,418.95,417.16
2000-11-25 21:57:10.965000,L7,351.23,364.65,357.88,362.07,358.11,343.85,338.52,334.91,317.11,275.53,293.28,265.20,296.96,287.01,320.67,325.60,337.80,320.45,321.53,325.88,306.72,331.43,326.77,320.77,335.53,335.08,343.01,344.89,354.35,355.89,327.69,317.53,334.30,335.69,330.16,324.13,337.15,336.65,440.23,417.15,455.82,457.71,455.96,451.69,420.58,449.92,463.01,441.12,337.34,335.00,334.88,329.90,324.75,322.47,325.66,319.67,325.49,338.50,334.02,341.31,346.33,350.49,358.89,366.35,373.60,374.96,379.86,383.15,383.73,398.10,401.35,403.74,406.02,405.15,405.73,397.97,403.42,473.18
2000-12-04 21:50:58.069000,L7,450.18,517.35,426.60,493.55,472.30,457.65,510.18,538.00,490.93,525.00,413.06,413.47,416.36,418.22,403.05,483.18,485.82,488.42,541.86,353.08,340.13,355.29,356.75,342.02,356.91,360.15,363.39,365.57,372.99,380.15,365.71,360.35,397.48,386.24,388.92,359.58,365.42,389.93,419.97,375.72,364.97,367.54,371.15,373.81,368.95,363.73,363.45,362.34,525.82,478.33,517.40,471.99,461.00,482.98,350.11,349.02,355.09,362.22,365.28,368.95,372.32,375.19,382.87,388.91,398.68,395.56,401.17,405.53,407.18,417.59,418.70,421.32,421.83,422.86,416.65,417.01,418.08,415.65
2001-01-12 21:57:18.640000,L7,435.57,433.47,424.56,411.54,414.96,408.20,392.26,373.49,383.09,309.12,306.68,299.73,303.56,302.53,353.75,346.22,364.96,374.42,363.25,359.60,345.09,358.70,358.57,348.02,357.03,354.25,361.17,361.40,373.63,384.18,374.46,360.48,393.03,362.83,371.02,349.68,359.59,491.27,491.53,465.02,448.36,443.30,480.96,507.13,364.34,365.21,363.75,365.13,357.32,343.32,234.60,473.10,486.66,333.48,352.76,328.77,349.27,357.23,318.15,361.73,374.39,372.52,378.74,379.65,391.05,395.13,393.39,403.68,399.07,411.59,414.80,416.56,417.55,414.87,419.18,418.29,418.25,417.56
2001-01-21 21:51:10.359000,L7,365.40,374.55,362.68,373.00,370.00,372.35,358.27,356.65,388.11,283.09,289.81,255.15,288.44,287.65,334.54,336.17,360.16,339.69,333.57,334.59,314.91,343.14,337.88,334.05,349.41,346.45,346.32,348.15,359.08,361.15,348.80,326.96,346.45,340.78,334.14,329.93,339.81,341.05,336.05,345.57,457.09,510.12,493.32,480.81,488.51,512.45,509.39,518.93,347.69,340.46,336.36,330.50,321.88,324.14,322.37,319.49,325.84,340.94,330.68,336.61,339.08,347.18,362.41,365.99,375.30,377.74,382.63,389.86,389.80,399.32,400.85,402.83,405.76,407.60,411.37,413.94,419.75,420.12
2001-02-06 21:51:02.555000,L7,486.64,445.39,479.57,472.74,471.11,469.24,467.50,457.52,455.99,460.35,456.32,446.92,453.29,459.49,472.90,439.46,418.01,446.92,456.66,451.64,446.46,461.80,450.21,447.28,440.76,455.57,349.49,347.59,357.57,363.71,344.73,328.85,344.51,345.23,439.75,483.54,467.81,476.58,472.79,348.09,346.93,354.14,351.86,478.91,475.25,485.08,473.82,473.19,471.11,466.50,465.34,336.99,327.53,328.71,323.72,325.79,334.14,340.74,317.36,316.31,296.44,465.99,483.02,506.15,502.34,512.93,509.25,515.14,505.53,514.41,516.31,528.73,536.78,499.42,501.70,505.45,499.35,497.49
2001-02-13 21:57:15.648000,L7,407.20,408.90,393.66,403.88,394.92,399.27,394.78,389.70,381.38,323.08,356.81,372.68,314.68,312.55,352.33,354.25,361.43,358.60,357.01,359.41,367.00,365.88,371.76,374.75,366.67,362.07,489.27,521.41,486.80,486.00,514.74,359.07,361.60,360.65,365.54,354.42,360.54,360.56,372.33,383.07,398.23,398.76,395.99,394.06,391.05,403.32,373.69,368.81,357.28,353.82,359.47,526.53,513.13,500.77,497.05,353.71,479.79,482.95,445.08,482.92,367.88,369.95,377.35,383.44,389.42,393.05,397.76,403.28,406.99,417.55,419.47,421.59,419.09,415.45,416.24,416.58,415.33,416.02
2001-03-10 21:50:58.754000,L7,397.74,396.06,393.67,392.21,387.50,406.55,389.27,376.87,375.47,340.58,310.56,403.94,301.76,296.71,352.26,351.63,357.00,348.73,347.15,348.72,348.83,352.54,355.90,342.04,351.69,352.16,356.88,348.71,368.09,371.88,364.47,353.33,357.99,357.51,357.43,346.99,348.11,346.31,356.13,365.17,367.14,372.64,369.38,283.50,271.47,290.33,358.68,358.40,355.36,355.26,355.11,352.48,284.62,271.37,290.20,290.22,278.58,267.58,279.76,275.27,275.42,273.45,276.76,282.62,292.04,294.43,297.87,395.80,395.96,409.63,408.67,410.69,433.90,413.97,413.64,413.15,413.83,402.23
2001-03-17 21:57:04.487000,L7,527.06,,517.96,490.28,425.94,425.59,344.29,333.46,276.86,294.34,282.81,250.21,281.12,291.68,369.15,348.89,337.66,316.63,295.06,330.51,352.82,358.91,352.05,324.63,332.22,328.66,336.54,353.40,369.50,374.24,361.22,344.17,361.27,358.56,341.70,339.34,344.80,347.15,357.50,351.95,261.39,259.36,264.98,375.02,376.15,370.79,360.74,357.69,359.09,350.20,356.65,352.03,489.30,493.71,485.52,348.11,495.55,460.30,511.53,526.91,504.01,388.16,,,,,,,,,,,472.81,454.33,454.57,525.96,,
2001-05-13 21:50:33.259000,L7,,,,,,,,,,,535.94,465.51,483.30,,434.35,472.56,529.98,522.67,515.30,523.87,518.71,,,,,,,448.35,432.96,533.59,514.19,527.83,440.14,473.28,343.98,538.78,536.32,470.93,477.54,367.14,371.65,397.80,393.95,440.90,393.66,400.35,427.03,448.16,449.72,435.08,422.15,442.73,434.55,433.10,432.02,437.39,442.43,507.36,439.07,443.78,428.45,429.79,468.56,515.60,497.44,499.11,536.09,462.93,274.70,285.29,263.21,287.31,298.06,303.58,307.25,316.82,321.91,332.97
2001-06-05 21:56:28.634000,L7,275.97,203.29,280.20,338.28,326.12,239.00,306.25,218.74,218.35,231.48,235.22,220.45,237.88,231.94,245.75,231.34,220.03,224.99,224.91,220.53,196.16,193.48,205.21,209.45,219.45,221.49,,,,,,,,,,,,,,,,,,,,,,220.92,224.53,236.68,241.66,234.71,227.16,224.27,,,,,,,,,,,,,,,,,,,,,,182.83,236.64,227.39
2001-06-30 21:50:00.160000,L7,267.22,206.34,225.41,239.10,224.41,,171.88,198.21,205.14,224.67,230.57,212.55,235.17,223.95,235.88,219.92,213.91,210.95,220.32,205.00,191.08,197.65,204.03,221.66,291.02,277.04,297.71,296.01,306.90,,,,198.50,216.16,220.83,201.27,234.20,,222.74,187.16,203.09,239.00,,,223.54,251.89,246.04,239.19,244.38,251.17,250.59,255.88,247.32,246.14,245.44,245.26,181.94,229.68,225.12,243.30,224.28,209.67,234.12,245.08,250.81,257.45,255.68,238.10,261.03,253.19,245.59,267.41,282.94,289.05,284.42,286.03,283.74,292.66
2001-07-07 21:56:12.103000,L7,354.66,372.15,362.03,370.74,361.61,352.97,345.77,341.03,337.74,267.23,271.31,253.04,279.66,263.77,313.57,323.07,330.20,325.90,315.87,332.20,308.06,324.58,331.35,318.05,334.19,335.63,341.51,337.70,346.01,354.00,341.73,216.43,231.01,252.66,321.16,266.42,275.70,251.26,260.32,249.60,248.76,265.79,195.27,170.79,236.08,250.72,242.64,236.10,247.91,260.81,260.59,258.46,254.27,254.79,250.77,263.07,234.77,237.31,230.27,232.54,235.27,232.46,244.08,440.29,454.40,464.54,485.10,482.76,492.53,532.37,503.18,452.49,538.99,519.41,301.52,305.51,309.98,318.45
2001-09-02 21:49:17.229000,L7,321.78,316.76,330.65,339.60,331.30,302.48,316.98,316.04,226.31,249.04,263.92,235.56,269.78,255.16,276.42,287.10,297.70,287.93,286.01,294.55,290.56,302.87,236.09,300.64,319.41,319.96,181.16,217.57,233.80,341.40,285.43,308.28,269.43,285.00,300.74,273.90,286.36,318.83,266.62,257.57,256.17,268.44,242.36,249.41,260.74,271.05,270.12,264.62,264.68,278.36,275.69,276.40,269.15,269.91,266.67,264.70,247.03,243.91,237.35,239.57,240.09,237.87,349.45,356.54,327.15,389.84,398.36,395.50,398.96,408.64,409.58,403.38,414.60,414.72,412.87,409.34,399.90,365.44
2001-09-09 21:55:24.790000,L7,422.24,392.64,381.79,385.87,380.33,380.18,381.77,385.67,377.77,384.83,377.17,377.95,374.04,313.29,381.66,382.41,357.41,370.62,344.63,347.92,346.52,352.45,505.63,528.01,510.57,536.30,386.40,366.86,366.31,379.55,365.26,348.76,366.08,361.88,355.15,353.72,358.84,392.81,386.43,379.38,384.44,401.98,384.00,403.89,374.88,373.82,370.56,364.79,366.70,359.03,362.56,378.50,295.78,303.27,297.30,294.95,286.59,490.95,487.90,494.81,507.94,535.69,289.01,295.07,301.26,402.90,409.95,406.77,413.76,414.11,411.52,418.21,411.57,413.49,414.30,326.98,421.60,416.76
2001-09-18 21:49:05.242000,L7,341.99,359.05,352.19,359.10,358.92,335.82,336.04,334.26,252.39,269.27,283.75,249.27,278.61,271.57,299.96,302.34,322.92,321.26,310.54,315.63,297.02,324.33,316.46,312.42,334.15,336.43,336.98,334.81,346.12,353.27,338.79,319.76,330.54,326.96,325.21,322.31,325.26,324.69,325.10,335.24,506.43,520.35,526.30,254.55,339.67,332.32,337.06,331.77,331.98,331.08,303.47,268.38,261.97,266.24,262.03,264.97,250.10,340.21,333.01,339.49,350.65,346.99,357.55,361.56,370.27,367.39,372.13,381.94,375.37,389.24,391.56,395.78,396.07,397.64,396.79,398.10,423.18,404.90
2001-09-25 21:55:16.606000,L7,477.90,516.95,517.59,502.23,502.87,494.43,493.40,493.76,485.48,467.84,480.72,387.23,399.66,310.63,348.72,347.22,356.45,356.28,343.97,345.12,323.71,348.12,345.77,342.69,353.71,366.74,366.73,361.55,366.76,377.05,363.79,352.86,359.47,360.12,356.89,347.76,353.94,362.85,357.26,362.06,367.63,367.84,372.23,379.50,365.32,363.69,360.82,360.77,361.26,362.92,362.38,358.41,353.55,359.29,358.72,360.37,356.84,272.53,278.01,272.88,267.92,397.71,390.91,392.50,391.59,398.65,402.20,403.51,405.09,412.50,410.30,419.95,418.98,419.10,420.43,419.98,418.64,410.19
2001-10-04 21:48:54.017000,L7,347.67,341.08,348.52,345.17,338.05,287.34,325.67,325.23,275.32,297.52,297.88,248.04,267.43,232.15,276.39,301.72,339.57,335.19,252.44,251.22,294.83,346.12,433.50,424.16,453.23,,462.07,504.17,474.05,431.06,378.44,413.82,325.55,345.27,334.59,349.02,358.38,343.17,351.29,352.93,350.10,359.42,375.64,360.14,353.19,339.49,336.41,309.42,327.94,354.10,367.48,312.75,338.94,378.02,318.91,284.33,344.21,469.47,478.20,482.13,369.34,335.18,330.96,345.39,361.96,362.04,286.15,363.38,371.14,379.43,387.34,389.86,382.87,416.13,412.71,436.35,400.48,352.95
2001-12-30 21:55:25.157000,L7,345.76,364.34,358.62,373.92,363.67,345.05,342.10,345.91,343.46,277.47,288.60,249.60,298.83,289.64,321.52,333.37,352.24,340.55,332.70,343.96,311.92,351.07,333.01,331.53,355.01,349.10,352.22,349.65,354.60,359.70,343.34,318.34,333.42,339.47,332.21,325.06,338.40,342.68,338.87,339.52,330.96,341.42,336.55,345.92,356.79,342.03,347.83,350.21,348.25,345.67,343.90,329.59,323.52,324.58,328.96,323.99,328.15,351.82,338.31,344.18,353.51,346.71,358.75,358.98,363.95,332.02,362.29,378.46,376.13,393.90,401.48,405.61,411.36,407.11,415.24,409.94,496.72,477.95
2002-01-15 21:55:35.405000,L7,347.80,358.46,319.26,330.14,329.55,170.73,304.93,277.87,218.16,238.91,238.55,222.88,258.95,260.83,298.84,313.14,351.35,349.06,319.22,316.79,303.09,325.20,248.39,305.73,338.06,326.70,341.94,339.26,358.64,354.95,318.51,312.61,304.93,311.85,299.68,301.04,307.48,323.07,270.28,473.35,519.26,499.32,325.22,353.90,336.53,303.24,335.63,347.86,347.38,454.64,463.21,466.50,255.11,269.32,259.14,266.15,258.99,329.67,293.71,302.99,306.97,342.60,361.64,358.77,358.49,358.71,381.93,379.69,416.67,485.85,503.14,429.74,411.21,525.04,,,482.51,528.15
2002-02-16 21:55:42.088000,L7,389.86,401.91,385.56,400.78,399.37,394.10,385.39,382.96,385.18,344.07,322.49,332.75,324.40,319.37,372.56,362.44,363.63,360.79,361.69,362.31,361.46,363.90,367.59,356.74,365.60,366.36,377.05,381.73,381.07,385.34,378.26,370.06,369.65,368.42,366.03,527.55,424.57,,513.97,428.31,383.87,377.34,378.14,382.63,384.07,378.91,377.11,374.17,376.16,372.40,366.66,362.89,366.92,368.00,365.85,371.37,370.01,383.82,388.22,387.43,386.80,384.67,387.88,388.96,392.06,392.72,396.07,401.01,405.98,414.29,415.71,418.30,417.08,419.64,418.67,414.89,389.35,369.95
2002-02-25 21:49:35.857000,L7,337.55,356.94,347.65,359.06,353.79,340.87,333.81,333.39,258.49,267.03,275.95,246.97,282.63,277.83,313.59,320.02,333.24,324.71,319.74,330.82,305.84,331.98,324.63,321.53,339.09,336.50,338.75,343.76,347.56,352.89,343.53,323.77,341.57,341.29,331.07,328.39,327.98,331.03,307.11,281.03,256.85,266.67,310.60,329.39,333.05,359.23,355.84,345.24,344.19,339.47,330.29,327.13,322.42,307.18,275.04,315.49,352.14,384.03,376.65,427.46,441.43,435.95,483.11,446.18,392.80,367.17,465.89,456.49,472.49,470.11,467.00,484.85,491.42,482.85,458.14,442.68,477.50,532.42
2002-03-04 21:55:45.898000,L7,374.89,394.52,375.65,389.87,386.71,387.67,376.25,378.30,376.93,303.21,307.04,297.80,304.30,303.60,351.91,501.30,520.42,488.22,462.43,359.99,330.95,352.88,357.60,352.72,354.06,360.82,368.38,377.17,388.68,380.10,364.19,343.07,362.56,357.59,357.88,352.77,355.34,355.05,356.98,360.86,369.57,368.74,374.44,380.57,375.85,371.97,365.01,368.36,371.12,359.99,357.86,356.28,344.94,359.54,362.52,351.97,357.97,364.70,372.02,364.58,375.20,375.53,379.95,385.59,387.52,393.43,400.36,408.22,408.97,416.17,414.73,422.62,418.22,421.81,416.65,416.34,415.46,412.16
