dates,satname,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0013,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043
2000-07-13 21:52:07.753000,L7,334.14,331.72,306.33,302.62,294.01,302.47,312.95,317.43,340.01,406.36,523.10,511.73,505.40,501.34,421.43,428.76,313.40,308.76,481.30,527.97,517.89,489.58,316.80,327.14,318.13,303.45,306.70,316.17,311.27,331.01,326.91,301.81,388.68,364.44,424.01,421.76,288.33,285.35,302.38,300.98,299.69,305.04,307.74,323.61
2000-07-13 21:52:31.712000,L7,334.22,331.65,311.46,304.58,304.24,306.06,324.22,325.58,339.79,327.31,334.18,336.36,294.22,340.63,335.93,428.48,321.43,312.30,496.05,500.82,447.51,447.98,321.83,330.41,324.23,309.08,309.97,316.09,316.81,332.86,330.61,303.38,364.46,368.98,476.71,422.58,290.74,289.14,304.72,303.57,305.59,307.65,312.05,327.00
2000-07-29 21:51:50.349000,L7,,,,,,,,,,,,,,,,,,,,,,,,215.42,211.22,193.83,206.35,220.41,224.93,,,,,200.92,231.76,,200.15,217.69,221.48,241.91,230.31,,,
2000-07-29 21:52:14.316000,L7,,,,,,,,,,,,,,,,,,,,,,,,215.57,152.77,198.13,206.60,212.71,226.20,,,,,225.42,189.01,187.46,219.14,225.41,223.55,247.35,230.80,221.39,,
2000-08-14 21:51:44.223000,L7,,,,,,,,,,,,,,,,,,,,,,,,,214.85,210.85,213.32,219.55,224.12,,,,,,,,,211.17,244.40,191.66,237.16,208.06,201.40,211.99
2000-08-14 21:52:08.182000,L7,,,,,,,,,,,,,,,,,,,,,,,,,213.13,211.62,213.31,209.39,188.63,,,,,,,,,209.32,243.83,223.39,238.92,203.25,201.33,210.28
2000-10-26 21:45:10.779000,L7,,,,,,,,,,191.55,204.33,186.35,214.24,,,,214.99,239.70,234.77,249.77,235.53,197.58,248.77,242.46,237.72,235.98,232.06,244.31,141.53,165.52,185.37,165.24,208.28,214.05,224.67,224.86,218.79,217.41,237.92,236.08,165.96,258.28,266.09,265.02
2000-11-18 21:51:22.819000,L7,339.40,317.07,313.82,314.09,339.76,337.67,369.20,375.69,378.92,377.43,367.45,363.82,354.82,352.76,352.62,348.87,350.89,337.69,339.76,335.54,331.77,337.68,350.28,346.10,350.20,389.52,447.56,322.69,341.63,339.25,350.67,333.56,317.49,309.01,320.25,322.01,318.27,323.99,335.37,437.99,440.39,432.11,369.39,378.60
2000-12-04 21:50:58.069000,L7,227.56,195.28,246.87,248.88,220.40,265.65,253.41,275.75,278.62,267.39,276.11,281.02,257.84,213.43,285.89,279.40,243.84,265.55,287.49,293.41,294.28,285.94,293.78,296.92,274.27,273.74,274.62,293.77,290.65,275.04,287.36,285.66,285.51,296.65,311.44,307.79,301.75,287.52,292.04,299.82,297.41,300.49,308.19,307.50
2000-12-04 21:51:22.024000,L7,228.62,195.71,245.91,246.23,218.52,264.26,252.58,274.30,276.37,265.87,277.61,281.44,257.23,212.65,281.07,276.03,242.21,266.93,286.85,292.27,293.92,284.44,290.59,293.28,273.81,273.48,273.82,292.76,288.92,274.43,286.38,283.13,283.60,294.39,308.97,306.11,206.55,199.93,291.02,297.59,295.48,300.44,305.69,306.38
2001-01-05 21:51:04.492000,L7,499.67,435.00,429.47,461.41,459.21,443.36,488.50,490.27,508.19,511.42,447.14,427.53,425.83,416.04,477.55,469.01,470.10,481.46,437.84,428.50,405.51,392.09,419.34,448.00,420.71,439.75,392.83,436.64,454.06,468.79,435.93,461.02,437.85,448.84,450.69,461.24,441.35,384.39,429.02,437.51,429.31,424.47,401.04,423.46
2001-01-05 21:51:28.457000,L7,523.32,424.86,417.97,458.70,457.11,441.43,486.10,485.96,511.83,508.45,448.38,422.41,424.62,415.96,477.88,468.56,468.49,481.60,465.54,426.37,404.40,392.34,421.70,448.71,415.55,438.78,399.57,435.33,453.70,468.42,436.32,457.07,437.09,449.61,448.57,457.93,442.77,387.15,428.20,436.23,427.45,420.01,405.65,423.45
2001-01-21 21:51:34.318000,L7,,,,,,228.01,235.25,229.90,235.56,,,,,,,,,,176.03,215.41,229.03,239.98,225.93,268.07,235.02,234.45,,256.73,265.85,276.12,248.79,266.45,239.19,251.72,284.80,,,,,,,,,210.53
2001-02-06 21:51:02.555000,L7,346.55,328.30,324.56,306.23,295.86,314.61,317.99,322.91,358.58,345.67,339.10,337.88,299.71,305.79,243.40,327.10,328.18,313.57,316.26,321.92,322.36,309.45,313.36,315.64,308.43,300.58,304.28,321.36,316.89,323.10,328.34,313.54,302.07,314.53,322.89,325.80,306.71,294.14,302.89,306.09,309.59,304.01,309.13,311.99
2001-02-06 21:51:26.449000,L7,349.90,336.54,331.70,311.00,297.78,327.34,327.99,334.68,364.07,370.75,344.08,342.75,305.00,311.20,253.35,329.21,330.71,316.27,320.47,322.94,324.13,313.38,315.49,317.29,313.74,304.32,307.03,324.44,321.98,325.76,330.81,317.20,305.44,319.04,327.13,330.07,311.32,303.17,306.32,310.50,311.05,307.33,311.02,314.29
2001-04-27 21:50:43.832000,L7,353.87,277.23,251.23,317.34,245.16,269.78,270.43,289.14,305.09,309.46,322.17,352.73,354.62,298.22,313.09,338.33,318.58,325.52,301.58,315.95,310.68,327.13,319.82,324.48,274.89,306.49,310.33,325.79,336.52,322.96,342.50,328.30,313.79,319.42,320.40,257.18,225.50,321.07,318.59,315.81,309.72,318.73,309.15,316.07
2001-04-27 21:51:07.792000,L7,314.79,268.82,243.90,307.99,243.14,263.75,270.06,276.54,295.83,307.96,320.41,348.22,267.76,289.48,308.79,337.68,316.28,318.96,296.47,309.61,307.11,326.72,318.23,323.29,330.08,303.15,304.67,324.40,319.81,305.14,333.69,320.77,312.98,314.18,307.99,317.21,313.06,315.15,312.51,306.82,309.11,314.69,308.27,311.49
2001-05-13 21:50:33.259000,L7,,,,,,,,,,,,,,,,,,,,,,,,196.69,193.64,192.04,185.29,216.58,219.38,215.87,220.73,212.65,167.65,216.79,237.51,243.20,231.54,216.05,243.60,245.32,240.71,242.97,229.83,199.65
2001-05-22 21:44:42.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,211.58,208.58,216.14,217.11,226.53,221.94,223.46,225.52,212.08,224.79,222.92,241.47,247.88,240.88,238.24,241.46,249.96,236.29,257.71,254.56,208.42
2001-06-14 21:50:38.006000,L7,,,,,,,,,,289.25,317.42,309.21,399.86,405.70,359.62,385.79,258.60,286.22,302.30,288.50,250.40,264.34,233.04,278.53,252.92,249.45,261.17,267.02,261.66,264.06,272.45,263.28,263.84,281.46,323.41,293.53,278.28,283.10,288.25,292.08,292.32,336.09,313.81,314.58
2001-07-25 21:44:06.674000,L7,264.80,236.10,271.77,260.35,235.73,506.08,497.26,284.47,312.54,301.14,309.20,348.77,258.97,220.79,296.92,304.89,292.39,321.48,323.08,323.04,321.71,312.26,310.98,327.66,326.77,271.60,309.91,327.47,262.99,261.81,270.79,258.62,260.50,273.35,328.57,287.39,276.65,263.27,274.00,316.77,309.95,292.91,308.00,309.09
2001-09-18 21:49:05.242000,L7,322.61,297.79,302.19,297.73,301.66,314.43,301.47,313.84,334.79,320.57,323.79,313.36,283.31,405.05,388.03,459.84,386.00,508.56,447.75,509.97,459.71,431.08,308.98,333.27,309.07,302.74,298.07,304.45,309.01,307.69,319.97,300.79,297.33,304.66,319.24,321.76,309.75,296.17,303.61,301.77,305.62,308.48,328.21,368.80
2001-09-18 21:49:29.215000,L7,337.77,312.62,403.35,422.23,382.89,401.69,320.68,329.32,350.71,335.34,337.55,323.57,288.15,406.38,410.97,495.66,498.31,513.28,368.16,517.78,464.57,436.52,316.54,349.29,431.86,315.46,304.49,310.10,317.90,352.75,387.52,306.99,302.41,315.62,326.75,334.34,321.38,304.21,311.57,307.02,312.30,316.01,337.80,380.82
2001-10-04 21:48:54.017000,L7,521.12,430.40,429.14,407.27,415.15,324.93,467.24,464.35,522.00,486.20,393.73,474.42,449.05,505.12,,509.15,461.02,460.95,482.55,487.48,479.53,461.52,,,,534.88,473.25,403.01,439.89,453.51,439.46,456.50,425.34,433.47,,,,,,,458.64,,,
2001-10-04 21:49:17.977000,L7,410.86,430.89,430.12,407.27,415.97,325.55,467.33,466.41,511.14,487.32,463.18,368.02,450.64,507.46,,509.66,461.90,462.91,483.18,488.58,479.76,460.95,,,,535.69,472.47,404.00,442.83,453.16,441.01,456.25,425.52,515.99,,,,,,,459.27,,,
2002-01-17 21:43:40.748000,L7,354.85,341.37,334.55,326.75,330.58,334.94,332.89,353.13,383.45,381.28,370.94,160.44,374.28,383.70,382.86,402.81,386.07,380.94,366.60,347.86,343.93,335.26,331.11,335.52,350.53,334.73,325.79,351.90,366.35,354.66,398.78,361.41,348.55,525.49,474.52,384.90,,,501.05,480.84,432.58,356.24,180.55,
2002-02-25 21:49:59.822000,L7,,,,,,,,241.86,228.19,195.94,209.81,164.06,197.12,,,,216.57,223.43,232.90,206.28,240.01,234.85,229.00,199.00,209.47,206.50,253.19,259.68,255.50,251.12,253.22,252.19,259.55,271.45,277.28,276.81,269.53,259.60,265.83,274.78,265.95,269.68,262.96,272.19
2002-03-06 21:43:47.645000,L7,296.07,252.11,254.70,256.56,231.22,268.12,258.93,283.36,283.79,270.15,308.32,307.38,256.43,204.91,270.36,312.37,299.47,267.26,286.84,297.50,294.12,287.52,288.70,291.94,284.26,280.83,296.33,305.74,297.00,289.57,298.07,291.49,287.19,297.53,301.93,310.92,297.30,281.15,292.28,297.72,295.59,317.31,318.35,314.97
2002-05-09 21:43:40.721000,L7,316.80,315.70,375.62,387.94,382.31,309.27,312.02,309.53,356.16,330.43,336.64,322.45,279.02,298.98,321.21,330.55,312.22,301.53,315.21,311.13,306.58,311.12,296.99,314.92,297.92,285.20,293.22,303.36,295.41,277.23,309.61,293.80,431.81,427.93,440.92,433.13,439.78,379.48,279.07,292.77,286.53,319.77,293.39,363.33
2002-07-19 21:48:57.399000,L7,,,,,,,,,,,,,,,,,,,,,,,,,192.31,204.97,207.27,199.45,218.50,184.78,226.78,222.17,223.15,227.85,243.43,245.05,232.48,234.06,232.56,237.04,189.33,,,
2002-08-20 21:49:10.402000,L7,317.51,294.54,287.89,285.37,272.85,294.74,284.46,509.61,453.37,470.33,424.99,448.87,285.39,318.82,335.00,329.36,312.61,308.40,308.34,317.31,320.96,311.64,317.74,321.05,307.89,297.81,299.06,306.63,307.95,302.34,317.05,299.50,415.66,431.07,432.16,418.60,389.72,287.01,296.05,450.67,450.52,435.88,422.20,414.80
2002-09-05 21:48:38.182000,L7,,,,,,,,,,216.47,205.63,194.95,221.46,,199.93,257.39,217.62,241.17,245.97,240.94,232.77,202.27,,209.45,212.47,211.93,195.95,255.68,245.58,177.77,196.93,244.13,239.95,248.50,263.69,205.83,268.31,260.95,264.54,271.84,271.95,269.37,280.06,280.16
2002-10-16 21:42:36.617000,L7,,,,,,,,,191.39,205.39,201.11,193.56,206.09,,,,211.42,233.04,228.80,244.85,233.40,213.50,224.44,222.41,225.13,244.40,240.38,252.10,248.02,233.01,249.45,241.23,249.17,250.80,258.90,258.22,264.46,250.45,259.46,267.13,260.39,265.10,271.90,273.80
2002-10-23 21:48:27.128000,L7,224.89,222.18,248.19,240.01,174.92,260.78,235.32,274.41,285.66,275.52,292.07,281.64,250.40,171.67,279.69,295.47,248.09,289.91,289.24,294.72,290.20,284.15,286.40,292.56,279.16,277.17,277.87,283.13,282.72,267.50,283.95,277.25,279.92,292.86,326.22,299.32,293.08,282.87,297.61,298.93,318.45,297.19,303.16,308.10
2002-12-10 21:49:17.131000,L7,354.75,349.07,352.71,351.15,397.05,369.48,396.30,419.13,435.88,402.25,383.47,375.84,358.90,355.25,351.47,362.34,350.39,332.99,330.73,342.65,339.69,336.79,339.96,352.66,370.16,358.48,347.57,359.35,382.68,360.41,380.00,386.12,351.14,343.79,361.37,363.64,353.54,350.17,336.24,341.35,327.66,324.43,327.98,336.14
2002-12-26 21:49:23.939000,L7,,,,,,256.31,244.45,276.23,262.40,242.16,236.42,205.69,225.86,169.01,193.67,236.84,231.16,234.09,253.64,281.52,278.07,268.66,305.47,286.27,270.28,273.43,271.00,285.75,279.14,266.40,286.25,282.60,276.25,306.27,323.95,313.59,299.22,275.24,281.09,294.82,277.13,286.44,294.71,298.20
2003-01-11 21:49:02.380000,L7,356.13,341.45,366.88,370.36,380.42,446.31,440.46,424.32,444.45,419.94,404.09,444.15,375.79,364.47,357.92,473.04,444.83,447.63,484.41,467.00,357.91,344.89,398.03,334.11,440.74,331.56,440.65,511.75,501.61,365.34,356.34,338.88,326.67,332.06,373.25,400.13,360.35,332.53,315.95,371.92,313.07,313.34,318.83,338.94
2003-01-27 21:49:33.029000,L7,334.88,315.41,304.31,352.99,316.45,330.24,317.53,386.85,389.31,387.10,383.28,376.51,364.31,443.53,372.18,346.38,340.51,338.79,336.23,326.56,315.95,318.47,323.58,319.39,317.50,318.59,310.84,341.29,482.95,395.29,378.41,352.98,346.07,333.84,351.23,352.37,333.51,334.22,330.67,324.09,310.89,323.98,325.48,320.21
2003-03-16 21:49:22.109000,L7,358.29,332.09,322.53,318.60,323.30,329.11,333.91,331.35,372.88,365.38,371.33,347.05,302.63,344.13,349.74,340.38,331.35,320.28,326.39,336.50,332.61,335.34,319.75,324.76,295.18,312.59,308.62,327.77,335.74,333.04,329.59,317.85,307.51,321.06,327.82,329.63,316.63,302.28,309.86,311.06,436.77,414.48,310.37,314.63
2003-05-03 21:49:49.056000,L7,352.75,339.33,325.83,331.32,344.02,394.96,440.79,454.57,441.23,401.18,424.12,406.57,376.14,395.53,379.77,362.12,361.31,352.61,364.12,344.07,349.33,344.72,348.62,344.01,384.47,345.19,320.28,348.45,398.15,374.33,423.14,315.94,315.58,332.26,360.55,328.46,290.37,301.73,354.90,320.71,312.96,353.21,331.87,319.76
2003-07-23 21:31:26.274000,L5,340.86,329.77,324.82,315.22,308.23,324.24,318.23,334.98,374.94,339.41,357.58,348.72,304.02,354.83,346.19,346.54,340.11,328.17,328.33,329.97,322.05,321.39,326.26,336.91,330.03,323.76,328.61,339.30,327.79,342.72,341.50,319.15,307.34,317.35,328.61,327.36,309.17,308.45,310.94,319.93,317.93,315.24,323.46,329.21
2003-07-30 21:37:21.273000,L5,342.38,335.38,313.28,317.10,310.89,320.66,322.90,323.34,362.72,354.53,364.74,349.19,302.18,353.18,345.42,352.07,339.22,337.62,329.84,332.86,326.69,332.33,324.03,330.88,318.06,323.40,321.73,326.26,319.42,337.24,337.50,328.89,312.38,323.87,331.97,326.01,317.16,306.51,325.06,314.78,313.22,311.72,318.23,331.84
2003-07-30 21:37:45.389000,L5,342.38,335.38,311.34,318.99,312.78,320.66,322.90,323.34,368.84,354.01,364.74,349.37,302.18,355.11,344.11,352.07,339.85,339.70,331.35,333.50,326.79,333.37,324.03,332.03,318.06,323.40,324.40,326.30,319.42,333.58,337.07,328.43,312.38,323.92,332.12,325.93,317.16,304.87,325.82,314.57,313.50,312.01,319.89,330.87
2003-08-15 21:37:36.307000,L5,329.53,320.35,309.02,310.93,293.48,306.68,308.90,310.34,353.91,340.99,353.16,352.49,296.29,341.51,338.79,340.09,328.81,326.01,327.64,322.56,329.15,329.13,325.69,328.64,319.87,321.84,324.64,321.57,325.93,329.23,337.05,316.74,313.58,319.78,327.21,327.57,313.94,314.60,318.39,315.01,316.67,315.74,319.68,334.32
2003-08-24 21:32:00.647000,L5,328.23,323.89,309.95,311.36,297.98,308.17,298.23,309.13,345.54,339.43,346.83,370.93,376.03,357.73,344.48,348.00,337.86,318.42,309.79,305.43,309.72,322.70,322.16,327.41,324.60,317.84,327.65,331.23,328.12,337.53,336.68,326.84,319.42,326.36,335.85,326.57,322.18,316.27,318.66,314.18,310.00,315.56,320.45,340.95
2003-10-18 21:38:36.209000,L5,335.63,325.76,313.38,309.17,311.42,325.68,321.43,326.03,359.00,344.62,342.15,338.76,312.06,341.19,340.99,350.79,338.47,346.09,338.83,342.38,347.07,344.78,340.93,342.14,318.76,321.14,315.34,324.94,331.57,329.52,326.92,321.05,324.52,335.24,343.66,340.35,331.79,324.43,327.85,330.95,324.04,313.39,317.68,323.06
2003-10-18 21:39:00.182000,L5,336.77,324.04,313.15,311.37,313.43,325.75,324.87,326.03,360.80,345.72,344.02,339.80,312.49,341.57,341.35,351.30,338.53,346.37,339.19,342.52,347.66,344.36,341.39,342.39,319.37,321.43,315.69,326.21,331.96,329.95,327.06,322.52,326.03,336.59,344.52,342.16,332.43,325.08,330.16,331.43,324.35,314.33,317.85,323.07
2003-11-19 21:39:26.321000,L5,354.68,330.78,323.88,316.47,313.32,316.94,322.81,320.24,367.50,347.31,352.46,349.67,336.44,366.34,361.44,368.63,362.00,356.32,351.57,338.48,329.37,326.38,335.09,334.74,326.61,321.06,338.99,346.84,353.47,350.79,351.23,339.42,332.37,343.02,353.69,341.83,320.79,315.46,318.98,317.46,311.16,315.00,316.13,325.77
2003-11-28 21:33:21.973000,L5,394.05,380.30,396.00,384.21,399.02,410.69,422.95,439.43,423.45,412.93,417.68,420.81,416.68,490.53,481.63,442.10,404.60,403.59,388.78,388.96,399.21,383.00,388.90,397.77,422.29,393.15,441.07,400.88,396.44,413.88,433.97,381.62,374.78,400.56,391.77,394.14,405.69,396.24,390.68,402.99,376.57,393.45,374.73,367.87
2003-12-14 21:33:26.453000,L5,374.56,354.58,348.76,349.17,356.38,357.58,371.48,379.58,397.56,388.08,390.19,390.50,393.21,388.93,393.08,393.22,388.53,375.43,368.09,365.43,362.20,360.19,360.67,364.60,359.46,349.94,336.00,346.69,355.42,354.91,351.57,346.66,345.16,346.20,353.79,353.12,352.26,341.32,350.15,340.10,334.20,333.99,328.89,338.27
2003-12-21 21:39:43.071000,L5,240.63,271.36,267.77,263.19,258.77,277.68,261.60,280.62,299.19,297.19,309.66,308.65,268.96,320.83,322.74,333.54,324.06,318.56,323.16,324.61,309.79,297.45,297.58,296.31,287.83,292.50,298.28,308.30,307.39,309.01,323.22,336.53,362.27,343.42,336.37,324.82,324.79,305.67,302.10,296.57,297.41,301.53,315.97,320.64
2003-12-30 21:33:36.470000,L5,331.59,321.43,316.66,316.48,320.60,323.68,330.63,331.47,367.99,352.03,363.18,356.95,322.27,352.03,348.84,352.02,340.52,339.20,327.20,333.96,331.35,336.17,337.99,337.42,335.99,328.97,323.55,331.86,337.33,332.91,332.84,324.05,316.87,324.05,330.08,329.80,323.78,323.27,328.72,319.88,320.76,322.39,321.95,330.18
2004-01-22 21:39:52.321000,L5,351.46,337.04,328.33,328.14,324.50,324.95,331.49,356.08,369.51,359.91,355.03,359.43,292.32,364.33,373.74,356.92,354.86,353.20,341.16,355.84,333.46,336.22,332.75,340.27,328.73,326.90,323.40,345.98,351.52,360.05,355.60,340.61,329.95,342.48,360.46,353.78,343.03,317.86,322.30,319.52,316.19,312.92,320.53,327.44
2004-02-23 21:39:37.913000,L5,341.63,331.44,320.54,325.83,319.53,326.26,342.74,338.08,362.47,339.72,346.76,343.36,297.97,350.32,334.39,345.33,349.67,343.58,345.06,343.22,345.73,336.86,336.65,326.50,317.29,309.38,304.38,323.65,323.87,328.20,327.98,320.96,324.29,329.22,338.24,338.57,329.52,320.98,325.82,322.23,311.76,306.42,311.47,318.64
2004-02-23 21:40:02.028000,L5,343.06,329.78,319.21,324.48,317.47,325.55,343.38,337.57,363.04,340.61,345.54,346.18,298.08,350.63,334.16,344.87,348.59,342.34,344.93,343.01,345.83,337.54,335.50,326.27,318.13,310.34,305.50,324.35,323.62,327.22,328.60,321.27,324.77,329.90,339.44,338.90,330.33,321.67,326.64,323.08,313.35,307.65,313.34,319.65
2004-03-19 21:33:59.073000,L5,343.03,333.42,323.49,326.94,325.71,328.21,345.84,332.88,370.97,358.05,354.70,362.75,324.01,361.44,349.99,358.50,350.75,342.14,346.93,346.12,346.22,345.97,339.27,346.35,334.03,336.75,325.68,344.65,347.10,355.58,349.81,331.12,320.53,337.14,343.31,344.18,336.94,321.33,336.65,325.77,330.38,327.61,341.40,343.41
2004-04-20 21:34:43.076000,L5,340.66,333.80,325.07,325.33,313.99,332.13,335.20,341.65,374.04,353.67,363.96,359.60,326.71,355.58,357.85,364.30,351.18,332.83,341.86,337.26,335.44,334.61,330.75,336.34,328.33,324.64,317.67,337.97,334.95,338.76,343.81,331.51,319.87,327.57,332.29,330.94,321.04,312.70,321.78,318.83,315.65,313.13,319.52,324.83
2004-06-23 21:36:34.771000,L5,331.38,320.09,302.12,315.18,305.78,313.31,327.12,313.01,372.71,331.92,358.88,351.61,296.23,355.78,346.68,349.33,334.92,331.78,338.58,334.31,334.00,334.83,334.02,337.52,329.88,318.81,322.59,323.61,326.98,331.55,333.69,314.89,305.31,317.42,332.60,323.34,305.49,303.92,309.56,313.74,310.45,316.15,320.45,327.13
2004-07-25 21:37:25.800000,L5,340.67,332.61,326.58,325.85,322.07,320.88,332.88,343.24,373.86,378.35,358.03,354.39,305.42,358.44,354.68,359.64,357.11,342.82,343.85,346.02,348.24,342.09,342.22,352.69,342.31,328.19,329.01,342.35,351.13,348.02,345.09,328.93,321.35,335.49,350.05,337.93,334.53,323.79,329.62,328.64,317.23,323.14,325.43,341.03
2004-09-18 21:44:58.764000,L5,320.54,306.76,290.04,295.76,292.04,297.22,292.55,306.33,336.18,329.91,340.43,333.44,290.11,278.48,335.65,345.21,341.17,331.50,342.34,331.84,327.84,324.80,316.82,315.79,314.57,306.55,310.82,320.49,319.80,330.23,331.27,322.95,314.55,320.48,329.24,330.85,325.45,307.43,313.49,308.82,302.26,304.58,308.70,314.08
2004-10-13 21:39:20.914000,L5,375.10,354.63,357.52,344.73,348.53,359.31,379.35,389.24,389.35,387.56,389.88,401.96,389.79,378.65,382.69,385.14,373.51,382.19,363.81,362.74,359.95,356.53,345.66,348.38,352.26,348.63,338.02,357.41,361.44,365.44,359.51,352.47,338.71,345.66,362.17,360.00,352.44,356.14,347.88,340.27,340.57,347.34,336.67,344.80
