dates,satname,nzd0390-0000,nzd0390-0001,nzd0390-0002,nzd0390-0003,nzd0390-0004,nzd0390-0005,nzd0390-0006,nzd0390-0012,nzd0390-0013,nzd0390-0014,nzd0390-0015,nzd0390-0016,nzd0390-0017,nzd0390-0018,nzd0390-0019,nzd0390-0020,nzd0390-0021,nzd0390-0022,nzd0390-0023,nzd0390-0024,nzd0390-0025,nzd0390-0026,nzd0390-0027,nzd0390-0028,nzd0390-0029,nzd0390-0030,nzd0390-0031,nzd0390-0032,nzd0390-0033,nzd0390-0034,nzd0390-0035,nzd0390-0011,nzd0390-0036,nzd0390-0037,nzd0390-0038,nzd0390-0039,nzd0390-0040,nzd0390-0041,nzd0390-0042,nzd0390-0043,nzd0390-0044,nzd0390-0045,nzd0390-0046,nzd0390-0047,nzd0390-0048,nzd0390-0049,nzd0390-0050,nzd0390-0051,nzd0390-0052,nzd0390-0053,nzd0390-0054,nzd0390-0055,nzd0390-0056,nzd0390-0057,nzd0390-0058,nzd0390-0059,nzd0390-0060,nzd0390-0061,nzd0390-0062,nzd0390-0008,nzd0390-0009,nzd0390-0010,nzd0390-0007,nzd0390-0072,nzd0390-0073,nzd0390-0074,nzd0390-0081,nzd0390-0082,nzd0390-0083,nzd0390-0084,nzd0390-0085,nzd0390-0086,nzd0390-0087,nzd0390-0088,nzd0390-0089,nzd0390-0123,nzd0390-0124,nzd0390-0125,nzd0390-0063,nzd0390-0064,nzd0390-0065,nzd0390-0066,nzd0390-0067,nzd0390-0068,nzd0390-0069,nzd0390-0070,nzd0390-0071,nzd0390-0079,nzd0390-0080,nzd0390-0090,nzd0390-0091,nzd0390-0092,nzd0390-0093,nzd0390-0099,nzd0390-0100,nzd0390-0101,nzd0390-0102,nzd0390-0103,nzd0390-0104,nzd0390-0105,nzd0390-0106,nzd0390-0107,nzd0390-0108,nzd0390-0109,nzd0390-0110,nzd0390-0111,nzd0390-0112,nzd0390-0113,nzd0390-0114,nzd0390-0115,nzd0390-0116,nzd0390-0119,nzd0390-0120,nzd0390-0121,nzd0390-0122,nzd0390-0126,nzd0390-0127,nzd0390-0128,nzd0390-0129,nzd0390-0130,nzd0390-0131,nzd0390-0132,nzd0390-0133,nzd0390-0134,nzd0390-0135,nzd0390-0136,nzd0390-0137,nzd0390-0138,nzd0390-0139,nzd0390-0140,nzd0390-0075,nzd0390-0094,nzd0390-0095,nzd0390-0096,nzd0390-0097,nzd0390-0098,nzd0390-0117,nzd0390-0118,nzd0390-0141,nzd0390-0076,nzd0390-0077,nzd0390-0078,nzd0390-0142
2000-06-18 21:59:03.789000,L7,,,,,,386.84,381.73,367.79,,166.77,260.75,,,,,,,,,,,291.71,296.47,308.43,306.08,313.99,318.32,287.62,331.07,314.40,330.93,389.64,332.59,329.23,337.74,143.78,175.38,332.02,300.75,212.72,,,219.25,214.81,235.75,261.99,384.33,380.97,372.57,226.02,162.43,190.19,,,,,,,,380.03,407.71,399.51,389.63,358.17,287.76,223.30,,202.65,272.98,294.80,268.57,252.01,251.39,287.62,297.86,281.93,275.69,294.50,321.05,304.48,255.61,,377.76,378.48,364.19,379.61,361.11,,,285.72,330.40,368.64,347.89,,,,,,152.01,304.21,238.07,216.81,,,,,,,,,,,151.96,182.24,268.96,299.24,279.11,283.52,286.17,225.23,205.84,327.92,,,,,,,,,338.63,,293.10,256.04,236.68,,,,,328.06,368.27,,
2000-08-05 21:58:20.584000,L7,,,341.69,,416.10,459.47,218.52,404.09,412.08,416.02,409.24,365.10,281.01,317.44,282.53,310.23,269.58,273.49,260.14,292.03,322.15,318.95,327.17,340.24,347.52,346.52,343.08,356.70,356.42,348.96,355.41,411.78,361.15,371.51,366.82,377.85,374.35,367.02,366.59,368.30,444.84,415.86,470.22,479.22,475.43,474.96,493.74,486.62,477.96,481.72,470.35,457.47,442.40,446.09,378.75,301.34,342.25,424.75,468.19,463.84,448.30,431.16,463.33,415.42,421.65,418.80,421.40,406.38,421.87,414.56,317.25,319.50,348.89,440.04,444.57,301.36,290.03,318.37,497.81,488.46,489.32,497.70,480.63,479.19,457.53,428.35,437.50,459.34,498.23,470.70,450.41,484.08,447.48,394.99,292.12,263.94,325.95,301.65,285.09,346.82,329.88,317.61,312.45,316.82,354.57,249.28,288.13,292.41,277.46,440.97,477.21,269.39,334.61,376.47,351.34,377.73,176.62,216.65,156.13,195.18,166.19,150.79,419.68,254.95,310.99,211.67,502.50,488.13,487.94,471.21,409.43,446.73,448.22,459.97,463.72,410.93,516.97,473.82,513.15,447.39,452.07,444.63,402.32
2000-09-06 21:57:58.861000,L7,419.57,446.55,440.57,466.17,466.14,489.58,492.76,442.81,446.34,448.10,452.42,464.02,472.45,463.71,467.08,483.22,486.08,494.84,495.79,499.65,499.68,502.01,502.85,503.97,504.67,501.93,504.24,506.89,505.38,507.62,506.82,447.92,508.85,511.61,513.71,516.25,507.71,490.61,477.13,481.00,478.18,481.81,510.61,509.36,516.23,518.14,523.92,523.62,521.15,514.84,503.63,484.98,476.71,486.37,487.95,500.43,499.78,514.51,524.46,478.28,475.35,464.55,474.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-24 21:57:29.684000,L7,426.34,454.93,441.31,467.50,477.68,487.52,487.10,442.91,442.49,444.71,454.61,462.66,467.17,469.45,470.54,482.32,486.78,491.18,500.67,506.13,496.61,500.45,499.75,502.67,506.28,505.36,504.06,514.73,,511.55,507.20,456.17,503.18,505.88,509.79,508.53,501.36,492.06,475.10,480.35,480.00,481.16,506.66,509.16,514.46,520.70,523.77,520.67,515.16,515.80,501.54,483.81,476.83,481.90,487.26,498.26,495.05,514.13,519.83,480.95,471.82,461.58,486.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-25 21:57:34.931000,L7,477.66,477.16,490.81,516.08,507.75,498.77,,446.50,443.88,451.30,459.76,465.07,474.89,472.19,469.13,484.25,486.87,494.78,493.52,497.65,503.93,501.27,503.91,505.77,506.35,507.87,505.10,510.02,504.03,509.31,506.72,510.66,508.89,511.66,514.68,516.92,507.95,495.18,481.31,485.43,483.29,488.30,511.66,512.44,518.24,,,,,,508.69,489.44,483.45,493.35,507.90,509.20,504.49,525.61,,,517.23,501.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:57:36.803000,L7,458.00,468.48,444.41,467.16,479.38,490.57,491.45,444.13,442.08,451.76,459.37,465.24,475.15,470.58,471.65,484.44,490.59,495.59,493.85,500.32,510.94,502.51,507.95,509.96,508.56,508.89,508.95,507.78,506.81,509.55,507.76,450.03,507.45,511.26,515.69,518.57,508.73,497.09,482.93,485.47,486.65,491.97,513.56,514.06,517.10,524.16,,524.26,523.49,519.92,509.49,488.24,479.93,489.45,499.09,504.81,504.36,519.81,,485.99,478.62,466.86,486.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-13 21:57:39.607000,L7,495.39,480.84,516.00,497.35,507.25,510.86,517.59,471.91,441.92,529.23,455.11,462.64,472.55,471.58,474.08,484.40,502.95,506.27,511.02,498.43,516.25,513.16,,,,524.55,504.18,509.51,504.62,513.58,502.51,481.60,515.30,510.57,515.36,516.48,507.67,494.14,478.12,482.55,487.63,488.79,506.74,508.41,517.22,517.60,522.36,517.10,520.73,514.22,503.67,484.36,480.01,491.20,497.80,506.69,506.59,518.45,,,,495.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,415.66,518.74,521.49,507.00,495.24,502.17,506.89,431.92,432.72,436.77,433.33,446.39,454.41,445.83,458.80,472.07,475.90,479.23,482.80,487.58,484.55,485.67,484.54,487.89,490.14,491.11,490.64,491.10,495.10,495.20,493.24,438.63,492.54,493.16,504.29,497.05,491.24,480.13,473.71,473.38,465.00,480.05,495.01,496.03,504.23,506.44,512.66,502.07,511.83,499.18,484.86,463.49,472.25,476.81,487.35,492.45,496.07,504.68,515.27,475.16,466.52,452.15,520.23,497.46,522.48,507.85,523.91,526.53,515.69,522.79,436.32,499.91,510.90,506.19,524.87,501.94,432.74,481.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:56:52.440000,L7,363.80,400.07,405.18,448.50,455.23,469.51,471.74,416.89,415.21,421.79,415.11,383.22,440.59,435.11,444.36,457.03,459.37,466.09,464.28,470.03,468.51,471.24,469.42,476.01,475.66,476.97,480.17,476.85,479.05,483.32,483.41,427.11,481.68,485.36,493.32,490.54,487.01,467.52,462.82,460.90,456.71,461.36,485.82,484.97,491.23,488.76,498.93,489.02,496.69,489.60,473.00,419.65,454.48,456.85,451.48,396.28,476.59,410.43,423.11,459.71,444.36,437.60,459.82,506.42,444.20,514.77,434.47,435.12,438.63,446.57,324.99,478.91,473.91,487.88,504.82,323.89,304.93,336.39,433.59,509.94,524.24,513.87,516.24,502.32,490.09,482.06,505.21,522.01,512.92,490.12,500.86,501.81,489.22,450.44,469.61,495.52,478.24,478.77,497.52,524.45,420.38,515.46,509.25,519.30,480.41,430.03,479.49,510.06,467.70,383.64,384.44,456.58,512.56,381.84,363.35,383.04,512.73,521.50,515.56,414.13,378.63,403.59,442.78,443.24,325.55,493.55,512.67,499.69,501.71,510.72,,,,,,,,,,,,,
2001-07-07 21:56:36.067000,L7,316.44,327.58,392.43,439.23,448.00,460.49,462.32,419.71,413.18,423.24,425.36,430.98,442.41,426.17,422.64,448.49,460.59,463.01,455.91,448.06,461.76,462.67,467.17,466.36,474.24,466.63,472.92,467.64,456.51,356.37,353.87,415.94,354.16,363.77,366.52,363.69,327.96,351.55,358.66,322.14,456.50,451.68,472.95,466.87,475.31,480.98,490.14,476.21,484.29,489.44,465.81,454.05,453.53,459.96,446.74,291.73,445.77,458.76,445.25,453.93,447.73,435.08,456.84,432.87,433.74,425.26,449.97,447.04,436.18,419.55,329.15,428.16,357.61,372.12,440.23,308.27,309.86,324.33,468.36,507.25,487.91,412.30,416.68,414.92,413.69,424.90,480.52,440.72,461.07,461.19,471.06,437.57,464.69,424.63,343.14,344.13,333.07,342.77,374.28,374.72,334.83,333.37,330.51,337.39,325.52,263.83,295.21,327.15,296.51,331.10,314.72,358.51,392.71,385.22,366.61,364.15,302.44,283.21,368.90,413.21,358.79,399.45,415.35,443.62,172.46,,467.15,489.50,304.84,221.86,432.50,453.99,393.74,423.56,452.66,466.21,328.58,373.83,260.45,,,,
2001-08-24 21:56:00.447000,L7,321.68,370.92,394.10,415.51,445.29,463.41,464.44,419.23,422.11,421.40,427.65,436.74,445.36,435.91,404.76,450.00,456.56,462.44,397.34,374.78,358.32,425.65,442.66,463.58,468.95,360.49,354.72,354.36,356.63,370.35,355.82,418.07,357.15,362.32,368.96,374.28,372.61,412.15,373.27,362.17,441.77,437.33,465.64,472.53,470.98,468.10,477.02,469.59,470.04,473.58,471.64,450.17,440.65,442.47,440.95,319.66,426.25,453.47,383.74,448.14,442.05,432.66,457.14,428.03,421.44,415.52,421.69,443.99,448.62,491.75,326.75,421.52,346.33,435.51,440.73,308.61,308.63,330.46,370.92,406.37,430.13,477.98,462.66,460.81,467.00,423.72,437.17,453.60,485.38,463.47,471.58,464.26,477.08,,406.86,427.08,372.96,372.35,391.68,382.06,343.64,333.20,351.08,526.19,506.07,338.03,384.80,450.17,469.60,343.28,383.83,533.01,401.23,393.77,366.71,363.61,290.11,288.38,362.29,402.53,376.35,395.46,410.86,429.48,289.72,444.80,465.74,480.70,476.85,482.65,419.64,477.84,516.63,475.63,522.38,,,,512.40,434.50,439.06,504.96,
2001-09-25 21:55:40.572000,L7,429.09,456.02,439.03,475.97,476.19,488.33,499.31,505.48,506.07,443.96,451.06,462.96,468.57,466.44,467.97,480.38,483.60,491.52,492.39,494.55,497.05,498.30,500.47,505.67,507.38,510.45,504.76,506.36,499.16,506.95,501.62,481.28,502.94,505.88,511.48,512.05,504.74,493.80,483.30,484.56,481.79,487.97,508.01,509.62,513.89,514.31,521.68,518.07,518.50,516.02,504.99,483.19,477.19,492.99,494.73,504.54,512.56,524.10,,490.02,481.88,506.54,502.91,,,,,,,,443.35,510.80,508.79,482.49,519.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:55:49.115000,L7,427.49,459.86,439.39,459.97,456.95,462.60,471.07,439.86,439.29,440.02,450.75,459.28,465.54,461.06,467.12,478.94,484.34,490.24,489.93,493.86,494.68,497.42,495.88,500.09,500.74,506.31,503.76,507.39,499.92,504.82,503.04,456.18,503.52,506.46,510.47,513.89,502.46,490.56,477.65,478.98,478.15,481.97,506.75,507.61,512.90,518.77,524.58,516.85,519.33,513.79,503.72,483.36,475.01,489.55,496.44,505.66,505.23,522.63,525.65,468.34,460.62,451.53,480.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-16 21:56:06.046000,L7,397.63,429.71,427.89,458.43,463.30,469.93,524.27,485.73,495.04,502.14,517.51,464.87,468.79,465.56,470.04,482.69,502.50,491.81,492.06,502.43,497.70,502.34,503.25,508.06,506.42,512.58,508.17,511.78,508.07,508.47,507.61,484.10,508.01,,,515.90,508.80,493.27,479.54,483.61,479.58,481.31,515.83,512.17,515.38,521.93,521.79,517.42,516.97,516.97,504.36,487.52,462.54,457.87,479.99,495.99,498.18,517.27,,506.85,487.03,486.75,502.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-07 21:56:03.729000,L7,,236.07,335.50,319.85,404.20,432.64,445.57,397.75,380.14,373.40,397.25,377.64,423.58,394.11,280.91,283.94,270.51,353.66,346.17,274.51,298.30,328.84,416.91,437.78,442.51,435.04,411.30,352.60,432.49,374.55,370.44,405.86,438.18,457.30,441.47,379.44,398.56,432.72,368.13,360.47,396.90,401.93,462.54,468.54,471.20,468.82,472.35,468.76,469.47,473.12,449.74,437.05,416.91,418.23,411.13,312.60,440.72,385.60,393.28,433.63,426.57,421.48,440.96,405.56,416.11,416.28,419.01,411.29,407.41,346.93,307.34,323.29,343.24,425.85,450.42,306.76,293.41,313.48,396.37,411.72,408.41,408.05,416.75,417.20,411.54,422.71,422.42,397.42,410.13,453.22,457.62,476.53,478.16,369.36,276.82,280.31,324.01,316.20,288.44,335.62,318.59,328.01,324.67,312.69,331.29,267.41,296.81,288.45,286.27,301.01,278.16,278.52,344.51,359.83,344.84,339.90,286.90,290.37,304.77,308.57,364.16,397.43,407.38,396.92,171.27,,357.96,336.62,,,401.23,482.70,462.38,466.54,478.85,432.63,320.67,278.63,510.46,401.09,318.85,279.55,302.11
2002-10-14 21:54:55.882000,L7,496.60,495.20,462.24,,,,,,498.76,502.49,515.42,526.33,473.95,472.98,472.20,485.11,491.22,495.97,500.65,501.19,505.20,506.47,505.96,512.96,512.26,517.42,509.09,512.95,509.58,510.42,507.83,,510.72,515.81,518.16,523.10,512.65,501.69,488.30,486.35,493.57,490.13,511.85,517.90,,,,,,516.65,505.69,486.75,479.56,493.49,493.80,504.96,505.14,521.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,510.73,507.62,469.71,,488.09,493.08,493.63,484.93,494.40,502.41,519.28,464.08,478.19,478.45,479.65,490.68,,,,,,,,,,,,,,,,480.32,,,,,,,,,,,,,,,,,,,,494.00,489.99,498.24,503.30,509.73,504.98,526.09,,500.94,493.58,,500.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,,,237.05,294.06,326.34,439.63,448.83,407.88,399.51,396.06,405.87,352.76,332.08,322.40,401.51,441.58,421.61,401.20,398.63,408.44,429.53,456.65,440.97,456.26,453.92,459.45,450.49,451.91,452.82,452.99,443.88,412.47,451.62,463.96,453.86,470.81,452.15,450.42,444.18,360.57,327.25,,389.71,383.04,340.38,326.07,372.65,388.42,386.05,393.38,385.95,388.04,,,,,353.72,367.41,361.03,441.69,429.75,425.64,438.42,405.32,404.99,404.71,361.48,363.05,347.96,342.84,317.43,320.03,334.64,358.17,367.04,299.39,292.46,312.26,366.57,384.69,398.52,400.09,398.16,282.61,246.56,343.42,399.71,376.13,375.63,439.93,438.43,443.88,392.50,363.44,299.92,319.65,318.72,351.89,297.26,349.15,326.13,324.42,326.96,328.01,362.58,274.35,289.88,298.04,270.36,316.93,322.72,295.70,270.32,324.79,304.24,341.37,280.24,287.04,330.02,386.65,367.90,385.00,406.30,408.52,296.94,,,,,,398.22,362.62,383.10,437.49,451.44,412.76,318.19,352.15,449.95,393.42,391.60,374.58,386.41
