dates,satname,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0041,nzd0231-0042,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0104,nzd0231-0105
2000-12-04 21:50:10.162000,L7,348.05,384.04,372.67,370.32,378.37,369.92,374.16,374.62,373.97,372.96,388.99,380.54,388.96,384.91,402.85,405.75,401.43,405.14,399.28,394.65,388.26,397.62,401.50,403.21,410.33,428.20,388.11,421.51,402.03,399.95,415.17,386.66,395.20,414.04,371.32,376.25,383.34,381.44,366.41,394.44,383.57,392.18,399.26,389.40,407.52,402.96,390.48,402.10,391.40,389.70,382.60,385.95,383.77,391.03,404.13,404.52,392.93,384.02,407.41,414.53,397.40,386.14,380.34,374.00,379.65,364.49,369.73,371.51,352.91,363.39,370.67,368.98,381.24,371.95,369.76,374.33,372.74,372.92,375.44,377.58,378.69,369.00,362.73,364.18,368.53,368.49,357.51,358.97,347.85,350.49,340.31,335.60,340.62,342.96,380.16,389.60,390.34,406.97,402.27,386.45,387.21,382.53,367.67,390.73,354.48,381.59
2000-12-20 21:50:16.996000,L7,311.40,337.23,357.61,421.85,460.10,489.92,,506.85,491.30,362.29,387.41,388.82,378.24,363.24,312.04,318.42,322.34,338.07,336.95,361.89,338.32,300.37,288.26,293.42,309.91,319.39,290.72,,,470.18,480.47,476.92,208.02,270.30,402.88,,323.70,307.75,400.95,435.76,366.56,471.55,459.39,453.03,437.05,461.35,409.99,437.15,399.91,410.22,412.80,403.60,375.08,391.76,390.78,383.12,365.78,505.51,509.38,469.03,514.80,528.38,518.23,368.62,378.37,389.22,372.86,372.39,471.07,451.83,458.05,476.95,347.90,354.21,340.35,338.82,342.70,338.51,336.85,341.30,338.35,339.41,324.68,318.40,323.02,332.39,331.16,330.18,330.69,312.35,300.99,303.19,298.23,309.89,,,370.43,466.90,,281.31,333.77,414.14,376.04,406.00,305.83,324.05
2001-01-05 21:50:16.585000,L7,399.52,385.21,423.20,395.55,399.04,379.98,411.10,406.02,397.73,390.96,390.38,387.46,393.88,406.31,418.75,425.18,450.41,445.48,424.49,419.64,415.43,414.31,421.27,430.81,445.87,456.27,438.23,433.05,429.85,416.61,410.55,427.55,415.38,419.57,413.44,415.72,438.92,417.59,417.24,432.32,429.42,451.94,454.15,459.15,433.01,473.16,446.85,429.81,401.24,407.33,388.02,401.87,393.96,392.91,396.13,392.04,407.49,409.97,444.74,403.71,397.69,387.02,389.27,403.32,386.75,373.27,360.39,365.69,370.13,369.30,373.05,386.36,386.24,378.93,381.89,379.01,379.30,376.12,376.06,367.58,376.89,377.96,379.67,381.39,385.30,419.63,431.81,357.17,358.76,346.68,342.56,471.80,456.11,392.64,432.96,429.94,419.80,441.10,421.82,412.59,416.59,407.33,403.30,409.26,397.48,413.84
2001-03-10 21:50:10.732000,L7,375.53,382.14,385.24,389.24,382.96,386.33,384.23,385.39,402.44,426.42,386.06,380.52,389.32,397.92,384.74,388.82,377.57,395.77,379.65,378.07,388.37,379.40,376.77,387.39,385.34,394.31,406.89,388.72,392.43,412.12,403.14,401.95,393.68,388.92,374.16,373.80,391.62,385.92,364.77,365.08,366.80,365.25,388.24,397.65,402.50,393.10,392.98,399.00,394.10,391.04,379.32,379.52,378.31,396.94,384.83,384.21,375.81,375.83,387.55,385.39,383.71,377.51,383.98,372.61,364.00,349.22,352.62,347.85,348.08,348.57,340.60,339.66,354.83,346.88,346.56,351.81,349.72,353.46,363.60,367.54,360.78,365.27,387.82,381.93,354.42,358.96,362.70,362.28,352.76,348.87,349.47,346.90,339.89,334.51,365.83,367.93,371.81,376.77,387.06,378.49,383.61,377.20,371.45,364.43,372.79,304.72
2001-03-26 21:50:01.268000,L7,,255.36,250.42,241.65,254.21,251.56,265.82,285.41,287.19,294.70,292.37,291.49,286.26,292.37,284.58,282.57,284.15,287.68,287.85,293.65,291.12,288.61,286.03,290.32,291.62,291.11,287.62,281.99,282.56,285.12,286.94,289.95,294.28,292.33,289.20,288.14,286.77,282.36,278.94,286.14,282.92,291.65,288.64,302.71,297.77,288.59,293.61,294.88,508.91,314.86,505.56,466.47,360.92,361.37,304.27,349.49,348.08,298.72,357.34,347.88,324.84,354.76,340.87,320.53,303.20,311.42,,,293.72,311.55,317.48,317.20,321.08,322.30,315.72,,,,,,321.68,324.54,334.81,335.47,318.06,318.34,288.75,323.77,322.96,330.29,316.53,325.43,316.57,312.55,281.70,274.92,277.40,276.63,279.34,279.75,286.52,283.84,281.58,274.02,300.67,254.07
2001-06-30 21:49:12.248000,L7,330.39,337.71,317.96,308.43,310.09,345.22,303.61,311.44,344.73,312.66,315.87,317.18,314.03,316.85,303.08,312.35,307.14,319.93,331.05,323.32,316.46,314.82,322.23,305.40,318.50,314.02,386.98,389.77,357.84,311.85,319.29,314.89,317.65,316.80,315.30,302.98,306.12,306.62,300.42,295.19,297.94,344.67,362.30,298.64,299.19,301.40,301.25,305.87,367.10,344.71,307.94,309.66,306.86,306.86,309.43,372.84,368.50,312.32,305.33,307.21,308.78,301.98,300.32,290.53,302.87,302.88,328.43,294.70,296.67,286.61,292.48,298.22,300.13,293.66,294.95,295.96,298.08,302.46,301.33,300.79,303.09,298.07,300.69,292.41,297.06,293.70,293.65,297.55,294.94,290.03,291.52,304.94,281.49,296.68,301.90,300.69,303.49,302.19,299.76,306.54,305.32,309.49,304.28,298.61,293.10,263.61
2001-09-18 21:48:17.356000,L7,368.67,369.32,363.84,364.21,365.58,362.74,370.11,382.83,394.67,394.33,418.69,412.16,397.28,390.14,386.88,384.41,374.99,365.83,364.58,394.91,384.88,396.05,400.95,384.64,391.83,403.22,395.27,404.41,418.52,402.98,428.22,411.41,428.60,431.12,419.25,413.42,426.16,405.16,385.47,394.92,401.77,384.28,382.36,396.40,392.66,391.48,388.75,398.81,394.12,401.48,388.76,410.44,390.01,379.12,395.52,394.06,399.37,400.34,393.13,394.90,392.71,368.14,382.59,381.81,362.48,365.14,349.58,360.80,350.48,349.13,365.18,381.21,371.63,380.52,368.01,367.44,375.88,369.97,368.69,368.63,373.08,366.28,366.36,358.35,360.86,362.51,353.18,355.01,345.20,337.87,324.90,319.59,315.45,330.69,426.46,407.29,395.95,402.42,397.52,394.27,389.14,398.30,383.74,390.38,321.07,317.84
2001-10-20 21:48:09.707000,L7,450.75,370.88,419.19,384.57,384.30,381.93,392.08,409.48,427.07,425.19,434.38,425.19,417.98,420.83,398.97,411.51,397.53,413.17,413.11,399.55,420.46,425.22,418.55,414.62,417.50,432.58,425.69,416.07,414.64,426.06,428.60,429.02,419.76,429.31,409.59,423.93,421.84,384.20,426.91,415.70,412.06,391.97,407.36,398.32,395.63,396.64,416.77,417.40,403.84,420.90,419.80,407.54,406.87,421.71,415.39,419.67,421.81,424.25,416.81,406.94,389.10,388.00,387.66,397.22,380.16,354.59,363.17,384.16,386.06,367.78,369.16,366.53,374.33,380.42,373.46,376.02,373.59,374.48,372.73,374.89,369.44,373.22,371.59,373.53,368.03,361.26,349.85,356.87,351.40,340.01,335.77,334.98,340.35,334.38,411.03,422.30,429.17,424.67,423.50,425.89,403.87,414.13,401.50,402.78,331.59,475.19
2002-01-24 21:48:42.967000,L7,405.43,391.11,411.42,419.91,429.66,414.41,433.05,459.03,445.38,436.67,406.32,392.82,392.13,449.17,417.29,389.52,407.78,413.21,407.96,394.45,398.82,398.64,417.89,411.19,412.49,410.04,419.39,416.17,408.40,412.99,416.93,418.10,417.44,408.21,397.17,397.54,415.11,412.88,429.92,423.68,426.49,420.34,412.91,415.83,418.79,413.48,414.91,404.83,416.49,422.37,431.34,425.91,422.59,452.26,446.57,411.93,394.15,397.62,399.74,409.25,447.64,402.15,387.37,376.77,407.82,376.28,377.68,359.38,361.78,358.66,365.59,366.37,374.78,387.24,392.32,397.30,416.49,400.57,376.59,388.72,377.88,376.72,384.31,401.43,392.17,416.68,396.65,399.94,368.04,362.31,398.13,386.06,400.32,393.78,396.93,409.19,408.78,405.69,410.02,408.67,405.69,415.34,415.69,426.99,386.82,407.25
2002-02-09 21:48:45.674000,L7,315.07,320.96,260.38,271.97,277.15,282.09,283.75,299.95,302.70,309.47,306.55,301.97,309.39,305.82,300.78,297.83,293.69,302.73,308.01,307.63,304.26,311.53,308.88,303.24,311.33,307.86,304.13,308.90,307.01,303.37,303.59,306.96,310.21,309.61,301.75,300.47,296.68,296.11,289.89,290.90,282.45,292.42,292.26,293.44,291.71,296.10,296.27,294.86,291.72,294.28,296.89,298.86,301.58,300.39,300.25,303.23,297.71,297.78,301.84,298.74,293.83,291.21,293.13,286.24,290.10,289.67,285.08,282.80,289.27,286.66,285.01,291.20,283.88,283.70,289.11,292.14,296.02,295.36,294.79,296.03,291.47,292.76,284.80,283.62,289.07,288.10,284.39,282.59,283.93,279.38,266.19,264.62,269.71,273.41,299.10,290.32,299.77,297.01,294.41,361.94,364.51,293.59,294.77,292.27,304.41,276.11
2002-02-25 21:48:47.943000,L7,170.84,309.01,271.93,290.50,287.12,275.99,287.15,300.98,305.82,309.22,307.91,302.64,307.03,307.20,300.96,297.04,296.78,302.07,300.05,309.33,304.88,313.18,308.26,304.96,311.46,309.07,304.42,301.83,306.64,303.19,304.21,308.71,305.12,307.16,301.83,306.33,293.41,295.27,292.86,298.05,286.69,299.01,293.63,295.80,291.46,293.24,298.11,295.33,292.71,292.81,296.03,294.99,300.45,300.72,298.94,304.57,299.65,300.35,295.28,298.37,294.13,295.91,292.57,285.80,286.00,290.09,285.00,281.73,289.88,283.49,322.66,286.88,283.46,285.84,284.51,291.83,295.69,298.84,297.20,296.62,293.98,293.09,286.31,290.02,295.95,290.67,288.41,289.77,284.12,280.81,268.62,272.72,283.08,302.30,299.49,287.55,293.46,288.85,294.59,291.24,296.23,294.33,293.85,295.15,293.08,220.69
2002-04-14 21:48:38.601000,L7,357.05,390.55,372.00,379.50,370.52,373.48,390.82,410.68,399.70,406.86,404.62,394.22,375.55,388.43,388.28,398.34,396.28,393.06,386.73,392.04,396.02,394.10,391.07,385.33,388.74,385.52,338.03,386.47,337.57,389.31,388.97,391.29,390.79,396.99,395.04,393.01,383.21,382.93,317.57,321.94,322.25,330.36,324.02,331.41,335.50,379.50,331.28,336.80,379.72,352.07,346.59,358.00,366.49,337.56,341.16,368.10,369.72,372.83,327.82,332.47,323.59,318.58,389.29,365.20,379.42,399.76,380.24,356.62,377.32,395.08,345.83,343.99,353.55,355.85,348.80,385.36,373.77,351.07,351.68,351.45,416.08,360.34,352.56,352.91,359.72,358.44,367.54,358.72,356.19,349.68,353.75,372.29,334.02,325.64,382.37,321.91,380.74,386.10,389.07,380.23,381.99,384.25,394.67,386.83,314.36,274.21
2002-05-16 21:48:34.178000,L7,323.80,323.45,294.32,292.69,294.99,303.88,298.59,361.69,379.05,370.02,369.42,375.03,311.93,308.21,303.21,298.49,306.10,362.76,361.86,363.79,323.70,313.05,311.31,314.91,314.08,311.66,311.64,318.13,314.93,308.88,311.78,315.16,316.79,321.07,352.49,354.12,298.25,387.66,388.27,333.04,295.44,304.74,370.73,346.21,371.27,355.43,366.03,307.66,366.86,398.92,376.16,382.25,372.62,365.72,311.12,308.23,305.95,317.48,306.63,309.03,365.15,364.43,364.08,358.96,344.31,296.60,291.33,291.18,290.72,287.99,291.77,341.26,341.08,311.02,340.10,302.52,313.68,310.77,302.54,303.99,302.26,303.67,295.54,294.64,307.01,315.60,293.37,287.61,285.09,282.84,272.44,274.09,294.94,286.33,353.77,339.36,380.01,347.32,296.90,402.38,383.27,384.90,418.44,393.18,274.92,
2002-06-01 21:48:28.245000,L7,378.99,375.12,370.19,380.66,391.68,401.14,397.68,401.55,405.33,420.54,406.58,403.38,403.14,406.76,407.80,404.33,399.17,404.77,422.76,424.78,415.62,424.54,417.14,435.79,417.25,423.55,412.73,404.28,408.65,432.04,423.72,427.88,422.74,403.83,400.67,388.72,399.15,404.33,439.82,462.51,404.13,414.13,396.49,402.40,393.78,395.55,401.72,393.07,400.17,413.17,399.81,427.48,396.71,404.39,456.74,401.65,390.30,469.26,399.01,402.90,417.41,391.82,393.86,372.57,381.12,412.47,425.23,395.73,406.43,379.73,366.00,388.12,378.69,373.23,393.90,394.00,384.77,405.75,372.74,393.18,392.32,403.13,384.80,388.89,376.22,373.89,391.38,393.18,398.16,373.33,352.30,356.90,347.23,346.59,380.91,372.24,378.53,385.84,391.87,398.62,394.65,406.84,412.00,398.75,340.43,358.49
2002-07-19 21:48:09.583000,L7,450.76,433.97,397.79,395.35,393.59,394.77,398.62,410.03,409.58,415.79,406.45,408.29,412.57,420.97,415.61,425.78,422.97,430.13,426.94,433.14,441.63,452.13,449.38,446.32,443.08,448.06,454.89,458.35,456.52,460.65,464.84,456.82,439.19,447.71,451.35,453.27,477.69,464.82,503.11,,,,,,544.12,475.48,464.49,479.73,487.31,438.01,454.31,454.09,450.24,459.23,452.00,464.30,460.82,463.43,447.81,449.71,438.52,435.92,424.73,426.85,436.18,426.38,414.67,415.62,432.72,405.28,410.62,397.73,393.19,400.04,413.68,412.45,411.50,416.17,413.88,417.21,412.48,418.06,411.79,407.34,409.30,398.76,391.34,404.87,402.80,411.94,392.43,386.50,379.17,393.13,452.42,450.82,448.24,459.81,460.22,460.25,461.35,406.44,468.20,466.18,481.84,459.24
2002-08-20 21:47:58.545000,L7,389.53,388.56,387.22,392.70,389.20,389.37,384.69,402.10,407.97,434.30,400.95,407.37,394.59,408.47,454.71,415.57,407.68,412.98,403.91,402.82,412.77,397.78,400.64,416.23,413.82,396.11,404.97,400.37,405.61,390.36,399.16,414.75,400.48,405.73,445.69,417.44,410.93,419.98,397.94,393.97,403.67,392.69,428.99,389.07,418.59,404.29,417.40,,,,,,,,,,,,,,,,,,,,,,,,,,505.89,451.95,,,412.24,386.41,369.89,371.56,373.57,373.66,374.04,391.63,381.78,360.04,361.60,377.77,379.09,360.32,353.03,356.66,372.21,379.03,414.80,405.75,422.82,390.63,392.90,430.66,411.25,413.08,398.14,437.61,402.93,414.49
2002-10-07 21:47:33.100000,L7,264.10,283.48,277.49,270.75,277.25,279.63,287.82,301.04,306.66,309.73,309.40,308.09,361.35,390.30,360.18,354.16,331.69,273.19,541.71,,496.46,387.24,373.81,282.45,204.21,319.68,494.06,,,,,,,,,,302.62,339.26,,,,,,,,,,,,,,,,554.24,397.30,395.87,379.87,462.79,550.99,306.04,303.42,378.28,475.07,461.14,338.74,310.88,286.47,286.52,283.20,283.10,284.19,286.72,284.37,285.64,289.77,295.79,295.54,308.16,319.63,306.53,297.98,295.86,293.04,295.67,296.11,294.79,384.03,414.11,423.89,405.84,291.24,325.43,330.34,262.94,,506.33,382.92,344.55,339.33,315.18,308.61,298.55,297.73,300.46,281.38,257.97
