dates,satname,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0012,nzd0372-0013,nzd0372-0014,nzd0372-0015,nzd0372-0021,nzd0372-0022,nzd0372-0023,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067
2005-10-05 22:01:29.249000,L5,243.08,226.60,231.56,218.69,234.17,255.67,282.18,284.03,279.66,266.74,274.43,272.33,272.89,275.68,281.56,285.80,291.18,287.71,272.26,282.35,256.50,275.73,270.81,265.70,271.50,265.15,277.05,288.31,281.71,280.66,281.77,280.02,265.08,279.58,281.47,282.37,289.78,293.02,292.93,272.64,274.64,281.12,278.91,295.74,298.30,290.84,290.10,294.55,291.95,296.00,289.21,293.39,278.12,275.99,265.28,261.07,274.82,288.43,284.16,289.58,290.21,292.23,281.41,289.24,271.67,,,
2005-11-22 22:01:58.720000,L5,242.72,228.50,231.08,221.08,228.85,255.21,280.21,284.79,266.89,258.73,260.89,262.40,279.60,280.81,284.37,283.84,286.11,279.59,278.36,283.18,273.51,283.17,281.00,289.82,295.43,293.12,292.46,293.77,290.79,286.03,279.92,276.05,278.10,277.90,281.73,277.95,280.72,287.52,286.26,261.52,262.60,266.95,276.86,284.76,278.06,278.59,280.97,288.57,294.18,291.93,294.75,290.82,290.62,283.65,273.43,272.05,275.17,285.06,278.83,281.25,287.43,286.67,272.16,254.08,,,,
2006-01-25 22:03:29.142000,L5,315.64,328.37,264.68,266.25,282.39,329.07,309.34,309.93,306.71,302.93,293.65,298.48,299.49,300.05,313.44,306.14,310.78,306.16,302.75,306.70,301.11,310.37,307.77,308.93,307.72,311.53,312.25,310.26,311.25,305.59,308.70,308.35,316.55,304.56,303.59,308.75,304.24,308.74,304.52,288.49,289.16,295.80,291.13,308.20,312.83,311.30,314.15,307.44,310.81,306.53,313.34,308.65,316.93,310.49,304.35,307.97,301.42,304.89,310.37,313.73,329.02,317.32,313.40,323.30,305.59,300.64,317.36,319.58
2006-02-17 22:10:10.858000,L5,243.66,229.85,231.99,219.92,225.74,251.08,278.12,285.30,278.27,266.57,271.14,270.51,276.27,274.83,278.17,273.89,279.74,286.69,290.27,287.67,276.93,288.91,290.69,286.28,287.13,284.45,283.64,286.35,280.45,281.93,277.48,282.48,283.48,283.80,287.43,286.19,285.92,284.53,280.86,266.85,270.00,268.18,270.70,284.96,282.95,287.92,286.78,284.83,282.04,282.67,282.80,282.12,282.03,277.68,276.87,277.70,280.83,280.70,273.85,279.82,284.46,285.93,175.56,270.04,257.26,,,
2006-06-25 22:12:20.185000,L5,,,,,,175.64,192.44,225.68,212.49,217.95,220.24,218.36,214.65,227.75,227.55,220.22,217.21,239.78,237.50,233.68,229.23,235.94,244.82,242.91,243.11,231.88,225.90,231.20,225.94,224.25,216.58,224.07,217.71,228.15,216.75,212.84,197.61,,,220.95,223.26,218.87,220.74,230.31,223.16,237.04,244.80,231.57,244.50,243.39,241.01,246.53,234.06,234.49,230.86,229.20,234.59,,,,,,,,,,,
2006-08-21 22:06:55.521000,L5,,,,,,189.31,223.47,224.95,217.64,207.26,213.21,206.71,224.14,218.46,221.79,232.88,224.33,225.87,223.86,231.49,215.68,232.84,230.69,246.14,248.99,237.76,217.10,234.13,239.06,223.78,223.72,227.82,227.86,226.83,222.66,222.83,220.55,231.88,228.90,223.93,213.22,216.23,223.56,231.16,222.24,230.78,234.82,241.57,248.49,245.41,242.70,242.05,239.58,228.84,217.68,222.35,227.82,214.81,,,,,,,,,,
2006-08-28 22:13:11.682000,L5,239.61,230.49,225.23,218.06,234.73,261.22,289.29,295.21,282.69,277.22,277.81,261.88,264.83,270.38,287.73,282.22,291.40,278.25,272.45,272.55,270.26,284.10,285.08,288.52,285.71,275.45,274.85,285.19,275.66,274.41,269.11,271.94,263.00,260.46,256.12,256.62,257.38,260.74,265.48,258.41,259.61,263.22,263.34,289.92,287.73,289.54,274.42,275.32,281.25,280.92,295.16,296.69,289.99,288.93,282.30,274.70,274.35,270.59,284.00,188.67,290.52,291.33,289.55,291.67,267.05,,,
2006-09-13 22:13:23.482000,L5,263.32,260.98,250.88,227.82,236.50,265.25,284.50,281.16,274.54,262.73,266.92,281.92,293.97,285.99,279.86,282.27,284.72,298.65,302.27,304.35,302.89,306.50,306.42,308.94,307.49,305.83,290.59,283.88,284.42,282.75,280.36,286.48,286.65,301.04,303.14,300.77,303.58,300.62,302.68,281.90,282.01,284.75,288.39,284.84,285.65,284.02,302.75,302.77,306.33,301.70,284.29,286.06,279.48,277.71,276.40,284.93,285.08,288.37,273.76,281.09,284.39,283.42,270.92,268.29,268.44,,,
2006-10-08 22:07:29.137000,L5,248.35,242.34,244.22,226.39,230.27,257.47,279.40,287.65,281.18,267.46,263.69,265.14,277.66,286.98,297.50,288.93,288.35,267.92,281.26,282.48,276.58,284.34,283.04,293.06,284.57,293.80,293.21,291.52,289.86,288.64,291.45,286.84,286.40,283.33,285.04,281.71,285.55,282.95,283.53,264.32,263.26,266.52,270.72,292.75,194.27,175.06,275.79,283.82,282.01,212.51,249.01,285.58,278.62,282.24,279.44,269.73,278.02,285.25,281.71,283.96,285.95,291.19,284.94,270.71,271.78,,,
2006-10-24 22:07:38.411000,L5,267.53,282.52,277.22,262.57,254.23,270.46,292.43,297.28,287.90,281.73,277.90,286.17,295.36,296.37,298.45,292.70,290.16,298.34,303.64,302.92,305.10,303.55,301.60,304.68,305.61,306.39,301.52,307.49,302.62,302.28,298.76,303.56,295.99,303.78,305.70,304.11,309.51,301.56,302.12,284.89,281.43,294.49,288.52,297.47,294.87,297.79,308.46,303.07,303.75,306.16,303.99,312.12,295.90,310.11,289.35,305.65,292.31,300.69,301.20,300.27,301.44,303.57,303.89,299.35,300.90,289.12,269.17,200.69
2007-02-04 22:14:33.490000,L5,247.00,237.76,234.98,234.25,241.76,266.46,290.11,292.33,285.21,274.72,280.24,263.96,273.10,280.89,289.25,287.23,287.17,285.20,282.40,284.82,271.11,285.31,282.05,288.27,285.61,284.53,297.84,297.52,295.34,292.97,295.62,294.05,299.97,280.05,280.77,282.38,282.64,278.03,280.96,264.96,262.87,268.92,270.18,297.27,295.09,299.90,286.83,282.93,287.24,284.24,298.80,296.02,293.61,285.92,284.16,288.22,280.34,282.13,288.60,288.63,295.27,292.13,291.86,278.62,257.85,,,
2007-02-13 22:08:23.117000,L5,247.23,237.68,239.99,224.07,230.74,253.83,275.35,281.18,277.75,273.43,269.52,274.00,275.79,274.07,278.05,276.23,276.75,295.31,296.04,298.15,284.72,295.07,295.88,290.97,283.74,286.48,282.95,284.78,278.72,278.71,288.71,288.98,290.28,289.67,291.92,291.46,291.07,280.88,281.06,273.58,272.46,275.81,269.88,290.46,290.95,292.50,295.05,285.14,282.90,285.34,281.15,284.43,278.43,278.81,279.69,284.43,283.54,274.85,275.81,277.14,280.79,286.12,290.25,279.45,278.28,,,
2007-09-09 22:06:33.244000,L5,241.83,234.32,237.81,212.90,219.05,238.00,271.21,275.35,268.96,260.94,262.58,264.38,274.44,275.32,274.15,271.53,276.25,280.90,282.95,284.04,276.17,286.59,283.05,291.28,288.80,288.08,289.72,285.47,279.15,279.16,276.18,281.80,278.97,283.47,285.03,285.49,290.51,284.85,283.83,265.33,262.10,268.41,270.70,279.83,278.05,282.55,280.70,280.81,282.71,280.26,281.34,277.34,280.04,272.14,269.66,277.26,272.08,282.42,271.67,277.60,280.89,165.21,274.00,195.11,260.42,,,
2007-10-02 22:12:30.868000,L5,257.19,256.48,258.69,218.39,222.49,253.08,273.39,271.54,266.84,259.12,267.17,274.18,285.53,268.15,270.46,269.56,266.42,286.10,268.30,257.74,269.65,296.89,299.62,300.12,301.52,299.69,282.86,280.59,281.68,277.62,278.51,278.43,289.47,298.02,295.35,295.41,296.32,296.21,296.16,275.89,273.28,282.23,281.58,265.02,264.24,273.09,262.26,267.47,268.51,255.69,262.67,253.66,257.29,239.74,233.60,240.04,263.08,268.59,268.07,275.30,276.60,277.00,169.21,270.15,278.66,,,
2008-10-29 21:57:00.343000,L5,,,,,,,,,,,,,252.99,255.25,244.98,233.87,235.65,250.17,267.88,267.07,240.35,258.99,190.50,233.78,246.06,212.99,,,,,,,,,,,,,,234.13,240.84,242.78,246.03,250.40,243.64,246.42,265.64,267.24,270.30,269.34,258.74,254.01,254.59,240.95,233.95,239.41,238.59,,,,,,,,,,,
2009-01-24 22:04:54.778000,L5,272.59,271.89,265.99,245.29,248.21,264.67,281.34,280.57,271.53,265.42,272.31,286.55,292.94,278.28,275.59,275.91,277.71,300.59,304.49,300.89,282.08,300.01,300.71,304.46,303.40,302.95,287.42,288.44,284.65,281.24,285.72,284.37,289.93,296.41,296.98,297.01,299.84,298.60,296.17,279.75,279.19,286.34,289.19,279.51,282.85,284.56,298.18,300.03,298.14,286.63,279.30,280.68,276.18,272.59,266.31,279.20,281.63,275.26,276.25,280.69,280.88,278.17,278.56,273.56,281.24,,,
2009-02-09 22:05:19.855000,L5,328.14,333.20,331.83,313.32,301.28,297.70,301.98,299.75,298.59,295.02,289.17,290.44,289.89,293.87,293.05,292.45,295.07,315.62,309.76,304.41,299.71,313.44,313.63,306.81,309.24,306.65,303.12,301.98,305.55,304.71,311.19,311.04,309.12,310.73,315.80,313.99,309.74,308.35,305.64,289.60,291.16,283.86,285.84,305.04,309.92,315.59,303.12,300.79,303.86,302.78,295.85,296.78,294.90,295.84,303.30,303.28,304.76,309.86,304.08,314.67,319.31,316.10,322.23,312.21,315.73,309.22,329.36,340.21
2010-02-21 22:04:20.664000,L5,266.46,263.84,265.75,254.97,259.69,273.59,289.21,289.88,280.97,275.60,274.83,277.26,274.71,281.99,280.42,278.35,282.75,296.38,294.59,288.33,269.39,294.15,283.93,290.33,287.51,289.18,285.81,286.25,285.28,289.05,289.17,289.34,290.21,291.66,289.77,282.94,285.12,287.42,282.41,273.78,265.68,267.59,277.99,287.98,292.11,289.69,282.54,286.45,280.97,285.44,281.18,283.19,288.02,282.87,271.64,283.75,279.74,279.59,275.92,280.50,286.07,173.79,289.12,286.66,284.12,231.20,,
2010-12-29 22:09:29.646000,L5,269.38,269.60,275.93,274.89,272.41,281.37,292.34,291.82,281.62,275.62,271.66,265.40,281.81,289.94,290.62,283.64,285.81,289.42,287.40,291.31,264.78,289.87,288.82,292.12,291.82,298.92,296.35,294.68,294.11,292.99,293.53,287.68,285.62,285.20,287.27,285.65,286.50,288.09,289.89,271.83,267.75,270.03,274.29,296.41,295.09,285.90,286.73,290.41,293.07,289.02,291.27,286.17,287.86,284.63,266.12,282.29,277.54,285.60,285.00,285.09,291.44,289.71,288.59,277.49,274.72,246.03,,
2011-01-07 22:03:20.155000,L5,276.23,273.75,270.32,266.78,270.50,277.48,289.23,285.68,281.63,274.88,274.71,276.93,283.12,283.51,291.06,280.38,282.96,298.59,296.02,297.25,270.53,299.91,300.19,300.64,300.16,298.48,295.37,295.40,292.61,291.66,294.31,293.81,293.40,293.58,297.32,297.44,297.59,296.64,290.30,278.48,278.48,280.46,288.88,290.17,291.28,296.02,297.70,297.89,295.23,289.97,293.05,288.08,287.16,282.86,270.92,291.89,285.80,287.98,178.28,187.97,178.12,174.28,172.52,194.15,213.63,221.86,248.98,
2011-01-23 22:03:20.850000,L5,271.71,271.17,276.52,270.68,270.57,280.60,292.92,288.34,281.22,275.03,279.82,278.27,285.12,288.68,287.93,284.93,287.15,298.67,297.06,297.46,271.87,298.86,298.83,299.36,301.92,299.66,298.12,299.10,295.50,295.33,294.55,295.67,294.95,295.68,293.64,295.34,295.15,296.33,294.78,277.60,278.07,277.75,287.52,292.31,293.17,292.16,292.83,297.21,293.24,297.13,296.14,296.48,290.95,287.42,275.03,291.62,284.77,292.32,177.67,186.37,173.49,174.63,174.31,191.67,209.03,218.52,163.67,
2011-02-08 22:03:23.241000,L5,275.34,277.87,282.10,263.53,261.20,271.57,279.90,282.06,270.08,265.90,272.76,272.08,288.16,278.97,272.30,270.82,274.62,292.59,295.85,297.43,271.93,294.82,297.27,302.37,300.29,293.92,284.05,288.43,282.65,282.63,282.88,281.46,292.58,295.53,296.11,295.71,294.74,296.53,292.80,277.89,273.17,276.24,282.37,282.82,280.71,289.96,297.46,293.49,292.25,285.04,280.68,285.64,279.92,275.79,263.82,286.28,285.04,278.89,275.09,279.71,283.53,285.62,283.03,285.61,286.66,275.26,256.30,
2011-02-15 22:09:34.535000,L5,321.75,320.36,325.18,324.36,298.74,290.74,296.80,288.69,282.50,275.26,278.27,286.64,302.92,301.99,287.59,281.85,290.13,298.80,312.09,313.16,297.48,313.71,311.36,315.14,311.04,314.75,310.13,297.92,299.26,295.95,298.33,299.06,299.92,307.88,310.29,310.68,311.14,310.80,311.62,299.34,299.22,303.44,301.26,295.94,291.62,298.58,311.31,307.99,309.34,309.02,296.50,286.07,291.91,285.02,282.88,292.88,287.11,172.96,182.04,180.67,168.38,176.05,176.49,195.02,202.79,196.01,283.97,239.54
2011-03-12 22:03:19.303000,L5,268.08,268.98,273.40,263.26,262.40,273.63,285.17,275.71,272.49,269.42,268.70,273.18,274.02,281.10,278.26,276.30,278.00,290.15,287.05,290.53,265.97,290.52,289.43,291.06,292.46,285.58,288.50,287.19,288.00,281.91,287.91,289.37,289.36,290.20,291.34,290.57,286.26,286.54,283.68,267.82,267.71,265.98,273.03,283.94,286.53,285.72,286.92,283.14,286.52,285.02,286.72,284.05,283.82,274.77,268.40,282.04,280.83,281.46,279.71,283.30,287.53,286.30,286.81,282.00,281.56,271.70,252.89,
2013-05-11 22:21:31.047000,L8,289.78,306.16,318.88,293.74,285.16,284.84,285.28,284.23,279.38,275.16,275.21,281.88,278.04,279.62,284.45,282.73,283.47,286.57,286.56,287.52,282.82,298.37,295.96,293.88,296.34,293.39,294.95,291.78,290.37,290.79,288.71,294.79,292.70,292.73,296.24,293.47,294.64,294.32,292.09,271.20,274.02,273.47,277.61,285.43,284.78,287.06,285.83,286.50,287.49,286.57,291.36,286.85,286.30,286.86,284.07,287.73,285.52,294.07,292.97,295.34,298.59,303.77,306.03,303.82,303.54,300.33,304.30,
