dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070
2001-02-06 21:51:26.449000,L7,394.25,334.86,,,316.62,444.92,407.99,378.23,377.80,468.83,488.95,312.06,455.20,354.17,319.81,321.03,340.21,344.14,450.05,292.45,272.63,360.89,359.26,327.91,315.14,305.24,319.58,330.14,347.67,347.69,374.28,382.78,374.59,375.86,428.61,505.19,470.30,445.33,361.61,367.18,392.55,384.41,378.32,382.39,380.58,371.83,363.91,372.82,370.24,377.76,371.78,369.57,358.52,395.96,360.34,362.30,363.02,376.38,386.66,383.52,373.26,396.30,,,,378.66,386.83,377.50,381.09,385.64,393.94
2001-04-27 21:51:07.792000,L7,395.32,377.70,366.24,365.30,371.16,362.70,361.99,364.43,389.59,376.72,396.53,368.01,387.01,380.46,367.99,353.36,347.63,368.21,349.99,495.26,461.41,457.52,456.26,441.77,402.13,423.30,409.31,404.41,398.11,455.55,432.51,403.56,378.32,372.64,403.18,406.79,249.36,283.28,453.84,431.25,471.92,454.84,409.05,409.29,394.57,358.65,392.70,385.67,389.17,397.84,417.15,408.19,399.14,399.65,440.77,469.02,394.17,395.30,399.78,329.82,288.82,400.89,406.91,409.67,402.97,325.46,383.73,379.40,376.96,377.53,405.39
2001-05-13 21:50:57.045000,L7,394.59,377.07,364.59,367.55,374.72,367.29,367.03,356.50,401.89,376.62,367.33,365.49,378.23,370.70,351.23,350.23,336.08,341.03,339.63,339.55,354.20,378.49,379.40,386.92,392.79,390.51,372.69,391.88,380.62,380.99,377.91,387.76,360.33,355.76,364.32,270.16,412.94,408.60,398.12,386.55,394.01,395.43,384.65,408.79,385.70,378.73,388.13,379.41,382.84,397.54,390.07,399.08,385.90,390.76,399.02,404.23,394.58,393.08,407.42,394.65,392.84,404.29,390.00,388.40,398.04,398.59,385.39,369.80,368.75,368.69,378.45
2001-06-14 21:50:38.006000,L7,401.60,386.62,372.41,376.02,380.92,370.31,398.05,396.43,414.02,396.09,414.71,399.56,394.27,421.01,392.95,366.95,346.43,357.09,388.67,371.80,359.14,396.38,400.55,415.21,401.40,474.40,431.16,411.54,406.86,455.77,418.05,400.77,380.18,365.69,386.16,311.14,434.02,455.76,412.51,443.30,415.09,424.82,473.82,470.95,419.86,412.86,440.13,400.10,463.86,463.01,486.27,411.76,457.77,479.79,409.26,412.42,404.20,473.33,505.57,472.78,413.95,447.64,419.43,438.68,414.18,426.09,398.86,402.86,395.54,404.18,405.52
2001-09-18 21:49:29.215000,L7,407.75,386.98,376.17,372.50,379.80,370.87,379.13,375.08,403.12,387.11,388.87,383.36,381.47,382.83,374.57,362.27,352.31,352.40,374.45,489.65,498.06,508.76,489.48,404.42,401.39,413.87,399.54,394.57,386.36,387.55,388.72,391.54,380.82,378.43,372.38,493.86,509.26,495.04,502.68,514.57,518.59,411.79,402.10,397.86,393.14,506.76,453.83,490.28,393.06,401.33,393.88,401.96,409.14,403.75,403.75,396.68,391.23,403.30,401.68,326.45,318.93,432.96,337.78,337.09,334.58,353.20,342.64,392.07,418.47,386.56,368.83
2001-10-04 21:49:17.977000,L7,416.16,399.58,532.83,513.64,469.83,384.49,400.99,397.78,410.36,406.59,405.41,395.30,391.15,401.17,390.60,376.81,365.78,374.53,509.42,503.92,392.81,397.04,402.34,446.91,418.59,430.14,453.79,465.62,462.44,452.04,440.04,417.11,410.13,410.12,400.16,420.51,423.92,483.03,467.26,463.10,455.44,458.81,480.53,421.21,402.80,403.10,499.59,464.98,477.72,404.95,458.31,427.51,412.61,516.53,421.20,482.04,458.82,410.33,468.99,417.28,450.01,413.51,434.73,459.13,420.33,413.81,428.21,487.26,403.32,394.59,402.46
2002-02-25 21:49:59.822000,L7,,,,,,355.52,181.60,,512.58,476.39,446.86,418.92,380.57,357.77,320.74,306.27,286.24,321.18,349.20,370.89,375.54,398.38,412.88,415.38,415.16,417.86,413.65,472.38,411.63,422.24,442.48,416.69,405.88,403.13,392.11,501.77,497.39,497.13,421.44,426.07,436.43,438.18,413.62,411.35,403.92,408.25,406.55,406.44,418.12,405.05,407.72,405.87,412.77,407.68,406.01,427.50,413.52,411.87,412.52,418.63,415.34,419.25,417.07,419.02,420.69,420.23,401.85,396.56,407.52,411.44,408.44
2002-03-29 21:49:51.205000,L7,,200.20,242.92,288.17,322.03,316.67,332.64,330.72,328.47,317.06,257.58,305.64,,,293.15,275.96,273.48,298.22,274.32,303.27,,297.21,312.13,325.01,322.80,329.95,339.05,348.69,341.33,345.15,362.56,362.95,353.83,339.25,233.56,220.69,362.36,335.74,361.54,370.66,372.05,371.54,367.00,354.70,370.26,391.06,383.86,362.69,374.81,387.02,390.18,399.15,400.44,409.59,396.97,396.06,394.69,410.64,405.93,416.88,418.53,413.10,419.74,419.45,418.15,417.85,400.43,390.05,377.23,381.06,385.87
2002-07-19 21:49:21.346000,L7,400.69,387.24,374.87,380.65,385.81,486.34,490.69,525.51,396.49,390.62,402.18,399.04,388.41,385.85,367.97,363.16,343.24,350.95,383.38,397.03,390.41,391.32,398.66,403.04,400.23,418.02,401.79,399.79,404.57,386.83,395.91,397.34,392.19,372.50,378.17,323.03,413.50,408.24,401.99,405.29,419.15,404.11,397.48,397.94,404.63,395.91,395.19,381.86,381.05,402.05,396.85,402.37,410.50,412.89,402.74,398.28,393.82,402.96,412.92,426.45,416.79,418.40,407.68,417.27,411.92,412.21,397.36,385.79,371.48,373.26,378.70
2002-08-20 21:49:10.402000,L7,399.29,375.57,371.68,366.68,368.20,356.14,342.02,357.22,371.02,295.80,319.59,361.61,359.86,362.91,349.00,347.72,333.09,329.02,350.55,354.73,347.66,341.32,386.37,377.23,361.67,381.24,376.65,385.90,373.48,383.51,390.32,385.49,362.16,353.53,345.45,301.43,392.68,397.50,394.46,378.63,388.05,393.88,381.55,372.43,374.30,367.87,381.74,373.04,375.96,379.33,380.82,383.08,382.16,382.87,379.14,383.96,303.76,278.40,394.39,392.89,395.35,397.92,392.47,399.40,396.81,401.77,384.42,365.20,321.29,346.90,343.31
2002-10-23 21:48:51.087000,L7,353.90,340.10,322.55,327.70,339.24,331.19,331.75,335.32,321.53,281.37,253.62,326.91,326.72,333.04,309.86,278.94,293.20,293.59,313.36,312.58,241.84,325.28,329.98,329.96,329.06,335.44,339.57,340.87,323.42,328.52,285.03,341.24,325.21,311.83,290.81,,,,,173.97,318.47,342.75,344.95,328.43,329.69,341.44,343.55,341.50,347.50,362.54,365.29,365.56,366.02,364.80,367.04,359.21,361.59,367.42,357.06,,,,,,394.23,393.68,380.21,323.35,299.08,302.44,201.27
2002-12-10 21:49:17.131000,L7,443.53,440.10,431.79,431.74,438.34,441.45,443.93,462.77,452.64,448.53,452.36,444.00,438.55,431.45,436.93,443.93,432.80,406.54,399.74,396.70,390.90,406.72,421.04,423.68,437.38,441.00,426.72,425.02,423.36,414.46,405.60,425.49,412.24,457.92,438.76,425.87,448.47,434.44,456.11,462.34,460.92,469.63,458.91,451.16,452.68,441.28,440.53,454.69,445.78,432.89,435.44,438.97,426.14,430.59,430.78,452.26,415.31,421.66,429.22,441.18,451.15,458.22,441.72,446.62,467.95,464.16,427.51,411.61,401.49,411.07,411.42
2002-12-26 21:49:23.939000,L7,496.79,486.77,497.88,488.60,521.83,511.27,362.96,362.63,483.01,482.14,482.13,362.52,501.26,482.38,471.11,449.32,446.04,440.74,453.01,463.31,458.66,458.73,464.67,454.17,374.27,419.21,464.35,446.62,426.67,446.55,415.07,403.65,372.81,365.41,382.21,406.30,407.63,407.82,398.62,392.95,392.12,391.64,375.40,379.05,362.68,384.58,384.64,391.72,385.61,384.31,383.84,389.29,383.63,394.99,391.59,387.07,384.01,426.39,378.22,391.85,402.43,400.65,392.21,378.55,408.85,403.40,380.79,377.02,360.24,367.61,364.41
2003-01-27 21:49:33.029000,L7,400.39,378.47,375.60,362.43,372.84,357.64,349.58,355.75,375.54,369.42,371.56,358.35,363.17,367.14,357.16,347.71,327.82,335.23,346.43,349.67,348.54,366.61,376.20,377.65,373.17,385.20,380.86,235.36,244.21,362.82,381.35,383.07,366.33,362.07,363.35,272.18,383.89,388.29,378.11,384.94,379.89,383.45,372.75,366.36,369.34,396.27,371.85,373.15,381.11,377.33,383.82,409.84,400.33,385.10,391.22,387.64,380.43,401.02,408.28,403.58,402.86,420.77,308.37,363.82,405.76,403.29,388.08,377.83,353.06,365.55,359.19
2003-03-16 21:49:46.061000,L7,423.43,400.44,394.85,386.20,400.04,397.04,402.62,395.09,408.68,403.55,411.08,410.25,404.95,410.79,406.51,399.88,389.32,384.37,394.35,400.49,405.48,412.93,408.58,408.99,420.63,418.57,410.23,406.29,407.43,415.01,411.97,430.15,416.68,414.34,411.85,415.94,422.47,263.96,251.28,423.32,418.69,420.77,414.59,409.08,405.14,402.20,394.88,412.26,437.27,424.68,418.03,417.29,423.26,423.35,454.94,423.98,414.39,427.65,478.43,424.00,418.62,424.04,416.64,415.34,416.01,417.57,400.04,393.26,383.47,385.91,384.40
2003-05-03 21:49:49.056000,L7,437.62,396.11,388.88,386.93,387.53,380.28,385.93,395.69,414.88,410.07,414.86,411.95,403.59,410.61,405.93,397.37,382.11,389.19,403.76,397.41,394.99,403.76,484.54,419.09,419.54,428.47,447.68,433.65,416.88,442.25,442.45,439.38,433.89,409.65,410.00,397.70,419.91,415.94,470.48,476.47,429.14,425.43,416.34,409.79,410.83,410.95,390.70,411.65,418.37,412.89,426.19,440.10,418.60,410.98,415.54,398.89,401.23,420.43,427.93,420.93,415.05,413.83,415.33,416.77,417.67,410.65,399.05,399.52,387.24,388.90,387.77
2003-07-23 21:31:26.274000,L5,427.68,398.44,388.24,385.02,393.95,380.59,387.08,378.34,391.19,400.94,422.91,420.77,399.39,393.01,389.56,391.83,377.49,372.61,395.86,399.97,397.82,400.57,410.11,,,,,,,,,,,,,,431.55,430.98,430.05,427.80,421.44,434.05,420.62,418.27,421.61,401.68,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30 21:37:45.389000,L5,413.18,398.03,394.48,394.70,396.21,384.26,382.04,390.13,394.27,403.88,414.05,402.72,403.56,400.46,393.68,387.86,365.07,382.31,403.40,402.74,406.78,418.48,415.40,428.96,424.84,436.83,415.66,420.38,422.92,407.01,413.21,417.60,437.36,397.99,400.40,360.97,432.75,434.85,436.42,428.15,426.18,426.30,418.90,417.74,413.88,407.77,416.83,414.31,403.42,421.72,423.17,423.45,422.08,421.80,421.50,413.89,411.14,424.73,425.40,429.82,430.97,426.40,424.11,427.58,432.71,432.08,417.71,404.65,394.85,399.88,395.95
2003-10-18 21:39:00.182000,L5,384.87,371.27,358.57,357.42,371.43,358.45,360.53,365.29,371.11,371.18,368.19,367.92,367.14,364.22,343.45,344.55,337.25,327.77,343.80,346.62,350.32,352.69,379.17,377.44,360.58,385.77,377.36,379.24,373.28,382.05,393.18,404.54,373.42,375.50,361.40,277.44,406.07,406.87,403.00,395.99,393.21,396.19,388.55,382.12,382.92,372.72,385.09,378.96,381.20,382.11,399.90,407.45,192.85,207.79,202.45,197.01,199.40,219.39,409.01,406.18,395.55,364.26,254.17,172.41,400.39,413.22,400.21,394.23,375.41,388.44,386.52
2003-11-19 21:39:26.321000,L5,373.51,376.71,348.73,368.30,370.69,361.41,360.33,365.53,371.57,362.66,353.83,351.63,352.57,353.06,334.50,333.59,321.51,323.30,342.39,342.93,342.20,348.05,380.40,380.13,368.21,384.96,380.29,376.44,380.13,382.73,390.96,397.65,369.21,359.32,355.46,262.27,379.51,391.32,382.29,380.59,380.71,384.24,378.16,371.20,373.00,381.95,386.63,383.98,385.20,396.69,403.00,205.36,200.00,206.80,202.20,196.00,202.26,206.62,203.56,272.72,250.51,195.97,379.38,395.37,411.32,410.10,394.47,399.90,385.49,392.02,388.34
2003-11-28 21:33:21.973000,L5,454.29,474.02,465.61,457.75,461.27,470.33,452.58,502.25,458.37,485.65,482.56,461.80,514.28,455.53,496.12,458.16,502.98,517.61,470.76,507.99,469.50,490.33,511.99,482.21,488.51,,,481.18,478.96,460.24,468.86,484.44,466.68,,,,,,,,,,,,,,,447.25,444.05,473.62,475.48,466.13,459.12,459.00,457.09,443.59,,,,,,,,,,,,,,,
2003-12-30 21:33:36.470000,L5,418.41,402.00,386.69,385.54,393.43,391.05,387.06,389.01,406.09,413.51,412.22,400.18,399.37,397.19,397.57,396.37,398.54,406.13,410.92,410.00,407.94,,,,,,,,,,,,430.42,412.33,413.56,412.63,428.82,434.58,427.96,427.30,427.60,428.93,422.18,416.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-22 21:39:52.321000,L5,442.02,422.25,412.50,422.62,429.99,424.68,429.28,437.80,447.10,448.27,434.63,439.13,442.05,443.38,433.92,420.11,423.83,432.15,443.53,430.07,433.45,436.65,454.62,459.83,453.80,453.78,444.55,482.56,503.77,497.51,457.45,477.12,461.79,463.98,450.88,442.95,442.75,447.63,441.66,435.76,435.26,439.12,442.23,437.27,436.09,428.72,438.11,448.56,445.64,463.02,455.46,448.95,438.74,448.88,447.06,427.68,427.19,442.27,434.32,432.57,437.61,431.72,431.66,432.08,438.29,447.51,438.28,452.76,452.75,449.69,442.64
2004-02-23 21:40:02.028000,L5,456.82,460.84,461.68,443.89,449.70,504.32,515.52,478.09,487.58,498.04,509.83,483.04,519.16,452.68,433.25,453.05,437.33,444.02,458.29,520.19,492.59,480.73,498.29,490.58,472.89,456.32,487.34,486.13,482.12,470.55,489.13,466.32,478.42,471.44,468.79,479.02,478.23,465.55,466.49,473.74,471.50,462.24,470.71,466.80,456.62,444.26,447.57,444.48,437.52,464.82,457.97,461.76,458.31,,501.57,466.52,465.71,454.33,453.69,446.21,445.00,449.67,447.74,448.75,441.38,444.77,429.59,419.22,427.96,435.75,443.59
2004-04-20 21:34:43.076000,L5,416.18,403.45,394.62,396.30,399.46,393.60,389.62,394.66,414.79,,,413.63,403.00,407.75,403.53,393.83,397.69,407.45,413.88,416.00,411.93,415.50,420.67,,,,,,,,,,,,,,434.55,437.16,424.19,425.21,430.77,428.26,431.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 21:36:34.771000,L5,408.38,392.62,386.32,383.40,387.97,380.18,379.12,383.57,398.59,397.73,412.07,397.73,394.50,393.73,387.16,379.18,361.54,379.00,393.56,391.56,397.89,408.47,406.91,428.04,423.65,422.43,413.21,417.73,408.74,401.23,412.17,417.05,404.30,392.32,401.74,338.16,,,,,,426.87,431.09,414.32,413.11,415.94,409.33,415.19,412.49,410.86,,,,,,,,,,,,424.72,417.54,426.76,422.66,424.56,417.90,406.73,398.12,,
2004-07-25 21:37:25.800000,L5,340.00,330.28,307.32,294.26,239.90,249.57,253.45,256.45,276.37,242.81,245.99,324.37,300.76,280.64,257.85,265.10,292.70,295.31,308.42,318.62,317.63,,,,,,,,335.17,338.77,336.88,368.79,336.21,328.05,304.16,232.96,,,,,,,,,,,,,,360.66,362.78,375.32,374.75,373.44,368.04,363.38,320.04,,,,,,,,,,,,,,
2004-09-18 21:44:58.764000,L5,406.53,402.98,381.40,387.15,391.52,386.46,380.67,388.45,399.84,396.68,398.04,397.08,388.47,393.09,390.30,369.01,370.71,376.17,387.77,392.40,392.35,403.27,407.04,414.98,423.17,429.61,418.69,419.74,411.44,413.30,417.22,424.37,415.93,398.83,401.71,328.13,416.07,424.27,402.20,401.54,416.36,418.40,417.78,414.77,409.32,404.54,412.65,414.77,405.43,413.11,421.04,420.76,415.04,420.13,417.56,410.57,411.11,415.82,418.82,417.23,423.29,422.28,416.83,425.71,420.74,427.30,419.87,411.38,402.66,401.30,404.51
2004-10-13 21:39:20.914000,L5,398.03,387.34,373.78,375.58,380.97,366.64,369.15,368.34,376.06,377.83,377.13,376.53,370.74,373.55,,,,,,,,,,,405.84,406.85,406.78,405.95,402.06,400.81,413.39,412.50,387.44,379.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-20 21:45:40.625000,L5,469.18,505.32,493.05,471.33,472.57,475.06,455.86,455.76,485.12,,467.59,451.30,528.06,462.63,473.26,462.67,482.57,437.72,456.37,461.51,464.36,466.75,465.09,464.94,474.71,479.08,500.44,456.09,449.52,459.94,442.59,468.26,476.98,491.95,516.79,473.11,491.41,509.33,482.08,478.15,469.64,487.28,467.22,458.38,453.54,461.02,453.84,452.23,438.62,445.13,492.41,487.34,454.05,,476.36,463.01,454.57,462.97,463.19,463.20,456.65,444.09,442.07,443.01,453.14,456.71,441.49,427.98,427.54,427.16,429.75
2004-12-16 21:40:34.991000,L5,450.73,449.48,434.92,427.37,435.21,433.05,443.74,445.22,462.76,461.88,455.62,435.15,428.85,439.70,465.83,469.05,449.40,445.67,452.45,467.04,457.33,465.01,469.15,466.02,471.41,477.32,463.38,,,,,,,,,,,,,,470.35,477.31,471.44,457.46,458.95,453.14,443.84,448.91,437.48,439.87,,,,,,,,,,,,,,,,,,,,,
2005-01-17 21:41:01.708000,L5,,,,,,375.27,371.15,376.29,386.25,392.22,396.34,385.86,383.11,385.83,371.94,,,,,,,,,,,,,,,395.59,401.77,411.09,399.87,387.97,392.22,326.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-09 21:47:31.401000,L5,451.36,438.38,442.57,435.61,454.83,463.08,464.83,503.86,465.18,457.48,442.57,429.47,433.83,446.05,450.00,455.36,458.35,467.65,487.44,465.08,462.20,474.10,467.35,465.36,466.78,475.86,460.30,452.68,453.94,452.41,457.46,455.38,457.64,462.22,456.02,466.43,467.66,461.65,458.40,472.17,465.03,468.55,463.75,463.32,457.29,475.15,453.64,442.07,445.76,456.61,489.85,476.70,477.04,455.75,444.11,436.72,454.86,448.34,451.91,445.96,451.39,448.17,442.45,453.98,462.97,458.01,441.05,428.83,424.04,423.56,425.16
2005-02-18 21:41:30.252000,L5,,,380.38,381.17,383.65,371.24,365.63,374.31,386.99,389.16,391.84,384.59,,,,,,,,,,,,,,,,414.95,402.85,397.19,407.27,412.37,390.21,379.42,382.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:48:14.979000,L5,366.26,346.46,300.49,303.17,303.21,341.03,353.22,362.14,371.83,373.45,370.36,368.57,368.63,367.04,347.57,347.24,331.53,341.53,349.04,355.93,359.88,374.40,382.49,386.85,373.19,382.04,385.74,387.54,377.66,376.97,399.04,386.95,368.93,357.38,355.76,280.99,405.12,409.11,398.10,395.63,400.37,399.14,393.44,390.49,391.99,392.53,360.23,161.97,194.46,197.32,206.01,288.03,368.39,386.40,391.50,388.02,385.57,400.24,408.92,408.19,413.82,401.81,406.01,417.33,407.95,374.31,371.71,395.81,386.26,383.54,382.82
2005-06-01 21:48:30.637000,L5,405.06,402.07,385.85,393.26,393.55,387.42,377.66,385.74,395.07,404.52,404.86,396.32,398.75,393.21,386.04,381.37,362.24,372.44,389.61,399.67,398.91,408.65,416.25,423.04,423.06,429.30,412.69,422.86,419.10,408.39,411.42,423.13,410.74,385.13,382.13,347.66,425.52,436.37,428.42,422.47,436.99,427.98,425.19,418.15,410.79,415.53,414.51,414.14,407.89,413.72,421.36,426.29,419.16,422.07,414.39,414.41,409.78,417.04,422.64,428.72,426.29,423.08,422.73,427.71,423.35,434.20,417.86,411.63,407.74,405.09,405.73
