dates,satname,nzd0474-0000,nzd0474-0001,nzd0474-0002,nzd0474-0003,nzd0474-0004,nzd0474-0005,nzd0474-0006,nzd0474-0007,nzd0474-0008,nzd0474-0009,nzd0474-0010,nzd0474-0011,nzd0474-0012,nzd0474-0013,nzd0474-0014,nzd0474-0015,nzd0474-0016,nzd0474-0017,nzd0474-0018,nzd0474-0019,nzd0474-0020,nzd0474-0021,nzd0474-0022,nzd0474-0023,nzd0474-0024,nzd0474-0025,nzd0474-0026,nzd0474-0027,nzd0474-0028,nzd0474-0029,nzd0474-0030,nzd0474-0031,nzd0474-0032,nzd0474-0033,nzd0474-0034,nzd0474-0035,nzd0474-0036,nzd0474-0037,nzd0474-0038,nzd0474-0039,nzd0474-0040,nzd0474-0041,nzd0474-0042,nzd0474-0043,nzd0474-0044,nzd0474-0045,nzd0474-0046,nzd0474-0047,nzd0474-0048,nzd0474-0049,nzd0474-0050,nzd0474-0051,nzd0474-0052,nzd0474-0053,nzd0474-0054,nzd0474-0055,nzd0474-0056,nzd0474-0057,nzd0474-0058,nzd0474-0059,nzd0474-0060,nzd0474-0061,nzd0474-0062,nzd0474-0063,nzd0474-0064,nzd0474-0065,nzd0474-0066,nzd0474-0067,nzd0474-0068,nzd0474-0069,nzd0474-0070,nzd0474-0071,nzd0474-0072
2001-02-20 22:04:36.568000,L7,294.20,298.20,283.74,283.01,289.25,276.50,269.72,279.79,280.21,277.07,298.63,293.73,285.55,292.72,281.03,281.24,279.08,272.05,275.36,269.48,278.81,274.47,274.37,281.42,269.15,267.35,267.33,265.49,258.28,260.52,259.17,263.65,264.86,265.79,268.81,299.25,277.36,279.85,242.60,222.45,239.95,310.45,304.47,275.10,288.40,297.50,373.62,419.93,411.04,404.02,383.48,285.43,279.65,299.99,304.33,321.78,306.96,386.22,379.53,376.40,,396.30,415.71,306.48,285.40,201.41,141.66,202.89,253.82,330.56,217.65,325.97,301.12
2001-04-09 22:04:17.927000,L7,,300.86,231.37,330.35,304.72,321.89,319.48,328.35,285.21,281.88,307.83,301.51,485.18,491.60,484.52,485.72,484.07,447.38,475.67,474.45,470.06,306.96,291.56,323.97,320.13,279.02,290.80,299.35,301.98,306.55,277.63,272.86,276.15,286.31,287.86,303.72,301.61,310.55,312.14,315.80,312.25,313.87,300.28,319.14,323.89,333.52,328.73,319.43,325.15,322.04,313.42,310.96,319.94,305.70,317.52,328.71,325.16,315.70,311.44,316.63,393.28,,,143.93,248.50,203.05,273.99,339.12,348.58,340.23,233.25,,
2001-06-28 22:03:32.813000,L7,,,,,,,,,,,243.80,255.53,216.51,,220.15,256.36,257.37,250.32,246.83,289.53,293.66,304.06,306.96,305.83,301.96,294.66,298.56,296.78,291.10,298.61,305.55,297.44,283.85,293.60,295.97,297.74,296.16,291.85,297.20,301.38,307.51,,,,288.38,288.91,325.03,326.06,322.24,322.91,316.41,310.91,309.15,298.76,311.04,324.52,315.70,300.46,299.64,160.98,371.77,382.54,388.46,407.86,363.97,362.54,383.04,318.74,324.93,325.79,326.30,376.67,381.01
2001-07-14 22:03:33.580000,L7,,,224.13,291.16,298.65,291.74,312.25,321.11,308.54,289.14,298.09,286.58,291.41,293.17,277.21,318.27,286.28,290.28,279.67,287.68,285.48,276.34,296.76,303.88,279.44,358.76,371.40,368.22,376.03,280.20,282.07,274.67,274.72,282.66,282.97,285.29,284.40,292.26,295.53,284.66,301.98,,,275.09,312.23,309.68,305.42,318.29,321.81,312.32,304.98,302.88,298.59,390.21,409.04,413.36,393.76,415.23,287.06,,,,,,,,,,375.63,372.15,379.44,390.64,388.05
2001-08-15 22:03:02.378000,L7,252.78,292.01,236.50,303.24,300.93,294.82,292.50,294.82,293.58,290.39,304.03,293.75,289.45,298.39,280.09,287.57,285.31,279.99,267.42,281.81,282.20,271.59,283.97,296.58,201.06,,,280.25,279.22,299.45,278.17,274.64,274.74,284.75,293.22,288.15,291.37,292.05,291.30,296.40,296.42,294.61,283.71,280.72,283.55,301.69,308.63,315.91,295.98,193.49,,,,,,228.05,215.46,296.09,164.75,156.55,,,,,,,,,323.75,329.08,328.82,321.10,313.24
2001-11-03 22:02:34.745000,L7,297.05,310.04,282.26,300.86,302.24,289.05,290.81,294.84,292.37,290.31,308.17,303.72,294.28,300.21,299.23,285.73,278.38,282.95,279.90,284.78,190.91,,,,,,,279.49,276.17,291.18,277.82,277.35,278.00,281.47,282.45,291.06,287.57,290.12,293.10,295.01,366.87,377.65,375.57,379.69,386.20,297.97,316.59,321.22,313.78,186.38,,,,,,228.91,291.77,291.35,244.82,302.84,288.49,,,,,,,,,,,278.18,321.63
2002-03-11 22:03:07.402000,L7,308.11,333.72,299.70,328.63,337.69,326.20,294.70,308.23,305.10,311.42,320.80,325.60,327.87,339.93,331.90,328.33,311.06,312.23,322.50,305.85,303.75,296.41,305.99,305.54,306.11,315.66,301.32,299.86,312.03,301.14,295.27,314.02,310.72,309.12,303.10,301.08,294.03,303.05,317.08,310.75,313.65,313.61,308.01,309.31,315.60,329.51,338.41,338.59,339.75,323.20,322.06,323.33,318.21,315.99,320.64,329.90,324.27,316.58,309.78,326.05,320.32,330.49,343.02,343.88,345.90,349.12,142.15,194.93,211.51,233.32,299.02,342.32,345.17
2002-04-12 22:03:01.345000,L7,268.94,311.00,282.00,304.53,311.43,294.70,291.97,310.68,312.75,282.24,323.12,323.98,311.98,328.51,304.97,297.72,298.86,310.22,300.99,299.99,292.28,293.69,287.93,299.69,294.99,296.63,299.70,292.16,285.55,291.19,279.58,288.74,277.35,284.26,284.88,293.04,291.86,297.43,297.21,299.96,299.39,297.99,293.50,305.35,298.26,326.13,318.88,324.27,324.85,322.98,314.46,311.80,309.86,321.10,321.99,324.29,306.95,,,310.82,330.68,334.59,338.82,330.80,341.28,247.84,338.83,346.52,343.35,345.74,332.17,336.42,342.65
2002-05-14 22:02:55.455000,L7,230.23,290.02,239.00,310.89,298.57,290.29,291.69,288.89,295.97,313.69,310.62,298.41,303.06,299.33,297.15,317.12,286.62,299.08,275.92,313.49,293.67,283.02,292.44,301.11,292.55,295.73,293.04,286.71,279.05,285.94,287.56,278.65,278.74,286.46,285.90,294.43,290.55,293.46,291.70,290.02,291.45,310.48,306.38,306.40,309.46,320.38,316.71,386.64,395.34,372.64,383.62,293.17,288.87,291.68,313.49,314.55,193.14,371.35,375.74,383.51,397.09,337.69,339.42,266.78,,224.44,329.53,342.13,343.46,343.67,345.36,368.47,387.68
2002-05-30 22:02:49.483000,L7,,,231.68,301.57,289.59,285.20,280.36,281.64,286.39,269.40,292.37,278.59,272.54,282.07,278.86,273.03,261.62,274.57,241.89,279.22,281.71,276.18,277.28,292.55,285.23,281.99,286.46,281.64,274.28,282.42,278.77,267.15,269.71,283.35,274.65,292.38,292.35,289.65,283.02,287.54,299.63,310.54,289.67,288.85,292.64,292.98,304.45,318.17,305.59,194.84,,,,,307.04,322.90,,,,,319.09,338.63,322.41,262.83,,198.10,336.51,336.68,342.17,335.93,330.13,316.02,156.68
2002-06-15 22:02:43.613000,L7,,,390.06,441.11,449.21,431.78,430.66,474.01,290.21,280.82,300.55,290.20,279.81,295.34,278.08,289.76,275.48,282.41,257.97,284.50,374.23,372.84,373.90,372.51,296.30,313.03,296.72,292.83,277.93,295.42,292.37,268.52,274.50,287.06,364.17,367.38,348.11,360.05,393.46,284.59,299.55,290.46,370.79,394.85,388.61,395.68,389.85,404.32,412.23,420.18,307.58,305.56,309.68,305.31,,303.44,310.05,,365.04,392.38,316.79,338.34,334.04,314.74,246.21,337.74,328.43,333.85,335.44,340.27,336.17,317.95,332.20
2002-07-01 22:02:38.940000,L7,,,200.81,294.99,289.79,284.71,279.72,282.91,285.32,260.43,282.80,275.31,279.88,,,,,,,279.46,279.51,277.31,284.62,291.00,280.10,285.17,283.91,167.82,257.61,282.95,279.87,268.49,270.65,282.54,273.68,285.09,284.15,279.05,283.71,280.52,294.68,,,273.94,283.94,282.66,239.45,312.06,,,,,,,,,,,,,313.56,322.47,331.09,248.58,,387.19,385.18,398.83,405.08,326.60,323.38,312.81,152.43
2002-11-22 22:02:21.568000,L7,305.60,322.45,289.48,330.35,308.73,306.68,288.62,314.58,286.95,293.85,311.00,306.28,300.38,379.99,383.81,374.02,356.84,282.46,308.85,298.98,282.49,310.98,279.42,278.07,271.68,,,272.68,263.44,306.37,263.32,277.79,269.61,260.69,258.77,209.07,209.13,207.11,207.68,203.73,263.01,314.17,311.45,309.78,291.05,329.48,320.49,327.90,321.48,319.12,307.55,301.25,308.92,309.56,320.74,328.21,316.39,378.37,312.51,325.17,,,335.46,338.78,344.90,340.08,328.94,339.45,332.23,338.18,221.86,321.12,333.85
2002-12-08 22:02:27.564000,L7,303.12,310.45,285.32,284.88,298.11,278.96,276.52,283.14,281.45,276.91,300.89,294.35,289.33,296.70,287.15,359.87,430.99,485.51,274.15,268.03,271.27,269.74,268.32,274.14,259.97,255.56,255.44,262.39,256.17,258.40,255.71,265.47,263.38,209.71,196.75,211.84,206.46,202.16,209.20,204.96,291.34,293.83,300.67,276.98,286.79,303.21,316.98,316.16,309.40,308.15,288.55,298.99,296.78,302.34,260.56,307.25,304.15,304.86,,,388.61,403.65,403.13,327.01,336.20,326.43,,,,,,,
2002-12-24 22:02:33.044000,L7,,,,,,,,,,,,,,,,,,,,,,222.28,246.48,253.98,251.68,247.85,253.07,249.32,,,,244.37,239.58,191.52,166.57,197.10,184.82,182.30,189.50,188.07,172.82,,,263.40,271.95,276.55,293.54,287.74,299.29,300.95,284.49,282.63,292.95,291.53,300.13,307.67,167.64,,,,,,,,,,,,,,,,
2003-08-13 21:51:08.818000,L5,318.40,345.56,335.99,344.17,341.31,330.93,337.72,333.08,331.41,354.05,365.71,350.62,347.42,348.12,350.06,350.82,337.00,341.20,331.44,335.41,331.40,326.62,324.97,338.77,325.56,328.00,323.03,323.68,321.52,327.14,324.40,319.42,324.73,329.56,325.26,332.43,324.00,327.08,324.88,331.13,328.35,330.18,335.71,332.44,334.46,345.09,342.82,346.50,355.19,349.86,339.72,338.18,334.14,341.34,341.06,350.78,346.26,341.28,340.86,343.43,352.11,357.92,368.90,367.50,365.86,372.99,369.97,364.36,370.12,365.52,366.04,360.89,374.67
2003-08-29 21:51:26.098000,L5,304.11,255.41,,186.49,263.83,264.32,287.82,299.27,307.77,306.93,310.11,286.68,292.68,286.19,278.38,256.88,292.50,280.65,148.05,157.37,,276.72,299.39,311.14,302.52,297.19,226.02,269.83,,,,,160.40,209.65,209.38,295.45,310.14,307.07,311.15,313.88,308.88,312.63,311.35,295.23,300.33,320.01,319.71,329.50,318.83,217.65,,,,306.02,276.64,282.45,316.58,308.66,313.18,302.71,311.35,275.92,325.99,,,167.04,226.90,274.94,257.40,250.92,308.01,285.75,337.47
2003-09-14 21:51:42.461000,L5,304.57,317.58,285.24,314.53,314.07,301.27,301.63,302.56,303.81,312.59,322.19,314.31,314.56,325.77,311.96,311.56,303.23,303.69,298.03,301.65,298.52,293.99,299.20,306.34,301.05,297.51,297.59,297.66,299.11,309.11,301.39,298.93,294.83,292.62,301.75,294.78,225.56,268.80,295.93,297.03,309.53,308.50,306.81,293.27,295.29,314.44,320.21,327.61,325.63,318.01,149.41,,,298.83,316.03,321.16,309.23,306.28,313.31,316.73,330.07,163.89,343.90,338.42,340.99,341.34,340.16,333.95,336.73,332.48,338.08,333.62,334.39
2003-10-16 21:52:08.058000,L5,314.86,325.52,302.09,308.50,308.42,294.38,295.53,298.40,299.56,301.64,315.79,309.09,309.70,324.50,319.19,312.69,305.57,304.92,304.90,306.60,305.01,298.93,293.59,302.27,293.17,290.22,292.34,291.12,289.04,294.66,297.58,300.87,294.53,217.18,200.26,217.72,212.46,215.61,217.90,204.34,297.18,303.15,302.06,292.00,292.64,308.71,319.32,333.11,327.62,227.00,151.53,,,301.02,301.98,315.42,307.01,,,,,323.49,333.86,346.21,345.11,346.81,344.65,345.36,138.50,198.86,247.79,324.78,328.57
2003-11-17 21:52:33.290000,L5,319.42,330.63,298.20,320.78,323.05,313.06,311.40,297.93,300.37,301.87,315.95,311.57,306.90,314.89,309.49,300.38,307.74,308.91,309.38,309.20,310.98,306.54,308.75,319.22,303.64,275.41,282.03,287.52,282.53,291.73,287.18,291.25,283.60,293.20,303.01,273.94,221.00,227.46,299.97,306.49,317.73,261.55,301.41,293.18,296.55,310.35,311.28,321.66,320.79,287.17,310.67,310.70,306.63,306.34,157.77,330.37,320.92,,301.62,304.79,315.74,327.20,323.55,327.84,333.91,341.44,187.17,245.46,261.97,272.60,321.04,345.22,275.25
2004-05-27 21:55:06.972000,L5,,,216.72,297.66,297.64,287.42,285.51,289.01,289.74,275.17,299.11,292.34,282.85,289.71,289.01,278.07,257.88,230.05,237.10,282.36,272.00,269.79,265.83,280.16,271.55,255.53,262.23,259.83,,,235.26,259.76,267.61,271.36,275.52,275.91,281.76,269.95,150.35,277.82,277.63,266.57,278.83,274.58,273.43,274.55,289.67,301.01,276.59,176.09,,,,,,280.14,302.40,,262.90,305.77,321.07,329.58,319.93,317.39,235.26,209.70,,329.32,327.41,326.83,,250.37,301.75
2004-06-12 21:55:35.599000,L5,,,147.40,294.66,289.81,287.91,284.70,285.41,288.44,266.34,297.14,285.21,277.81,286.57,278.54,274.20,256.49,179.38,,282.60,230.69,269.70,270.93,284.67,273.97,258.49,262.41,252.74,245.90,270.87,237.15,267.26,256.68,273.70,281.31,278.65,284.68,281.60,252.82,261.63,280.37,271.40,284.74,259.46,255.01,279.64,284.64,295.94,282.86,192.67,,,,258.67,274.71,299.30,302.85,275.63,292.78,308.34,320.88,328.92,319.33,308.94,230.09,243.15,,324.47,319.61,329.47,,,
2004-06-28 21:56:04.477000,L5,292.62,366.47,386.95,368.47,374.71,364.08,366.52,376.64,372.84,383.82,384.79,372.83,381.83,383.07,377.39,370.85,381.06,370.57,367.08,366.55,378.91,355.55,369.87,365.17,352.14,358.93,357.55,362.34,351.73,363.70,351.86,355.44,354.48,349.54,363.70,352.29,356.63,361.61,351.70,368.25,355.87,357.14,370.66,362.27,381.05,371.20,365.72,384.15,382.08,381.01,361.83,361.67,366.72,348.07,359.36,373.08,364.01,364.47,358.55,378.30,368.60,380.49,380.79,386.93,407.00,386.80,399.74,384.54,381.69,385.77,379.79,397.07,384.56
2004-07-30 21:56:51.838000,L5,291.49,338.58,316.10,335.93,332.99,319.44,329.78,318.07,331.79,343.73,349.15,340.13,341.12,347.29,333.71,339.01,326.83,335.14,327.43,320.94,329.24,314.76,323.80,328.02,321.61,331.59,310.86,315.23,319.03,318.83,317.56,321.58,309.96,315.53,321.88,324.26,327.44,318.96,325.92,315.14,335.19,319.52,330.73,323.13,330.41,342.47,332.96,344.93,352.19,341.88,335.80,327.19,322.84,329.44,336.40,350.07,337.35,338.07,330.41,343.52,347.72,358.75,365.69,366.16,364.76,365.98,360.50,361.32,356.23,359.08,358.17,356.09,356.83
2004-08-15 21:57:13.549000,L5,311.57,333.66,310.86,330.42,328.71,316.27,320.43,324.56,325.69,336.92,345.66,335.93,341.25,345.12,339.39,329.99,320.36,322.90,319.25,329.43,324.35,316.79,324.59,324.87,320.61,321.56,316.94,316.02,317.36,328.55,314.41,315.68,311.40,312.62,318.43,328.30,319.41,320.42,312.54,316.69,323.93,310.88,329.79,321.61,330.21,344.76,337.36,345.96,342.24,341.86,329.59,328.41,328.13,327.86,330.59,343.56,335.96,339.44,336.07,347.88,354.99,363.32,362.35,362.50,362.40,363.76,360.00,361.53,352.06,357.18,355.49,365.72,355.26
2004-10-18 21:58:47.729000,L5,313.41,322.75,298.31,312.52,311.96,299.10,298.79,302.37,308.67,316.74,326.18,321.66,316.41,327.12,321.38,311.56,306.78,293.65,287.73,298.19,295.36,297.59,297.38,304.41,298.10,293.98,304.00,301.55,300.10,309.55,302.88,303.77,301.16,305.26,298.62,291.58,273.42,275.46,279.23,283.27,279.40,282.55,294.99,301.58,307.35,322.42,324.23,333.50,331.68,331.26,298.37,304.79,295.89,295.25,314.04,324.65,316.41,310.25,308.34,321.71,296.30,305.30,347.84,347.53,351.74,353.42,345.39,343.91,342.18,342.66,327.50,332.84,332.75
2005-02-23 22:00:55.316000,L5,350.16,356.80,337.64,348.69,351.47,337.40,343.06,345.24,345.55,359.62,362.35,363.62,352.83,361.28,360.08,347.74,342.03,345.22,336.08,336.45,334.85,333.49,328.17,334.06,328.40,321.70,325.51,329.19,327.46,328.24,320.84,328.37,329.78,326.63,332.13,324.27,324.63,317.83,326.94,329.97,323.17,329.16,332.58,335.84,344.33,354.18,348.70,351.04,356.57,348.72,340.30,333.38,333.34,338.36,339.99,349.32,342.32,335.94,337.59,350.23,356.74,369.90,369.07,374.14,371.78,373.80,369.83,367.91,366.43,365.98,365.45,367.52,367.20
2005-03-11 22:01:07.710000,L5,316.43,325.79,291.63,318.06,319.55,307.81,307.69,307.42,306.41,312.43,327.73,324.81,322.08,330.78,323.46,313.78,309.49,302.92,304.54,306.01,299.25,298.22,299.08,304.62,298.25,297.73,293.16,295.41,290.41,301.08,294.76,297.91,293.14,296.38,304.02,291.28,279.97,278.42,283.40,286.38,284.19,283.76,295.72,295.06,309.99,324.28,323.04,328.81,330.91,323.80,307.49,311.11,305.04,308.79,319.71,327.77,322.02,307.64,311.97,317.14,,335.45,342.01,209.22,344.66,348.79,344.32,345.75,341.91,344.02,341.79,342.69,337.63
2005-04-12 22:01:18.889000,L5,299.59,318.01,286.13,313.82,311.38,301.02,300.60,300.98,302.68,302.87,320.60,312.75,310.07,321.36,313.02,305.25,295.45,285.84,286.93,298.73,296.29,297.63,294.17,301.15,292.71,289.36,288.90,289.39,286.48,294.57,292.95,293.17,290.44,294.86,300.61,291.09,280.63,279.68,284.49,283.71,295.63,288.24,296.87,286.57,302.49,314.67,318.69,325.46,322.21,219.78,129.85,,,303.74,313.87,322.04,310.27,300.11,309.69,227.02,,325.50,327.55,333.96,329.31,336.46,341.96,330.38,324.69,325.00,336.61,332.88,321.03
2005-04-19 22:07:31.266000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.77,280.18,284.66,266.22,270.40,509.41,402.34,,,,,,,,,,,289.37,306.09,186.08,,310.30,289.93,209.43,,,,,,,,,
2005-05-05 22:07:37.767000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.78,259.73,280.34,295.54,290.15,187.27,,,,,,,,,,,285.17,310.86,275.67,,,,,,,,,,
2005-10-05 22:02:17.195000,L5,339.72,346.45,327.35,342.27,342.93,337.00,334.47,333.59,338.01,338.32,351.30,341.10,336.22,350.12,339.68,333.64,324.77,325.16,326.65,330.29,333.47,323.63,330.29,333.42,325.59,327.80,321.59,320.21,316.51,316.83,312.27,315.82,309.67,315.42,318.06,328.80,318.59,320.50,318.62,325.54,341.79,318.05,333.33,318.98,324.34,332.64,337.54,340.06,343.73,336.46,325.84,322.99,336.12,333.38,340.07,343.75,337.64,331.55,333.58,335.96,345.46,349.82,355.37,358.51,356.27,362.59,360.77,363.73,365.06,360.32,363.07,369.67,361.19
2005-11-06 22:02:22.875000,L5,311.65,320.13,296.16,309.24,311.49,298.62,298.32,312.59,313.06,320.08,334.53,329.60,324.89,334.55,327.74,317.11,297.28,296.66,292.61,300.19,296.25,296.97,295.16,302.19,295.03,309.98,307.82,308.00,303.98,312.21,307.74,308.25,306.27,293.81,294.29,283.71,277.44,278.91,283.23,294.79,293.02,299.60,303.02,308.93,309.59,328.18,327.40,334.01,337.74,307.31,290.33,277.57,294.25,301.86,312.77,322.44,314.32,317.65,323.17,325.10,304.23,345.86,346.86,353.62,352.00,338.00,339.05,336.58,142.94,175.33,224.01,326.65,334.00
2006-02-26 22:04:59.098000,L5,320.45,330.14,291.62,315.15,319.58,312.18,311.29,308.69,307.82,313.34,329.66,325.44,330.54,336.68,332.85,322.94,322.25,318.78,316.02,316.22,311.95,298.08,295.75,305.15,295.40,293.01,294.57,295.99,290.83,307.61,303.42,307.04,303.07,299.99,309.89,312.86,313.51,305.92,307.47,304.67,311.61,303.65,298.18,308.85,313.78,328.43,335.63,336.28,342.24,337.94,327.28,322.20,324.96,315.76,314.11,325.39,316.79,313.43,304.87,309.92,315.19,180.38,341.13,347.76,350.30,354.59,352.78,355.00,351.98,343.13,335.58,334.19,333.31
