dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0064,nzd0269-0065,nzd0269-0070,nzd0269-0074,nzd0269-0080,nzd0269-0081,nzd0269-0063,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062
2000-11-25 21:56:47.006000,L7,,,,,,,195.95,344.02,331.75,344.70,343.20,345.66,343.96,333.96,332.95,334.99,298.64,233.24,297.09,329.08,183.41,216.24,251.70,221.02,293.58,249.42,264.43,280.06,258.60,266.01,264.69,240.05,238.72,270.36,182.99,218.88,212.40,260.37,248.04,252.89,260.79,264.09,250.11,260.11,237.96,217.79,253.35,247.38,247.46,247.63,259.57,259.25,244.29,245.85,242.61,,,,,,,,,,,,,,,246.13,250.85,255.48,258.88,277.02,223.27,224.64,233.52,208.64,286.22,276.44,254.74,186.23,330.68,337.64,325.18,312.61,313.53,315.94,285.21,289.19,296.42,300.77,308.61,315.54,305.36,179.93,249.70,238.44,275.19,277.34,292.85,299.51,309.32,293.97,294.20,291.39,303.89,318.96,313.15,290.02,225.09,,,,,,318.30,324.92,,,,,332.10,,,327.49,322.93
2001-03-17 21:56:40.512000,L7,359.51,423.42,374.06,361.64,360.22,346.27,351.32,339.36,339.56,342.65,375.08,379.41,405.70,434.57,391.04,459.38,433.69,413.82,431.53,414.04,430.63,464.77,514.18,527.97,468.38,530.77,485.15,490.92,490.10,487.09,482.29,459.48,455.85,486.45,493.74,507.04,472.48,472.36,469.17,471.74,484.25,484.48,498.62,484.41,473.08,413.54,465.04,295.28,473.32,487.24,496.51,537.78,303.12,305.39,281.89,482.70,454.92,483.50,403.19,466.72,311.87,303.24,439.36,439.66,372.06,439.76,418.12,274.79,293.77,303.73,302.66,306.30,302.67,488.02,411.83,421.67,406.91,483.18,409.09,519.99,502.61,441.89,340.53,342.69,323.12,320.27,320.35,327.34,428.15,461.43,461.62,482.08,483.40,481.23,545.23,321.33,312.17,303.98,315.22,326.33,335.26,346.92,346.74,343.45,334.46,440.71,393.52,356.42,330.85,333.76,321.40,320.96,234.82,,221.51,518.59,494.81,537.86,428.65,407.56,424.54,429.08,506.43,500.29,506.77,517.65,510.36
2001-09-09 21:55:00.813000,L7,292.35,320.13,318.57,320.40,321.44,310.72,299.87,308.59,310.94,318.82,292.38,294.70,294.04,285.08,280.75,291.95,292.18,296.40,300.64,296.79,300.06,296.40,,293.46,254.35,269.07,272.60,280.39,267.83,280.20,264.01,269.02,267.14,268.07,243.08,237.68,244.19,281.07,264.69,256.61,281.76,274.03,271.20,264.78,255.27,241.43,260.73,254.14,274.50,268.15,271.00,275.92,270.71,263.59,246.96,423.93,475.25,463.44,527.77,376.20,355.84,557.05,361.78,527.75,350.32,538.87,494.69,408.24,271.60,280.12,276.09,270.81,271.75,275.20,263.44,273.78,272.10,289.47,290.66,290.79,277.27,328.83,317.38,297.89,305.28,284.30,279.15,312.05,286.38,286.39,294.96,306.23,311.90,320.80,318.87,285.67,266.50,262.66,273.97,280.74,308.39,304.38,283.37,,,,,,,,,,217.48,,204.53,194.15,320.86,514.21,506.18,407.66,428.74,476.89,321.93,242.67,251.89,272.08,467.06
2001-09-25 21:54:52.649000,L7,335.84,358.32,361.25,364.50,361.61,357.15,349.01,351.48,348.61,361.11,339.77,339.44,332.65,321.97,327.36,325.37,334.10,325.48,328.41,335.42,342.09,345.83,343.27,343.13,339.44,326.06,307.57,319.52,313.22,304.75,306.47,309.18,310.70,312.09,283.05,284.82,276.39,296.01,307.28,301.32,307.17,306.87,303.40,308.35,288.12,308.03,298.04,303.39,308.84,314.20,304.75,308.63,303.67,302.67,283.34,324.42,325.07,435.20,505.52,416.80,531.93,419.54,295.08,297.48,305.62,306.63,300.03,286.75,299.69,310.52,315.34,316.95,323.90,328.80,305.98,333.66,328.81,330.83,334.14,332.48,309.10,293.87,343.63,459.68,427.69,433.27,510.55,343.09,449.19,439.25,423.63,451.68,477.28,418.13,380.76,330.95,356.86,323.87,321.96,327.35,490.97,493.21,493.85,546.64,454.22,434.77,494.83,397.73,429.33,408.70,397.81,326.64,244.52,,,268.36,517.96,245.39,532.01,401.86,308.29,286.04,485.93,296.97,297.31,307.88,319.42
2001-10-11 21:54:33.822000,L7,293.87,323.50,324.71,323.92,324.70,316.06,317.18,312.92,318.80,321.38,306.73,304.65,297.64,289.79,295.08,302.57,303.02,306.31,307.14,308.72,307.85,313.67,299.32,303.07,290.37,285.62,275.47,286.98,270.66,277.52,287.43,251.77,267.52,277.97,266.77,256.74,249.97,536.62,394.63,524.84,547.59,459.72,439.38,269.39,261.04,271.00,276.93,274.71,265.85,236.11,186.43,477.21,480.39,491.26,,452.68,471.97,216.42,279.72,529.41,537.87,545.63,,236.59,273.63,271.23,239.65,,391.15,421.03,419.07,419.30,398.37,426.09,393.40,389.37,434.96,520.55,,,388.26,254.05,322.41,313.76,310.35,311.19,305.89,317.18,300.84,304.29,310.43,324.29,320.61,316.16,329.65,288.69,272.47,273.49,298.28,296.43,313.81,318.52,324.48,317.89,308.47,304.95,529.62,542.81,517.62,520.38,214.69,299.86,,,,,510.98,500.72,521.08,,,,292.75,302.40,306.95,298.75,289.13
2002-02-16 21:55:18.119000,L7,442.83,425.33,419.58,418.44,419.81,427.78,457.16,459.65,431.52,431.14,419.35,392.99,418.77,402.23,379.92,378.62,397.27,399.69,401.14,419.75,436.28,408.51,414.69,418.69,452.19,415.95,420.27,431.70,386.48,408.18,413.16,395.54,369.19,374.20,404.61,428.45,434.24,432.39,437.77,410.08,443.92,443.57,406.42,442.36,455.18,436.16,415.77,386.80,416.92,397.27,435.43,437.72,392.68,362.11,355.22,364.53,377.96,363.23,405.67,379.06,396.86,364.28,372.45,355.10,362.13,368.21,343.68,391.17,387.50,442.68,432.01,428.08,403.41,379.53,381.80,401.63,416.79,428.27,426.52,404.73,420.86,387.87,419.03,403.89,400.83,380.82,409.40,387.93,379.06,362.58,369.66,380.53,422.62,385.62,439.43,388.73,357.79,362.96,373.29,375.87,379.79,391.94,381.80,389.75,378.18,388.45,375.84,370.59,392.55,393.74,411.96,405.63,282.75,208.28,262.44,289.57,389.13,370.56,400.37,352.62,436.78,417.54,365.39,313.27,339.86,349.40,352.76
2002-03-04 21:55:22.074000,L7,,475.90,469.44,496.10,501.06,392.48,434.96,447.01,438.31,407.67,405.30,404.69,406.09,384.99,356.23,381.66,366.16,475.31,508.45,402.21,323.86,174.21,316.76,466.65,503.15,481.15,441.10,447.69,422.24,451.23,330.59,371.21,464.13,431.09,287.57,279.15,471.12,291.30,292.18,383.37,437.26,452.04,444.14,391.57,465.61,461.24,449.65,440.17,450.10,459.78,299.42,492.19,472.12,543.54,547.62,512.82,486.41,518.31,497.02,381.44,432.80,468.32,282.47,273.84,290.30,280.20,549.38,255.86,284.31,294.47,292.18,286.58,293.29,302.79,297.55,309.66,307.09,320.66,316.51,311.75,305.43,256.46,331.48,338.00,319.29,312.78,313.63,324.53,315.35,319.27,330.19,336.23,360.68,351.68,332.83,304.35,283.81,286.49,305.10,308.12,321.09,324.28,341.13,331.35,322.71,323.57,335.10,319.27,317.82,319.43,299.63,313.87,549.00,559.49,481.19,450.74,516.86,543.11,401.24,420.78,510.73,327.64,433.34,428.84,408.58,396.54,434.70
2002-05-07 21:55:15.811000,L7,274.64,295.68,305.84,313.05,305.89,308.72,292.57,291.98,280.98,300.44,236.67,261.91,283.63,211.46,,274.73,280.46,270.60,285.11,293.81,305.41,299.05,301.19,294.84,292.69,247.92,254.44,271.85,264.29,263.80,241.90,246.76,258.79,268.40,234.76,223.57,221.58,259.24,251.79,250.98,275.88,265.54,256.47,208.44,235.07,210.08,243.87,236.80,210.21,255.05,262.97,265.07,257.83,256.18,,272.78,281.66,261.56,388.03,275.65,257.07,259.77,,,,,,,,227.82,257.26,262.21,,,182.65,291.70,275.60,275.95,276.45,277.44,226.80,207.92,,221.44,401.14,375.72,273.57,,,,,,,,,,510.85,526.80,518.15,510.82,,,,,,,242.37,262.66,276.53,272.75,217.29,203.84,,,,,,,376.63,,,,,,,,
2002-08-27 21:54:24.198000,L7,526.60,488.99,454.31,503.31,493.37,501.49,477.38,466.38,425.03,483.53,469.33,500.11,465.81,456.67,465.84,465.47,464.57,469.11,471.30,473.60,506.91,491.11,500.03,383.68,540.57,467.32,440.41,436.44,432.54,432.77,444.01,450.61,446.91,489.43,514.51,436.11,429.91,432.23,410.10,393.20,386.71,379.60,441.09,470.46,402.52,433.82,414.75,438.61,435.57,435.51,431.98,445.17,447.39,458.78,473.59,542.02,520.78,448.94,442.05,492.24,499.03,387.63,364.63,424.68,432.26,373.08,378.71,401.24,418.54,402.52,404.10,438.19,455.50,444.83,426.13,379.75,457.51,409.60,489.24,441.42,395.17,415.52,413.13,407.27,416.69,384.17,395.49,402.04,395.35,387.58,383.43,403.20,436.02,416.55,433.34,444.76,374.03,467.77,491.98,453.08,422.92,452.40,441.69,485.65,440.23,416.43,420.72,426.92,400.19,555.29,514.16,496.92,482.59,496.56,474.21,472.56,421.28,442.27,368.10,374.58,394.78,398.39,311.47,279.86,279.84,292.09,299.93
2002-10-14 21:54:07.948000,L7,321.80,344.77,345.91,351.09,340.04,339.62,336.83,340.26,337.34,339.47,331.38,328.67,324.52,311.29,327.14,317.93,317.36,320.84,319.30,322.07,328.71,329.69,331.58,335.29,326.15,305.46,297.53,304.23,297.45,302.39,308.63,311.73,306.10,303.88,277.28,269.63,263.94,290.90,298.04,296.49,295.03,299.14,303.13,305.86,288.22,299.53,295.96,293.92,296.96,295.47,299.75,297.40,293.20,292.41,278.73,316.39,319.35,313.65,306.47,507.09,491.64,464.14,220.51,204.29,466.46,469.89,362.21,437.57,444.27,444.20,453.92,312.81,549.12,437.88,446.63,430.40,469.64,424.33,504.91,449.60,450.60,451.19,443.60,439.15,426.22,397.30,429.27,441.83,461.20,435.97,412.61,462.85,479.90,427.43,377.05,304.90,285.44,289.76,312.81,450.16,480.10,492.49,506.89,497.68,467.22,468.72,492.33,399.28,388.69,343.20,422.06,436.82,453.40,469.29,480.23,510.69,306.24,320.20,404.15,399.84,434.87,408.29,318.17,280.23,290.25,296.12,305.06
2002-12-01 21:54:40.891000,L7,,540.93,443.34,454.57,458.46,441.11,456.72,431.52,470.78,445.19,472.78,509.22,427.59,482.44,459.99,465.07,478.52,464.94,455.51,394.84,405.91,418.95,480.16,515.35,519.70,517.19,503.49,427.85,460.88,447.64,431.83,442.46,433.50,421.14,407.70,433.02,462.85,441.33,470.05,495.61,419.77,451.97,457.85,487.34,406.91,468.64,503.94,505.95,466.57,444.53,453.48,455.64,408.73,420.30,420.56,418.29,444.51,437.91,438.60,441.18,468.08,422.41,418.01,419.45,420.40,394.77,373.52,372.33,372.61,361.96,385.60,405.17,412.58,421.90,421.51,419.44,422.19,405.57,397.05,418.81,463.42,418.12,405.36,403.73,381.72,379.19,403.15,386.98,399.92,401.54,414.26,456.56,438.68,408.92,460.71,418.85,372.65,396.18,457.98,455.84,464.14,464.55,456.52,482.40,390.64,384.40,421.87,390.05,411.42,448.60,442.08,451.02,425.50,171.85,236.25,297.69,385.01,386.33,439.35,420.58,437.15,383.01,393.94,326.93,370.53,380.04,376.14
2003-02-03 21:55:01.991000,L7,277.68,274.37,374.01,378.31,390.41,375.26,364.34,302.17,299.45,302.50,290.35,,,,,,,,,,303.33,292.89,208.78,,,182.03,231.10,275.28,263.02,283.30,263.07,235.42,247.31,,,,,,197.03,251.40,260.77,270.52,262.00,266.18,247.99,226.68,256.39,261.86,259.93,256.48,270.80,264.97,259.29,257.48,243.58,280.54,286.64,280.59,,,,,,,,,,,,256.78,259.51,259.35,265.72,283.12,265.06,277.67,274.40,277.03,295.45,280.95,261.74,,351.63,340.61,339.02,341.82,329.23,333.07,331.47,332.68,341.92,344.40,311.30,313.15,305.98,283.34,256.80,256.26,278.48,278.66,298.06,311.45,314.97,296.44,291.87,295.26,338.75,318.61,326.92,324.76,258.95,,,,,,,,,,,,,,,,
2003-02-19 21:55:06.528000,L7,,253.99,298.97,272.90,278.69,304.53,292.05,291.87,230.94,265.95,264.75,286.59,281.43,287.24,286.29,288.35,280.61,284.08,286.82,286.86,287.20,288.56,295.65,291.58,292.65,280.74,262.15,276.03,264.18,275.41,242.01,235.88,226.19,252.88,239.65,222.67,224.98,247.10,234.23,240.40,242.83,262.47,251.47,263.43,220.64,221.47,252.58,254.21,252.71,255.84,271.53,264.12,260.40,254.75,,275.08,281.14,276.14,,,,,,,,,,,,,333.12,176.62,224.75,259.54,254.11,267.87,271.90,268.06,283.24,198.02,347.33,348.14,283.23,296.72,274.47,285.80,282.38,331.47,333.10,319.93,324.97,324.96,304.15,308.84,296.38,241.91,249.37,251.67,265.26,271.07,290.52,340.07,307.29,286.69,286.89,285.76,299.86,253.00,321.97,337.16,328.47,337.02,,,,,,,,,,,,,,,
