dates,satname,nzd0377-0000,nzd0377-0001,nzd0377-0002,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0042,nzd0377-0043,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0060,nzd0377-0061,nzd0377-0062,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0069,nzd0377-0070,nzd0377-0071,nzd0377-0072,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0079,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0103,nzd0377-0104,nzd0377-0105,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0003,nzd0377-0111,nzd0377-0112,nzd0377-0113,nzd0377-0014,nzd0377-0015,nzd0377-0016,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0031,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0038,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0009,nzd0377-0008,nzd0377-0010,nzd0377-0012,nzd0377-0013,nzd0377-0030,nzd0377-0036,nzd0377-0037,nzd0377-0114,nzd0377-0115,nzd0377-0011,nzd0377-0035
2000-04-15 21:59:31.785000,L7,,207.79,369.71,333.76,429.99,310.68,311.57,,,,,,,,515.45,512.43,509.26,510.37,492.95,480.41,479.65,450.62,424.16,466.83,520.95,492.00,480.97,465.84,478.92,469.63,375.46,365.13,432.72,413.90,399.89,405.20,343.09,384.38,407.03,383.03,362.97,377.74,385.97,378.64,376.42,368.68,358.68,367.80,354.41,354.38,335.60,322.27,316.58,313.75,306.03,305.54,299.84,292.51,282.78,276.68,265.48,265.00,250.21,242.05,241.60,247.22,238.20,227.99,236.38,267.39,234.89,219.18,206.36,181.37,181.96,156.53,,158.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01 21:59:30.586000,L7,,,487.82,411.54,425.38,324.88,308.02,,,,,,,,,,,,286.34,260.10,480.01,457.28,429.51,474.64,,503.78,495.21,487.93,479.43,443.08,375.11,365.18,428.69,455.39,418.78,412.55,364.98,369.31,404.82,389.63,374.70,382.70,381.11,385.50,380.71,372.78,362.16,367.09,355.13,345.92,350.39,344.10,324.84,320.54,317.21,311.57,318.12,297.88,286.43,279.81,270.18,261.01,261.69,260.30,249.22,250.24,247.01,235.56,246.46,266.11,235.71,216.80,206.72,202.25,192.32,174.03,,166.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-17 21:59:19.400000,L7,,,,481.51,493.15,445.94,486.13,,475.72,477.53,487.63,483.83,486.16,493.29,510.39,502.41,286.18,297.91,308.82,291.54,270.77,278.55,269.76,467.49,509.62,477.36,467.56,434.30,404.16,403.87,383.87,364.70,354.12,366.67,380.88,346.48,343.31,355.35,388.47,371.71,349.25,359.34,348.77,343.44,330.20,351.78,356.56,359.21,354.67,329.15,342.71,325.52,319.45,309.44,304.79,301.07,303.10,292.08,291.01,278.26,267.22,268.27,253.65,271.20,258.56,260.39,253.26,253.03,247.63,263.13,240.88,222.45,205.05,196.02,185.77,169.19,508.43,164.51,,,,,,,,,,,,,,,,,,,,,,,346.76,494.62,443.97,465.32,,464.57,,,,,,,,,,
2000-06-18 21:59:03.789000,L7,320.74,,487.12,,,,,412.85,462.32,436.16,432.89,420.85,432.57,452.66,474.16,376.87,454.09,423.35,424.47,442.22,444.02,417.34,417.69,437.83,482.50,450.81,455.95,448.54,397.21,383.13,340.80,336.86,308.71,326.83,350.73,286.01,257.05,205.25,374.84,349.94,330.34,336.55,334.14,320.81,239.01,292.06,327.09,282.26,296.99,276.56,256.60,306.56,270.97,274.49,284.81,271.45,273.46,268.04,257.87,256.99,248.24,238.49,232.51,211.01,212.61,228.90,220.62,231.15,200.93,224.57,206.05,195.45,180.17,170.42,159.20,,202.09,,,,405.24,315.50,446.35,314.74,454.97,396.38,398.73,389.29,298.43,505.31,527.13,434.59,439.84,362.81,341.23,347.09,302.52,204.47,312.28,273.60,338.24,473.90,304.47,300.35,,,,,,,,,,,,
2000-08-05 21:58:20.584000,L7,316.12,298.70,380.93,220.15,483.37,467.65,490.28,449.83,437.05,272.43,304.55,334.22,276.37,304.43,281.18,263.74,305.80,310.34,328.73,351.50,361.37,319.07,336.52,337.22,490.59,465.15,438.04,423.87,397.47,387.71,362.18,354.69,336.74,355.80,370.21,327.57,245.74,334.53,377.28,345.69,333.99,335.67,341.73,329.01,325.23,334.71,342.69,321.55,331.35,298.50,307.48,302.38,293.34,287.84,274.05,268.31,279.41,267.12,264.07,263.55,256.77,252.78,244.93,254.04,233.28,241.42,227.91,210.67,230.76,240.51,216.95,201.05,189.88,180.22,167.03,153.88,515.34,,,,,,,,,,,,,,,,,,233.48,326.31,,,,,,482.62,349.72,403.27,397.33,,,,,,,,,,,
2000-09-06 21:57:58.861000,L7,390.12,,382.72,,,,,477.57,459.25,466.92,458.92,323.60,264.91,311.54,225.17,257.68,281.95,308.62,318.51,351.19,302.12,308.10,340.80,324.39,485.83,439.68,424.68,409.10,389.33,397.19,370.64,358.84,353.23,363.94,365.71,333.86,174.68,,361.42,343.95,328.33,322.53,330.20,324.03,314.91,324.18,325.93,312.79,296.44,286.08,258.47,290.81,281.65,267.80,261.79,250.17,268.43,259.76,253.64,257.87,247.85,243.27,240.98,230.52,220.90,229.93,213.36,157.70,179.22,193.08,198.17,187.27,182.54,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-24 21:57:29.684000,L7,,277.03,362.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.61,482.68,483.31,,459.94,445.23,436.76,432.25,444.35,441.16,429.17,465.91,457.28,454.84,444.65,435.89,433.85,436.66,517.47,,515.27,469.55,489.26,426.12,416.51,390.80,401.24,357.20,372.03,348.07,338.79,323.07,318.55,313.45,321.60,327.46,321.88,305.39,289.66,281.27,257.17,338.73,,217.58,192.41,218.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.06,302.17,,
2000-11-25 21:57:34.931000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.08,517.79,513.23,491.77,484.59,465.30,454.73,452.98,470.72,462.08,437.98,441.12,445.81,438.78,434.19,428.80,416.22,420.42,438.23,411.64,419.03,403.57,399.07,369.46,357.35,352.64,345.70,345.86,344.31,322.86,319.95,302.33,310.69,319.82,341.77,340.60,315.30,327.36,260.98,252.17,222.82,,200.43,191.71,193.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.01,266.04,,
2000-12-11 21:57:36.803000,L7,,390.97,499.20,,,,,,,,,,,,,,,,,,,,,,,501.95,477.99,502.61,465.55,454.55,479.47,443.25,419.84,476.79,509.50,512.84,312.10,335.38,493.02,467.91,465.66,457.70,462.52,470.45,473.30,450.64,385.22,385.82,394.65,372.58,376.16,356.90,352.46,397.84,395.97,388.44,379.00,366.45,311.19,296.72,298.83,282.90,267.17,270.78,258.89,258.54,245.90,259.44,254.11,269.88,249.75,225.42,209.81,184.51,189.68,193.86,497.86,169.34,174.50,163.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.04,250.37,,
2001-02-13 21:57:39.607000,L7,310.52,,507.21,,,,,,,,,,,475.00,514.61,495.64,,508.78,464.61,485.27,534.79,526.22,434.53,468.41,474.95,439.65,506.45,507.06,494.42,502.37,515.42,509.48,506.83,490.16,483.39,465.74,450.77,429.36,430.48,379.21,348.26,347.71,355.27,343.46,347.79,336.99,356.84,332.67,355.10,323.69,373.16,375.04,283.19,288.63,279.36,325.88,355.27,361.29,336.26,290.37,275.74,269.66,251.39,246.26,288.62,291.50,293.93,271.13,277.50,290.65,263.04,245.62,246.36,233.58,180.52,213.63,508.89,177.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,322.31,,497.74,220.26,498.74,459.06,489.67,477.49,467.76,488.04,508.65,502.09,482.10,456.81,178.95,251.45,504.40,485.04,453.19,482.76,467.07,485.28,442.41,464.20,496.50,481.81,469.83,454.51,409.67,409.92,385.11,418.19,393.15,407.76,386.61,404.28,443.86,392.91,419.95,410.99,361.77,384.26,345.42,413.41,390.82,349.76,372.83,348.47,354.26,334.62,323.67,323.52,318.26,333.04,396.84,401.03,400.17,395.16,380.69,360.93,348.98,338.71,321.86,265.50,257.52,246.61,247.48,228.19,213.35,237.06,212.36,185.96,185.71,180.12,189.91,178.62,513.31,153.50,,,311.61,203.81,376.59,,291.71,309.66,341.78,314.88,211.21,410.48,385.13,346.07,271.36,,266.29,343.12,304.86,203.64,330.85,,,,,,474.69,448.95,307.92,334.77,431.92,,,,,,,
2001-06-05 21:56:52.440000,L7,327.74,,491.01,190.59,,,,369.89,448.58,418.07,432.72,423.47,431.67,455.38,478.81,370.52,389.52,410.24,408.96,430.27,448.21,418.17,399.07,427.44,483.15,443.52,453.72,415.76,274.60,389.83,359.33,351.85,339.53,357.33,367.71,355.98,152.62,503.03,499.02,489.56,248.22,327.74,339.80,320.42,243.19,189.53,290.24,277.67,258.71,267.24,233.58,268.89,225.32,253.74,218.90,192.18,207.03,219.54,227.01,226.48,212.10,180.75,169.42,179.49,,,,,209.65,230.62,199.70,173.85,169.32,156.93,158.04,,499.56,,,,355.69,419.30,268.87,324.01,498.86,397.94,479.57,401.65,443.33,520.12,,,410.03,473.67,445.92,368.13,312.28,330.22,339.29,290.52,273.43,235.75,309.18,295.63,,,,,,220.40,173.03,304.46,,,,
2001-07-07 21:56:36.067000,L7,,,496.56,204.83,,487.46,514.77,,,,,,,,,,,,,,,,,,,,,,,239.95,325.08,345.23,328.53,219.61,281.81,237.06,,,,,,,,,,,,,236.06,186.16,224.25,,,,,,,,,,,,,,,,,,,,,,,,,,498.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.76,490.89,523.35,,,,,,,,,
2001-08-08 21:56:12.984000,L7,,272.96,485.22,,,,,,523.07,500.35,505.02,502.86,497.30,,,,,253.16,529.28,498.85,474.94,449.66,424.49,463.02,,523.82,512.96,506.46,508.63,474.34,274.02,287.16,339.03,364.72,433.73,421.93,389.15,388.43,397.50,375.49,372.54,389.78,390.47,397.11,372.61,381.43,371.99,372.04,355.01,353.55,355.08,345.74,342.14,321.94,323.66,305.61,293.70,304.68,294.42,256.11,259.70,265.04,260.15,255.26,237.37,248.29,236.68,222.14,234.76,265.74,228.31,215.59,198.15,180.98,194.04,,,,,,,,,,,,,,,,,325.87,205.73,,272.43,344.39,,,,,,,,,,,320.65,,,,,,,,426.61,
2001-08-24 21:56:00.447000,L7,324.97,448.63,,517.35,426.65,417.20,430.38,,,,,,,,,,,,,,,,,,,,,518.47,514.32,515.01,510.60,510.96,502.45,500.26,495.89,462.87,467.93,518.13,508.42,494.79,475.92,465.78,465.63,472.95,465.89,436.84,434.77,437.12,432.66,423.20,399.68,406.90,401.55,439.55,396.79,407.22,393.89,430.79,331.45,376.26,362.28,337.78,311.17,315.52,307.31,298.74,303.20,287.65,287.34,304.73,298.76,285.46,332.79,338.96,274.69,245.06,,219.26,196.56,195.59,,,,,,,,,,,,,,,,,,,,,,,,,448.07,433.61,208.05,,,,,,186.79,483.94,,
2001-09-25 21:55:40.572000,L7,490.95,256.80,372.14,,,,,,,,,,,,,,,,517.70,470.70,484.47,443.08,426.53,474.42,,515.94,502.76,506.45,473.02,472.49,373.77,509.23,520.51,503.15,491.35,423.77,413.19,393.34,390.85,381.46,374.58,404.10,360.73,451.00,418.90,426.43,435.09,399.85,375.13,395.44,391.28,379.67,371.71,306.35,315.48,318.81,364.15,359.46,305.08,300.92,301.99,330.84,333.21,326.21,323.64,313.23,289.56,252.52,253.33,268.96,247.46,268.44,252.82,197.83,207.36,216.27,,177.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-11 21:55:21.747000,L7,322.18,444.66,386.69,274.11,392.74,235.21,436.78,,,,,,,,,,,,,519.48,516.34,488.98,444.66,465.44,498.48,480.59,462.02,449.50,430.34,448.31,451.99,370.76,374.00,378.23,383.46,435.68,338.94,425.72,408.23,383.94,376.06,387.66,401.39,403.38,391.60,382.29,372.61,363.63,357.61,354.20,344.83,336.76,329.46,335.03,322.56,312.58,316.69,296.68,296.67,287.00,284.31,272.52,336.28,326.08,295.35,307.09,306.45,290.98,288.26,315.69,245.03,242.31,269.39,252.39,250.66,177.82,,148.50,189.48,175.02,,,,,,,,,,,,,,,,,,,,,,,,,,411.68,,,,,,,225.03,284.66,,
2001-12-30 21:55:49.115000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.73,447.89,447.33,,,,,,,,,,,,,,514.76,491.57,418.77,423.38,425.64,418.00,421.64,444.78,416.95,421.35,387.42,352.23,346.94,326.24,319.98,319.42,310.66,306.75,323.46,313.38,379.77,284.41,247.49,252.02,243.95,,275.45,217.41,199.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.81,288.41,,
2002-03-04 21:56:09.860000,L7,320.97,487.21,370.35,,,,,,,,,,,,,,,,517.44,508.24,506.69,516.96,464.03,525.12,491.08,490.94,486.63,483.77,468.00,484.43,490.48,483.30,477.94,474.93,482.66,467.51,455.88,450.30,441.89,437.31,428.85,425.94,437.51,453.09,407.39,403.96,397.87,401.82,395.78,387.41,379.12,363.65,358.28,354.42,350.30,348.93,341.09,335.31,326.25,292.28,319.77,346.12,400.13,440.48,428.91,453.31,309.14,279.32,280.84,310.40,288.10,262.23,244.50,227.93,231.35,228.87,,292.98,316.29,367.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.81,,,
2002-05-07 21:56:03.729000,L7,319.13,,498.77,207.18,492.78,457.75,492.77,440.28,424.58,304.00,231.83,352.74,257.14,317.49,476.94,480.74,432.92,425.06,334.17,439.47,443.77,421.31,425.27,427.91,470.99,436.66,431.89,406.28,341.76,384.42,367.18,348.80,336.38,316.37,295.63,303.32,,,367.29,340.90,292.77,271.00,306.18,306.94,296.22,333.72,287.16,304.15,298.69,282.08,250.70,283.76,270.82,275.86,269.71,258.08,279.01,260.01,256.53,249.45,247.68,245.44,242.77,241.32,216.33,229.54,214.22,204.73,210.57,218.54,207.88,185.76,175.45,162.68,,,232.06,,,,489.09,507.56,,,,208.10,352.62,,,,,,,,266.71,334.70,,167.99,317.00,,351.96,499.09,452.65,422.94,417.17,330.44,225.92,369.63,331.57,,,,,,319.91,
2002-08-27 21:55:12.096000,L7,310.69,,447.15,354.60,309.29,303.39,306.64,501.38,445.83,243.27,295.83,335.15,311.21,309.81,481.61,401.76,475.38,444.70,443.66,453.11,436.18,413.09,427.02,460.81,497.93,439.70,461.35,441.13,402.17,397.02,280.52,229.51,228.85,318.61,369.11,342.22,191.94,150.24,370.06,353.33,333.13,310.63,330.86,331.83,328.95,341.12,350.15,325.45,342.38,346.06,299.07,318.78,324.74,280.00,278.05,271.59,308.07,277.50,269.78,262.27,264.91,329.94,319.45,322.02,318.96,309.38,226.92,221.48,213.85,259.08,216.59,202.83,190.09,186.61,186.11,,230.68,,,,499.68,524.54,,,,,,,,,,,,,,,,,,,,,,,,,,,439.18,,,,,,,
2002-09-12 21:55:07.575000,L7,346.94,,453.98,274.14,255.20,261.52,,,,,,,,,,,,,514.96,528.29,519.80,487.46,,,,,,521.30,513.50,513.49,511.35,516.48,519.73,504.36,501.44,505.64,496.68,501.87,492.22,468.92,451.64,456.37,424.64,365.83,461.67,451.40,461.31,451.07,486.23,491.38,373.28,364.16,354.60,345.54,343.41,337.31,333.46,318.60,310.70,294.13,282.55,319.73,320.42,320.02,299.34,296.50,283.63,272.05,270.69,291.06,277.83,263.29,248.07,228.90,230.64,215.01,216.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,331.69,448.89,375.80,,,,,,528.07,505.83,508.08,502.98,490.33,493.84,508.53,504.93,504.35,476.89,294.18,267.45,262.72,444.34,430.96,467.09,507.03,492.72,475.63,447.11,430.10,442.36,462.21,446.37,492.54,486.69,504.36,505.71,504.33,500.45,487.89,465.95,453.59,354.54,350.14,357.89,445.58,438.21,433.82,441.16,421.44,339.51,333.42,316.74,339.87,302.54,321.66,290.28,379.59,359.82,351.33,316.55,328.91,321.30,292.97,257.00,245.70,240.72,254.22,227.78,233.80,257.20,229.37,210.83,196.00,183.92,182.86,154.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-30 21:55:01.471000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.83,508.50,510.06,517.23,507.13,500.57,496.62,462.90,468.30,488.86,493.40,477.31,515.72,,,516.29,437.33,451.62,465.64,412.82,403.16,407.35,416.75,402.48,398.82,400.44,364.64,401.22,340.32,341.60,347.06,377.94,347.65,341.92,330.29,323.01,348.32,322.36,314.85,364.06,258.80,236.85,221.34,,193.40,196.47,192.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.51,231.41,,
2003-01-02 21:55:34.113000,L7,,,508.72,,,,,,,,,,,,,,,,,,516.83,487.45,439.88,469.01,,510.29,510.78,491.83,460.16,477.41,487.05,499.72,502.89,505.79,471.52,465.18,449.45,439.12,425.55,406.79,397.01,404.85,410.92,405.54,401.36,398.28,388.07,389.29,378.90,417.46,357.78,350.47,339.23,336.67,329.56,325.33,310.68,300.71,288.80,284.10,276.95,268.25,267.28,265.46,273.33,296.68,273.31,254.63,255.99,263.98,249.80,252.31,210.69,198.10,186.86,152.46,506.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,,,500.98,,,,,,,,,,,,,,,,,509.76,496.28,478.60,431.45,476.51,508.57,484.39,468.14,466.38,393.51,414.43,425.54,428.85,396.44,325.07,304.62,385.70,275.31,317.77,398.57,407.63,390.34,384.56,347.30,358.66,370.58,362.14,378.73,424.42,425.63,382.68,362.13,348.55,338.38,331.24,327.18,378.82,373.26,362.12,281.40,301.55,331.48,323.46,303.64,253.03,247.82,245.11,241.56,228.04,241.35,258.70,229.51,208.70,190.17,185.44,177.82,150.48,499.70,157.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
