dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0037,nzd0279-0038,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0061,nzd0279-0080
2001-04-20 21:44:10.657000,L7,405.66,399.01,474.73,490.53,474.99,502.25,439.60,513.30,521.49,527.90,529.56,522.96,501.41,490.47,487.11,479.58,469.18,464.85,463.56,462.62,452.75,456.04,434.27,442.22,432.02,431.39,420.01,430.68,427.63,438.19,446.06,442.14,439.05,326.03,295.29,460.84,466.70,339.11,202.83,353.94,308.00,355.08,347.30,323.80,341.54,336.12,324.45,258.91,254.27,261.93,274.67,251.88,277.77,284.61,264.12,293.18,267.77,331.37,326.92,341.45,349.10,351.60,218.22,296.27,362.94,369.24,374.95,376.01,368.49,371.62,376.63,288.82,247.99,,319.23,319.19,328.86,314.36,328.94,261.48,364.17
2001-05-22 21:43:54.652000,L7,435.14,447.72,436.66,426.22,442.02,451.74,455.68,464.34,467.36,487.02,494.75,487.32,531.43,521.92,508.80,505.11,483.36,491.42,478.04,408.70,453.67,445.90,455.83,448.64,440.31,452.50,451.72,443.01,456.37,449.94,458.08,450.91,454.46,461.09,465.92,460.39,413.03,368.52,484.83,483.02,462.79,495.01,367.66,416.21,472.81,490.18,482.22,461.02,334.84,338.34,441.77,466.72,450.78,427.47,343.25,343.86,348.18,346.91,356.56,365.25,364.21,371.41,342.35,275.60,387.34,383.58,394.44,391.13,385.07,385.48,388.96,500.42,417.78,456.78,476.76,416.39,440.06,446.76,445.72,441.41,385.93
2001-07-25 21:43:18.753000,L7,222.29,257.02,351.79,270.28,182.63,296.36,319.17,294.28,247.78,280.54,277.02,280.97,261.51,292.78,265.23,237.86,258.76,254.53,240.88,225.10,217.50,172.46,161.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-11 21:42:38.257000,L7,457.79,449.35,452.14,458.22,466.05,461.82,469.44,475.43,486.41,498.70,498.80,489.58,483.36,468.61,456.39,452.16,440.73,427.71,419.04,347.38,343.63,335.15,325.70,326.33,333.36,334.00,309.23,316.18,284.88,309.70,305.28,316.49,249.83,183.41,279.56,,,340.73,240.94,165.01,358.77,352.21,346.46,310.04,303.81,318.87,317.18,299.41,319.46,318.35,295.58,321.23,316.75,327.56,326.55,326.78,303.77,328.90,334.50,344.35,340.60,352.86,214.48,307.32,292.23,158.81,377.54,377.48,372.42,370.89,375.02,,,,,319.23,322.32,324.34,309.27,324.29,360.98
2001-09-27 21:42:29.269000,L7,402.72,399.40,391.68,395.90,396.44,399.03,408.79,417.10,428.17,433.72,436.39,432.12,419.01,406.44,399.48,389.61,386.31,374.46,368.14,356.43,352.79,325.98,322.36,333.22,338.04,335.54,315.49,308.15,329.33,323.50,332.29,327.01,302.90,333.28,329.14,286.60,300.69,347.49,249.98,511.22,521.12,523.38,515.62,506.80,505.47,496.91,430.32,488.06,466.74,460.17,454.83,467.28,470.95,470.59,475.44,445.14,479.51,468.52,335.00,343.53,349.77,352.83,223.29,288.74,369.92,377.75,386.41,174.58,377.67,231.88,378.83,300.39,180.87,488.06,495.64,489.23,487.79,470.82,435.18,466.09,364.01
2001-10-13 21:42:15.922000,L7,486.84,481.20,486.31,478.20,475.95,499.29,507.13,513.29,529.69,536.86,537.92,515.62,436.18,511.78,506.41,462.67,485.69,466.51,448.73,440.98,434.88,420.23,423.88,419.21,419.08,366.66,367.52,429.71,426.49,425.82,326.93,374.16,374.86,445.77,441.92,430.88,438.91,341.81,244.19,352.67,363.67,363.99,356.42,334.14,345.48,340.04,330.21,333.08,328.75,326.81,322.17,320.34,324.73,205.42,253.02,332.90,332.14,332.62,330.95,338.73,346.85,352.90,225.82,290.81,368.73,377.02,382.23,377.40,376.57,374.23,376.92,292.53,168.70,168.96,317.49,325.66,321.67,332.79,319.63,322.53,360.45
2001-10-29 21:42:21.289000,L7,463.97,517.85,519.41,514.67,447.83,511.98,515.86,523.40,529.11,536.14,535.88,536.06,516.19,455.55,505.31,495.40,422.09,408.08,477.96,465.31,455.16,455.63,458.40,448.54,440.32,440.24,457.48,458.79,456.79,464.09,468.70,461.15,467.38,465.82,462.32,474.56,483.07,493.67,510.56,505.10,518.93,366.26,521.84,457.92,498.89,483.33,334.48,477.50,474.47,479.54,454.17,455.57,466.58,448.12,449.41,465.66,387.37,456.31,469.88,474.24,420.84,465.45,490.33,487.68,372.76,377.26,170.25,185.14,206.73,228.57,234.17,488.16,494.41,469.84,462.90,458.28,467.94,339.98,485.99,464.22,233.59
2002-02-18 21:42:54.191000,L7,468.06,507.62,492.56,472.04,416.35,418.40,427.90,436.74,436.73,,541.83,441.11,433.57,424.47,412.17,493.52,483.36,523.91,499.28,498.77,445.13,339.02,326.40,474.86,420.45,388.90,474.65,401.17,405.05,447.95,456.29,452.83,370.89,394.31,433.81,432.74,374.40,338.00,315.14,339.21,360.53,319.78,272.80,263.50,347.20,334.70,328.74,332.87,371.21,372.10,372.40,376.12,378.29,381.57,546.24,483.38,431.77,455.32,458.44,339.80,350.44,353.68,219.27,285.03,370.97,374.83,381.44,377.20,374.44,372.03,377.82,292.77,342.93,541.12,382.93,379.30,377.11,375.30,374.44,373.26,359.37
2002-09-14 21:41:55.072000,L7,479.63,463.41,456.57,462.47,467.13,471.39,474.29,478.93,489.03,498.14,503.93,487.75,475.55,466.14,532.80,499.32,529.31,511.24,429.60,414.64,414.65,406.10,421.47,412.07,403.18,400.81,401.23,462.23,460.84,472.07,478.07,420.44,388.37,424.13,424.39,248.62,185.35,452.76,414.44,354.18,357.31,358.90,350.83,332.75,339.87,328.25,325.81,323.52,325.77,325.42,320.37,318.47,318.20,330.45,320.42,326.65,332.47,330.52,330.33,338.18,340.99,349.37,211.92,307.98,353.88,366.71,375.49,373.23,367.43,367.16,373.25,312.20,412.99,439.90,311.53,320.64,307.93,309.67,326.73,312.27,378.86
2002-09-30 21:41:47.719000,L7,453.61,451.65,440.11,524.46,500.21,504.33,509.10,503.88,518.99,531.75,534.65,522.98,545.58,523.49,513.81,506.74,414.38,458.55,450.02,440.12,475.31,327.15,322.05,334.15,432.06,432.59,421.83,421.59,431.17,444.96,338.95,493.61,433.22,435.55,438.57,446.40,511.67,516.08,460.22,438.66,496.08,487.96,494.00,472.39,467.69,419.18,458.83,454.22,334.91,333.04,333.06,329.47,337.46,329.02,337.02,335.16,344.02,345.03,340.73,349.06,368.23,362.37,385.30,283.02,380.73,380.16,173.23,188.95,213.96,230.59,237.76,515.49,518.44,199.97,323.70,331.73,339.60,341.47,336.60,339.76,246.79
2002-11-01 21:41:54.382000,L7,240.78,227.82,,325.19,323.46,312.10,301.69,267.45,,,,198.92,228.52,224.95,211.18,202.76,201.64,189.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-17 21:42:06.289000,L7,500.29,494.31,489.91,447.11,411.93,494.24,490.35,459.98,495.26,456.46,496.80,484.98,472.34,462.05,400.23,383.69,381.40,369.29,361.12,353.76,413.60,417.46,407.17,324.46,323.65,273.79,172.89,,,,,,,,,,309.04,339.04,245.88,353.32,376.82,378.82,356.69,341.05,352.71,,,341.46,343.08,339.82,336.32,340.11,341.80,333.35,357.63,424.09,343.77,341.69,352.36,357.01,377.80,404.36,418.61,377.08,417.59,399.36,400.53,398.74,396.01,409.81,407.10,315.14,191.08,244.64,345.88,340.25,347.99,344.00,333.99,336.94,388.68
2003-01-20 21:42:33.373000,L7,,372.18,366.66,341.86,332.21,304.32,212.34,305.50,304.43,251.63,,244.05,236.58,190.66,223.75,224.78,220.21,243.83,235.03,194.31,169.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-05 21:42:41.878000,L7,,,,,,,205.36,279.97,,,,238.83,243.87,242.53,229.08,220.26,210.94,207.21,206.34,182.08,163.98,,,,493.40,483.55,475.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21 21:42:44.547000,L7,181.04,,,,271.52,310.54,506.92,521.55,499.49,157.21,231.09,251.64,253.89,259.90,238.72,219.67,219.94,208.84,198.48,194.56,162.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-12 21:42:48.091000,L7,,,,,,,,,,,,,544.09,490.95,504.06,481.10,482.18,510.34,505.39,470.92,526.36,507.88,451.66,454.21,375.29,454.40,444.60,446.22,451.60,450.12,417.12,453.97,461.65,461.70,458.58,416.71,412.29,373.91,256.53,376.42,376.21,372.88,415.90,346.02,366.63,361.42,373.61,359.15,457.90,436.62,487.55,465.65,505.57,334.45,345.14,336.44,345.00,361.72,358.30,375.06,356.32,365.84,341.12,414.80,384.65,398.71,182.59,201.27,217.31,238.23,246.74,342.24,345.45,305.17,348.66,342.19,387.16,355.22,341.07,442.23,256.74
2003-08-24 21:31:12.559000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.04,349.43,273.64,202.21,334.72,333.74,341.87,342.02,248.22,241.22,265.40,233.89,193.12,382.13,325.34,377.59,382.76,279.21,,,,,,,,,,
2003-09-25 21:31:42.973000,L5,424.45,419.60,410.62,420.79,412.16,413.82,418.04,424.17,434.72,444.33,444.97,437.16,425.88,420.92,412.84,405.11,403.02,394.92,387.52,375.62,372.03,357.67,346.11,346.65,339.47,344.03,325.73,341.52,347.52,344.24,353.23,359.59,359.69,356.95,217.52,332.31,,203.76,222.36,365.92,386.62,373.97,374.02,335.03,364.94,345.93,346.49,348.51,335.09,340.24,334.07,344.32,341.71,359.34,362.12,351.33,341.32,348.40,343.40,353.69,351.51,359.96,242.96,275.62,225.73,379.66,394.92,379.01,388.38,389.70,382.88,,163.38,188.04,306.27,321.25,344.22,350.54,325.95,345.12,
2003-11-28 21:32:34.027000,L5,430.39,424.60,418.02,430.74,422.44,420.87,412.95,419.00,427.69,434.42,443.55,429.88,419.33,426.41,421.92,414.11,405.61,399.56,388.85,370.16,356.30,353.62,342.15,347.30,336.64,344.92,343.82,361.00,362.45,359.00,366.74,372.64,360.73,358.58,353.58,331.17,331.98,304.51,239.84,383.83,407.70,393.71,389.55,361.50,363.29,360.65,345.06,353.77,356.14,362.62,266.17,261.19,285.67,357.24,357.58,355.25,353.86,351.22,360.08,373.77,377.22,383.20,360.44,305.27,154.37,396.27,394.00,384.74,382.19,388.40,386.46,220.02,225.51,191.47,328.63,343.30,364.93,368.11,353.59,257.74,364.12
2003-12-14 21:32:38.364000,L5,434.89,421.84,411.24,419.53,417.37,416.35,406.44,411.69,417.89,428.81,436.62,423.77,405.93,406.80,411.47,406.88,390.58,394.27,384.99,361.00,348.86,343.24,331.17,331.28,327.08,318.27,317.42,341.86,345.82,344.37,359.17,352.23,349.44,193.42,337.38,309.61,,360.95,228.47,265.40,306.97,389.07,383.66,342.14,293.82,279.41,327.04,343.45,347.56,356.54,346.75,349.31,,294.44,339.80,343.91,347.74,339.55,349.65,366.46,366.18,377.55,250.18,283.87,223.27,388.66,387.06,383.54,374.95,381.99,378.92,303.98,359.97,167.67,309.15,327.17,288.37,298.52,332.43,336.03,
2003-12-30 21:32:48.382000,L5,422.77,404.23,397.18,403.47,405.40,412.58,420.94,426.01,432.77,437.88,447.94,420.52,406.96,397.43,395.18,392.86,383.57,381.59,383.49,375.67,368.15,349.27,342.02,339.68,326.27,327.68,286.35,323.65,314.00,309.89,299.06,294.97,282.39,224.13,169.75,179.01,224.30,193.47,214.68,357.71,379.18,366.87,366.10,340.59,272.18,306.44,354.00,352.78,327.37,337.08,339.06,351.25,,361.32,310.42,359.96,355.43,344.10,349.63,345.18,348.46,357.99,238.46,286.11,231.99,387.20,406.28,389.86,388.97,393.66,393.19,,153.71,169.81,260.03,331.84,196.48,222.82,324.82,306.41,
2004-01-15 21:32:50.035000,L5,332.78,323.62,325.47,338.56,398.64,163.38,411.51,360.06,,,271.65,306.86,366.17,386.82,395.33,400.29,399.40,389.17,384.56,368.78,362.66,333.69,319.44,323.65,323.50,314.63,283.07,318.13,329.21,338.21,291.33,292.96,283.11,183.75,,,,191.38,228.39,188.82,215.90,345.93,244.52,235.98,237.00,267.19,192.01,315.19,290.51,300.42,346.08,347.85,,341.32,342.13,340.03,339.02,330.67,341.75,334.28,358.39,374.36,247.92,286.97,236.74,322.29,371.83,,,,,,151.01,,,,190.78,193.03,264.10,348.40,
2004-03-19 21:33:10.985000,L5,427.15,415.19,405.31,416.71,408.76,407.52,415.62,423.96,430.35,440.25,446.05,429.56,412.79,409.62,405.58,397.44,396.51,382.38,379.98,363.88,358.74,348.68,343.05,342.40,334.69,328.69,310.56,321.05,331.96,329.88,337.27,343.50,283.14,221.59,163.24,232.70,241.86,200.10,223.11,170.27,392.02,378.24,344.33,279.44,266.51,308.76,346.64,354.32,345.75,269.55,268.79,280.87,321.71,283.43,289.64,356.01,361.23,352.06,350.51,354.30,356.00,369.75,242.68,272.76,241.55,375.14,399.85,383.65,389.30,267.55,382.57,,162.47,180.67,255.95,326.78,352.40,353.40,336.54,281.31,380.04
2004-05-06 21:34:22.023000,L5,424.96,418.41,413.21,416.70,421.06,413.75,431.83,424.97,433.92,438.51,453.77,434.99,426.09,399.10,407.06,396.03,395.19,386.47,372.29,367.15,357.64,346.44,335.99,339.49,330.94,326.34,310.96,337.36,340.65,344.48,344.29,294.95,313.89,207.58,274.22,,,198.50,229.40,327.50,378.87,367.37,372.51,334.44,370.95,283.95,331.92,351.64,358.21,295.32,290.83,356.00,330.81,356.52,352.15,347.47,347.38,347.42,350.87,362.86,369.76,370.20,250.77,276.61,376.60,375.05,399.70,384.01,376.68,382.99,386.61,,158.21,177.52,297.03,336.59,351.84,307.36,335.61,350.55,
2004-06-23 21:35:46.683000,L5,423.44,412.87,409.27,409.33,413.15,407.87,410.80,419.52,422.93,432.97,440.54,424.25,401.12,415.39,404.25,396.51,396.65,385.43,380.76,367.27,343.74,335.91,329.25,340.91,340.47,335.46,297.72,326.58,290.80,279.06,290.49,292.46,282.88,171.64,,,,198.00,222.89,154.55,357.88,383.28,219.92,251.50,206.80,287.97,323.67,311.97,241.99,237.61,182.83,204.06,,347.19,342.24,220.41,191.02,338.76,331.09,247.16,229.35,198.69,238.22,192.16,236.84,298.28,386.72,358.33,374.14,383.02,381.62,,160.59,,227.19,316.21,307.12,353.61,274.84,349.48,
2004-07-25 21:36:37.854000,L5,418.91,403.49,390.65,398.16,397.18,402.14,420.80,427.15,428.73,444.44,450.67,431.33,427.76,418.56,416.86,408.17,397.89,396.02,377.59,375.55,366.49,351.21,344.03,341.13,325.20,321.34,284.83,288.75,250.94,256.75,261.93,276.74,272.28,,,261.46,329.10,345.14,,,208.91,215.75,207.71,161.03,350.30,285.87,232.36,301.78,335.23,210.57,179.44,336.41,349.64,300.28,287.69,351.13,350.19,271.16,348.42,362.28,368.39,367.32,239.88,272.48,383.58,387.22,410.55,399.53,391.98,368.90,293.65,351.53,380.67,312.60,347.85,324.00,326.04,348.75,309.77,355.82,342.19
2004-08-10 21:36:56.635000,L5,429.40,421.82,402.84,406.38,404.87,412.25,407.04,413.03,404.05,438.35,453.32,437.81,419.85,413.72,410.67,379.20,388.63,385.29,371.16,365.16,353.77,347.25,343.08,336.39,350.69,345.67,316.67,339.18,295.28,329.87,334.34,287.10,275.76,183.72,,,,,,332.69,386.29,364.89,347.47,324.22,273.87,258.15,219.26,336.59,320.00,294.97,324.58,197.23,,341.69,333.49,346.02,346.11,328.55,346.57,356.79,348.62,351.33,232.97,265.40,227.02,178.47,386.55,364.99,364.03,384.49,386.57,,,187.14,262.01,306.81,347.84,315.48,269.01,338.55,337.97
2004-09-11 21:37:49.351000,L5,416.20,406.69,398.71,406.01,398.68,408.21,413.24,412.13,431.35,436.82,442.70,429.79,405.97,406.10,404.49,395.85,389.88,373.23,375.35,362.44,358.19,349.58,339.53,345.17,340.33,324.35,299.59,326.89,331.12,335.36,310.50,286.67,276.99,196.12,,,,,,308.50,363.42,354.28,349.96,231.60,256.34,275.94,310.14,324.29,330.03,331.72,166.97,,,344.00,171.29,225.35,191.39,334.88,334.63,240.47,334.92,304.17,236.54,262.55,223.10,316.37,388.99,310.48,372.89,383.41,378.62,,,,,308.46,311.87,243.74,247.55,337.08,
2005-02-18 21:40:42.163000,L5,420.76,404.58,403.92,412.42,417.40,412.23,415.57,422.61,412.34,423.93,429.36,424.03,405.96,400.44,392.36,391.62,391.06,395.49,373.41,367.96,360.17,344.50,322.85,325.53,327.96,318.99,294.23,307.73,320.31,309.54,332.19,292.30,298.64,205.99,,,,192.30,214.73,185.86,384.36,374.13,243.82,268.20,360.74,284.62,284.16,339.47,255.24,214.12,169.18,202.32,,348.40,348.50,334.73,309.25,338.13,347.09,337.56,306.68,243.81,245.48,276.18,244.28,326.02,400.61,384.37,388.92,377.31,380.86,,159.65,158.72,236.51,336.82,344.14,331.53,262.44,351.21,
2005-05-09 21:41:19.893000,L5,424.42,415.43,408.27,417.78,408.93,417.43,423.81,428.66,439.44,438.99,456.04,435.85,417.42,406.97,410.58,400.75,392.45,373.27,382.21,375.81,364.83,368.91,355.18,354.62,347.22,347.74,335.65,339.35,355.18,345.75,351.72,359.41,362.90,370.70,374.51,345.19,338.52,208.96,232.73,265.87,401.09,387.55,379.83,356.20,377.73,372.26,363.76,351.39,350.95,358.54,345.76,277.21,315.46,355.38,363.71,359.56,360.24,353.83,347.06,357.98,357.11,372.18,243.03,277.29,342.56,388.61,216.63,393.57,394.80,274.85,392.28,349.41,165.89,168.40,335.03,347.44,363.57,356.69,350.04,286.82,
2005-05-25 21:41:28.038000,L5,425.44,411.80,409.33,416.75,409.61,420.78,426.45,430.53,433.39,425.75,438.79,435.77,403.18,418.40,406.20,397.12,397.12,374.48,371.34,377.92,368.84,356.52,347.11,342.48,323.09,330.50,285.13,348.02,343.01,343.05,356.33,360.02,366.36,372.07,369.95,334.78,340.02,371.58,219.51,172.76,399.91,383.60,384.66,274.45,318.76,283.35,304.52,349.48,352.33,355.74,356.37,355.08,349.41,349.21,362.76,353.41,345.39,347.99,355.72,353.51,364.32,370.05,246.15,269.43,284.08,338.16,398.78,394.93,380.05,377.05,289.16,342.89,376.99,185.44,329.61,349.40,361.76,353.28,282.47,356.90,
