dates,satname,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0027,nzd0559-0028,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0078
2001-11-26 22:09:21.320000,L7,,,,476.90,493.65,451.11,459.44,465.96,432.05,444.33,444.99,445.10,449.55,511.34,510.63,515.51,503.44,,497.72,509.03,515.06,460.27,409.07,416.17,443.48,364.87,399.41,446.25,463.73,455.65,443.94,497.71,511.72,498.38,,,,,,,,471.05,395.31,462.95,511.92,,,,,,,,,492.55,498.52,492.36,478.50,472.26,472.13,463.04,462.93,438.94,468.98,467.06,471.95,448.44,487.84,504.35,513.29,502.34,516.64,,,,,,,,,,,,,,,,493.22,485.59,490.27,424.98,428.60,430.60,441.98,399.08,498.16,,,,,,,,,,,,
2001-11-26 22:09:45.291000,L7,,,,480.10,432.59,445.69,450.96,465.31,428.38,438.60,442.17,444.75,445.64,509.30,501.99,507.33,498.51,,491.07,501.41,506.37,522.88,476.12,463.08,435.44,427.36,424.89,438.80,459.47,448.21,438.66,492.24,508.64,477.20,,,,,,,,458.07,391.51,519.63,,,,,,,,,,491.32,495.31,483.03,472.87,467.18,460.92,457.46,461.00,456.95,465.96,460.56,468.54,479.09,485.32,499.48,510.80,521.91,519.05,,,,,488.27,486.23,498.32,516.33,,,,,,,,486.31,510.67,479.74,418.36,471.63,423.49,437.33,393.20,505.52,,,,,,,,,,,,
2002-01-29 22:09:33.112000,L7,511.41,479.19,381.96,330.57,345.19,354.42,367.77,362.51,381.08,384.27,410.69,420.27,402.70,287.86,343.72,371.87,382.71,402.16,357.97,391.43,349.89,353.40,346.88,358.23,359.88,367.82,408.89,425.06,388.23,411.38,420.54,445.55,405.22,420.27,448.14,412.61,418.10,396.38,391.78,407.11,453.30,406.78,365.10,359.95,307.13,477.95,480.77,469.58,451.53,478.05,478.98,479.15,478.60,480.88,474.46,470.01,456.19,447.17,443.46,440.03,439.35,440.16,442.63,438.95,445.97,479.75,,,,,,,,510.38,508.88,497.14,494.40,481.65,492.01,372.42,453.88,453.87,480.33,500.04,504.95,500.33,393.41,371.04,359.60,320.73,351.39,491.85,438.53,333.58,353.41,493.19,501.22,503.12,506.68,502.25,507.12,510.78,512.03,510.90,469.89,479.10,472.19
2002-02-14 22:09:41.178000,L7,443.72,438.77,393.61,324.91,340.31,344.25,362.99,398.21,379.13,380.56,382.71,296.62,290.43,286.18,332.54,289.92,342.55,313.51,358.84,389.55,376.86,357.03,354.86,365.51,349.26,346.01,403.75,422.81,388.66,400.13,402.11,429.57,396.36,373.70,426.49,405.19,470.74,411.75,371.64,283.71,162.98,254.44,279.28,279.37,277.98,239.72,454.87,464.38,444.86,462.75,470.13,470.66,472.30,470.38,469.81,456.38,449.22,443.31,436.62,435.71,430.76,440.83,441.45,442.63,467.07,465.25,482.89,463.02,479.61,443.09,346.48,254.21,,513.42,504.82,488.17,469.18,481.17,487.67,306.70,250.24,262.08,281.45,282.95,293.78,268.20,288.04,299.54,304.25,312.30,349.41,328.61,325.71,290.54,368.82,179.67,487.90,496.98,504.72,275.99,266.20,260.79,271.96,300.83,278.84,470.90,466.84
2002-05-21 22:09:53.053000,L7,417.71,396.41,365.08,283.16,255.65,141.70,280.15,263.01,,155.11,168.07,238.13,212.70,193.75,300.88,236.98,287.97,311.08,296.95,310.94,344.79,348.33,352.81,346.02,305.93,358.87,391.26,400.59,394.76,404.77,398.58,388.73,370.38,357.21,424.49,406.82,410.43,436.95,322.44,311.19,334.01,334.28,333.24,318.70,282.65,212.07,451.89,456.19,454.84,434.83,463.79,462.13,466.60,467.25,465.00,461.63,250.03,249.09,200.14,444.63,438.02,444.84,442.14,458.10,451.88,457.31,465.97,430.16,482.79,438.54,490.02,490.80,486.61,472.38,455.63,469.86,482.18,465.56,476.93,159.97,184.87,202.86,208.32,222.89,233.45,272.10,302.49,183.80,219.20,203.93,220.80,225.27,258.00,177.44,262.14,163.84,389.77,362.44,389.20,398.42,437.09,430.77,428.35,458.79,452.52,449.38,447.08
2002-11-29 22:09:01.492000,L7,435.41,424.29,391.82,272.68,300.06,310.30,267.09,287.36,330.19,356.17,206.80,140.07,,240.48,229.00,214.80,,,,,313.57,354.16,343.04,350.19,337.55,312.78,334.69,420.14,378.75,395.54,397.79,368.90,342.80,308.37,321.10,292.80,343.98,346.87,311.07,322.63,340.19,347.24,338.41,333.58,296.36,217.37,255.53,453.71,441.14,456.19,462.68,472.26,471.70,477.94,468.34,478.70,458.30,440.83,439.07,426.37,428.14,432.70,434.56,443.19,446.70,450.89,456.88,461.60,469.50,484.57,493.62,505.71,483.53,491.17,497.00,487.48,473.20,470.34,487.93,197.37,208.87,219.13,231.05,251.73,278.33,262.94,272.39,274.70,297.02,298.91,315.71,305.51,260.69,208.43,226.58,157.64,393.98,411.39,285.51,415.67,413.25,425.14,426.90,439.38,451.61,284.29,463.49
2003-03-21 22:09:27.545000,L7,328.39,355.34,384.87,325.89,342.08,347.81,352.35,350.24,371.13,335.37,342.04,393.74,304.30,302.95,302.84,361.86,316.76,309.19,306.99,310.97,343.00,348.14,337.83,343.46,339.06,352.98,395.88,409.33,385.76,399.20,403.01,379.24,402.68,419.05,427.98,400.47,408.46,392.03,383.53,395.66,396.44,390.78,361.75,338.91,447.97,320.65,479.82,469.28,427.43,249.37,220.48,476.03,477.63,473.11,468.08,458.43,453.43,449.16,442.53,438.26,435.16,438.60,443.46,447.13,430.68,449.26,455.15,469.36,483.93,497.61,515.68,284.00,268.16,515.48,506.88,493.02,482.69,480.00,491.65,313.47,256.92,228.60,371.63,267.23,293.59,263.33,301.92,294.94,315.76,313.84,339.99,322.10,332.54,289.95,288.80,298.14,496.11,483.49,477.59,486.43,489.87,487.80,514.07,504.01,458.29,479.10,370.43
2003-10-07 21:58:35.519000,L5,451.31,429.83,393.61,372.72,385.42,406.55,405.17,401.67,373.17,402.53,423.98,436.42,317.90,315.11,431.50,405.78,415.26,414.73,402.26,369.21,389.04,402.39,384.60,406.48,428.68,433.63,459.48,468.30,444.82,457.79,469.79,477.13,468.52,470.39,470.98,462.94,449.55,437.33,419.79,431.94,433.70,415.37,373.96,431.52,488.87,484.40,492.23,490.97,487.72,488.03,490.15,499.33,502.25,503.54,495.63,484.69,476.70,462.04,461.62,460.66,456.17,460.34,464.34,465.37,466.29,469.24,475.81,499.70,505.45,521.84,,,,,,,,,,252.20,294.34,312.62,344.09,325.82,367.65,317.41,353.08,343.63,384.52,354.36,347.53,360.51,367.33,300.16,301.64,510.65,502.64,225.04,228.31,235.96,237.31,238.98,243.87,279.46,502.36,500.94,495.80
2003-10-07 21:58:59.492000,L5,443.59,419.62,384.33,366.35,385.45,397.75,395.51,393.01,347.50,339.61,414.09,425.72,312.88,309.23,353.10,389.07,397.95,357.43,307.53,356.53,383.29,398.61,376.72,395.16,426.95,427.52,455.25,463.18,437.25,454.22,465.45,471.00,461.33,466.47,465.89,453.76,445.43,429.77,415.71,427.82,429.40,406.71,369.66,477.35,480.00,472.60,489.09,485.31,485.62,482.91,486.02,497.27,498.10,500.52,492.73,482.77,474.47,459.56,459.34,458.28,453.19,459.02,462.58,463.87,465.52,468.66,473.86,497.97,501.71,519.63,,,,,,,,,,250.23,293.46,306.01,338.21,316.90,352.84,316.70,344.62,339.37,364.66,342.57,345.49,350.61,360.00,294.58,297.68,504.18,499.65,501.90,225.61,233.96,233.91,237.41,243.52,278.39,498.76,496.66,494.77
2003-12-26 21:59:30.091000,L5,450.51,435.52,391.36,372.63,385.70,400.60,398.34,402.31,397.93,420.80,418.45,448.12,413.19,388.30,432.52,393.14,397.93,373.61,391.94,374.33,384.67,400.47,383.05,407.70,440.45,435.08,467.64,467.26,447.14,454.73,464.13,474.05,464.75,468.42,470.13,462.22,454.37,435.96,418.09,430.11,432.16,406.81,373.14,432.57,331.04,484.64,495.63,493.07,487.58,496.71,499.71,511.56,510.44,511.77,508.29,498.50,490.14,477.13,473.27,470.68,459.33,464.32,469.07,472.02,477.76,474.84,480.70,499.92,506.42,,,,,,,,,,,268.20,298.16,307.74,335.07,314.87,344.67,323.75,336.22,344.79,369.06,355.62,409.53,371.11,372.91,388.97,395.12,504.22,514.59,509.68,228.30,237.68,244.82,237.79,250.21,519.46,512.55,504.81,506.85
2003-12-26 21:59:54.064000,L5,443.20,427.60,381.75,366.28,381.36,394.36,392.94,392.95,387.20,408.48,414.89,441.61,404.42,383.30,418.73,385.83,389.96,365.26,387.48,369.26,380.11,393.14,376.84,404.45,440.04,429.26,461.17,461.63,438.09,448.56,457.48,466.68,456.41,460.82,462.52,454.31,447.87,427.51,411.60,424.96,425.01,400.23,367.54,470.83,479.57,479.35,490.38,486.33,484.87,490.36,494.66,504.14,504.93,506.71,500.47,494.43,485.43,471.60,469.13,462.41,455.67,461.69,464.45,467.43,472.34,469.66,477.21,495.07,501.86,520.20,,,,,,,,,,262.83,293.49,303.53,329.24,310.29,334.86,316.72,331.42,343.15,362.71,349.62,398.54,363.47,362.76,378.05,385.99,502.83,508.37,498.87,222.07,489.39,471.75,491.70,507.66,513.66,505.24,499.17,501.51
2004-01-27 21:59:38.149000,L5,455.31,438.10,401.47,382.84,493.30,496.96,495.53,498.96,490.40,490.75,490.70,480.65,483.63,481.11,471.81,470.25,478.56,476.25,478.23,480.52,480.74,486.70,494.19,491.49,476.98,477.41,486.61,478.59,460.93,469.29,478.55,483.49,481.16,479.91,478.07,477.93,467.77,446.45,430.06,437.16,426.85,404.83,373.90,506.81,510.37,512.82,500.81,496.81,488.01,497.33,499.97,502.36,506.06,508.85,503.72,494.97,484.42,470.17,470.24,469.29,462.16,469.32,472.99,478.85,488.34,484.60,493.26,508.72,516.61,,,,,,,,,,,309.63,303.39,323.39,365.70,354.01,380.41,408.48,413.69,357.12,458.39,455.98,466.56,433.14,472.84,486.12,482.88,251.33,235.55,223.55,224.93,242.44,241.40,245.44,251.40,281.31,519.77,508.16,502.05
2004-03-31 21:59:59.745000,L5,454.48,439.59,379.06,335.44,360.37,371.83,363.30,360.59,348.55,345.80,338.74,322.74,306.08,291.29,287.37,302.35,332.38,331.27,313.72,341.94,370.44,379.58,366.88,381.68,393.14,406.93,443.33,440.48,417.29,424.20,426.97,450.36,403.49,434.74,436.59,421.95,412.92,400.43,388.17,381.18,380.50,383.39,347.14,338.27,281.62,319.64,456.09,466.25,455.64,455.73,472.97,474.54,472.24,478.21,479.71,462.13,465.09,443.86,441.08,439.14,435.34,442.75,445.62,450.40,451.14,456.07,451.71,474.22,469.31,447.06,476.11,487.59,482.39,487.20,493.86,488.60,474.67,486.60,501.37,314.51,293.15,242.98,293.71,304.01,319.48,304.77,307.88,305.68,317.28,341.58,346.90,339.76,338.26,299.69,283.29,392.39,401.85,412.73,411.22,457.04,427.01,427.64,439.78,435.24,476.59,466.40,470.34
2004-03-31 22:00:23.718000,L5,453.24,434.25,378.85,333.42,360.87,365.17,361.65,358.45,347.65,346.95,357.74,323.28,302.30,291.30,294.41,298.93,326.36,330.11,310.70,337.26,367.88,375.34,366.88,377.98,388.62,402.88,441.21,437.80,415.42,422.91,428.61,450.31,391.97,429.07,435.79,419.90,410.03,400.43,380.95,379.97,368.86,383.20,343.17,333.82,279.91,314.41,454.27,461.81,450.63,455.40,471.08,473.96,472.16,475.77,473.49,459.24,460.16,440.83,436.83,437.25,433.82,438.19,439.44,449.65,449.50,452.64,451.91,471.98,468.20,447.08,476.12,489.74,478.11,487.20,491.48,484.27,470.51,485.71,498.75,314.46,290.55,238.33,293.42,304.03,317.17,304.80,307.76,298.49,322.03,341.19,327.42,332.80,329.87,295.72,280.17,392.40,402.89,409.09,411.17,451.30,425.83,427.65,436.17,310.41,475.77,461.34,469.44
2004-05-02 22:00:57.398000,L5,430.67,406.33,374.87,351.17,373.83,379.74,347.91,370.86,342.10,351.87,319.17,317.89,303.54,296.83,385.66,380.10,324.86,311.34,297.24,331.15,373.00,389.36,374.35,391.17,397.44,410.99,445.91,453.39,424.03,431.78,445.06,454.30,443.90,445.11,440.45,429.31,426.62,410.95,400.12,412.43,406.60,391.77,351.46,330.50,286.33,244.13,459.02,467.50,464.97,457.21,475.90,470.51,467.37,477.47,473.35,466.74,466.19,441.72,443.19,445.54,437.04,443.66,450.87,449.45,455.06,461.93,462.21,483.83,488.32,496.97,512.70,517.82,495.72,507.69,495.98,483.19,481.54,486.63,508.35,231.22,210.43,214.28,220.87,244.18,278.85,291.29,317.27,313.49,343.67,327.94,330.50,333.01,351.10,293.80,283.54,263.74,246.67,229.79,231.91,235.53,234.02,234.33,242.95,261.30,491.99,472.97,475.29
2004-05-02 22:01:21.371000,L5,438.73,415.80,384.49,361.87,378.75,392.03,372.45,379.04,355.07,356.67,326.05,325.81,311.94,304.36,347.35,388.23,329.32,324.40,301.47,342.41,382.77,397.59,381.60,399.24,408.10,420.01,454.37,464.17,431.43,444.93,450.73,465.08,453.46,452.33,449.41,439.94,434.45,420.79,408.35,419.05,418.14,401.07,361.64,342.37,297.17,233.49,463.21,477.50,473.66,458.55,481.95,476.36,476.86,485.27,481.49,474.05,472.97,450.52,450.49,456.06,445.49,451.26,455.84,456.38,462.37,467.44,470.30,491.33,495.79,507.49,518.99,,,,,,,,,246.29,225.13,223.23,227.03,256.52,285.56,307.02,326.34,323.36,345.66,338.00,339.49,342.93,363.65,303.18,295.47,183.76,508.85,441.91,435.05,473.84,471.76,454.14,250.01,482.36,502.71,482.98,484.84
2004-05-18 22:01:26.569000,L5,436.49,416.81,385.52,462.32,474.92,486.06,476.23,456.54,468.70,455.77,481.15,470.04,468.04,466.42,467.06,453.16,455.69,470.93,455.76,432.47,417.34,455.57,432.73,471.84,461.41,456.74,470.69,479.92,449.62,470.68,464.07,477.95,470.36,464.50,467.72,460.26,454.94,442.69,425.17,431.71,431.93,406.39,366.72,497.42,507.81,230.67,493.61,486.00,477.39,461.45,485.32,483.99,486.52,489.40,482.54,474.20,474.89,456.69,451.51,452.91,449.31,456.25,458.48,468.07,470.34,470.74,473.82,499.35,498.11,516.11,,,,,,,,,,294.80,297.42,354.45,373.89,355.79,380.70,395.90,398.21,421.51,429.09,456.89,462.68,423.93,435.95,402.10,459.56,256.75,236.38,223.51,219.49,208.34,228.76,,,523.83,512.70,504.37,470.93
