dates,satname,nzd0419-0000,nzd0419-0001,nzd0419-0002,nzd0419-0003,nzd0419-0004,nzd0419-0005,nzd0419-0006,nzd0419-0007,nzd0419-0008,nzd0419-0009,nzd0419-0010,nzd0419-0011,nzd0419-0012,nzd0419-0013,nzd0419-0014,nzd0419-0015,nzd0419-0016,nzd0419-0017,nzd0419-0018,nzd0419-0019,nzd0419-0020,nzd0419-0021,nzd0419-0022,nzd0419-0023,nzd0419-0024,nzd0419-0025,nzd0419-0026,nzd0419-0027,nzd0419-0028,nzd0419-0029,nzd0419-0030,nzd0419-0031,nzd0419-0032,nzd0419-0033,nzd0419-0034,nzd0419-0035,nzd0419-0036,nzd0419-0037,nzd0419-0038,nzd0419-0039,nzd0419-0040,nzd0419-0041,nzd0419-0042
2005-11-13 22:08:20.468000,L5,431.91,334.08,372.37,437.54,490.56,375.04,417.40,531.61,526.95,345.05,408.98,419.60,413.01,316.41,422.70,315.30,334.08,346.34,307.65,397.28,476.02,432.99,323.23,262.90,315.41,309.38,305.46,323.52,316.58,332.10,354.74,354.04,332.17,320.39,327.97,325.88,324.27,331.53,327.53,348.31,351.38,360.96,366.46
2006-02-17 22:10:34.688000,L5,240.95,201.99,258.84,275.72,277.83,288.00,308.28,317.49,323.83,264.78,322.27,329.71,334.33,180.67,332.26,192.84,198.16,204.50,208.67,222.60,247.62,256.91,253.80,,232.46,243.64,240.66,237.28,239.49,237.12,201.82,178.88,,,,,,,,,,,
2006-09-13 22:13:47.312000,L5,244.75,187.49,262.99,265.60,263.86,281.76,292.37,302.73,311.88,271.92,324.89,327.86,329.01,190.39,331.54,200.46,205.71,211.03,213.72,213.62,232.57,243.18,246.81,212.83,212.59,198.68,205.14,,,,,,,,,,,,,,,,
2006-10-31 22:14:17.081000,L5,242.94,195.68,263.30,275.69,278.94,298.97,309.36,327.19,334.59,284.20,336.24,339.57,339.84,198.38,342.18,205.25,202.12,204.87,210.43,224.95,244.43,257.75,255.44,206.90,225.22,215.47,208.44,,,,,,,,,,,,,,,,
2007-02-04 22:14:57.320000,L5,248.37,211.91,267.16,279.57,273.85,286.90,304.77,314.50,317.33,264.62,322.23,335.20,337.10,191.56,338.54,200.91,203.10,210.00,215.47,229.65,239.02,250.83,247.85,,217.19,207.65,208.14,,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,251.64,178.51,258.76,278.18,292.72,307.50,317.08,329.09,336.46,291.90,348.07,344.67,340.18,197.75,334.43,205.27,208.64,213.06,217.25,228.33,256.53,269.02,268.45,213.66,228.97,213.04,203.50,,,,,,,,,,,,,,,,
2008-12-23 22:04:28.225000,L5,243.14,208.13,251.45,260.06,266.74,276.97,296.02,307.23,312.50,270.35,324.55,323.74,324.40,196.28,328.34,200.56,203.01,209.11,205.14,215.79,235.97,243.57,239.39,,190.58,,,,,,,,,,,,,,,,,,
2010-01-27 22:10:50.221000,L5,245.91,206.07,261.56,276.99,282.10,292.46,303.09,314.09,321.28,275.06,323.89,326.25,325.31,196.94,328.01,201.84,202.47,207.79,216.82,227.50,245.43,251.50,248.86,,210.15,187.73,176.02,,,,,,,,,,,,,,,,
2011-02-15 22:09:58.365000,L5,240.30,206.10,255.53,252.57,260.26,287.57,288.08,295.30,304.66,260.95,314.06,316.65,316.78,201.19,322.97,207.44,206.34,213.16,220.85,215.28,239.20,249.66,247.30,176.84,211.44,196.93,178.16,161.50,,,,,,,,,,,,,,,
2013-05-11 22:21:55.010000,L8,5526.74,235.42,5529.37,259.11,258.25,316.27,285.96,305.10,289.14,309.67,302.31,305.10,313.74,233.25,312.48,231.24,233.64,233.85,237.49,246.49,265.92,282.13,287.57,238.87,262.05,254.96,235.24,239.96,,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,,,,,,,231.05,224.88,210.42,277.82,226.18,230.41,230.13,182.41,220.55,194.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14 22:21:58.456000,L8,5528.20,329.71,5531.59,211.96,241.06,374.29,274.41,281.24,303.15,352.82,315.94,318.62,327.80,328.92,343.33,295.15,292.00,299.64,286.58,294.28,264.76,304.00,307.77,251.68,267.41,256.92,242.83,242.65,183.56,,,,,,,,,,,,,,
2013-07-30 22:21:59.508000,L8,,178.08,5529.39,212.79,232.85,336.06,255.93,267.47,279.86,329.21,291.71,298.40,298.78,337.23,300.08,331.16,331.01,234.44,237.55,247.08,286.86,282.13,288.59,206.97,313.69,242.48,290.58,196.00,182.07,,,,,,,,,,,,,,
2013-09-16 22:21:57.385000,L8,5527.78,284.23,5530.74,195.77,251.69,334.35,263.38,273.25,280.79,304.92,289.00,292.32,301.98,225.07,303.70,225.81,227.27,230.81,234.84,245.75,262.99,303.92,282.38,,253.34,239.20,221.36,209.03,,,,,,,,,,,,,,,
2013-10-18 22:21:49.490000,L8,270.88,237.22,5530.13,5532.26,192.69,341.17,273.73,274.60,271.79,306.28,285.59,295.91,290.23,280.64,304.39,238.49,255.72,265.96,247.73,242.85,301.58,302.41,296.38,244.07,281.60,279.81,286.53,296.42,307.44,306.17,302.03,263.13,294.90,300.52,,,,,,283.05,297.03,296.21,290.91
2013-12-21 22:21:27.090000,L8,5528.25,328.80,5530.29,5533.54,5536.48,383.94,259.32,268.59,280.31,323.68,286.86,285.39,290.45,310.55,293.86,315.31,312.63,310.96,308.92,242.13,277.72,300.24,302.83,,259.06,249.45,234.88,234.38,182.75,,,,,,,,,,,,,,
2014-07-01 22:19:46.174000,L8,,,,,,,5536.05,5537.55,232.28,272.02,250.43,258.30,254.04,181.08,244.67,194.04,199.10,198.15,202.77,207.52,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17 22:19:52.017000,L8,5528.51,334.69,5529.44,5531.29,5533.35,318.02,5538.55,5539.90,256.22,338.84,295.33,293.10,290.33,319.77,274.05,332.08,343.11,341.75,238.45,248.43,262.06,283.56,288.53,235.24,266.88,258.12,251.45,249.12,213.76,240.13,231.60,181.31,,,,,,,,,,,
2014-09-03 22:20:06.649000,L8,,248.20,5529.56,5531.24,5533.23,317.35,5537.15,5538.23,251.82,301.91,287.07,283.57,285.41,225.50,265.82,225.61,228.01,232.44,236.68,243.92,259.29,283.92,279.96,,251.69,241.91,233.23,232.57,,,,,,,,,,,,,,,
2014-11-06 22:20:13.200000,L8,,235.55,5529.44,5531.31,5533.17,313.22,5536.90,5538.21,196.06,301.38,284.33,282.38,286.45,223.82,286.35,225.21,227.16,230.39,235.53,243.45,269.96,278.75,276.69,,255.04,241.51,232.19,236.55,177.06,,,,,,,,,,,,,,
2014-12-24 22:20:05.791000,L8,,234.81,5529.55,5531.35,5533.18,312.91,5536.85,5538.16,5521.22,298.21,305.53,282.24,283.27,223.38,262.72,223.52,226.37,229.27,235.17,245.16,264.54,290.01,281.62,,254.46,246.58,238.32,237.85,208.70,239.38,227.42,170.50,,,,,,,,,,,
2015-01-25 22:19:56.553000,L8,,231.48,5529.52,5531.47,5533.38,315.13,5536.89,5538.32,5521.76,306.24,283.96,282.58,282.71,219.51,262.74,222.66,224.62,296.43,314.69,317.45,326.55,327.19,281.02,,257.87,247.18,235.04,237.04,206.29,238.53,227.78,170.51,,,,,,,,,,,
2015-02-10 22:19:50.748000,L8,5532.98,344.19,5532.24,5534.34,5537.34,319.66,5536.92,5538.85,5523.92,332.50,281.88,278.06,284.58,217.55,258.87,269.19,278.46,277.07,292.24,318.08,317.32,318.96,303.45,,256.05,241.29,232.93,234.69,199.46,240.14,226.42,166.78,,,,,,,,,,,
2015-02-26 22:19:46.745000,L8,5526.70,276.88,5529.49,5531.39,5533.25,316.21,5536.96,5538.49,5522.26,311.06,280.60,279.10,286.66,218.90,266.32,220.40,223.84,227.52,232.83,241.73,290.12,288.78,282.23,,256.51,246.25,236.71,237.30,207.98,241.45,228.94,170.50,,,,,,,,,,,
2015-03-14 22:19:35.284000,L8,5526.68,255.73,5531.51,5533.49,5535.18,319.54,5537.18,5538.48,5522.40,327.11,286.71,286.24,313.54,276.51,284.77,265.49,272.30,262.64,265.18,292.02,296.26,314.47,292.55,245.96,273.45,249.91,237.56,237.38,198.92,238.58,230.30,173.78,,,,,,,,,,,
2015-04-15 22:19:22.587000,L8,,188.92,5529.46,5531.35,5533.31,329.50,5537.38,5538.51,5522.54,308.34,286.63,291.93,291.87,225.17,264.70,225.95,254.30,227.36,238.01,243.94,285.78,287.72,287.92,,264.33,250.76,234.81,239.50,210.52,245.34,231.21,181.11,,,,,,,,,,,
2015-08-05 22:19:36.851000,L8,,,5529.13,5530.23,5531.63,169.85,5536.04,5537.32,5520.03,274.90,237.93,250.04,242.49,192.30,178.45,199.72,197.46,206.02,212.75,219.24,,,,,,,,,,,,,,,,,,,,,,,
2015-09-06 22:19:50.737000,L8,5528.62,239.50,5529.59,5531.35,5534.30,332.49,5538.07,5540.57,5524.43,322.31,281.56,289.63,278.19,294.46,261.16,299.00,267.92,261.22,272.82,274.75,298.87,298.76,305.44,223.66,249.35,240.35,235.58,236.10,194.13,,,,,,,,,,,,,,
2015-12-27 22:20:07.153000,L8,5526.85,270.72,5529.42,5531.36,5533.39,320.49,5537.37,5538.34,5521.68,305.06,270.17,267.79,261.82,220.69,248.74,225.06,224.21,227.33,237.74,248.86,283.37,282.52,278.11,,256.42,241.14,223.36,230.43,199.93,238.97,227.77,178.52,,,,,,,,,,,
2016-02-13 22:19:56.477000,L8,,243.05,5529.46,5531.42,5533.39,318.15,5536.99,5538.25,5521.79,317.30,265.77,275.98,261.52,218.28,250.86,223.39,223.88,226.01,234.83,243.36,263.13,278.10,277.79,,249.00,236.51,223.46,229.48,197.81,238.17,226.58,,,,,,,,,,,,
2016-02-29 22:19:53.146000,L8,,234.92,5529.59,5531.36,5533.41,318.52,5537.27,5538.34,5522.63,324.63,265.72,272.37,263.04,220.93,256.26,223.08,224.05,229.26,284.75,288.97,297.77,303.40,303.42,,252.53,238.98,225.71,232.94,196.75,239.32,226.98,,,,,,,,,,,,
2016-03-16 22:19:48.512000,L8,,235.81,5529.62,5531.38,5533.42,317.73,5537.21,5538.45,5522.00,305.03,265.27,272.73,267.95,226.30,258.65,230.08,228.51,232.26,234.87,248.03,300.06,298.36,289.56,,251.98,241.47,229.76,238.76,197.63,238.67,228.37,168.02,,,,,,,,,,,
2016-04-17 22:19:33.425000,L8,290.24,328.91,315.31,320.52,5534.62,337.17,336.98,350.61,5522.53,305.60,262.15,271.94,264.64,225.61,261.58,289.57,279.55,273.36,270.90,276.06,288.59,296.53,295.72,273.49,267.81,267.85,241.24,241.56,217.39,246.92,234.08,171.60,,,,,,,,,,,
2016-09-08 22:20:12.615000,L8,,247.07,5529.51,5531.43,5533.40,318.43,5537.68,5539.21,365.33,319.83,261.14,270.14,262.38,221.40,250.40,223.63,225.16,230.20,297.08,300.64,318.10,282.91,283.55,213.84,244.91,238.54,232.75,235.82,199.33,243.62,232.08,180.65,170.74,186.55,187.54,,,,,,,,
2017-02-15 22:19:55.596000,L8,,268.08,5529.53,5531.40,5533.81,318.85,5538.30,5539.77,5525.72,314.51,259.33,267.00,259.76,216.11,248.97,220.41,245.19,224.62,231.02,261.56,283.03,290.20,280.49,,247.23,242.64,231.66,234.36,222.01,241.66,228.67,188.50,185.46,186.11,192.58,,,,,,,,
2017-04-20 22:19:23.200000,L8,5526.83,194.03,5529.44,5534.25,5537.03,400.85,5538.68,5539.22,5523.23,316.60,260.53,271.45,263.81,269.90,252.35,267.61,283.15,299.07,325.69,329.83,307.15,306.53,304.36,,244.24,244.48,237.85,242.45,214.78,242.75,230.85,167.43,166.86,,,,,,,,,,
2017-11-30 22:20:08.264000,L8,,229.62,5529.49,5531.41,5533.23,313.18,5536.83,5538.07,5521.70,295.62,261.36,275.02,262.35,224.69,251.24,239.21,243.70,230.80,235.74,241.93,264.95,277.00,273.08,,230.01,221.43,213.26,219.42,212.72,240.72,232.70,,,,,,,,,,,,
2018-01-17 22:20:01.210000,L8,307.83,534.20,501.67,491.12,484.29,433.37,332.21,339.67,348.50,314.66,349.72,358.25,348.15,310.89,363.56,278.80,267.01,279.23,259.74,267.68,283.09,302.42,299.24,239.32,255.30,299.49,254.55,267.04,381.89,281.52,372.46,422.39,440.06,412.13,453.20,464.35,489.48,404.18,398.53,285.02,274.26,279.35,275.13
2018-03-06 22:19:38.520000,L8,317.57,239.17,5529.61,5531.24,5533.30,313.46,5537.19,5538.29,5522.93,312.94,258.91,270.06,258.35,209.43,238.06,221.34,222.51,223.61,233.94,276.38,288.88,294.67,292.04,,,,,,,,,,,,,,,,,,,,
2018-06-26 22:19:00.588000,L8,,227.50,281.94,298.43,300.81,332.42,324.54,330.04,337.44,317.07,259.73,276.37,268.01,274.81,259.97,273.87,260.55,250.09,251.07,256.12,281.05,290.58,292.13,250.11,245.05,250.28,202.08,196.49,,,,,,,,,,,,,,,
2018-08-29 22:19:32.027000,L8,291.91,303.69,291.60,5532.02,5533.83,328.07,5537.33,5538.83,5523.35,316.41,257.26,275.57,265.18,272.98,257.85,287.72,296.70,299.46,235.66,250.04,291.94,292.41,284.41,183.83,,,,,,,,,,,,,,,,,,,
2018-11-01 22:19:54.556000,L8,,250.93,5529.41,5531.42,5533.30,379.04,5537.63,5539.32,5523.98,320.81,260.89,270.22,260.51,206.82,241.76,220.86,222.91,227.45,232.52,304.32,305.18,309.28,309.57,,,,,,,,,,,,,,,,,,,,
2018-12-03 22:19:53.961000,L8,,208.33,5530.07,5531.65,5531.77,261.47,,,,200.79,260.27,262.98,231.06,209.46,219.30,225.73,227.78,233.63,233.08,270.41,279.77,289.65,291.36,192.88,,,,,,,,,,,,,,,,,,,
2019-02-05 22:19:45.318000,L8,,267.18,5529.43,5531.49,5533.44,321.54,5536.81,5538.13,5521.23,302.01,259.17,266.78,258.42,208.77,240.12,264.90,245.78,246.18,248.31,255.93,274.70,282.01,276.32,207.69,,,,,,,,,,,,,,,,,,,
2019-05-12 22:19:32.441000,L8,,176.02,5529.59,5531.58,5535.57,364.69,316.97,333.42,306.17,316.08,258.53,272.29,265.60,252.04,259.25,299.99,276.46,282.87,268.98,272.95,291.78,298.62,291.68,251.38,,,,,,,,,,,,,,,,,,,
2019-07-31 22:20:02.646000,L8,5527.43,287.80,5529.77,265.56,272.35,332.07,294.30,311.91,323.53,322.03,259.04,272.46,264.49,259.37,258.73,274.12,263.56,256.51,264.60,263.41,266.67,286.64,289.57,209.62,,,,,207.52,229.65,244.12,224.56,,,217.61,188.23,229.24,,,,,,
2019-09-01 22:20:11.708000,L8,,231.89,5529.43,5531.38,5533.76,327.17,5537.17,5536.14,5520.65,261.70,253.01,316.74,292.44,272.28,319.73,238.03,211.47,235.47,263.23,236.04,255.21,249.70,,,,,,,219.44,238.71,235.51,249.28,,,,,,,,,,,
2019-09-17 22:20:17.064000,L8,,246.05,5531.28,5532.78,5534.24,345.02,5538.02,5539.03,5523.43,327.18,258.62,270.36,259.45,212.74,243.60,277.27,272.59,286.32,284.08,288.54,286.26,291.98,297.02,,,,,,,,,,,,,,,,,,,,
2019-12-22 22:20:15.572000,L8,258.13,415.81,253.89,252.94,268.45,415.27,294.54,298.58,289.97,313.42,296.38,315.18,321.26,295.33,240.53,263.23,247.77,247.55,264.29,284.29,284.39,291.61,286.20,,213.25,184.17,199.84,206.43,,,,,,228.57,214.74,182.41,204.72,205.45,199.59,199.21,,,
2020-02-08 22:20:02.656000,L8,,223.42,5529.50,5531.28,5533.47,322.19,5537.22,5538.46,5521.50,300.62,256.84,260.61,254.77,214.34,238.42,223.30,223.12,250.52,250.71,255.25,268.21,276.55,275.10,,,,,,,,,,,,,,,,,,,,
2020-02-24 22:19:58.916000,L8,,230.80,5529.51,5531.32,5533.24,316.22,5537.36,5538.47,5521.63,300.73,257.10,266.87,259.22,216.35,243.28,221.84,222.88,229.27,232.69,251.79,277.46,280.51,278.37,,,,,,,,,,,,,,,,,,,,
2020-03-11 22:19:52.609000,L8,,227.91,5529.74,5531.43,5533.56,323.64,5537.00,5538.30,288.24,304.09,302.92,311.05,311.74,290.87,245.10,263.13,259.57,228.57,232.81,244.85,278.57,286.05,285.30,223.10,,,,,,,,,,,,,,,,,,,
2020-03-27 22:19:43.868000,L8,,228.70,5529.65,5533.39,5534.62,332.72,5537.30,5538.75,5522.58,314.93,301.20,302.54,306.98,289.09,246.52,281.03,266.90,268.31,287.01,293.59,287.27,293.73,295.73,258.04,192.98,197.58,198.93,203.17,208.35,227.53,231.58,240.11,234.44,233.45,217.93,235.85,223.02,223.67,,,,,
2020-04-28 22:19:28.688000,L8,,194.34,5529.65,5531.44,5533.30,350.84,5537.97,5539.25,5523.57,321.58,255.67,268.16,260.84,218.71,251.00,226.11,226.63,231.41,277.75,288.81,303.85,306.52,299.58,,,,,,,,,,,,,,,,,,,,
2020-09-19 22:20:15.764000,L8,5527.25,317.49,5530.69,5532.36,5534.01,328.10,5537.32,5538.70,5522.28,311.62,273.52,303.33,308.36,232.71,253.46,243.09,246.52,256.63,237.55,286.31,285.83,294.86,293.25,197.83,,,,,,,,,,,,,,,,,,,
2020-10-21 22:20:19.635000,L8,5529.86,238.24,5529.48,5531.31,5533.23,337.56,5537.55,5538.86,5521.89,304.35,256.45,262.55,258.05,215.06,240.89,224.49,233.79,241.50,255.07,275.70,295.41,283.36,275.74,,,,,,,,,,,,,,,,,,,,
2021-01-25 22:20:07.939000,L8,,240.68,237.39,252.23,254.41,325.34,5537.26,296.47,299.22,301.62,294.34,292.90,304.28,213.36,264.25,221.98,225.72,229.46,235.10,254.72,276.14,288.08,279.33,246.89,,,,,,,,,,,,,,,,,,,
2021-03-30 22:19:46.369000,L8,,252.64,5529.59,5531.29,5533.64,315.98,5536.94,5538.28,5521.73,301.64,257.31,265.10,301.22,205.10,285.12,225.94,224.17,224.15,227.90,242.33,260.72,277.65,277.98,,,,,,,,,,,,,,,,,,,,
2021-05-01 22:19:31.568000,L8,,245.02,5529.48,5531.20,5533.29,315.71,5538.15,5539.60,5524.44,320.79,253.28,264.22,258.39,200.93,250.18,216.16,216.01,220.83,231.80,256.09,263.31,276.51,279.04,,,,,,,,,,,,,,,,,,,,
2021-05-17 22:19:36.460000,L8,,179.78,5529.68,5531.33,5534.98,336.33,5537.81,5539.49,5523.03,318.01,259.04,296.93,315.27,232.16,259.10,221.32,226.19,230.97,255.70,268.57,281.44,290.05,292.62,216.88,,,,,,,,,,,,,,,,,,,
2021-09-22 22:20:17.465000,L8,,175.03,5529.51,5532.38,5533.51,325.99,248.56,264.75,277.12,310.50,276.58,278.94,269.85,254.78,262.92,251.40,252.54,224.46,247.64,271.47,255.45,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 22:22:10.853000,L9,5528.27,330.28,5531.11,225.93,208.44,323.56,272.96,5538.81,5522.02,312.56,299.74,279.63,278.02,255.51,273.75,250.66,251.66,248.62,263.20,263.71,289.02,294.87,282.37,183.17,,,,,,,,,,,,,,,,,,,
2021-12-11 22:20:20.735000,L8,,240.01,5529.49,5531.21,5533.19,319.38,5537.51,5538.63,5522.35,311.06,244.20,252.30,259.78,202.99,245.69,211.22,213.36,217.00,259.12,270.18,303.64,309.17,289.81,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:20:15.895000,L9,,241.55,5529.53,5531.35,5533.32,314.89,5537.12,5538.30,5521.78,306.17,259.78,256.18,260.07,205.31,255.70,211.87,215.30,218.31,231.79,245.99,280.23,285.53,277.49,212.40,,,,,,,,,,,,,,,,,,,
2022-01-12 22:20:13.302000,L8,5530.31,383.73,5529.54,5531.15,5533.64,317.69,5537.13,5538.67,5521.63,302.93,255.73,253.21,259.07,202.37,247.54,210.43,214.13,217.44,228.15,244.26,273.65,287.60,273.17,210.75,,,,,,,,,,,,,,,,,,,
2022-01-20 22:20:15.352000,L9,5529.88,375.32,5529.59,5532.15,5534.30,332.45,5537.35,5538.96,5522.31,309.46,259.33,256.43,257.56,202.30,282.79,219.13,220.49,227.85,242.67,265.18,281.62,292.36,280.29,266.49,,,,,,,,,,,,,,,,,,,
2022-01-28 22:20:07.765000,L8,5526.97,244.54,5529.57,5531.28,5533.26,311.45,5537.04,5537.84,5521.28,304.00,256.50,255.42,257.87,201.58,249.65,215.63,213.46,219.45,227.22,241.48,261.51,274.84,272.10,216.42,,,,,,,,,,,,,,,,,,,
2022-02-13 22:20:04.573000,L8,,237.76,5529.52,5532.62,5534.01,320.86,5537.18,5538.42,5522.40,308.57,287.74,275.70,280.21,240.19,277.42,231.64,231.48,241.30,241.43,248.29,275.85,284.33,274.92,,,,,,,,,,,,,,,,,,,,
2022-03-01 22:20:00.590000,L8,,239.86,5529.56,5531.32,5533.18,312.01,5536.87,5538.03,5520.92,294.08,252.46,264.48,266.65,201.18,271.12,211.20,216.87,220.04,228.07,240.81,266.21,274.49,271.65,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:20:01.331000,L9,,482.95,5537.09,5537.90,5533.22,324.39,5537.34,5538.29,5521.80,313.71,253.76,253.08,254.52,200.61,250.10,221.84,216.44,258.73,258.74,260.60,282.84,284.79,272.02,168.47,,,,,,,,,,,,,,,,,,,
2022-03-17 22:19:53.789000,L8,,241.03,5529.56,5531.37,5533.21,310.75,5536.88,5537.95,5521.18,295.33,254.15,253.04,257.05,203.88,253.77,213.20,214.38,218.16,227.30,239.09,261.32,275.94,272.61,194.27,,,,,,,,,,,,,,,,,,,
2022-03-25 22:19:56.534000,L9,,246.95,5529.52,5531.21,5533.28,323.08,5537.43,5538.90,5522.63,312.02,255.87,288.28,290.16,204.72,258.52,227.26,232.36,228.66,244.98,247.81,262.85,290.30,300.38,,,,,,,,,,,,,,,,,,,,
2022-04-02 22:19:43.573000,L8,5530.05,221.59,5529.48,5531.36,5533.38,326.93,254.47,261.39,278.25,306.76,278.84,276.81,270.13,211.81,275.73,236.72,221.52,228.37,236.37,251.07,286.07,292.03,288.71,,,,,,,,,,,,,,,,,,,,
2022-04-26 22:19:44.760000,L9,,180.07,5529.49,5531.35,5533.21,317.19,5537.07,5538.43,5521.82,307.48,278.52,269.32,266.24,203.49,263.60,231.86,223.68,227.33,239.66,251.64,286.14,288.36,287.32,243.63,,,,,,,,,,,,,,,,,,,
2022-05-28 22:19:30.499000,L9,,,,,,,5536.06,5536.62,5519.93,268.82,219.67,235.12,237.38,5401.36,228.57,191.21,184.00,188.36,192.70,214.55,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 22:20:35.372000,L8,,201.58,5529.58,5531.41,5533.23,314.76,5537.03,5538.23,5521.65,299.99,270.87,273.91,251.61,209.24,230.43,217.38,218.37,222.77,226.24,245.41,272.77,276.62,271.53,,,,,,,,,,,,,,,,,,,,
2022-11-04 22:20:24.254000,L9,5527.55,228.62,5529.57,5531.66,5533.37,356.24,5537.97,5538.78,5524.34,316.22,271.17,269.07,271.34,287.94,286.95,293.18,265.98,261.19,265.03,274.60,280.47,288.35,285.75,,,,,,,,,,,,,,,256.86,232.49,253.31,270.48,,
2022-12-22 22:20:23.268000,L9,,226.51,5529.39,5531.23,5533.46,317.82,5537.18,5537.92,5521.74,298.79,245.20,243.72,248.57,208.79,230.63,212.90,216.21,219.83,221.99,243.68,264.30,289.14,280.07,,,,,,,,,,,,,,,,,,,,
2022-12-30 22:20:24.536000,L8,,240.22,5529.43,5531.45,5533.25,314.06,5536.96,5537.94,5521.24,299.50,244.20,248.00,246.54,205.82,234.87,214.01,216.33,221.07,221.68,241.20,304.65,279.06,274.82,,,,,,,,,,,,,,,,,,,,
2023-01-07 22:20:26.525000,L9,,224.42,5529.36,5531.11,5533.13,313.50,5536.97,5538.30,5521.61,299.95,250.59,254.44,252.81,210.21,264.12,214.36,215.98,217.52,220.92,241.20,280.24,287.37,294.20,,,,,,,,,,,,,,,,,,,,
2023-01-15 22:20:17.720000,L8,5526.71,233.84,5529.41,5531.24,5533.10,313.68,5537.09,5538.08,5520.98,297.02,243.64,244.07,249.35,208.55,235.52,213.50,215.50,219.37,220.79,240.57,260.19,274.54,275.08,,,,,,,,,,,,,,,,,,,,
