dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0115,nzd0353-0116,nzd0353-0124,nzd0353-0162,nzd0353-0159,nzd0353-0160,nzd0353-0117,nzd0353-0161,nzd0353-0048,nzd0353-0049,nzd0353-0050
2017-03-05 22:07:02.841000,L8,184.74,257.13,261.14,300.61,428.15,496.13,515.24,,,,,,,,,,,246.05,281.07,387.06,401.77,406.86,399.49,490.13,,,,,,,,,,,,,,,,,,,,,465.17,,,,,,,,,,,,,,,,,,,,256.56,301.90,385.07,385.86,389.81,376.63,386.09,386.94,380.93,387.25,370.73,390.55,397.10,399.11,414.12,463.91,472.17,475.69,395.19,394.23,434.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.23,465.12,470.05,487.67,491.91,440.70,390.95,388.36,,,387.68,350.30,354.05,346.96,340.14,365.62,309.34,302.52,291.54,306.46,338.28,333.84,310.32,,,,,490.43,476.82,372.94,,,,441.68,,,,
2017-03-30 22:00:38.167000,L8,492.03,494.85,498.76,503.62,504.71,503.32,498.90,504.16,496.42,497.87,500.52,489.21,517.75,529.63,519.83,522.31,488.34,497.62,530.12,525.37,511.39,514.58,517.73,512.21,456.48,474.85,509.56,464.79,515.36,511.39,516.37,514.83,506.45,505.13,451.80,488.98,461.67,443.21,439.28,433.40,436.20,436.53,433.44,416.30,391.12,281.17,237.13,199.79,261.12,366.59,419.27,464.23,444.53,447.02,485.54,472.35,459.87,424.80,364.93,281.15,399.59,370.17,316.81,397.12,392.87,388.96,387.72,387.52,252.11,248.11,162.75,235.20,211.49,250.07,502.57,489.24,513.56,498.54,493.66,523.07,528.05,536.11,,,,,530.95,401.36,408.73,194.06,147.84,453.80,443.10,438.18,495.77,509.96,531.21,513.87,,,494.93,489.60,501.12,500.85,499.80,521.57,,,,,,,,,,,,,,,,,,,373.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.97,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.20,451.23,,,465.25,453.80,465.42,478.83,483.97,485.22,489.28,466.89,454.03,438.09,440.62,511.29,469.19,,,456.89,453.83,443.57,320.18,285.03,277.24,169.48,259.95,278.25,439.51,441.83,506.22,462.43,471.30,494.92,507.31,510.36,,,,,,345.27,225.77,172.33,172.85,255.00,230.28,,202.70,282.28,311.22,278.47,313.35,315.54,245.94,241.74,246.16,231.49,222.37,234.34,247.83,289.29,,,491.91,500.53,,,,,,,,,,,,,464.04,474.39,470.07,,,,,,492.37,482.21,496.71,398.62,438.88,522.20,490.09,472.96,460.87,461.09,455.90,466.43,414.98,395.38,426.27,387.13,439.66,380.96,375.79,,,,518.65,524.74,494.32,237.44,260.06,266.26,510.38,300.46,,,
2017-04-15 22:00:30.050000,L8,483.11,485.97,482.48,492.22,500.88,502.94,495.29,504.12,491.51,497.01,493.53,491.31,479.21,488.13,482.86,489.02,483.79,463.47,510.35,497.76,491.69,486.25,487.82,474.64,454.00,470.05,497.06,459.22,456.92,507.97,464.02,473.53,448.19,452.65,449.18,482.94,418.94,411.19,434.40,430.60,433.72,433.13,429.30,417.33,399.48,282.58,237.24,187.95,277.72,367.54,422.94,466.64,446.67,445.36,485.73,462.66,435.30,298.35,334.11,351.64,392.89,362.19,338.93,324.33,369.05,375.62,367.41,378.83,365.90,350.35,434.66,433.77,407.02,461.72,424.54,502.44,499.29,493.80,546.19,,,,,,,,,,322.39,212.91,147.25,357.96,377.36,348.66,351.31,510.51,534.80,514.22,,,493.09,475.55,498.69,496.26,493.80,512.63,,,,,334.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.56,,,,,,
2017-04-22 22:06:36.244000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.82,451.49,,,461.58,450.10,461.31,473.53,479.74,482.43,485.21,463.07,449.24,432.96,435.44,512.49,481.63,,,344.56,449.66,437.35,414.18,420.02,419.82,404.28,414.14,429.11,432.33,428.94,445.72,442.28,453.62,496.53,505.70,512.56,516.07,521.99,517.84,512.50,505.53,339.75,215.98,,,,,,,190.05,297.71,273.19,307.41,299.19,247.82,239.21,237.91,228.31,221.36,237.91,239.96,264.18,,,491.91,495.52,,,,,,,,,,,,,468.11,471.64,467.79,516.79,522.28,535.79,529.32,533.16,484.55,473.35,475.45,394.36,459.47,488.11,489.56,478.23,458.06,471.41,468.54,450.63,409.09,342.44,320.50,293.36,386.68,376.53,364.30,,,,525.26,521.79,497.09,484.99,259.97,265.47,508.98,438.28,,,
2017-05-01 22:00:19.697000,L8,438.52,490.09,498.74,498.87,503.28,504.90,497.22,508.50,493.65,500.74,500.15,488.81,459.31,447.76,452.61,468.16,478.55,453.59,443.18,444.34,449.88,457.38,458.10,445.18,450.52,458.78,500.95,452.27,429.19,433.12,433.03,435.57,438.82,436.94,443.66,413.88,394.40,388.83,437.37,436.60,436.92,439.63,434.45,422.09,384.03,275.72,226.05,190.55,274.93,339.61,429.19,474.31,440.35,450.44,488.60,480.74,455.26,418.53,349.68,356.34,392.81,366.04,345.43,394.98,392.87,386.01,383.31,390.09,364.44,370.38,377.02,365.93,384.80,405.51,410.86,412.30,436.96,444.54,514.09,529.25,529.29,534.27,,,,434.84,455.70,471.18,273.13,182.55,363.12,351.65,349.61,347.67,331.79,501.36,538.49,352.71,432.96,424.82,392.28,490.02,360.75,391.03,242.62,335.38,,,,,,,,,,,,,,,,,,,371.37,,,,,,,,,,,,,,,,,,,,488.29,474.46,504.11,461.68,448.84,,,,,,,289.25,392.83,428.43,,295.35,,,
2017-05-08 22:06:35.164000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.91,450.91,,,469.75,456.53,469.58,478.46,486.57,487.54,487.60,465.13,455.88,439.29,441.72,507.31,,,,452.17,453.28,461.37,498.05,,,461.20,496.96,343.43,496.19,470.50,512.70,444.72,,,,,,343.63,424.11,455.42,,,,,,,,,,,,,,,198.49,230.16,233.74,221.80,212.77,231.13,241.08,258.09,,,,499.55,,,,,,,,,,,,,474.50,475.28,467.67,533.40,505.13,527.15,,,,371.37,392.41,397.43,442.08,491.04,511.57,496.62,375.44,463.86,461.70,442.27,397.61,298.27,278.70,271.06,260.22,246.57,231.04,,,,,,499.06,229.12,255.48,262.07,,294.62,,,
2017-05-24 22:06:46.292000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.31,468.29,445.10,,,471.78,455.13,469.54,477.96,485.87,486.48,487.26,467.25,454.25,438.92,444.21,509.24,,,,452.64,448.97,435.64,412.68,416.86,415.64,404.51,419.02,432.90,434.27,433.82,448.84,446.01,458.43,503.23,515.64,521.19,523.43,519.55,515.99,511.95,529.16,,,,,,,,,,,,,,,,,,,,,,,,,534.42,,,,,,,,,,,,,460.56,469.60,466.23,524.73,515.75,537.76,525.19,522.05,474.36,394.02,395.52,396.00,442.15,494.37,489.10,390.34,443.23,407.97,461.45,445.39,298.01,293.64,275.31,263.68,244.29,238.45,221.05,,,,524.15,518.48,501.70,,,,510.66,,,,
2017-06-18 22:00:46.718000,L8,428.32,473.71,479.66,480.67,493.53,497.47,494.54,496.21,490.96,491.46,489.32,476.78,444.18,447.00,444.33,457.16,468.29,447.51,431.46,442.42,434.32,450.17,447.16,438.68,445.52,458.81,325.90,443.54,427.47,425.72,427.69,430.21,434.93,417.16,438.07,403.64,392.16,376.36,414.68,430.09,435.25,436.26,431.21,415.07,291.37,269.30,205.55,180.67,,284.22,415.28,459.86,439.09,439.17,477.36,473.23,455.23,418.26,333.80,355.65,387.69,362.53,334.43,387.47,391.59,381.18,381.09,374.69,360.51,362.57,375.05,365.54,382.37,405.59,412.15,413.16,437.29,451.64,506.00,489.40,517.84,527.87,534.77,538.89,,391.63,385.98,361.80,263.03,179.59,361.05,344.14,346.29,338.77,328.16,328.79,339.32,337.87,320.44,317.89,359.06,477.04,488.41,178.96,,,,,,,,,,,,,,,,,,,,,373.27,529.94,426.94,510.56,483.29,481.31,492.70,543.86,475.04,481.04,483.09,494.36,,,,,,,,479.05,428.08,429.07,416.32,404.47,380.80,,,,,,489.49,,,,,,,,
2017-06-25 22:06:59.518000,L8,297.08,315.10,273.91,393.51,399.98,350.20,,,423.49,408.68,255.41,251.03,423.73,358.88,198.22,315.49,414.11,441.94,312.92,332.92,386.38,387.54,313.92,395.99,525.09,533.84,413.67,429.85,212.25,191.80,255.04,293.52,283.96,314.61,,210.10,291.35,321.64,181.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.05,218.40,371.06,360.53,386.71,392.95,410.91,369.46,349.93,311.27,264.89,240.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.59,254.20,256.79,222.70,,,,,,,,,,,,,,,,,,
2017-07-04 22:00:50.541000,L8,430.35,474.33,473.88,480.67,491.33,495.02,489.34,496.29,487.17,489.46,479.44,482.76,451.40,445.32,448.23,457.05,471.74,448.52,436.96,436.82,441.85,445.66,453.67,440.32,449.18,453.82,481.48,444.45,427.92,429.19,429.65,431.22,437.59,426.26,440.49,409.92,392.56,380.54,404.82,428.87,430.77,431.71,424.37,411.15,301.96,269.78,206.05,180.36,266.46,371.94,415.84,455.80,432.50,434.53,473.40,460.93,298.82,413.89,330.33,352.27,385.96,361.43,339.75,389.21,388.38,380.04,379.21,375.96,358.49,361.55,373.81,365.94,386.01,404.06,410.88,412.66,508.12,475.60,496.67,494.15,523.50,527.90,,436.77,434.87,394.49,384.95,366.63,269.88,176.11,360.73,344.76,345.65,339.05,307.87,302.10,306.16,304.21,250.12,,,,,,,,,,,,,,,,,,,,,,,,,,372.79,534.96,426.07,417.37,490.14,480.38,492.22,531.52,473.46,478.90,481.99,421.09,,,,536.08,453.90,459.96,435.29,479.81,426.23,431.02,416.49,409.14,382.53,,,,,,494.13,,,,,,,,
2017-08-21 22:01:07.834000,L8,437.46,466.16,469.53,465.38,447.55,476.38,477.93,480.35,477.32,474.33,477.54,486.09,485.16,492.57,507.91,499.27,511.21,506.13,514.73,505.17,502.64,511.93,506.57,490.18,454.36,475.73,355.46,442.63,416.61,381.15,512.99,505.53,476.51,480.07,478.98,462.29,477.32,523.84,421.99,426.10,430.77,427.70,422.14,403.42,312.01,275.02,221.73,176.25,,,301.98,420.76,414.72,402.86,403.85,402.45,,362.38,321.04,331.57,367.34,353.75,,,362.18,349.04,353.30,333.24,,281.09,341.54,338.13,341.64,350.12,353.52,365.67,386.96,353.78,390.12,426.96,453.61,503.26,497.61,504.67,498.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.68,502.72,469.04,427.52,434.73,455.10,446.10,476.79,472.32,453.74,371.79,330.80,356.11,365.25,210.60,193.40,,,,380.90,471.81,360.06,,,,,,437.41,474.62,365.82,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.16,448.09,456.26,471.27,479.03,480.41,481.72,461.43,449.97,434.59,540.73,501.23,,,,432.25,457.36,435.13,310.87,271.58,267.92,274.54,254.68,272.70,432.46,432.67,449.84,459.15,515.87,487.96,504.55,512.51,515.37,511.27,511.70,508.42,504.52,347.42,221.48,,,,,,,276.11,299.49,277.26,303.92,297.57,240.15,235.90,239.68,226.87,220.23,235.70,241.73,268.05,,,,536.81,,,,,,,,,,,,,463.08,434.35,445.28,508.61,511.20,517.15,518.04,520.60,479.69,465.11,481.03,391.48,424.47,481.30,478.90,472.59,458.28,460.44,458.60,439.86,409.33,395.29,401.74,385.97,388.40,379.26,230.34,,,,522.72,514.26,494.37,231.88,261.26,268.53,503.44,295.39,,,
2017-09-06 22:01:09.877000,L8,487.84,488.22,481.35,486.39,496.25,499.82,491.71,500.96,490.30,493.54,499.09,490.52,520.79,530.28,506.12,516.54,486.25,483.58,528.88,527.08,505.25,483.98,479.59,512.74,468.75,467.28,477.48,460.79,514.47,515.11,519.17,519.44,513.91,494.77,450.37,490.55,461.29,442.15,438.54,435.04,436.84,437.14,434.42,420.44,386.57,281.71,238.83,191.27,265.12,287.55,397.70,452.36,433.35,439.82,450.20,452.94,445.63,417.30,341.48,354.59,386.08,363.37,338.27,390.85,392.31,384.26,383.81,384.69,250.62,190.35,221.95,236.02,219.22,246.21,415.36,415.22,518.87,512.10,523.39,495.13,529.02,536.81,,,,,507.82,499.50,396.27,202.47,355.60,358.84,415.82,410.31,411.94,431.91,487.24,497.19,507.11,500.50,450.05,361.38,477.63,450.89,460.47,496.26,,,,,,,,,,,,,,,,,,,365.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.42,538.44,,,,,
2017-09-22 22:01:13.818000,L8,486.65,486.39,478.67,482.37,481.04,490.23,487.19,491.74,480.86,484.19,488.59,489.09,505.12,520.04,506.17,514.97,503.89,514.59,520.08,516.60,503.08,499.71,498.22,502.75,484.94,469.16,458.10,479.92,503.02,499.13,505.59,491.13,492.55,479.40,450.89,470.98,446.91,437.66,430.41,426.94,427.96,429.30,425.63,409.98,302.36,276.16,229.49,185.93,,,386.10,444.13,421.24,420.04,435.96,429.73,396.94,392.04,322.72,335.92,365.98,341.00,,366.09,302.34,368.75,372.78,366.01,337.35,,288.89,336.54,349.67,363.58,380.72,393.81,414.52,421.67,431.44,443.40,488.71,514.44,516.84,525.12,527.87,517.21,514.96,,491.50,209.46,362.51,395.41,433.37,426.13,427.05,482.30,511.03,502.82,532.79,532.77,490.44,475.57,497.27,481.86,484.20,506.84,,,,,,,,,,,,,,,,,,,,525.90,515.02,529.09,,,472.95,432.01,,,,,,,,,,,,,,,,,492.98,,,,,,,,503.66,,,,,,
2017-10-24 22:01:21.408000,L8,503.85,498.18,493.93,499.98,500.35,497.09,496.95,498.14,494.91,494.59,503.23,517.38,526.08,530.39,524.09,523.81,530.87,524.93,530.23,527.98,525.04,520.26,528.45,515.98,513.44,507.24,510.88,503.65,513.33,514.75,515.09,513.31,506.28,504.10,487.07,489.22,464.55,451.19,441.78,433.94,438.96,437.37,435.99,420.26,384.87,288.83,233.09,207.91,,374.45,410.85,460.24,437.84,441.29,472.22,456.53,443.81,417.46,344.82,355.91,389.54,363.13,,387.87,390.47,385.66,385.31,376.43,363.74,372.10,380.08,370.97,386.00,401.43,407.78,413.68,491.45,450.99,456.46,488.93,510.40,525.72,530.12,537.89,,,529.68,530.40,428.44,241.89,374.76,442.10,165.17,500.50,505.23,512.54,528.99,515.86,,,502.20,489.84,503.63,494.90,497.91,507.73,,,,,,,,,,,,,,,,,,,367.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.49,,,,155.04,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.21,445.82,451.43,471.16,475.11,476.51,478.61,457.47,447.53,432.23,430.33,509.22,475.07,,,454.23,450.54,434.12,417.92,424.14,421.93,408.32,418.87,430.89,432.56,433.16,502.52,460.26,465.10,490.19,504.33,513.87,512.62,514.58,510.63,508.30,506.50,352.17,224.13,202.05,189.73,285.84,287.65,278.55,284.41,286.24,302.97,297.71,370.66,395.69,434.33,350.81,353.39,343.44,258.27,240.75,256.74,274.49,,,493.51,529.74,,,,,,,,,,,,,460.92,466.66,466.11,506.66,511.91,516.28,519.12,519.46,483.31,478.24,478.31,402.83,430.84,487.98,482.20,473.99,460.05,460.48,463.55,441.34,410.50,400.71,403.29,388.29,388.81,379.02,367.69,,,,522.84,519.91,495.68,269.19,266.10,286.08,506.51,306.74,,,
2017-11-16 22:07:28.249000,L8,,,217.77,214.91,237.61,281.25,259.22,536.09,,,,,,,,,,,,,,,,380.91,421.87,406.38,366.71,,,,,,,,,395.66,370.28,376.18,257.03,423.54,511.83,460.92,339.30,321.34,289.57,207.92,,279.39,,,,,,,,,,,,,,,,,423.34,404.00,397.49,399.79,402.40,392.47,405.84,415.54,506.03,403.46,483.37,455.94,460.07,479.51,499.28,507.47,526.90,496.69,517.76,500.38,503.48,317.17,280.17,385.62,,335.28,377.93,367.93,306.72,274.56,280.35,269.30,325.62,305.04,248.73,177.13,147.39,,186.42,253.96,336.20,172.89,,,,,,,,,,,,,,,,,383.97,456.12,460.74,500.45,249.29,245.38,308.92,498.72,471.44,,470.43,317.96,399.51,450.77,461.37,532.73,,,317.76,285.25,334.51,310.71,294.77,346.36,227.78,395.60,287.16,,,,476.20,407.99,445.46,181.83,296.70,194.97,500.81,173.13,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.21,447.40,455.64,475.59,480.48,482.90,484.07,464.35,451.96,433.66,437.42,516.73,478.81,,,458.00,454.26,440.82,423.57,427.39,427.16,416.88,428.77,509.28,515.41,510.73,519.64,515.10,511.79,512.72,513.63,517.68,515.16,518.54,513.20,512.72,515.20,353.95,223.39,213.89,271.59,302.82,308.75,302.63,294.40,298.37,304.85,284.70,305.31,299.67,253.75,243.10,243.73,232.33,228.65,241.94,259.30,268.01,,502.19,505.10,526.55,,,,,,,,,,,,,473.45,471.93,469.53,511.70,516.14,520.45,523.54,522.96,487.01,480.15,488.41,406.14,436.13,490.79,485.99,480.36,461.60,463.44,467.09,446.28,413.80,403.33,469.10,456.91,451.56,449.50,368.25,,,,528.68,524.82,499.16,241.26,270.37,287.64,517.16,309.07,,,
2017-12-11 22:01:12.448000,L8,,,,,,,,,,,,,,,,,,,,,,,,533.71,533.32,521.46,517.49,513.63,523.89,524.72,526.03,526.18,504.71,476.51,470.73,488.39,470.78,452.15,441.30,435.23,440.42,438.64,435.54,423.13,405.86,307.00,261.39,207.44,282.33,386.45,424.97,475.23,450.73,453.75,489.61,477.25,457.91,423.67,353.85,376.29,280.55,367.22,342.99,314.63,395.43,389.16,391.65,384.53,368.68,241.37,214.39,233.28,222.22,243.05,495.74,500.00,511.07,512.46,514.02,524.37,523.74,530.30,535.06,540.52,,,,,,,451.85,496.99,515.30,519.10,518.02,529.05,536.59,524.02,,,510.33,499.60,507.54,498.83,504.56,521.63,,,,,,,,,,,,,,,,,,,384.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.74,449.30,457.56,479.21,480.97,485.18,489.86,467.21,455.34,436.90,439.60,509.65,,,,325.29,446.83,440.94,423.11,428.91,438.78,514.36,218.09,424.08,399.07,445.99,,,462.59,463.21,418.82,476.94,473.69,473.98,468.08,495.89,,342.96,219.05,194.49,192.97,261.04,285.19,275.97,276.39,284.53,298.22,272.70,297.04,298.74,241.73,226.08,232.76,226.66,224.96,239.28,258.02,260.08,,,,497.14,,,,,,,,,,,,,,469.73,465.48,,,,,,486.18,475.77,481.18,398.08,415.29,489.81,477.69,471.48,457.25,455.34,458.37,441.53,407.47,397.35,400.71,384.85,383.52,373.00,360.12,,,,,,487.74,238.87,265.12,273.48,508.77,306.32,,,
2018-01-28 22:00:58.125000,L8,523.48,511.10,498.03,502.96,503.73,499.31,494.08,499.97,495.99,494.39,505.24,521.69,529.25,532.26,524.76,528.90,526.99,527.06,533.04,528.11,523.06,526.62,535.61,518.37,519.27,507.48,513.83,503.84,515.90,517.16,521.58,523.48,512.80,510.96,496.18,493.45,459.69,449.94,435.75,430.81,434.66,436.26,428.88,411.46,391.30,279.98,230.77,214.44,264.54,281.94,411.43,465.94,439.83,442.11,290.63,468.28,449.02,416.72,333.06,352.34,393.36,363.24,335.74,390.58,390.20,384.46,380.94,376.39,363.26,374.71,379.47,372.70,385.68,398.31,407.46,494.48,510.02,510.64,519.30,525.90,524.73,533.28,,,,,,,,,382.09,483.11,495.94,521.31,511.34,522.33,,,,,495.77,484.83,501.95,498.26,501.73,521.75,,,,,,,,,,,,,,,,,,,374.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.00,,
2018-02-20 22:07:00.077000,L8,,351.04,240.61,380.34,287.58,530.58,402.22,393.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.27,455.07,468.01,481.61,487.67,487.95,489.28,469.67,465.15,462.57,514.01,,,,,447.87,443.35,429.68,413.34,262.49,258.49,252.78,244.23,419.21,420.23,424.73,434.28,431.03,438.64,462.17,500.00,512.08,512.62,512.70,505.14,504.89,503.27,347.12,220.88,196.88,186.61,256.50,227.90,212.62,260.77,277.95,294.17,270.88,295.30,398.51,403.54,400.02,237.70,228.02,220.17,229.56,239.35,266.90,,,,,,,,,,,,,,,,,,463.77,462.01,503.21,505.23,511.51,513.11,,480.32,469.83,471.75,386.30,414.21,475.52,472.09,468.95,449.44,457.70,457.67,437.49,401.47,383.67,392.14,378.28,381.96,370.15,357.66,,,,,511.28,482.92,236.88,260.26,272.97,504.13,302.12,,,
2018-03-17 22:00:35.960000,L8,502.81,499.17,496.55,500.17,504.43,498.41,497.66,499.83,498.69,495.37,502.90,487.55,523.08,531.98,522.97,523.84,495.98,516.22,,,,,,512.53,499.61,472.06,508.35,470.37,511.13,513.02,516.19,515.82,504.75,506.93,453.41,489.41,462.91,446.06,437.13,431.56,436.81,435.65,431.65,414.74,298.58,277.21,232.99,195.09,,278.75,411.28,464.31,433.54,442.19,481.05,463.48,441.03,414.92,342.52,343.35,390.37,362.36,343.78,392.59,390.47,385.01,380.27,377.26,362.05,371.58,379.17,365.90,253.66,396.19,405.66,410.70,437.89,450.33,449.51,529.51,,,,,,,,,401.21,208.29,365.68,443.47,440.19,432.97,497.33,503.63,,,,,495.58,491.16,502.58,501.77,498.18,524.44,,,,,,,,,,,,,,,,,,,365.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.18,,,,,,
2018-03-24 22:06:44.096000,L8,443.26,448.24,370.51,236.06,233.08,393.44,429.51,458.06,461.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.46,455.81,466.34,480.56,484.12,486.46,486.17,465.94,458.76,439.07,440.97,510.07,484.03,,,455.29,452.03,439.08,420.88,421.43,423.41,405.11,418.84,430.05,433.08,432.84,453.28,446.07,463.10,528.59,521.58,526.27,525.00,525.27,516.84,519.27,517.64,355.64,219.37,198.79,172.27,268.44,233.92,216.02,213.16,282.72,313.89,275.35,304.87,305.60,246.98,236.08,243.63,233.19,224.30,238.18,241.36,271.02,,,,504.82,,,,,,,,,,,,,473.90,471.87,468.64,522.29,521.04,526.54,527.22,530.94,487.02,484.41,483.78,395.40,434.10,494.10,490.12,479.79,464.86,466.73,473.31,449.34,407.86,398.33,415.66,385.71,387.27,379.20,366.25,,,,528.65,,501.82,238.17,263.55,275.19,528.00,308.17,,,
2018-04-18 22:00:19.528000,L8,491.07,491.23,496.78,497.95,504.46,502.88,497.14,501.14,496.16,494.47,497.57,491.25,490.04,455.00,455.69,490.65,476.79,456.40,513.27,480.88,496.11,485.94,460.68,448.48,459.30,457.20,500.02,453.50,434.01,451.94,481.17,501.65,441.11,446.23,446.23,481.42,395.00,401.91,436.22,433.67,434.45,435.21,430.02,415.55,334.06,276.80,233.14,189.80,,280.02,409.93,464.30,434.23,441.97,476.74,472.46,446.13,416.82,345.96,354.44,392.72,364.69,343.29,391.35,391.68,383.28,381.65,377.86,363.57,214.96,221.19,225.56,218.27,403.45,408.55,413.15,436.32,444.84,454.11,475.57,525.61,532.14,533.51,542.91,,417.54,528.33,530.63,399.16,196.82,364.76,355.09,365.08,348.98,343.42,501.37,525.14,510.67,405.84,384.80,496.15,487.52,501.83,491.94,490.75,510.71,,,,,,,,,,,,,,,,,,,373.05,,,,,,,,,,,,,,,,,,,,,456.78,463.42,437.68,,,,,,,,,525.22,,,,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.71,449.99,,,462.21,454.55,465.01,480.48,482.50,483.52,483.60,460.68,453.61,436.38,439.43,510.69,481.87,,,452.93,450.50,437.20,416.61,223.25,258.97,194.32,245.01,263.80,433.74,436.28,450.42,450.31,459.04,475.20,517.21,522.11,523.45,520.97,514.11,510.86,526.35,280.67,,,,,,,265.80,272.44,291.33,269.91,296.82,291.68,237.95,233.01,238.48,224.42,217.92,236.16,245.37,263.92,,,492.68,500.72,,,,,,,,,,,,,468.55,471.40,467.89,515.73,519.11,525.70,529.97,529.23,483.52,473.26,478.10,395.56,434.95,491.22,488.30,481.70,464.66,473.11,476.67,450.18,408.76,339.42,317.07,292.38,384.52,376.67,366.41,,,,524.77,521.71,507.72,232.51,257.76,266.73,507.40,300.08,,,
