dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0115,nzd0353-0116,nzd0353-0124,nzd0353-0162,nzd0353-0159,nzd0353-0160,nzd0353-0117,nzd0353-0161,nzd0353-0048,nzd0353-0049,nzd0353-0050
2000-05-01 21:59:30.586000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.93,479.99,453.91,,,441.84,437.31,450.20,479.79,475.30,474.79,479.05,455.11,438.73,429.69,537.71,500.63,476.89,,,453.20,445.79,438.45,422.04,259.57,271.72,273.16,263.11,277.43,401.72,409.76,403.62,412.04,434.27,420.96,489.80,498.65,502.98,502.46,495.11,436.45,444.36,,,,,,,,,273.56,283.92,264.09,289.24,,225.47,208.43,224.09,242.17,230.72,257.35,260.36,269.31,,502.67,506.28,507.27,,,,,,,,,,,,,461.61,468.39,466.49,501.44,504.16,510.33,511.20,518.86,486.22,468.19,477.95,436.42,421.70,491.96,481.00,379.07,385.57,375.46,463.18,440.02,353.31,392.97,264.46,378.88,384.46,374.20,358.49,,,,515.83,513.86,495.07,302.04,268.14,290.30,502.91,318.25,,,
2000-05-17 21:59:19.400000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.16,463.63,449.63,,,525.07,429.94,442.64,465.81,471.81,474.16,472.45,449.22,435.43,419.39,540.12,494.27,485.51,482.44,473.60,449.63,450.69,437.15,423.09,257.09,273.07,271.62,263.52,281.69,269.33,403.16,416.02,413.39,428.37,424.04,505.91,506.00,509.80,507.81,506.82,491.53,380.20,,,,,,,,,355.58,377.57,390.26,,,,,,,175.99,242.90,245.98,260.03,504.56,489.59,504.20,503.09,,,,,,,,,,,,,469.82,466.06,362.11,508.21,416.12,,,522.79,490.50,392.23,384.79,443.13,413.71,492.87,480.82,469.37,453.67,457.30,461.44,438.44,288.45,284.46,266.71,254.83,239.65,230.07,208.53,537.06,499.60,528.00,517.82,518.94,494.41,298.04,363.52,290.36,429.44,322.11,,,
2000-05-26 21:53:00.524000,L7,406.80,447.34,474.76,490.40,498.28,492.26,493.14,496.78,492.32,495.12,489.60,468.29,444.00,441.41,441.75,449.95,461.62,442.01,431.56,434.49,428.32,447.96,437.61,437.46,448.85,447.93,463.10,428.65,424.36,424.60,419.39,420.25,429.35,412.16,426.86,387.12,379.31,372.33,327.28,416.32,423.18,413.62,416.07,339.97,407.44,262.64,207.90,193.53,375.49,384.22,389.30,439.08,456.50,461.21,486.85,486.88,475.64,427.03,429.08,417.10,404.57,266.46,359.69,397.14,394.35,388.70,382.68,391.27,377.07,381.21,221.53,236.59,226.12,250.11,258.49,259.88,246.28,495.05,499.49,503.42,519.16,522.30,528.65,455.34,530.52,387.26,376.90,352.51,249.52,168.45,363.47,332.33,335.19,327.36,318.33,324.51,328.32,336.35,309.91,311.58,,454.63,473.54,,,,329.52,247.07,299.48,288.96,359.75,359.80,379.27,378.54,395.12,315.73,372.30,383.02,303.18,350.81,357.55,358.24,352.58,366.28,395.61,510.88,422.64,405.48,433.29,491.67,494.90,521.33,472.46,473.30,474.33,505.41,514.37,474.03,457.22,447.39,450.60,446.92,422.66,427.47,416.74,425.40,409.61,400.47,377.41,,,,,,,,,,,,,,
2000-06-18 21:59:03.789000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.35,482.13,466.75,,,415.94,425.31,422.46,452.37,443.10,464.29,462.29,436.90,415.99,412.87,403.33,420.09,437.60,421.17,449.42,318.02,481.39,486.32,,,261.33,260.54,252.41,275.02,,,,,,,,,420.76,405.38,425.46,529.61,381.65,441.17,431.78,429.51,417.96,393.85,388.40,377.44,363.71,366.54,369.55,424.70,447.79,405.00,397.81,414.89,410.66,358.17,386.65,384.75,385.65,384.16,458.54,449.20,440.47,432.01,438.38,462.71,456.40,472.77,459.41,444.56,428.82,436.76,418.78,452.81,427.57,402.48,407.87,368.79,354.33,538.47,445.03,,,,390.09,386.99,387.93,489.67,468.22,404.89,520.45,509.48,337.92,335.65,329.63,303.17,502.25,497.29,503.33,498.22,468.35,467.21,443.97,507.15,472.08,472.65,528.22,412.78,371.05,466.95,374.06,361.19,460.67,421.92,,,
2000-07-13 21:52:31.712000,L7,421.63,455.69,504.17,509.65,509.08,508.70,509.17,511.71,503.78,509.70,534.23,482.15,444.24,443.96,443.37,459.14,467.43,453.66,431.55,435.83,430.30,443.68,445.93,440.34,449.32,453.30,468.15,448.49,425.08,415.24,427.62,426.76,433.95,418.45,438.39,394.82,386.05,376.78,466.06,484.50,478.36,491.66,503.84,490.09,512.35,368.75,464.32,212.79,468.77,474.75,468.56,474.64,495.65,484.41,495.03,500.61,485.89,475.80,477.47,479.59,480.84,482.85,474.88,471.46,468.95,459.95,472.51,437.47,470.09,481.36,219.20,230.51,224.90,241.19,255.48,262.60,259.71,258.18,274.07,514.09,523.25,529.76,535.28,541.15,,383.58,379.45,361.69,249.83,167.49,359.62,339.34,340.47,335.43,329.51,324.19,330.70,329.07,325.59,314.99,,462.46,493.74,177.41,,,241.77,419.11,469.81,450.33,497.57,484.95,482.54,299.01,470.00,484.13,471.77,487.49,481.25,471.50,478.10,476.73,469.41,433.43,459.60,489.02,423.13,548.59,489.35,492.53,499.73,521.53,470.53,475.33,473.73,496.30,514.13,480.76,452.49,447.19,456.65,450.30,418.12,432.19,428.81,429.57,412.97,405.63,375.10,433.93,471.71,267.78,479.46,499.94,,,,,,,,,
2000-07-29 21:52:14.316000,L7,425.75,464.82,473.80,485.37,486.71,492.95,489.22,501.58,494.85,500.52,490.95,488.90,449.42,445.60,444.57,458.18,475.05,449.86,437.24,446.71,441.61,457.88,446.31,441.16,451.57,452.98,470.98,441.96,429.58,426.78,426.96,428.17,432.35,424.36,438.64,408.84,393.84,385.23,345.74,397.19,395.41,391.18,399.51,340.77,412.36,272.13,211.16,184.86,274.53,287.53,288.90,377.06,422.36,439.44,471.38,487.12,463.76,329.40,342.38,333.10,354.79,355.08,347.22,379.43,391.73,382.09,383.83,384.42,360.03,218.87,227.45,242.49,235.01,255.87,267.61,378.23,375.10,397.38,424.50,420.74,520.71,517.78,430.11,469.17,465.90,391.93,381.12,360.63,264.05,173.57,367.59,338.05,341.03,338.09,325.75,332.79,333.95,341.83,325.73,324.13,350.25,308.31,233.86,182.59,,,322.72,306.38,283.03,,342.93,,,,,,,,,,,,,,385.35,498.92,429.95,528.24,484.42,498.85,498.57,517.79,473.04,486.33,477.74,496.22,494.23,479.10,488.90,455.75,454.38,452.80,427.70,436.88,423.97,430.96,418.27,409.89,388.82,,,,,,469.31,208.33,,,,,,,
2000-08-05 21:58:20.584000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.57,458.63,433.81,429.15,483.13,,,,450.07,444.78,437.46,420.93,417.04,417.29,392.46,393.96,403.34,397.22,394.02,396.79,408.06,434.06,418.86,459.35,504.99,501.95,428.12,430.06,449.00,499.88,187.62,464.54,452.54,442.53,431.06,416.12,402.65,398.55,391.88,388.90,385.77,391.77,388.19,392.63,391.47,386.50,381.81,373.97,367.03,361.11,370.55,520.60,498.88,,,,,,,,,,,,,,,464.87,467.33,465.82,494.78,511.95,513.10,529.05,,477.35,392.94,394.76,405.76,414.69,488.54,485.50,469.10,442.91,450.22,459.76,432.35,408.25,378.84,282.79,254.26,241.08,229.90,239.16,537.78,485.79,481.34,,418.70,492.31,443.78,367.46,379.62,499.52,404.75,,,
2000-08-14 21:52:08.182000,L7,,,,,,,,,,,,,,,,198.62,299.67,343.38,,,,,,,,,,,,,,,282.21,331.19,314.96,278.93,302.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.93,168.21,184.75,194.80,143.19,,,,,,,339.80,333.65,243.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.42,412.54,,,,,,,271.14,382.95,294.94,,,,,267.74,350.52,310.44,,,,,,,,,,,,,,
2000-10-24 21:57:29.684000,L7,,,,,,,,,,,,,,,,,,,,,,467.26,347.73,328.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-25 21:57:34.931000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.16,437.17,439.07,467.75,470.41,473.35,474.95,447.93,437.54,421.07,539.08,497.04,465.40,,,451.57,448.66,436.81,419.79,249.97,262.55,273.44,253.09,402.16,399.23,405.71,410.16,418.03,429.54,431.65,474.86,500.73,505.47,505.82,498.82,497.99,500.85,348.74,255.87,211.24,209.19,285.18,276.57,269.82,274.63,282.00,284.72,272.45,288.17,284.08,243.53,223.05,240.35,231.65,225.07,241.08,246.58,271.14,,,492.60,505.63,,,,,,,,,,,,,452.98,382.69,465.47,504.31,505.88,511.33,511.30,515.70,490.61,476.49,484.86,453.35,432.46,480.14,481.57,472.97,455.98,457.57,459.06,440.77,410.60,399.26,401.13,386.93,389.21,377.35,366.46,,,,522.40,513.76,488.64,331.81,277.70,295.80,505.84,330.90,,,
2000-12-04 21:51:22.024000,L7,503.97,501.69,497.49,504.95,501.25,494.44,493.78,496.19,494.70,500.17,509.39,522.68,527.35,525.48,520.83,526.70,527.57,527.50,534.18,528.10,526.21,525.58,526.84,517.53,514.81,513.77,514.74,510.57,518.23,520.22,519.61,521.35,513.90,511.19,501.44,491.48,471.16,442.34,412.53,404.36,404.41,401.20,411.97,414.48,422.89,375.86,268.35,219.03,,287.52,379.93,417.77,450.29,465.03,489.61,485.28,469.03,421.29,351.05,381.48,397.95,363.33,352.15,394.45,393.04,388.79,388.82,389.05,372.06,376.77,383.55,374.48,373.64,386.24,385.56,397.39,410.95,415.49,439.00,439.75,505.52,522.13,529.13,546.22,,,,529.01,446.55,363.22,392.78,490.27,499.70,501.90,509.86,511.56,522.97,520.12,,533.78,493.98,479.62,501.50,502.91,508.15,,,,,,338.16,,,,,,,,,,,,,,370.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:57:36.803000,L7,,,,,,,,,,,,272.06,349.03,360.40,409.59,374.08,343.39,321.54,238.62,406.06,385.26,384.21,428.27,475.07,469.79,527.40,281.29,273.17,300.54,262.71,,253.99,267.91,364.76,284.79,375.45,485.08,495.11,522.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.54,207.97,245.78,302.08,315.12,328.07,350.46,343.22,355.71,389.76,411.84,408.77,316.71,399.28,414.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.45,222.11,,448.09,459.10,401.07,373.10,,,290.27,418.29,367.24,337.13,371.07,394.09,,,,,,,,,,,,,476.22,423.56,409.44,,,,362.82,,,,
2000-12-20 21:51:28.881000,L7,492.70,490.14,491.64,500.51,494.66,492.18,488.71,499.27,502.85,496.43,503.95,524.79,528.29,525.17,528.19,,,,,535.57,529.43,528.74,526.97,517.08,513.82,516.21,516.99,498.80,509.59,512.48,518.78,527.30,520.58,519.90,508.94,503.15,489.46,467.12,426.52,421.97,414.23,406.85,414.56,419.82,416.42,375.41,263.82,224.98,282.67,298.58,381.37,449.46,475.42,485.45,503.70,492.07,481.76,441.43,284.68,398.46,406.90,379.85,357.63,400.34,409.32,401.54,407.78,404.46,263.34,247.66,224.70,241.46,237.62,256.41,267.69,500.55,512.47,509.56,513.42,519.02,524.66,,,,,,,,,,,,509.90,516.06,527.52,527.27,531.79,527.96,,,,,,,,,313.98,306.13,286.57,283.57,358.60,376.46,,,,,,,361.03,355.81,372.17,,352.01,346.22,388.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-05 21:51:28.457000,L7,507.26,506.10,497.70,505.23,504.23,499.05,494.89,498.92,496.89,501.83,514.57,526.32,527.95,528.48,522.71,527.87,533.36,527.56,534.84,531.29,529.68,528.02,525.37,518.15,511.47,513.62,515.62,510.48,517.65,521.48,522.58,522.85,517.07,514.85,500.55,492.11,472.55,443.25,412.36,403.50,400.01,397.43,407.67,421.51,422.65,382.31,277.40,225.94,278.08,304.84,241.38,448.00,456.31,481.11,497.30,492.62,479.53,437.58,355.56,397.81,402.97,377.07,350.11,398.74,396.77,395.15,396.33,394.33,380.67,383.21,386.47,381.05,372.20,382.85,384.66,397.78,408.98,439.52,456.36,501.26,520.82,528.76,,,,,,,462.18,434.52,451.39,487.58,505.31,506.04,515.24,514.89,527.43,523.82,,538.62,500.10,477.62,502.19,510.91,516.45,,332.16,312.76,291.59,,347.11,,,,,,,,,,,,,,389.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-06 21:51:26.449000,L7,455.45,468.56,451.83,476.59,469.38,467.88,469.83,471.32,471.21,454.17,468.93,467.66,481.35,439.97,477.48,498.82,456.90,437.48,426.98,429.62,421.73,456.39,421.56,437.80,431.36,443.44,462.12,429.10,412.84,462.90,420.24,428.49,411.40,419.04,409.83,378.99,362.41,347.68,317.14,296.38,218.24,268.37,289.62,291.65,273.62,256.30,194.99,,,,,,,378.91,460.79,429.08,,,,,,,,,362.83,304.60,354.76,350.23,336.05,348.70,351.42,337.37,331.69,348.21,345.75,354.20,355.99,356.81,382.83,386.56,392.42,459.94,496.04,474.23,435.46,507.12,494.45,486.09,223.09,261.10,363.32,331.62,423.42,432.96,452.51,467.61,482.20,480.75,505.03,439.16,447.67,434.64,459.93,427.14,445.03,463.89,,,,,,,,,,,,,,,,,,,,423.42,491.14,509.29,522.91,,,,,,484.41,487.94,509.59,,,,,,,,504.15,498.41,512.72,503.33,509.97,,,,,,312.45,,510.79,537.02,,,,,
