dates,satname,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,nzd0237-0017,nzd0237-0018,nzd0237-0019
2001-03-17 21:56:16.575000,L7,296.60,315.82,328.31,339.84,322.36,554.70,550.76,548.17,543.38,552.40,527.10,537.26,531.73,484.67,459.82,501.79,221.48,,502.14,444.13,454.74,203.64,220.25,229.76,258.03,280.62,323.01,337.59,327.75,339.33,328.19,332.79,329.85,332.26,341.10,332.66,317.34,314.76,316.36,303.02,304.47,304.87,309.82,320.39,320.98,278.08,307.88,325.17,304.05,316.82,341.92,324.65,311.63,203.01,181.78,562.64
2001-08-24 21:54:48.593000,L7,256.29,272.79,246.65,275.78,263.16,255.58,258.48,252.65,220.95,183.29,,,,,,,,,,,,,,,,,,,,,287.56,292.56,290.72,295.79,194.21,285.81,291.30,292.19,282.63,281.17,277.18,,,,,,,,,,,,,,,
2001-09-09 21:54:36.880000,L7,294.59,317.46,318.53,333.44,323.72,327.48,320.84,319.44,312.39,281.94,319.82,294.46,262.61,255.60,248.84,238.34,222.80,445.71,439.35,450.90,467.13,194.94,230.08,218.34,264.90,292.39,320.31,331.65,314.85,334.55,330.98,337.14,340.96,320.79,345.40,328.80,324.14,479.40,491.88,499.34,307.78,309.15,318.77,324.98,318.45,288.98,311.74,328.82,324.20,324.93,327.77,346.35,329.29,516.24,490.72,452.47
2001-09-25 21:54:28.694000,L7,299.58,534.64,518.72,320.97,515.31,510.58,509.34,452.50,479.81,532.18,516.95,526.10,518.52,533.94,533.66,253.09,268.58,487.04,469.98,460.78,511.75,527.09,518.56,533.43,543.55,500.36,325.81,335.41,521.74,535.05,503.11,539.32,514.26,551.11,510.69,517.70,544.90,546.98,503.80,537.85,308.83,304.96,314.96,311.80,310.53,278.21,318.49,326.78,458.62,474.34,486.72,559.28,494.18,251.26,181.82,
2001-12-30 21:54:37.254000,L7,273.24,292.70,307.93,294.81,282.21,276.12,276.39,268.19,251.70,234.50,224.83,205.82,203.02,197.50,,,,,,,,196.65,214.47,222.33,242.46,263.79,328.06,329.22,186.74,289.95,296.05,325.26,369.64,261.66,366.55,307.29,300.83,356.93,345.62,316.91,294.09,270.77,299.04,310.40,293.13,256.86,300.84,323.36,275.84,,307.94,306.05,309.12,,,
2002-01-31 21:54:50.570000,L7,528.33,506.19,334.82,406.02,,,484.00,439.90,443.01,540.63,401.44,361.03,410.11,454.50,469.00,450.95,453.30,416.66,495.89,443.34,446.55,444.81,498.79,481.80,321.42,315.63,327.15,338.13,475.75,477.65,484.31,482.17,467.77,494.13,485.02,484.35,546.51,383.09,432.23,421.31,424.38,430.03,383.15,535.68,413.67,480.07,477.48,215.26,281.26,285.72,250.86,414.14,485.76,454.98,460.75,422.31
2002-02-16 21:54:54.191000,L7,340.92,332.75,336.05,349.36,352.71,349.92,330.98,319.50,306.54,296.95,297.85,300.46,303.54,296.20,306.60,295.88,305.81,,,,172.02,490.73,501.03,491.28,464.66,416.06,337.53,346.44,346.78,352.16,366.77,362.05,349.44,346.86,352.39,338.55,342.56,348.22,356.94,368.42,349.70,316.17,322.99,327.18,333.18,290.51,319.09,337.11,321.99,329.38,343.98,353.99,336.34,214.48,195.82,
2002-08-27 21:54:00.253000,L7,276.36,284.37,286.67,296.47,276.40,268.92,286.96,275.60,256.26,229.32,222.03,208.51,199.10,195.60,,461.73,454.22,,,406.35,431.65,415.55,424.03,404.91,226.63,265.30,501.51,386.71,393.35,394.11,372.41,406.38,417.45,392.08,311.81,306.34,309.91,308.19,305.09,296.05,288.02,261.12,294.54,285.41,286.32,210.06,231.23,312.27,289.86,314.96,314.38,312.42,223.73,,,
2002-10-14 21:53:43.769000,L7,457.71,449.96,432.64,417.12,417.71,440.51,399.78,534.68,476.11,451.69,272.31,262.05,261.49,261.91,256.70,240.86,225.69,505.62,520.41,487.67,429.38,431.04,444.17,446.56,445.05,414.68,411.84,415.08,405.22,402.02,428.24,443.96,452.97,440.48,458.57,470.83,429.60,412.55,423.77,415.03,434.96,440.14,447.38,423.24,415.25,433.86,500.30,421.17,427.03,443.81,420.78,397.15,445.55,200.86,453.90,461.69
2002-12-01 21:54:16.937000,L7,434.29,431.71,426.68,300.52,293.45,280.68,285.42,278.14,378.51,401.81,455.17,462.51,219.48,410.45,393.79,512.68,494.11,,,502.31,490.74,441.01,,,,351.73,454.11,515.78,511.50,521.32,357.36,400.03,451.74,315.34,317.69,317.99,312.77,310.66,485.48,513.54,380.91,280.77,296.47,297.13,294.85,267.09,293.33,314.10,296.69,309.47,322.74,319.34,314.00,450.90,388.58,
2003-01-18 21:54:30.278000,L7,461.28,454.25,311.60,319.42,277.07,275.43,276.11,265.44,244.08,218.84,203.47,172.29,,,,484.95,446.75,,,,,,,,224.35,256.90,295.85,321.47,303.76,311.72,316.92,374.26,350.91,317.34,311.29,313.15,310.97,308.33,320.55,294.05,282.32,273.04,297.42,297.28,290.68,262.68,292.86,309.12,296.13,377.65,356.95,312.99,307.76,,,
2003-03-23 21:54:40.711000,L7,329.79,330.08,322.61,311.97,357.57,311.61,319.55,296.45,304.29,298.33,292.40,276.80,257.68,288.96,302.70,292.08,289.22,278.48,252.38,474.01,510.12,506.97,554.85,251.86,308.05,322.49,331.44,510.72,,,,,480.38,384.99,445.98,439.75,438.98,340.00,521.53,470.16,462.43,487.43,,,,,,450.77,481.44,473.39,,,,298.27,262.60,280.73
2003-04-08 21:54:47.577000,L7,339.73,322.64,323.80,316.37,312.36,311.60,312.10,321.39,305.02,291.69,284.05,452.73,427.32,425.08,435.11,446.30,458.18,540.50,515.93,,485.56,508.68,490.94,532.00,259.80,279.28,526.69,539.73,410.21,458.29,519.40,330.28,528.89,545.51,541.96,531.09,524.54,532.50,497.62,451.89,558.52,510.77,489.41,490.37,504.65,506.92,506.35,493.92,488.59,511.35,493.47,499.91,523.80,447.48,444.93,497.92
2003-04-24 21:54:46.433000,L7,465.94,453.81,437.75,424.19,431.88,433.50,414.73,411.15,413.46,413.58,391.28,373.66,391.19,386.48,409.82,420.45,424.86,448.24,454.68,444.23,455.06,456.57,444.74,447.50,445.76,455.25,462.96,467.30,426.62,394.24,500.31,431.08,420.17,432.01,457.29,474.00,487.89,481.88,375.59,438.37,466.99,551.32,495.80,478.67,477.60,479.34,469.63,498.11,523.00,526.61,553.45,546.69,464.59,427.86,449.24,446.60
2003-05-26 21:54:43.917000,L7,468.77,441.67,456.91,351.64,446.56,449.25,453.22,441.47,418.06,412.67,497.63,491.92,266.36,252.17,257.05,236.41,226.56,466.13,476.37,471.07,460.22,489.15,398.50,481.23,495.30,505.93,488.60,398.68,,,,,,,,,,,,,,534.34,499.08,427.59,481.42,381.32,400.53,426.14,521.43,492.38,508.83,436.39,312.15,210.66,200.18,175.26
2003-07-21 21:42:33.857000,L5,,298.23,291.61,302.08,288.04,277.27,292.26,290.15,270.08,271.28,266.18,248.85,248.30,235.18,236.48,231.09,229.24,,,,,,,,,,,297.97,316.90,313.97,331.13,329.73,319.26,320.97,323.36,325.71,309.64,321.52,328.29,303.59,297.91,196.43,269.21,308.23,297.99,253.55,215.28,210.20,179.47,203.32,191.38,177.16,254.56,210.67,192.66,
2003-08-06 21:42:51.203000,L5,,,270.43,266.29,252.65,257.90,252.36,253.76,230.14,217.94,196.89,179.53,180.59,,,,,,,,,,,,,,,,,274.73,288.54,249.96,261.70,180.24,259.55,226.18,303.93,300.51,291.14,287.04,270.68,,,262.34,256.74,222.06,200.47,205.76,185.86,196.40,179.24,,,,,
2003-10-25 21:44:04.226000,L5,303.36,313.47,300.29,297.94,290.10,289.53,280.92,276.70,260.76,274.08,272.01,258.16,260.69,255.89,250.31,233.04,219.90,,,174.97,210.08,229.56,243.19,253.46,297.24,300.74,307.30,314.46,310.73,323.06,317.91,318.46,320.04,330.96,330.25,335.99,327.70,323.07,326.14,323.34,299.22,294.07,301.71,295.85,298.51,276.60,298.95,322.34,318.59,322.03,337.26,337.07,334.88,203.77,197.03,
2004-02-14 21:44:57.678000,L5,337.11,356.79,333.06,329.55,318.36,312.92,313.79,286.26,287.68,265.29,270.11,282.64,259.37,274.25,285.41,268.93,255.47,,,,196.67,223.99,236.17,255.02,291.49,291.74,316.44,323.09,321.70,326.60,328.98,326.94,329.34,324.30,328.65,327.95,342.41,357.50,345.67,334.76,330.88,310.57,330.88,343.40,329.16,292.16,317.28,320.43,321.90,329.25,338.51,352.54,457.89,240.25,219.54,209.93
2004-03-01 21:45:02.553000,L5,311.01,321.54,326.14,324.15,306.15,305.46,299.75,296.51,289.06,277.12,274.33,270.45,273.68,271.60,279.27,283.12,248.61,304.82,298.48,177.83,290.63,305.54,332.12,328.99,302.83,315.73,333.72,339.52,330.86,326.84,327.38,335.01,329.49,328.73,330.73,338.92,344.41,349.36,339.58,337.55,343.30,340.79,317.05,323.16,329.78,346.34,315.49,342.72,352.18,399.59,,,,280.89,235.63,292.57
2004-03-17 21:45:08.368000,L5,248.07,262.00,261.37,246.88,245.68,250.96,248.19,240.83,194.41,,,,,,,,,,,,,,,,,223.61,216.08,273.28,278.45,276.55,292.33,295.58,290.77,292.78,286.06,286.52,289.32,284.43,281.15,278.70,261.55,161.42,,,,,,,,281.61,297.27,290.80,,,,
2004-04-18 21:45:49.558000,L5,299.91,318.92,312.01,312.85,300.79,316.29,300.79,294.53,288.50,270.98,266.72,264.48,255.50,262.02,269.05,274.79,245.46,,240.33,247.54,252.74,263.24,264.08,297.00,292.50,314.60,321.80,334.65,334.98,324.94,338.70,324.76,328.65,327.65,327.31,338.39,334.29,321.56,325.33,321.10,310.41,309.02,324.10,323.18,318.43,297.42,312.33,326.96,315.71,322.92,337.78,332.45,321.73,253.77,259.88,247.70
2004-05-04 21:46:16.049000,L5,,,176.58,229.43,234.90,235.52,242.47,231.67,179.99,,,,,,,,,,,,,,,,,,,,,,277.32,249.13,259.40,,,,,243.56,276.18,268.80,244.14,,,,,,,,,,,,,,,
2004-06-05 21:47:12.889000,L5,234.96,262.09,272.17,260.97,255.79,256.80,251.93,249.59,217.41,198.44,184.58,168.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.78,268.75,267.05,277.74,287.46,284.21,,,,
2004-07-23 21:48:33.165000,L5,184.22,294.27,292.47,299.69,285.63,273.41,282.29,274.03,262.15,263.78,248.58,236.52,238.26,235.58,246.23,226.27,212.96,,,,,,,,,209.14,305.41,318.22,310.33,308.81,323.08,326.37,334.14,325.37,324.45,319.50,315.86,314.84,316.24,309.80,298.96,177.71,180.53,310.81,302.04,241.40,209.35,217.73,185.03,214.21,188.04,174.79,189.57,198.12,177.36,
2004-08-24 21:49:18.016000,L5,294.71,307.90,306.55,310.32,295.95,281.50,284.18,277.43,265.51,252.59,250.38,248.09,240.79,233.57,226.77,225.01,219.91,,,,,209.59,210.18,189.59,267.30,290.02,317.27,324.92,317.40,324.81,326.18,327.31,323.63,321.10,321.61,323.36,324.35,318.60,318.73,318.05,304.83,302.14,310.09,305.20,303.77,289.56,309.17,324.16,339.17,319.34,341.55,341.97,333.27,193.83,,
2004-09-25 21:50:07.312000,L5,299.00,309.47,296.07,292.36,288.78,292.37,298.10,283.36,268.06,271.79,261.34,251.31,244.75,235.19,237.01,235.57,229.83,,,,204.96,229.57,243.74,247.93,274.14,298.58,320.42,328.15,318.18,329.94,327.78,323.95,325.03,319.81,320.04,331.61,336.43,329.70,324.59,324.81,311.70,301.67,311.21,308.21,305.27,290.26,314.10,321.99,325.10,331.03,335.07,333.41,330.63,201.48,190.70,
2004-10-27 21:50:47.740000,L5,306.80,313.73,307.82,294.94,287.90,277.25,276.13,275.87,265.02,263.59,258.81,246.59,241.73,242.43,241.65,251.77,236.47,,,189.72,225.91,254.45,274.64,262.46,295.99,309.98,321.80,314.09,309.88,318.85,318.65,313.73,314.51,308.25,319.99,324.60,328.75,328.47,327.67,325.33,310.81,295.34,300.84,297.02,304.89,288.61,307.26,316.59,327.63,325.54,335.38,330.18,322.08,212.95,196.14,194.14
2005-01-15 21:52:09.437000,L5,,,250.68,272.30,275.06,283.30,280.91,275.83,250.19,238.55,235.63,210.73,200.45,188.95,191.95,175.94,,,,,177.95,216.89,218.29,228.80,252.26,271.67,304.45,314.50,308.14,320.11,325.93,326.99,323.49,322.22,321.23,320.53,312.58,304.98,304.77,302.19,286.01,279.46,300.26,310.83,309.82,285.99,305.06,318.62,313.97,318.33,321.84,320.19,320.13,,,
2005-02-16 21:52:37.927000,L5,272.65,285.53,280.76,282.38,276.85,282.52,286.77,280.43,266.03,255.31,249.16,216.40,210.65,209.73,208.76,207.51,199.85,,,,176.49,215.02,210.61,231.15,248.08,271.93,303.88,313.79,316.99,325.05,328.49,330.34,326.33,324.84,327.53,313.02,311.52,303.27,286.52,,,,,,,,,,,,,,,182.39,174.93,
2005-03-04 21:52:52.217000,L5,356.42,352.62,341.96,329.28,327.90,320.78,316.91,307.41,310.37,299.10,304.45,301.34,267.54,297.09,280.06,290.98,300.76,,,,204.99,309.10,316.19,379.91,413.91,393.31,366.35,342.29,335.93,319.82,483.52,413.13,376.35,406.33,320.95,324.61,346.32,345.57,336.55,341.27,337.31,362.10,355.98,399.77,,,,370.21,371.72,382.22,531.44,,,334.96,297.44,284.61
2005-04-21 21:53:10.893000,L5,252.79,266.87,265.99,257.83,255.36,257.39,250.18,249.82,205.90,191.47,177.22,,,,,,,,,,,,,,210.21,256.45,283.35,295.29,274.51,,269.04,285.65,282.01,280.97,276.55,286.45,287.64,295.81,294.09,289.53,275.51,264.91,283.82,281.23,273.30,209.27,162.39,,,,,,,,,
2005-06-08 21:53:33.007000,L5,242.11,274.99,281.82,276.20,274.52,273.35,277.70,270.51,254.77,251.73,255.26,248.11,237.39,234.92,227.91,212.10,207.76,,,,,,,,,276.08,297.95,304.70,303.47,304.31,312.19,316.03,313.76,311.16,316.81,311.03,312.20,311.61,302.10,297.95,292.16,185.29,195.67,289.33,287.55,234.88,216.04,308.60,250.68,211.93,195.08,175.50,,185.03,,
2005-10-30 21:54:03.531000,L5,317.96,321.04,297.03,297.60,290.37,295.28,288.55,284.56,272.34,296.83,301.10,293.71,278.47,280.50,279.84,265.93,258.83,176.29,260.30,268.05,253.06,292.23,298.44,278.13,303.50,321.66,316.93,318.74,316.41,321.03,326.25,332.68,329.81,342.71,338.75,334.75,336.57,337.61,340.03,345.81,315.14,313.41,313.19,316.82,305.33,292.02,318.78,338.84,333.96,340.31,352.47,356.55,362.15,215.81,233.16,245.02
2006-02-03 21:56:19.035000,L5,284.99,297.41,292.48,292.80,292.67,291.09,287.40,280.78,257.91,257.01,250.58,236.58,227.21,232.23,239.70,231.45,223.95,,,,190.28,219.01,231.40,242.98,259.30,286.93,312.64,322.96,323.22,325.86,328.45,327.35,327.02,327.74,319.48,317.33,313.47,308.10,307.86,313.27,301.86,289.12,313.94,311.46,306.88,291.22,310.04,320.00,318.27,312.67,326.76,324.12,325.16,204.42,190.04,
2006-02-19 21:56:39.909000,L5,283.29,294.52,290.70,295.09,288.49,277.92,274.46,263.84,246.39,236.79,230.84,219.23,221.11,215.61,230.20,216.88,214.13,,,,170.19,210.79,230.94,242.66,263.28,284.82,313.19,321.18,318.86,316.67,315.94,319.53,313.59,316.68,315.35,313.09,322.86,320.25,319.60,316.20,306.55,297.90,305.52,304.49,294.42,273.44,302.37,310.50,301.64,311.41,333.57,330.13,328.05,208.80,,
2006-06-27 21:58:48.654000,L5,192.96,290.53,288.06,285.57,285.94,276.94,284.58,278.72,262.44,269.08,247.05,237.52,233.76,231.74,232.51,243.38,229.85,,,,,,,,,,290.53,312.78,314.68,310.68,317.26,324.44,325.10,317.70,315.89,318.21,316.66,319.63,311.76,303.61,301.98,189.92,207.13,304.84,299.15,246.63,212.81,311.13,255.39,247.67,321.92,213.20,236.02,229.38,205.20,
2006-07-13 21:59:02.335000,L5,254.32,293.68,292.06,287.56,285.16,273.42,282.82,276.84,257.41,253.88,248.01,234.71,229.87,227.32,238.22,249.59,233.53,,,,,,,194.71,255.81,284.02,305.34,317.99,314.31,307.06,315.94,321.35,316.24,318.00,317.06,315.62,313.89,311.00,312.10,310.97,299.42,263.91,283.73,304.45,297.37,247.31,272.02,316.78,297.70,306.10,321.94,304.84,260.44,210.01,193.71,187.00
2008-12-25 21:50:34.359000,L5,282.63,311.26,278.40,257.86,268.49,284.49,254.87,216.66,194.33,218.59,213.86,205.21,209.93,,,,,,,,178.67,205.83,214.99,236.60,258.42,279.71,306.82,317.55,315.60,317.66,325.64,333.51,317.29,307.67,307.04,322.75,310.02,302.62,323.48,322.54,304.56,285.89,307.12,308.79,307.98,284.49,298.95,304.84,301.64,311.21,321.45,319.32,325.97,,,
2009-11-26 21:56:28.873000,L5,284.66,295.74,294.65,288.58,280.65,279.18,276.54,265.71,248.10,240.80,247.19,239.61,232.20,235.06,233.03,230.47,222.11,,,,196.34,221.18,230.78,252.70,282.70,305.13,321.91,324.10,315.53,321.87,319.64,323.14,319.09,318.70,322.82,325.75,325.38,319.62,320.77,322.90,313.21,292.20,305.57,311.34,305.15,279.22,308.23,318.96,319.98,329.32,337.41,331.18,337.43,190.04,180.96,
2009-12-12 21:56:37.955000,L5,304.22,347.26,315.23,318.03,301.72,295.98,308.56,281.95,271.31,272.61,273.67,270.43,255.16,254.06,257.65,269.36,300.71,,,513.53,378.94,327.09,302.63,313.82,450.73,481.31,473.51,466.61,453.36,365.69,375.17,354.50,357.44,341.29,333.23,338.41,323.47,329.92,326.72,328.68,323.55,312.31,314.18,311.97,318.58,294.09,315.58,325.05,329.06,334.38,340.07,340.11,343.41,242.74,257.42,563.52
2010-01-13 21:56:49.389000,L5,301.64,297.94,307.20,296.65,299.15,283.70,289.78,290.68,277.65,267.10,266.20,255.56,262.00,261.23,248.15,252.25,259.36,,,180.91,209.35,233.44,268.57,258.14,278.84,302.57,315.38,325.32,330.75,327.15,327.74,329.67,336.37,327.96,328.22,331.27,332.31,324.49,316.50,310.76,309.44,301.00,309.69,310.26,311.36,302.65,317.94,321.29,323.84,328.94,343.09,337.43,336.36,242.95,233.03,207.06
2010-01-29 21:56:53.427000,L5,300.44,302.10,302.75,301.42,301.94,294.74,284.94,279.20,269.44,270.51,259.78,257.79,259.39,270.44,260.81,254.65,256.10,,,,197.44,221.89,242.57,257.03,288.16,303.47,317.49,327.48,327.46,327.43,323.64,325.23,325.22,319.48,320.12,320.93,325.33,322.92,320.72,317.47,314.11,295.36,312.40,313.51,308.69,292.92,307.72,313.76,312.98,322.55,336.25,338.67,340.58,257.33,249.92,214.49
2010-10-28 21:55:51.312000,L5,346.57,336.45,290.33,289.02,282.17,278.89,288.57,280.68,257.30,252.59,247.21,241.34,231.16,224.71,227.12,214.00,207.34,,,,190.09,216.61,231.01,244.83,273.50,299.45,310.01,317.61,316.66,321.48,324.02,328.97,321.60,322.44,322.16,319.83,328.13,318.60,318.21,321.70,308.09,293.38,307.22,306.60,310.53,292.42,307.23,322.56,323.07,327.37,341.70,333.04,331.37,183.13,,
2010-12-31 21:55:56.533000,L5,275.11,276.37,278.37,276.10,266.74,265.80,263.47,252.82,235.98,237.26,224.10,207.13,204.00,205.06,214.29,197.00,179.31,,,172.43,184.41,210.47,223.14,238.86,257.58,274.22,296.26,309.14,304.11,309.16,311.00,312.42,314.07,318.10,314.40,316.74,319.68,314.05,315.89,305.59,283.68,285.69,276.51,,,,,262.13,250.18,266.61,317.40,328.41,338.21,,,
2011-01-16 21:55:58.174000,L5,276.16,283.73,283.82,284.63,275.87,272.16,273.32,270.60,251.47,252.57,237.24,230.34,230.41,222.34,228.29,229.53,218.65,,,,187.26,214.50,229.42,241.44,262.52,279.07,303.81,316.26,312.97,314.61,316.22,324.57,321.18,321.28,317.20,319.13,324.10,317.98,310.30,307.16,299.74,287.43,303.94,304.98,303.86,289.83,308.56,318.51,315.50,317.36,332.16,326.20,326.02,204.30,191.59,
2011-02-17 21:56:00.979000,L5,338.63,334.61,335.44,326.53,314.49,310.52,313.16,302.33,303.36,292.30,293.62,276.38,274.26,275.12,281.54,282.19,287.46,256.79,168.08,195.19,243.60,260.85,286.43,288.81,313.13,327.17,343.52,345.86,344.69,342.67,345.37,348.05,349.15,346.44,336.70,348.02,346.50,344.31,343.03,337.66,338.66,325.47,332.28,327.63,320.40,314.79,339.28,339.39,332.70,354.95,355.29,354.04,417.42,269.70,255.18,241.35
2013-04-11 22:08:15.067000,L8,331.64,386.88,386.16,387.21,226.10,,,,,,,232.39,260.13,255.45,240.65,232.49,229.78,,,,,202.31,214.23,229.84,267.41,325.11,353.72,349.22,361.56,354.39,307.73,306.30,310.88,316.17,319.19,310.11,312.78,314.08,323.56,303.91,283.23,343.17,330.12,330.80,364.66,521.93,445.04,389.73,440.39,350.28,207.76,327.90,272.07,221.38,219.23,213.86
2013-09-02 22:08:04.598000,L8,237.42,275.15,256.21,254.91,260.26,243.64,254.97,252.54,227.94,203.93,200.24,169.16,,,,,,,,,,,,,235.40,260.42,276.24,291.63,284.43,275.62,286.57,289.42,285.21,293.54,277.41,289.01,295.79,287.13,284.28,288.16,277.94,243.36,262.19,271.01,264.71,198.69,267.79,275.07,252.25,289.46,288.81,298.39,,,,
