dates,satname,nzd0549-0000,nzd0549-0001,nzd0549-0002,nzd0549-0003,nzd0549-0004,nzd0549-0005,nzd0549-0006,nzd0549-0007,nzd0549-0008,nzd0549-0009,nzd0549-0010,nzd0549-0011,nzd0549-0012,nzd0549-0013,nzd0549-0014,nzd0549-0015,nzd0549-0017,nzd0549-0018,nzd0549-0019,nzd0549-0020,nzd0549-0021,nzd0549-0022,nzd0549-0023,nzd0549-0024,nzd0549-0025,nzd0549-0026,nzd0549-0027,nzd0549-0028,nzd0549-0029,nzd0549-0030,nzd0549-0031,nzd0549-0032,nzd0549-0033,nzd0549-0034,nzd0549-0035,nzd0549-0036,nzd0549-0037,nzd0549-0048,nzd0549-0049,nzd0549-0050,nzd0549-0051,nzd0549-0052,nzd0549-0053,nzd0549-0054,nzd0549-0055,nzd0549-0056,nzd0549-0057,nzd0549-0058,nzd0549-0059,nzd0549-0060,nzd0549-0061,nzd0549-0062,nzd0549-0063,nzd0549-0064,nzd0549-0069,nzd0549-0070,nzd0549-0071,nzd0549-0072,nzd0549-0073,nzd0549-0074,nzd0549-0079,nzd0549-0080,nzd0549-0081,nzd0549-0082,nzd0549-0083,nzd0549-0084,nzd0549-0085,nzd0549-0086,nzd0549-0101,nzd0549-0102,nzd0549-0103,nzd0549-0114,nzd0549-0115,nzd0549-0116,nzd0549-0118,nzd0549-0119,nzd0549-0120,nzd0549-0121,nzd0549-0122,nzd0549-0123,nzd0549-0124,nzd0549-0125,nzd0549-0126,nzd0549-0127,nzd0549-0128,nzd0549-0129,nzd0549-0130,nzd0549-0131,nzd0549-0132,nzd0549-0138,nzd0549-0139,nzd0549-0140,nzd0549-0141,nzd0549-0142,nzd0549-0144,nzd0549-0145,nzd0549-0146,nzd0549-0147,nzd0549-0148,nzd0549-0149,nzd0549-0150,nzd0549-0151,nzd0549-0152,nzd0549-0153,nzd0549-0154,nzd0549-0155,nzd0549-0156,nzd0549-0157,nzd0549-0158,nzd0549-0159,nzd0549-0160,nzd0549-0161,nzd0549-0162,nzd0549-0163,nzd0549-0164,nzd0549-0165,nzd0549-0166,nzd0549-0167,nzd0549-0168,nzd0549-0169,nzd0549-0170,nzd0549-0171,nzd0549-0172,nzd0549-0174,nzd0549-0175,nzd0549-0176,nzd0549-0177,nzd0549-0178,nzd0549-0179,nzd0549-0180,nzd0549-0181,nzd0549-0182,nzd0549-0183,nzd0549-0184,nzd0549-0185,nzd0549-0186,nzd0549-0187,nzd0549-0188,nzd0549-0189,nzd0549-0190,nzd0549-0191,nzd0549-0192,nzd0549-0193,nzd0549-0194,nzd0549-0046,nzd0549-0047,nzd0549-0065,nzd0549-0066,nzd0549-0078,nzd0549-0105,nzd0549-0106,nzd0549-0107,nzd0549-0108,nzd0549-0109,nzd0549-0113,nzd0549-0117,nzd0549-0133,nzd0549-0134,nzd0549-0135,nzd0549-0136,nzd0549-0137,nzd0549-0173,nzd0549-0016,nzd0549-0076,nzd0549-0077,nzd0549-0087,nzd0549-0088,nzd0549-0089,nzd0549-0090,nzd0549-0091,nzd0549-0092,nzd0549-0093,nzd0549-0094,nzd0549-0098,nzd0549-0099,nzd0549-0100,nzd0549-0104,nzd0549-0111,nzd0549-0112,nzd0549-0143,nzd0549-0095,nzd0549-0096,nzd0549-0097,nzd0549-0075,nzd0549-0038,nzd0549-0045,nzd0549-0067,nzd0549-0068,nzd0549-0110,nzd0549-0043,nzd0549-0044,nzd0549-0040,nzd0549-0041,nzd0549-0042,nzd0549-0039
2022-11-19 22:27:29.757000,L8,,,,,,,,,,,,,,,,,372.05,443.74,457.74,,,,298.36,207.81,233.17,,,,,,,,,,,,,,,,,,,,,,,369.96,379.45,348.31,482.42,478.88,479.40,297.00,,315.13,427.23,469.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.67,504.38,498.43,493.22,491.94,482.25,467.96,462.10,460.34,462.33,454.70,449.84,447.48,436.95,430.39,427.09,437.48,414.83,389.35,370.42,368.18,414.33,390.55,395.57,352.67,343.04,339.86,348.74,346.77,356.59,338.51,342.50,316.96,318.29,324.15,312.23,309.49,,,246.93,,,,,,,,,,,,,,,429.19,248.53,,,,,,,,,,,,,,,,,,,,,,,494.23,,,,326.52,460.66,,,,
2022-12-06 22:21:13.854000,L9,348.49,358.05,337.07,295.16,220.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.37,185.46,285.75,293.73,463.14,,,,,,,,,,412.65,412.35,414.19,,,,,,,,,503.48,447.00,450.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.95,,,,,,,,,,,,,,,493.52,483.88,,,,,,,,,,,,,,,,,,,438.46,,,,,,,,,,,
2022-12-06 22:21:37.817000,L9,346.58,357.44,336.93,295.30,220.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.06,184.93,285.31,292.75,414.58,,360.81,338.19,,,,,,,412.18,411.62,415.10,,,,,,,,512.53,502.64,446.24,450.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.54,,,,,,,,,,,,,,,492.22,483.26,,,,,,,,,,,,,,,,,,,438.01,,,,,,,,,,,
2022-12-13 22:27:25.324000,L9,,,,,,,526.34,513.46,482.30,309.21,317.88,469.07,177.42,,,,,,,,,,,,159.97,282.86,335.58,431.19,,,,,,,,,,,,,,,,,,,,,,508.40,507.19,508.90,507.58,485.76,283.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.42,505.12,496.00,493.78,495.54,493.26,489.21,489.66,478.92,464.53,450.78,456.99,445.63,439.10,434.35,431.57,434.67,421.10,417.93,408.19,406.14,396.60,402.59,403.08,399.33,388.01,387.69,377.26,372.32,,,463.32,457.17,,,,,,,,,,,,,,484.34,,,,,,,,,,,,,,,,,,,,,,,,,451.12,293.12,,,,,,,
2022-12-14 22:21:16.750000,L8,359.60,372.34,356.36,312.72,240.62,185.69,172.02,143.01,146.75,165.08,178.67,180.20,182.58,160.29,,,,,,,,,,,,,,,148.71,183.52,218.08,236.74,263.23,272.56,301.22,319.25,512.28,,,,,,,,,,,,,,,,,,,,,,,,347.14,444.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.35,434.32,422.03,307.92,352.46,505.08,430.45,348.40,333.07,338.37,314.50,288.52,292.98,296.90,275.25,251.05,245.19,226.94,206.35,181.58,250.37,272.26,168.40,200.13,150.40,335.78,330.85,278.23,292.23,275.04,328.89,342.46,306.51,525.42,383.05,,,,,466.15,502.58,495.38,520.76,,,,,,,,,,,,,,,,,,,,183.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-21 22:27:21.309000,L8,,,,,,,512.93,511.84,512.51,311.73,317.48,479.48,180.47,,,,,,,,,,,,147.08,279.68,318.84,421.32,,,,,,,,,,,,,,,,,,,,,,,,517.97,515.01,491.10,305.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.47,490.61,459.82,476.17,479.24,481.02,466.08,473.33,479.70,459.26,460.69,436.28,419.24,434.74,444.96,480.13,465.05,,,,,,,478.84,468.69,,,,,,,,,,,,,,492.03,,,,,,,,,,,,,,,,,,,,,,,,507.44,460.03,299.39,,374.58,478.36,,,,
2022-12-29 22:27:24.705000,L9,,,,,,,,520.11,511.95,318.60,325.10,476.16,197.76,,,,,,,,,,,,161.26,288.19,335.05,438.66,,,,,,,,,,,,,,,,,,,,,,,518.41,509.70,505.24,482.00,281.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.99,493.55,497.06,479.82,485.91,479.29,470.13,476.79,479.72,480.63,470.73,451.19,430.04,438.91,447.36,441.64,430.21,430.91,426.40,413.45,410.04,397.30,399.62,393.44,384.86,379.49,393.16,369.91,384.20,365.01,372.99,,,459.36,457.13,,,,,,,,,,,,,,472.64,,,,,,,,,,,,,,,,,,,,,,,,504.11,450.52,284.92,,356.19,470.85,,,,
2022-12-30 22:21:12.462000,L8,326.93,331.38,308.92,249.18,160.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.14,205.31,278.64,294.25,476.86,499.26,,,,,,,,514.31,453.24,451.51,374.78,248.16,237.35,234.62,223.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.27,474.36,207.76,205.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.25,202.88,,,465.29,467.93,,,,
2022-12-30 22:21:36.430000,L8,326.59,329.22,304.43,245.96,158.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.82,205.51,277.98,293.47,476.77,499.10,,,,,,,,513.81,452.75,449.94,373.65,247.64,236.76,233.83,223.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.07,452.75,206.21,204.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.89,202.87,,,465.14,468.52,,,,
2023-01-07 22:21:14.460000,L9,324.88,322.80,304.79,239.07,160.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.84,238.52,277.38,287.58,482.35,508.18,,,,,,,,516.54,459.27,460.68,376.73,253.00,236.13,235.47,226.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.82,308.52,210.27,213.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.98,204.16,,,478.02,469.93,,,,
2023-01-07 22:21:38.419000,L9,323.59,321.25,303.06,238.58,154.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.38,240.14,276.50,287.19,481.35,507.22,,,,,,,,516.10,458.27,459.68,376.57,252.23,235.40,234.49,226.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.36,307.76,208.44,212.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.87,203.50,,,476.66,469.01,,,,
2023-01-14 22:27:21.562000,L9,,,,,,,,,458.66,341.39,488.69,,,,,,,,,,,,,,188.91,301.59,379.02,486.36,,,,,,,,,,,,,,,,,,,,375.52,406.01,376.46,482.07,495.50,484.46,454.72,,494.29,275.19,260.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.71,499.99,494.18,491.26,485.57,475.64,463.95,463.77,462.18,456.87,452.65,452.22,442.73,432.58,427.27,437.90,419.76,396.84,383.71,376.33,375.98,388.11,396.86,350.59,340.92,333.42,328.01,342.44,356.49,346.15,342.58,307.92,316.87,313.28,307.50,309.88,,,262.17,,,,,,,,,,,,,,,427.71,,453.80,452.17,,,,,,,,,,,,,,,,,,,,,492.18,,,,321.16,459.20,,,,
2023-01-15 22:21:05.646000,L8,353.91,358.18,330.18,279.83,211.48,,,,,,,,,,,,,,,,,,456.00,511.98,439.55,430.21,327.18,315.69,395.77,396.61,385.18,,150.30,184.06,284.80,296.79,505.11,294.60,375.75,401.36,432.06,427.94,489.19,473.44,357.47,489.28,431.63,413.12,419.83,202.06,201.92,204.12,209.70,166.57,,131.15,513.56,505.14,378.68,424.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.58,215.45,,,467.69,,,,,,,,,,,,,,,487.17,451.36,,,,,,,,,,,,,,,,,,,437.44,,,,,,,,,,,
2023-01-15 22:21:29.610000,L8,352.85,356.89,328.42,277.40,209.85,,,,,,,,,,,,,,,,,,454.12,510.80,438.40,428.65,326.31,314.35,290.86,395.84,383.65,,149.45,179.78,284.22,295.16,504.41,293.11,375.48,401.80,429.78,424.95,488.45,473.19,302.40,488.60,430.08,412.56,347.79,201.25,201.22,202.54,208.32,171.88,,,511.55,419.10,442.24,423.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.59,214.20,,,389.55,,,,,,,,,,,,,,,485.27,450.25,,,,,,,,,,,,,,,,,,,436.49,,,,,,,,,,,
2023-01-30 22:27:25.570000,L9,496.38,481.22,480.97,500.35,457.54,385.49,520.42,509.97,372.07,309.81,320.89,446.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.28,507.88,502.54,335.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.97,496.02,497.77,490.95,490.34,495.63,485.55,479.78,480.55,481.89,488.30,473.57,459.05,458.80,440.86,445.18,428.77,429.38,428.85,415.22,416.41,421.50,403.87,397.37,396.98,405.73,391.66,400.10,383.58,375.44,370.60,370.44,,,476.72,469.14,,,,,,,,,,,,,,483.45,,,,,,,,,,,,,,,,,,,,,,,,,457.95,330.86,,,,,,,
2023-02-23 22:27:02.902000,L8,,,,,,,,,417.79,452.02,421.87,327.61,297.02,465.09,501.27,,,,,,,,,,,,,,,,,,,,378.49,325.07,289.24,,,,492.22,351.87,350.96,336.25,313.37,305.85,,,,,,,,,,401.50,292.31,295.73,476.14,480.34,489.13,468.39,341.18,457.54,424.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.01,506.90,501.34,494.08,499.95,503.70,492.15,485.25,468.64,459.06,452.80,464.00,459.42,455.23,453.42,445.41,436.73,428.43,442.69,423.67,396.45,385.20,385.92,391.06,391.42,399.11,368.69,361.29,355.93,359.94,352.38,358.69,348.66,346.40,324.40,331.07,329.46,310.53,312.40,,,,,464.44,,,,,,,,,,,,,431.54,,323.63,461.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 22:21:03.459000,L9,346.45,355.40,330.99,277.32,204.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.63,285.57,294.15,402.21,358.69,435.89,456.40,368.68,470.84,495.80,484.40,492.24,,510.11,461.01,451.93,273.70,224.45,220.30,226.22,218.82,,,,312.47,339.94,386.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.01,421.61,179.18,183.55,,,,,,,,,,,,,,,,261.65,256.10,,,,,,,,,,,,,,,,,,,431.11,,424.01,,,,316.19,403.65,,,,
2023-02-24 22:21:27.431000,L9,344.29,354.65,329.91,277.31,204.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.26,284.67,292.94,398.99,387.78,435.88,455.15,478.17,468.99,492.73,482.59,491.04,,509.72,459.17,451.45,273.90,223.64,220.04,225.21,218.40,,,,,338.39,385.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.16,421.92,178.65,182.67,,,,,,,,,,,,,,,,260.62,255.96,,,,,,,,,,,,,,,,,,,428.39,,422.54,,,,371.28,401.26,,,,
2023-03-12 22:20:56.415000,L9,,,,,,,,,,519.96,350.60,295.24,,,,509.26,424.34,290.99,440.61,349.38,300.72,194.66,232.46,454.32,,,,,,,,331.52,393.84,388.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.91,279.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.03,430.78,344.34,221.28,216.36,212.53,257.91,199.06,,,,,,,,,,,,,,,,,,,,,403.95,,,462.13,478.49,433.24,417.90,460.03,519.83,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 22:21:20.378000,L9,,,,,,,,,,471.65,353.27,297.24,,,,509.17,425.86,292.43,444.29,352.20,208.76,193.88,232.54,456.76,,,,,,,,331.80,171.95,389.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.27,459.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.20,432.75,346.20,222.18,218.14,214.01,259.36,201.74,,,,,,,,,,,,,,,,,,,,,404.69,,,462.92,479.71,434.90,419.40,460.39,475.79,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27 22:26:47.387000,L8,,,,,,,,,437.70,488.16,477.88,,,,,,,,,,,,,,187.24,298.32,376.81,488.71,,,,,,,,,,488.77,435.87,432.53,474.96,311.67,295.64,249.81,209.11,,,,,233.00,210.61,228.17,481.22,,,395.43,405.91,414.76,441.93,,486.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.59,509.25,500.48,491.38,490.71,484.20,478.02,470.47,458.29,455.69,453.72,447.40,445.68,445.05,435.87,426.40,418.23,406.28,392.24,382.17,369.42,366.99,359.48,349.33,354.20,335.42,330.90,320.25,320.10,315.27,310.98,302.33,302.49,301.29,304.48,306.89,300.02,298.67,519.52,,,,318.03,,,,,,,,,,,,,408.04,,,,,,,,,,,,,,,,,,,,,,,,471.20,,,,200.21,443.08,,,,
2023-03-28 22:21:09.110000,L9,356.93,366.81,340.52,293.29,223.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.16,181.78,292.69,297.68,413.23,325.91,427.55,451.45,328.33,454.83,491.09,480.15,360.85,492.26,474.89,442.14,422.11,,147.35,206.48,207.49,,358.44,373.46,368.33,256.50,239.85,437.12,415.41,484.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.04,215.82,,,225.50,,,,,,,,,,,,,,,493.14,498.96,,,,,,,,,,,,,,,,,,,450.51,,,,,,,,,,,
2023-04-13 22:20:38.700000,L9,360.34,373.02,344.10,298.57,226.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.30,188.87,296.35,305.15,416.19,282.72,439.03,283.18,480.58,478.65,495.02,482.48,354.93,448.00,458.72,268.64,420.91,228.64,208.67,204.13,204.47,,359.31,380.72,364.17,273.40,283.72,387.09,427.10,515.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.37,220.77,,,256.35,,,,,,,,,,,,,,,496.85,499.21,,,,,,,,,,,,,,,,,,,453.32,,,,,,,,,,,
2023-04-28 22:26:27.911000,L8,,,,,,,,,440.16,504.33,487.44,,,,,,,,,,,,,,194.82,304.16,402.71,493.70,,,,,,,,,,484.36,429.46,359.87,323.84,304.79,284.26,248.24,206.71,,,,,,478.74,485.34,475.75,,,506.83,349.51,378.26,340.96,252.51,423.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.27,509.41,501.78,494.44,488.99,484.05,481.79,469.44,457.69,458.34,458.23,452.72,448.96,446.58,437.48,428.00,420.89,408.66,394.02,383.44,370.01,368.39,361.07,350.24,352.68,338.74,333.55,323.41,321.57,316.05,311.97,304.42,304.08,301.94,306.67,308.19,303.02,299.78,,,,,261.72,,,,,,,,,,,,,412.03,,,,,,,,,,,,,,,,,,,,,,,,478.08,,,,276.44,449.83,,,,
2023-04-29 22:20:31.914000,L9,356.83,366.60,342.52,296.58,221.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.98,185.27,291.85,303.42,408.88,178.62,446.37,459.96,475.89,476.80,490.73,481.10,203.77,489.61,463.07,412.12,418.83,201.75,204.75,199.72,198.18,,371.34,369.22,357.36,259.26,286.93,377.88,430.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.37,221.15,,,252.36,,,,,,,,,,,,,,,488.75,494.77,,,,,,,,,,,,,,,,,,,451.59,,,,,,,,,,,
2023-05-06 22:26:37.327000,L9,,,,,,,,,440.13,334.23,487.68,,,,,,,,,,,,,,185.40,302.25,405.42,498.78,,,,,,,,,,484.21,435.46,385.90,338.07,302.32,285.08,247.36,,,,,,237.57,212.65,210.00,,,,446.39,428.89,378.44,260.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.57,501.92,495.03,490.20,486.61,477.02,463.54,463.36,466.14,458.79,456.06,452.79,444.56,432.96,426.79,430.80,414.47,393.28,376.80,375.04,369.95,367.55,394.15,343.55,339.18,330.97,325.49,320.17,324.39,310.56,310.03,305.91,313.89,310.96,306.56,305.76,,,,,433.26,,,,,,,,,,,,,420.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15 22:20:23.769000,L9,356.10,367.53,342.08,300.22,223.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.75,185.19,294.19,302.60,403.93,295.84,358.98,463.54,483.60,480.73,344.84,478.07,,,429.03,413.95,375.39,,,,,,335.00,344.93,470.43,351.43,381.29,379.57,453.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.51,221.51,,,517.79,,,,,,,,,,,,,,,504.96,501.18,,,,,,,,,,,,,,,,,,,456.14,,,,,,,,,,,
2023-05-15 22:20:47.732000,L9,357.13,370.03,345.89,304.87,226.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.83,184.91,295.74,303.75,402.90,296.43,360.05,325.04,485.35,483.31,498.38,482.11,,,431.45,417.40,412.10,,,,,,311.51,346.47,310.86,259.65,285.51,387.30,454.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.63,220.65,,,267.57,,,,,,,,,,,,,,,506.19,501.85,,,,,,,,,,,,,,,,,,,456.21,,,,,,,,,,,
2023-05-31 22:20:15.755000,L9,366.37,370.61,347.30,309.53,229.65,,,,,,,,,,,,,,,,,,,,,,,,128.01,166.07,206.18,213.11,243.34,177.06,289.90,299.53,399.00,,,,,478.48,489.81,483.09,186.42,,,,,,,,,,,334.99,286.30,240.36,185.11,466.62,448.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.80,285.15,379.55,401.73,472.87,,,,,,,,,,,262.32,,,,,,,,,,,,,,,508.26,491.64,,,,,,,,,,,,,,,,,,,453.59,,,,,,,,,,,
2023-06-16 22:20:06.681000,L9,380.36,388.66,357.75,324.60,266.29,438.60,313.99,392.33,237.28,219.25,202.04,216.36,226.06,183.45,133.34,334.61,207.54,,,,,,,345.25,247.64,148.61,142.63,269.05,322.12,286.53,317.37,382.31,416.64,377.38,396.22,483.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.11,429.42,292.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.47,313.03,298.93,285.68,330.26,,,,,,,,,319.66,,,,,,,,,,,,,,467.90,349.74,273.11,,,,,,,,,,338.22,,,,,,
2023-06-23 22:26:17.575000,L9,,,,,,,,,,509.31,487.99,,,,,,,,,,,,,,186.22,305.41,398.49,474.32,,,,,,,,,,474.30,414.70,349.77,313.74,295.23,273.36,237.01,184.45,,,,,,,,,,,,464.44,462.20,437.93,242.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.94,502.88,497.36,492.55,487.94,481.44,463.84,463.40,468.32,461.09,458.17,454.97,444.78,436.09,426.56,434.60,419.17,401.41,377.32,379.90,376.39,377.96,397.42,349.65,340.89,335.38,339.60,324.67,327.36,314.60,310.70,318.24,317.51,322.15,312.33,305.83,,,,,450.19,,,,,,,,,,,,,423.01,,,,,,,,,,,,,,,,,,,,,,,,479.81,,,,273.63,442.00,,,,
2023-09-03 22:26:57.067000,L8,,,,,,,,,,,,,,330.78,373.41,365.18,,,,,,,,160.35,290.88,323.51,420.82,513.27,,,,,,,,,,479.40,417.50,349.40,333.65,285.74,267.00,231.77,197.84,264.74,245.81,261.84,204.24,239.34,210.89,209.46,141.17,,,,482.20,364.25,255.23,513.21,514.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.54,506.87,502.72,294.88,339.88,484.03,479.27,468.36,456.28,456.23,457.40,451.47,447.09,445.51,437.64,428.42,419.27,405.91,383.87,381.22,362.34,370.17,356.30,347.44,347.97,336.49,328.26,324.37,319.54,314.64,307.37,304.23,302.09,298.55,295.08,300.28,283.13,300.72,,,,,441.85,,,,,,,,,,,,,409.29,,230.92,251.97,,,,,,,,,,,,,,,,,,,324.92,,472.85,,,,,427.86,,,,
2023-09-19 22:27:02.596000,L8,,,,,,,,,,,,,,202.19,368.65,367.79,,,,,,,,207.28,244.91,328.16,432.92,511.48,,,,,,,,,,509.55,415.36,360.44,348.40,295.98,267.88,234.87,,,,,220.26,240.36,241.51,227.63,149.30,,,,483.22,365.22,255.81,,513.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.87,505.12,500.42,490.84,485.81,482.78,476.42,467.12,456.40,455.22,456.93,449.42,445.04,444.22,436.70,426.02,417.53,405.83,387.15,380.24,369.11,364.49,357.41,352.06,352.68,334.43,327.32,325.66,320.11,314.49,309.64,304.03,301.21,300.19,304.72,306.32,300.44,299.47,514.65,,,,432.48,,,,,,,,,,,,,411.66,,317.86,226.50,,,,,,,,,,,,,,,,,,,202.61,,464.73,,,,,428.77,,,,
2023-10-05 22:27:04.875000,L8,,,,,,,,,,326.26,497.34,,,,,,,,,,,,,,146.28,285.79,325.13,435.92,,,,,,,,,,,,,,,,,,,,,,507.03,509.30,505.40,516.27,490.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.03,496.43,497.61,497.60,490.14,498.77,489.87,499.70,486.51,467.63,461.84,464.63,452.26,450.63,447.81,438.67,433.87,428.93,424.45,415.15,415.80,413.34,403.85,406.71,397.31,395.89,387.52,379.20,378.43,,,455.33,450.22,,,,,,,,,,,,,,489.83,,,,,,,,,,,,,,,,,,,,,,,,,435.96,,,,,,,,
2023-10-06 22:21:18.866000,L9,432.78,,531.33,363.57,420.31,,,,,,,,,411.47,487.73,463.26,163.08,182.76,173.23,147.44,,,,,486.78,256.64,277.51,421.12,441.09,440.37,252.66,243.54,266.59,299.70,297.50,332.46,383.76,263.44,363.90,368.75,379.24,402.48,484.48,510.36,512.35,357.16,279.21,304.72,172.23,,,200.53,221.51,192.50,317.57,263.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.71,187.36,159.10,170.65,,,,,,,,,,,,,,,419.37,,,,,,,,,,,,,,,,,,,,,,,,161.49,,,,,,,,
