dates,satname,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0015,nzd0467-0042,nzd0467-0071,nzd0467-0029,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0038,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037
2005-02-23 22:00:55.316000,L5,323.15,326.88,322.13,320.10,316.57,326.48,332.42,333.07,337.15,338.59,337.35,337.53,330.31,334.56,335.14,330.66,334.61,330.92,341.19,339.27,341.76,341.24,341.62,342.72,344.13,335.57,331.49,332.10,319.89,329.35,322.58,345.70,336.31,325.47,333.00,332.75,333.35,331.61,326.61,330.93,328.66,328.36,327.69,322.68,319.54,180.67,232.43,316.23,312.04,194.79,251.48,310.73,310.49,327.98,334.00,335.27,340.56,343.59,352.55,351.93,356.19,343.97,337.98,340.17,342.99,332.46,329.83,334.55,332.88,338.62,334.84,339.12,341.19,342.74,347.61,347.35,345.18,346.91,336.41,338.00,335.69,346.00,338.82,325.91,326.58,320.57,311.03,309.19,289.66,296.43,292.59,287.44,289.18,294.35,297.52,298.81,301.42,288.17,287.82,284.02,338.95,341.67,337.79,339.40,344.77,336.11,234.40,,,,,,339.72,338.51,287.44,289.74,288.64,281.75,245.90,323.48,,,,,,,,,,,,,,,
2005-03-11 22:01:07.710000,L5,325.27,327.76,323.04,323.59,321.17,324.84,332.98,331.02,337.98,332.86,344.03,335.78,332.88,333.17,338.25,335.66,333.21,331.22,344.39,340.14,340.63,345.01,341.52,346.03,340.95,336.23,325.36,337.18,333.69,333.41,333.60,347.48,337.76,324.88,332.98,333.94,333.50,333.66,327.65,328.20,331.09,327.81,328.31,320.57,319.28,320.53,321.08,318.24,308.48,193.43,247.06,316.50,309.96,332.79,336.49,336.14,343.25,350.05,355.31,352.13,352.82,343.41,335.86,335.16,339.45,332.72,329.85,331.03,333.17,335.01,333.72,334.37,337.79,339.25,346.85,349.23,347.91,348.77,336.86,339.40,340.98,346.20,334.61,317.90,319.55,315.82,308.58,301.76,277.36,287.49,284.78,280.35,284.58,290.05,289.00,287.67,286.19,282.76,284.52,282.88,342.35,345.99,347.15,347.17,342.96,333.66,327.03,316.38,,,,344.51,342.14,346.84,277.30,283.70,284.60,275.96,245.68,324.00,,,,,,,,,,,,,,,
2005-04-12 22:01:18.889000,L5,334.83,329.01,329.47,325.33,326.96,329.26,332.16,337.73,335.03,342.24,340.61,345.69,265.94,344.89,341.88,331.68,283.53,338.30,339.90,341.91,340.33,348.98,343.92,292.23,345.64,338.29,340.30,344.98,338.46,335.96,333.56,354.77,343.91,283.23,344.22,339.18,334.91,333.61,336.44,331.18,333.04,323.41,332.59,331.74,326.68,329.08,321.91,321.92,313.79,317.76,297.89,314.75,313.13,329.72,335.29,340.75,347.10,351.20,354.91,357.34,362.75,346.01,339.00,345.15,346.11,336.21,341.17,328.89,336.76,337.42,341.30,339.30,347.18,345.07,353.60,357.41,349.43,343.90,335.91,336.58,335.18,344.35,334.28,323.49,324.90,325.32,317.06,309.80,296.84,300.49,294.10,281.21,291.48,298.81,290.66,295.68,285.80,283.73,281.62,280.39,210.09,201.17,197.45,193.75,194.23,212.91,228.16,317.00,181.39,158.81,155.83,347.46,342.68,352.48,279.70,288.42,288.33,282.12,238.79,323.80,,,,,,,,,,,,,,,
2005-05-14 22:01:30.335000,L5,293.93,293.47,282.88,287.05,288.82,205.90,278.60,,,,,,,,,,,,,,,,,,,,,,,,,,309.61,266.64,268.20,303.30,313.99,317.83,319.66,312.70,311.43,314.45,308.90,302.01,145.72,300.08,298.79,,,178.95,229.72,293.36,293.33,311.94,313.62,319.60,320.15,334.42,343.24,348.22,337.45,341.02,335.33,328.64,314.58,323.10,317.10,316.18,318.65,155.51,227.44,238.29,222.49,198.79,218.85,210.94,313.58,301.33,290.83,311.41,299.18,319.88,303.50,307.57,312.77,306.70,300.20,300.46,277.29,,,,,,,,204.33,208.66,,,328.66,326.81,327.22,319.57,320.41,211.90,225.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-30 22:01:39.338000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.31,211.22,231.18,237.82,262.68,,,,,,,,,,,,,,,,,271.25,282.88,199.28,295.27,325.00,325.59,327.75,331.86,332.49,329.07,322.52,309.27,313.42,305.77,301.67,308.62,149.84,233.47,243.55,224.59,200.17,202.82,170.35,300.71,292.39,270.19,265.26,283.53,303.73,303.92,305.50,303.61,308.77,298.08,293.56,273.32,282.13,,,,,,,,,,,321.37,324.25,316.14,311.20,314.12,217.16,233.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-05 22:02:17.195000,L5,305.37,300.26,296.86,297.68,300.38,186.00,304.83,298.71,301.88,300.76,,,,,,,,,,,,,,,,,,,,,,312.94,310.48,270.95,274.84,316.44,317.02,315.59,317.44,315.79,309.51,307.65,309.70,303.37,302.35,299.32,248.57,267.66,,176.63,227.25,300.00,289.85,303.48,313.29,316.26,319.63,326.12,330.50,334.20,339.03,336.82,329.29,329.68,317.43,322.53,315.75,305.26,309.28,312.21,307.07,302.42,313.60,308.70,325.58,330.92,319.24,311.20,303.65,316.86,316.21,312.69,300.56,298.32,304.28,300.31,289.51,289.13,281.89,275.74,277.13,265.28,278.76,282.21,281.28,275.00,271.79,274.35,263.76,266.31,219.07,213.67,203.80,203.61,202.24,213.26,226.64,,,,,,,317.24,269.58,272.66,275.35,,,,,,,,,,,,,,,,,,
2005-11-06 22:02:22.875000,L5,310.19,308.19,320.61,319.35,319.66,321.72,328.39,327.54,329.00,311.63,313.47,317.21,310.56,315.71,316.47,,328.28,325.08,331.73,333.23,334.38,338.69,312.28,305.60,,,,,,323.91,326.15,322.25,316.14,292.25,311.70,315.11,318.57,331.77,331.65,330.12,326.44,322.42,326.21,320.27,300.13,297.89,299.20,292.12,279.94,192.24,249.44,317.12,303.46,319.99,329.96,332.63,338.66,323.34,330.30,332.39,336.04,323.92,319.62,313.62,325.90,330.97,329.46,328.11,327.07,331.63,327.37,311.00,318.62,319.97,326.94,328.79,323.15,314.89,324.78,332.73,336.07,334.80,328.98,315.26,319.70,297.16,286.37,278.45,269.68,238.67,230.83,226.14,238.16,204.08,237.68,239.47,209.74,214.91,282.43,269.72,321.41,324.21,261.15,339.53,338.68,281.96,240.06,239.40,261.06,228.37,216.03,335.81,320.79,325.59,269.21,272.94,274.49,264.90,,,,,,,,,,,,,,,,,
2006-02-10 22:04:39.000000,L5,188.03,172.32,187.76,202.65,191.95,158.32,326.99,328.76,335.27,336.36,336.44,345.33,332.60,341.03,337.58,298.19,329.18,327.99,333.93,333.84,285.28,345.51,335.60,340.36,341.76,334.63,,,329.01,333.83,332.45,343.82,350.22,332.06,333.82,331.31,330.90,327.47,329.37,322.33,324.99,328.94,327.06,322.57,324.96,317.52,332.22,313.91,309.63,192.18,244.55,313.70,304.82,323.51,334.01,341.17,340.32,339.38,350.27,355.91,355.60,342.61,330.00,334.29,334.84,327.94,322.40,318.06,330.84,340.25,333.97,339.05,338.76,345.89,350.20,343.04,337.46,334.51,332.14,331.38,332.14,330.04,332.54,324.88,317.56,319.75,308.18,314.75,290.01,299.10,286.21,281.71,290.39,295.15,291.30,290.52,290.09,284.88,282.03,281.73,331.56,338.26,337.35,340.97,344.07,329.97,242.74,317.58,323.44,324.34,337.69,348.77,338.49,345.29,284.61,284.83,294.99,276.10,244.87,323.18,,,,,,,,,,,,,,,
2006-02-26 22:04:59.098000,L5,329.68,330.22,323.88,321.26,320.86,324.99,335.63,338.03,252.99,340.19,342.35,343.69,341.10,335.44,334.40,287.95,282.50,327.58,334.94,345.99,286.98,351.54,345.85,347.71,345.91,340.35,331.94,330.81,334.13,331.66,330.49,350.44,347.46,331.60,330.78,326.83,328.84,329.82,327.61,325.21,328.80,333.55,336.02,330.16,326.39,326.97,325.41,322.32,309.47,198.26,250.02,310.97,306.20,326.04,339.01,339.64,347.59,350.58,357.15,356.93,361.90,338.53,334.25,333.06,337.09,323.97,321.09,319.91,337.07,343.22,345.60,341.40,349.97,349.66,356.08,342.95,338.02,338.89,330.92,332.59,330.90,333.14,344.36,330.47,330.39,326.63,316.15,313.86,299.62,292.91,293.24,282.37,292.86,294.79,293.57,295.66,303.05,305.30,305.76,305.96,339.72,340.41,339.37,341.69,340.40,343.76,338.28,316.00,326.54,334.40,337.13,351.28,348.86,352.62,298.84,310.87,315.00,304.93,328.68,322.23,,213.41,,,,,,,,,,,,,
2006-07-04 22:07:05.212000,L5,,,,,,,,,,315.95,329.72,324.52,,,,,,,338.44,333.84,332.87,342.57,334.56,,,,,,,,201.06,325.80,282.10,208.95,234.61,321.25,327.78,337.58,324.83,329.15,320.11,322.95,322.89,304.26,167.80,306.06,284.87,,,186.00,239.37,298.14,299.58,321.70,321.81,330.91,313.73,332.03,338.36,334.60,332.75,322.33,329.17,286.31,181.82,329.56,319.59,310.98,316.85,317.46,307.51,315.73,302.09,275.50,325.96,309.03,314.22,293.34,278.87,277.38,284.54,299.39,310.35,320.49,314.92,318.44,312.30,298.36,289.40,293.27,276.99,276.37,291.19,302.26,289.87,292.15,284.33,275.41,250.00,245.39,216.11,213.22,205.48,201.16,206.03,216.21,233.21,226.59,197.98,204.64,187.83,,176.43,330.80,256.00,250.04,269.43,183.29,224.29,,,,,,,,,,,,,,,,
2006-08-21 22:07:43.467000,L5,192.53,177.17,156.83,214.49,187.76,150.82,329.43,327.48,332.35,331.72,336.97,333.90,336.33,345.87,350.43,344.86,345.46,341.70,334.89,328.99,267.92,339.97,332.80,335.27,329.68,,,,320.03,338.66,335.93,331.48,326.91,278.42,339.48,336.60,340.38,338.42,333.93,325.00,319.23,319.33,315.49,305.61,307.68,308.63,312.03,320.19,313.54,191.78,243.78,316.80,304.49,313.69,321.74,328.61,328.63,339.18,341.68,345.73,355.40,348.66,343.75,345.46,342.92,344.42,327.59,316.67,321.09,327.84,320.75,312.61,327.92,320.48,350.20,352.76,332.41,332.82,304.71,338.54,334.45,318.79,301.04,312.13,320.84,312.73,307.96,304.22,296.34,304.93,302.87,292.97,299.33,307.55,306.58,285.51,288.38,278.66,278.23,276.08,352.09,358.30,353.83,351.89,330.57,247.68,312.39,272.13,282.71,254.05,272.29,331.80,330.64,335.49,275.19,281.39,290.02,285.03,261.00,332.57,,,,,,,,,,,,,,,
2006-10-24 22:08:26.357000,L5,285.58,215.01,253.77,195.04,300.46,291.95,302.58,280.34,298.24,308.38,316.50,329.33,324.81,308.00,321.02,321.86,272.10,323.35,328.48,327.14,324.50,325.01,337.48,335.97,335.13,,,,,,,333.46,326.45,311.03,327.97,323.22,325.39,317.13,309.48,307.64,305.46,313.21,310.93,154.54,,,,,,,,,,,,,,,,,,,,303.36,256.47,250.70,200.99,183.45,170.12,219.93,203.16,238.91,244.63,213.92,225.52,255.71,310.30,304.45,318.50,318.48,311.45,314.63,297.73,287.49,299.43,300.87,292.39,280.54,269.64,269.67,272.49,275.20,276.52,278.00,274.44,286.89,284.98,276.93,263.72,277.09,262.20,323.85,240.42,327.07,330.42,319.29,225.33,259.83,274.10,294.04,286.55,301.41,302.21,341.67,277.81,281.17,285.95,269.34,240.79,324.74,,,,,,,,,,,,,,,
2006-12-11 22:08:52.184000,L5,363.28,359.66,353.13,337.94,339.46,339.58,344.93,339.72,346.77,353.23,360.25,364.67,251.98,248.24,364.62,360.22,351.32,359.62,360.20,363.24,361.37,356.77,355.17,370.57,367.42,370.23,378.60,373.23,368.87,371.26,352.50,364.96,364.27,370.24,364.22,364.45,361.67,357.39,355.80,350.38,345.23,345.76,351.27,336.67,338.26,347.55,352.37,345.63,349.27,343.28,338.76,337.94,348.46,356.80,353.78,348.90,362.21,379.06,374.85,386.84,384.63,396.77,384.15,375.65,362.42,350.04,340.07,332.64,336.74,341.27,343.31,343.17,355.29,375.16,384.78,381.99,371.21,367.42,375.56,368.00,344.33,348.28,342.56,337.47,330.26,315.23,323.14,342.46,344.85,324.18,330.93,301.76,313.47,341.81,335.11,337.11,335.66,336.59,339.46,290.52,369.54,360.75,365.13,356.33,352.93,350.06,342.58,351.16,348.07,352.23,357.05,356.63,349.49,357.56,284.61,298.91,306.51,290.15,352.97,290.87,368.25,339.29,369.48,343.21,331.27,369.07,,,,,,,,,
2007-02-13 22:09:11.063000,L5,331.32,337.69,330.37,334.42,328.74,331.61,332.58,340.13,328.36,329.91,332.90,335.62,331.64,334.36,335.37,337.42,335.81,332.81,341.11,341.72,340.49,338.60,330.72,335.87,284.58,309.02,295.46,333.16,336.23,340.46,340.96,340.27,338.34,328.51,332.26,334.99,337.22,337.00,338.55,333.52,332.30,330.99,324.97,315.31,313.94,314.50,317.14,314.80,306.03,321.24,302.58,321.18,318.74,334.37,343.14,334.75,334.06,336.90,342.15,343.98,356.77,339.33,341.30,352.67,345.75,334.48,334.10,330.49,334.96,339.29,330.91,331.81,337.58,334.23,344.16,341.54,342.93,352.33,344.28,345.45,348.12,344.43,344.36,327.21,319.04,314.75,305.70,300.67,292.23,292.12,295.12,296.75,305.33,304.71,305.50,301.01,298.71,291.86,280.98,280.67,354.42,355.92,240.35,355.14,351.20,340.00,242.53,329.00,334.65,331.71,327.40,342.60,340.09,338.21,278.41,282.82,293.43,292.13,284.87,327.50,,220.51,,,,,,,,,,,,,
2007-09-09 22:07:21.190000,L5,,,,,,298.33,312.82,169.85,,,322.60,329.33,318.17,323.34,316.85,,,,,,,,,,,,,,,,,316.66,256.79,189.71,225.62,297.93,306.03,306.70,303.92,,,291.23,278.66,289.74,294.31,299.46,283.37,,,172.35,217.43,288.85,287.93,309.15,318.41,328.79,325.26,336.84,331.74,329.15,327.98,331.26,322.55,310.71,289.84,308.07,302.21,298.86,308.67,299.95,298.83,300.53,283.70,266.75,315.23,309.30,297.03,288.42,267.23,279.13,269.91,296.86,298.86,303.38,307.10,308.49,296.85,312.97,282.58,301.69,273.20,268.44,268.94,287.21,279.46,288.70,289.58,287.42,268.17,257.79,204.46,197.57,191.15,192.25,193.40,205.13,222.85,,,,,,,281.38,249.21,262.29,266.92,256.36,220.36,,,,,,,,,,,,,,,,
2008-02-16 22:04:45.714000,L5,207.94,184.30,197.41,205.41,198.23,168.41,326.71,332.65,333.13,338.91,339.36,343.95,336.77,343.89,342.89,330.35,331.06,327.30,336.24,334.33,335.19,340.04,340.70,342.54,302.74,,,,335.75,335.15,336.87,347.08,349.19,334.69,339.55,338.21,333.31,330.53,329.48,325.82,328.33,323.66,322.92,321.27,321.18,325.15,323.16,327.18,314.27,191.63,246.69,309.33,305.21,329.93,330.21,330.62,338.34,344.09,352.03,355.19,361.79,348.48,347.19,345.04,338.88,330.07,324.50,324.46,330.77,331.41,334.20,339.67,345.44,343.05,352.62,350.82,351.92,346.76,335.28,327.73,331.81,332.62,332.56,315.48,322.32,326.81,316.65,308.92,302.36,303.32,306.20,294.64,295.53,301.68,293.44,297.40,288.60,283.13,284.05,291.80,345.12,241.38,337.49,339.32,337.47,330.32,236.48,323.47,339.46,334.15,334.06,343.36,346.30,346.63,289.17,294.18,299.45,290.86,270.03,,,,,,,,,,,,,,,,
2008-10-29 21:57:48.288000,L5,312.00,319.29,313.11,310.44,309.21,313.58,317.56,315.16,304.49,306.40,313.08,312.50,310.24,310.56,313.66,314.77,296.09,316.75,326.51,324.59,322.05,317.03,311.86,307.47,,,,,,,309.84,320.16,311.22,295.51,284.21,309.79,317.25,320.19,319.41,320.68,318.84,315.58,310.32,298.42,296.07,293.34,212.77,294.48,252.96,205.83,249.12,307.34,301.14,322.08,324.35,327.76,321.12,325.45,325.17,328.32,335.15,329.57,325.73,336.22,323.96,323.15,320.45,316.76,317.74,322.74,310.97,310.79,318.74,319.05,323.97,325.51,322.37,330.16,322.68,320.96,323.30,319.64,317.47,308.94,300.26,298.84,290.02,282.64,274.35,277.11,280.39,280.76,287.82,293.49,291.75,292.44,287.65,281.41,268.32,266.20,320.14,319.66,323.88,331.53,263.08,311.14,230.10,296.22,315.08,317.34,314.86,318.27,314.42,324.38,270.92,269.09,276.49,267.43,239.36,,,,,,,,,,,,,,,,
2008-11-14 21:57:28.308000,L5,315.01,310.76,305.59,305.78,306.28,308.49,312.73,309.38,315.66,316.38,315.66,317.66,310.09,315.06,320.25,,,,,,,,,,,,,,,,317.64,321.37,314.60,300.94,308.65,311.22,312.46,317.22,317.31,317.05,315.35,315.20,311.63,308.28,301.85,296.16,295.81,293.59,275.77,196.17,249.32,296.64,297.66,314.91,321.62,326.11,330.50,332.53,330.27,331.07,339.72,330.82,327.49,322.46,318.59,315.22,311.82,310.29,315.16,322.46,322.70,320.80,321.51,323.69,329.30,328.83,327.96,323.24,314.84,317.80,320.19,319.85,315.68,308.18,308.80,305.91,294.08,223.92,234.67,237.14,162.39,226.77,278.14,289.85,288.79,286.55,284.73,278.80,276.42,277.92,216.77,206.63,207.89,206.93,207.33,220.29,230.91,304.99,323.92,325.45,319.10,331.39,324.26,326.39,275.98,276.11,278.84,271.73,243.43,,,,,,,,,,,,,,,,
2009-01-01 21:58:55.309000,L5,351.95,350.84,345.36,346.00,340.89,348.68,342.29,357.72,366.64,358.69,362.28,359.78,360.55,365.68,364.88,357.71,353.36,352.85,352.94,352.79,357.81,362.81,366.30,288.77,366.94,361.44,367.69,358.30,362.97,359.67,353.68,370.28,365.96,369.55,363.64,353.71,350.68,349.43,348.16,344.53,340.57,335.81,354.30,349.36,350.03,343.47,347.28,343.43,338.56,337.12,330.49,338.05,333.23,342.57,346.48,358.06,365.76,364.07,373.21,384.78,377.18,379.85,355.67,363.21,353.49,353.69,343.58,348.06,340.58,354.72,355.50,367.49,361.74,367.78,364.23,367.35,361.92,358.99,353.49,349.60,348.84,350.66,347.25,347.85,352.51,351.37,353.70,343.36,342.83,345.64,349.68,340.34,312.71,341.47,322.23,335.11,325.28,321.95,323.19,342.72,355.03,357.62,357.17,360.09,356.01,353.88,342.30,360.10,359.73,353.22,362.39,373.96,376.42,377.42,326.63,338.87,322.42,356.51,352.07,352.46,365.38,326.85,356.87,348.68,331.58,362.39,326.32,,,,,,,,
2009-01-17 21:59:20.568000,L5,334.16,336.48,328.41,321.97,317.25,324.04,324.37,326.92,329.26,329.26,340.80,337.32,337.59,338.81,344.37,328.18,332.90,328.10,334.32,332.06,332.95,336.54,333.56,342.72,341.44,332.53,,,335.80,337.77,334.09,345.51,344.68,332.96,336.91,340.32,341.27,328.41,328.21,322.04,327.10,320.12,322.91,316.83,317.99,320.97,325.73,317.72,321.06,319.94,300.88,309.45,305.43,319.30,326.45,330.43,334.60,338.79,349.83,352.21,359.64,352.36,345.27,345.12,341.77,327.07,325.08,319.47,325.07,329.88,333.14,328.67,342.13,346.80,350.89,350.03,344.87,349.65,338.51,334.03,329.82,332.49,326.67,319.85,322.53,315.23,321.71,314.75,302.70,308.05,303.21,299.47,305.80,304.27,298.34,299.00,296.52,290.03,286.84,295.48,347.40,347.53,336.64,342.64,336.59,331.70,324.23,324.16,335.43,337.55,337.53,340.39,336.05,346.48,309.49,314.09,319.29,319.10,336.82,329.09,,300.68,,,,,,,,,,,,,
2009-12-03 22:04:43.760000,L5,307.34,294.02,294.52,290.77,265.85,,,,311.72,316.61,318.90,322.98,312.45,321.44,322.56,,,,,,,,,,,,,,,312.62,317.52,330.85,328.72,319.45,320.90,325.02,315.92,314.59,314.74,313.35,312.42,307.04,307.64,311.10,305.14,305.67,303.25,296.85,,188.42,239.31,296.59,296.76,314.08,319.74,321.61,330.31,330.67,342.39,341.61,344.98,339.28,329.65,317.90,301.95,312.48,310.56,311.19,313.67,322.09,322.07,321.04,328.14,328.19,339.60,339.19,338.87,326.72,318.65,321.57,320.65,324.66,310.91,298.56,308.29,306.93,302.76,296.22,284.46,288.65,287.70,275.46,279.66,284.33,284.38,285.49,282.14,274.05,271.08,277.06,330.79,323.52,318.45,323.71,324.11,309.82,224.93,305.33,320.21,319.09,312.58,324.24,325.26,333.14,274.81,279.20,287.36,267.28,228.90,,,,,,,,,,,,,,,,
2010-12-22 22:04:05.307000,L5,385.19,387.84,375.26,358.79,367.39,371.27,359.66,383.49,360.88,370.16,376.91,381.39,381.48,378.10,383.22,378.99,371.18,373.27,368.44,372.59,379.31,369.93,366.09,387.55,383.84,397.43,386.32,388.13,388.51,399.46,383.08,387.23,392.30,389.93,385.49,384.09,387.98,373.22,364.33,361.74,361.83,358.05,362.86,351.58,358.11,358.06,367.21,355.53,363.59,364.46,366.34,355.92,368.51,357.84,369.76,367.14,371.84,373.50,388.90,396.28,395.56,392.17,385.68,387.46,384.23,367.09,357.79,360.61,366.06,377.90,360.35,369.06,379.74,379.47,384.87,380.28,377.92,377.20,379.73,359.44,363.54,362.48,364.88,363.53,351.27,358.07,362.41,369.64,376.74,364.54,380.34,369.93,367.87,356.74,347.51,359.65,351.94,366.82,348.24,363.51,377.11,379.46,374.76,373.12,372.76,373.26,370.46,387.06,377.08,380.64,381.82,383.25,374.02,382.84,371.52,379.68,382.14,367.84,380.40,378.61,394.23,353.76,381.38,394.20,393.37,404.28,394.92,389.37,364.98,373.13,366.45,368.05,372.16,367.91,376.69
2011-01-07 22:04:08.243000,L5,196.29,184.53,175.75,202.85,196.76,162.82,324.42,331.10,334.66,336.71,337.37,339.55,279.92,342.37,340.79,295.68,337.21,331.15,337.55,334.73,335.09,344.70,344.50,342.10,342.33,,,,331.20,338.79,339.21,346.94,344.02,338.15,339.28,333.74,333.84,332.19,332.98,327.76,326.39,323.31,331.35,325.45,324.25,324.54,327.76,321.69,315.71,310.44,296.37,312.90,307.72,328.01,331.22,338.04,344.92,343.77,354.82,354.61,361.72,353.63,344.11,340.67,332.90,325.41,322.32,321.54,326.09,333.79,337.21,342.44,345.21,347.82,353.37,354.43,348.90,342.68,338.01,335.69,337.16,339.73,331.61,323.21,330.06,326.01,333.63,336.75,354.10,355.63,291.87,279.03,286.61,299.95,297.26,302.07,290.67,288.10,287.91,289.21,345.75,342.72,344.78,344.97,344.36,331.95,237.24,336.15,342.93,343.73,342.78,352.25,350.17,346.01,286.94,292.43,296.57,284.64,253.55,320.85,,286.72,,,,,,,,,,,,,
2011-01-23 22:04:08.795000,L5,,,,,,,,,,,,,,,,,,,,,,329.41,321.32,337.41,336.64,,,,,327.72,332.55,344.86,337.29,331.88,329.46,328.36,329.26,328.27,327.67,328.45,323.84,325.79,328.34,321.35,317.16,320.12,323.58,323.84,310.09,302.99,301.04,304.96,305.46,323.56,329.95,334.17,342.78,343.88,350.53,341.29,348.17,338.33,330.87,331.18,329.74,326.50,322.09,316.13,315.61,325.87,324.08,325.56,328.02,329.77,343.18,346.55,333.54,335.09,323.83,325.01,326.67,322.51,314.84,317.04,333.36,291.90,228.83,195.99,155.40,,,,,,,,,,,,,,,,,,,330.76,336.00,336.81,343.84,348.97,346.00,338.86,,,,,,,,240.81,,,,,,,,,,,,,
2011-02-08 22:04:11.186000,L5,320.25,321.87,318.59,315.39,322.77,330.56,333.55,336.26,338.02,337.89,275.35,337.11,326.94,331.06,331.84,323.90,328.48,321.02,345.94,342.90,345.32,349.95,346.19,344.83,341.88,,,,326.36,334.58,333.05,347.80,329.95,320.91,328.59,329.25,328.22,325.20,321.81,335.47,334.32,331.17,333.71,328.60,326.43,324.87,313.15,309.69,306.18,309.01,299.51,305.65,309.58,332.05,337.21,339.90,349.32,348.57,353.83,347.34,347.39,338.70,332.24,331.04,329.82,324.83,325.80,329.27,333.19,337.24,338.27,338.33,343.33,339.94,340.50,337.22,336.24,333.08,329.81,325.71,329.56,342.42,339.15,330.81,327.97,323.50,319.04,311.42,289.59,293.24,292.65,284.72,293.78,295.57,300.04,307.22,304.11,297.13,293.04,296.89,330.68,329.49,327.87,331.17,343.38,331.65,237.34,326.12,339.40,350.29,347.97,350.98,344.87,346.93,294.51,296.19,289.18,280.65,245.21,,,224.55,,,,,,,,,,,,,
2011-03-28 22:04:02.070000,L5,393.46,400.15,390.69,391.29,386.54,387.18,393.88,227.46,225.49,224.55,235.37,223.90,232.82,240.43,200.79,260.29,258.30,245.80,252.11,249.51,249.10,246.91,262.07,261.67,260.48,271.77,272.04,261.59,266.27,396.67,401.52,403.51,406.18,407.49,399.98,396.72,396.70,393.72,394.28,400.64,389.70,390.52,379.51,389.18,373.66,375.22,384.91,395.04,379.59,373.96,386.29,391.54,388.10,390.54,386.67,389.63,392.54,397.24,402.55,407.76,416.21,418.29,411.56,400.07,393.24,397.69,386.82,385.05,379.81,384.98,383.52,387.88,390.81,390.92,391.11,399.44,395.53,399.04,399.47,401.09,385.51,398.52,385.27,384.53,384.14,379.78,383.65,385.25,386.57,392.59,389.80,394.54,381.40,383.32,380.22,377.33,377.11,372.84,375.37,382.14,388.88,387.81,393.10,392.07,387.77,392.03,389.70,405.68,409.11,414.56,410.06,409.75,409.73,399.68,381.97,377.54,387.63,389.27,387.68,276.93,284.51,382.13,273.71,258.35,246.38,277.75,256.56,264.84,248.04,257.24,247.99,250.27,248.12,259.39,270.43
