dates,satname,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0080,nzd0532-0081
2003-08-11 22:03:51.447000,L5,275.56,352.45,353.65,360.69,378.57,362.97,363.19,331.51,353.15,357.24,348.08,354.74,331.01,338.64,332.60,346.61,351.08,339.83,363.03,358.29,364.34,361.71,357.01,364.52,367.62,373.30,360.66,374.50,369.15,374.04,366.53,359.08,340.35,341.10,344.07,347.12,358.01,352.91,353.34,369.50,375.39,379.95,396.63,374.91,359.26,357.26,365.64,366.82,362.74,414.56,369.59,379.71,385.95,380.20,392.01,399.45,396.22,401.10,407.60,415.46,428.79,424.71,434.44,435.89,387.10,402.48,395.79,391.52,389.39,386.62,410.53,389.95,362.56,362.22,368.53,356.76,365.79,350.07,341.92,340.12,345.94,345.18,337.69,344.72,343.41,345.40,362.56,393.82,392.88
2003-10-07 21:58:35.519000,L5,,,,,,,,,139.98,163.75,176.03,176.47,176.66,180.42,187.27,190.63,199.51,211.87,219.13,221.09,222.13,226.52,226.78,238.78,254.95,260.00,269.24,274.29,279.08,279.91,274.86,274.22,281.55,278.67,283.46,294.23,300.59,313.27,319.93,330.90,331.94,343.70,347.87,347.40,431.76,448.03,449.42,456.13,461.55,471.23,470.25,471.87,481.82,489.62,491.66,492.46,493.22,497.64,508.45,,,,,,358.86,369.69,370.95,375.28,381.34,378.78,384.08,379.42,385.28,391.48,396.01,391.20,391.98,393.54,394.50,394.59,394.97,403.50,405.93,409.22,412.91,420.00,426.09,486.35,488.82
2003-12-26 21:59:30.091000,L5,,,,,,,,,,,,,,,143.90,154.66,165.21,178.80,179.57,183.84,187.64,192.54,191.65,197.68,212.96,224.23,235.19,239.16,246.45,251.13,244.65,228.76,247.44,246.56,252.03,262.14,266.96,278.91,287.85,300.38,316.21,321.86,327.73,332.12,438.02,443.86,447.50,446.81,445.93,456.02,442.99,413.49,373.80,322.46,,,,,482.07,507.47,504.58,495.24,512.39,500.82,343.05,354.43,353.07,363.80,371.62,378.18,372.97,364.21,357.58,371.43,382.73,382.14,375.87,377.93,381.40,361.86,351.21,393.84,383.71,394.95,413.37,414.89,400.14,,
2004-03-31 21:59:59.745000,L5,,,145.17,147.60,162.62,149.19,153.77,175.95,193.89,185.96,199.20,206.08,205.93,204.21,218.84,220.00,228.50,246.63,250.67,250.66,267.39,264.68,257.04,270.01,278.27,292.34,306.59,310.40,312.00,301.91,297.85,299.86,307.45,310.67,311.02,326.21,326.67,339.00,339.17,352.66,359.09,362.56,366.12,371.74,458.94,480.86,473.85,465.30,475.48,484.05,488.33,491.32,499.66,502.20,511.66,511.98,506.43,,,,,,,,380.55,395.61,396.71,417.55,400.68,407.09,421.84,405.99,400.71,402.13,406.63,412.06,416.97,425.84,431.10,414.86,425.29,423.44,431.62,431.73,439.60,445.70,448.30,505.15,504.32
2004-04-23 22:06:53.682000,L5,269.29,290.67,290.34,296.39,287.47,296.77,284.61,287.38,293.99,307.64,315.35,310.95,300.14,299.75,304.24,308.10,324.78,315.05,309.75,312.69,316.62,316.17,315.55,317.32,328.01,327.61,327.09,336.83,332.54,329.61,330.80,316.49,323.59,319.19,319.57,317.39,324.95,331.31,337.32,334.76,337.39,342.62,345.06,344.50,350.89,355.41,361.61,362.39,360.39,362.80,367.76,368.96,377.30,366.77,373.27,383.83,379.71,400.33,404.26,416.67,426.98,409.98,421.11,446.92,341.74,356.61,355.71,354.68,350.27,352.83,350.51,345.18,352.89,346.57,348.95,352.30,332.02,336.02,337.48,336.67,337.18,328.81,334.29,325.82,325.97,340.91,355.15,388.31,383.76
2004-05-02 22:00:57.398000,L5,,,,,,,,,143.52,182.98,187.17,182.09,181.12,177.00,189.82,205.67,223.22,229.07,233.36,225.08,243.78,251.69,246.01,245.01,262.36,282.45,296.00,281.51,282.47,282.07,286.31,292.11,282.09,279.01,295.80,294.79,311.73,319.95,329.83,337.18,348.92,338.88,351.39,349.26,445.26,448.65,456.13,461.40,467.19,476.51,487.83,486.44,494.06,497.53,503.70,503.08,506.18,501.95,514.73,,,,,,373.56,380.68,387.20,378.91,371.86,386.13,385.72,383.97,386.13,388.91,399.37,397.75,396.38,396.68,401.08,402.28,403.79,417.75,418.83,416.81,426.59,435.31,444.16,499.04,496.43
2004-05-09 22:07:21.512000,L5,267.03,302.66,302.20,299.56,292.55,290.52,290.31,292.91,301.07,313.71,307.54,307.21,306.28,313.34,311.31,312.15,319.08,321.38,317.00,314.12,322.19,314.27,317.72,320.23,332.21,340.48,346.09,333.88,341.25,339.78,328.84,322.41,322.10,318.72,328.08,322.12,330.33,329.72,330.72,341.63,345.64,338.83,337.29,336.86,348.48,350.60,358.88,367.29,367.97,368.38,373.14,374.47,383.83,387.11,381.84,394.23,382.29,395.78,399.45,413.89,425.68,419.88,433.59,440.91,349.28,356.93,368.38,354.61,350.01,343.85,348.90,347.39,355.31,355.42,355.48,350.25,333.54,329.17,337.18,337.67,332.04,325.92,330.66,326.34,331.09,333.83,344.20,390.34,384.65
2004-05-18 22:01:26.569000,L5,,,,,,145.06,176.70,159.89,165.96,185.02,202.52,197.26,208.45,211.66,222.08,215.23,220.88,233.66,240.78,241.14,245.31,247.61,256.22,254.81,277.28,279.23,291.18,294.28,310.36,304.49,292.12,297.87,307.54,297.23,317.98,310.82,322.81,335.24,337.44,351.87,358.67,360.59,360.07,366.13,461.63,474.90,463.54,476.91,477.40,481.55,487.40,492.57,508.13,,,,,,,,,,,,383.29,388.09,390.70,381.07,382.82,386.69,396.12,402.95,400.29,404.25,414.84,407.52,405.37,410.34,415.06,411.61,415.54,417.99,423.31,428.93,434.85,445.06,455.87,,
2004-06-10 22:08:17.839000,L5,,,235.15,251.71,241.69,223.50,231.51,228.90,234.68,242.24,238.86,229.78,229.12,223.29,159.31,175.01,,147.90,246.77,230.72,242.45,146.51,164.80,174.36,205.22,238.19,,,,,,,,,146.66,206.78,215.16,233.98,243.17,265.21,266.34,273.82,273.38,266.51,,,264.43,150.28,147.03,158.74,153.61,176.16,,,,,304.75,334.28,343.91,352.09,336.42,350.87,299.99,288.12,274.08,274.59,274.64,271.35,284.11,275.70,273.34,261.07,278.56,284.53,283.51,261.75,,,,,,,,,,,,325.36,252.70
2004-07-12 22:09:13.408000,L5,,,189.78,240.57,237.80,210.87,222.06,221.49,231.11,239.61,229.70,223.94,224.01,211.58,138.67,,,,164.23,221.51,240.81,150.22,,,,,,,,,,,,,139.28,196.15,210.55,227.57,234.23,250.87,256.28,263.92,265.81,261.43,259.29,268.58,263.57,,,,,,,,,,,330.03,327.21,278.64,291.61,281.09,289.53,296.00,265.90,274.95,275.54,267.76,281.99,278.76,260.12,248.52,270.80,241.82,,234.55,214.66,,,,,,,,,,194.35,,
2004-08-29 22:10:22.051000,L5,263.35,289.35,299.88,294.45,293.20,284.95,282.38,284.44,296.38,316.76,315.21,304.80,297.42,296.70,302.22,311.54,323.50,311.91,318.93,312.89,320.68,308.93,310.23,311.16,325.11,328.83,334.79,337.11,332.64,327.14,330.85,324.74,315.27,323.94,314.88,317.22,324.30,325.74,333.26,332.46,343.38,339.60,337.31,335.51,339.52,340.95,345.98,350.01,352.75,357.58,354.48,357.54,365.95,368.26,367.96,368.13,372.13,383.53,392.29,395.29,402.48,403.89,402.88,394.87,346.32,348.46,348.73,343.23,346.01,344.39,343.68,339.57,336.44,340.61,344.26,338.90,329.47,331.40,324.31,322.51,318.16,320.78,316.13,316.73,318.52,321.10,330.27,373.83,377.76
2004-11-01 22:11:49.961000,L5,278.44,300.68,302.82,309.62,301.98,299.48,295.88,297.78,303.77,316.61,327.32,313.58,311.54,306.59,318.24,314.92,324.82,325.69,326.52,323.04,326.91,330.70,321.82,333.88,332.48,348.22,349.01,343.13,346.32,344.41,333.94,331.02,333.51,329.37,333.88,339.84,340.15,343.87,348.37,358.43,359.70,360.36,355.72,358.76,357.44,370.35,369.95,378.94,367.33,380.94,386.92,394.42,399.87,401.18,408.29,417.25,406.73,392.05,401.68,411.40,417.95,414.27,415.62,432.78,369.01,376.94,373.65,367.17,360.65,365.43,363.66,368.65,361.90,369.96,369.04,370.42,366.51,371.18,368.66,367.50,357.44,361.86,358.25,349.98,351.25,350.79,351.49,403.82,392.48
2005-05-12 22:14:14.883000,L5,252.45,275.25,290.14,283.95,285.39,280.46,277.08,275.32,283.07,301.36,300.55,293.68,291.59,291.26,294.98,300.01,310.99,304.43,300.70,303.70,305.44,301.40,303.06,300.86,312.66,316.27,320.38,325.92,329.11,320.30,312.35,314.22,306.09,299.07,300.94,308.06,305.94,310.01,316.35,328.90,329.95,329.20,319.06,318.04,346.24,342.23,345.81,356.46,354.74,356.08,353.98,360.38,372.20,369.22,368.75,364.04,369.35,386.11,392.17,398.53,407.25,407.11,405.89,402.78,329.46,341.65,347.85,338.88,337.91,336.92,337.26,332.21,334.83,339.27,341.07,336.70,326.71,332.27,329.24,321.54,319.64,320.21,319.32,323.29,325.03,328.52,333.85,372.96,375.61
2005-06-13 22:14:31.246000,L5,,,233.19,245.41,240.54,211.38,224.18,227.71,231.18,242.28,231.16,223.78,226.46,219.05,148.80,,,,,,,,,,,,,,,,,,,,,163.68,164.93,187.31,195.62,251.72,207.01,180.11,,,,,,271.61,273.52,304.77,276.22,280.38,,,,,,180.58,233.15,260.41,336.89,265.06,281.26,282.98,,,,,,,258.46,257.19,274.29,270.99,263.65,,209.65,242.14,273.79,268.14,234.12,,,,,,,,
2005-07-15 22:14:43.392000,L5,249.50,283.03,284.23,290.46,284.00,278.96,278.33,275.97,279.80,295.66,308.35,299.85,291.30,286.85,290.65,291.33,315.80,303.95,298.85,298.92,309.75,311.86,307.37,299.76,310.82,315.69,326.52,336.85,318.03,309.16,313.11,310.20,299.83,301.25,301.25,309.77,301.34,297.16,317.79,319.60,320.18,319.70,319.22,326.99,336.78,335.27,331.21,344.28,347.53,354.36,354.24,353.10,361.65,360.85,369.31,370.39,369.25,387.15,389.21,402.08,397.55,399.75,395.18,392.21,334.37,335.00,340.00,328.56,339.81,337.20,335.84,333.43,332.47,342.47,342.26,331.58,327.93,331.68,326.64,327.23,322.98,324.40,318.48,317.90,316.39,327.00,333.89,376.83,369.74
2005-08-09 22:08:46.932000,L5,,,,,,,,,,154.37,178.61,178.30,175.53,177.37,186.81,190.68,189.04,205.29,211.54,215.21,220.47,236.13,220.73,230.82,245.33,249.00,258.87,271.67,273.46,271.97,266.43,269.10,277.63,273.18,279.45,290.45,301.48,308.05,317.40,325.23,335.67,340.29,344.40,341.64,446.16,456.42,462.14,466.91,482.82,476.31,486.52,488.63,502.03,506.71,501.37,507.22,508.45,514.13,,,,,,,361.45,360.83,374.95,372.39,385.09,379.03,381.18,380.40,383.10,394.52,399.64,392.98,394.40,396.37,400.25,412.84,406.41,423.31,417.79,413.56,422.08,425.65,436.04,503.70,504.73
2005-08-16 22:15:00.645000,L5,222.05,236.82,233.30,251.09,249.63,237.79,242.25,241.51,249.71,253.19,260.81,254.26,250.66,253.70,245.44,246.20,257.69,262.02,261.90,257.81,256.28,237.93,158.28,,,,,,,,,156.31,205.12,197.25,200.38,209.58,228.80,242.42,259.07,274.96,281.78,289.91,285.74,283.49,304.15,284.65,154.40,172.45,178.32,166.85,305.64,300.04,314.18,326.63,322.92,325.70,331.74,347.62,332.11,303.81,357.17,321.11,297.00,167.50,286.34,295.57,295.58,289.77,296.32,292.90,282.72,274.68,294.38,301.47,300.90,302.33,300.73,285.41,285.51,277.73,279.26,290.41,260.29,234.94,260.41,257.84,286.15,342.27,330.97
2005-09-10 22:08:55.708000,L5,,,,,146.49,151.81,151.28,158.04,162.20,189.58,202.04,202.40,204.04,209.70,214.72,219.55,229.14,236.14,239.45,250.40,254.18,256.10,252.86,258.26,289.59,298.13,305.31,308.63,314.96,304.38,301.36,302.74,312.43,314.52,319.07,322.69,325.32,340.12,350.13,361.50,368.74,377.43,373.75,382.80,467.84,471.70,479.15,486.08,487.15,493.35,503.10,505.26,509.58,,,,,,,,,,,,379.42,393.52,398.53,397.60,398.42,402.00,406.82,412.18,411.35,419.88,425.26,428.35,430.16,422.86,427.12,426.60,426.70,429.91,444.84,447.90,448.03,453.40,463.15,,
