dates,satname,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0020,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032,nzd0252-0021,nzd0252-0022,nzd0252-0023
2020-07-19 22:06:19.856000,L8,310.46,302.37,278.35,315.95,,,,,,212.44,250.27,266.14,253.49,263.88,249.73,244.72,242.29,255.06,250.92,241.86,,252.29,300.30,293.75,278.50,178.84,208.18,208.66,213.02,222.60,,,
2021-02-12 22:06:31.303000,L8,329.01,337.53,369.73,396.91,367.88,330.79,330.07,358.40,374.49,378.13,345.98,313.46,346.57,445.34,387.04,377.40,366.52,490.38,,,,455.28,545.96,439.27,547.40,511.40,465.38,535.38,486.44,425.92,,,433.69
2021-03-16 22:06:15.871000,L8,309.22,309.89,322.28,317.33,318.67,305.47,315.22,302.44,288.28,288.84,288.20,300.50,284.74,279.37,265.17,282.42,257.13,289.36,284.44,266.33,211.56,290.73,333.87,328.77,318.64,263.36,262.30,281.83,309.84,273.66,208.56,206.22,273.88
2021-04-01 22:06:12.311000,L8,259.41,237.45,247.70,303.38,275.64,278.39,,,,,214.89,267.37,224.76,242.06,206.35,217.29,228.37,235.95,244.40,223.56,,270.78,312.67,315.90,,182.01,203.42,211.18,213.80,221.72,,,
2021-05-03 22:05:56.714000,L8,264.50,221.82,237.74,258.74,,,,,,,,,,,201.96,211.44,224.29,237.97,246.17,229.82,,278.39,316.85,318.76,,,203.92,211.52,211.19,211.60,,,
2022-01-14 22:06:39.395000,L8,400.39,389.33,395.76,327.81,325.73,310.28,311.48,323.16,299.78,294.56,305.05,320.82,279.60,284.63,287.09,289.35,262.34,284.25,278.07,271.52,347.91,299.18,338.24,329.05,324.96,307.56,297.61,301.10,336.88,326.54,225.60,206.09,284.06
2022-01-22 22:06:42.172000,L9,313.81,313.16,331.83,337.24,338.20,321.84,318.45,313.70,296.32,294.57,282.85,309.29,281.36,293.88,298.47,293.07,276.52,295.28,297.74,273.88,236.97,317.53,349.09,331.98,330.80,310.79,298.61,305.86,323.32,329.88,228.64,219.74,281.64
2022-01-30 22:06:34.320000,L8,251.91,265.97,284.12,309.72,305.38,289.19,285.19,285.06,254.91,283.29,247.21,,213.58,261.88,265.28,253.92,250.42,201.35,,,,,,,,,242.96,254.41,194.90,,,,
2022-02-23 22:06:32.050000,L9,328.42,313.26,331.26,320.08,318.50,311.86,318.89,313.54,289.83,293.51,284.86,299.20,276.49,299.99,273.93,287.83,260.64,279.14,289.07,266.67,254.87,303.40,335.88,329.82,320.81,279.70,289.52,293.30,324.73,300.15,282.13,209.36,281.30
2022-03-27 22:06:22.460000,L9,316.51,311.36,316.19,320.81,319.40,301.91,313.61,303.21,286.84,289.02,277.48,291.90,321.41,295.51,257.18,272.51,253.24,266.35,279.28,256.11,246.51,286.41,334.43,330.67,318.81,233.99,245.41,258.50,295.38,236.53,279.59,208.56,273.72
2022-04-28 22:06:11.016000,L9,301.91,299.04,306.34,320.73,326.87,311.59,316.45,300.71,274.28,287.73,283.74,304.12,291.74,304.68,232.97,238.33,249.05,261.49,271.95,259.62,211.52,504.32,348.77,327.97,197.19,232.28,238.25,251.76,243.81,239.39,260.53,441.83,473.94
2022-05-06 22:06:17.651000,L8,313.79,291.41,285.18,318.26,317.19,303.80,307.81,279.74,260.80,288.38,270.50,293.50,266.55,288.97,261.62,252.49,249.38,548.74,490.79,265.07,227.03,286.77,334.20,327.63,286.25,254.78,255.70,260.47,267.24,251.81,266.22,206.15,268.77
