dates,satname,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0051,nzd0528-0052,nzd0528-0053,nzd0528-0054,nzd0528-0041,nzd0528-0055,nzd0528-0056
2001-02-11 22:11:12.788000,L7,292.50,306.61,272.42,266.22,339.93,339.59,344.22,337.39,342.57,345.13,345.31,346.94,345.48,350.38,345.07,356.01,356.75,356.29,354.23,349.20,349.58,349.71,346.26,340.68,334.47,344.15,332.06,322.63,344.59,361.54,341.57,334.39,341.85,338.25,336.31,333.30,330.59,333.35,333.54,329.72,334.71,323.71,318.91,315.56,325.52,329.66,331.24,322.45,318.01,334.38,328.59,323.25,325.03,329.49,336.46,327.24,330.73
2001-02-20 22:05:00.525000,L7,368.33,349.54,340.26,340.30,342.25,348.66,345.68,340.58,346.05,348.26,353.61,346.82,346.08,341.74,339.64,348.97,344.86,348.70,349.21,347.65,350.12,344.15,342.40,341.79,337.70,336.57,330.27,322.37,365.80,359.56,341.91,334.73,344.90,338.19,338.62,339.35,338.06,338.29,336.33,341.94,339.93,331.55,330.02,324.36,322.52,327.91,326.93,325.10,331.17,338.86,336.01,329.11,334.59,336.10,335.21,337.15,338.85
2001-04-16 22:10:54.636000,L7,342.18,335.42,317.87,299.57,300.36,324.50,322.21,303.69,316.77,334.67,344.52,336.84,339.74,326.97,335.85,322.46,322.39,307.87,312.81,307.22,311.55,323.70,327.13,333.33,308.65,322.42,311.34,319.94,336.84,337.02,224.10,176.40,202.20,148.16,307.60,265.22,243.97,254.11,324.12,308.69,304.61,252.82,265.90,293.23,304.35,305.03,292.98,302.87,297.07,315.13,274.34,287.89,,,268.31,,
2001-07-14 22:03:57.537000,L7,353.48,343.71,321.08,306.03,298.99,327.72,319.24,306.63,340.46,306.52,358.91,347.91,320.92,316.94,312.52,313.27,299.60,290.92,298.06,296.47,294.25,306.78,320.70,325.07,308.61,314.41,314.56,333.08,366.65,341.43,332.31,295.29,305.01,326.83,303.02,269.03,,,310.11,285.21,279.23,242.68,270.82,,352.27,291.90,290.47,277.91,318.87,309.06,274.06,259.24,,297.36,264.40,292.91,292.29
2001-08-15 22:03:26.328000,L7,345.76,339.37,327.53,313.46,323.60,344.90,337.14,331.45,313.57,346.00,341.90,337.51,335.07,337.02,335.20,323.52,308.90,310.74,311.88,299.94,306.30,322.39,338.23,448.76,443.10,446.13,430.69,407.58,437.55,456.70,502.32,302.30,,340.54,335.36,293.97,262.10,,337.80,342.83,335.58,265.27,320.79,322.59,320.35,310.32,296.76,304.62,331.41,321.12,290.24,181.15,188.58,303.03,282.37,319.32,312.38
2002-01-29 22:09:33.112000,L7,452.08,350.49,335.62,332.53,341.91,344.87,343.46,336.24,341.31,335.03,340.28,340.44,335.71,335.63,336.80,343.58,343.84,342.25,345.35,342.99,344.18,337.71,339.41,331.17,329.80,327.15,319.41,317.22,340.03,352.20,341.54,338.47,336.16,333.81,336.07,336.15,329.26,331.25,331.57,335.37,333.96,320.46,317.50,317.50,319.93,321.66,320.76,315.42,321.27,335.14,330.20,323.35,329.42,327.55,333.69,326.33,329.28
2002-03-11 22:03:31.366000,L7,354.02,344.34,340.99,344.81,351.52,355.75,356.17,349.46,367.31,357.99,358.81,354.32,353.12,346.48,344.35,361.30,362.58,359.60,360.39,357.89,360.01,356.90,351.37,343.44,341.00,343.51,334.09,233.69,222.26,272.68,241.88,460.87,462.52,483.90,434.82,340.65,337.51,341.84,343.11,347.18,345.81,331.66,331.30,327.21,324.88,326.15,325.44,323.54,326.79,343.46,333.20,328.37,334.31,335.54,341.58,336.87,338.98
2002-04-12 22:03:25.302000,L7,367.44,479.88,482.15,480.59,480.48,513.03,483.68,432.13,521.99,458.36,445.27,325.46,340.33,337.19,338.36,340.69,351.11,348.32,349.29,339.91,344.17,338.57,341.12,341.17,333.08,332.55,328.74,319.34,336.55,351.06,338.66,335.07,336.60,335.00,331.31,328.36,321.43,331.12,325.95,154.63,159.77,317.21,315.40,316.18,301.88,313.71,309.45,315.70,319.45,335.18,329.65,318.03,326.13,327.51,295.31,327.40,332.10
2002-05-05 22:09:37.985000,L7,352.03,339.08,319.16,297.79,301.69,337.58,320.51,312.04,375.98,365.32,374.42,384.91,351.46,316.50,332.33,320.81,314.11,350.17,312.19,300.80,301.73,317.81,320.09,329.55,312.46,326.07,330.83,331.05,368.67,333.55,329.44,299.98,339.61,364.06,346.61,303.75,279.40,340.43,335.73,345.09,340.28,332.79,331.42,331.91,336.55,327.85,321.34,318.75,339.28,323.33,298.49,288.12,338.02,329.92,340.40,320.30,311.27
2002-05-14 22:03:19.418000,L7,348.09,333.91,314.31,295.74,289.81,326.94,334.55,312.37,371.27,342.89,360.29,363.67,314.48,309.32,319.86,311.58,304.44,303.12,301.74,299.46,290.21,306.69,314.01,322.78,311.90,319.04,328.84,330.79,372.60,334.87,328.86,331.03,367.09,356.85,347.14,285.80,266.54,341.31,333.81,345.83,340.39,334.35,327.70,328.79,329.60,321.19,314.94,316.69,334.90,312.46,283.20,284.73,325.59,334.81,336.34,312.99,312.72
2002-06-15 22:03:07.576000,L7,340.06,329.28,309.58,286.19,275.06,296.58,308.50,288.98,228.68,270.49,292.91,299.86,302.37,297.49,304.05,297.76,285.36,286.66,281.48,284.83,280.34,291.18,301.68,324.20,305.87,282.05,207.99,312.94,326.11,327.26,322.55,277.23,306.88,344.29,297.66,266.48,,,297.84,287.98,277.26,235.93,261.83,,296.96,282.66,261.68,270.71,169.98,184.98,266.01,249.28,,,258.29,,
2002-08-09 22:08:57.725000,L7,227.18,243.42,150.43,320.26,235.12,220.24,326.02,317.78,307.58,294.67,298.13,168.96,251.36,259.09,187.13,200.63,304.09,296.74,298.77,293.42,299.30,308.90,323.93,326.59,320.40,323.99,285.30,,,,223.87,323.31,314.76,,,,,,,,268.04,266.63,272.90,276.80,297.40,301.63,282.04,277.15,320.92,285.87,279.03,,,,249.38,,
2002-09-10 22:08:43.416000,L7,432.51,379.38,379.63,329.10,340.28,340.12,337.11,335.67,326.08,337.96,341.18,470.25,479.26,489.84,451.49,450.53,457.80,448.28,449.76,440.09,444.98,458.19,489.42,442.57,451.51,334.63,325.16,235.88,452.50,502.54,462.96,457.41,461.51,429.90,434.87,328.96,321.61,337.46,333.19,338.72,317.06,298.20,306.28,309.23,308.95,313.70,314.75,311.94,323.50,337.17,328.63,318.46,325.08,329.67,333.61,327.15,330.02
2002-12-24 22:02:57.022000,L7,463.25,384.06,385.92,467.62,484.41,485.64,432.55,389.95,378.77,380.54,389.48,395.51,370.01,293.47,272.58,,,,,,,,,293.55,320.89,352.43,385.69,385.11,397.69,436.70,465.29,480.08,459.40,455.97,449.72,397.40,414.83,458.96,450.70,445.25,417.80,506.60,495.36,471.12,458.69,453.71,438.90,413.88,440.64,441.77,419.03,429.42,441.68,453.98,471.67,388.09,440.61
2003-02-01 22:09:21.746000,L7,482.18,440.76,446.22,437.06,452.22,447.09,457.10,447.27,432.35,448.96,509.94,509.80,480.40,503.50,510.09,505.06,506.76,510.71,515.46,510.53,428.52,490.87,430.15,426.22,434.03,431.54,438.03,446.04,436.04,447.46,456.59,447.52,445.33,448.03,455.94,513.83,495.69,493.18,495.89,524.81,509.03,332.79,398.06,323.43,397.38,409.62,459.64,486.68,488.48,513.26,336.09,330.61,469.36,463.73,500.81,453.36,444.40
2003-08-13 21:51:32.649000,L5,464.79,367.24,389.01,385.63,395.11,401.06,389.99,378.65,393.91,405.13,396.90,393.15,391.47,394.17,392.44,389.99,387.17,387.62,391.68,395.98,386.57,388.74,389.70,379.38,371.95,380.99,389.75,374.21,405.31,377.39,400.33,413.64,403.72,396.97,389.55,392.26,384.56,385.56,388.77,398.27,385.93,383.42,374.39,360.69,377.43,369.29,372.31,375.34,378.44,373.91,397.76,387.21,388.27,394.90,379.19,389.86,390.44
2003-08-29 21:51:49.928000,L5,460.19,365.18,387.89,394.36,395.75,394.57,398.79,385.27,393.52,403.35,400.08,397.88,393.16,398.24,388.22,391.52,396.78,397.62,394.11,390.55,397.43,398.03,409.27,412.06,416.98,409.41,393.04,397.17,414.32,468.90,447.88,441.63,411.08,397.54,407.76,418.64,398.79,422.71,427.20,431.00,424.68,394.47,387.55,383.52,392.16,369.82,381.76,380.72,375.15,379.26,412.48,399.79,400.24,401.68,400.56,394.74,391.31
2003-10-07 21:58:35.519000,L5,377.53,360.85,361.48,368.06,371.61,376.43,374.55,370.07,381.56,379.46,381.89,381.21,372.91,373.56,372.36,374.18,376.61,375.45,375.31,376.65,373.64,373.40,374.83,367.75,366.61,367.33,358.53,345.50,383.98,376.83,368.26,365.69,377.36,372.84,369.80,368.82,359.06,366.97,371.18,371.56,367.49,357.89,352.29,356.07,355.63,356.32,357.92,355.63,363.15,361.31,369.00,362.81,365.61,370.62,363.46,369.47,367.40
2003-11-17 21:52:57.120000,L5,368.21,355.86,360.13,359.55,367.52,370.43,368.12,363.47,369.99,376.14,376.31,373.96,370.11,368.18,372.93,374.58,381.27,380.45,377.65,378.09,377.11,376.02,376.04,370.16,370.25,371.79,361.26,344.92,379.12,371.97,362.35,360.03,366.11,365.86,363.27,364.50,350.39,324.87,339.73,,,,,,,,337.24,357.64,365.65,362.22,357.91,355.23,355.73,354.55,,319.36,357.66
2003-12-26 21:59:30.091000,L5,465.73,358.81,361.11,363.76,370.73,373.58,374.06,361.66,369.15,374.65,375.60,375.40,375.24,376.80,380.32,382.13,385.70,265.59,255.78,263.20,379.83,380.15,379.55,376.00,374.44,373.68,370.43,344.80,380.24,378.89,367.46,367.44,372.11,367.59,362.69,361.59,355.36,362.37,372.85,374.78,375.47,357.68,354.66,353.31,358.17,363.35,362.59,360.72,377.01,362.63,364.61,358.67,366.99,364.87,364.82,364.88,367.53
2004-01-20 21:53:24.777000,L5,458.75,359.74,370.59,375.65,377.28,381.18,380.95,371.75,378.50,379.50,382.02,378.68,377.02,376.03,373.78,376.52,377.81,378.48,376.81,375.57,375.28,374.52,372.67,368.38,370.81,371.92,366.12,355.91,390.20,385.42,376.62,376.24,376.40,374.55,369.71,365.15,355.00,363.62,363.03,368.11,364.95,354.69,348.88,348.34,351.44,359.21,360.40,360.05,367.15,376.95,374.77,369.35,377.07,374.94,360.66,373.70,376.77
2004-01-27 21:59:38.149000,L5,466.23,356.43,358.38,362.27,368.66,371.03,377.65,374.53,376.20,376.45,379.07,378.78,378.72,376.13,372.95,377.01,377.96,379.58,383.66,382.00,373.78,374.93,387.79,366.46,361.02,363.29,354.31,343.99,376.93,370.33,363.03,364.18,361.67,361.92,360.89,363.59,350.51,365.62,367.91,379.05,374.39,357.82,352.96,343.84,339.48,329.20,313.20,338.91,357.62,289.09,353.09,,,,367.10,,
2004-03-31 21:59:59.745000,L5,475.54,380.85,383.02,390.43,401.50,392.89,394.14,386.05,391.60,400.30,399.03,400.71,402.02,392.64,394.73,394.52,395.06,400.07,404.68,399.83,395.63,393.86,389.93,389.69,386.59,388.33,379.46,368.26,396.38,401.10,396.85,389.41,389.76,386.85,395.82,390.56,382.91,401.83,396.06,394.99,399.09,389.31,385.91,376.25,378.22,389.39,380.30,374.65,390.11,393.60,391.49,393.37,389.78,386.75,390.90,387.27,386.98
2004-05-02 22:00:57.398000,L5,375.97,386.65,397.39,396.80,396.54,392.02,382.83,377.18,385.18,386.15,382.01,380.50,371.16,375.11,367.57,371.90,373.82,377.33,374.61,377.17,375.44,370.54,368.56,360.85,348.05,361.17,355.05,359.53,384.80,360.69,349.07,348.69,372.61,371.62,369.14,370.91,355.39,367.23,370.06,374.50,374.03,359.94,357.58,359.59,361.14,360.70,363.00,357.39,366.14,353.17,370.63,365.30,367.11,365.47,367.36,370.61,347.88
2004-05-18 22:01:26.569000,L5,467.60,351.56,344.36,340.95,373.99,373.84,372.46,344.87,377.92,376.92,379.63,378.08,371.73,366.34,369.59,368.25,371.11,370.57,373.92,370.74,373.80,371.10,366.59,352.90,337.48,352.36,352.65,352.84,394.53,358.61,348.80,337.99,373.45,369.64,366.02,363.13,345.60,370.71,367.37,367.03,366.52,358.77,352.01,354.58,357.44,363.08,357.77,356.51,362.11,338.47,359.99,369.03,371.11,362.46,363.07,366.51,334.89
2004-06-12 21:55:59.429000,L5,493.73,376.54,431.47,456.00,434.34,437.82,437.37,449.23,452.81,458.94,448.13,441.94,431.65,427.24,428.48,439.81,440.45,437.67,425.52,425.49,428.51,446.30,432.04,449.29,428.28,440.21,423.97,428.05,451.79,501.66,437.76,438.17,438.19,443.61,428.25,428.33,437.44,445.16,446.64,432.45,429.62,421.55,431.54,422.89,449.66,427.06,491.95,473.91,431.89,466.11,451.98,438.50,441.26,439.20,435.68,450.96,470.96
2004-07-21 22:03:15.748000,L5,373.68,360.99,360.58,358.68,379.98,375.10,378.00,362.33,380.03,382.26,370.65,377.07,374.38,359.18,363.67,366.06,375.68,364.69,365.18,364.75,370.56,370.52,359.77,354.62,355.59,359.71,359.26,363.70,391.86,371.57,367.79,367.56,387.84,384.92,385.20,382.27,379.25,380.38,379.39,399.85,379.59,368.46,362.28,374.15,378.82,368.63,378.06,375.03,405.99,380.48,395.13,373.38,387.51,379.37,377.35,379.43,368.04
2004-07-30 21:57:15.668000,L5,339.69,337.53,326.62,314.53,308.67,327.28,332.89,307.36,345.76,355.23,341.69,338.50,324.15,320.92,324.93,321.24,306.04,,,,,,,,,,,294.12,337.13,319.58,306.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-13 22:06:52.927000,L5,483.38,359.91,372.33,379.70,385.54,376.24,373.15,368.19,371.63,377.46,379.37,380.13,373.56,368.92,370.12,372.56,372.59,374.42,378.69,383.00,380.36,379.05,377.67,372.14,373.07,372.81,363.99,359.65,392.39,388.00,383.31,365.26,369.82,365.72,366.80,364.66,356.85,362.77,361.19,364.78,365.31,356.18,355.15,356.25,358.84,364.16,363.49,361.49,372.78,377.12,377.93,373.07,380.96,367.22,358.44,367.00,369.37
2005-01-22 22:00:50.292000,L5,480.95,357.06,367.44,374.67,378.92,380.00,378.99,376.29,380.49,383.98,383.85,384.34,379.35,376.29,373.97,375.12,377.26,376.58,376.57,375.89,373.65,374.13,370.54,364.83,366.24,366.08,358.13,353.73,390.96,385.12,375.33,376.78,379.11,377.55,374.79,372.15,362.60,369.53,366.19,367.53,365.22,352.00,344.25,346.09,347.72,351.39,350.26,350.40,359.29,372.70,373.91,366.58,374.28,373.56,360.06,371.41,373.91
2005-02-07 22:01:03.020000,L5,,,,,,,,,,,,,241.86,262.86,255.22,282.08,,,,,,,,,,,,,,,,275.91,301.27,334.25,339.23,343.56,326.58,337.26,340.51,332.49,341.40,321.69,316.60,308.93,296.56,275.55,286.43,288.22,314.06,324.09,309.81,294.59,222.32,180.50,339.21,,
2005-02-14 22:07:21.106000,L5,465.09,359.65,372.33,378.21,379.17,381.30,382.51,378.71,383.22,375.14,380.63,377.90,374.18,370.97,371.88,373.84,376.27,374.38,373.98,374.31,373.13,375.11,380.43,372.19,376.41,375.05,365.69,362.74,395.12,387.79,378.43,380.11,380.27,371.79,365.43,367.60,355.91,363.27,363.22,366.56,363.91,351.22,345.25,347.83,356.82,362.98,362.72,361.05,368.43,375.43,373.82,368.37,375.28,376.06,360.90,375.93,377.46
2005-06-15 22:02:10.206000,L5,452.29,360.87,457.32,445.59,429.51,450.24,447.18,440.25,454.35,448.98,429.56,431.35,426.08,433.97,441.54,442.97,432.05,439.18,442.90,430.07,429.60,426.99,417.53,434.97,443.59,436.41,426.41,435.41,428.57,512.08,469.50,496.54,439.81,474.71,504.62,450.57,451.78,434.47,446.48,456.05,437.23,422.37,435.24,426.93,451.74,469.30,458.33,423.30,442.36,448.49,441.05,479.32,452.20,433.27,435.79,451.84,495.28
2005-06-22 22:08:22.866000,L5,457.84,359.41,351.33,332.72,392.46,392.22,380.35,347.59,392.70,396.89,393.27,389.56,388.00,366.53,376.10,357.94,374.83,369.94,379.20,378.14,377.55,377.91,356.49,363.28,338.07,353.63,385.43,366.01,397.71,358.61,349.59,338.40,377.25,387.62,384.51,370.78,379.60,370.97,385.72,382.53,382.07,384.16,372.71,401.50,367.04,370.56,362.93,369.23,373.40,348.02,317.57,374.63,403.18,387.23,373.84,378.52,347.55
2005-08-09 22:08:46.932000,L5,437.96,375.01,391.22,399.51,400.53,407.06,406.02,407.21,418.08,411.08,420.52,412.48,408.75,405.08,395.79,392.31,395.83,395.17,388.13,394.46,389.10,388.24,395.48,390.28,387.65,393.99,391.57,390.61,411.59,378.03,411.71,408.88,405.07,415.31,420.23,404.32,390.50,392.54,394.29,399.49,401.35,390.12,378.15,377.09,384.22,386.96,380.40,379.52,404.77,396.80,400.35,410.79,416.31,429.51,397.51,410.14,422.63
2005-08-25 22:08:52.862000,L5,373.76,367.89,383.11,388.69,390.61,389.73,383.87,387.45,387.09,390.85,389.76,393.04,383.01,379.44,381.80,383.50,383.97,381.64,386.87,382.40,382.27,380.81,382.09,374.53,375.04,375.38,369.29,367.28,400.75,382.42,389.00,385.45,392.00,380.72,381.01,378.09,368.33,379.89,377.54,384.70,383.26,373.92,369.17,366.82,366.47,370.91,369.68,367.74,381.61,376.46,386.14,384.27,388.34,385.31,373.07,389.38,384.68
2005-09-10 22:08:55.708000,L5,458.64,422.72,428.70,429.14,429.06,432.22,435.48,427.91,431.25,435.92,425.89,424.70,420.90,432.69,432.13,440.43,432.94,426.98,420.00,415.59,408.23,412.16,410.67,420.21,411.42,417.17,407.13,408.80,416.75,436.53,437.93,430.55,426.38,429.24,436.76,421.69,420.40,431.46,434.88,416.51,423.54,427.48,414.43,412.69,420.78,429.13,426.56,422.01,426.98,428.93,428.72,431.66,441.68,450.10,429.22,450.44,450.06
2005-11-13 22:09:08.414000,L5,353.61,340.01,345.21,353.07,361.10,367.17,366.91,360.72,365.02,369.99,370.09,370.64,366.71,365.85,366.93,370.24,371.22,369.76,368.88,362.01,362.23,359.51,354.32,351.62,349.80,351.20,340.01,228.78,294.47,313.62,308.92,365.74,364.61,362.74,362.84,360.25,340.77,361.08,359.22,359.44,360.42,346.05,332.97,324.10,331.15,341.22,340.46,339.71,350.34,354.99,357.17,353.74,357.73,364.16,354.02,366.08,365.30
2006-02-01 22:11:01.629000,L5,374.13,363.64,373.34,390.35,390.69,385.49,380.54,377.75,389.10,385.31,382.08,384.24,379.85,375.62,376.06,385.85,384.58,384.80,384.73,385.62,387.88,381.78,377.55,366.26,362.69,369.90,367.59,365.55,397.26,383.05,375.87,377.79,379.97,381.19,378.39,375.40,361.63,370.29,372.39,375.97,377.97,364.03,363.21,362.43,364.40,367.61,366.79,357.82,365.28,370.28,373.57,372.42,371.57,373.98,377.01,375.62,371.38
2006-02-17 22:11:22.491000,L5,451.00,357.69,369.86,376.41,379.54,382.70,380.44,375.21,381.34,383.98,383.78,383.97,376.98,374.98,376.56,379.96,380.48,380.16,380.15,379.39,376.54,376.19,373.11,368.22,366.44,371.47,361.15,353.18,384.86,384.10,378.79,376.32,377.73,375.88,372.36,372.04,361.24,369.17,369.19,371.30,369.60,356.42,352.97,352.92,353.42,360.84,361.40,357.96,367.92,374.24,371.59,371.01,373.74,376.18,364.62,376.53,374.34
2006-03-14 22:05:42.635000,L5,332.16,322.59,310.68,299.10,320.53,,302.85,287.99,299.76,150.49,278.32,274.63,,,,,,,236.20,273.41,293.87,304.85,332.32,332.37,323.42,307.52,320.92,303.39,345.14,347.71,341.18,330.37,336.68,293.60,280.25,240.26,210.84,156.55,267.54,256.00,317.59,315.63,316.69,311.14,321.11,327.84,325.32,312.53,312.15,302.59,267.61,239.56,234.16,331.85,325.86,318.17,331.33
2006-04-15 22:06:18.610000,L5,447.23,401.92,407.97,394.10,395.93,420.97,422.48,416.68,414.64,417.70,419.34,410.13,394.98,405.80,425.42,421.53,425.40,434.21,416.00,426.26,434.90,433.55,429.50,444.30,436.28,423.61,413.88,381.33,404.69,402.14,396.61,387.08,392.03,400.75,395.23,403.17,402.07,405.87,405.01,418.27,413.76,396.17,400.90,417.97,409.98,412.35,398.02,372.84,387.77,390.41,403.05,449.65,475.04,,420.97,,
2006-04-22 22:12:36.093000,L5,370.28,358.05,360.67,369.68,377.56,379.39,380.92,371.68,378.23,380.86,385.28,386.51,377.88,372.41,374.60,379.34,379.69,381.28,380.17,380.77,380.57,375.88,375.00,366.10,366.86,360.67,353.63,347.68,385.04,369.23,367.97,369.97,374.30,371.42,367.74,371.59,360.39,373.54,372.31,371.28,372.08,354.15,348.60,351.24,351.57,354.64,358.25,352.84,360.24,362.31,374.14,370.95,375.12,376.38,365.01,374.90,372.78
2006-06-02 22:07:00.083000,L5,338.77,325.65,314.33,297.90,281.51,302.23,301.68,291.55,291.08,275.18,309.84,304.06,316.24,308.01,310.22,311.70,300.16,196.29,270.02,217.49,201.86,194.52,301.48,312.86,270.21,,314.43,306.65,355.77,336.49,328.80,,,,143.72,186.62,221.55,181.34,282.74,315.14,317.16,199.77,244.36,283.04,307.36,282.89,261.55,286.24,318.04,301.26,,,,,304.58,310.86,309.11
