dates,satname,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2000-09-20 22:11:14.930000,L7,377.48,360.60,360.78,312.74,270.65,279.25,289.02,256.89,155.18,337.78,347.98,348.20,308.23,332.71,345.18,345.51,347.89,324.01,345.37,333.13,335.04,329.63,340.35,325.26,332.73,338.15,350.60,350.02,455.10,461.44,458.40,461.26,426.46,353.33,345.60,341.49,348.89,345.56,332.33,340.56,338.82,343.97,343.13,356.47,330.41,353.69,356.13,343.03,345.63,345.92,352.44,349.67,353.32,342.03,349.62,340.14,348.96,356.06,349.08,347.77,347.61,350.17,350.54,346.05,342.00,334.27,332.16,337.90,340.18,345.86,343.95,342.29,337.90,345.03,337.30,325.24,323.15,327.54,322.82,312.11
2000-12-18 22:05:01.704000,L7,470.02,466.89,387.60,392.30,387.68,387.47,381.61,388.09,393.84,357.12,407.24,404.05,398.75,391.52,398.23,395.24,392.56,383.60,388.82,373.68,367.94,361.27,370.67,385.92,373.00,371.56,381.50,358.86,386.79,376.73,365.94,391.73,386.00,371.79,439.00,441.94,448.37,451.10,439.45,442.45,454.03,459.94,450.69,454.80,454.11,454.81,443.49,440.07,431.14,432.77,445.41,443.33,451.19,439.64,444.23,441.70,448.60,457.19,441.95,436.60,431.19,442.72,446.77,436.14,430.96,427.26,440.51,480.30,488.64,449.94,460.64,463.06,454.41,455.91,458.30,461.00,468.30,489.86,501.53,507.11
2001-01-03 22:05:00.181000,L7,346.63,332.06,350.50,299.00,240.10,261.24,280.55,265.39,216.36,327.11,333.41,331.29,337.82,333.64,344.88,343.34,345.17,341.37,341.07,329.50,331.60,319.79,332.50,345.43,331.44,328.31,341.61,334.53,345.97,450.11,436.34,431.01,344.19,346.36,340.23,334.15,346.54,337.27,285.98,277.01,311.89,329.25,300.27,310.06,304.40,350.98,348.69,335.77,340.02,338.71,349.72,345.54,348.28,353.18,351.21,248.07,177.44,258.21,251.22,250.45,256.85,340.75,334.30,275.56,277.86,242.16,247.48,316.21,282.66,301.08,320.38,323.46,328.28,393.05,425.03,406.80,422.25,435.26,444.68,399.50
2001-02-20 22:05:00.525000,L7,473.44,437.09,502.56,311.32,280.94,305.54,313.34,321.77,335.23,342.08,348.47,348.20,339.47,338.30,350.06,353.76,348.44,353.00,229.59,237.68,226.18,213.96,222.03,229.29,178.35,184.06,198.19,184.23,213.21,203.51,207.11,360.52,353.76,351.04,347.10,339.29,388.60,346.33,339.52,340.31,346.91,344.33,341.29,349.20,346.79,354.99,351.35,345.01,351.17,351.35,357.64,354.11,359.64,358.27,355.62,351.17,304.09,307.02,302.29,307.88,304.57,350.20,355.03,347.33,340.62,334.58,329.91,336.71,491.69,424.36,462.94,412.13,426.28,338.63,323.95,321.55,322.01,319.19,323.32,305.46
2001-02-27 22:11:06.137000,L7,359.24,349.61,360.91,317.54,299.30,305.63,283.33,321.76,337.17,338.39,350.17,348.11,342.90,341.20,349.65,350.96,339.79,352.12,350.76,338.63,337.88,333.46,338.78,349.55,340.94,339.52,351.54,346.14,355.72,352.35,354.44,362.52,362.53,354.86,351.39,351.69,388.38,349.07,346.11,340.93,349.01,355.55,345.21,355.43,353.09,362.10,363.35,346.46,350.85,354.50,358.36,331.44,300.66,,209.74,256.82,225.53,268.71,472.51,474.93,513.04,427.00,345.66,274.15,338.21,326.66,321.98,335.41,336.03,322.34,327.84,339.03,335.15,336.95,314.52,290.05,260.41,301.31,275.79,
2001-04-16 22:10:54.636000,L7,321.80,289.43,349.92,310.13,166.96,268.96,270.15,210.51,139.70,329.87,346.47,346.06,254.62,312.40,342.42,320.01,344.44,336.27,346.48,336.03,324.74,319.57,338.13,344.53,321.53,336.04,346.98,342.96,354.57,341.19,346.62,342.14,349.86,344.57,336.41,334.58,336.58,346.04,338.68,300.61,342.47,334.74,242.96,256.25,249.35,253.90,284.76,336.19,338.42,344.12,343.74,352.43,356.60,352.10,355.17,348.30,306.36,353.50,334.50,336.11,341.72,342.37,343.81,337.32,333.41,330.23,315.34,320.59,330.83,338.07,196.15,204.63,333.23,336.26,315.01,318.15,315.94,314.83,316.33,188.47
2001-06-19 22:10:17.246000,L7,,346.59,482.92,490.42,471.85,461.91,280.01,201.96,342.32,335.39,349.32,350.19,348.62,286.19,353.36,353.10,354.59,348.81,351.50,344.04,337.83,338.28,350.62,363.33,374.23,349.89,346.93,352.64,363.96,356.57,362.52,363.80,362.14,350.79,345.99,324.20,359.39,355.93,349.68,354.47,357.28,351.03,357.74,358.04,351.84,493.21,491.65,494.31,475.82,357.48,358.79,323.32,356.67,365.51,362.47,354.71,354.11,372.63,354.45,358.83,344.88,325.67,351.55,343.95,345.82,346.59,329.50,331.18,348.27,351.76,352.84,342.92,367.51,345.09,340.88,337.54,320.31,326.81,328.00,318.75
2001-07-14 22:03:57.537000,L7,387.48,362.43,367.39,300.36,246.85,275.06,302.43,203.16,,353.35,344.81,350.41,291.39,292.93,358.82,363.71,361.31,367.21,363.33,350.08,347.51,340.22,357.05,352.24,353.60,348.41,360.37,365.16,367.95,358.04,374.49,373.46,361.68,366.76,525.28,510.78,478.58,487.03,500.52,460.35,512.20,365.12,360.53,371.17,357.91,363.51,353.85,360.14,354.25,356.46,367.14,361.66,369.23,365.86,361.52,350.21,367.00,370.01,355.30,355.55,350.27,364.53,364.33,357.56,381.34,367.73,346.44,345.51,357.15,357.19,349.68,365.50,356.72,358.40,344.97,336.57,328.50,335.12,340.78,306.71
2001-08-15 22:03:26.328000,L7,356.85,359.08,350.51,262.07,258.46,268.19,278.19,206.21,,341.90,342.67,329.00,285.15,295.00,355.10,281.84,279.56,299.74,303.10,284.82,280.35,263.57,319.83,314.42,188.20,186.22,200.78,199.88,203.79,201.86,184.69,312.14,335.48,332.00,314.29,320.64,319.60,281.92,275.28,264.47,284.57,331.19,336.78,327.18,296.80,334.72,335.79,315.46,310.85,334.37,322.30,318.43,312.76,315.78,312.28,322.82,336.29,343.32,342.77,337.62,321.83,322.82,338.46,344.44,336.77,334.87,323.16,328.43,342.25,347.64,337.34,341.55,342.72,340.18,301.28,307.85,314.60,326.53,322.77,314.02
2001-11-26 22:09:21.320000,L7,,,,377.97,385.32,393.83,388.50,402.31,397.93,414.95,407.35,364.49,401.27,402.91,403.40,417.05,404.54,417.32,395.12,379.60,380.16,373.99,375.01,390.23,395.30,373.35,399.95,382.28,387.92,397.33,413.05,407.93,418.01,363.90,371.88,389.60,450.49,392.31,353.76,355.78,388.39,398.75,379.07,385.30,424.50,453.39,449.76,443.86,466.13,458.38,456.83,455.11,455.23,452.62,455.66,444.28,439.99,440.11,430.38,443.55,510.00,513.04,451.27,444.58,471.51,468.32,470.19,459.32,449.75,452.88,478.51,485.69,494.75,507.63,506.77,478.10,485.45,336.02,354.67,350.84
2001-12-12 22:09:26.650000,L7,370.52,351.21,359.03,329.09,297.22,302.92,305.32,320.24,335.35,338.69,347.70,347.08,340.28,340.43,349.11,351.38,347.69,462.78,495.96,448.17,403.58,420.24,437.35,445.73,344.64,338.22,349.22,346.80,350.43,450.78,516.72,426.60,418.24,412.05,411.94,442.73,417.90,504.50,520.14,434.80,446.21,448.98,444.87,438.51,442.33,508.60,483.29,504.91,423.36,423.84,422.73,411.10,422.67,341.86,441.64,489.99,401.91,412.60,410.69,332.60,332.81,344.27,344.28,488.85,398.44,417.23,395.40,407.29,408.22,424.42,427.78,477.95,481.43,342.89,522.17,433.98,427.88,,,
2002-02-23 22:03:31.354000,L7,,,,441.90,295.31,466.00,517.73,339.79,358.38,372.44,523.62,496.89,476.78,418.84,428.54,432.13,369.14,446.01,332.57,346.57,,,,412.19,405.37,423.90,270.51,236.68,248.09,,149.01,185.20,302.72,,465.86,463.21,458.76,474.33,444.09,,456.80,,,,242.21,250.92,474.58,,,399.26,381.21,372.02,376.74,371.44,378.20,432.36,441.79,455.69,442.12,432.75,437.89,385.28,389.87,355.10,351.76,392.95,345.87,394.73,409.44,407.47,457.34,427.44,435.05,436.04,424.38,450.47,461.57,433.76,462.76,448.90
2002-03-11 22:03:31.366000,L7,498.48,428.90,516.64,472.93,416.77,425.72,374.50,379.56,380.47,384.96,415.85,394.42,431.14,422.88,437.62,443.79,456.25,426.98,420.72,421.80,355.23,413.38,408.89,436.19,411.63,407.62,394.61,409.63,420.79,420.70,401.67,425.48,415.15,414.18,,,500.21,413.51,392.01,411.79,415.56,411.41,418.96,396.92,405.59,463.72,458.75,445.19,446.32,447.61,451.46,456.04,462.05,463.18,468.89,458.99,458.82,504.52,412.60,418.73,419.83,427.42,420.11,420.25,417.77,421.71,424.70,341.58,448.61,393.26,389.85,399.95,392.70,408.41,411.68,401.55,396.95,396.06,398.73,392.27
2002-04-12 22:03:25.302000,L7,333.10,332.89,333.00,204.51,225.97,252.24,276.04,201.61,334.29,339.18,345.60,310.49,279.49,342.52,347.75,345.66,354.28,349.23,349.76,342.99,338.56,327.70,337.66,339.65,333.30,342.57,348.64,473.68,505.60,488.07,474.70,495.83,505.89,468.62,455.27,340.50,326.89,291.42,325.27,335.46,337.51,324.60,330.55,340.31,331.18,343.75,353.17,345.64,345.80,346.31,347.77,351.23,351.19,343.23,352.16,346.97,341.40,342.25,328.94,335.37,346.31,345.26,346.73,337.42,331.79,328.25,321.69,322.73,335.98,338.37,336.86,336.33,336.87,340.57,332.92,327.97,316.23,307.48,250.65,300.83
2002-05-05 22:09:37.985000,L7,,,,,,,,,,331.54,320.06,292.66,272.76,257.16,311.26,269.94,145.80,,,,,,,166.27,185.80,189.45,204.44,203.94,217.46,204.34,215.21,222.00,197.40,295.74,289.86,141.62,146.01,244.97,254.03,259.93,281.58,279.79,266.42,290.58,293.72,288.03,297.44,153.99,259.29,247.11,253.49,253.79,316.35,306.01,300.47,295.23,292.05,271.94,254.46,261.05,265.34,309.88,311.99,308.89,320.23,291.93,287.58,297.47,334.03,334.07,335.56,332.38,336.52,339.09,340.46,330.00,323.54,,,
2002-05-14 22:03:19.418000,L7,412.32,350.88,360.61,310.77,260.20,285.62,308.67,216.89,352.15,349.66,352.43,357.05,341.94,351.84,363.50,362.73,357.61,358.67,358.61,349.00,349.14,337.82,347.38,369.72,367.53,353.55,358.61,351.78,367.90,357.12,365.26,366.00,363.53,356.52,353.18,355.15,359.52,356.18,342.08,349.56,358.69,352.52,353.96,361.40,354.55,369.03,359.35,357.94,359.97,358.17,369.57,361.28,368.55,369.39,369.04,369.37,362.22,361.80,347.03,353.78,354.95,399.86,413.32,353.60,347.51,344.60,332.23,335.30,348.40,350.46,344.34,344.61,341.90,354.73,349.55,340.11,333.17,321.02,319.02,312.62
2002-06-15 22:03:07.576000,L7,,,,,238.29,254.76,302.92,195.03,350.99,342.38,350.08,350.57,286.75,288.31,355.23,365.98,357.76,360.35,366.19,354.37,356.24,345.29,342.87,364.95,362.99,353.00,364.66,342.29,357.27,359.30,354.57,358.89,362.02,353.77,349.24,351.12,365.17,341.31,340.69,346.15,350.97,355.83,351.88,365.12,360.59,363.50,360.44,352.19,343.92,351.20,357.04,355.91,356.70,334.17,358.84,352.64,354.63,353.86,349.63,353.05,352.93,332.04,358.35,346.92,337.63,345.31,334.79,337.31,346.37,350.97,353.76,350.19,350.99,352.88,352.41,349.35,341.49,330.12,320.79,321.14
2002-06-22 22:09:15.051000,L7,,356.34,349.57,,263.13,272.18,303.64,193.02,358.98,355.75,362.93,357.48,296.05,350.17,362.52,362.90,370.57,366.02,362.89,351.65,355.25,344.40,349.66,378.03,362.07,350.75,366.24,344.33,363.56,356.54,357.32,377.84,367.15,359.49,351.92,362.48,402.28,358.58,366.16,358.30,367.76,365.15,369.56,362.94,369.31,365.51,368.11,357.58,452.40,458.23,472.63,452.43,461.88,471.79,463.37,458.58,476.30,392.04,456.26,456.02,434.11,456.93,401.27,449.16,420.01,465.34,452.56,433.44,458.01,486.03,456.85,457.29,492.51,416.46,471.86,398.29,400.54,446.93,462.93,404.18
2002-08-09 22:08:57.725000,L7,411.02,347.32,420.02,315.76,273.18,296.70,310.01,310.35,148.48,346.49,351.33,352.32,311.75,346.99,360.56,358.54,495.26,496.72,495.58,494.68,487.53,335.79,348.79,365.54,353.66,350.50,361.34,355.84,359.22,355.93,358.68,369.12,368.17,360.90,353.34,349.13,404.46,352.85,343.31,346.82,355.64,356.47,351.33,355.90,356.80,359.42,357.17,350.92,351.10,356.22,357.02,354.35,361.38,350.89,361.95,352.21,362.07,354.54,344.94,350.03,352.66,350.13,357.71,348.69,348.31,335.12,330.94,337.09,346.98,351.01,348.81,346.52,350.37,348.00,343.52,341.84,327.25,321.01,315.36,232.10
2002-09-10 22:08:43.416000,L7,454.37,459.86,474.37,414.58,420.17,445.56,449.23,453.11,450.20,449.99,451.94,471.35,402.79,398.43,401.73,398.59,400.04,397.12,393.63,386.79,382.10,372.73,384.09,402.44,388.76,384.46,453.74,476.62,470.11,474.67,496.91,492.68,462.95,491.30,479.62,512.18,501.51,384.14,372.05,374.97,378.16,379.91,359.33,416.49,375.51,404.66,487.60,442.09,,,,466.80,456.45,454.40,459.45,451.65,405.95,409.33,402.54,419.91,417.26,409.74,507.65,474.61,478.64,472.52,468.94,476.98,480.83,479.04,488.04,494.66,505.09,388.03,399.59,399.18,395.57,383.39,376.47,368.55
2002-11-29 22:09:01.492000,L7,461.57,458.14,467.68,439.11,384.69,322.75,411.25,404.81,421.09,400.64,407.19,427.87,423.95,402.17,425.71,434.85,437.59,417.68,389.43,380.10,355.11,359.47,368.90,,,392.98,416.97,359.55,398.14,385.91,416.27,399.75,442.94,446.45,442.96,449.11,457.64,455.56,451.62,489.75,459.74,455.61,447.78,456.87,450.20,452.69,452.03,450.11,456.15,457.91,464.53,456.94,467.01,457.86,455.30,454.72,463.85,462.37,471.61,473.03,458.41,465.43,467.52,465.22,449.06,440.82,448.77,387.40,413.90,354.13,419.25,411.79,423.19,431.95,436.78,437.80,388.77,378.27,370.93,370.96
2002-12-08 22:02:51.522000,L7,,,510.12,521.90,515.92,427.70,328.24,426.27,430.73,362.17,450.71,449.86,438.40,435.86,374.26,472.51,435.45,409.39,417.23,430.51,414.38,403.45,396.45,397.92,407.85,383.43,428.26,430.01,433.22,422.91,510.29,512.30,461.80,458.75,441.94,454.49,516.08,423.85,415.80,390.56,405.58,408.32,,381.50,397.67,414.12,416.76,412.83,407.65,414.22,426.88,412.71,426.34,186.56,258.18,264.01,379.33,432.97,427.29,459.61,464.45,433.23,417.24,439.50,369.92,410.26,424.18,486.79,,,,,,,,,321.93,314.96,336.27,
2002-12-24 22:02:57.022000,L7,451.21,437.00,465.39,443.82,366.13,402.17,366.39,414.70,415.16,404.98,403.08,402.38,358.26,389.28,412.89,398.50,393.39,385.76,378.82,366.09,368.00,,,,,,,,,,,,,,,,,368.46,371.46,357.71,387.31,409.24,376.72,401.32,446.76,450.55,453.01,442.14,449.98,450.11,463.58,476.73,480.56,471.86,482.85,459.11,388.96,377.39,402.94,457.52,445.20,471.54,462.20,450.53,461.02,444.50,,340.61,357.75,360.02,356.00,363.16,370.01,349.25,364.79,364.86,333.63,363.13,356.22,352.37
2003-02-01 22:09:21.746000,L7,,356.92,399.48,337.13,401.32,402.39,402.22,416.86,416.11,417.88,420.98,420.05,414.32,412.33,417.26,416.58,415.44,415.68,407.69,391.16,349.16,392.73,405.42,421.07,430.02,389.74,412.24,413.40,418.05,406.19,406.18,392.67,387.05,389.77,389.26,388.98,,395.31,351.54,383.53,389.65,391.47,389.21,395.04,390.33,392.33,508.32,499.48,497.64,481.90,489.79,484.77,485.38,468.80,490.77,477.05,465.62,493.40,493.16,484.17,479.59,477.74,469.21,495.56,372.25,373.23,374.79,386.78,386.71,392.07,391.07,398.82,403.12,407.85,400.48,390.42,385.50,381.25,386.32,381.12
2003-08-13 21:51:32.649000,L5,378.02,376.71,378.83,310.67,313.74,331.45,332.22,367.64,375.53,378.56,381.33,382.53,381.90,382.04,386.08,387.37,386.27,387.32,383.84,370.33,375.80,363.24,373.28,384.22,377.49,371.63,384.04,378.31,390.33,381.37,385.69,393.51,384.96,380.92,381.32,381.51,392.36,380.48,369.22,375.17,381.35,386.18,379.26,377.50,372.76,384.72,383.20,375.28,376.62,378.15,379.35,374.86,387.94,377.52,378.54,252.86,245.26,378.28,360.42,375.90,373.08,382.75,377.41,372.43,367.53,359.14,360.01,362.54,374.27,374.98,370.85,369.54,369.06,381.40,371.82,366.79,362.50,361.63,363.70,346.83
2003-08-29 21:51:49.928000,L5,376.63,377.36,379.30,316.90,311.58,330.23,329.51,364.64,373.06,378.11,380.27,386.24,375.99,377.36,387.83,382.96,384.44,381.60,379.63,367.73,365.16,356.20,364.87,385.40,372.65,370.08,378.86,376.98,386.79,382.13,389.17,386.67,386.12,380.59,377.50,377.25,394.52,378.35,371.82,370.38,378.20,377.21,369.37,373.40,368.00,379.55,375.78,368.73,368.54,367.26,373.61,371.58,384.49,376.45,377.03,376.10,372.60,373.21,366.04,374.59,373.66,376.04,372.75,367.24,364.00,353.91,352.10,355.53,367.16,373.06,369.51,370.42,374.71,374.17,372.80,364.77,358.48,358.94,356.23,340.19
2003-10-07 21:58:35.519000,L5,386.32,385.32,390.61,324.99,314.36,329.47,336.59,371.66,376.91,380.38,385.60,385.01,382.71,380.65,387.60,385.65,383.38,383.43,387.48,374.95,374.20,366.98,375.33,389.24,381.07,375.86,388.92,385.41,396.25,377.54,387.67,389.48,386.79,385.04,379.40,377.09,394.26,377.54,372.54,372.51,381.43,383.88,380.11,381.86,379.93,385.20,380.63,377.19,375.51,372.60,377.87,374.13,380.49,378.41,377.89,372.67,373.27,375.05,363.02,378.98,377.73,381.59,385.42,376.01,370.48,365.61,360.83,366.83,376.78,372.83,369.57,367.98,368.84,371.17,369.40,362.79,356.90,358.03,359.69,351.98
2003-11-17 21:52:57.120000,L5,403.99,399.13,409.25,389.12,392.40,384.15,394.09,412.11,411.05,412.08,422.37,417.93,414.77,404.59,410.13,410.13,410.24,409.48,407.96,400.57,401.39,392.02,398.55,415.14,410.72,408.85,413.84,411.08,419.57,409.82,421.74,423.10,416.85,411.08,398.62,397.07,409.11,403.21,396.05,396.95,404.71,402.28,396.26,396.69,393.10,404.99,406.78,401.73,400.39,399.82,403.81,398.48,406.16,402.89,395.43,394.18,393.90,392.37,379.83,385.82,382.32,387.90,393.65,390.80,394.38,396.75,386.87,390.84,393.50,402.78,401.65,409.19,412.38,401.70,407.44,394.17,398.92,406.90,394.89,384.11
